activeID	activeType	needLevel	name	startDate	endDate	kaifuDay	startDays	circularDays	startType
329	329	100	戰魂投資	(2016,1,20,0,0,0)		(27,99999)	5	9999	0
516	516	30	線上有禮	(2016,1,27,0,0,0)		(8,99999)	7	9999	1
562	562	30	中秋全民煉金	(2016,1,27,0,0,0)		(8,99999)	7	9999	1
532	532	30	自選商城	(2016,1,27,0,0,0)		(8,99999)	7	9999	1
2	2	70	寵物靈樹	(2016,1,6,0,0,0)		(12,99999)	7	9999	0
535	535	30	驚喜禮包	(2016,1,6,0,0,0)		(1,99999)	3	9999	1
536	536	30	超值轉盤	(2016,1,6,0,0,0)		(1,99999)	3	9999	1
591	591	30	元旦砸旦活動	(2016,1,6,0,0,0)		(1,99999)	3	9999	1
592	592	30	元旦金豬活動	(2016,1,6,0,0,0)		(1,99999)	3	9999	1
1	1	70	沖向雲霄	(2016,2,15,0,0,0)		(10,99999)	7	9999	0
320	320	30	體力投資	(2016,2,15,0,0,0)		(27,99999)	5	9999	0
321	321	45	神龍投資	(2016,2,15,0,0,0)		(1,99999)	5	9999	0
322	322	30	魔晶投資	(2016,2,15,0,0,0)		(1,99999)	5	9999	0
323	323	65	寶石投資	(2016,2,15,0,0,0)		(1,99999)	5	9999	0
326	326	85	時裝投資	(2016,2,15,0,0,0)		(1,99999)	5	9999	0
330	330	100	陣靈投資	(2016,2,15,0,0,0)		(27,99999)	5	9999	0
50	15	60	英雄徽章商店	(2016,2,16,0,0,0)		(1,99999)	6	9999	0
70	70	70	寵物福田	(2016,2,17,0,0,0)		(91,99999)	5	9999	0
403	403	30	活躍度獎勵	(2016,2,20,0,0,0)		(31,99999)	1	9999	0
71	71	45	龍魂石碑	(2016,2,24,0,0,0)		(1,99999)	3	9999	0
508	508	30	七月有禮	(2016,2,24,0,0,0)		(8,99999)	7	9999	1
509	509	30	獎勵翻倍	(2016,2,24,0,0,0)		(8,99999)	7	9999	1
540	540	30	元宵花燈	(2016,2,24,0,0,0)		(8,99999)	7	9999	1
541	541	30	元宵充值	(2016,2,24,0,0,0)		(8,99999)	7	9999	1
8	10	70	寵物大轉盤	(2016,2,25,0,0,0)		(20,99999)	2	9999	0
10	3	50	神秘商店	(2016,2,26,0,0,0)		(6,99999)	2	9999	0
49	14	45	黃金寶箱	(2016,2,27,0,0,0)		(10,59)	3	9999	0
57	14	45	黃金寶箱	(2016,2,27,0,0,0)		(60,119)	3	9999	0
58	14	45	黃金寶箱	(2016,2,27,0,0,0)		(120,99999)	3	9999	0
65	65	30	天馬行空	(2016,2,29,0,0,0)		(1,99999)	3	9999	0
593	593	40	連連看	(2016,2,3,0,0,0)		(1,99999)	14	9999	0
513	513	30	特惠商品	(2016,2,7,0,0,0)		(8,99999)	7	9999	1
510	510	30	充值返利	(2016,2,7,0,0,0)		(8,99999)	7	9999	1
539	539	30	紅包鬧新春	(2016,2,7,0,0,0)		(1,99999)	8	9999	1
537	537	30	春節登陸返利	(2016,2,7,0,0,0)		(1,99999)	8	9999	0
538	538	30	春節打年獸	(2016,2,7,0,0,0)		(1,99999)	8	9999	0
9	11	45	一球成名	(2016,3,10,0,0,0)		(10,59)	2	9999	0
55	11	45	一球成名	(2016,3,10,0,0,0)		(60,119)	2	9999	0
56	11	45	一球成名	(2016,3,10,0,0,0)		(120,99999)	2	9999	0
404	404	20	坐騎進化日	(2016,3,10,0,0,0)		(31,99999)	1	9999	0
408	408	20	充值滿額送禮-坐騎進化	(2016,3,10,0,0,0)		(31,99999)	1	9999	0
409	409	20	兌換得豪禮-坐騎進化	(2016,3,10,0,0,0)		(31,99999)	1	9999	0
318	318	120	魔靈大轉盤	(2016,3,11,0,0,0)		(1,99999)	3	9999	0
411	411	70	寵物修行日	(2016,3,11,0,0,0)		(31,99999)	1	9999	0
414	414	70	充值滿額送禮-寵物修行	(2016,3,11,0,0,0)		(31,99999)	1	9999	0
415	415	70	兌換得豪禮-寵物修行	(2016,3,11,0,0,0)		(31,99999)	1	9999	0
410	410	70	寵物培養日	(2016,3,12,0,0,0)		(31,99999)	1	9999	0
412	412	70	充值滿額送禮-寵物培養	(2016,3,12,0,0,0)		(31,99999)	1	9999	0
413	413	70	兌換得豪禮-寵物培養	(2016,3,12,0,0,0)		(31,99999)	1	9999	0
7	4	45	狂歡充值	(2016,3,13,0,0,0)		(10,59)	1	9999	0
53	4	45	狂歡充值	(2016,3,13,0,0,0)		(60,119)	1	9999	0
54	4	45	狂歡充值	(2016,3,13,0,0,0)		(120,99999)	1	9999	0
428	428	100	消費滿額送禮-陣靈培養	(2016,3,13,0,0,0)		(31,99999)	1	9999	0
430	430	100	兌換得豪禮-陣靈培養	(2016,3,13,0,0,0)		(31,99999)	1	9999	0
431	431	100	陣靈培養日	(2016,3,13,0,0,0)		(31,99999)	1	9999	0
421	421	45	神龍進化日	(2016,3,14,0,0,0)		(31,99999)	1	9999	0
422	422	45	充值滿額送禮-神龍進化	(2016,3,14,0,0,0)		(31,99999)	1	9999	0
423	423	45	兌換得豪禮-神龍進化	(2016,3,14,0,0,0)		(31,99999)	1	9999	0
66	66	30	博餅活動	(2016,3,15,0,0,0)		(1,99999)	1	9999	0
401	401	60	星靈升星日	(2016,3,15,0,0,0)		(31,99999)	1	9999	0
419	419	60	充值滿額送禮-星靈升星	(2016,3,15,0,0,0)		(31,99999)	1	9999	0
420	420	60	兌換得豪禮-星靈升星	(2016,3,15,0,0,0)		(31,99999)	1	9999	0
311	311	30	超級理財	(2016,3,2,0,0,0)		(1,99999)	3	9999	0
433	433	80	聖器洗練日	(2016,3,2,0,0,0)		(31,99999)	1	9999	0
434	434	80	充值滿額送禮-聖器洗練	(2016,3,2,0,0,0)		(31,99999)	1	9999	0
435	435	80	兌換得豪禮-聖器洗練	(2016,3,2,0,0,0)		(31,99999)	1	9999	0
594	594	85	幸運扭蛋（時裝）	(2016,3,3,0,0,0)		(1,99999)	3	9999	0
400	400	20	坐騎培養日	(2016,3,4,0,0,0)		(31,99999)	1	9999	0
402	402	20	充值滿額送禮-坐騎培養	(2016,3,4,0,0,0)		(31,99999)	1	9999	0
405	405	20	兌換得豪禮-坐騎培養	(2016,3,4,0,0,0)		(31,99999)	1	9999	0
48	13	80	勇闖十二宮	(2016,3,5,0,0,0)		(25,99999)	2	9999	0
416	416	65	羽翼培養日	(2016,3,5,0,0,0)		(31,99999)	1	9999	0
417	417	65	充值滿額送禮-羽翼培養	(2016,3,5,0,0,0)		(31,99999)	1	9999	0
418	418	65	兌換得豪禮-羽翼培養	(2016,3,5,0,0,0)		(31,99999)	1	9999	0
566	566	80	精彩活動-充值送聖器	(2016,3,5,0,0,0)		(1,99999)	1	9999	0
590	590	120	點金大放送	(2016,3,5,0,0,0)		(1,99999)	2	9999	0
72	72	75	眾神秘寶	(2016,3,6,0,0,0)		(15,99999)	2	9999	0
427	427	100	消費滿額送禮-戰魂培養	(2016,3,6,0,0,0)		(31,99999)	1	9999	0
429	429	100	兌換得豪禮-戰魂培養	(2016,3,6,0,0,0)		(31,99999)	1	9999	0
432	432	100	戰魂培養日	(2016,3,6,0,0,0)		(31,99999)	1	9999	0
51	16	35	天天秒殺	(2016,3,9,0,0,0)		(1,99999)	7	9999	0
92	92	40	女神卡牌	(2016,3,9,0,0,0)		(1,99999)	3	9999	0
310	310	30	戰神寶箱	(2016,3,9,0,0,0)		(1,99999)	5	9999	0
424	424	100	裝備洗煉日	(2016,3,9,0,0,0)		(31,99999)	1	9999	0
425	425	100	充值滿額送禮-裝備洗煉	(2016,3,9,0,0,0)		(31,99999)	1	9999	0
426	426	100	兌換得豪禮-裝備洗煉	(2016,3,9,0,0,0)		(31,99999)	1	9999	0
511	511	30	消費返利	(2016,3,9,0,0,0)		(8,99999)	7	9999	1
520	520	30	神樹兌換	(2016,3,9,0,0,0)		(8,99999)	9	9999	1
527	527	30	感恩活動簽到獎勵	(2016,3,9,0,0,0)		(8,99999)	7	9999	1
528	528	30	感恩活動充值獎勵	(2016,3,9,0,0,0)		(8,99999)	7	9999	1
542	542	30	充值送大礼	(2016,3,9,0,0,0)		(8,99999)	7	9999	1
