activeID	activeType	needLevel	name	startDate	endDate	kaifuDay	startDays	circularDays	startType
51	16	35	天天秒杀	(2016,3,18,0,0,0)	(2015,4,23,0,0,0)	(1,99999)	7	9999	0
52	17	60	深海寻宝	(2016,3,18,0,0,0)	(2015,4,9,0,0,0)	(30,99999)	7	99999	0
10052	17	60	深海寻宝	(2015,2,20,0,0,0)	(2015,2,26,0,0,0)	(30,99999)	7	99999	0
64	64	30	万圣节活动	(2015,2,13,0,0,0)	(2015,2,19,0,0,0)	(30,99999)	7	9999	0
71	71	45	龙魂石碑	(2016,2,5,0,0,0)	(2015,4,23,0,0,0)	(30,99999)	7	9999	0
72	72	75	众神秘宝	(2016,3,11,0,0,0)	(2015,3,17,0,0,0)	(30,99999)	7	9999	0
106	106	30	专题活动-坐骑培养	(2016,1,1,0,0,0)	(2015,4,16,0,0,0)	(30,99999)	7	9999	0
107	107	30	专题活动-宝石合成	(2016,1,15,0,0,0)	(2014,9,16,0,0,0)	(9999,99999)	2	999	0
108	108	30	专题活动-许愿	(2015,9,25,0,0,0)	(2015,5,23,0,0,0)	(30,99999)	7	9999	0
109	109	50	专题活动-占卜	(2016,3,4,0,0,0)	(2015,4,16,0,0,0)	(30,99999)	7	9999	0
110	110	65	专题活动-羽翼	(2016,3,11,0,0,0)	(2015,3,19,0,0,0)	(30,99999)	14	9999	0
111	111	60	专题活动-符文	(2016,3,4,0,0,0)	(2015,4,16,0,0,0)	(30,99999)	7	9999	0
112	112	70	专题活动-宠物	(2016,3,11,0,0,0)	(2015,4,30,0,0,0)	(30,99999)	14	9999	0
113	113	36	专题活动-婚戒	(2016,2,19,0,0,0)	(2015,4,30,0,0,0)	(30,99999)	7	9999	0
204	204	30	许愿幸福大礼	(2016,2,19,0,0,0)	(2014,9,10,0,0,0)	(30,99999)	7	999	0
205	205	50	占卜好运大礼	(2015,4,24,0,0,0)	(2015,4,30,0,0,0)	(30,99999)	7	9999	0
216	216	60	符文超级大礼	(2016,2,12,0,0,0)	(2015,4,16,0,0,0)	(30,99999)	7	999	0
207	207	65	羽翼培养大礼	(2016,1,8,0,0,0)	(2015,2,26,0,0,0)	(30,99999)	7	999	0
212	212	60	宝石优惠大礼	(2016,2,12,0,0,0)	(2014,12,28,0,0,0)	(30,99999)	7	9999	0
70	70	70	宠物福田	(2016,2,19,0,0,0)	(2015,4,16,0,0,0)	(30,99999)	7	9999	0
230	230	36	婚戒特惠大礼	(2015,4,24,0,0,0)	(2015,4,30,0,0,0)	(30,99999)	7	9999	0
227	227	70	宠物特惠大礼	(2015,7,10,0,0,0)	(2015,4,30,0,0,0)	(30,99999)	7	9999	0
211	211	30	坐骑特惠大礼	(2016,2,19,0,0,0)	(2015,4,23,0,0,0)	(30,99999)	7	9999	0
85	85	30	元旦大狂欢-迎新送好礼	(2015,4,3,0,0,0)	(2015,4,9,0,0,0)	(30,99999)	7	9999	0
86	86	30	元旦大狂欢-跨年购物节	(2015,4,3,0,0,0)	(2015,4,9,0,0,0)	(30,99999)	7	9999	0
87	87	30	元旦大狂欢-充值开宝箱	(2015,4,3,0,0,0)	(2015,4,9,0,0,0)	(30,99999)	7	9999	0
88	88	30	元旦大狂欢-金币祈福礼	(2015,4,3,0,0,0)	(2015,4,9,0,0,0)	(30,99999)	7	9999	0
76	76	30	2015狂欢派对-幸运摩天轮	(2015,4,24,0,0,0)	(2015,4,30,0,0,0)	(30,99999)	7	9999	0
77	77	30	2015狂欢派对-好礼在一起	(2015,4,24,0,0,0)	(2015,4,30,0,0,0)	(30,99999)	7	9999	0
78	78	30	返利领不停	(2015,4,24,0,0,0)	(2015,4,30,0,0,0)	(30,99999)	7	9999	0
79	79	30	2015狂欢派对-好运币专场	(2015,4,24,0,0,0)	(2015,4,30,0,0,0)	(30,99999)	7	9999	0
91	91	30	2015狂欢派对-好礼兑不停	(2015,4,24,0,0,0)	(2015,4,30,0,0,0)	(30,99999)	7	9999	0
92	92	40	女神卡牌	(2016,3,18,0,0,0)	(2015,5,14,0,0,0)	(30,99999)	7	9999	0
80	80	30	5月狂欢-5月许愿树	(2015,5,22,0,0,0)	(2014,12,26,0,0,0)	(30,99999)	7	9999	0
81	81	30	5月狂欢-羽翼转转乐	(2015,5,22,0,0,0)	(2014,12,26,0,0,0)	(30,99999)	7	9999	0
82	82	30	5月狂欢-坐骑转转乐	(2015,5,22,0,0,0)	(2014,12,26,0,0,0)	(30,99999)	7	9999	0
83	83	30	5月狂欢-圣诞时装秀	(2015,5,22,0,0,0)	(2014,12,26,0,0,0)	(30,99999)	7	9999	0
84	84	30	5月狂欢-精彩兑不停	(2015,5,22,0,0,0)	(2014,12,29,0,0,0)	(30,99999)	9	9999	0
306	306	30	欢乐花灯	(2015,5,29,0,0,0)	(2015,3,7,0,0,0)	(6,99999)	7	9999	0
307	307	30	花灯返利	(2015,5,29,0,0,0)	(2015,3,7,0,0,0)	(6,99999)	7	9999	0
309	309	30	元宵商店	(2015,5,29,0,0,0)	(2015,3,9,0,0,0)	(6,99999)	9	9999	0
65	65	30	天马行空	(2016,1,15,0,0,0)		(1,99999)	7	9999	0
341	341	30	五一登录	(2015,6,19,0,0,0)		(30,99999)	7	9999	0
342	342	30	五一消费送惊喜	(2015,6,19,0,0,0)		(30,99999)	7	9999	0
343	343	30	五一勇者斗恶龙	(2015,6,19,0,0,0)		(30,99999)	7	9999	0
344	344	30	五一神龙宝库	(2015,6,19,0,0,0)		(30,99999)	9	9999	0
66	66	30	博饼活动	(2016,3,18,0,0,0)		(1,99999)	7	9999	0
231	231	100	装备洗练大礼	(2015,8,7,0,0,0)		(-100,30)	7	9999	0
232	232	100	装备洗练大礼	(2015,8,7,0,0,1)		(31,60)	7	9999	0
233	233	100	装备洗练大礼	(2015,8,7,0,0,2)		(61,120)	7	9999	0
234	234	100	装备洗练大礼	(2015,8,7,0,0,3)		(121,99999)	7	9999	0
235	235	85	时装升星大礼	(2015,10,16,0,0,0)		(-100,30)	7	9999	0
236	236	85	时装升星大礼	(2015,10,16,0,0,0)		(31,60)	7	9999	0
237	237	85	时装升星大礼	(2015,10,16,0,0,0)		(61,120)	7	9999	0
238	238	85	时装升星大礼	(2015,10,16,0,0,0)		(121,99999)	7	9999	0
239	239	60	神龙进化大礼	(2015,10,23,0,0,0)		(-100,30)	7	9999	0
240	240	60	神龙进化大礼	(2015,10,23,0,0,0)		(31,60)	7	9999	0
241	241	60	神龙进化大礼	(2015,10,23,0,0,0)		(61,120)	7	9999	0
242	242	60	神龙进化大礼	(2015,10,23,0,0,0)		(121,99999)	7	9999	0
243	243	80	雕纹特惠大礼	(2015,10,16,0,0,0)		(-100,30)	7	9999	0
244	244	80	雕纹特惠大礼	(2015,10,16,0,0,0)		(31,60)	7	9999	0
245	245	80	雕纹特惠大礼	(2015,10,16,0,0,0)		(61,120)	7	9999	0
246	246	80	雕纹特惠大礼	(2015,10,16,0,0,0)		(121,99999)	7	9999	0
247	247	70	宠物特惠大礼	(2015,10,23,0,0,0)		(-100,30)	7	9999	0
248	248	70	宠物特惠大礼	(2015,10,23,0,0,0)		(31,60)	7	9999	0
249	249	70	宠物特惠大礼	(2015,10,23,0,0,0)		(61,120)	7	9999	0
250	250	70	宠物特惠大礼	(2015,10,23,0,0,0)		(121,99999)	7	9999	0
251	251	70	龙脉精魄大礼	(2016,2,5,0,0,0)		(30,99999)	7	9999	0
252	252	70	龙脉精华大礼	(2016,2,5,0,0,0)		(30,99999)	7	9999	0
508	508	30	七月有礼	(2015,9,18,0,0,0)		(1,99999)	7	9999	0
509	509	30	奖励翻倍	(2015,11,20,0,0,0)		(1,99999)	7	9999	0
513	513	30	特惠商品	(2016,2,12,0,0,0)		(1,99999)	7	9999	0
514	514	30	七月卖场	(2015,11,27,0,0,0)		(30,99999)	7	9999	0
510	510	30	充值返利	(2016,2,12,0,0,0)		(1,99999)	7	9999	0
511	511	30	消费返利	(2015,12,18,0,0,0)		(1,99999)	7	9999	0
512	512	30	限时兑换	(2015,9,18,0,0,0)		(1,99999)	9	9999	0
320	320	30	体力投资	(2015,7,7,0,0,0)		(27,99999)	7	9999	0
321	321	45	神龙投资	(2016,2,19,0,0,0)		(1,99999)	7	9999	0
322	322	30	魔晶投资	(2015,11,27,0,0,0)		(1,99999)	7	9999	0
323	323	65	宝石投资	(2016,2,19,0,0,0)		(1,99999)	7	9999	0
324	324	75	符文投资	(2016,2,19,0,0,0)		(1,99999)	7	9999	0
325	325	80	雕纹投资	(2016,2,19,0,0,0)		(1,99999)	7	9999	0
326	326	85	时装投资	(2016,2,19,0,0,0)		(1,99999)	7	9999	0
327	327	60	星灵投资	(2016,2,19,0,0,0)		(1,99999)	7	9999	0
328	328	30	投资总览	(2016,2,19,0,0,0)		(1,99999)	7	9999	0
515	515	30	幸运转盘	(2015,12,18,0,0,0)		(1,99999)	7	9999	0
516	516	30	在线有礼	(2015,11,27,0,0,0)		(30,99999)	7	9999	0
525	525	30	感恩活动积分兑换	(2016,2,12,0,0,0)		(1,99999)	7	9999	0
527	527	30	感恩活动签到奖励	(2016,2,12,0,0,0)		(1,99999)	7	9999	0
526	526	30	感恩活动买二送一	(2015,12,25,0,0,0)		(1,99999)	7	9999	0
528	528	30	感恩活动充值奖励	(2016,2,12,0,0,0)		(1,99999)	7	9999	0
318	318	120	魔灵大转盘	(2016,2,26,0,0,0)		(1,99999)	7	9999	0
