zoneId	rank	levelRange	needScore	rewardItem	rewardReputation	rewardMoney	reward
1	16	(32,59)	0	[(28278,2000),(25671,30)]	7000	1000000	[(28278,2000),(25671,30),(26037,7000),(25828,1000000)]
1	17	(32,59)	0	[(28278,2000),(25671,30)]	7000	1000000	[(28278,2000),(25671,30),(26037,7000),(25828,1000000)]
1	18	(32,59)	0	[(28278,2000),(25671,30)]	7000	1000000	[(28278,2000),(25671,30),(26037,7000),(25828,1000000)]
1	19	(32,59)	0	[(28278,2000),(25671,30)]	7000	1000000	[(28278,2000),(25671,30),(26037,7000),(25828,1000000)]
1	20	(32,59)	0	[(28278,2000),(25671,30)]	7000	1000000	[(28278,2000),(25671,30),(26037,7000),(25828,1000000)]
1	1	(60,79)	0	[(28278,3200),(25672,100)]	25000	6000000	[(28278,3200),(25672,100),(26037,25000),(25828,6000000)]
1	2	(60,79)	0	[(28278,3000),(25672,80)]	20625	4800000	[(28278,3000),(25672,80),(26037,20625),(25828,4800000)]
1	3	(60,79)	0	[(28278,2800),(25672,70)]	16875	4200000	[(28278,2800),(25672,70),(26037,16875),(25828,4200000)]
1	4	(60,79)	0	[(28278,2600),(25672,60)]	15000	3600000	[(28278,2600),(25672,60),(26037,15000),(25828,3600000)]
1	5	(60,79)	0	[(28278,2400),(25672,50)]	12500	3000000	[(28278,2400),(25672,50),(26037,12500),(25828,3000000)]
1	6	(60,79)	0	[(28278,2400),(25672,50)]	12500	3000000	[(28278,2400),(25672,50),(26037,12500),(25828,3000000)]
1	7	(60,79)	0	[(28278,2200),(25672,40)]	10625	2400000	[(28278,2200),(25672,40),(26037,10625),(25828,2400000)]
1	8	(60,79)	0	[(28278,2200),(25672,40)]	10625	2400000	[(28278,2200),(25672,40),(26037,10625),(25828,2400000)]
1	9	(60,79)	0	[(28278,2200),(25672,40)]	10625	2400000	[(28278,2200),(25672,40),(26037,10625),(25828,2400000)]
1	10	(60,79)	0	[(28278,2200),(25672,40)]	10625	2400000	[(28278,2200),(25672,40),(26037,10625),(25828,2400000)]
1	11	(60,79)	0	[(28278,2000),(25672,30)]	8750	2000000	[(28278,2000),(25672,30),(26037,8750),(25828,2000000)]
1	12	(60,79)	0	[(28278,2000),(25672,30)]	8750	2000000	[(28278,2000),(25672,30),(26037,8750),(25828,2000000)]
1	13	(60,79)	0	[(28278,2000),(25672,30)]	8750	2000000	[(28278,2000),(25672,30),(26037,8750),(25828,2000000)]
1	14	(60,79)	0	[(28278,2000),(25672,30)]	8750	2000000	[(28278,2000),(25672,30),(26037,8750),(25828,2000000)]
1	15	(60,79)	0	[(28278,2000),(25672,30)]	8750	2000000	[(28278,2000),(25672,30),(26037,8750),(25828,2000000)]
1	16	(60,79)	0	[(28278,2000),(25672,30)]	8750	2000000	[(28278,2000),(25672,30),(26037,8750),(25828,2000000)]
1	17	(60,79)	0	[(28278,2000),(25672,30)]	8750	2000000	[(28278,2000),(25672,30),(26037,8750),(25828,2000000)]
1	18	(60,79)	0	[(28278,2000),(25672,30)]	8750	2000000	[(28278,2000),(25672,30),(26037,8750),(25828,2000000)]
1	19	(60,79)	0	[(28278,2000),(25672,30)]	8750	2000000	[(28278,2000),(25672,30),(26037,8750),(25828,2000000)]
1	20	(60,79)	0	[(28278,2000),(25672,30)]	8750	2000000	[(28278,2000),(25672,30),(26037,8750),(25828,2000000)]
1	1	(80,99)	0	[(28278,3200),(25673,100)]	32000	9000000	[(28278,3200),(25673,100),(26037,32000),(25828,9000000)]
1	2	(80,99)	0	[(28278,3000),(25673,80)]	26400	7200000	[(28278,3000),(25673,80),(26037,26400),(25828,7200000)]
1	3	(80,99)	0	[(28278,2800),(25673,70)]	21600	6300000	[(28278,2800),(25673,70),(26037,21600),(25828,6300000)]
1	4	(80,99)	0	[(28278,2600),(25673,60)]	19200	5400000	[(28278,2600),(25673,60),(26037,19200),(25828,5400000)]
1	5	(80,99)	0	[(28278,2400),(25673,50)]	16000	4500000	[(28278,2400),(25673,50),(26037,16000),(25828,4500000)]
1	6	(80,99)	0	[(28278,2400),(25673,50)]	16000	4500000	[(28278,2400),(25673,50),(26037,16000),(25828,4500000)]
1	7	(80,99)	0	[(28278,2200),(25673,40)]	13600	3600000	[(28278,2200),(25673,40),(26037,13600),(25828,3600000)]
1	8	(80,99)	0	[(28278,2200),(25673,40)]	13600	3600000	[(28278,2200),(25673,40),(26037,13600),(25828,3600000)]
1	9	(80,99)	0	[(28278,2200),(25673,40)]	13600	3600000	[(28278,2200),(25673,40),(26037,13600),(25828,3600000)]
1	10	(80,99)	0	[(28278,2200),(25673,40)]	13600	3600000	[(28278,2200),(25673,40),(26037,13600),(25828,3600000)]
1	11	(80,99)	0	[(28278,2000),(25673,30)]	11200	3000000	[(28278,2000),(25673,30),(26037,11200),(25828,3000000)]
1	12	(80,99)	0	[(28278,2000),(25673,30)]	11200	3000000	[(28278,2000),(25673,30),(26037,11200),(25828,3000000)]
1	13	(80,99)	0	[(28278,2000),(25673,30)]	11200	3000000	[(28278,2000),(25673,30),(26037,11200),(25828,3000000)]
1	14	(80,99)	0	[(28278,2000),(25673,30)]	11200	3000000	[(28278,2000),(25673,30),(26037,11200),(25828,3000000)]
1	15	(80,99)	0	[(28278,2000),(25673,30)]	11200	3000000	[(28278,2000),(25673,30),(26037,11200),(25828,3000000)]
1	16	(80,99)	0	[(28278,2000),(25673,30)]	11200	3000000	[(28278,2000),(25673,30),(26037,11200),(25828,3000000)]
1	17	(80,99)	0	[(28278,2000),(25673,30)]	11200	3000000	[(28278,2000),(25673,30),(26037,11200),(25828,3000000)]
1	18	(80,99)	0	[(28278,2000),(25673,30)]	11200	3000000	[(28278,2000),(25673,30),(26037,11200),(25828,3000000)]
1	19	(80,99)	0	[(28278,2000),(25673,30)]	11200	3000000	[(28278,2000),(25673,30),(26037,11200),(25828,3000000)]
1	20	(80,99)	0	[(28278,2000),(25673,30)]	11200	3000000	[(28278,2000),(25673,30),(26037,11200),(25828,3000000)]
1	1	(100,119)	0	[(28278,3840),(25674,100)]	40000	15000000	[(28278,3840),(25674,100),(26037,40000),(25828,15000000)]
1	2	(100,119)	0	[(28278,3600),(25674,80)]	33000	12000000	[(28278,3600),(25674,80),(26037,33000),(25828,12000000)]
1	3	(100,119)	0	[(28278,3360),(25674,70)]	27000	10500000	[(28278,3360),(25674,70),(26037,27000),(25828,10500000)]
1	4	(100,119)	0	[(28278,3120),(25674,60)]	24000	9000000	[(28278,3120),(25674,60),(26037,24000),(25828,9000000)]
1	5	(100,119)	0	[(28278,2880),(25674,50)]	20000	7500000	[(28278,2880),(25674,50),(26037,20000),(25828,7500000)]
1	6	(100,119)	0	[(28278,2880),(25674,50)]	17000	6000000	[(28278,2880),(25674,50),(26037,17000),(25828,6000000)]
1	7	(100,119)	0	[(28278,2640),(25674,40)]	14000	5000000	[(28278,2640),(25674,40),(26037,14000),(25828,5000000)]
1	8	(100,119)	0	[(28278,2640),(25674,40)]	12000	4000000	[(28278,2640),(25674,40),(26037,12000),(25828,4000000)]
1	9	(100,119)	0	[(28278,2640),(25674,40)]	10000	3000000	[(28278,2640),(25674,40),(26037,10000),(25828,3000000)]
1	10	(100,119)	0	[(28278,2640),(25674,40)]	8000	2000000	[(28278,2640),(25674,40),(26037,8000),(25828,2000000)]
1	11	(100,119)	0	[(28278,2400),(25674,30)]	6000	1500000	[(28278,2400),(25674,30),(26037,6000),(25828,1500000)]
1	12	(100,119)	0	[(28278,2400),(25674,30)]	6000	1500000	[(28278,2400),(25674,30),(26037,6000),(25828,1500000)]
1	13	(100,119)	0	[(28278,2400),(25674,30)]	6000	1500000	[(28278,2400),(25674,30),(26037,6000),(25828,1500000)]
1	14	(100,119)	0	[(28278,2400),(25674,30)]	6000	1500000	[(28278,2400),(25674,30),(26037,6000),(25828,1500000)]
1	15	(100,119)	0	[(28278,2400),(25674,30)]	6000	1500000	[(28278,2400),(25674,30),(26037,6000),(25828,1500000)]
1	16	(100,119)	0	[(28278,2400),(25674,30)]	6000	1500000	[(28278,2400),(25674,30),(26037,6000),(25828,1500000)]
1	17	(100,119)	0	[(28278,2400),(25674,30)]	6000	1500000	[(28278,2400),(25674,30),(26037,6000),(25828,1500000)]
1	18	(100,119)	0	[(28278,2400),(25674,30)]	6000	1500000	[(28278,2400),(25674,30),(26037,6000),(25828,1500000)]
1	19	(100,119)	0	[(28278,2400),(25674,30)]	6000	1500000	[(28278,2400),(25674,30),(26037,6000),(25828,1500000)]
1	20	(100,119)	0	[(28278,2400),(25674,30)]	6000	1500000	[(28278,2400),(25674,30),(26037,6000),(25828,1500000)]
1	1	(120,139)	0	[(28278,4160),(25675,100)]	72000	18000000	[(28278,4160),(25675,100),(26037,72000),(25828,18000000)]
1	2	(120,139)	0	[(28278,3900),(25675,80)]	59400	14400000	[(28278,3900),(25675,80),(26037,59400),(25828,14400000)]
1	3	(120,139)	0	[(28278,3640),(25675,70)]	48600	12600000	[(28278,3640),(25675,70),(26037,48600),(25828,12600000)]
1	4	(120,139)	0	[(28278,3380),(25675,60)]	43200	10800000	[(28278,3380),(25675,60),(26037,43200),(25828,10800000)]
1	5	(120,139)	0	[(28278,3120),(25675,50)]	36000	9000000	[(28278,3120),(25675,50),(26037,36000),(25828,9000000)]
1	6	(120,139)	0	[(28278,3120),(25675,50)]	36000	9000000	[(28278,3120),(25675,50),(26037,36000),(25828,9000000)]
1	7	(120,139)	0	[(28278,2860),(25675,40)]	30600	7200000	[(28278,2860),(25675,40),(26037,30600),(25828,7200000)]
1	8	(120,139)	0	[(28278,2860),(25675,40)]	30600	7200000	[(28278,2860),(25675,40),(26037,30600),(25828,7200000)]
1	9	(120,139)	0	[(28278,2860),(25675,40)]	30600	7200000	[(28278,2860),(25675,40),(26037,30600),(25828,7200000)]
1	10	(120,139)	0	[(28278,2860),(25675,40)]	30600	7200000	[(28278,2860),(25675,40),(26037,30600),(25828,7200000)]
1	11	(120,139)	0	[(28278,2600),(25675,30)]	25200	6000000	[(28278,2600),(25675,30),(26037,25200),(25828,6000000)]
1	12	(120,139)	0	[(28278,2600),(25675,30)]	25200	6000000	[(28278,2600),(25675,30),(26037,25200),(25828,6000000)]
1	13	(120,139)	0	[(28278,2600),(25675,30)]	25200	6000000	[(28278,2600),(25675,30),(26037,25200),(25828,6000000)]
1	14	(120,139)	0	[(28278,2600),(25675,30)]	25200	6000000	[(28278,2600),(25675,30),(26037,25200),(25828,6000000)]
1	15	(120,139)	0	[(28278,2600),(25675,30)]	25200	6000000	[(28278,2600),(25675,30),(26037,25200),(25828,6000000)]
1	16	(120,139)	0	[(28278,2600),(25675,30)]	25200	6000000	[(28278,2600),(25675,30),(26037,25200),(25828,6000000)]
1	17	(120,139)	0	[(28278,2600),(25675,30)]	25200	6000000	[(28278,2600),(25675,30),(26037,25200),(25828,6000000)]
1	18	(120,139)	0	[(28278,2600),(25675,30)]	25200	6000000	[(28278,2600),(25675,30),(26037,25200),(25828,6000000)]
1	19	(120,139)	0	[(28278,2600),(25675,30)]	25200	6000000	[(28278,2600),(25675,30),(26037,25200),(25828,6000000)]
1	20	(120,139)	0	[(28278,2600),(25675,30)]	25200	6000000	[(28278,2600),(25675,30),(26037,25200),(25828,6000000)]
1	1	(140,159)	0	[(28278,4480),(27050,100)]	92000	19200000	[(28278,4480),(27050,100),(26037,92000),(25828,19200000)]
1	2	(140,159)	0	[(28278,4200),(27050,80)]	75900	15360000	[(28278,4200),(27050,80),(26037,75900),(25828,15360000)]
1	3	(140,159)	0	[(28278,3920),(27050,70)]	62100	13440000	[(28278,3920),(27050,70),(26037,62100),(25828,13440000)]
1	4	(140,159)	0	[(28278,3640),(27050,60)]	55200	11520000	[(28278,3640),(27050,60),(26037,55200),(25828,11520000)]
1	5	(140,159)	0	[(28278,3360),(27050,50)]	46000	9600000	[(28278,3360),(27050,50),(26037,46000),(25828,9600000)]
1	6	(140,159)	0	[(28278,3360),(27050,50)]	46000	9600000	[(28278,3360),(27050,50),(26037,46000),(25828,9600000)]
1	7	(140,159)	0	[(28278,3080),(27050,40)]	39100	7680000	[(28278,3080),(27050,40),(26037,39100),(25828,7680000)]
1	8	(140,159)	0	[(28278,3080),(27050,40)]	39100	7680000	[(28278,3080),(27050,40),(26037,39100),(25828,7680000)]
1	9	(140,159)	0	[(28278,3080),(27050,40)]	39100	7680000	[(28278,3080),(27050,40),(26037,39100),(25828,7680000)]
1	10	(140,159)	0	[(28278,3080),(27050,40)]	39100	7680000	[(28278,3080),(27050,40),(26037,39100),(25828,7680000)]
1	11	(140,159)	0	[(28278,2800),(27050,30)]	32200	6400000	[(28278,2800),(27050,30),(26037,32200),(25828,6400000)]
1	12	(140,159)	0	[(28278,2800),(27050,30)]	32200	6400000	[(28278,2800),(27050,30),(26037,32200),(25828,6400000)]
1	13	(140,159)	0	[(28278,2800),(27050,30)]	32200	6400000	[(28278,2800),(27050,30),(26037,32200),(25828,6400000)]
1	14	(140,159)	0	[(28278,2800),(27050,30)]	32200	6400000	[(28278,2800),(27050,30),(26037,32200),(25828,6400000)]
1	15	(140,159)	0	[(28278,2800),(27050,30)]	32200	6400000	[(28278,2800),(27050,30),(26037,32200),(25828,6400000)]
1	16	(140,159)	0	[(28278,2800),(27050,30)]	32200	6400000	[(28278,2800),(27050,30),(26037,32200),(25828,6400000)]
1	17	(140,159)	0	[(28278,2800),(27050,30)]	32200	6400000	[(28278,2800),(27050,30),(26037,32200),(25828,6400000)]
1	18	(140,159)	0	[(28278,2800),(27050,30)]	32200	6400000	[(28278,2800),(27050,30),(26037,32200),(25828,6400000)]
1	19	(140,159)	0	[(28278,2800),(27050,30)]	32200	6400000	[(28278,2800),(27050,30),(26037,32200),(25828,6400000)]
1	20	(140,159)	0	[(28278,2800),(27050,30)]	32200	6400000	[(28278,2800),(27050,30),(26037,32200),(25828,6400000)]
1	1	(160,179)	0	[(28278,4800),(27906,100)]	106000	20400000	[(28278,4800),(27906,100),(26037,106000),(25828,20400000)]
1	2	(160,179)	0	[(28278,4500),(27906,80)]	87450	16320000	[(28278,4500),(27906,80),(26037,87450),(25828,16320000)]
1	3	(160,179)	0	[(28278,4200),(27906,70)]	71550	14280000	[(28278,4200),(27906,70),(26037,71550),(25828,14280000)]
1	4	(160,179)	0	[(28278,3900),(27906,60)]	63600	12240000	[(28278,3900),(27906,60),(26037,63600),(25828,12240000)]
1	5	(160,179)	0	[(28278,3600),(27906,50)]	53000	10200000	[(28278,3600),(27906,50),(26037,53000),(25828,10200000)]
1	6	(160,179)	0	[(28278,3600),(27906,50)]	53000	10200000	[(28278,3600),(27906,50),(26037,53000),(25828,10200000)]
1	7	(160,179)	0	[(28278,3300),(27906,40)]	45050	8160000	[(28278,3300),(27906,40),(26037,45050),(25828,8160000)]
1	8	(160,179)	0	[(28278,3300),(27906,40)]	45050	8160000	[(28278,3300),(27906,40),(26037,45050),(25828,8160000)]
1	9	(160,179)	0	[(28278,3300),(27906,40)]	45050	8160000	[(28278,3300),(27906,40),(26037,45050),(25828,8160000)]
1	10	(160,179)	0	[(28278,3300),(27906,40)]	45050	8160000	[(28278,3300),(27906,40),(26037,45050),(25828,8160000)]
1	11	(160,179)	0	[(28278,3000),(27906,30)]	37100	6800000	[(28278,3000),(27906,30),(26037,37100),(25828,6800000)]
1	12	(160,179)	0	[(28278,3000),(27906,30)]	37100	6800000	[(28278,3000),(27906,30),(26037,37100),(25828,6800000)]
1	13	(160,179)	0	[(28278,3000),(27906,30)]	37100	6800000	[(28278,3000),(27906,30),(26037,37100),(25828,6800000)]
1	14	(160,179)	0	[(28278,3000),(27906,30)]	37100	6800000	[(28278,3000),(27906,30),(26037,37100),(25828,6800000)]
1	15	(160,179)	0	[(28278,3000),(27906,30)]	37100	6800000	[(28278,3000),(27906,30),(26037,37100),(25828,6800000)]
1	16	(160,179)	0	[(28278,3000),(27906,30)]	37100	6800000	[(28278,3000),(27906,30),(26037,37100),(25828,6800000)]
1	17	(160,179)	0	[(28278,3000),(27906,30)]	37100	6800000	[(28278,3000),(27906,30),(26037,37100),(25828,6800000)]
1	18	(160,179)	0	[(28278,3000),(27906,30)]	37100	6800000	[(28278,3000),(27906,30),(26037,37100),(25828,6800000)]
1	19	(160,179)	0	[(28278,3000),(27906,30)]	37100	6800000	[(28278,3000),(27906,30),(26037,37100),(25828,6800000)]
1	20	(160,179)	0	[(28278,3000),(27906,30)]	37100	6800000	[(28278,3000),(27906,30),(26037,37100),(25828,6800000)]
2	1	(32,59)	0	[(28278,3200),(25671,100)]	20000	3000000	[(28278,3200),(25671,100),(26037,20000),(25828,3000000)]
2	2	(32,59)	0	[(28278,3000),(25671,80)]	16500	2400000	[(28278,3000),(25671,80),(26037,16500),(25828,2400000)]
2	3	(32,59)	0	[(28278,2800),(25671,70)]	13500	2100000	[(28278,2800),(25671,70),(26037,13500),(25828,2100000)]
2	4	(32,59)	0	[(28278,2600),(25671,60)]	12000	1800000	[(28278,2600),(25671,60),(26037,12000),(25828,1800000)]
2	5	(32,59)	0	[(28278,2400),(25671,50)]	10000	1500000	[(28278,2400),(25671,50),(26037,10000),(25828,1500000)]
2	6	(32,59)	0	[(28278,2400),(25671,50)]	10000	1500000	[(28278,2400),(25671,50),(26037,10000),(25828,1500000)]
2	7	(32,59)	0	[(28278,2200),(25671,40)]	8500	1200000	[(28278,2200),(25671,40),(26037,8500),(25828,1200000)]
2	8	(32,59)	0	[(28278,2200),(25671,40)]	8500	1200000	[(28278,2200),(25671,40),(26037,8500),(25828,1200000)]
2	9	(32,59)	0	[(28278,2200),(25671,40)]	8500	1200000	[(28278,2200),(25671,40),(26037,8500),(25828,1200000)]
2	10	(32,59)	0	[(28278,2200),(25671,40)]	8500	1200000	[(28278,2200),(25671,40),(26037,8500),(25828,1200000)]
2	11	(32,59)	0	[(28278,2000),(25671,30)]	7000	1000000	[(28278,2000),(25671,30),(26037,7000),(25828,1000000)]
2	12	(32,59)	0	[(28278,2000),(25671,30)]	7000	1000000	[(28278,2000),(25671,30),(26037,7000),(25828,1000000)]
2	13	(32,59)	0	[(28278,2000),(25671,30)]	7000	1000000	[(28278,2000),(25671,30),(26037,7000),(25828,1000000)]
2	14	(32,59)	0	[(28278,2000),(25671,30)]	7000	1000000	[(28278,2000),(25671,30),(26037,7000),(25828,1000000)]
2	15	(32,59)	0	[(28278,2000),(25671,30)]	7000	1000000	[(28278,2000),(25671,30),(26037,7000),(25828,1000000)]
2	16	(32,59)	0	[(28278,2000),(25671,30)]	7000	1000000	[(28278,2000),(25671,30),(26037,7000),(25828,1000000)]
2	17	(32,59)	0	[(28278,2000),(25671,30)]	7000	1000000	[(28278,2000),(25671,30),(26037,7000),(25828,1000000)]
2	18	(32,59)	0	[(28278,2000),(25671,30)]	7000	1000000	[(28278,2000),(25671,30),(26037,7000),(25828,1000000)]
2	19	(32,59)	0	[(28278,2000),(25671,30)]	7000	1000000	[(28278,2000),(25671,30),(26037,7000),(25828,1000000)]
2	20	(32,59)	0	[(28278,2000),(25671,30)]	7000	1000000	[(28278,2000),(25671,30),(26037,7000),(25828,1000000)]
2	1	(60,79)	0	[(28278,3200),(25672,100)]	25000	6000000	[(28278,3200),(25672,100),(26037,25000),(25828,6000000)]
2	2	(60,79)	0	[(28278,3000),(25672,80)]	20625	4800000	[(28278,3000),(25672,80),(26037,20625),(25828,4800000)]
2	3	(60,79)	0	[(28278,2800),(25672,70)]	16875	4200000	[(28278,2800),(25672,70),(26037,16875),(25828,4200000)]
2	4	(60,79)	0	[(28278,2600),(25672,60)]	15000	3600000	[(28278,2600),(25672,60),(26037,15000),(25828,3600000)]
2	5	(60,79)	0	[(28278,2400),(25672,50)]	12500	3000000	[(28278,2400),(25672,50),(26037,12500),(25828,3000000)]
2	6	(60,79)	0	[(28278,2400),(25672,50)]	12500	3000000	[(28278,2400),(25672,50),(26037,12500),(25828,3000000)]
2	7	(60,79)	0	[(28278,2200),(25672,40)]	10625	2400000	[(28278,2200),(25672,40),(26037,10625),(25828,2400000)]
2	8	(60,79)	0	[(28278,2200),(25672,40)]	10625	2400000	[(28278,2200),(25672,40),(26037,10625),(25828,2400000)]
2	9	(60,79)	0	[(28278,2200),(25672,40)]	10625	2400000	[(28278,2200),(25672,40),(26037,10625),(25828,2400000)]
2	10	(60,79)	0	[(28278,2200),(25672,40)]	10625	2400000	[(28278,2200),(25672,40),(26037,10625),(25828,2400000)]
2	11	(60,79)	0	[(28278,2000),(25672,30)]	8750	2000000	[(28278,2000),(25672,30),(26037,8750),(25828,2000000)]
2	12	(60,79)	0	[(28278,2000),(25672,30)]	8750	2000000	[(28278,2000),(25672,30),(26037,8750),(25828,2000000)]
2	13	(60,79)	0	[(28278,2000),(25672,30)]	8750	2000000	[(28278,2000),(25672,30),(26037,8750),(25828,2000000)]
2	14	(60,79)	0	[(28278,2000),(25672,30)]	8750	2000000	[(28278,2000),(25672,30),(26037,8750),(25828,2000000)]
2	15	(60,79)	0	[(28278,2000),(25672,30)]	8750	2000000	[(28278,2000),(25672,30),(26037,8750),(25828,2000000)]
2	16	(60,79)	0	[(28278,2000),(25672,30)]	8750	2000000	[(28278,2000),(25672,30),(26037,8750),(25828,2000000)]
2	17	(60,79)	0	[(28278,2000),(25672,30)]	8750	2000000	[(28278,2000),(25672,30),(26037,8750),(25828,2000000)]
2	18	(60,79)	0	[(28278,2000),(25672,30)]	8750	2000000	[(28278,2000),(25672,30),(26037,8750),(25828,2000000)]
2	19	(60,79)	0	[(28278,2000),(25672,30)]	8750	2000000	[(28278,2000),(25672,30),(26037,8750),(25828,2000000)]
2	20	(60,79)	0	[(28278,2000),(25672,30)]	8750	2000000	[(28278,2000),(25672,30),(26037,8750),(25828,2000000)]
2	1	(80,99)	0	[(28278,3200),(25673,100)]	32000	9000000	[(28278,3200),(25673,100),(26037,32000),(25828,9000000)]
2	2	(80,99)	0	[(28278,3000),(25673,80)]	26400	7200000	[(28278,3000),(25673,80),(26037,26400),(25828,7200000)]
2	3	(80,99)	0	[(28278,2800),(25673,70)]	21600	6300000	[(28278,2800),(25673,70),(26037,21600),(25828,6300000)]
2	4	(80,99)	0	[(28278,2600),(25673,60)]	19200	5400000	[(28278,2600),(25673,60),(26037,19200),(25828,5400000)]
2	5	(80,99)	0	[(28278,2400),(25673,50)]	16000	4500000	[(28278,2400),(25673,50),(26037,16000),(25828,4500000)]
2	6	(80,99)	0	[(28278,2400),(25673,50)]	16000	4500000	[(28278,2400),(25673,50),(26037,16000),(25828,4500000)]
2	7	(80,99)	0	[(28278,2200),(25673,40)]	13600	3600000	[(28278,2200),(25673,40),(26037,13600),(25828,3600000)]
2	8	(80,99)	0	[(28278,2200),(25673,40)]	13600	3600000	[(28278,2200),(25673,40),(26037,13600),(25828,3600000)]
2	9	(80,99)	0	[(28278,2200),(25673,40)]	13600	3600000	[(28278,2200),(25673,40),(26037,13600),(25828,3600000)]
2	10	(80,99)	0	[(28278,2200),(25673,40)]	13600	3600000	[(28278,2200),(25673,40),(26037,13600),(25828,3600000)]
2	11	(80,99)	0	[(28278,2000),(25673,30)]	11200	3000000	[(28278,2000),(25673,30),(26037,11200),(25828,3000000)]
2	12	(80,99)	0	[(28278,2000),(25673,30)]	11200	3000000	[(28278,2000),(25673,30),(26037,11200),(25828,3000000)]
2	13	(80,99)	0	[(28278,2000),(25673,30)]	11200	3000000	[(28278,2000),(25673,30),(26037,11200),(25828,3000000)]
2	14	(80,99)	0	[(28278,2000),(25673,30)]	11200	3000000	[(28278,2000),(25673,30),(26037,11200),(25828,3000000)]
2	15	(80,99)	0	[(28278,2000),(25673,30)]	11200	3000000	[(28278,2000),(25673,30),(26037,11200),(25828,3000000)]
2	16	(80,99)	0	[(28278,2000),(25673,30)]	11200	3000000	[(28278,2000),(25673,30),(26037,11200),(25828,3000000)]
2	17	(80,99)	0	[(28278,2000),(25673,30)]	11200	3000000	[(28278,2000),(25673,30),(26037,11200),(25828,3000000)]
2	18	(80,99)	0	[(28278,2000),(25673,30)]	11200	3000000	[(28278,2000),(25673,30),(26037,11200),(25828,3000000)]
2	19	(80,99)	0	[(28278,2000),(25673,30)]	11200	3000000	[(28278,2000),(25673,30),(26037,11200),(25828,3000000)]
2	20	(80,99)	0	[(28278,2000),(25673,30)]	11200	3000000	[(28278,2000),(25673,30),(26037,11200),(25828,3000000)]
2	1	(100,119)	0	[(28278,3840),(25674,100)]	40000	15000000	[(28278,3840),(25674,100),(26037,40000),(25828,15000000)]
2	2	(100,119)	0	[(28278,3600),(25674,80)]	33000	12000000	[(28278,3600),(25674,80),(26037,33000),(25828,12000000)]
2	3	(100,119)	0	[(28278,3360),(25674,70)]	27000	10500000	[(28278,3360),(25674,70),(26037,27000),(25828,10500000)]
2	4	(100,119)	0	[(28278,3120),(25674,60)]	24000	9000000	[(28278,3120),(25674,60),(26037,24000),(25828,9000000)]
2	5	(100,119)	0	[(28278,2880),(25674,50)]	20000	7500000	[(28278,2880),(25674,50),(26037,20000),(25828,7500000)]
2	6	(100,119)	0	[(28278,2880),(25674,50)]	17000	6000000	[(28278,2880),(25674,50),(26037,17000),(25828,6000000)]
2	7	(100,119)	0	[(28278,2640),(25674,40)]	14000	5000000	[(28278,2640),(25674,40),(26037,14000),(25828,5000000)]
2	8	(100,119)	0	[(28278,2640),(25674,40)]	12000	4000000	[(28278,2640),(25674,40),(26037,12000),(25828,4000000)]
2	9	(100,119)	0	[(28278,2640),(25674,40)]	10000	3000000	[(28278,2640),(25674,40),(26037,10000),(25828,3000000)]
2	10	(100,119)	0	[(28278,2640),(25674,40)]	8000	2000000	[(28278,2640),(25674,40),(26037,8000),(25828,2000000)]
