zoneId	rank	levelRange	needScore	rewardMoney	rewardItem	reward
1	6	(160,179)	1200	1600000	[(28278,1200)]	[(28278,1200),(25828,1600000)]
1	7	(160,179)	1200	1600000	[(28278,1200)]	[(28278,1200),(25828,1600000)]
1	8	(160,179)	1200	1600000	[(28278,1200)]	[(28278,1200),(25828,1600000)]
1	9	(160,179)	1200	1600000	[(28278,1200)]	[(28278,1200),(25828,1600000)]
1	10	(160,179)	1200	1600000	[(28278,1200)]	[(28278,1200),(25828,1600000)]
2	1	(32,39)	1200	400000	[(28278,600)]	[(28278,600),(25828,400000)]
2	2	(32,39)	1200	380000	[(28278,580)]	[(28278,580),(25828,380000)]
2	3	(32,39)	1200	360000	[(28278,560)]	[(28278,560),(25828,360000)]
2	4	(32,39)	1200	340000	[(28278,540)]	[(28278,540),(25828,340000)]
2	5	(32,39)	1200	320000	[(28278,520)]	[(28278,520),(25828,320000)]
2	6	(32,39)	1200	300000	[(28278,500)]	[(28278,500),(25828,300000)]
2	7	(32,39)	1200	300000	[(28278,500)]	[(28278,500),(25828,300000)]
2	8	(32,39)	1200	300000	[(28278,500)]	[(28278,500),(25828,300000)]
2	9	(32,39)	1200	300000	[(28278,500)]	[(28278,500),(25828,300000)]
2	10	(32,39)	1200	300000	[(28278,500)]	[(28278,500),(25828,300000)]
2	1	(40,59)	1200	600000	[(28278,700)]	[(28278,700),(25828,600000)]
2	2	(40,59)	1200	560000	[(28278,680)]	[(28278,680),(25828,560000)]
2	3	(40,59)	1200	520000	[(28278,660)]	[(28278,660),(25828,520000)]
2	4	(40,59)	1200	480000	[(28278,640)]	[(28278,640),(25828,480000)]
2	5	(40,59)	1200	440000	[(28278,620)]	[(28278,620),(25828,440000)]
2	6	(40,59)	1200	400000	[(28278,600)]	[(28278,600),(25828,400000)]
2	7	(40,59)	1200	400000	[(28278,600)]	[(28278,600),(25828,400000)]
2	8	(40,59)	1200	400000	[(28278,600)]	[(28278,600),(25828,400000)]
2	9	(40,59)	1200	400000	[(28278,600)]	[(28278,600),(25828,400000)]
2	10	(40,59)	1200	400000	[(28278,600)]	[(28278,600),(25828,400000)]
2	1	(60,79)	1200	800000	[(28278,800)]	[(28278,800),(25828,800000)]
2	2	(60,79)	1200	760000	[(28278,780)]	[(28278,780),(25828,760000)]
2	3	(60,79)	1200	720000	[(28278,760)]	[(28278,760),(25828,720000)]
2	4	(60,79)	1200	680000	[(28278,740)]	[(28278,740),(25828,680000)]
2	5	(60,79)	1200	640000	[(28278,720)]	[(28278,720),(25828,640000)]
2	6	(60,79)	1200	600000	[(28278,700)]	[(28278,700),(25828,600000)]
2	7	(60,79)	1200	600000	[(28278,700)]	[(28278,700),(25828,600000)]
2	8	(60,79)	1200	600000	[(28278,700)]	[(28278,700),(25828,600000)]
2	9	(60,79)	1200	600000	[(28278,700)]	[(28278,700),(25828,600000)]
2	10	(60,79)	1200	600000	[(28278,700)]	[(28278,700),(25828,600000)]
2	1	(80,99)	1200	1000000	[(28278,900)]	[(28278,900),(25828,1000000)]
2	2	(80,99)	1200	960000	[(28278,880)]	[(28278,880),(25828,960000)]
2	3	(80,99)	1200	920000	[(28278,860)]	[(28278,860),(25828,920000)]
2	4	(80,99)	1200	880000	[(28278,840)]	[(28278,840),(25828,880000)]
2	5	(80,99)	1200	840000	[(28278,820)]	[(28278,820),(25828,840000)]
2	6	(80,99)	1200	800000	[(28278,800)]	[(28278,800),(25828,800000)]
2	7	(80,99)	1200	800000	[(28278,800)]	[(28278,800),(25828,800000)]
2	8	(80,99)	1200	800000	[(28278,800)]	[(28278,800),(25828,800000)]
2	9	(80,99)	1200	800000	[(28278,800)]	[(28278,800),(25828,800000)]
2	10	(80,99)	1200	800000	[(28278,800)]	[(28278,800),(25828,800000)]
2	1	(100,119)	1200	1200000	[(28278,1000)]	[(28278,1000),(25828,1200000)]
2	2	(100,119)	1200	1160000	[(28278,980)]	[(28278,980),(25828,1160000)]
2	3	(100,119)	1200	1120000	[(28278,960)]	[(28278,960),(25828,1120000)]
2	4	(100,119)	1200	1080000	[(28278,940)]	[(28278,940),(25828,1080000)]
2	5	(100,119)	1200	1040000	[(28278,920)]	[(28278,920),(25828,1040000)]
2	6	(100,119)	1200	1000000	[(28278,900)]	[(28278,900),(25828,1000000)]
2	7	(100,119)	1200	1000000	[(28278,900)]	[(28278,900),(25828,1000000)]
2	8	(100,119)	1200	1000000	[(28278,900)]	[(28278,900),(25828,1000000)]
2	9	(100,119)	1200	1000000	[(28278,900)]	[(28278,900),(25828,1000000)]
2	10	(100,119)	1200	1000000	[(28278,900)]	[(28278,900),(25828,1000000)]
2	1	(120,139)	1200	1400000	[(28278,1100)]	[(28278,1100),(25828,1400000)]
2	2	(120,139)	1200	1360000	[(28278,1080)]	[(28278,1080),(25828,1360000)]
2	3	(120,139)	1200	1320000	[(28278,1060)]	[(28278,1060),(25828,1320000)]
2	4	(120,139)	1200	1280000	[(28278,1040)]	[(28278,1040),(25828,1280000)]
2	5	(120,139)	1200	1240000	[(28278,1020)]	[(28278,1020),(25828,1240000)]
2	6	(120,139)	1200	1200000	[(28278,1000)]	[(28278,1000),(25828,1200000)]
2	7	(120,139)	1200	1200000	[(28278,1000)]	[(28278,1000),(25828,1200000)]
2	8	(120,139)	1200	1200000	[(28278,1000)]	[(28278,1000),(25828,1200000)]
2	9	(120,139)	1200	1200000	[(28278,1000)]	[(28278,1000),(25828,1200000)]
2	10	(120,139)	1200	1200000	[(28278,1000)]	[(28278,1000),(25828,1200000)]
2	1	(140,159)	1200	1600000	[(28278,1200)]	[(28278,1200),(25828,1600000)]
2	2	(140,159)	1200	1560000	[(28278,1180)]	[(28278,1180),(25828,1560000)]
2	3	(140,159)	1200	1520000	[(28278,1160)]	[(28278,1160),(25828,1520000)]
2	4	(140,159)	1200	1480000	[(28278,1140)]	[(28278,1140),(25828,1480000)]
2	5	(140,159)	1200	1440000	[(28278,1120)]	[(28278,1120),(25828,1440000)]
2	6	(140,159)	1200	1400000	[(28278,1100)]	[(28278,1100),(25828,1400000)]
2	7	(140,159)	1200	1400000	[(28278,1100)]	[(28278,1100),(25828,1400000)]
2	8	(140,159)	1200	1400000	[(28278,1100)]	[(28278,1100),(25828,1400000)]
2	9	(140,159)	1200	1400000	[(28278,1100)]	[(28278,1100),(25828,1400000)]
2	10	(140,159)	1200	1400000	[(28278,1100)]	[(28278,1100),(25828,1400000)]
2	1	(160,179)	1200	1800000	[(28278,1300)]	[(28278,1300),(25828,1800000)]
2	2	(160,179)	1200	1780000	[(28278,1280)]	[(28278,1280),(25828,1780000)]
2	3	(160,179)	1200	1720000	[(28278,1260)]	[(28278,1260),(25828,1720000)]
2	4	(160,179)	1200	1680000	[(28278,1240)]	[(28278,1240),(25828,1680000)]
2	5	(160,179)	1200	1640000	[(28278,1220)]	[(28278,1220),(25828,1640000)]
2	6	(160,179)	1200	1600000	[(28278,1200)]	[(28278,1200),(25828,1600000)]
2	7	(160,179)	1200	1600000	[(28278,1200)]	[(28278,1200),(25828,1600000)]
2	8	(160,179)	1200	1600000	[(28278,1200)]	[(28278,1200),(25828,1600000)]
2	9	(160,179)	1200	1600000	[(28278,1200)]	[(28278,1200),(25828,1600000)]
2	10	(160,179)	1200	1600000	[(28278,1200)]	[(28278,1200),(25828,1600000)]
3	1	(32,39)	1200	400000	[(28278,600)]	[(28278,600),(25828,400000)]
3	2	(32,39)	1200	380000	[(28278,580)]	[(28278,580),(25828,380000)]
3	3	(32,39)	1200	360000	[(28278,560)]	[(28278,560),(25828,360000)]
3	4	(32,39)	1200	340000	[(28278,540)]	[(28278,540),(25828,340000)]
3	5	(32,39)	1200	320000	[(28278,520)]	[(28278,520),(25828,320000)]
3	6	(32,39)	1200	300000	[(28278,500)]	[(28278,500),(25828,300000)]
3	7	(32,39)	1200	300000	[(28278,500)]	[(28278,500),(25828,300000)]
3	8	(32,39)	1200	300000	[(28278,500)]	[(28278,500),(25828,300000)]
3	9	(32,39)	1200	300000	[(28278,500)]	[(28278,500),(25828,300000)]
3	10	(32,39)	1200	300000	[(28278,500)]	[(28278,500),(25828,300000)]
3	1	(40,59)	1200	600000	[(28278,700)]	[(28278,700),(25828,600000)]
3	2	(40,59)	1200	560000	[(28278,680)]	[(28278,680),(25828,560000)]
3	3	(40,59)	1200	520000	[(28278,660)]	[(28278,660),(25828,520000)]
3	4	(40,59)	1200	480000	[(28278,640)]	[(28278,640),(25828,480000)]
3	5	(40,59)	1200	440000	[(28278,620)]	[(28278,620),(25828,440000)]
3	6	(40,59)	1200	400000	[(28278,600)]	[(28278,600),(25828,400000)]
3	7	(40,59)	1200	400000	[(28278,600)]	[(28278,600),(25828,400000)]
3	8	(40,59)	1200	400000	[(28278,600)]	[(28278,600),(25828,400000)]
3	9	(40,59)	1200	400000	[(28278,600)]	[(28278,600),(25828,400000)]
3	10	(40,59)	1200	400000	[(28278,600)]	[(28278,600),(25828,400000)]
3	1	(60,79)	1200	800000	[(28278,800)]	[(28278,800),(25828,800000)]
3	2	(60,79)	1200	760000	[(28278,780)]	[(28278,780),(25828,760000)]
3	3	(60,79)	1200	720000	[(28278,760)]	[(28278,760),(25828,720000)]
3	4	(60,79)	1200	680000	[(28278,740)]	[(28278,740),(25828,680000)]
3	5	(60,79)	1200	640000	[(28278,720)]	[(28278,720),(25828,640000)]
3	6	(60,79)	1200	600000	[(28278,700)]	[(28278,700),(25828,600000)]
3	7	(60,79)	1200	600000	[(28278,700)]	[(28278,700),(25828,600000)]
3	8	(60,79)	1200	600000	[(28278,700)]	[(28278,700),(25828,600000)]
3	9	(60,79)	1200	600000	[(28278,700)]	[(28278,700),(25828,600000)]
3	10	(60,79)	1200	600000	[(28278,700)]	[(28278,700),(25828,600000)]
3	1	(80,99)	1200	1000000	[(28278,900)]	[(28278,900),(25828,1000000)]
3	2	(80,99)	1200	960000	[(28278,880)]	[(28278,880),(25828,960000)]
3	3	(80,99)	1200	920000	[(28278,860)]	[(28278,860),(25828,920000)]
3	4	(80,99)	1200	880000	[(28278,840)]	[(28278,840),(25828,880000)]
3	5	(80,99)	1200	840000	[(28278,820)]	[(28278,820),(25828,840000)]
3	6	(80,99)	1200	800000	[(28278,800)]	[(28278,800),(25828,800000)]
3	7	(80,99)	1200	800000	[(28278,800)]	[(28278,800),(25828,800000)]
3	8	(80,99)	1200	800000	[(28278,800)]	[(28278,800),(25828,800000)]
3	9	(80,99)	1200	800000	[(28278,800)]	[(28278,800),(25828,800000)]
3	10	(80,99)	1200	800000	[(28278,800)]	[(28278,800),(25828,800000)]
3	1	(100,119)	1200	1200000	[(28278,1000)]	[(28278,1000),(25828,1200000)]
3	2	(100,119)	1200	1160000	[(28278,980)]	[(28278,980),(25828,1160000)]
3	3	(100,119)	1200	1120000	[(28278,960)]	[(28278,960),(25828,1120000)]
3	4	(100,119)	1200	1080000	[(28278,940)]	[(28278,940),(25828,1080000)]
3	5	(100,119)	1200	1040000	[(28278,920)]	[(28278,920),(25828,1040000)]
3	6	(100,119)	1200	1000000	[(28278,900)]	[(28278,900),(25828,1000000)]
3	7	(100,119)	1200	1000000	[(28278,900)]	[(28278,900),(25828,1000000)]
3	8	(100,119)	1200	1000000	[(28278,900)]	[(28278,900),(25828,1000000)]
3	9	(100,119)	1200	1000000	[(28278,900)]	[(28278,900),(25828,1000000)]
3	10	(100,119)	1200	1000000	[(28278,900)]	[(28278,900),(25828,1000000)]
3	1	(120,139)	1200	1400000	[(28278,1100)]	[(28278,1100),(25828,1400000)]
3	2	(120,139)	1200	1360000	[(28278,1080)]	[(28278,1080),(25828,1360000)]
3	3	(120,139)	1200	1320000	[(28278,1060)]	[(28278,1060),(25828,1320000)]
3	4	(120,139)	1200	1280000	[(28278,1040)]	[(28278,1040),(25828,1280000)]
3	5	(120,139)	1200	1240000	[(28278,1020)]	[(28278,1020),(25828,1240000)]
3	6	(120,139)	1200	1200000	[(28278,1000)]	[(28278,1000),(25828,1200000)]
3	7	(120,139)	1200	1200000	[(28278,1000)]	[(28278,1000),(25828,1200000)]
3	8	(120,139)	1200	1200000	[(28278,1000)]	[(28278,1000),(25828,1200000)]
3	9	(120,139)	1200	1200000	[(28278,1000)]	[(28278,1000),(25828,1200000)]
3	10	(120,139)	1200	1200000	[(28278,1000)]	[(28278,1000),(25828,1200000)]
3	1	(140,159)	1200	1600000	[(28278,1200)]	[(28278,1200),(25828,1600000)]
3	2	(140,159)	1200	1560000	[(28278,1180)]	[(28278,1180),(25828,1560000)]
3	3	(140,159)	1200	1520000	[(28278,1160)]	[(28278,1160),(25828,1520000)]
3	4	(140,159)	1200	1480000	[(28278,1140)]	[(28278,1140),(25828,1480000)]
3	5	(140,159)	1200	1440000	[(28278,1120)]	[(28278,1120),(25828,1440000)]
3	6	(140,159)	1200	1400000	[(28278,1100)]	[(28278,1100),(25828,1400000)]
3	7	(140,159)	1200	1400000	[(28278,1100)]	[(28278,1100),(25828,1400000)]
3	8	(140,159)	1200	1400000	[(28278,1100)]	[(28278,1100),(25828,1400000)]
3	9	(140,159)	1200	1400000	[(28278,1100)]	[(28278,1100),(25828,1400000)]
3	10	(140,159)	1200	1400000	[(28278,1100)]	[(28278,1100),(25828,1400000)]
3	1	(160,179)	1200	1800000	[(28278,1300)]	[(28278,1300),(25828,1800000)]
3	2	(160,179)	1200	1780000	[(28278,1280)]	[(28278,1280),(25828,1780000)]
3	3	(160,179)	1200	1720000	[(28278,1260)]	[(28278,1260),(25828,1720000)]
3	4	(160,179)	1200	1680000	[(28278,1240)]	[(28278,1240),(25828,1680000)]
3	5	(160,179)	1200	1640000	[(28278,1220)]	[(28278,1220),(25828,1640000)]
3	6	(160,179)	1200	1600000	[(28278,1200)]	[(28278,1200),(25828,1600000)]
3	7	(160,179)	1200	1600000	[(28278,1200)]	[(28278,1200),(25828,1600000)]
3	8	(160,179)	1200	1600000	[(28278,1200)]	[(28278,1200),(25828,1600000)]
3	9	(160,179)	1200	1600000	[(28278,1200)]	[(28278,1200),(25828,1600000)]
3	10	(160,179)	1200	1600000	[(28278,1200)]	[(28278,1200),(25828,1600000)]
4	1	(32,39)	1200	400000	[(28278,600)]	[(28278,600),(25828,400000)]
4	2	(32,39)	1200	380000	[(28278,580)]	[(28278,580),(25828,380000)]
4	3	(32,39)	1200	360000	[(28278,560)]	[(28278,560),(25828,360000)]
4	4	(32,39)	1200	340000	[(28278,540)]	[(28278,540),(25828,340000)]
4	5	(32,39)	1200	320000	[(28278,520)]	[(28278,520),(25828,320000)]
4	6	(32,39)	1200	300000	[(28278,500)]	[(28278,500),(25828,300000)]
4	7	(32,39)	1200	300000	[(28278,500)]	[(28278,500),(25828,300000)]
4	8	(32,39)	1200	300000	[(28278,500)]	[(28278,500),(25828,300000)]
4	9	(32,39)	1200	300000	[(28278,500)]	[(28278,500),(25828,300000)]
4	10	(32,39)	1200	300000	[(28278,500)]	[(28278,500),(25828,300000)]
4	1	(40,59)	1200	600000	[(28278,700)]	[(28278,700),(25828,600000)]
4	2	(40,59)	1200	560000	[(28278,680)]	[(28278,680),(25828,560000)]
4	3	(40,59)	1200	520000	[(28278,660)]	[(28278,660),(25828,520000)]
4	4	(40,59)	1200	480000	[(28278,640)]	[(28278,640),(25828,480000)]
4	5	(40,59)	1200	440000	[(28278,620)]	[(28278,620),(25828,440000)]
4	6	(40,59)	1200	400000	[(28278,600)]	[(28278,600),(25828,400000)]
4	7	(40,59)	1200	400000	[(28278,600)]	[(28278,600),(25828,400000)]
4	8	(40,59)	1200	400000	[(28278,600)]	[(28278,600),(25828,400000)]
4	9	(40,59)	1200	400000	[(28278,600)]	[(28278,600),(25828,400000)]
4	10	(40,59)	1200	400000	[(28278,600)]	[(28278,600),(25828,400000)]
4	1	(60,79)	1200	800000	[(28278,800)]	[(28278,800),(25828,800000)]
4	2	(60,79)	1200	760000	[(28278,780)]	[(28278,780),(25828,760000)]
4	3	(60,79)	1200	720000	[(28278,760)]	[(28278,760),(25828,720000)]
4	4	(60,79)	1200	680000	[(28278,740)]	[(28278,740),(25828,680000)]
4	5	(60,79)	1200	640000	[(28278,720)]	[(28278,720),(25828,640000)]
4	6	(60,79)	1200	600000	[(28278,700)]	[(28278,700),(25828,600000)]
4	7	(60,79)	1200	600000	[(28278,700)]	[(28278,700),(25828,600000)]
4	8	(60,79)	1200	600000	[(28278,700)]	[(28278,700),(25828,600000)]
4	9	(60,79)	1200	600000	[(28278,700)]	[(28278,700),(25828,600000)]
4	10	(60,79)	1200	600000	[(28278,700)]	[(28278,700),(25828,600000)]
4	1	(80,99)	1200	1000000	[(28278,900)]	[(28278,900),(25828,1000000)]
4	2	(80,99)	1200	960000	[(28278,880)]	[(28278,880),(25828,960000)]
4	3	(80,99)	1200	920000	[(28278,860)]	[(28278,860),(25828,920000)]
4	4	(80,99)	1200	880000	[(28278,840)]	[(28278,840),(25828,880000)]
4	5	(80,99)	1200	840000	[(28278,820)]	[(28278,820),(25828,840000)]
4	6	(80,99)	1200	800000	[(28278,800)]	[(28278,800),(25828,800000)]
4	7	(80,99)	1200	800000	[(28278,800)]	[(28278,800),(25828,800000)]
4	8	(80,99)	1200	800000	[(28278,800)]	[(28278,800),(25828,800000)]
4	9	(80,99)	1200	800000	[(28278,800)]	[(28278,800),(25828,800000)]
4	10	(80,99)	1200	800000	[(28278,800)]	[(28278,800),(25828,800000)]
4	1	(100,119)	1200	1200000	[(28278,1000)]	[(28278,1000),(25828,1200000)]
4	2	(100,119)	1200	1160000	[(28278,980)]	[(28278,980),(25828,1160000)]
4	3	(100,119)	1200	1120000	[(28278,960)]	[(28278,960),(25828,1120000)]
4	4	(100,119)	1200	1080000	[(28278,940)]	[(28278,940),(25828,1080000)]
4	5	(100,119)	1200	1040000	[(28278,920)]	[(28278,920),(25828,1040000)]
4	6	(100,119)	1200	1000000	[(28278,900)]	[(28278,900),(25828,1000000)]
4	7	(100,119)	1200	1000000	[(28278,900)]	[(28278,900),(25828,1000000)]
4	8	(100,119)	1200	1000000	[(28278,900)]	[(28278,900),(25828,1000000)]
4	9	(100,119)	1200	1000000	[(28278,900)]	[(28278,900),(25828,1000000)]
4	10	(100,119)	1200	1000000	[(28278,900)]	[(28278,900),(25828,1000000)]
4	1	(120,139)	1200	1400000	[(28278,1100)]	[(28278,1100),(25828,1400000)]
4	2	(120,139)	1200	1360000	[(28278,1080)]	[(28278,1080),(25828,1360000)]
4	3	(120,139)	1200	1320000	[(28278,1060)]	[(28278,1060),(25828,1320000)]
4	4	(120,139)	1200	1280000	[(28278,1040)]	[(28278,1040),(25828,1280000)]
4	5	(120,139)	1200	1240000	[(28278,1020)]	[(28278,1020),(25828,1240000)]
4	6	(120,139)	1200	1200000	[(28278,1000)]	[(28278,1000),(25828,1200000)]
4	7	(120,139)	1200	1200000	[(28278,1000)]	[(28278,1000),(25828,1200000)]
4	8	(120,139)	1200	1200000	[(28278,1000)]	[(28278,1000),(25828,1200000)]
4	9	(120,139)	1200	1200000	[(28278,1000)]	[(28278,1000),(25828,1200000)]
4	10	(120,139)	1200	1200000	[(28278,1000)]	[(28278,1000),(25828,1200000)]
4	1	(140,159)	1200	1600000	[(28278,1200)]	[(28278,1200),(25828,1600000)]
4	2	(140,159)	1200	1560000	[(28278,1180)]	[(28278,1180),(25828,1560000)]
4	3	(140,159)	1200	1520000	[(28278,1160)]	[(28278,1160),(25828,1520000)]
4	4	(140,159)	1200	1480000	[(28278,1140)]	[(28278,1140),(25828,1480000)]
4	5	(140,159)	1200	1440000	[(28278,1120)]	[(28278,1120),(25828,1440000)]
4	6	(140,159)	1200	1400000	[(28278,1100)]	[(28278,1100),(25828,1400000)]
4	7	(140,159)	1200	1400000	[(28278,1100)]	[(28278,1100),(25828,1400000)]
4	8	(140,159)	1200	1400000	[(28278,1100)]	[(28278,1100),(25828,1400000)]
4	9	(140,159)	1200	1400000	[(28278,1100)]	[(28278,1100),(25828,1400000)]
4	10	(140,159)	1200	1400000	[(28278,1100)]	[(28278,1100),(25828,1400000)]
4	1	(160,179)	1200	1800000	[(28278,1300)]	[(28278,1300),(25828,1800000)]
4	2	(160,179)	1200	1780000	[(28278,1280)]	[(28278,1280),(25828,1780000)]
4	3	(160,179)	1200	1720000	[(28278,1260)]	[(28278,1260),(25828,1720000)]
4	4	(160,179)	1200	1680000	[(28278,1240)]	[(28278,1240),(25828,1680000)]
4	5	(160,179)	1200	1640000	[(28278,1220)]	[(28278,1220),(25828,1640000)]
4	6	(160,179)	1200	1600000	[(28278,1200)]	[(28278,1200),(25828,1600000)]
4	7	(160,179)	1200	1600000	[(28278,1200)]	[(28278,1200),(25828,1600000)]
4	8	(160,179)	1200	1600000	[(28278,1200)]	[(28278,1200),(25828,1600000)]
4	9	(160,179)	1200	1600000	[(28278,1200)]	[(28278,1200),(25828,1600000)]
4	10	(160,179)	1200	1600000	[(28278,1200)]	[(28278,1200),(25828,1600000)]
5	1	(32,39)	1200	400000	[(28278,600)]	[(28278,600),(25828,400000)]
5	2	(32,39)	1200	380000	[(28278,580)]	[(28278,580),(25828,380000)]
5	3	(32,39)	1200	360000	[(28278,560)]	[(28278,560),(25828,360000)]
5	4	(32,39)	1200	340000	[(28278,540)]	[(28278,540),(25828,340000)]
