mallType	tradeId	goodsId	goodsName	sortPriority	goodsType	sellType	needLevel	hideLevel	needVIP	needDay	startTime	endTime	isShow	dayLimitCnt	limitCnt	baseRMB	discountRMB	discountForever	discountCardCoding	VipLevelDiscount	activeTypeShow	viewItems	CanGiving	QRMB
XSSC	241	27553	三级生命宝石	37	1	2	30	999	0	(3,4)			0	2	0	9	5	1	0	0		0	0	0
XSSC	242	27552	宠物圣果礼包	138	1	2	999	999	0	(22,28)			0	10	0	950	695	1	0	0		0	0	0
XSSC	243	28536	坐骑培养特惠礼包	1	1	2	999	999	0	0	(2015,8,21,0,0,0)	(2015,8,28,0,0,0)	0	1	0	200	200	0	0	0		0	0	1
XSSC	244	28543	姻缘石特惠礼包	2	1	2	999	999	0	0	(2015,8,21,0,0,0)	(2015,8,28,0,0,0)	0	1	0	200	200	0	0	0		0	0	1
XSSC	245	28541	羽翼培养特惠礼包	3	1	2	999	999	0	0	(2015,8,21,0,0,0)	(2015,8,28,0,0,0)	0	1	0	240	240	0	0	0		0	0	1
XSSC	246	28562	宠物培养特惠礼包	4	1	2	999	999	0	0	(2015,8,21,0,0,0)	(2015,8,28,0,0,0)	0	1	0	240	240	0	0	0		0	0	1
XSSC	247	28538	宝石特惠礼包	5	1	2	60	999	0	0	(2015,8,21,0,0,0)	(2015,8,28,0,0,0)	0	1	0	360	360	0	0	0		0	0	1
XSSC	248	28540	符文特惠礼包	6	1	2	999	999	0	0	(2015,8,21,0,0,0)	(2015,8,28,0,0,0)	0	1	0	360	360	0	0	0		0	0	1
XSSC	249	28537	坐骑进化特惠礼包	7	1	2	999	999	0	0	(2015,8,21,0,0,0)	(2015,8,28,0,0,0)	0	1	0	600	600	0	0	0		0	0	1
XSSC	250	28539	许愿特惠礼包	8	1	2	999	999	0	0	(2015,8,21,0,0,0)	(2015,8,28,0,0,0)	0	1	0	600	600	0	0	0		0	0	1
XSSC	251	28542	羽翼进阶特惠礼包	9	1	2	75	999	0	0	(2015,8,21,0,0,0)	(2015,8,28,0,0,0)	0	1	0	750	750	0	0	0		0	0	1
XSSC	252	28544	星灵特惠礼包	10	1	2	999	999	0	0	(2015,8,21,0,0,0)	(2015,8,28,0,0,0)	0	1	0	600	600	0	0	0		0	0	1
XSSC	253	28569	龙脉进化特惠礼包	11	1	2	999	999	0	0	(2015,8,21,0,0,0)	(2015,8,28,0,0,0)	0	1	0	600	600	0	0	0		0	0	1
XSSC	254	28570	占卜特惠礼包	12	1	2	999	999	0	0	(2015,8,21,0,0,0)	(2015,8,28,0,0,0)	0	1	0	750	750	0	0	0		0	0	1
DJSC	301	25832	小喇叭	122	1	0	1	999	0	0			0	0	0	60	10	1	0	0		0	0	0
DJSC	302	25834	超值宝石礼盒	121	1	1	35	999	0	0			0	0	1	900	400	1	0	0		0	0	0
DJSC	303	26038	坐骑培养石优惠礼盒	119	1	2	7	999	0	0			0	0	0	800	499	0	26034	0		0	0	0
DJSC	304	26039	宝石优惠礼盒	116	1	2	40	999	0	0			0	0	0	1600	999	0	26035	0		0	0	0
DJSC	305	26040	宝石优惠礼盒二	117	1	2	60	999	0	0			0	0	0	1600	999	0	26035	0		0	0	0
DJSC	306	26041	高级占卜优惠礼盒	118	1	2	50	999	0	0			0	0	0	800	499	0	26036	0		0	0	0
DJSC	307	92	太阳神	110	4	1	30	999	0	(8,99999)			0	0	0	4500	2000	1	0	0		0	0	0
DJSC	308	26120	太阳神大礼盒	109	1	1	30	999	0	(8,99999)			0	0	0	9000	3500	1	0	0		0	0	0
DJSC	309	26345	角色变性卡	120	1	0	1	999	0	0			0	0	0	200	150	1	0	0		0	0	0
DJSC	310	26361	姻缘石欢喜礼包	123	1	1	36	999	0	0			0	0	30	500	100	1	0	0		0	0	0
DJSC	311	26350	勇闯十二宫礼包	104	1	1	80	999	0	0			0	30	0	350	300	1	0	0	13	0	0	0
DJSC	312	26484	装备附魔宝箱钥匙	114	1	1	60	999	0	0			0	0	0	30	20	1	0	0		0	0	0
DJSC	313	26485	装备附魔宝箱	115	1	1	60	999	0	0			0	0	0	60	40	1	0	0		0	0	0
DJSC	314	26663	中秋节日礼包	101	1	1	999	999	0	0			0	3	0	400	200	1	0	0	108	0	0	0
DJSC	315	26898	黄金藏宝图	102	1	1	60	999	0	0			0	0	0	135	90	1	0	0	17	0	0	0
DJSC	316	26676	时装之魄	105	1	1	65	999	0	0			0	0	0	340	250	1	0	0		0	0	0
DJSC	317	26677	时装精华	106	1	1	85	999	0	0			0	0	0	30	15	1	0	0		0	0	0
DJSC	318	26340	天赋卡钥匙	124	1	1	80	999	0	0			0	0	0	700	499	1	0	0		0	0	0
DJSC	319	26932	星灵之泪	111	1	1	60	999	0	0			0	0	0	20	5	1	0	0		0	0	0
DJSC	320	26933	星灵之羽	112	1	1	60	999	0	0			0	0	0	20	10	1	0	0		0	0	0
DJSC	321	26934	星灵水晶	113	1	1	60	999	0	0			0	0	0	20	20	1	0	0		0	0	0
DJSC	322	26935	星灵魂印	125	1	1	60	999	0	0			0	0	0	175	175	1	0	0		0	0	0
DJSC	323	26936	魂炼之石	126	1	1	60	999	0	0			0	0	0	10	10	1	0	0		0	0	0
DJSC	324	26942	精英凭证	103	1	1	30	999	0	0			0	0	0	280	160	1	0	0	19	0	0	0
DJSC	325	27036	万圣节时装大礼包	100	1	1	999	999	0	0			0	0	0	1100	900	1	0	0	64	0	0	0
DJSC	326	27038	星灵之钥(白羊座)	107	1	1	55	999	0	0			0	0	1	3550	1100	1	0	0		0	0	0
DJSC	327	27041	龙脉精华	99	1	1	90	999	0	0			0	0	0	30	10	1	0	0		0	0	0
DJSC	328	27042	龙脉精魄	98	1	1	90	999	0	0			0	0	0	30	30	1	0	0		0	0	0
DJSC	329	27081	水脉之灵	97	1	1	90	999	0	0			0	0	1	460	450	1	0	0		0	0	0
DJSC	330	27083	土脉之灵	96	1	1	90	999	0	0			0	0	1	460	450	1	0	0		0	0	0
DJSC	331	27154	金锄头	95	1	1	70	999	0	0			0	0	0	90	80	1	0	0	70	0	0	0
DJSC	332	27173	黄金探宝器	94	1	1	75	999	0	0			0	0	0	90	80	1	0	0	72	0	0	0
DJSC	333	27422	魔蝎绝骑永久道具	123	1	1	10	999	0	0			0	0	1	2300	199	1	0	0		0	0	0
DJSC	334	27565	星灵之钥(双子座)	108	1	1	100	999	0	0			0	0	1	3650	1200	1	0	0		0	0	0
DJSC	335	27652	装备洗练宝箱	95	1	1	100	999	0	0			0	20	0	220	180	1	0	0		0	0	0
DJSC	336	26161	Lv1 攻击之灵	27	1	1	999	999	0	0			0	0	0	500	370	1	0	0		0	0	0
DJSC	337	26162	Lv1 生命之灵	28	1	1	999	999	0	0			0	0	0	500	370	1	0	0		0	0	0
DJSC	338	26166	Lv1 格挡之灵	29	1	1	999	999	0	0			0	0	0	500	370	1	0	0		0	0	0
DJSC	339	26221	宠物精华	30	1	1	999	999	0	0			0	0	0	37	22	1	0	0		0	0	0
DJSC	340	27837	爱之初恋	1	1	1	36	999	0	0			0	0	0	400	400	0	0	0		0	1	0
DJSC	341	27838	相伴一生	2	1	1	36	999	0	0			0	0	0	1035	800	0	0	0		0	1	0
DJSC	342	27839	永恒爱恋	3	1	1	36	999	0	0			0	0	0	3050	1600	0	0	0		0	1	0
DJSC	343	27835	99只玫瑰花	4	1	1	999	999	0	0			0	0	0	80	80	0	0	0	93	0	0	0
DJSC	345	28785	9朵玫瑰花	5	1	1	30	999	0	0			0	0	0	18	9	1	0	0		0	0	0
DJSC	346	28786	玫瑰花束	6	1	1	30	999	0	0			0	0	0	198	99	1	0	0		0	0	0
DJSC	347	28787	玫瑰花篮	7	1	1	30	999	0	0			0	0	0	1998	999	1	0	0		0	0	0
DJSC	344	28280	魔灵刷新石	96	1	1	120	999	0	0			0	30	0	50	50	1	0	0		0	0	0
DJSC	380	26147	角色改名卡	5	1	1	30	999	0	0			0	0	0	1000	200	1	0	0		0	0	0
DJSC	381	25661	一阶天灵石	131	1	1	30	999	0	0			0	0	0	40	2	1	0	0		0	0	0
DJSC	382	25666	一阶玄铁	132	1	1	30	999	0	0			0	0	0	40	4	1	0	0		0	0	0
DJSC	383	25671	一阶古龙血	133	1	1	30	999	0	0			0	0	0	80	8	1	0	0		0	0	0
DJSC	384	25662	二阶天灵石	134	1	1	80	999	0	0			0	0	500	50	3	1	0	0		0	0	0
DJSC	385	25667	二阶玄铁	135	1	1	80	999	0	0			0	0	500	60	5	1	0	0		0	0	0
DJSC	386	25672	二阶古龙血	136	1	1	80	999	0	0			0	0	500	100	10	1	0	0		0	0	0
DJSC	387	25663	三阶天灵石	137	1	1	100	999	0	0			0	0	500	50	3	1	0	0		0	0	0
DJSC	388	25668	三阶玄铁	138	1	1	100	999	0	0			0	0	500	60	5	1	0	0		0	0	0
DJSC	389	25673	三阶古龙血	139	1	1	100	999	0	0			0	0	500	100	10	1	0	0		0	0	0
DJSC	390	25664	四阶天灵石	140	1	1	120	999	0	0			0	0	1000	50	3	1	0	0		0	0	0
DJSC	391	25669	四阶玄铁	141	1	1	120	999	0	0			0	0	1000	60	5	1	0	0		0	0	0
DJSC	392	25674	四阶古龙血	142	1	1	120	999	0	0			0	0	1000	100	10	1	0	0		0	0	0
DJSC	393	25665	五阶天灵石	143	1	1	140	999	0	0			0	0	1000	50	3	1	0	0		0	0	0
DJSC	394	25670	五阶玄铁	144	1	1	140	999	0	0			0	0	1000	60	5	1	0	0		0	0	0
DJSC	395	25675	五阶古龙血	145	1	1	140	999	0	0			0	0	1000	100	10	1	0	0		0	0	0
BSSC	401	25747	四级生命宝石	1	1	2	40	999	0	0			0	0	0	160	120	0	0	6		0	0	0
BSSC	402	25748	四级物攻宝石	2	1	2	40	999	0	0			0	0	0	160	120	0	0	6		0	0	0
BSSC	403	25749	四级法攻宝石	3	1	2	40	999	0	0			0	0	0	160	120	0	0	6		0	0	0
BSSC	404	25750	四级物防宝石	4	1	2	40	999	0	0			0	0	0	140	100	0	0	6		0	0	0
BSSC	405	25751	四级法防宝石	5	1	2	40	999	0	0			0	0	0	140	100	0	0	6		0	0	0
BSSC	406	25752	四级暴击宝石	6	1	2	60	999	0	0			0	0	0	160	120	0	0	6		0	0	0
BSSC	407	25753	四级免暴宝石	7	1	2	60	999	0	0			0	0	0	160	120	0	0	6		0	0	0
BSSC	408	25754	四级精准宝石	8	1	2	60	999	0	0			0	0	0	160	120	0	0	6		0	0	0
BSSC	409	25755	四级格挡宝石	9	1	2	60	999	0	0			0	0	0	160	120	0	0	6		0	0	0
BSSC	410	25738	三级生命宝石	10	1	0	40	999	0	0			0	0	0	80	60	0	0	6		0	0	0
BSSC	411	25739	三级物攻宝石	11	1	0	40	999	0	0			0	0	0	80	60	0	0	6		0	0	0
BSSC	412	25740	三级法攻宝石	12	1	0	40	999	0	0			0	0	0	80	60	0	0	6		0	0	0
BSSC	413	25741	三级物防宝石	13	1	0	40	999	0	0			0	0	0	60	40	0	0	6		0	0	0
BSSC	414	25742	三级法防宝石	14	1	0	40	999	0	0			0	0	0	60	40	0	0	6		0	0	0
BSSC	415	25743	三级暴击宝石	15	1	0	60	999	0	0			0	0	0	80	60	0	0	6		0	0	0
BSSC	416	25744	三级免暴宝石	16	1	0	60	999	0	0			0	0	0	80	60	0	0	6		0	0	0
BSSC	417	25745	三级精准宝石	17	1	0	60	999	0	0			0	0	0	80	60	0	0	6		0	0	0
BSSC	418	25746	三级格挡宝石	18	1	0	60	999	0	0			0	0	0	80	60	0	0	6		0	0	0
BSSC	419	25729	二级生命宝石	19	1	0	40	999	0	0			0	0	0	40	20	0	0	6		0	0	0
BSSC	420	25730	二级物攻宝石	20	1	0	40	999	0	0			0	0	0	40	20	0	0	6		0	0	0
BSSC	421	25731	二级法攻宝石	21	1	0	40	999	0	0			0	0	0	40	20	0	0	6		0	0	0
BSSC	422	25732	二级物防宝石	22	1	0	40	999	0	0			0	0	0	40	20	0	0	6		0	0	0
BSSC	423	25733	二级法防宝石	23	1	0	40	999	0	0			0	0	0	40	20	0	0	6		0	0	0
BSSC	424	25734	二级暴击宝石	24	1	0	60	999	0	0			0	0	0	40	20	0	0	6		0	0	0
BSSC	425	25735	二级免暴宝石	25	1	0	60	999	0	0			0	0	0	40	20	0	0	6		0	0	0
BSSC	426	25736	二级精准宝石	26	1	0	60	999	0	0			0	0	0	40	20	0	0	6		0	0	0
BSSC	427	25737	二级格挡宝石	27	1	0	60	999	0	0			0	0	0	40	20	0	0	6		0	0	0
BSSC	428	25720	一级生命宝石	28	1	0	40	999	0	0			0	0	0	20	10	0	0	6		0	0	0
BSSC	429	25721	一级物攻宝石	29	1	0	40	999	0	0			0	0	0	20	10	0	0	6		0	0	0
BSSC	430	25722	一级法攻宝石	30	1	0	40	999	0	0			0	0	0	20	10	0	0	6		0	0	0
BSSC	431	25723	一级物防宝石	31	1	0	40	999	0	0			0	0	0	10	5	0	0	6		0	0	0
BSSC	432	25724	一级法防宝石	32	1	0	40	999	0	0			0	0	0	10	5	0	0	6		0	0	0
BSSC	433	25725	一级暴击宝石	33	1	0	60	999	0	0			0	0	0	20	10	0	0	6		0	0	0
BSSC	434	25726	一级免暴宝石	34	1	0	60	999	0	0			0	0	0	20	10	0	0	6		0	0	0
BSSC	435	25727	一级精准宝石	35	1	0	60	999	0	0			0	0	0	20	10	0	0	6		0	0	0
BSSC	436	25728	一级格挡宝石	36	1	0	60	999	0	0			0	0	0	20	10	0	0	6		0	0	0
CWSC	501	1	小暴龙	1	2	1	70	999	0	0			0	0	4	400	320	1	0	0		0	0	0
CWSC	502	2	小布丁	2	2	1	70	999	0	0			0	0	4	400	320	1	0	0		0	0	0
CWSC	503	3	小懒龟	3	2	1	70	999	0	0			0	0	4	400	320	1	0	0		0	0	0
WGCBSC	601	37009	白色恋人	1	1	1	65	999	0	0			0	0	0	999	799	1	0	0		0	1	0
WGCBSC	602	37010	红粉佳人	2	1	1	65	999	0	0			0	0	0	999	799	1	0	0		0	1	0
WGCBSC	603	37011	青衣之恋	3	1	1	65	999	0	0			0	0	0	999	799	1	0	0		0	1	0
WGCBSC	604	37012	蓝色妖姬	4	1	1	65	999	0	0			0	0	0	999	799	1	0	0		0	1	0
WGCBSC	605	37013	紫陌倾城	5	1	1	65	999	0	0			0	0	0	999	799	1	0	0		0	1	0
WGCBSC	606	37014	血舞一生	6	1	1	65	999	0	0			0	0	0	999	799	1	0	0		0	1	0
WGCBSC	607	37015	璀璨人生	7	1	1	65	999	0	0			0	0	0	999	799	1	0	0		0	1	0
WGCBSC	608	37016	蓝色魅力	8	1	1	65	999	0	0			0	0	0	999	799	1	0	0		0	1	0
WGWQSC	1001	37001	天使·圣洁之心	3	1	1	45	999	0	0			0	0	0	450	325	1	0	0		0	1	0
WGWQSC	1002	37005	恶魔·邪恶之力	4	1	1	45	999	0	0			0	0	0	450	325	1	0	0		0	1	0
WGWQSC	1003	37018	幽影	2	1	1	45	999	0	0			0	0	0	450	330	1	0	0		0	1	0
WGWQSC	1004	37027	圣诞糖果	1	1	1	45	999	0	0			0	0	0	1150	910	1	0	0		0	1	0
WGYFSC	1101	37002	天使·圣洁之风	3	1	1	45	999	0	0			0	0	0	450	325	1	0	0		0	1	0
WGYFSC	1102	37006	恶魔·邪恶之魂	4	1	1	45	999	0	0			0	0	0	450	325	1	0	0		0	1	0
WGYFSC	1103	37019	幽灵	2	1	1	45	999	0	0			0	0	0	450	325	1	0	0		0	1	0
WGYFSC	1104	37028	圣诞礼服	1	1	1	45	999	0	0			0	0	0	1150	920	1	0	0		0	1	0
WGMZSC	1201	37004	天使·圣洁之光	3	1	1	45	999	0	0			0	0	0	340	260	1	0	0		0	1	0
WGMZSC	1202	37008	恶魔·邪恶之角	4	1	1	45	999	0	0			0	0	0	340	260	1	0	0		0	1	0
WGMZSC	1203	37020	幽鬼	2	1	1	45	999	0	0			0	0	0	350	270	1	0	0		0	1	0
WGMZSC	1204	37029	圣诞麋鹿	1	1	1	45	999	0	0			0	0	0	910	730	1	0	0		0	1	0
FWSC	701	25886	四级正义符文	1	1	1	60	999	0	0			0	0	0	160	130	0	0	0		0	0	0
FWSC	702	25887	四级公正符文	2	1	1	60	999	0	0			0	0	0	160	130	0	0	0		0	0	0
FWSC	703	25888	四级英勇符文	3	1	1	60	999	0	0			0	0	0	160	130	0	0	0		0	0	0
FWSC	704	25889	四级无畏符文	4	1	1	60	999	0	0			0	0	0	160	130	0	0	0		0	0	0
FWSC	705	25890	四级忠诚符文	5	1	1	60	999	0	0			0	0	0	160	130	0	0	0		0	0	0
FWSC	706	25891	四级荣誉符文	6	1	1	60	999	0	0			0	0	0	160	130	0	0	0		0	0	0
FWSC	707	25892	四级牺牲符文	7	1	1	60	999	0	0			0	0	0	160	130	0	0	0		0	0	0
FWSC	708	25893	四级怜悯符文	8	1	1	60	999	0	0			0	0	0	160	130	0	0	0		0	0	0
FWSC	709	25894	四级奉献符文	9	1	1	60	999	0	0			0	0	0	160	130	0	0	0		0	0	0
FWSC	710	25895	四级信仰符文	10	1	1	60	999	0	0			0	0	0	160	130	0	0	0		0	0	0
FWSC	711	25896	四级智慧符文	11	1	1	60	999	0	0			0	0	0	160	130	0	0	0		0	0	0
FWSC	712	25897	四级命运符文	12	1	1	60	999	0	0			0	0	0	160	130	0	0	0		0	0	0
FWSC	713	25874	三级正义符文	13	1	0	60	999	0	0			0	0	0	80	66	0	0	0		0	0	0
FWSC	714	25875	三级公正符文	14	1	0	60	999	0	0			0	0	0	80	66	0	0	0		0	0	0
FWSC	715	25876	三级英勇符文	15	1	0	60	999	0	0			0	0	0	80	66	0	0	0		0	0	0
FWSC	716	25877	三级无畏符文	16	1	0	60	999	0	0			0	0	0	80	66	0	0	0		0	0	0
FWSC	717	25878	三级忠诚符文	17	1	0	60	999	0	0			0	0	0	80	66	0	0	0		0	0	0
FWSC	718	25879	三级荣誉符文	18	1	0	60	999	0	0			0	0	0	80	66	0	0	0		0	0	0
FWSC	719	25880	三级牺牲符文	19	1	0	60	999	0	0			0	0	0	80	66	0	0	0		0	0	0
FWSC	720	25881	三级怜悯符文	20	1	0	60	999	0	0			0	0	0	80	66	0	0	0		0	0	0
FWSC	721	25882	三级奉献符文	21	1	0	60	999	0	0			0	0	0	80	66	0	0	0		0	0	0
FWSC	722	25883	三级信仰符文	22	1	0	60	999	0	0			0	0	0	80	66	0	0	0		0	0	0
FWSC	723	25884	三级智慧符文	23	1	0	60	999	0	0			0	0	0	80	66	0	0	0		0	0	0
FWSC	724	25885	三级命运符文	24	1	0	60	999	0	0			0	0	0	80	66	0	0	0		0	0	0
FWSC	725	25862	二级正义符文	25	1	0	60	999	0	0			0	0	0	40	34	0	0	0		0	0	0
FWSC	726	25863	二级公正符文	26	1	0	60	999	0	0			0	0	0	40	34	0	0	0		0	0	0
FWSC	727	25864	二级英勇符文	27	1	0	60	999	0	0			0	0	0	40	34	0	0	0		0	0	0
FWSC	728	25865	二级无畏符文	28	1	0	60	999	0	0			0	0	0	40	34	0	0	0		0	0	0
FWSC	729	25866	二级忠诚符文	29	1	0	60	999	0	0			0	0	0	40	34	0	0	0		0	0	0
FWSC	730	25867	二级荣誉符文	30	1	0	60	999	0	0			0	0	0	40	34	0	0	0		0	0	0
FWSC	731	25868	二级牺牲符文	31	1	0	60	999	0	0			0	0	0	40	34	0	0	0		0	0	0
FWSC	732	25869	二级怜悯符文	32	1	0	60	999	0	0			0	0	0	40	34	0	0	0		0	0	0
FWSC	733	25870	二级奉献符文	33	1	0	60	999	0	0			0	0	0	40	34	0	0	0		0	0	0
FWSC	734	25871	二级信仰符文	34	1	0	60	999	0	0			0	0	0	40	34	0	0	0		0	0	0
FWSC	735	25872	二级智慧符文	35	1	0	60	999	0	0			0	0	0	40	34	0	0	0		0	0	0
FWSC	736	25873	二级命运符文	36	1	0	60	999	0	0			0	0	0	40	34	0	0	0		0	0	0
FWSC	737	25850	一级正义符文	37	1	0	60	999	0	0			0	0	0	20	18	0	0	0		0	0	0
FWSC	738	25851	一级公正符文	38	1	0	60	999	0	0			0	0	0	20	18	0	0	0		0	0	0
FWSC	739	25852	一级英勇符文	39	1	0	60	999	0	0			0	0	0	20	18	0	0	0		0	0	0
FWSC	740	25853	一级无畏符文	40	1	0	60	999	0	0			0	0	0	20	18	0	0	0		0	0	0
FWSC	741	25854	一级忠诚符文	41	1	0	60	999	0	0			0	0	0	20	18	0	0	0		0	0	0
FWSC	742	25855	一级荣誉符文	42	1	0	60	999	0	0			0	0	0	20	18	0	0	0		0	0	0
FWSC	743	25856	一级牺牲符文	43	1	0	60	999	0	0			0	0	0	20	18	0	0	0		0	0	0
FWSC	744	25857	一级怜悯符文	44	1	0	60	999	0	0			0	0	0	20	18	0	0	0		0	0	0
FWSC	745	25858	一级奉献符文	45	1	0	60	999	0	0			0	0	0	20	18	0	0	0		0	0	0
FWSC	746	25859	一级信仰符文	46	1	0	60	999	0	0			0	0	0	20	18	0	0	0		0	0	0
FWSC	747	25860	一级智慧符文	47	1	0	60	999	0	0			0	0	0	20	18	0	0	0		0	0	0
FWSC	748	25861	一级命运符文	48	1	0	60	999	0	0			0	0	0	20	18	0	0	0		0	0	0
GZSC	1811	28548	贵族优惠大礼包（1）	5	1	2	30	999	1	0			0	0	1	32	18	1	0	0		0	0	1
GZSC	1812	28549	贵族优惠大礼包（2）	6	1	2	30	999	2	0			0	0	1	168	98	1	0	0		0	0	1
GZSC	1813	28550	贵族优惠大礼包（3）	7	1	2	30	999	3	0			0	0	1	348	198	1	0	0		0	0	1
GZSC	1814	28551	贵族优惠大礼包（4）	8	1	2	30	999	4	0			0	0	1	698	398	1	0	0		0	0	1
GZSC	1815	28552	贵族优惠大礼包（5）	9	1	2	30	999	5	0			0	0	1	1048	598	1	0	0		0	0	1
GZSC	1816	28553	贵族优惠大礼包（6）	10	1	2	30	999	6	0			0	0	1	1748	998	1	0	0		0	0	1
GZSC	1817	28554	贵族优惠大礼包（7）	11	1	2	30	999	7	0			0	0	1	2618	1498	1	0	0		0	0	1
GZSC	1818	28555	贵族优惠大礼包（8）	12	1	2	30	999	8	0			0	0	1	3498	1998	1	0	0		0	0	1
GZSC	1819	28556	贵族优惠大礼包（9）	13	1	2	30	999	9	0			0	0	1	4438	2498	1	0	0		0	0	1
GZSC	1820	28557	贵族优惠大礼包（10）	14	1	2	30	999	10	0			0	0	1	5248	2998	1	0	0		0	0	1
GZSC	1821	28563	战魂珠	1	1	2	100	999	0	0			0	0	0	20	20	0	0	0		0	0	1
GZSC	1822	28564	战魂精华	2	1	2	100	999	0	0			0	0	0	50	50	0	0	0		0	0	1
