mallType	tradeId	goodsId	goodsName	sortPriority	goodsType	sellType	needLevel	hideLevel	needVIP	needDay	startTime	endTime	isShow	dayLimitCnt	limitCnt	baseRMB	discountRMB	discountForever	discountCardCoding	VipLevelDiscount	activeTypeShow	viewItems	CanGiving	QRMB
XSSC	228	26022	传奇英雄礼包	25	1	2	65	999	0	(12,17)			0	3	0	1500	998	1	0	0		0	0	0
XSSC	229	26023	传奇英雄礼包（二）	26	1	2	80	999	0	(24,28)			0	3	0	1500	998	1	0	0		0	0	0
XSSC	231	26025	传奇英雄礼包（四）	27	1	2	100	999	0	(68,71)			0	3	0	1500	998	1	0	0		0	0	0
XSSC	232	26268	冲级助力礼包（一）	28	1	1	30	999	0	(1,2)			0	0	1	1700	998	1	0	0		0	0	0
XSSC	233	26359	英雄助力礼包	29	1	1	15	999	0	(14,16)			0	4	0	188	150	1	0	0		0	0	0
XSSC	234	27536	体力礼包	30	1	1	30	999	0	(1,2)			0	1	0	120	24	1	0	0		0	0	0
XSSC	235	27537	坐骑培养礼包	31	1	2	30	999	0	(2,3)			0	2	0	100	48	1	0	0		0	0	0
XSSC	236	27538	坐骑优惠礼包	32	1	2	30	999	0	(2,3)			0	2	0	1200	688	1	0	0		0	0	0
XSSC	237	27539	宝石优惠礼包	33	1	2	30	999	0	(3,4)			0	2	0	520	80	1	0	0		0	0	0
XSSC	238	27540	姻缘礼包(一)	34	1	2	999	999	0	(4,5)			0	2	0	100	48	1	0	0		0	0	0
XSSC	239	27541	姻缘礼包(二)	35	1	2	999	999	0	(4,5)			0	2	0	900	588	1	0	0		0	0	0
XSSC	240	27542	占卜礼包	36	1	2	30	999	0	(5,7)			0	1	0	320	120	1	0	0		0	0	0
XSSC	241	27553	三级生命宝石	37	1	2	30	999	0	(3,4)			0	2	0	60	28	1	0	0		0	0	0
XSSC	242	27552	宠物圣果礼包	38	1	2	999	999	0	(22,28)			0	10	0	950	695	1	0	0		0	0	0
XSSC	243	28536	坐骑培养特惠礼包	39	1	2	999	999	0	0	(2015,9,11,0,0,0)	(2015,9,18,0,0,0)	0	1	0	200	200	0	0	0		0	0	1
XSSC	244	28543	姻缘石特惠礼包	40	1	2	999	999	0	0	(2015,9,11,0,0,0)	(2015,9,18,0,0,0)	0	1	0	200	200	0	0	0		0	0	1
XSSC	245	28541	羽翼培养特惠礼包	41	1	2	999	999	0	0	(2015,9,11,0,0,0)	(2015,9,18,0,0,0)	0	1	0	240	240	0	0	0		0	0	1
XSSC	246	28562	宠物培养特惠礼包	42	1	2	999	999	0	0	(2015,9,11,0,0,0)	(2015,9,18,0,0,0)	0	1	0	240	240	0	0	0		0	0	1
XSSC	247	28538	宝石特惠礼包	43	1	2	999	999	0	0	(2015,9,11,0,0,0)	(2015,9,18,0,0,0)	0	1	0	360	360	0	0	0		0	0	1
XSSC	248	28540	符文特惠礼包	44	1	2	999	999	0	0	(2015,9,11,0,0,0)	(2015,9,18,0,0,0)	0	1	0	360	360	0	0	0		0	0	1
XSSC	249	28537	坐骑进化特惠礼包	45	1	2	999	999	0	0	(2015,9,11,0,0,0)	(2015,9,18,0,0,0)	0	1	0	600	600	0	0	0		0	0	1
XSSC	250	28539	许愿特惠礼包	46	1	2	999	999	0	0	(2015,9,11,0,0,0)	(2015,9,18,0,0,0)	0	1	0	600	600	0	0	0		0	0	1
XSSC	251	28542	羽翼进阶特惠礼包	47	1	2	999	999	0	0	(2015,9,11,0,0,0)	(2015,9,18,0,0,0)	0	1	0	750	750	0	0	0		0	0	1
XSSC	252	28544	星灵特惠礼包	48	1	2	999	999	0	0	(2015,9,11,0,0,0)	(2015,9,18,0,0,0)	0	1	0	600	600	0	0	0		0	0	1
XSSC	253	28569	龙脉进化特惠礼包	49	1	2	999	999	0	0	(2015,9,11,0,0,0)	(2015,9,18,0,0,0)	0	1	0	600	600	0	0	0		0	0	1
XSSC	254	28570	占卜特惠礼包	50	1	2	999	999	0	0	(2015,9,11,0,0,0)	(2015,9,18,0,0,0)	0	1	0	750	750	0	0	0		0	0	1
XSSC	255	29487	猴王助力礼包	51	1	2	999	999	0	0	(2016,3,18,0,0,0)	(2016,3,25,0,0,0)	0	20	0	60	40	1	0	0		0	0	0
GZSC	1821	28563	战魂珠	104	1	1	999	999	0	0			0	0	0	20	20	0	0	0		0	0	1
GZSC	1822	28564	战魂精华	105	1	1	999	999	0	0			0	0	0	50	50	0	0	0		0	0	1
GZSC	1823	28571	阵灵珠	106	1	1	999	999	0	0			0	0	0	20	20	0	0	0		0	0	1
GZSC	1824	28572	阵灵精华	107	1	1	999	999	0	0			0	0	0	50	50	0	0	0		0	0	1
GZSC	1825	28833	神器淬炼石	108	1	0	999	999	0	0			0	0	0	80	80	0	0	0		0	0	1
GZSC	1826	29220	元素精魄	109	1	0	999	999	0	0			0	0	0	298	298	0	0	0		0	0	1
GZSC	1811	28548	贵族优惠大礼包（1）	110	1	1	30	999	1	0			0	0	1	32	18	1	0	0		0	0	1
GZSC	1812	28549	贵族优惠大礼包（2）	111	1	1	30	999	2	0			0	0	1	168	98	1	0	0		0	0	1
GZSC	1813	28550	贵族优惠大礼包（3）	112	1	1	30	999	3	0			0	0	1	348	198	1	0	0		0	0	1
GZSC	1814	28551	贵族优惠大礼包（4）	113	1	1	30	999	4	0			0	0	1	698	398	1	0	0		0	0	1
GZSC	1815	28552	贵族优惠大礼包（5）	114	1	1	30	999	5	0			0	0	1	1048	598	1	0	0		0	0	1
GZSC	1816	28553	贵族优惠大礼包（6）	115	1	1	30	999	6	0			0	0	1	1748	998	1	0	0		0	0	1
GZSC	1817	28554	贵族优惠大礼包（7）	116	1	1	30	999	7	0			0	0	1	2618	1498	1	0	0		0	0	1
GZSC	1818	28555	贵族优惠大礼包（8）	117	1	1	30	999	8	0			0	0	1	3498	1998	1	0	0		0	0	1
GZSC	1819	28556	贵族优惠大礼包（9）	118	1	1	30	999	9	0			0	0	1	4438	2498	1	0	0		0	0	1
GZSC	1820	28557	贵族优惠大礼包（10）	119	1	1	30	999	10	0			0	0	1	5248	2998	1	0	0		0	0	1
DJSC	350	29494	绿龙激活宝箱	201	1	1	45	999	0	0			0	10	0	200	100	1	0	0		0	0	0
DJSC	314	26663	中秋节日礼包	202	1	1	999	999	0	0			0	3	0	450	188	1	0	0	108	0	0	0
DJSC	311	26350	勇闯十二宫礼包	203	1	1	80	999	0	0			0	30	0	500	488	1	0	0	13	0	0	0
DJSC	315	26898	黄金藏宝图	204	1	1	60	999	0	0			0	0	0	150	88	1	0	0	17	0	0	0
DJSC	331	27154	金锄头	205	1	1	70	999	0	0			0	0	0	100	88	1	0	0	70	0	0	0
DJSC	332	27173	黄金探宝器	206	1	1	75	999	0	0			0	0	0	100	88	1	0	0	72	0	0	0
DJSC	1301	27857	高级花灯	207	1	1	30	999	0	0			0	0	0	188	88	1	0	0	306	0	0	0
DJSC	343	27835	99只玫瑰花	208	1	1	30	999	0	0			0	0	0	88	88	0	0	0	93	0	0	0
DJSC	324	26942	精英凭证	209	1	1	999	999	0	0			0	0	0	300	188	1	0	0	19	0	0	0
DJSC	325	27036	万圣节时装大礼包	210	1	1	999	999	0	0			0	0	0	1254	999	1	0	0	64	0	0	0
DJSC	340	27837	爱之初恋	211	1	1	36	999	0	0			0	0	0	1314	1314	0	0	0		0	1	0
DJSC	341	27838	相伴一生	212	1	1	36	999	0	0			0	0	0	3344	3344	0	0	0		0	1	0
DJSC	342	27839	永恒爱恋	213	1	1	36	999	0	0			0	0	0	9999	9999	0	0	0		0	1	0
DJSC	302	25834	超值宝石礼盒	214	1	1	35	999	0	0			0	0	1	720	500	1	0	0		0	0	0
DJSC	303	26038	坐骑培养石优惠礼盒	215	1	2	7	999	0	0			0	0	0	1200	998	0	26034	0		0	0	0
DJSC	304	26039	宝石优惠礼盒	216	1	2	35	999	0	0			0	0	0	1200	998	0	26035	0		0	0	0
DJSC	305	26040	宝石优惠礼盒二	217	1	2	60	999	0	0			0	0	0	1200	998	0	26035	0		0	0	0
DJSC	306	26041	高级占卜优惠礼盒	218	1	2	50	999	0	0			0	0	0	1200	998	0	26036	0		0	0	0
DJSC	307	92	太阳神	219	4	1	30	999	0	(8,99999)			0	0	0	5000	3888	1	0	0		0	0	0
DJSC	308	26120	太阳神大礼盒	220	1	1	30	999	0	(8,99999)			0	0	0	10000	6888	1	0	0		0	0	0
DJSC	310	26361	姻缘石欢喜礼包	221	1	1	999	999	0	0			0	0	0	625	500	1	0	0		0	0	0
DJSC	312	26484	装备附魔宝箱钥匙	222	1	1	60	999	0	0			0	0	0	36	25	1	0	0		0	0	0
DJSC	313	26485	装备附魔宝箱	223	1	1	60	999	0	0			0	0	0	72	50	1	0	0		0	0	0
DJSC	316	26676	时装之魄	224	1	1	65	999	0	0			0	0	0	388	298	1	0	0		0	0	0
DJSC	317	26677	时装精华	225	1	1	85	999	0	0			0	0	0	38	20	1	0	0		0	0	0
DJSC	318	26340	天赋卡钥匙	226	1	0	80	999	0	0			0	0	0	800	588	1	0	0		0	0	0
DJSC	319	26932	星灵之泪	227	1	0	60	999	0	0			0	0	0	20	20	1	0	0		0	0	0
DJSC	320	26933	星灵之羽	228	1	0	60	999	0	0			0	0	0	20	20	1	0	0		0	0	0
DJSC	321	26934	星灵水晶	229	1	0	60	999	0	0			0	0	0	20	20	1	0	0		0	0	0
DJSC	322	26935	星灵魂印	230	1	0	60	999	0	0			0	0	0	200	200	1	0	0		0	0	0
DJSC	323	26936	魂炼之石	231	1	0	60	999	0	0			0	0	0	10	10	1	0	0		0	0	0
DJSC	351	26971	星灵之钥(处女座)	232	1	2	60	999	0	0			0	0	1	3888	1888	1	0	0		0	0	0
DJSC	326	27038	星灵之钥(白羊座)	233	1	0	80	999	0	0			0	0	1	3888	3888	1	0	0		0	0	0
DJSC	334	27565	星灵之钥(双子座)	234	1	0	100	999	0	0			0	0	1	3888	3888	1	0	0		0	0	0
DJSC	327	27041	龙脉精华	235	1	0	999	999	0	0			0	0	0	30	30	1	0	0		0	0	0
DJSC	328	27042	龙脉精魄	236	1	0	999	999	0	0			0	0	0	30	30	1	0	0		0	0	0
DJSC	329	27081	水脉之灵	237	1	0	999	999	0	0			0	0	1	500	488	1	0	0		0	0	0
DJSC	330	27083	土脉之灵	238	1	0	999	999	0	0			0	0	1	500	488	1	0	0		0	0	0
DJSC	335	27652	装备洗练宝箱	239	1	1	999	999	0	0			0	50	0	240	200	1	0	0		0	0	0
DJSC	344	28280	魔灵刷新石	240	1	1	120	999	0	0			0	300	0	50	50	1	0	0		0	0	0
DJSC	345	28785	9朵玫瑰花	241	1	1	30	999	0	0			0	0	0	18	9	1	0	0		0	0	0
DJSC	346	28786	99只玫瑰花	242	1	1	30	999	0	0			0	0	0	198	99	1	0	0		0	0	0
DJSC	347	28787	999只玫瑰花	243	1	1	30	999	0	0			0	0	0	1998	999	1	0	0		0	0	0
DJSC	309	26345	角色变性卡	244	1	0	1	999	0	0			0	0	0	150	120	1	0	0		0	0	0
DJSC	333	27422	魔蝎绝骑永久道具	245	1	0	10	999	0	0			0	0	1	2400	1998	1	0	0		0	0	0
DJSC	301	25832	小喇叭	246	1	0	1	999	0	0			0	0	0	30	24	1	0	0		0	0	0
BSSC	401	25747	四级生命宝石	301	1	2	35	999	0	0			0	0	0	120	96	0	0	6		0	0	0
BSSC	402	25748	四级物攻宝石	302	1	2	35	999	0	0			0	0	0	120	96	0	0	6		0	0	0
BSSC	403	25749	四级法攻宝石	303	1	2	35	999	0	0			0	0	0	120	96	0	0	6		0	0	0
BSSC	404	25750	四级物防宝石	304	1	2	35	999	0	0			0	0	0	96	80	0	0	6		0	0	0
BSSC	405	25751	四级法防宝石	305	1	2	35	999	0	0			0	0	0	96	80	0	0	6		0	0	0
BSSC	406	25752	四级暴击宝石	306	1	2	60	999	0	0			0	0	0	120	96	0	0	6		0	0	0
BSSC	407	25753	四级免暴宝石	307	1	2	60	999	0	0			0	0	0	120	96	0	0	6		0	0	0
BSSC	408	25754	四级精准宝石	308	1	2	60	999	0	0			0	0	0	120	96	0	0	6		0	0	0
BSSC	409	25755	四级格挡宝石	309	1	2	60	999	0	0			0	0	0	120	96	0	0	6		0	0	0
BSSC	410	25738	三级生命宝石	310	1	0	35	999	0	0			0	0	0	60	48	0	0	6		0	0	0
BSSC	411	25739	三级物攻宝石	311	1	0	35	999	0	0			0	0	0	60	48	0	0	6		0	0	0
BSSC	412	25740	三级法攻宝石	312	1	0	35	999	0	0			0	0	0	60	48	0	0	6		0	0	0
BSSC	413	25741	三级物防宝石	313	1	0	35	999	0	0			0	0	0	48	40	0	0	6		0	0	0
BSSC	414	25742	三级法防宝石	314	1	0	35	999	0	0			0	0	0	48	40	0	0	6		0	0	0
BSSC	415	25743	三级暴击宝石	315	1	0	60	999	0	0			0	0	0	60	48	0	0	6		0	0	0
BSSC	416	25744	三级免暴宝石	316	1	0	60	999	0	0			0	0	0	60	48	0	0	6		0	0	0
BSSC	417	25745	三级精准宝石	317	1	0	60	999	0	0			0	0	0	60	48	0	0	6		0	0	0
BSSC	418	25746	三级格挡宝石	318	1	0	60	999	0	0			0	0	0	60	48	0	0	6		0	0	0
BSSC	419	25729	二级生命宝石	319	1	0	35	999	0	0			0	0	0	30	24	0	0	6		0	0	0
BSSC	420	25730	二级物攻宝石	320	1	0	35	999	0	0			0	0	0	30	24	0	0	6		0	0	0
BSSC	421	25731	二级法攻宝石	321	1	0	35	999	0	0			0	0	0	30	24	0	0	6		0	0	0
BSSC	422	25732	二级物防宝石	322	1	0	35	999	0	0			0	0	0	24	20	0	0	6		0	0	0
BSSC	423	25733	二级法防宝石	323	1	0	35	999	0	0			0	0	0	24	20	0	0	6		0	0	0
BSSC	424	25734	二级暴击宝石	324	1	0	60	999	0	0			0	0	0	30	24	0	0	6		0	0	0
BSSC	425	25735	二级免暴宝石	325	1	0	60	999	0	0			0	0	0	30	24	0	0	6		0	0	0
BSSC	426	25736	二级精准宝石	326	1	0	60	999	0	0			0	0	0	30	24	0	0	6		0	0	0
BSSC	427	25737	二级格挡宝石	327	1	0	60	999	0	0			0	0	0	30	24	0	0	6		0	0	0
BSSC	428	25720	一级生命宝石	328	1	0	35	999	0	0			0	0	0	15	12	0	0	6		0	0	0
BSSC	429	25721	一级物攻宝石	329	1	0	35	999	0	0			0	0	0	15	12	0	0	6		0	0	0
BSSC	430	25722	一级法攻宝石	330	1	0	35	999	0	0			0	0	0	15	12	0	0	6		0	0	0
BSSC	431	25723	一级物防宝石	331	1	0	35	999	0	0			0	0	0	12	10	0	0	6		0	0	0
BSSC	432	25724	一级法防宝石	332	1	0	35	999	0	0			0	0	0	12	10	0	0	6		0	0	0
BSSC	433	25725	一级暴击宝石	333	1	0	60	999	0	0			0	0	0	15	12	0	0	6		0	0	0
BSSC	434	25726	一级免暴宝石	334	1	0	60	999	0	0			0	0	0	15	12	0	0	6		0	0	0
BSSC	435	25727	一级精准宝石	335	1	0	60	999	0	0			0	0	0	15	12	0	0	6		0	0	0
BSSC	436	25728	一级格挡宝石	336	1	0	60	999	0	0			0	0	0	15	12	0	0	6		0	0	0
FWSC	701	25886	四级正义符文	401	1	1	60	999	0	0			0	0	0	120	96	0	0	0		0	0	0
FWSC	702	25887	四级公正符文	402	1	1	60	999	0	0			0	0	0	120	96	0	0	0		0	0	0
FWSC	703	25888	四级英勇符文	403	1	1	60	999	0	0			0	0	0	120	96	0	0	0		0	0	0
FWSC	704	25889	四级无畏符文	404	1	1	60	999	0	0			0	0	0	120	96	0	0	0		0	0	0
FWSC	705	25890	四级忠诚符文	405	1	1	60	999	0	0			0	0	0	120	96	0	0	0		0	0	0
FWSC	706	25891	四级荣誉符文	406	1	1	60	999	0	0			0	0	0	120	96	0	0	0		0	0	0
FWSC	707	25892	四级牺牲符文	407	1	1	60	999	0	0			0	0	0	120	96	0	0	0		0	0	0
FWSC	708	25893	四级怜悯符文	408	1	1	60	999	0	0			0	0	0	120	96	0	0	0		0	0	0
FWSC	709	25894	四级奉献符文	409	1	1	60	999	0	0			0	0	0	120	96	0	0	0		0	0	0
FWSC	710	25895	四级信仰符文	410	1	1	60	999	0	0			0	0	0	120	96	0	0	0		0	0	0
FWSC	711	25896	四级智慧符文	411	1	1	60	999	0	0			0	0	0	120	96	0	0	0		0	0	0
FWSC	712	25897	四级命运符文	412	1	1	60	999	0	0			0	0	0	120	96	0	0	0		0	0	0
FWSC	713	25874	三级正义符文	413	1	0	60	999	0	0			0	0	0	60	48	0	0	0		0	0	0
FWSC	714	25875	三级公正符文	414	1	0	60	999	0	0			0	0	0	60	48	0	0	0		0	0	0
FWSC	715	25876	三级英勇符文	415	1	0	60	999	0	0			0	0	0	60	48	0	0	0		0	0	0
FWSC	716	25877	三级无畏符文	416	1	0	60	999	0	0			0	0	0	60	48	0	0	0		0	0	0
FWSC	717	25878	三级忠诚符文	417	1	0	60	999	0	0			0	0	0	60	48	0	0	0		0	0	0
FWSC	718	25879	三级荣誉符文	418	1	0	60	999	0	0			0	0	0	60	48	0	0	0		0	0	0
FWSC	719	25880	三级牺牲符文	419	1	0	60	999	0	0			0	0	0	60	48	0	0	0		0	0	0
FWSC	720	25881	三级怜悯符文	420	1	0	60	999	0	0			0	0	0	60	48	0	0	0		0	0	0
FWSC	721	25882	三级奉献符文	421	1	0	60	999	0	0			0	0	0	60	48	0	0	0		0	0	0
FWSC	722	25883	三级信仰符文	422	1	0	60	999	0	0			0	0	0	60	48	0	0	0		0	0	0
FWSC	723	25884	三级智慧符文	423	1	0	60	999	0	0			0	0	0	60	48	0	0	0		0	0	0
FWSC	724	25885	三级命运符文	424	1	0	60	999	0	0			0	0	0	60	48	0	0	0		0	0	0
FWSC	725	25862	二级正义符文	425	1	0	60	999	0	0			0	0	0	30	24	0	0	0		0	0	0
FWSC	726	25863	二级公正符文	426	1	0	60	999	0	0			0	0	0	30	24	0	0	0		0	0	0
FWSC	727	25864	二级英勇符文	427	1	0	60	999	0	0			0	0	0	30	24	0	0	0		0	0	0
FWSC	728	25865	二级无畏符文	428	1	0	60	999	0	0			0	0	0	30	24	0	0	0		0	0	0
FWSC	729	25866	二级忠诚符文	429	1	0	60	999	0	0			0	0	0	30	24	0	0	0		0	0	0
FWSC	730	25867	二级荣誉符文	430	1	0	60	999	0	0			0	0	0	30	24	0	0	0		0	0	0
FWSC	731	25868	二级牺牲符文	431	1	0	60	999	0	0			0	0	0	30	24	0	0	0		0	0	0
FWSC	732	25869	二级怜悯符文	432	1	0	60	999	0	0			0	0	0	30	24	0	0	0		0	0	0
FWSC	733	25870	二级奉献符文	433	1	0	60	999	0	0			0	0	0	30	24	0	0	0		0	0	0
FWSC	734	25871	二级信仰符文	434	1	0	60	999	0	0			0	0	0	30	24	0	0	0		0	0	0
FWSC	735	25872	二级智慧符文	435	1	0	60	999	0	0			0	0	0	30	24	0	0	0		0	0	0
FWSC	736	25873	二级命运符文	436	1	0	60	999	0	0			0	0	0	30	24	0	0	0		0	0	0
FWSC	737	25850	一级正义符文	437	1	0	60	999	0	0			0	0	0	15	12	0	0	0		0	0	0
FWSC	738	25851	一级公正符文	438	1	0	60	999	0	0			0	0	0	15	12	0	0	0		0	0	0
FWSC	739	25852	一级英勇符文	439	1	0	60	999	0	0			0	0	0	15	12	0	0	0		0	0	0
FWSC	740	25853	一级无畏符文	440	1	0	60	999	0	0			0	0	0	15	12	0	0	0		0	0	0
FWSC	741	25854	一级忠诚符文	441	1	0	60	999	0	0			0	0	0	15	12	0	0	0		0	0	0
FWSC	742	25855	一级荣誉符文	442	1	0	60	999	0	0			0	0	0	15	12	0	0	0		0	0	0
FWSC	743	25856	一级牺牲符文	443	1	0	60	999	0	0			0	0	0	15	12	0	0	0		0	0	0
FWSC	744	25857	一级怜悯符文	444	1	0	60	999	0	0			0	0	0	15	12	0	0	0		0	0	0
FWSC	745	25858	一级奉献符文	445	1	0	60	999	0	0			0	0	0	15	12	0	0	0		0	0	0
FWSC	746	25859	一级信仰符文	446	1	0	60	999	0	0			0	0	0	15	12	0	0	0		0	0	0
FWSC	747	25860	一级智慧符文	447	1	0	60	999	0	0			0	0	0	15	12	0	0	0		0	0	0
FWSC	748	25861	一级命运符文	448	1	0	60	999	0	0			0	0	0	15	12	0	0	0		0	0	0
WGCBSC	600	37007	恶魔之翼	501	1	1	45	999	0	0			0	0	0	2598	1998	1	0	0		0	1	0
WGCBSC	601	37009	白色恋人	502	1	1	65	999	0	0			0	0	0	1000	888	1	0	0		0	1	0
WGCBSC	602	37010	红粉佳人	503	1	1	65	999	0	0			0	0	0	1000	888	1	0	0		0	1	0
WGCBSC	603	37011	青衣之恋	504	1	1	65	999	0	0			0	0	0	1000	888	1	0	0		0	1	0
WGCBSC	604	37012	蓝色妖姬	505	1	1	65	999	0	0			0	0	0	1000	888	1	0	0		0	1	0
WGCBSC	605	37013	紫陌倾城	506	1	1	65	999	0	0			0	0	0	1000	888	1	0	0		0	1	0
WGCBSC	606	37014	血舞一生	507	1	1	65	999	0	0			0	0	0	1000	888	1	0	0		0	1	0
WGCBSC	607	37015	璀璨人生	508	1	1	65	999	0	0			0	0	0	1000	888	1	0	0		0	1	0
WGCBSC	608	37016	蓝色魅力	509	1	1	65	999	0	0			0	0	0	1000	888	1	0	0		0	1	0
WGWQSC	1001	37001	天使·圣洁之心	510	1	1	45	999	0	0			0	0	0	888	398	1	0	0		0	1	0
WGWQSC	1002	37005	恶魔·邪恶之力	511	1	1	45	999	0	0			0	0	0	1298	998	1	0	0		0	1	0
WGYFSC	1101	37002	天使·圣洁之风	512	1	1	45	999	0	0			0	0	0	888	398	1	0	0		0	1	0
WGYFSC	1102	37006	恶魔·邪恶之魂	513	1	1	45	999	0	0			0	0	0	1298	998	1	0	0		0	1	0
WGMZSC	1201	37004	天使·圣洁之光	514	1	1	45	999	0	0			0	0	0	800	368	1	0	0		0	1	0
WGMZSC	1202	37008	恶魔·邪恶之角	515	1	1	45	999	0	0			0	0	0	998	800	1	0	0		0	1	0
CWSC	501	1	小暴龙	601	2	1	70	999	0	0			0	0	4	200	120	1	0	0		0	0	0
CWSC	502	2	小布丁	602	2	1	70	999	0	0			0	0	4	200	120	1	0	0		0	0	0
CWSC	503	3	小懒龟	603	2	1	70	999	0	0			0	0	4	200	120	1	0	0		0	0	0
DJDL2	1310	28303	36级等级大礼（一）	1	1	1	36	39	0	0			0	0	20	110	20	1	0	0		[(0,27517,1),(0,25600,5),(0,25681,10)]	0	0
DJDL2	1311	28304	36级等级大礼（二）	2	1	1	36	39	0	0			0	0	10	230	88	1	0	0		[(0,27518,1),(0,26450,5),(0,25681,20)]	0	0
DJDL2	1312	28305	36级等级大礼（三）	3	1	1	36	39	0	0			0	0	3	2010	1000	1	0	0		[(0,27521,1),(0,25600,100),(0,25681,100)]	0	0
DJDL2	1313	28306	40级等级大礼（一）	4	1	1	40	40	0	0			0	0	5	280	72	1	0	0		[(0,25657,1),(0,26450,1),(0,25682,20)]	0	0
DJDL2	1314	28307	40级等级大礼（二）	5	1	1	40	40	0	0			0	0	3	360	180	1	0	0		[(0,27519,1),(0,26450,5),(0,25682,40)]	0	0
DJDL2	1315	28308	40级等级大礼（三）	6	1	1	40	40	0	0			0	0	1	1458	888	1	0	0		[(0,37002,1),(0,27566,20),(0,25682,200)]	0	0
DJDL2	1316	28309	45级等级大礼（一）	7	1	1	45	45	0	0			0	0	10	50	10	1	0	0		[(0,25666,20),(0,25661,20),(0,25682,20)]	0	0
DJDL2	1317	28310	45级等级大礼（二）	8	1	1	45	45	0	0			0	0	10	60	20	1	0	0		[(0,25671,20),(0,25661,20),(0,25682,40)]	0	0
DJDL2	1318	28311	45级等级大礼（三）	9	1	1	45	45	0	0			0	0	1	300	100	1	0	0		[(0,25671,100),(0,25666,100),(0,25682,200)]	0	0
DJDL2	1319	28312	50级等级大礼（一）	10	1	1	50	51	0	0			0	0	10	130	60	1	0	0		[(0,25829,100),(0,26450,1),(0,25682,20)]	0	0
