mallType	tradeId	goodsId	goodsName	sortPriority	goodsType	sellType	needLevel	hideLevel	needVIP	needDay	startTime	endTime	isShow	dayLimitCnt	limitCnt	baseRMB	discountRMB	discountForever	discountCardCoding	VipLevelDiscount	activeTypeShow	viewItems	CanGiving	QRMB
DJSC	310	26361	姻缘石欢喜礼包	5	1	1	999	999	0	0			0	0	30	625	500	1	0	0		0	0	0
DJSC	311	26350	勇闯十二宫礼包	2	1	1	80	999	0	0			0	30	0	1795	995	1	0	0	13	0	0	0
DJSC	312	26484	装备附魔宝箱钥匙	114	1	1	60	999	0	0			0	0	0	75	50	1	0	0		0	0	0
DJSC	313	26485	装备附魔宝箱	115	1	1	60	999	0	0			0	0	0	250	200	1	0	0		0	0	0
DJSC	315	26898	黄金藏宝图	102	1	1	60	999	0	0			0	0	0	455	195	1	0	0	17	0	0	0
DJSC	316	26676	时装之魄	6	1	1	65	999	0	0			0	0	0	915	795	1	0	0		0	0	0
DJSC	317	26677	时装精华	7	1	1	85	999	0	0			0	0	0	125	95	1	0	0		0	0	0
DJSC	318	26340	天赋卡钥匙	124	1	1	80	999	0	0			0	0	0	1795	995	1	0	0		0	0	0
DJSC	327	27041	龙脉精华	99	1	1	90	999	0	0			0	0	0	75	50	1	0	0		0	0	0
DJSC	328	27042	龙脉精魄	98	1	1	90	999	0	0			0	0	0	75	50	1	0	0		0	0	0
DJSC	329	27081	水脉之灵	97	1	1	90	999	0	0			0	0	1	3995	1995	1	0	0		0	0	0
DJSC	330	27083	土脉之灵	96	1	1	90	999	0	0			0	0	1	3995	1995	1	0	0		0	0	0
DJSC	331	27154	金锄头	95	1	1	70	999	0	0			0	0	0	455	195	1	0	0	70	0	0	0
DJSC	332	27173	黄金探宝器	93	1	1	75	999	0	0			0	0	0	455	195	1	0	0	72	0	0	0
DJSC	333	27422	魔蝎绝骑永久道具	123	1	1	999	999	0	0			0	0	1	2400	1998	1	0	0		0	0	0
DJSC	336	26161	Lv1 攻击之灵	27	1	1	70	999	0	0			0	0	0	550	395	1	0	0		0	0	0
DJSC	337	26162	Lv1 生命之灵	28	1	1	70	999	0	0			0	0	0	550	395	1	0	0		0	0	0
DJSC	338	26166	Lv1 格挡之灵	29	1	1	70	999	0	0			0	0	0	550	395	1	0	0		0	0	0
DJSC	339	26221	宠物精华	30	1	1	70	999	0	0			0	0	0	40	25	1	0	0		0	0	0
DJSC	340	27837	爱之初恋	1	1	1	36	999	0	0			0	0	0	4995	4995	0	0	0		0	0	0
DJSC	341	27838	相伴一生	2	1	1	36	999	0	0			0	0	0	7495	7495	0	0	0		0	0	0
DJSC	342	27839	永恒爱恋	3	1	1	36	999	0	0			0	0	0	14995	14995	0	0	0		0	0	0
DJSC	344	28280	魔灵刷新石	96	1	1	120	999	0	0			0	300	0	50	50	1	0	0		0	0	0
DJSC	345	28785	9朵玫瑰花	5	1	1	30	999	0	0			0	0	0	50	25	1	0	0		0	0	0
DJSC	346	28786	玫瑰花束	6	1	1	30	999	0	0			0	0	0	490	245	1	0	0		0	0	0
DJSC	347	28787	玫瑰花篮	7	1	1	30	999	0	0			0	0	0	4990	2495	1	0	0		0	0	0
BSSC	401	25747	四级生命宝石	1	1	2	40	999	0	0			0	0	0	405	295	1	0	6		0	0	0
BSSC	402	25748	四级物攻宝石	2	1	2	40	999	0	0			0	0	0	405	295	1	0	6		0	0	0
BSSC	403	25749	四级法攻宝石	3	1	2	40	999	0	0			0	0	0	405	295	1	0	6		0	0	0
BSSC	404	25750	四级物防宝石	4	1	2	40	999	0	0			0	0	0	325	245	1	0	6		0	0	0
BSSC	405	25751	四级法防宝石	5	1	2	40	999	0	0			0	0	0	325	245	1	0	6		0	0	0
BSSC	406	25752	四级暴击宝石	6	1	2	60	999	0	0			0	0	0	405	295	1	0	6		0	0	0
BSSC	407	25753	四级免暴宝石	7	1	2	60	999	0	0			0	0	0	405	295	1	0	6		0	0	0
BSSC	408	25754	四级精准宝石	8	1	2	60	999	0	0			0	0	0	405	295	1	0	6		0	0	0
BSSC	409	25755	四级格挡宝石	9	1	2	60	999	0	0			0	0	0	405	295	1	0	6		0	0	0
BSSC	410	25738	三级生命宝石	10	1	0	40	999	0	0			0	0	0	205	155	1	0	6		0	0	0
BSSC	411	25739	三级物攻宝石	11	1	0	40	999	0	0			0	0	0	205	155	1	0	6		0	0	0
BSSC	412	25740	三级法攻宝石	12	1	0	40	999	0	0			0	0	0	205	155	1	0	6		0	0	0
BSSC	413	25741	三级物防宝石	13	1	0	40	999	0	0			0	0	0	165	125	1	0	6		0	0	0
BSSC	414	25742	三级法防宝石	14	1	0	40	999	0	0			0	0	0	165	125	1	0	6		0	0	0
BSSC	415	25743	三级暴击宝石	15	1	0	60	999	0	0			0	0	0	205	155	1	0	6		0	0	0
BSSC	416	25744	三级免暴宝石	16	1	0	60	999	0	0			0	0	0	205	155	1	0	6		0	0	0
BSSC	417	25745	三级精准宝石	17	1	0	60	999	0	0			0	0	0	205	155	1	0	6		0	0	0
BSSC	418	25746	三级格挡宝石	18	1	0	60	999	0	0			0	0	0	205	155	1	0	6		0	0	0
BSSC	419	25729	二级生命宝石	19	1	0	40	999	0	0			0	0	0	105	85	1	0	6		0	0	0
BSSC	420	25730	二级物攻宝石	20	1	0	40	999	0	0			0	0	0	105	85	1	0	6		0	0	0
BSSC	421	25731	二级法攻宝石	21	1	0	40	999	0	0			0	0	0	105	85	1	0	6		0	0	0
BSSC	422	25732	二级物防宝石	22	1	0	40	999	0	0			0	0	0	85	65	1	0	6		0	0	0
BSSC	423	25733	二级法防宝石	23	1	0	40	999	0	0			0	0	0	85	65	1	0	6		0	0	0
BSSC	424	25734	二级暴击宝石	24	1	0	60	999	0	0			0	0	0	105	85	1	0	6		0	0	0
BSSC	425	25735	二级免暴宝石	25	1	0	60	999	0	0			0	0	0	105	85	1	0	6		0	0	0
BSSC	426	25736	二级精准宝石	26	1	0	60	999	0	0			0	0	0	105	85	1	0	6		0	0	0
BSSC	427	25737	二级格挡宝石	27	1	0	60	999	0	0			0	0	0	105	85	1	0	6		0	0	0
BSSC	428	25720	一级生命宝石	28	1	0	40	999	0	0			0	0	0	55	45	1	0	6		0	0	0
BSSC	429	25721	一级物攻宝石	29	1	0	40	999	0	0			0	0	0	55	45	1	0	6		0	0	0
BSSC	430	25722	一级法攻宝石	30	1	0	40	999	0	0			0	0	0	55	45	1	0	6		0	0	0
BSSC	431	25723	一级物防宝石	31	1	0	40	999	0	0			0	0	0	45	35	1	0	6		0	0	0
BSSC	432	25724	一级法防宝石	32	1	0	40	999	0	0			0	0	0	45	35	1	0	6		0	0	0
BSSC	433	25725	一级暴击宝石	33	1	0	60	999	0	0			0	0	0	55	45	1	0	6		0	0	0
BSSC	434	25726	一级免暴宝石	34	1	0	60	999	0	0			0	0	0	55	45	1	0	6		0	0	0
BSSC	435	25727	一级精准宝石	35	1	0	60	999	0	0			0	0	0	55	45	1	0	6		0	0	0
BSSC	436	25728	一级格挡宝石	36	1	0	60	999	0	0			0	0	0	55	45	1	0	6		0	0	0
CWSC	501	1	小白龙	1	2	1	70	999	0	0			0	0	4	1195	995	1	0	0		0	0	0
CWSC	502	2	小蓝龙	2	2	1	70	999	0	0			0	0	4	1195	995	1	0	0		0	0	0
CWSC	503	3	小黑龙	3	2	1	70	999	0	0			0	0	4	1195	995	1	0	0		0	0	0
WGCBSC	602	37010	红粉佳人	2	1	1	65	999	0	0			0	0	0	5995	3995	1	0	0		0	0	0
WGWQSC	1002	37005	恶魔·邪恶之力	4	1	1	45	999	0	0			0	0	0	1888	1395	1	0	0		0	0	0
WGYFSC	1102	37006	恶魔·邪恶之魂	4	1	1	45	999	0	0			0	0	0	1195	995	1	0	0		0	0	0
WGMZSC	1202	37008	恶魔·邪恶之角	4	1	1	45	999	0	0			0	0	0	1195	995	1	0	0		0	0	0
WGWQSC	1001	37001	天使·圣洁之心	3	1	1	45	999	0	0			0	0	0	1888	1395	1	0	0		0	0	0
WGYFSC	1101	37002	天使·圣洁之风	3	1	1	45	999	0	0			0	0	0	1195	995	1	0	0		0	0	0
WGMZSC	1201	37004	天使·圣洁之光	3	1	1	45	999	0	0			0	0	0	1195	995	1	0	0		0	0	0
FWSC	701	25886	四级正义符文	1	1	1	60	999	0	0			0	0	0	405	295	1	0	0		0	0	0
FWSC	702	25887	四级公正符文	2	1	1	60	999	0	0			0	0	0	405	295	1	0	0		0	0	0
FWSC	703	25888	四级英勇符文	3	1	1	60	999	0	0			0	0	0	405	295	1	0	0		0	0	0
FWSC	704	25889	四级无畏符文	4	1	1	60	999	0	0			0	0	0	405	295	1	0	0		0	0	0
FWSC	705	25890	四级忠诚符文	5	1	1	60	999	0	0			0	0	0	405	295	1	0	0		0	0	0
FWSC	706	25891	四级荣誉符文	6	1	1	60	999	0	0			0	0	0	405	295	1	0	0		0	0	0
FWSC	707	25892	四级牺牲符文	7	1	1	60	999	0	0			0	0	0	405	295	1	0	0		0	0	0
FWSC	708	25893	四级怜悯符文	8	1	1	60	999	0	0			0	0	0	405	295	1	0	0		0	0	0
FWSC	709	25894	四级奉献符文	9	1	1	60	999	0	0			0	0	0	405	295	1	0	0		0	0	0
FWSC	710	25895	四级信仰符文	10	1	1	60	999	0	0			0	0	0	405	295	1	0	0		0	0	0
FWSC	711	25896	四级智慧符文	11	1	1	60	999	0	0			0	0	0	405	295	1	0	0		0	0	0
FWSC	712	25897	四级命运符文	12	1	1	60	999	0	0			0	0	0	405	295	1	0	0		0	0	0
FWSC	713	25874	三级正义符文	13	1	0	60	999	0	0			0	0	0	205	155	1	0	0		0	0	0
FWSC	714	25875	三级公正符文	14	1	0	60	999	0	0			0	0	0	205	155	1	0	0		0	0	0
FWSC	715	25876	三级英勇符文	15	1	0	60	999	0	0			0	0	0	205	155	1	0	0		0	0	0
FWSC	716	25877	三级无畏符文	16	1	0	60	999	0	0			0	0	0	205	155	1	0	0		0	0	0
FWSC	717	25878	三级忠诚符文	17	1	0	60	999	0	0			0	0	0	205	155	1	0	0		0	0	0
FWSC	718	25879	三级荣誉符文	18	1	0	60	999	0	0			0	0	0	205	155	1	0	0		0	0	0
FWSC	719	25880	三级牺牲符文	19	1	0	60	999	0	0			0	0	0	205	155	1	0	0		0	0	0
FWSC	720	25881	三级怜悯符文	20	1	0	60	999	0	0			0	0	0	205	155	1	0	0		0	0	0
FWSC	721	25882	三级奉献符文	21	1	0	60	999	0	0			0	0	0	205	155	1	0	0		0	0	0
FWSC	722	25883	三级信仰符文	22	1	0	60	999	0	0			0	0	0	205	155	1	0	0		0	0	0
FWSC	723	25884	三级智慧符文	23	1	0	60	999	0	0			0	0	0	205	155	1	0	0		0	0	0
FWSC	724	25885	三级命运符文	24	1	0	60	999	0	0			0	0	0	205	155	1	0	0		0	0	0
FWSC	725	25862	二级正义符文	25	1	0	60	999	0	0			0	0	0	105	85	1	0	0		0	0	0
FWSC	726	25863	二级公正符文	26	1	0	60	999	0	0			0	0	0	105	85	1	0	0		0	0	0
FWSC	727	25864	二级英勇符文	27	1	0	60	999	0	0			0	0	0	105	85	1	0	0		0	0	0
FWSC	728	25865	二级无畏符文	28	1	0	60	999	0	0			0	0	0	105	85	1	0	0		0	0	0
FWSC	729	25866	二级忠诚符文	29	1	0	60	999	0	0			0	0	0	105	85	1	0	0		0	0	0
FWSC	730	25867	二级荣誉符文	30	1	0	60	999	0	0			0	0	0	105	85	1	0	0		0	0	0
FWSC	731	25868	二级牺牲符文	31	1	0	60	999	0	0			0	0	0	105	85	1	0	0		0	0	0
FWSC	732	25869	二级怜悯符文	32	1	0	60	999	0	0			0	0	0	105	85	1	0	0		0	0	0
FWSC	733	25870	二级奉献符文	33	1	0	60	999	0	0			0	0	0	105	85	1	0	0		0	0	0
FWSC	734	25871	二级信仰符文	34	1	0	60	999	0	0			0	0	0	105	85	1	0	0		0	0	0
FWSC	735	25872	二级智慧符文	35	1	0	60	999	0	0			0	0	0	105	85	1	0	0		0	0	0
FWSC	736	25873	二级命运符文	36	1	0	60	999	0	0			0	0	0	105	85	1	0	0		0	0	0
FWSC	737	25850	一级正义符文	37	1	0	60	999	0	0			0	0	0	55	45	1	0	0		0	0	0
FWSC	738	25851	一级公正符文	38	1	0	60	999	0	0			0	0	0	55	45	1	0	0		0	0	0
FWSC	739	25852	一级英勇符文	39	1	0	60	999	0	0			0	0	0	55	45	1	0	0		0	0	0
FWSC	740	25853	一级无畏符文	40	1	0	60	999	0	0			0	0	0	55	45	1	0	0		0	0	0
FWSC	741	25854	一级忠诚符文	41	1	0	60	999	0	0			0	0	0	55	45	1	0	0		0	0	0
FWSC	742	25855	一级荣誉符文	42	1	0	60	999	0	0			0	0	0	55	45	1	0	0		0	0	0
FWSC	743	25856	一级牺牲符文	43	1	0	60	999	0	0			0	0	0	55	45	1	0	0		0	0	0
FWSC	744	25857	一级怜悯符文	44	1	0	60	999	0	0			0	0	0	55	45	1	0	0		0	0	0
FWSC	745	25858	一级奉献符文	45	1	0	60	999	0	0			0	0	0	55	45	1	0	0		0	0	0
FWSC	746	25859	一级信仰符文	46	1	0	60	999	0	0			0	0	0	55	45	1	0	0		0	0	0
FWSC	747	25860	一级智慧符文	47	1	0	60	999	0	0			0	0	0	55	45	1	0	0		0	0	0
FWSC	748	25861	一级命运符文	48	1	0	60	999	0	0			0	0	0	55	45	1	0	0		0	0	0
GZSC	801	26129	贵族优惠大礼包(1)	6	1	2	30	999	1	0			0	0	1	95	55	1	0	0		0	0	0
GZSC	802	26130	贵族优惠大礼包(2)	7	1	2	30	999	2	0			0	0	1	455	295	1	0	0		0	0	0
GZSC	803	26131	贵族优惠大礼包(3)	8	1	2	30	999	3	0			0	0	1	915	595	1	0	0		0	0	0
GZSC	804	26132	贵族优惠大礼包(4)	9	1	2	30	999	4	0			0	0	1	1795	995	1	0	0		0	0	0
GZSC	805	26133	贵族优惠大礼包(5)	10	1	2	40	999	5	0			0	0	1	2795	1995	1	0	0		0	0	0
GZSC	806	26134	贵族优惠大礼包(6)	11	1	2	40	999	6	0			0	0	1	4795	2995	1	0	0		0	0	0
GZSC	807	26135	贵族优惠大礼包(7)	12	1	2	60	999	7	0			0	0	1	6595	3995	1	0	0		0	0	0
GZSC	808	26136	贵族优惠大礼包(8)	13	1	2	60	999	8	0			0	0	1	8795	4995	1	0	0		0	0	0
GZSC	809	26137	贵族优惠大礼包(9)	14	1	2	80	999	9	0			0	0	1	10795	6995	1	0	0		0	0	0
GZSC	810	26138	贵族优惠大礼包(10)	15	1	2	80	999	10	0			0	0	1	12455	7995	1	0	0		0	0	0
GZSC	811	26360	英雄贵族礼包	5	1	1	15	999	1	(12,99999)			0	0	10	475	375	1	0	0		0	0	0
GZSC	1821	28563	战魂珠	1	1	2	100	999	0	0			0	0	0	50	50	0	0	0		0	0	1
GZSC	1822	28564	战魂精华	2	1	2	100	999	0	0			0	0	0	125	125	0	0	0		0	0	1
GZSC	1823	28571	阵灵珠	3	1	2	100	999	0	0			0	0	0	50	50	0	0	0		0	0	1
GZSC	1824	28572	阵灵精华	4	1	2	100	999	0	0			0	0	0	125	125	0	0	0		0	0	1
DJDL	900	26276	50级等级大礼（一）	5	1	1	999	999	0	0			0	0	1	1455	795	1	0	0		0	0	0
DJDL	901	26277	50级等级大礼（二）	6	1	1	999	999	0	0			0	0	30	135	95	1	0	0		0	0	0
DJDL	902	26278	54级等级大礼（一）	7	1	1	999	999	0	0			0	0	1	1455	795	1	0	0		0	0	0
DJDL	903	26279	54级等级大礼（二）	8	1	1	999	999	0	0			0	0	30	135	95	1	0	0		0	0	0
DJDL	904	26280	57级等级大礼（一）	9	1	1	999	999	0	0			0	0	1	1455	795	1	0	0		0	0	0
DJDL	905	26281	57级等级大礼（二）	10	1	1	999	999	0	0			0	0	40	135	95	1	0	0		0	0	0
DJDL	906	26273	40级等级大礼（一）	1	1	1	999	999	0	0			0	0	3	1955	995	1	0	0		0	0	0
DJDL	907	26274	40级等级大礼（二）	2	1	1	999	999	0	0			0	0	20	455	195	1	0	0		0	0	0
DJDL	908	26275	46级等级大礼（一）	3	1	1	999	999	0	0			0	0	2	4795	1395	1	0	0		0	0	0
DJDL	909	26299	46级等级大礼（二）	4	1	1	999	999	0	0			0	0	100	65	25	1	0	0		0	0	0
DJDL	910	26282	60级等级大礼（一）	11	1	1	999	999	0	0			0	0	1	1795	995	1	0	0		0	0	0
DJDL	911	26283	60级等级大礼（二）	12	1	1	999	999	0	0			0	0	1	1795	995	1	0	0		0	0	0
DJDL	912	26284	62级等级大礼（一）	13	1	1	999	999	0	0			0	0	1	1795	995	1	0	0		0	0	0
DJDL	913	26285	62级等级大礼（二）	14	1	1	999	999	0	0			0	0	1	1795	995	1	0	0		0	0	0
DJDL	914	26286	64级等级大礼（一）	15	1	1	999	999	0	0			0	0	1	1795	995	1	0	0		0	0	0
DJDL	915	26287	64级等级大礼（二）	16	1	1	999	999	0	0			0	0	1	1795	995	1	0	0		0	0	0
DJDL	916	26288	65级等级大礼（一）	17	1	1	999	999	0	0			0	0	20	875	595	1	0	0		0	0	0
DJDL	917	26289	65级等级大礼（二）	18	1	1	999	999	0	0			0	0	1	1455	595	1	0	0		0	0	0
DJDL	918	26290	68级等级大礼（一）	19	1	1	999	999	0	0			0	0	20	875	595	1	0	0		0	0	0
DJDL	919	26291	68级等级大礼（二）	20	1	1	999	999	0	0			0	0	1	1455	795	1	0	0		0	0	0
DJDL	920	26292	70级等级大礼（一）	21	1	1	999	999	0	0			0	0	5	1900	995	1	0	0		0	0	0
DJDL	921	26293	70级等级大礼（二）	22	1	1	999	999	0	0			0	0	1	1455	795	1	0	0		0	0	0
DJDL	922	26294	73级等级大礼（一）	23	1	1	999	999	0	0			0	0	5	1900	995	1	0	0		0	0	0
DJDL	923	26295	73级等级大礼（二）	24	1	1	999	999	0	0			0	0	1	1455	795	1	0	0		0	0	0
DJDL	924	26296	75级等级大礼（一）	25	1	1	999	999	0	0			0	0	20	355	255	1	0	0		0	0	0
DJDL	925	26297	75级等级大礼（二）	26	1	1	999	999	0	0			0	0	20	395	295	1	0	0		0	0	0
DJDL1	926	27429	40级等级大礼（1）	1	1	1	40	45	0	0			0	0	5	1000	295	1	0	0		[(0,25657,1)]	0	0
DJDL1	927	27430	40级等级大礼（2）	2	1	1	40	45	0	0			0	0	20	325	155	1	0	0		[(0,26033,1),(0,25600,12),(0,25828,100000)]	0	0
DJDL1	928	27431	40级等级大礼（3）	3	1	1	40	45	0	0			0	0	3	2025	995	1	0	0		[(0,25747,1),(0,25748,1),(0,25749,1),(0,25750,1),(0,25828,180000)]	0	0
DJDL1	929	27432	46级等级大礼（1）	4	1	1	46	49	0	0			0	0	99	55	15	1	0	0		[(0,26032,1)]	0	0
DJDL1	930	27433	46级等级大礼（2）	5	1	1	46	49	0	0			0	0	20	595	295	1	0	0		[(0,26033,1),(0,26344,12),(0,25828,100000)]	0	0
DJDL1	931	27434	46级等级大礼（3）	6	1	1	46	49	0	0			0	0	3	3000	1395	1	0	0		[(0,25600,50),(0,26344,50),(0,25828,580000)]	0	0
DJDL1	932	27435	50级等级大礼（1）	7	1	1	50	53	0	0			0	0	30	200	55	1	0	0		[(0,25682,20),(0,25828,200000)]	0	0
DJDL1	933	27436	50级等级大礼（2）	8	1	1	50	53	0	0			0	0	5	995	425	1	0	0		[(0,26042,1),(0,25828,300000)]	0	0
DJDL1	934	27437	50级等级大礼（3）	9	1	1	50	53	0	0			0	0	1	1995	995	1	0	0		[(2,22,1),(2,2,1),(0,25828,400000)]	0	0
DJDL1	935	27438	54级等级大礼（1）	10	1	1	54	56	0	0			0	0	30	200	55	1	0	0		[(0,25682,20),(0,25828,200000)]	0	0
DJDL1	936	27439	54级等级大礼（2）	11	1	1	54	56	0	0			0	0	5	995	425	1	0	0		[(0,26042,1),(0,25828,300000)]	0	0
DJDL1	937	27440	54级等级大礼（3）	12	1	1	54	56	0	0			0	0	1	1995	995	1	0	0		[(2,23,1),(2,2,1),(0,25828,400000)]	0	0
DJDL1	938	27441	57级等级大礼（1）	13	1	1	57	59	0	0			0	0	40	200	55	1	0	0		[(0,25682,20),(0,25828,200000)]	0	0
DJDL1	939	27442	57级等级大礼（2）	14	1	1	57	59	0	0			0	0	5	995	425	1	0	0		[(0,26042,1),(0,25828,300000)]	0	0
DJDL1	940	27443	57级等级大礼（3）	15	1	1	57	59	0	0			0	0	1	1995	995	1	0	0		[(2,21,1),(2,2,1),(0,25828,400000)]	0	0
DJDL1	941	27444	60级等级大礼（1）	16	1	1	60	64	0	0			0	0	30	55	25	1	0	0		[(0,26266,1)]	0	0
DJDL1	942	27445	60级等级大礼（2）	17	1	1	60	64	0	0			0	0	5	495	325	1	0	0		[(0,26031,1),(0,26043,5)]	0	0
DJDL1	943	27446	60级等级大礼（3）	18	1	1	60	64	0	0			0	0	3	1895	795	1	0	0		[(0,25752, 1), (0,25753, 1), (0,25754, 1), (0,25755, 1),(0,26267,1),(0,25828,280000)]	0	0
