actId	idx	desc	rewardMoney	rewardTarot	rewardRMB	rewardItem	rewardItemShow	needBuyUnbindRMB	needPurgatoryId	needPurgatoryPassCnt	needFinishGVEFBCnt	needJJCCnt	needFinishFBCnt	needFinishUnionFBCnt	needSlavePlayCnt	needOnlineTime	HeroLevel	HeroIds	maxCnt	needGoldCnt	WingculCnt	GemsynCnt	SaveSlaveCnt	challengeTimes	costRMB	PetevlTimes	Petstar	needMountTrainCnt	needMountRMBTrainCnt	EvlHoleTimes	CatchSlaveTimes	ChallengHeroTimes	TotalcostRMB	PetSpiritLevel	PetLuckyDraw	EquipmentStengCnt	PetEvoId	tarotCntDict	tarotCnt	dayBuyGem	fuwenSyn	partytimes	CFbtimes
1	10	累计充值100000神石	0	0	4500	[(26302,30),(28296,150),(28279,150)]	[(25829,4500),(26302,30),(28296,150),(28279,150)]	100000	0	0	0	0	0	0	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
1	11	累计充值200000神石	0	0	15000	[(26302,100),(28296,500),(28279,500)]	[(25829,15000),(26302,100),(28296,500),(28279,500)]	200000	0	0	0	0	0	0	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
1	12	累计充值300000神石	0	0	15000	[(26302,100),(28296,500),(28279,500)]	[(25829,15000),(26302,100),(28296,500),(28279,500)]	300000	0	0	0	0	0	0	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
1	13	累计充值500000神石	0	0	30000	[(26302,200),(28296,1000),(28279,1000)]	[(25829,30000),(26302,200),(28296,1000),(28279,1000)]	500000	0	0	0	0	0	0	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
2	1	今日充值任意金额	0	0	500	[(28687,500),(26026,1)]	[(28687,500),(25829,500),(26026,1)]	0	0	0	0	0	0	0	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
1002	1	今日充值任意金额	0	0	0	[(26026,1)]	[(26026,1)]	0	0	0	0	0	0	0	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
3	1	每日消费一次任意神石	0	0	0	[(27544,1),(25837,1),(26152,1)]	[(27544,1),(25837,1),(26152,1)]	0	0	0	0	0	0	0	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
4	1	每日参与组队副本3次	100000	0	10	[(26119,1),(29463,2)]	[(25829,10),(26119,1),(26267,1),(29463,2)]	0	0	0	3	0	0	0	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
4	2	每日参与组队副本4次	100000	0	20	[(26267,1)]	[(25829,20),(26267,1),(26267,1)]	0	0	0	4	0	0	0	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
1004	1	每日参与组队副本3次	100000	0	10	[(26119,1)]	[(25829,10),(26119,1),(26267,1)]	0	0	0	3	0	0	0	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
1004	2	每日参与组队副本4次	100000	0	20	[(26267,1)]	[(25829,20),(26267,1),(26267,1)]	0	0	0	4	0	0	0	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
5	1	每日参与竞技战10次	100000	0	10	[(26032,1),(29463,2)]	[(25829,10),(25828,100000),(26032,1),(29463,2)]	0	0	0	0	10	0	0	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
5	2	每日参与竞技战15次	100000	0	20	[(26450,1)]	[(25829,20),(25828,100000),(26450,1)]	0	0	0	0	15	0	0	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
1005	1	每日参与竞技战10次	100000	0	10	[(26032,1)]	[(25829,10),(25828,100000),(26032,1)]	0	0	0	0	10	0	0	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
1005	2	每日参与竞技战15次	100000	0	20	[(26450,1)]	[(25829,20),(25828,100000),(26450,1)]	0	0	0	0	15	0	0	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
6	1	每日参与单人副本15次	0	0	10	[(27372,1),(26032,1)]	[(25829,10),(27372,1),(26032,1)]	0	0	0	0	0	15	0	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
6	2	每日参与单人副本20次	0	0	20	[(27373,1),(26033,1)]	[(25829,20),(27373,1),(26033,1)]	0	0	0	0	0	20	0	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
1006	1	每日参与单人副本15次	0	0	10	[(27372,1),(26032,1)]	[(25829,10),(27372,1),(26032,1)]	0	0	0	0	0	15	0	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
1006	2	每日参与单人副本20次	0	0	20	[(27373,1),(26033,1)]	[(25829,20),(27373,1),(26033,1)]	0	0	0	0	0	20	0	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
2006	1	每日参与单人副本15次	0	0	10	[(27372,1),(26032,1)]	[(25829,10),(27372,1),(26032,1)]	0	0	0	0	0	15	0	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
2006	2	每日参与单人副本20次	0	0	20	[(27373,1),(26033,1)]	[(25829,20),(27373,1),(26033,1)]	0	0	0	0	0	20	0	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
7	1	每日参与公会副本3次	100000	0	0	[(26119,1)]	[(25829,10),(25828,100000),(26119,1)]	0	0	0	0	0	0	3	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
7	2	每日参与公会副本5次	100000	0	0	[(26267,1)]	[(25829,20),(25828,100000),(26267,1)]	0	0	0	0	0	0	5	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
1007	1	每日参与公会副本3次	100000	0	0	[(26032,1)]	[(25829,10),(25828,100000),(26119,1)]	0	0	0	0	0	0	3	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
1007	2	每日参与公会副本5次	100000	0	0	[(26450,1)]	[(25829,20),(25828,100000),(26267,1)]	0	0	0	0	0	0	5	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
8	1	每日勇斗领主互动6次	100000	0	0	[(27544,1)]	[(25828,100000),(27544,1)]	0	0	0	0	0	0	0	6	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
9	1	每日在线30分钟	50000	0	0	[(25636,5)]	[(25828,50000),(25636,5)]	0	0	0	0	0	0	0	0	30			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
9	2	每日在线60分钟	0	0	0	[(26152,1)]	[(26152,1)]	0	0	0	0	0	0	0	0	60			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
9	3	每日在线120分钟	0	0	0	[(27076,1)]	[(27076,1)]	0	0	0	0	0	0	0	0	120			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
10	1	每日通关任意评价3次	0	0	0	[(28263,1)]	[(28263,1)]	0	0	3	0	0	0	0	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
1010	1	每日通关任意评价3次	0	0	0	[(26266,1)]	[(26266,1)]	0	0	3	0	0	0	0	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
11	1	活动期间升级紫色众神之王到满级	0	0	0	[(27077,1)]	[(27077,1)]	0	0	0	0	0	0	0	0	0	(59,110)		5	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
12	1	活动期间获得橙色1星英雄	1000000	0	0	[(27697,10),(25970,15)]	[(25828,1000000),(27697,10),(25970,15)]	0	0	0	0	0	0	0	0	0		(5,10,15)	-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
12	2	活动期间获得橙色2星英雄	1000000	0	0	[(27697,20),(25970,15)]	[(25828,1000000),(27697,20),(25970,15)]	0	0	0	0	0	0	0	0	0		(20,25,30)	-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
12	3	活动期间获得橙色3星英雄	1000000	0	0	[(27697,30),(25970,15)]	[(25828,1000000),(27697,30),(25970,15)]	0	0	0	0	0	0	0	0	0		(35,40,45,93)	-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
12	4	活动期间获得橙色4星英雄	1000000	0	0	[(27697,40),(25970,15)]	[(25828,1000000),(27697,40),(25970,15)]	0	0	0	0	0	0	0	0	0		(50,55,60,65,94)	-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
12	5	活动期间获得橙色5星英雄	1000000	0	0	[(27697,50),(25970,15)]	[(25828,1000000),(27697,50),(25970,15)]	0	0	0	0	0	0	0	0	0		(70,75,80,85,141)	-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
13	1	每日炼金2次	100000	0	0	[(26032,1)]	[(25828,100000),(26032,1)]	0	0	0	0	0	0	0	0	0			-1	2	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
13	2	每日炼金10次	200000	0	0	[(26266,1)]	[(25828,200000),(26266,1)]	0	0	0	0	0	0	0	0	0			-1	10	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
13	3	每日炼金20次	500000	0	0	[(27543,1)]	[(25828,500000),(27543,1)]	0	0	0	0	0	0	0	0	0			-1	20	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
14	1	培养羽翼50次	0	0	0	[(27589,10)]	[(27589,10)]	0	0	0	0	0	0	0	0	0			-1	0	50		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
14	2	培养羽翼100次	0	0	0	[(27589,20)]	[(27589,20)]	0	0	0	0	0	0	0	0	0			-1	0	100		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
15	1	每日登陆	0	0	200	[(25600,20)]	[(25600,20),(25829,200)]	0	0	0	0	0	0	0	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
1015	1	每日登陆	0	0	200	[(25600,20)]	[(25600,20),(25829,200)]	0	0	0	0	0	0	0	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
2015	1	每日登陆	0	0	200	[(25600,20)]	[(25600,20),(25829,200)]	0	0	0	0	0	0	0	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
3015	1	每日登陆	0	0	200	[(25600,20)]	[(25600,20),(25829,200)]	0	0	0	0	0	0	0	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
4015	1	每日登陆	0	0	200	[(25600,20)]	[(25600,20),(25829,200)]	0	0	0	0	0	0	0	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
5015	1	每日登陆	0	0	200	[(25600,20)]	[(25600,20),(25829,200)]	0	0	0	0	0	0	0	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
6015	1	每日登陆	0	0	200	[(25600,20)]	[(25600,20),(25829,200)]	0	0	0	0	0	0	0	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
7015	1	每日登陆	0	0	0	[(27696,5)]	[(27696,5)]	0	0	0	0	0	0	0	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
8015	1	每日登陆	1000000	0	0	[]	[(25828,1000000)]	0	0	0	0	0	0	0	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
9015	1	每日登陆	0	0	200	[]	[(25829,200)]	0	0	0	0	0	0	0	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
10015	1	每日登陆	0	0	0	[(27696,5)]	[(27696,5)]	0	0	0	0	0	0	0	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
11015	1	每日登陆	0	0	0	[(26344,5)]	[(26344,5)]	0	0	0	0	0	0	0	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
12015	1	每日登陆	0	0	200	[]	[(25829,200)]	0	0	0	0	0	0	0	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
13015	1	每日登陆	0	0	0	[(27696,10)]	[(27696,10)]	0	0	0	0	0	0	0	0	0			-1	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
16	1	合成6个6级宝石	1000000	0	0	[(25831,10),(26044,1)]	[(25828,1000000),(25831,10),(26044,1)]	0	0	0	0	0	0	0	0	0			-1	0	0	(6,6)	0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
16	2	合成6个7级宝石	1000000	0	0	[(25831,15),(26031,1)]	[(25828,1000000),(25831,15),(26031,1)]	0	0	0	0	0	0	0	0	0			-1	0	0	(7,6)	0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
16	3	合成6个8级宝石	0	0	0	[(37001,1)]	[(37001,1)]	0	0	0	0	0	0	0	0	0			-1	0	0	(8,6)	0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
17	1	每日解救奴隶3次	100000	0	0	[(26032,1)]	[(26032,1),(25828,100000)]	0	0	0	0	0	0	0	0	0			0	0	0		3	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
17	2	每日解救奴隶5次	100000	0	0	[(27829,1)]	[(27829,1),(25828,100000)]	0	0	0	0	0	0	0	0	0			0	0	0		5	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
18	1	全服前5名通关众神之王章节	0	0	50	[(27477,5)]	[(27477,5),(25829,50)]	0	0	0	0	0	0	0	0	0			5	0	0		0	5		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
18	2	全服前5名通关幻术妖姬章节	0	0	100	[(27477,15)]	[(27477,15),(25829,100)]	0	0	0	0	0	0	0	0	0			5	0	0		0	10		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
18	3	全服前5名通关战争之王章节	0	0	150	[(27477,25)]	[(27477,25),(25829,150)]	0	0	0	0	0	0	0	0	0			5	0	0		0	15		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
19	1	每日成功通关恶魔深渊9次	0	0	10	[(27372,1),(26032,1)]	[(25829,10),(27372,1),(26032,1)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0		0	0	0	0	9	0	0	0	0	0	0	0		0	0	0		0
19	2	每日成功通关恶魔深渊12次	0	0	20	[(27373,1),(26033,1)]	[(25829,20),(27373,1),(26033,1)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0		0	0	0	0	12	0	0	0	0	0	0	0		0	0	0		0
1019	1	每日成功通关恶魔深渊9次	0	0	10	[(27372,1),(26032,1)]	[(25829,10),(27372,1),(26032,1)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0		0	0	0	0	9	0	0	0	0	0	0	0		0	0	0		0
1019	2	每日成功通关恶魔深渊12次	0	0	20	[(27373,1),(26033,1)]	[(25829,20),(27373,1),(26033,1)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0		0	0	0	0	12	0	0	0	0	0	0	0		0	0	0		0
20	1	每日一次性消费1000-1999神石	0	0	0	[(27477,2)]	[(27477,2)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0	[1000,1999]	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
20	2	每日一次性消费2000-4999神石	0	0	0	[(27477,5)]	[(27477,5)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0	[2000,4999]	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
20	3	每日一次性消费5000以上神石	0	0	0	[(27477,15)]	[(27477,15)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0	[5000,9999999]	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
21	1	每日宠物培养10次	0	0	0	[(27477,1),(26043,1)]	[(27477,1),(26043,1)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0		10	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
21	2	每日宠物培养20次	0	0	0	[(27477,1),(26043,5)]	[(27477,1),(26043,5)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0		20	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
21	3	每日宠物培养50次	0	0	0	[(27477,1),(26043,10)]	[(27477,1),(26043,10)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0		50	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0
22	1	任意宠物升到3星	0	0	0	[(27477,10)]	[(27477,10)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0		0	3	0	0	0	0	0	0	0	0	0	0		0	0	0		0
22	2	任意宠物升到4星	0	0	0	[(27477,50)]	[(27477,50)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0		0	4	0	0	0	0	0	0	0	0	0	0		0	0	0		0
22	3	任意宠物升到5星	0	0	0	[(27477,200)]	[(27477,200)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0		0	5	0	0	0	0	0	0	0	0	0	0		0	0	0		0
23	1	坐骑神石培养50次	0	0	0	[(27644,2)]	[(27644,2)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0		0	0	0	50	0	0	0	0	0	0	0	0		0	0	0		0
23	2	坐骑普通培养100次	0	0	0	[(27644,1)]	[(27644,1)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0		0	0	100	0	0	0	0	0	0	0	0	0		0	0	0		0
24	1	每天抓捕奴隶8次	100000	0	0	[(25600,1)]	[(25828,100000),(25600,1)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0		0	0	0	0	0	8	0	0	0	0	0	0		0	0	0		0
24	2	每天抓捕奴隶12次	100000	0	0	[(27543,1)]	[(25828,100000),(27543,1)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0		0	0	0	0	0	12	0	0	0	0	0	0		0	0	0		0
25	1	每日挑战英灵神殿5次	0	0	0	[(26266,1)]	[(26266,1)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0		0	0	0	0	0	0	5	0	0	0	0	0		0	0	0		0
25	2	每日挑战英灵神殿10次	0	0	0	[(27030,1)]	[(27030,1)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0		0	0	0	0	0	0	10	0	0	0	0	0		0	0	0		0
26	1	累计消费2000神石	0	0	0	[(26224,1),(25831,8),(29463,10)]	[(26224,1),(25831,8),(29463,10)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0		0	0	0	0	0	0	0	2000	0	0	0	0		0	0	0		0
26	2	累计消费5000神石	0	0	0	[(26228,1),(25970,8),(29463,20)]	[(26228,1),(25970,8),(29463,20)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0		0	0	0	0	0	0	0	5000	0	0	0	0		0	0	0		0
26	3	累计消费10000神石	0	0	0	[(26608,1),(26043,8),(29463,50)]	[(26608,1),(26043,8),(29463,50)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0		0	0	0	0	0	0	0	10000	0	0	0	0		0	0	0		0
26	4	累计消费20000神石	0	0	0	[(27566,8),(26226,1),(29463,80)]	[(27566,8),(26226,1),(29463,80)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0		0	0	0	0	0	0	0	20000	0	0	0	0		0	0	0		0
26	5	累计消费30000神石	0	0	0	[(27167,10),(26230,1),(29463,100)]	[(27167,10),(26230,1),(29463,100)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0		0	0	0	0	0	0	0	30000	0	0	0	0		0	0	0		0
26	6	累计消费50000神石	0	0	0	[(27566,15),(26928,1),(29463,200)]	[(27566,15),(26928,1),(29463,200)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0		0	0	0	0	0	0	0	50000	0	0	0	0		0	0	0		0
26	7	累计消费80000神石	0	0	0	[(26481,1),(26930,1),(29463,300)]	[(26481,1),(26930,1),(29463,300)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0		0	0	0	0	0	0	0	80000	0	0	0	0		0	0	0		0
26	8	累计消费150000神石	0	0	0	[(26482,1),(27105,1),(28043,1),(29463,500)]	[(26482,1),(27105,1),(28043,1),(29463,500)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0		0	0	0	0	0	0	0	150000	0	0	0	0		0	0	0		0
1026	1	累计消费2000神石	0	0	100	[(26224,1),(25831,8)]	[(26224,1),(25831,8),(25829,100)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0		0	0	0	0	0	0	0	2000	0	0	0	0		0	0	0		0
1026	2	累计消费5000神石	0	0	200	[(26228,1),(25970,8)]	[(26228,1),(25970,8),(25829,200)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0		0	0	0	0	0	0	0	5000	0	0	0	0		0	0	0		0
1026	3	累计消费10000神石	0	0	500	[(26608,1),(26043,8)]	[(26608,1),(26043,8),(25829,500)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0		0	0	0	0	0	0	0	10000	0	0	0	0		0	0	0		0
1026	4	累计消费20000神石	0	0	800	[(27566,8),(26226,1)]	[(27566,8),(26226,1),(25829,800)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0		0	0	0	0	0	0	0	20000	0	0	0	0		0	0	0		0
1026	5	累计消费30000神石	0	0	1000	[(27167,10),(26230,1)]	[(27167,10),(26230,1),(25829,1000)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0		0	0	0	0	0	0	0	30000	0	0	0	0		0	0	0		0
1026	6	累计消费50000神石	0	0	2000	[(27566,15),(26928,1)]	[(27566,15),(26928,1),(25829,2000)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0		0	0	0	0	0	0	0	50000	0	0	0	0		0	0	0		0
1026	7	累计消费80000神石	0	0	3000	[(27177,1),(26930,1)]	[(27177,1),(26930,1),(25829,3000)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0		0	0	0	0	0	0	0	80000	0	0	0	0		0	0	0		0
1026	8	累计消费150000神石	0	0	5000	[(27107,1),(27178,1),(28043,1)]	[(27107,1),(27178,1),(28043,1),(25829,5000)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0		0	0	0	0	0	0	0	150000	0	0	0	0		0	0	0		0
2026	1	累计消费1000神石	0	0	0	[(26044,1),(27042,5)]	[(26044,1),(27042,5)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0		0	0	0	0	0	0	0	1000	0	0	0	0		0	0	0		0
2026	2	累计消费2000神石	0	0	0	[(26026,1),(27041,10),(25831,10)]	[(26026,1),(27041,10),(25831,10)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0		0	0	0	0	0	0	0	2000	0	0	0	0		0	0	0		0
2026	3	累计消费5000神石	0	0	0	[(26228,1),(27042,15),(25970,10)]	[(26228,1),(27042,15),(25970,10)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0		0	0	0	0	0	0	0	5000	0	0	0	0		0	0	0		0
2026	4	累计消费10000神石	0	0	0	[(26608,1),(27041,20),(26043,10)]	[(26608,1),(27041,20),(26043,10)]	0	0	0	0	0	0	0	0	0			0	0	0		0	0		0	0	0	0	0	0	0	10000	0	0	0	0		0	0	0		0
