LiBaoID	SDType	Cnt	RealPrice	MoneyType	Items	RealItems	RewardMoney	RewardRMB	RewardBindRMB	LiBaoName
40	212	1	1600	0	[(25771,4),(26035,1),(26047,200)]	[(25771,4),(26035,1)]	0	200	0	免暴宝石礼包
41	213	1	10000	0	[(25784,1),(26047,11000)]	[(25784,1)]	0	11000	0	八级物攻宝石礼包
42	213	1	10000	0	[(25793,3),(25795,1),(25796,1)]	[(25793,3),(25795,1),(25796,1)]	0	0	0	九级物攻宝石礼包
43	213	4	400	0	[(25749,4),(26035,1),(26047,100)]	[(25749,4),(26035,1)]	0	100	0	法攻宝石礼包
44	213	2	800	0	[(25764,4),(26035,1),(26047,200)]	[(25764,4),(26035,1)]	0	200	0	格挡宝石礼包
45	213	1	1600	0	[(25771,4),(26035,1),(26047,200)]	[(25771,4),(26035,1)]	0	200	0	免暴宝石礼包
46	214	1	10000	0	[(25784,1),(26047,12000)]	[(25784,1)]	0	12000	0	八级物攻宝石礼包
47	214	1	10000	0	[(25793,3),(25795,1),(25796,1)]	[(25793,3),(25795,1),(25796,1)]	0	0	0	九级物攻宝石礼包
48	214	4	400	0	[(25749,4),(26035,1),(26047,100)]	[(25749,4),(26035,1)]	0	100	0	法攻宝石礼包
49	214	2	800	0	[(25764,4),(26035,1),(26047,200)]	[(25764,4),(26035,1)]	0	200	0	格挡宝石礼包
50	214	1	1600	0	[(25771,4),(26035,1),(26047,200)]	[(25771,4),(26035,1)]	0	200	0	免暴宝石礼包
51	215	1	10000	0	[(26450,50),(26047,10000)]	[(26450,50)]	0	10000	0	许愿超级礼包
52	215	4	400	0	[(26450,20),(26047,100)]	[(26450,20)]	0	100	0	许愿小礼包
53	215	2	800	0	[(26450,40),(26047,150)]	[(26450,40)]	0	150	0	许愿中礼包
54	215	1	1600	0	[(26450,100),(26047,200)]	[(26450,100)]	0	200	0	许愿大礼包
55	216	1	10000	0	[(26450,50),(26047,11000)]	[(26450,50)]	0	11000	0	许愿超级礼包
56	216	4	400	0	[(26450,20),(26047,100)]	[(26450,20)]	0	100	0	许愿小礼包
57	216	2	800	0	[(26450,40),(26047,150)]	[(26450,40)]	0	150	0	许愿中礼包
58	216	1	1600	0	[(26450,100),(26047,200)]	[(26450,100)]	0	200	0	许愿大礼包
59	217	1	10000	0	[(26450,50),(26047,12000)]	[(26450,50)]	0	12000	0	许愿超级礼包
60	217	4	400	0	[(26450,20),(26047,100)]	[(26450,20)]	0	100	0	许愿小礼包
61	217	2	800	0	[(26450,40),(26047,150)]	[(26450,40)]	0	150	0	许愿中礼包
62	217	1	1600	0	[(26450,100),(26047,200)]	[(26450,100)]	0	200	0	许愿大礼包
63	218	1	10000	0	[(27035,1),(26047,10000)]	[(27035,1)]	0	10000	0	占卜超级礼包
64	218	5	300	0	[(26042,2),(26036,1),(25828,880000)]	[(26042,2),(26036,1)]	880000	0	0	占卜优惠礼包
65	218	2	888	0	[(26042,5),(26047,200)]	[(26042,5)]	0	200	0	占卜返利小礼包
66	218	1	1688	0	[(26042,10),(26047,400)]	[(26042,10)]	0	400	0	占卜返利大礼包
67	219	1	10000	0	[(27035,1),(26047,11000)]	[(27035,1)]	0	11000	0	占卜超级礼包
68	219	5	300	0	[(26042,2),(26036,1),(25828,880000)]	[(26042,2),(26036,1)]	880000	0	0	占卜优惠礼包
69	219	2	888	0	[(26042,5),(26047,200)]	[(26042,5)]	0	200	0	占卜返利小礼包
70	219	1	1688	0	[(26042,10),(26047,400)]	[(26042,10)]	0	400	0	占卜返利大礼包
71	220	1	10000	0	[(27035,1),(26047,12000)]	[(27035,1)]	0	12000	0	占卜超级礼包
72	220	5	300	0	[(26042,2),(26036,1),(25828,880000)]	[(26042,2),(26036,1)]	880000	0	0	占卜优惠礼包
73	220	2	888	0	[(26042,5),(26047,200)]	[(26042,5)]	0	200	0	占卜返利小礼包
74	220	1	1688	0	[(26042,10),(26047,400)]	[(26042,10)]	0	400	0	占卜返利大礼包
75	221	1	10000	0	[(25935,1),(26047,10000)]	[(25935,1)]	0	10000	0	八级公正符文礼包
76	221	1	10000	0	[(25954,3),(25945,1)]	[(25954,3),(25945,1)]	0	0	0	九级奉献符文礼包
77	221	4	480	0	[(25895,4),(26047,120)]	[(25895,4)]	0	120	0	忠诚符文礼包
78	221	2	960	0	[(25905,4),(26047,240)]	[(25905,4)]	0	240	0	怜悯符文礼包
79	221	1	1920	0	[(25912,4),(26047,500)]	[(25912,4)]	0	500	0	英勇符文礼包
80	222	1	10000	0	[(25935,1),(26047,11000)]	[(25935,1)]	0	11000	0	八级公正符文礼包
81	222	1	10000	0	[(25954,3),(25945,1)]	[(25954,3),(25945,1)]	0	0	0	九级奉献符文礼包
82	222	4	480	0	[(25895,4),(26047,120)]	[(25895,4)]	0	120	0	忠诚符文礼包
83	222	2	960	0	[(25905,4),(26047,240)]	[(25905,4)]	0	240	0	怜悯符文礼包
84	222	1	1920	0	[(25912,4),(26047,500)]	[(25912,4)]	0	500	0	英勇符文礼包
85	223	1	10000	0	[(25935,1),(26047,12000)]	[(25935,1)]	0	12000	0	八级公正符文礼包
86	223	1	10000	0	[(25954,3),(25945,1)]	[(25954,3),(25945,1)]	0	0	0	九级奉献符文礼包
87	223	4	480	0	[(25895,4),(26047,120)]	[(25895,4)]	0	120	0	忠诚符文礼包
88	223	2	960	0	[(25905,4),(26047,240)]	[(25905,4)]	0	240	0	怜悯符文礼包
89	223	1	1920	0	[(25912,4),(26047,500)]	[(25912,4)]	0	500	0	英勇符文礼包
90	224	1	10000	0	[(25837,100),(26047,10000)]	[(25837,100)]	0	10000	0	羽翼培养豪礼
91	224	10	150	0	[(25837,20),(25828,388000)]	[(25837,20)]	388000	0	0	羽翼培养小型礼包
92	224	2	800	0	[(25837,100),(26047,100)]	[(25837,100)]	0	100	0	羽翼培养中型礼包
93	224	1	1600	0	[(25837,200),(26047,200)]	[(25837,200)]	0	200	0	羽翼培养大型礼包
94	225	1	10000	0	[(25837,100),(26047,11000)]	[(25837,100)]	0	11000	0	羽翼培养豪礼
95	225	10	150	0	[(25837,20),(25828,388000)]	[(25837,20)]	388000	0	0	羽翼培养小型礼包
96	225	2	800	0	[(25837,100),(26047,100)]	[(25837,100)]	0	100	0	羽翼培养中型礼包
97	225	1	1600	0	[(25837,200),(26047,200)]	[(25837,200)]	0	200	0	羽翼培养大型礼包
98	226	1	10000	0	[(25837,100),(26047,12000)]	[(25837,100)]	0	12000	0	羽翼培养豪礼
99	226	10	150	0	[(25837,20),(25828,388000)]	[(25837,20)]	388000	0	0	羽翼培养小型礼包
100	226	2	800	0	[(25837,100),(26047,100)]	[(25837,100)]	0	100	0	羽翼培养中型礼包
101	226	1	1600	0	[(25837,200),(26047,200)]	[(25837,200)]	0	200	0	羽翼培养大型礼包
102	227	1	10000	0	[(26144,100),(26047,10000)]	[(26144,100)]	0	10000	0	宠物培养豪礼
103	227	10	150	0	[(26144,20),(25828,388000)]	[(26144,20)]	388000	0	0	宠物培养小型礼包
104	227	2	800	0	[(26144,100),(26047,100)]	[(26144,100)]	0	100	0	宠物培养中型礼包
105	227	1	1600	0	[(26144,200),(26047,200)]	[(26144,200)]	0	200	0	宠物培养大型礼包
106	228	1	10000	0	[(26144,100),(26047,11000)]	[(26144,100)]	0	11000	0	宠物培养豪礼
107	228	10	150	0	[(26144,20),(25828,388000)]	[(26144,20)]	388000	0	0	宠物培养小型礼包
108	228	2	800	0	[(26144,100),(26047,100)]	[(26144,100)]	0	100	0	宠物培养中型礼包
109	228	1	1600	0	[(26144,200),(26047,200)]	[(26144,200)]	0	200	0	宠物培养大型礼包
110	229	1	10000	0	[(26144,100),(26047,12000)]	[(26144,100)]	0	12000	0	宠物培养豪礼
111	229	10	150	0	[(26144,20),(25828,388000)]	[(26144,20)]	388000	0	0	宠物培养小型礼包
112	229	2	800	0	[(26144,100),(26047,100)]	[(26144,100)]	0	100	0	宠物培养中型礼包
113	229	1	1600	0	[(26144,200),(26047,200)]	[(26144,200)]	0	200	0	宠物培养大型礼包
114	230	1	10000	0	[(26344,100),(26343,20),(26047,10000)]	[(26344,100),(26343,20)]	0	10000	0	姻缘超级礼包
115	230	20	148	0	[(26344,20),(25828,388000)]	[(26344,20)]	388000	0	0	姻缘石礼包
116	230	2	848	0	[(26344,100),(26342,20)]	[(26344,100),(26342,20)]	0	0	0	精炼石礼包
117	230	1	1488	0	[(26344,200),(26343,40)]	[(26344,200),(26343,40)]	0	0	0	三生锁礼包
118	231	1	10000	0	[(26344,100),(26343,20),(26047,11000)]	[(26344,100),(26343,20)]	0	11000	0	姻缘超级礼包
119	231	20	148	0	[(26344,20),(25828,388000)]	[(26344,20)]	388000	0	0	姻缘石礼包
120	231	2	848	0	[(26344,100),(26342,20)]	[(26344,100),(26342,20)]	0	0	0	精炼石礼包
121	231	1	1488	0	[(26344,200),(26343,40)]	[(26344,200),(26343,40)]	0	0	0	三生锁礼包
122	232	1	10000	0	[(26344,100),(26343,20),(26047,12000)]	[(26344,100),(26343,20)]	0	12000	0	姻缘超级礼包
123	232	20	148	0	[(26344,20),(25828,388000)]	[(26344,20)]	388000	0	0	姻缘石礼包
124	232	2	848	0	[(26344,100),(26342,20)]	[(26344,100),(26342,20)]	0	0	0	精炼石礼包
125	232	1	1488	0	[(26344,200),(26343,40)]	[(26344,200),(26343,40)]	0	0	0	三生锁礼包
126	233	10	200	0	[(26934,10),(26933,3)]	[(26934,10),(26933,3)]	0	0	0	星灵升星小礼包
127	233	2	888	0	[(26934,50),(26933,10)]	[(26934,50),(26933,10)]	0	0	0	星灵升星优惠礼包
128	233	1	1888	0	[(26934,100),(26933,20),(26047,200)]	[(26934,100),(26933,20)]	0	200	0	星灵升星超值礼包
129	234	10	200	0	[(26934,10),(26933,3)]	[(26934,10),(26933,3)]	0	0	0	星灵升星小礼包
130	234	2	888	0	[(26934,50),(26933,10)]	[(26934,50),(26933,10)]	0	0	0	星灵升星优惠礼包
131	234	1	1888	0	[(26934,100),(26933,20),(26047,200)]	[(26934,100),(26933,20)]	0	200	0	星灵升星超值礼包
132	235	10	200	0	[(26934,10),(26933,3)]	[(26934,10),(26933,3)]	0	0	0	星灵升星小礼包
133	235	2	888	0	[(26934,50),(26933,10)]	[(26934,50),(26933,10)]	0	0	0	星灵升星优惠礼包
134	235	1	1888	0	[(26934,100),(26933,20),(26047,200)]	[(26934,100),(26933,20)]	0	200	0	星灵升星超值礼包
135	236	10	200	0	[(26934,10),(26933,3)]	[(26934,10),(26933,3)]	0	0	0	星灵升星小礼包
136	236	2	888	0	[(26934,50),(26933,10)]	[(26934,50),(26933,10)]	0	0	0	星灵升星优惠礼包
137	236	1	1888	0	[(26934,100),(26933,20),(26047,200)]	[(26934,100),(26933,20)]	0	200	0	星灵升星超值礼包
138	237	10	200	0	[(26934,10),(26933,3)]	[(26934,10),(26933,3)]	0	0	0	星灵升星小礼包
139	237	2	888	0	[(26934,50),(26933,10)]	[(26934,50),(26933,10)]	0	0	0	星灵升星优惠礼包
140	237	1	1888	0	[(26934,100),(26933,20),(26047,200)]	[(26934,100),(26933,20)]	0	200	0	星灵升星超值礼包
141	238	1	8	0	[(27577,1)]	[(27577,1)]	0	0	0	圣诞宠物礼包 
142	238	1	10000	0	[(27567,100),(26047,10000)]	[(27567,100)]	0	10000	0	圣诞袜子礼包
143	238	10	150	0	[(26144,20),(27567,1),(25828,388000)]	[(26144,20),(27567,1)]	388000	0	0	宠物培养小型礼包
144	238	2	800	0	[(26144,100),(27567,4),(26047,100)]	[(26144,100),(27567,4)]	0	100	0	宠物培养中型礼包
145	238	1	1600	0	[(26144,200),(27567,8),(26047,200)]	[(26144,200),(27567,8)]	0	200	0	宠物培养大型礼包
146	239	1	58	0	[(26026,1)]	[(26026,1)]	0	0	0	四级宝石礼包
147	239	1	588	0	[(27885,1)]	[(27885,1)]	0	0	0	七级宝石礼包1
148	240	1	58	0	[(26042,1)]	[(26042,1)]	0	0	0	占卜令礼包
149	240	1	588	0	[(27886,1)]	[(27886,1)]	0	0	0	七级宝石礼包2
150	241	1	58	0	[(27892,1)]	[(27892,1)]	0	0	0	神龙进化礼包
151	241	1	588	0	[(27887,1)]	[(27887,1)]	0	0	0	七级宝石礼包3
152	242	1	58	0	[(26479,8)]	[(26479,8)]	0	0	0	装备附魔礼包
153	242	1	588	0	[(27888,1)]	[(27888,1)]	0	0	0	七级符文礼包1
154	243	1	128	0	[(26298,5)]	[(26298,5)]	0	0	0	圣器附魔礼包
155	243	1	588	0	[(27889,1)]	[(27889,1)]	0	0	0	七级符文礼包2
156	244	1	58	0	[(25837,6),(26144,6)]	[(25837,6),(26144,6)]	0	0	0	羊年培养礼包
157	244	1	588	0	[(27890,1)]	[(27890,1)]	0	0	0	七级符文礼包3
158	245	1	149	0	[(26676,1)]	[(26676,1)]	0	0	0	时装之之魄礼包
159	245	1	888	0	[(27891,1)]	[(27891,1)]	0	0	0	装备洗练大礼包
160	246	10	210	0	[(27835,2),(27566,2)]	[(27835,2),(27566,2)]	0	0	0	情人节狂欢大礼包1
161	246	4	800	0	[(27835,10),(27566,4)]	[(27835,10),(27566,4)]	0	0	0	情人节狂欢大礼包2
162	246	1	2000	0	[(27835,25),(27566,12)]	[(27835,25),(27566,12)]	0	0	0	情人节狂欢大礼包3
163	247	10	200	0	[(27835,2),(26026,1)]	[(27835,2),(26026,1)]	0	0	0	情人节狂欢大礼包1
164	247	4	800	0	[(27835,10),(26224,1)]	[(27835,10),(26224,1)]	0	0	0	情人节狂欢大礼包2
165	247	1	2000	0	[(27835,21),(26226,1)]	[(27835,21),(26226,1)]	0	0	0	情人节狂欢大礼包3
166	248	10	210	0	[(27835,2),(26450,5)]	[(27835,2),(26450,5)]	0	0	0	情人节狂欢大礼包1
167	248	4	800	0	[(27835,10),(26450,10)]	[(27835,10),(26450,10)]	0	0	0	情人节狂欢大礼包2
168	248	1	2000	0	[(27835,25),(26450,30)]	[(27835,25),(26450,30)]	0	0	0	情人节狂欢大礼包3
172	249	10	210	0	[(27835,2),(25837,10)]	[(27835,2),(25837,10)]	0	0	0	情人节狂欢大礼包1
173	249	4	800	0	[(27835,10),(25837,20)]	[(27835,10),(25837,20)]	0	0	0	情人节狂欢大礼包2
174	249	1	2000	0	[(27835,25),(25837,60)]	[(27835,25),(25837,60)]	0	0	0	情人节狂欢大礼包3
175	250	10	210	0	[(27835,2),(26144,10)]	[(27835,2),(26144,10)]	0	0	0	情人节狂欢大礼包1
176	250	4	800	0	[(27835,10),(26144,20)]	[(27835,10),(26144,20)]	0	0	0	情人节狂欢大礼包2
177	250	1	2000	0	[(27835,25),(26144,60)]	[(27835,25),(26144,60)]	0	0	0	情人节狂欢大礼包3
