rewardId	needLevel	dayGettimes	mountEvolve	mountGrade	needFillRMB_D	needConsumeRMB	needItem	needPetStarNum	needPetGrade	wingLevel	dragonGrade	washCnt	zhanHunStar	StationSoulLevel	HallowsCnt	desc	StarGirlStar	rewardItems	rewardItemShow	money	bindRMB	rewardTarot	TempBless	activityScore
152	0	1	0	0	0	0		0	0	12	0	0	0	0	0	当前拥有羽翼最低等级为<font color='#00FF00'>12级</font>	0	[(28439,50)]	[(28439,50)]	0	0	0		0
153	0	1	0	0	0	0		0	0	13	0	0	0	0	0	当前拥有羽翼最低等级为<font color='#00FF00'>13级</font>	0	[(28439,55)]	[(28439,55)]	0	0	0		0
154	0	1	0	0	0	0		0	0	14	0	0	0	0	0	当前拥有羽翼最低等级为<font color='#00FF00'>14级</font>	0	[(28439,55)]	[(28439,55)]	0	0	0		0
155	0	1	0	0	0	0		0	0	15	0	0	0	0	0	当前拥有羽翼最低等级为<font color='#00FF00'>15级</font>	0	[(28439,60)]	[(28439,60)]	0	0	0		0
156	0	1	0	0	0	0		0	0	16	0	0	0	0	0	当前拥有羽翼最低等级为<font color='#00FF00'>16级</font>	0	[(28439,145)]	[(28439,145)]	0	0	0		0
157	0	1	0	0	0	0		0	0	17	0	0	0	0	0	当前拥有羽翼最低等级为<font color='#00FF00'>17级</font>	0	[(28439,195)]	[(28439,195)]	0	0	0		0
158	0	1	0	0	0	0		0	0	18	0	0	0	0	0	当前拥有羽翼最低等级为<font color='#00FF00'>18级</font>	0	[(28439,240)]	[(28439,240)]	0	0	0		0
159	0	1	0	0	0	0		0	0	19	0	0	0	0	0	当前拥有羽翼最低等级为<font color='#00FF00'>19级</font>	0	[(28439,280)]	[(28439,280)]	0	0	0		0
160	0	2	0	0	100	0		0	0	0	0	0	0	0	0		0	[(26450,1),(28678,1)]	[(25829,30,0),(26450,1,0),(28678,1,0)]	0	30	0		0
161	0	1	0	0	300	0		0	0	0	0	0	0	0	0		0	[(26450,1),(28678,1)]	[(25829,30,0),(26450,1,0),(28678,1,0)]	0	30	0		0
162	0	3	0	0	500	0		0	0	0	0	0	0	0	0		0	[(26450,2),(28678,2),(28466,2)]	[(25829,50,0),(26450,2,0),(28678,2,0),(28466,2,1)]	0	50	0		0
163	0	2	0	0	1000	0		0	0	0	0	0	0	0	0		0	[(26450,3),(28678,3)]	[(25829,100,0),(26450,3,0),(28678,3,0)]	0	100	0		0
