index	BigType	SmallType	DayClear	desc	value	Description	pic	title	Content
11	3	2	0	Rekrutuj Rycerza Mistrza	4	#Dragon Knight# Chcesz się znaleźć w fantastycznym świecie, u boku fantastycznych graczy?	http://app100718848.imgcache.qzoneapp.com/app100718848/image/fenxiang/lqs2.gif	Mam nowego bohatera!	#Dragon Knight# Trwa wojna między bogami i demonami! Chwytaj za broń i zostań smoczym wojownikiem!
12	3	3	0	Rekrutuj Świętego Szamana	5	#Dragon Knight# Czekają na Ciebie lojalni towarzysze, magiczna broń i fantastyczne wierzchowce!	http://app100718848.imgcache.qzoneapp.com/app100718848/image/fenxiang/lqs2.gif	Mam nowego bohatera!	#Dragon Knight# Trwa wojna między bogami i demonami! Chwytaj za broń i zostań smoczym wojownikiem!
13	3	4	0	Rekrutuj Kostuchę	6	#Dragon Knight# Chcesz się znaleźć w fantastycznym świecie, u boku fantastycznych graczy?	http://app100718848.imgcache.qzoneapp.com/app100718848/image/fenxiang/lqs2.gif	Mam nowego bohatera!	#Dragon Knight# Trwa wojna między bogami i demonami! Chwytaj za broń i zostań smoczym wojownikiem!
14	3	5	0	Rekrutuj Boga Piorunów	7	#Dragon Knight# Czekają na Ciebie lojalni towarzysze, magiczna broń i fantastyczne wierzchowce!	http://app100718848.imgcache.qzoneapp.com/app100718848/image/fenxiang/lqs2.gif	Mam nowego bohatera!	#Dragon Knight# Trwa wojna między bogami i demonami! Chwytaj za broń i zostań smoczym wojownikiem!
15	3	6	0	Rekrutuj Czerwoną Czarownicę	8	#Dragon Knight# Chcesz się znaleźć w fantastycznym świecie, u boku fantastycznych graczy?	http://app100718848.imgcache.qzoneapp.com/app100718848/image/fenxiang/lqs2.gif	Mam nowego bohatera!	#Dragon Knight# Trwa wojna między bogami i demonami! Chwytaj za broń i zostań smoczym wojownikiem!
16	3	7	0	Rekrutuj Krwawego Szermierza	9	#Dragon Knight# Czekają na Ciebie lojalni towarzysze, magiczna broń i fantastyczne wierzchowce!	http://app100718848.imgcache.qzoneapp.com/app100718848/image/fenxiang/lqs2.gif	Mam nowego bohatera!	#Dragon Knight# Trwa wojna między bogami i demonami! Chwytaj za broń i zostań smoczym wojownikiem!
17	3	8	0	Rekrutuj Lorda Wojny	10	#Dragon Knight# Chcesz się znaleźć w fantastycznym świecie, u boku fantastycznych graczy?	http://app100718848.imgcache.qzoneapp.com/app100718848/image/fenxiang/lqs2.gif	Mam nowego bohatera!	#Dragon Knight# Trwa wojna między bogami i demonami! Chwytaj za broń i zostań smoczym wojownikiem!
18	3	9	0	Rekrutuj Magiczną Banshee	11	#Dragon Knight# Czekają na Ciebie lojalni towarzysze, magiczna broń i fantastyczne wierzchowce!	http://app100718848.imgcache.qzoneapp.com/app100718848/image/fenxiang/lqs2.gif	Mam nowego bohatera!	#Dragon Knight# Trwa wojna między bogami i demonami! Chwytaj za broń i zostań smoczym wojownikiem!
19	3	10	0	Rekrutuj Boga Bogów	12	#Dragon Knight# Chcesz się znaleźć w fantastycznym świecie, u boku fantastycznych graczy?	http://app100718848.imgcache.qzoneapp.com/app100718848/image/fenxiang/lqs2.gif	Mam nowego bohatera!	#Dragon Knight# Trwa wojna między bogami i demonami! Chwytaj za broń i zostań smoczym wojownikiem!
20	3	11	0	Rekrutuj Arcymaga	13	#Dragon Knight# Czekają na Ciebie lojalni towarzysze, magiczna broń i fantastyczne wierzchowce!	http://app100718848.imgcache.qzoneapp.com/app100718848/image/fenxiang/lqs2.gif	Mam nowego bohatera!	#Dragon Knight# Trwa wojna między bogami i demonami! Chwytaj za broń i zostań smoczym wojownikiem!
21	3	12	0	Rekrutuj Apolla	17	#Dragon Knight# Chcesz się znaleźć w fantastycznym świecie, u boku fantastycznych graczy?	http://app100718848.imgcache.qzoneapp.com/app100718848/image/fenxiang/lqs2.gif	Mam nowego bohatera!	#Dragon Knight# Trwa wojna między bogami i demonami! Chwytaj za broń i zostań smoczym wojownikiem!
22	4	1	0	Zostań vipem 1	1	#Dragon Knight# Smok i miecz, bogowie i demony. Walcz o swoje przeznaczenie!	http://app100718848.imgcache.qzoneapp.com/app100718848/image/fenxiang/lqs3.gif	Jestem vipem 1!	#Dragon Knight# Zostałem vipem 1. Dołącz do mnie!
23	4	2	0	Zostań vipem 2	2	#Dragon Knight# Smok i miecz, bogowie i demony. Walcz o swoje przeznaczenie!	http://app100718848.imgcache.qzoneapp.com/app100718848/image/fenxiang/lqs3.gif	Jestem vipem 2!	#Dragon Knight# Zostałem vipem 2. Dołącz do mnie!
24	4	3	0	Zostań vipem 3	3	#Dragon Knight# Smok i miecz, bogowie i demony. Walcz o swoje przeznaczenie!	http://app100718848.imgcache.qzoneapp.com/app100718848/image/fenxiang/lqs3.gif	Jestem vipem 3!	#Dragon Knight# Zostałem vipem 3. Dołącz do mnie!
25	4	4	0	Zostań vipem 4	4	#Dragon Knight# Smok i miecz, bogowie i demony. Walcz o swoje przeznaczenie!	http://app100718848.imgcache.qzoneapp.com/app100718848/image/fenxiang/lqs3.gif	Jestem vipem 4!	#Dragon Knight# Zostałem vipem 4. Dołącz do mnie!
26	4	5	0	Zostań vipem 5	5	#Dragon Knight# Smok i miecz, bogowie i demony. Walcz o swoje przeznaczenie!	http://app100718848.imgcache.qzoneapp.com/app100718848/image/fenxiang/lqs3.gif	Jestem vipem 5!	#Dragon Knight# Zostałem vipem 5. Dołącz do mnie!
27	4	6	0	Zostań vipem 6	6	#Dragon Knight# Smok i miecz, bogowie i demony. Walcz o swoje przeznaczenie!	http://app100718848.imgcache.qzoneapp.com/app100718848/image/fenxiang/lqs3.gif	Jestem vipem 6!	#Dragon Knight# Zostałem vipem 6. Dołącz do mnie!
28	4	7	0	Zostań vipem 7	7	#Dragon Knight# Smok i miecz, bogowie i demony. Walcz o swoje przeznaczenie!	http://app100718848.imgcache.qzoneapp.com/app100718848/image/fenxiang/lqs3.gif	Jestem vipem 7!	#Dragon Knight# Zostałem vipem 7. Dołącz do mnie!
29	4	8	0	Zostań vipem 8	8	#Dragon Knight# Smok i miecz, bogowie i demony. Walcz o swoje przeznaczenie!	http://app100718848.imgcache.qzoneapp.com/app100718848/image/fenxiang/lqs3.gif	Jestem vipem 8!	#Dragon Knight# Zostałem vipem 8. Dołącz do mnie!
30	4	9	0	Zostań vipem 9	9	#Dragon Knight# Smok i miecz, bogowie i demony. Walcz o swoje przeznaczenie!	http://app100718848.imgcache.qzoneapp.com/app100718848/image/fenxiang/lqs3.gif	Jestem vipem 9!	#Dragon Knight# Zostałem vipem 9. Dołącz do mnie!
31	4	10	0	Zostań vipem 10	10	#Dragon Knight# Smok i miecz, bogowie i demony. Walcz o swoje przeznaczenie!	http://app100718848.imgcache.qzoneapp.com/app100718848/image/fenxiang/lqs3.gif	Jestem vipem 10!	#Dragon Knight# Zostałem vipem 10. Dołącz do mnie!
32	5	1	0	Zaproś znajomego 1 raz	1		19		
33	5	2	0	Zaproś znajomego 2 razy	2		20		
40	6	1	0	Nagroda Dzielenia	0	#Dragon Knight# Smok i miecz, bogowie i demony. Walcz o swoje przeznaczenie!	http://app100718848.imgcache.qzoneapp.com/app100718848/image/fenxiang/lqs3.gif		#Dragon Knight# Trwa wojna między bogami i demonami! Chwytaj za broń i zostań smoczym wojownikiem!
