fIndex	name	level	needMoney
60	体力	34	750
60	体力	35	750
60	体力	36	750
60	体力	37	750
60	体力	38	750
60	体力	39	750
60	体力	40	750
60	体力	41	750
60	体力	42	750
60	体力	43	750
60	体力	44	750
60	体力	45	750
60	体力	46	1000
60	体力	47	1000
60	体力	48	1000
60	体力	49	1000
60	体力	50	1500
60	体力	51	1500
60	体力	52	1500
60	体力	53	1500
60	体力	54	1500
60	体力	55	1500
60	体力	56	1500
60	体力	57	1500
60	体力	58	1500
60	体力	59	1500
60	体力	60	1500
60	体力	61	2000
60	体力	62	2000
60	体力	63	2000
60	体力	64	2000
60	体力	65	2000
60	体力	66	2000
60	体力	67	2000
60	体力	68	2000
60	体力	69	2000
60	体力	70	2000
60	体力	71	2250
60	体力	72	2250
60	体力	73	2250
60	体力	74	2250
60	体力	75	2250
60	体力	76	2250
60	体力	77	2250
60	体力	78	2250
60	体力	79	2250
60	体力	80	2250
60	体力	81	2500
60	体力	82	2750
60	体力	83	2750
60	体力	84	3000
60	体力	85	3000
60	体力	86	3250
60	体力	87	3250
60	体力	88	3250
60	体力	89	3500
60	体力	90	3750
60	体力	91	3750
60	体力	92	4000
60	体力	93	4000
60	体力	94	4250
60	体力	95	4250
60	体力	96	4250
60	体力	97	4500
60	体力	98	4500
60	体力	99	4750
60	体力	100	4750
60	体力	101	6750
60	体力	102	6750
60	体力	103	7000
60	体力	104	7250
60	体力	105	7250
60	体力	106	7500
60	体力	107	7750
60	体力	108	7750
60	体力	109	8000
60	体力	110	8250
60	体力	111	8500
60	体力	112	8750
60	体力	113	8750
60	体力	114	9000
60	体力	115	9250
60	体力	116	9250
60	体力	117	9500
60	体力	118	9500
60	体力	119	9750
60	体力	120	10000
60	体力	121	13500
60	体力	122	13500
60	体力	123	13750
60	体力	124	14000
60	体力	125	14250
60	体力	126	14250
60	体力	127	14500
60	体力	128	14750
60	体力	129	14750
60	体力	130	15000
60	体力	131	15250
60	体力	132	15250
60	体力	133	15500
60	体力	134	15750
60	体力	135	15750
60	体力	136	16000
60	体力	137	16250
60	体力	138	16500
60	体力	139	16500
60	体力	140	16750
60	体力	141	17000
60	体力	142	17000
60	体力	143	17250
60	体力	144	17500
60	体力	145	17750
60	体力	146	17750
60	体力	147	18000
60	体力	148	18250
60	体力	149	18500
60	体力	150	18500
60	体力	151	18750
60	体力	152	19000
60	体力	153	19250
60	体力	154	19500
60	体力	155	19500
60	体力	156	19750
60	体力	157	20000
60	体力	158	20250
60	体力	159	20250
60	体力	160	20500
60	体力	161	20500
60	体力	162	20750
60	体力	163	20750
60	体力	164	21000
60	体力	165	21000
60	体力	166	21250
60	体力	167	21250
60	体力	168	21250
60	体力	169	21500
60	体力	170	21500
60	体力	171	21750
60	体力	172	21750
60	体力	173	22000
60	体力	174	22000
60	体力	175	22000
60	体力	176	22250
60	体力	177	22250
60	体力	178	22500
60	体力	179	22500
70	日常任务	30	5700
70	日常任务	31	6200
70	日常任务	32	6600
70	日常任务	33	7100
70	日常任务	34	7600
70	日常任务	35	8100
70	日常任务	36	8400
70	日常任务	37	8900
70	日常任务	38	9300
70	日常任务	39	9800
70	日常任务	40	9800
70	日常任务	41	10000
70	日常任务	42	10100
70	日常任务	43	10200
70	日常任务	44	10300
70	日常任务	45	10400
70	日常任务	46	12600
70	日常任务	47	12700
70	日常任务	48	12900
70	日常任务	49	13000
70	日常任务	50	16600
70	日常任务	51	16700
70	日常任务	52	16900
70	日常任务	53	17100
70	日常任务	54	17200
70	日常任务	55	17400
70	日常任务	56	17600
70	日常任务	57	17700
70	日常任务	58	17900
70	日常任务	59	18000
70	日常任务	60	19300
70	日常任务	61	23000
70	日常任务	62	23200
70	日常任务	63	23500
70	日常任务	64	23700
70	日常任务	65	24000
70	日常任务	66	24200
70	日常任务	67	24500
70	日常任务	68	24700
70	日常任务	69	25000
70	日常任务	70	25500
70	日常任务	71	25700
70	日常任务	72	26000
70	日常任务	73	26200
70	日常任务	74	26500
70	日常任务	75	26700
70	日常任务	76	27000
70	日常任务	77	27300
70	日常任务	78	27500
70	日常任务	79	27800
70	日常任务	80	28100
70	日常任务	81	31400
70	日常任务	82	32700
70	日常任务	83	34000
70	日常任务	84	35300
70	日常任务	85	36600
70	日常任务	86	37900
70	日常任务	87	39200
70	日常任务	88	40500
70	日常任务	89	41800
70	日常任务	90	44300
70	日常任务	91	45600
70	日常任务	92	46900
70	日常任务	93	48200
70	日常任务	94	49500
70	日常任务	95	50800
70	日常任务	96	52100
70	日常任务	97	53400
70	日常任务	98	54700
70	日常任务	99	56000
70	日常任务	100	57400
70	日常任务	101	80200
70	日常任务	102	82200
70	日常任务	103	84100
70	日常任务	104	86100
70	日常任务	105	88000
70	日常任务	106	90000
70	日常任务	107	92000
70	日常任务	108	93900
70	日常任务	109	95900
70	日常任务	110	99800
70	日常任务	111	101700
70	日常任务	112	103700
70	日常任务	113	105700
70	日常任务	114	107600
70	日常任务	115	109600
70	日常任务	116	111500
70	日常任务	117	113500
70	日常任务	118	115400
70	日常任务	119	117400
70	日常任务	120	119300
70	日常任务	121	161200
70	日常任务	122	163300
70	日常任务	123	165400
70	日常任务	124	167500
70	日常任务	125	169600
70	日常任务	126	171700
70	日常任务	127	173700
70	日常任务	128	175800
70	日常任务	129	177900
70	日常任务	130	180000
70	日常任务	131	182100
70	日常任务	132	184200
70	日常任务	133	186300
70	日常任务	134	188300
70	日常任务	135	190400
70	日常任务	136	192500
70	日常任务	137	194600
70	日常任务	138	196700
70	日常任务	139	198800
70	日常任务	140	200900
70	日常任务	141	203000
70	日常任务	142	205000
70	日常任务	143	207100
70	日常任务	144	209200
70	日常任务	145	211600
70	日常任务	146	213900
70	日常任务	147	216300
70	日常任务	148	218600
70	日常任务	149	221000
70	日常任务	150	223300
70	日常任务	151	225700
70	日常任务	152	228000
70	日常任务	153	230300
70	日常任务	154	232700
70	日常任务	155	235000
70	日常任务	156	237400
70	日常任务	157	239700
70	日常任务	158	242100
70	日常任务	159	244400
70	日常任务	160	245700
70	日常任务	161	247000
70	日常任务	162	248300
70	日常任务	163	249700
70	日常任务	164	251000
70	日常任务	165	252300
70	日常任务	166	253600
70	日常任务	167	254900
70	日常任务	168	256200
70	日常任务	169	257500
70	日常任务	170	258800
70	日常任务	171	260100
70	日常任务	172	261400
70	日常任务	173	262700
70	日常任务	174	264000
70	日常任务	175	265300
70	日常任务	176	266600
70	日常任务	177	267900
70	日常任务	178	269200
70	日常任务	179	270500
80	副本	30	5700
80	副本	31	6200
80	副本	32	6600
80	副本	33	7100
80	副本	34	7600
80	副本	35	8100
80	副本	36	8400
80	副本	37	8900
80	副本	38	9300
80	副本	39	9800
80	副本	40	9800
80	副本	41	10000
80	副本	42	10100
80	副本	43	10200
80	副本	44	10300
80	副本	45	10400
80	副本	46	12600
80	副本	47	12700
80	副本	48	12900
80	副本	49	13000
80	副本	50	16600
80	副本	51	16700
80	副本	52	16900
80	副本	53	17100
80	副本	54	17200
80	副本	55	17400
80	副本	56	17600
80	副本	57	17700
80	副本	58	17900
80	副本	59	18000
80	副本	60	19300
80	副本	61	23000
80	副本	62	23200
80	副本	63	23500
80	副本	64	23700
80	副本	65	24000
80	副本	66	24200
80	副本	67	24500
80	副本	68	24700
80	副本	69	25000
80	副本	70	25500
80	副本	71	25700
80	副本	72	26000
80	副本	73	26200
80	副本	74	26500
80	副本	75	26700
80	副本	76	27000
80	副本	77	27300
80	副本	78	27500
80	副本	79	27800
80	副本	80	28100
80	副本	81	31400
80	副本	82	32700
80	副本	83	34000
80	副本	84	35300
80	副本	85	36600
80	副本	86	37900
80	副本	87	39200
80	副本	88	40500
80	副本	89	41800
80	副本	90	44300
80	副本	91	45600
80	副本	92	46900
80	副本	93	48200
80	副本	94	49500
80	副本	95	50800
80	副本	96	52100
80	副本	97	53400
80	副本	98	54700
80	副本	99	56000
80	副本	100	57400
80	副本	101	80200
80	副本	102	82200
80	副本	103	84100
80	副本	104	86100
80	副本	105	88000
80	副本	106	90000
80	副本	107	92000
80	副本	108	93900
80	副本	109	95900
80	副本	110	99800
80	副本	111	101700
80	副本	112	103700
80	副本	113	105700
80	副本	114	107600
80	副本	115	109600
80	副本	116	111500
80	副本	117	113500
80	副本	118	115400
80	副本	119	117400
80	副本	120	119300
80	副本	121	161200
80	副本	122	163300
80	副本	123	165400
80	副本	124	167500
80	副本	125	169600
80	副本	126	171700
80	副本	127	173700
80	副本	128	175800
80	副本	129	177900
80	副本	130	180000
80	副本	131	182100
80	副本	132	184200
80	副本	133	186300
80	副本	134	188300
80	副本	135	190400
80	副本	136	192500
80	副本	137	194600
80	副本	138	196700
80	副本	139	198800
80	副本	140	200900
80	副本	141	203000
80	副本	142	205000
80	副本	143	207100
80	副本	144	209200
80	副本	145	211600
80	副本	146	213900
80	副本	147	216300
80	副本	148	218600
80	副本	149	221000
80	副本	150	223300
