SealId	SealType	gradeLevel	starLevel	needLiLianAmount	needSealAmounts	nextSSId	skillState	attack_pt	attack_mt	maxhp_t	crit_t	critpress_t	parry_t	puncture_t	antibroken_t	notbroken_t	maxhp	attackspeed	anger	attack_p	defense_p	attack_m	defense_m	crit	critpress	antibroken	notbroken	parry	puncture	damageupgrade	damagereduce
1028	1	4	3	500	0	1029	0	0	0	0	0	0	0	0	0	0	720	0	0	180	180	180	160	160	160	0	0	160	160	0	0
1029	1	4	4	500	0	1030	0	0	0	0	0	0	0	0	0	0	720	0	0	180	180	180	180	160	160	0	0	160	160	0	0
1030	1	4	5	500	0	1031	0	0	0	0	0	0	0	0	0	0	720	0	0	180	180	180	180	180	160	0	0	160	160	0	0
1031	1	4	6	500	0	1032	0	0	0	0	0	0	0	0	0	0	720	0	0	180	180	180	180	180	180	0	0	160	160	0	0
1032	1	4	7	500	0	1033	0	0	0	0	0	0	0	0	0	0	720	0	0	180	180	180	180	180	180	0	0	180	160	0	0
1033	1	5	0	550	0	1034	0	0	0	0	0	0	0	0	0	0	720	0	0	180	180	180	180	180	180	0	0	180	180	0	0
1034	1	5	1	550	0	1035	0	0	0	0	0	0	0	0	0	0	800	0	0	180	180	180	180	180	180	0	0	180	180	0	0
1035	1	5	2	550	0	1036	0	0	0	0	0	0	0	0	0	0	800	0	0	200	180	200	180	180	180	0	0	180	180	0	0
1036	1	5	3	550	0	1037	0	0	0	0	0	0	0	0	0	0	800	0	0	200	200	200	180	180	180	0	0	180	180	0	0
1037	1	5	4	550	0	1038	0	0	0	0	0	0	0	0	0	0	800	0	0	200	200	200	200	180	180	0	0	180	180	0	0
1038	1	5	5	550	0	1039	0	0	0	0	0	0	0	0	0	0	800	0	0	200	200	200	200	200	180	0	0	180	180	0	0
1039	1	5	6	550	0	1040	0	0	0	0	0	0	0	0	0	0	800	0	0	200	200	200	200	200	200	0	0	180	180	0	0
1040	1	5	7	550	0	1041	0	0	0	0	0	0	0	0	0	0	800	0	0	200	200	200	200	200	200	0	0	200	180	0	0
1041	1	6	0	600	0	1042	0	0	0	0	0	0	0	0	0	0	800	0	0	200	200	200	200	200	200	0	0	200	200	0	0
1042	1	6	1	600	0	1043	0	0	0	0	0	0	0	0	0	0	880	0	0	200	200	200	200	200	200	0	0	200	200	0	0
1043	1	6	2	600	0	1044	0	0	0	0	0	0	0	0	0	0	880	0	0	220	200	220	200	200	200	0	0	200	200	0	0
1044	1	6	3	600	0	1045	0	0	0	0	0	0	0	0	0	0	880	0	0	220	220	220	200	200	200	0	0	200	200	0	0
1045	1	6	4	600	0	1046	0	0	0	0	0	0	0	0	0	0	880	0	0	220	220	220	220	200	200	0	0	200	200	0	0
1046	1	6	5	600	0	1047	0	0	0	0	0	0	0	0	0	0	880	0	0	220	220	220	220	220	200	0	0	200	200	0	0
1047	1	6	6	600	0	1048	0	0	0	0	0	0	0	0	0	0	880	0	0	220	220	220	220	220	220	0	0	200	200	0	0
1048	1	6	7	600	0	1049	0	0	0	0	0	0	0	0	0	0	880	0	0	220	220	220	220	220	220	0	0	220	200	0	0
1049	1	7	0	700	0	1050	0	0	0	0	0	0	0	0	0	0	880	0	0	220	220	220	220	220	220	0	0	220	220	0	0
1050	1	7	1	700	0	1051	0	0	0	0	0	0	0	0	0	0	960	0	0	220	220	220	220	220	220	0	0	220	220	0	0
1051	1	7	2	700	0	1052	0	0	0	0	0	0	0	0	0	0	960	0	0	240	220	240	220	220	220	0	0	220	220	0	0
1052	1	7	3	700	0	1053	0	0	0	0	0	0	0	0	0	0	960	0	0	240	240	240	220	220	220	0	0	220	220	0	0
1053	1	7	4	700	0	1054	0	0	0	0	0	0	0	0	0	0	960	0	0	240	240	240	240	220	220	0	0	220	220	0	0
1054	1	7	5	700	0	1055	0	0	0	0	0	0	0	0	0	0	960	0	0	240	240	240	240	240	220	0	0	220	220	0	0
1055	1	7	6	700	0	1056	0	0	0	0	0	0	0	0	0	0	960	0	0	240	240	240	240	240	240	0	0	220	220	0	0
1056	1	7	7	700	0	1057	0	0	0	0	0	0	0	0	0	0	960	0	0	240	240	240	240	240	240	0	0	240	220	0	0
1057	1	8	0	700	0	1058	0	0	0	0	0	0	0	0	0	0	960	0	0	240	240	240	240	240	240	0	0	240	240	0	0
1058	1	8	1	700	0	1059	0	0	0	0	0	0	0	0	0	0	1040	0	0	240	240	240	240	240	240	0	0	240	240	0	0
1059	1	8	2	700	0	1060	0	0	0	0	0	0	0	0	0	0	1040	0	0	260	240	260	240	240	240	0	0	240	240	0	0
1060	1	8	3	700	0	1061	0	0	0	0	0	0	0	0	0	0	1040	0	0	260	260	260	240	240	240	0	0	240	240	0	0
1061	1	8	4	700	0	1062	0	0	0	0	0	0	0	0	0	0	1040	0	0	260	260	260	260	240	240	0	0	240	240	0	0
1062	1	8	5	700	0	1063	0	0	0	0	0	0	0	0	0	0	1040	0	0	260	260	260	260	260	240	0	0	240	240	0	0
1063	1	8	6	700	0	1064	0	0	0	0	0	0	0	0	0	0	1040	0	0	260	260	260	260	260	260	0	0	240	240	0	0
1064	1	8	7	700	0	1065	0	0	0	0	0	0	0	0	0	0	1040	0	0	260	260	260	260	260	260	0	0	260	240	0	0
1065	1	9	0	700	0	1066	0	0	0	0	0	0	0	0	0	0	1040	0	0	260	260	260	260	260	260	0	0	260	260	0	0
1066	1	9	1	700	0	1067	0	0	0	0	0	0	0	0	0	0	1120	0	0	260	260	260	260	260	260	0	0	260	260	0	0
1067	1	9	2	700	0	1068	0	0	0	0	0	0	0	0	0	0	1120	0	0	280	260	280	260	260	260	0	0	260	260	0	0
1068	1	9	3	700	0	1069	0	0	0	0	0	0	0	0	0	0	1120	0	0	280	280	280	260	260	260	0	0	260	260	0	0
1069	1	9	4	700	0	1070	0	0	0	0	0	0	0	0	0	0	1120	0	0	280	280	280	280	260	260	0	0	260	260	0	0
1070	1	9	5	700	0	1071	0	0	0	0	0	0	0	0	0	0	1120	0	0	280	280	280	280	280	260	0	0	260	260	0	0
1071	1	9	6	700	0	1072	0	0	0	0	0	0	0	0	0	0	1120	0	0	280	280	280	280	280	280	0	0	260	260	0	0
1072	1	9	7	700	0	1073	0	0	0	0	0	0	0	0	0	0	1120	0	0	280	280	280	280	280	280	0	0	280	260	0	0
1073	1	10	0	800	0	1074	0	0	0	0	0	0	0	0	0	0	1120	0	0	280	280	280	280	280	280	0	0	280	280	0	0
1074	1	10	1	800	0	1075	0	0	0	0	0	0	0	0	0	0	1200	0	0	280	280	280	280	280	280	0	0	280	280	0	0
1075	1	10	2	800	0	1076	0	0	0	0	0	0	0	0	0	0	1200	0	0	300	280	300	280	280	280	0	0	280	280	0	0
1076	1	10	3	800	0	1077	0	0	0	0	0	0	0	0	0	0	1200	0	0	300	300	300	280	280	280	0	0	280	280	0	0
1077	1	10	4	800	0	1078	0	0	0	0	0	0	0	0	0	0	1200	0	0	300	300	300	300	280	280	0	0	280	280	0	0
1078	1	10	5	800	0	1079	0	0	0	0	0	0	0	0	0	0	1200	0	0	300	300	300	300	300	280	0	0	280	280	0	0
1079	1	10	6	800	0	1080	0	0	0	0	0	0	0	0	0	0	1200	0	0	300	300	300	300	300	300	0	0	280	280	0	0
1080	1	10	7	800	0	1081	0	0	0	0	0	0	0	0	0	0	1200	0	0	300	300	300	300	300	300	0	0	300	280	0	0
1081	1	11	0	800	0	1082	1	50	50	50	50	50	50	50	0	0	1200	0	0	300	300	300	300	300	300	0	0	300	300	0	0
1082	1	11	1	800	0	1083	1	50	50	50	50	50	50	50	0	0	1280	0	0	300	300	300	300	300	300	0	0	300	300	0	0
1083	1	11	2	800	0	1084	1	50	50	50	50	50	50	50	0	0	1280	0	0	320	300	320	300	300	300	0	0	300	300	0	0
1084	1	11	3	800	0	1085	1	50	50	50	50	50	50	50	0	0	1280	0	0	320	320	320	300	300	300	0	0	300	300	0	0
1085	1	11	4	800	0	1086	1	50	50	50	50	50	50	50	0	0	1280	0	0	320	320	320	320	300	300	0	0	300	300	0	0
1086	1	11	5	800	0	1087	1	50	50	50	50	50	50	50	0	0	1280	0	0	320	320	320	320	320	300	0	0	300	300	0	0
1087	1	11	6	800	0	1088	1	50	50	50	50	50	50	50	0	0	1280	0	0	320	320	320	320	320	320	0	0	300	300	0	0
1088	1	11	7	800	0	1089	1	50	50	50	50	50	50	50	0	0	1280	0	0	320	320	320	320	320	320	0	0	320	300	0	0
1089	1	12	0	900	0	1090	1	50	50	50	50	50	50	50	0	0	1280	0	0	320	320	320	320	320	320	0	0	320	320	0	0
1090	1	12	1	900	0	1091	1	50	50	50	50	50	50	50	0	0	1360	0	0	320	320	320	320	320	320	0	0	320	320	0	0
1091	1	12	2	900	0	1092	1	50	50	50	50	50	50	50	0	0	1360	0	0	340	320	340	320	320	320	0	0	320	320	0	0
1092	1	12	3	900	0	1093	1	50	50	50	50	50	50	50	0	0	1360	0	0	340	340	340	320	320	320	0	0	320	320	0	0
1093	1	12	4	900	0	1094	1	50	50	50	50	50	50	50	0	0	1360	0	0	340	340	340	340	320	320	0	0	320	320	0	0
1094	1	12	5	900	0	1095	1	50	50	50	50	50	50	50	0	0	1360	0	0	340	340	340	340	340	320	0	0	320	320	0	0
1095	1	12	6	900	0	1096	1	50	50	50	50	50	50	50	0	0	1360	0	0	340	340	340	340	340	340	0	0	320	320	0	0
1096	1	12	7	900	0	1097	1	50	50	50	50	50	50	50	0	0	1360	0	0	340	340	340	340	340	340	0	0	340	320	0	0
1097	1	13	0	900	0	1098	1	50	50	50	50	50	50	50	0	0	1360	0	0	340	340	340	340	340	340	0	0	340	340	0	0
1098	1	13	1	900	0	1099	1	50	50	50	50	50	50	50	0	0	1440	0	0	340	340	340	340	340	340	0	0	340	340	0	0
1099	1	13	2	900	0	1100	1	50	50	50	50	50	50	50	0	0	1440	0	0	360	340	360	340	340	340	0	0	340	340	0	0
1100	1	13	3	900	0	1101	1	50	50	50	50	50	50	50	0	0	1440	0	0	360	360	360	340	340	340	0	0	340	340	0	0
1101	1	13	4	900	0	1102	1	50	50	50	50	50	50	50	0	0	1440	0	0	360	360	360	360	340	340	0	0	340	340	0	0
1102	1	13	5	900	0	1103	1	50	50	50	50	50	50	50	0	0	1440	0	0	360	360	360	360	360	340	0	0	340	340	0	0
1103	1	13	6	900	0	1104	1	50	50	50	50	50	50	50	0	0	1440	0	0	360	360	360	360	360	360	0	0	340	340	0	0
1104	1	13	7	900	0	1105	1	50	50	50	50	50	50	50	0	0	1440	0	0	360	360	360	360	360	360	0	0	360	340	0	0
1105	1	14	0	900	0	1106	1	50	50	50	50	50	50	50	0	0	1440	0	0	360	360	360	360	360	360	0	0	360	360	0	0
1106	1	14	1	900	0	1107	1	50	50	50	50	50	50	50	0	0	1520	0	0	360	360	360	360	360	360	0	0	360	360	0	0
1107	1	14	2	900	0	1108	1	50	50	50	50	50	50	50	0	0	1520	0	0	380	360	380	360	360	360	0	0	360	360	0	0
1108	1	14	3	900	0	1109	1	50	50	50	50	50	50	50	0	0	1520	0	0	380	380	380	360	360	360	0	0	360	360	0	0
1109	1	14	4	900	0	1110	1	50	50	50	50	50	50	50	0	0	1520	0	0	380	380	380	380	360	360	0	0	360	360	0	0
1110	1	14	5	900	0	1111	1	50	50	50	50	50	50	50	0	0	1520	0	0	380	380	380	380	380	360	0	0	360	360	0	0
1111	1	14	6	900	0	1112	1	50	50	50	50	50	50	50	0	0	1520	0	0	380	380	380	380	380	380	0	0	360	360	0	0
1112	1	14	7	900	0	1113	1	50	50	50	50	50	50	50	0	0	1520	0	0	380	380	380	380	380	380	0	0	380	360	0	0
1113	1	15	0	1000	0	1114	1	50	50	50	50	50	50	50	0	0	1520	0	0	380	380	380	380	380	380	0	0	380	380	0	0
1114	1	15	1	1000	0	1115	1	50	50	50	50	50	50	50	0	0	1600	0	0	380	380	380	380	380	380	0	0	380	380	0	0
1115	1	15	2	1000	0	1116	1	50	50	50	50	50	50	50	0	0	1600	0	0	400	380	400	380	380	380	0	0	380	380	0	0
1116	1	15	3	1000	0	1117	1	50	50	50	50	50	50	50	0	0	1600	0	0	400	400	400	380	380	380	0	0	380	380	0	0
1117	1	15	4	1000	0	1118	1	50	50	50	50	50	50	50	0	0	1600	0	0	400	400	400	400	380	380	0	0	380	380	0	0
1118	1	15	5	1000	0	1119	1	50	50	50	50	50	50	50	0	0	1600	0	0	400	400	400	400	400	380	0	0	380	380	0	0
1119	1	15	6	1000	0	1120	1	50	50	50	50	50	50	50	0	0	1600	0	0	400	400	400	400	400	400	0	0	380	380	0	0
1120	1	15	7	1000	0	1121	1	50	50	50	50	50	50	50	0	0	1600	0	0	400	400	400	400	400	400	0	0	400	380	0	0
1121	1	16	0	1000	0	1122	1	50	50	50	50	50	50	50	0	0	1600	0	0	400	400	400	400	400	400	0	0	400	400	0	0
1122	1	16	1	1000	0	1123	1	50	50	50	50	50	50	50	0	0	1680	0	0	400	400	400	400	400	400	0	0	400	400	0	0
1123	1	16	2	1000	0	1124	1	50	50	50	50	50	50	50	0	0	1680	0	0	420	400	420	400	400	400	0	0	400	400	0	0
1124	1	16	3	1000	0	1125	1	50	50	50	50	50	50	50	0	0	1680	0	0	420	420	420	400	400	400	0	0	400	400	0	0
1125	1	16	4	1000	0	1126	1	50	50	50	50	50	50	50	0	0	1680	0	0	420	420	420	420	400	400	0	0	400	400	0	0
1126	1	16	5	1000	0	1127	1	50	50	50	50	50	50	50	0	0	1680	0	0	420	420	420	420	420	400	0	0	400	400	0	0
1127	1	16	6	1000	0	1128	1	50	50	50	50	50	50	50	0	0	1680	0	0	420	420	420	420	420	420	0	0	400	400	0	0
1128	1	16	7	1000	0	1129	1	50	50	50	50	50	50	50	0	0	1680	0	0	420	420	420	420	420	420	0	0	420	400	0	0
1129	1	17	0	1000	0	1130	1	50	50	50	50	50	50	50	0	0	1680	0	0	420	420	420	420	420	420	0	0	420	420	0	0
1130	1	17	1	1000	0	1131	1	50	50	50	50	50	50	50	0	0	1760	0	0	420	420	420	420	420	420	0	0	420	420	0	0
1131	1	17	2	1000	0	1132	1	50	50	50	50	50	50	50	0	0	1760	0	0	440	420	440	420	420	420	0	0	420	420	0	0
1132	1	17	3	1000	0	1133	1	50	50	50	50	50	50	50	0	0	1760	0	0	440	440	440	420	420	420	0	0	420	420	0	0
1133	1	17	4	1000	0	1134	1	50	50	50	50	50	50	50	0	0	1760	0	0	440	440	440	440	420	420	0	0	420	420	0	0
1134	1	17	5	1000	0	1135	1	50	50	50	50	50	50	50	0	0	1760	0	0	440	440	440	440	440	420	0	0	420	420	0	0
1135	1	17	6	1000	0	1136	1	50	50	50	50	50	50	50	0	0	1760	0	0	440	440	440	440	440	440	0	0	420	420	0	0
1136	1	17	7	1000	0	1137	1	50	50	50	50	50	50	50	0	0	1760	0	0	440	440	440	440	440	440	0	0	440	420	0	0
1137	1	18	0	1100	0	1138	1	50	50	50	50	50	50	50	0	0	1760	0	0	440	440	440	440	440	440	0	0	440	440	0	0
1138	1	18	1	1100	0	1139	1	50	50	50	50	50	50	50	0	0	1840	0	0	440	440	440	440	440	440	0	0	440	440	0	0
1139	1	18	2	1100	0	1140	1	50	50	50	50	50	50	50	0	0	1840	0	0	460	440	460	440	440	440	0	0	440	440	0	0
1140	1	18	3	1100	0	1141	1	50	50	50	50	50	50	50	0	0	1840	0	0	460	460	460	440	440	440	0	0	440	440	0	0
1141	1	18	4	1100	0	1142	1	50	50	50	50	50	50	50	0	0	1840	0	0	460	460	460	460	440	440	0	0	440	440	0	0
1142	1	18	5	1100	0	1143	1	50	50	50	50	50	50	50	0	0	1840	0	0	460	460	460	460	460	440	0	0	440	440	0	0
1143	1	18	6	1100	0	1144	1	50	50	50	50	50	50	50	0	0	1840	0	0	460	460	460	460	460	460	0	0	440	440	0	0
1144	1	18	7	1100	0	1145	1	50	50	50	50	50	50	50	0	0	1840	0	0	460	460	460	460	460	460	0	0	460	440	0	0
1145	1	19	0	1100	0	1146	1	50	50	50	50	50	50	50	0	0	1840	0	0	460	460	460	460	460	460	0	0	460	460	0	0
1146	1	19	1	1100	0	1147	1	50	50	50	50	50	50	50	0	0	1920	0	0	460	460	460	460	460	460	0	0	460	460	0	0
1147	1	19	2	1100	0	1148	1	50	50	50	50	50	50	50	0	0	1920	0	0	480	460	480	460	460	460	0	0	460	460	0	0
1148	1	19	3	1100	0	1149	1	50	50	50	50	50	50	50	0	0	1920	0	0	480	480	480	460	460	460	0	0	460	460	0	0
1149	1	19	4	1100	0	1150	1	50	50	50	50	50	50	50	0	0	1920	0	0	480	480	480	480	460	460	0	0	460	460	0	0
1150	1	19	5	1100	0	1151	1	50	50	50	50	50	50	50	0	0	1920	0	0	480	480	480	480	480	460	0	0	460	460	0	0
1151	1	19	6	1100	0	1152	1	50	50	50	50	50	50	50	0	0	1920	0	0	480	480	480	480	480	480	0	0	460	460	0	0
1152	1	19	7	1100	0	1153	1	50	50	50	50	50	50	50	0	0	1920	0	0	480	480	480	480	480	480	0	0	480	460	0	0
1153	1	20	0	1200	0	1154	1	50	50	50	50	50	50	50	0	0	1920	0	0	480	480	480	480	480	480	0	0	480	480	0	0
1154	1	20	1	1200	0	1155	1	50	50	50	50	50	50	50	0	0	2000	0	0	480	480	480	480	480	480	0	0	480	480	0	0
1155	1	20	2	1200	0	1156	1	50	50	50	50	50	50	50	0	0	2000	0	0	500	480	500	480	480	480	0	0	480	480	0	0
1156	1	20	3	1200	0	1157	1	50	50	50	50	50	50	50	0	0	2000	0	0	500	500	500	480	480	480	0	0	480	480	0	0
1157	1	20	4	1200	0	1158	1	50	50	50	50	50	50	50	0	0	2000	0	0	500	500	500	500	480	480	0	0	480	480	0	0
1158	1	20	5	1200	0	1159	1	50	50	50	50	50	50	50	0	0	2000	0	0	500	500	500	500	500	480	0	0	480	480	0	0
1159	1	20	6	1200	0	1160	1	50	50	50	50	50	50	50	0	0	2000	0	0	500	500	500	500	500	500	0	0	480	480	0	0
1160	1	20	7	1200	0	1161	1	50	50	50	50	50	50	50	0	0	2000	0	0	500	500	500	500	500	500	0	0	500	480	0	0
1161	1	21	0	1200	0	1162	2	100	100	100	100	100	100	100	0	0	2000	0	0	500	500	500	500	500	500	0	0	500	500	0	0
1162	1	21	1	1200	0	1163	2	100	100	100	100	100	100	100	0	0	2100	0	0	500	500	500	500	500	500	0	0	500	500	0	0
1163	1	21	2	1200	0	1164	2	100	100	100	100	100	100	100	0	0	2100	0	0	525	500	525	500	500	500	0	0	500	500	0	0
1164	1	21	3	1200	0	1165	2	100	100	100	100	100	100	100	0	0	2100	0	0	525	525	525	500	500	500	0	0	500	500	0	0
1165	1	21	4	1200	0	1166	2	100	100	100	100	100	100	100	0	0	2100	0	0	525	525	525	525	500	500	0	0	500	500	0	0
1166	1	21	5	1200	0	1167	2	100	100	100	100	100	100	100	0	0	2100	0	0	525	525	525	525	525	500	0	0	500	500	0	0
1167	1	21	6	1200	0	1168	2	100	100	100	100	100	100	100	0	0	2100	0	0	525	525	525	525	525	525	0	0	500	500	0	0
1168	1	21	7	1200	0	1169	2	100	100	100	100	100	100	100	0	0	2100	0	0	525	525	525	525	525	525	0	0	525	500	0	0
1169	1	22	0	1200	0	1170	2	100	100	100	100	100	100	100	0	0	2100	0	0	525	525	525	525	525	525	0	0	525	525	0	0
1170	1	22	1	1200	0	1171	2	100	100	100	100	100	100	100	0	0	2200	0	0	525	525	525	525	525	525	0	0	525	525	0	0
1171	1	22	2	1200	0	1172	2	100	100	100	100	100	100	100	0	0	2200	0	0	550	525	550	525	525	525	0	0	525	525	0	0
1172	1	22	3	1200	0	1173	2	100	100	100	100	100	100	100	0	0	2200	0	0	550	550	550	525	525	525	0	0	525	525	0	0
1173	1	22	4	1200	0	1174	2	100	100	100	100	100	100	100	0	0	2200	0	0	550	550	550	550	525	525	0	0	525	525	0	0
1174	1	22	5	1200	0	1175	2	100	100	100	100	100	100	100	0	0	2200	0	0	550	550	550	550	550	525	0	0	525	525	0	0
1175	1	22	6	1200	0	1176	2	100	100	100	100	100	100	100	0	0	2200	0	0	550	550	550	550	550	550	0	0	525	525	0	0
1176	1	22	7	1200	0	1177	2	100	100	100	100	100	100	100	0	0	2200	0	0	550	550	550	550	550	550	0	0	550	525	0	0
1177	1	23	0	1300	0	1178	2	100	100	100	100	100	100	100	0	0	2200	0	0	550	550	550	550	550	550	0	0	550	550	0	0
1178	1	23	1	1300	0	1179	2	100	100	100	100	100	100	100	0	0	2300	0	0	550	550	550	550	550	550	0	0	550	550	0	0
1179	1	23	2	1300	0	1180	2	100	100	100	100	100	100	100	0	0	2300	0	0	575	550	575	550	550	550	0	0	550	550	0	0
1180	1	23	3	1300	0	1181	2	100	100	100	100	100	100	100	0	0	2300	0	0	575	575	575	550	550	550	0	0	550	550	0	0
1181	1	23	4	1300	0	1182	2	100	100	100	100	100	100	100	0	0	2300	0	0	575	575	575	575	550	550	0	0	550	550	0	0
1182	1	23	5	1300	0	1183	2	100	100	100	100	100	100	100	0	0	2300	0	0	575	575	575	575	575	550	0	0	550	550	0	0
1183	1	23	6	1300	0	1184	2	100	100	100	100	100	100	100	0	0	2300	0	0	575	575	575	575	575	575	0	0	550	550	0	0
1184	1	23	7	1300	0	1185	2	100	100	100	100	100	100	100	0	0	2300	0	0	575	575	575	575	575	575	0	0	575	550	0	0
1185	1	24	0	1300	0	1186	2	100	100	100	100	100	100	100	0	0	2300	0	0	575	575	575	575	575	575	0	0	575	575	0	0
1186	1	24	1	1300	0	1187	2	100	100	100	100	100	100	100	0	0	2400	0	0	575	575	575	575	575	575	0	0	575	575	0	0
1187	1	24	2	1300	0	1188	2	100	100	100	100	100	100	100	0	0	2400	0	0	600	575	600	575	575	575	0	0	575	575	0	0
1188	1	24	3	1300	0	1189	2	100	100	100	100	100	100	100	0	0	2400	0	0	600	600	600	575	575	575	0	0	575	575	0	0
1189	1	24	4	1300	0	1190	2	100	100	100	100	100	100	100	0	0	2400	0	0	600	600	600	600	575	575	0	0	575	575	0	0
1190	1	24	5	1300	0	1191	2	100	100	100	100	100	100	100	0	0	2400	0	0	600	600	600	600	600	575	0	0	575	575	0	0
1191	1	24	6	1300	0	1192	2	100	100	100	100	100	100	100	0	0	2400	0	0	600	600	600	600	600	600	0	0	575	575	0	0
1192	1	24	7	1300	0	1193	2	100	100	100	100	100	100	100	0	0	2400	0	0	600	600	600	600	600	600	0	0	600	575	0	0
1193	1	25	0	1300	0	1194	2	100	100	100	100	100	100	100	0	0	2400	0	0	600	600	600	600	600	600	0	0	600	600	0	0
1194	1	25	1	1300	0	1195	2	100	100	100	100	100	100	100	0	0	2500	0	0	600	600	600	600	600	600	0	0	600	600	0	0
1195	1	25	2	1300	0	1196	2	100	100	100	100	100	100	100	0	0	2500	0	0	625	600	625	600	600	600	0	0	600	600	0	0
1196	1	25	3	1300	0	1197	2	100	100	100	100	100	100	100	0	0	2500	0	0	625	625	625	600	600	600	0	0	600	600	0	0
1197	1	25	4	1300	0	1198	2	100	100	100	100	100	100	100	0	0	2500	0	0	625	625	625	625	600	600	0	0	600	600	0	0
1198	1	25	5	1300	0	1199	2	100	100	100	100	100	100	100	0	0	2500	0	0	625	625	625	625	625	600	0	0	600	600	0	0
1199	1	25	6	1300	0	1200	2	100	100	100	100	100	100	100	0	0	2500	0	0	625	625	625	625	625	625	0	0	600	600	0	0
1200	1	25	7	1300	0	1201	2	100	100	100	100	100	100	100	0	0	2500	0	0	625	625	625	625	625	625	0	0	625	600	0	0
