posType	level	needMoney	pt1	pv1	pt2	pv2
2	179	13991680	1	537	5	1790
5	1	1200	1	2	6	5
5	2	1290	1	4	6	10
5	3	1386	1	6	6	15
5	4	1488	1	8	6	20
5	5	1596	1	10	6	25
5	6	1710	1	12	6	30
5	7	1830	1	14	6	35
5	8	1956	1	16	6	40
5	9	2088	1	18	6	45
5	10	2226	1	20	6	50
5	11	2370	1	22	6	55
5	12	2520	1	24	6	60
5	13	2676	1	26	6	65
5	14	2838	1	28	6	70
5	15	3006	1	30	6	75
5	16	3180	1	32	6	80
5	17	3360	1	34	6	85
5	18	3546	1	36	6	90
5	19	3738	1	38	6	95
5	20	4260	1	40	6	100
5	21	4380	1	42	6	105
5	22	4506	1	44	6	110
5	23	4638	1	46	6	115
5	24	4776	1	48	6	120
5	25	4920	1	50	6	125
5	26	5070	1	52	6	130
5	27	5226	1	54	6	135
5	28	5388	1	56	6	140
5	29	5556	1	58	6	145
5	30	5910	1	60	6	150
5	31	6180	1	62	6	155
5	32	6465	1	64	6	160
5	33	6765	1	66	6	165
5	34	7080	1	68	6	170
5	35	7410	1	70	6	175
5	36	7755	1	72	6	180
5	37	8520	1	74	6	185
5	38	8970	1	76	6	190
5	39	9450	1	78	6	195
5	40	9990	1	80	6	200
5	41	17500	1	82	6	205
5	42	18450	1	84	6	210
5	43	19700	1	86	6	215
5	44	21025	1	88	6	220
5	45	22425	1	90	6	225
5	46	23900	1	92	6	230
5	47	25900	1	94	6	235
5	48	28000	1	96	6	240
5	49	34200	1	98	6	245
5	50	43250	1	100	6	250
5	51	48250	1	102	6	255
5	52	53500	1	104	6	260
5	53	59000	1	106	6	265
5	54	64750	1	108	6	270
5	55	70750	1	110	6	275
5	56	77000	1	112	6	280
5	57	83500	1	114	6	285
5	58	90250	1	116	6	290
5	59	97250	1	118	6	295
5	60	125000	1	120	6	300
5	61	152000	1	122	6	305
5	62	181200	1	124	6	310
5	63	211650	1	126	6	315
5	64	243400	1	128	6	320
5	65	276500	1	130	6	325
5	66	311000	1	132	6	330
5	67	346950	1	134	6	335
5	68	384400	1	136	6	340
5	69	423400	1	138	6	345
5	70	464000	1	140	6	350
5	71	506250	1	142	6	355
5	72	550200	1	144	6	360
5	73	595900	1	146	6	365
5	74	643400	1	148	6	370
5	75	692750	1	150	6	375
5	76	744000	1	152	6	380
5	77	797200	1	154	6	385
5	78	852400	1	156	6	390
5	79	909650	1	158	6	395
5	80	969000	1	160	6	400
5	81	1069000	1	162	6	405
5	82	1171200	1	164	6	410
5	83	1278400	1	166	6	415
5	84	1391600	1	168	6	420
5	85	1511800	1	170	6	425
5	86	1640000	1	172	6	430
5	87	1777200	1	174	6	435
5	88	1924400	1	176	6	440
5	89	2082600	1	178	6	445
5	90	2252800	1	180	6	450
5	91	2436000	1	182	6	455
5	92	2633200	1	184	6	460
5	93	2845400	1	186	6	465
5	94	3073600	1	188	6	470
5	95	3318800	1	190	6	475
5	96	3582000	1	192	6	480
5	97	3864200	1	194	6	485
5	98	4166400	1	196	6	490
5	99	4489600	1	198	6	495
5	100	4494600	1	200	6	500
5	101	4499600	1	202	6	505
5	102	4504600	1	204	6	510
5	103	4509600	1	206	6	515
5	104	4514600	1	208	6	520
5	105	4519600	1	210	6	525
5	106	4524600	1	212	6	530
5	107	4529600	1	214	6	535
5	108	4534600	1	216	6	540
5	109	4539600	1	218	6	545
5	110	4544600	1	220	6	550
5	111	4549600	1	222	6	555
5	112	4554600	1	224	6	560
5	113	4559600	1	226	6	565
5	114	4564600	1	228	6	570
5	115	4569600	1	230	6	575
5	116	4574600	1	232	6	580
5	117	4579600	1	234	6	585
5	118	4584600	1	236	6	590
5	119	4589600	1	238	6	595
5	120	4804600	1	240	6	600
5	121	5019600	1	242	6	605
5	122	5234600	1	244	6	610
5	123	5449600	1	246	6	615
5	124	5664600	1	248	6	620
5	125	5879600	1	250	6	625
5	126	6094600	1	252	6	630
5	127	6309600	1	254	6	635
5	128	6524600	1	256	6	640
5	129	6739600	1	258	6	645
5	130	6954600	1	260	6	650
5	131	7169600	1	262	6	655
5	132	7384600	1	264	6	660
5	133	7599600	1	266	6	665
5	134	7814600	1	268	6	670
5	135	8029600	1	270	6	675
5	136	8244600	1	272	6	680
5	137	8459600	1	274	6	685
5	138	8674600	1	276	6	690
5	139	8889600	1	278	6	695
5	140	9104600	1	280	6	700
5	141	9319600	1	282	6	705
5	142	9534600	1	284	6	710
5	143	9749600	1	286	6	715
5	144	9964600	1	288	6	720
5	145	10179600	1	290	6	725
5	146	10394600	1	292	6	730
5	147	10609600	1	294	6	735
5	148	10824600	1	296	6	740
5	149	11039600	1	298	6	745
5	150	11254600	1	300	6	750
5	151	11469600	1	302	6	755
5	152	11684600	1	304	6	760
5	153	11899600	1	306	6	765
5	154	12114600	1	308	6	770
5	155	12329600	1	310	6	775
5	156	12544600	1	312	6	780
5	157	12759600	1	314	6	785
5	158	12974600	1	316	6	790
5	159	13189600	1	318	6	795
5	160	13404600	1	320	6	800
5	161	13619600	1	322	6	805
5	162	13834600	1	324	6	810
5	163	14049600	1	326	6	815
5	164	14264600	1	328	6	820
5	165	14479600	1	330	6	825
5	166	14694600	1	332	6	830
5	167	14909600	1	334	6	835
5	168	15124600	1	336	6	840
5	169	15339600	1	338	6	845
5	170	15554600	1	340	6	850
5	171	15769600	1	342	6	855
5	172	15984600	1	344	6	860
5	173	16199600	1	346	6	865
5	174	16414600	1	348	6	870
5	175	16629600	1	350	6	875
5	176	16844600	1	352	6	880
5	177	17059600	1	354	6	885
5	178	17274600	1	356	6	890
5	179	17489600	1	358	6	895
4	1	960	1	3	7	10
4	2	1032	1	6	7	20
4	3	1109	1	9	7	30
4	4	1191	1	12	7	40
4	5	1277	1	15	7	50
4	6	1368	1	18	7	60
4	7	1464	1	21	7	70
4	8	1565	1	24	7	80
4	9	1671	1	27	7	90
4	10	1781	1	30	7	100
4	11	1896	1	33	7	110
4	12	2016	1	36	7	120
4	13	2141	1	39	7	130
4	14	2271	1	42	7	140
4	15	2405	1	45	7	150
4	16	2544	1	48	7	160
4	17	2688	1	51	7	170
4	18	2837	1	54	7	180
4	19	2991	1	57	7	190
4	20	3408	1	60	7	200
4	21	3504	1	63	7	210
4	22	3605	1	66	7	220
4	23	3711	1	69	7	230
4	24	3821	1	72	7	240
4	25	3936	1	75	7	250
4	26	4056	1	78	7	260
4	27	4181	1	81	7	270
4	28	4311	1	84	7	280
4	29	4445	1	87	7	290
4	30	4728	1	90	7	300
4	31	4944	1	93	7	310
4	32	5172	1	96	7	320
4	33	5412	1	99	7	330
4	34	5664	1	102	7	340
4	35	5928	1	105	7	350
4	36	6204	1	108	7	360
4	37	6816	1	111	7	370
4	38	7176	1	114	7	380
4	39	7560	1	117	7	390
4	40	7992	1	120	7	400
4	41	14000	1	123	7	410
4	42	14760	1	126	7	420
4	43	15760	1	129	7	430
4	44	16820	1	132	7	440
4	45	17940	1	135	7	450
4	46	19120	1	138	7	460
4	47	20720	1	141	7	470
4	48	22400	1	144	7	480
4	49	27360	1	147	7	490
4	50	34600	1	150	7	500
4	51	38600	1	153	7	510
4	52	42800	1	156	7	520
4	53	47200	1	159	7	530
4	54	51800	1	162	7	540
4	55	56600	1	165	7	550
4	56	61600	1	168	7	560
4	57	66800	1	171	7	570
4	58	72200	1	174	7	580
4	59	77800	1	177	7	590
4	60	100000	1	180	7	600
4	61	121600	1	183	7	610
4	62	144960	1	186	7	620
4	63	169320	1	189	7	630
4	64	194720	1	192	7	640
4	65	221200	1	195	7	650
4	66	248800	1	198	7	660
4	67	277560	1	201	7	670
4	68	307520	1	204	7	680
4	69	338720	1	207	7	690
4	70	371200	1	210	7	700
4	71	405000	1	213	7	710
4	72	440160	1	216	7	720
4	73	476720	1	219	7	730
4	74	514720	1	222	7	740
4	75	554200	1	225	7	750
4	76	595200	1	228	7	760
4	77	637760	1	231	7	770
4	78	681920	1	234	7	780
4	79	727720	1	237	7	790
4	80	775200	1	240	7	800
4	81	855200	1	243	7	810
4	82	936960	1	246	7	820
4	83	1022720	1	249	7	830
4	84	1113280	1	252	7	840
4	85	1209440	1	255	7	850
4	86	1312000	1	258	7	860
4	87	1421760	1	261	7	870
4	88	1539520	1	264	7	880
4	89	1666080	1	267	7	890
4	90	1802240	1	270	7	900
4	91	1948800	1	273	7	910
4	92	2106560	1	276	7	920
4	93	2276320	1	279	7	930
4	94	2458880	1	282	7	940
4	95	2655040	1	285	7	950
4	96	2865600	1	288	7	960
4	97	3091360	1	291	7	970
4	98	3333120	1	294	7	980
4	99	3591680	1	297	7	990
4	100	3595680	1	300	7	1000
4	101	3599680	1	303	7	1010
4	102	3603680	1	306	7	1020
4	103	3607680	1	309	7	1030
4	104	3611680	1	312	7	1040
4	105	3615680	1	315	7	1050
4	106	3619680	1	318	7	1060
4	107	3623680	1	321	7	1070
4	108	3627680	1	324	7	1080
4	109	3631680	1	327	7	1090
4	110	3635680	1	330	7	1100
4	111	3639680	1	333	7	1110
4	112	3643680	1	336	7	1120
4	113	3647680	1	339	7	1130
4	114	3651680	1	342	7	1140
4	115	3655680	1	345	7	1150
4	116	3659680	1	348	7	1160
4	117	3663680	1	351	7	1170
4	118	3667680	1	354	7	1180
4	119	3671680	1	357	7	1190
4	120	3843680	1	360	7	1200
4	121	4015680	1	363	7	1210
4	122	4187680	1	366	7	1220
4	123	4359680	1	369	7	1230
4	124	4531680	1	372	7	1240
4	125	4703680	1	375	7	1250
4	126	4875680	1	378	7	1260
4	127	5047680	1	381	7	1270
4	128	5219680	1	384	7	1280
4	129	5391680	1	387	7	1290
4	130	5563680	1	390	7	1300
4	131	5735680	1	393	7	1310
4	132	5907680	1	396	7	1320
4	133	6079680	1	399	7	1330
4	134	6251680	1	402	7	1340
4	135	6423680	1	405	7	1350
4	136	6595680	1	408	7	1360
4	137	6767680	1	411	7	1370
4	138	6939680	1	414	7	1380
4	139	7111680	1	417	7	1390
4	140	7283680	1	420	7	1400
4	141	7455680	1	423	7	1410
4	142	7627680	1	426	7	1420
4	143	7799680	1	429	7	1430
4	144	7971680	1	432	7	1440
4	145	8143680	1	435	7	1450
4	146	8315680	1	438	7	1460
4	147	8487680	1	441	7	1470
4	148	8659680	1	444	7	1480
4	149	8831680	1	447	7	1490
4	150	9003680	1	450	7	1500
4	151	9175680	1	453	7	1510
4	152	9347680	1	456	7	1520
4	153	9519680	1	459	7	1530
4	154	9691680	1	462	7	1540
4	155	9863680	1	465	7	1550
4	156	10035680	1	468	7	1560
4	157	10207680	1	471	7	1570
4	158	10379680	1	474	7	1580
4	159	10551680	1	477	7	1590
4	160	10723680	1	480	7	1600
4	161	10895680	1	483	7	1610
4	162	11067680	1	486	7	1620
4	163	11239680	1	489	7	1630
4	164	11411680	1	492	7	1640
4	165	11583680	1	495	7	1650
4	166	11755680	1	498	7	1660
4	167	11927680	1	501	7	1670
4	168	12099680	1	504	7	1680
4	169	12271680	1	507	7	1690
4	170	12443680	1	510	7	1700
4	171	12615680	1	513	7	1710
4	172	12787680	1	516	7	1720
4	173	12959680	1	519	7	1730
4	174	13131680	1	522	7	1740
4	175	13303680	1	525	7	1750
4	176	13475680	1	528	7	1760
4	177	13647680	1	531	7	1770
4	178	13819680	1	534	7	1780
4	179	13991680	1	537	7	1790
6	1	1440	1	14	0	0
6	2	1548	1	28	0	0
6	3	1664	1	42	0	0
6	4	1786	1	56	0	0
6	5	1916	1	70	0	0
6	6	2052	1	84	0	0
6	7	2196	1	98	0	0
6	8	2348	1	112	0	0
6	9	2506	1	126	0	0
6	10	2672	1	140	0	0
6	11	2844	1	154	0	0
6	12	3024	1	168	0	0
6	13	3212	1	182	0	0
6	14	3406	1	196	0	0
6	15	3608	1	210	0	0
6	16	3816	1	224	0	0
6	17	4032	1	238	0	0
6	18	4256	1	252	0	0
6	19	4486	1	266	0	0
6	20	5112	1	280	0	0
6	21	5256	1	294	0	0
6	22	5408	1	308	0	0
6	23	5566	1	322	0	0
6	24	5732	1	336	0	0
6	25	5904	1	350	0	0
6	26	6084	1	364	0	0
6	27	6272	1	378	0	0
6	28	6466	1	392	0	0
6	29	6668	1	406	0	0
6	30	7092	1	420	0	0
6	31	7416	1	434	0	0
6	32	7758	1	448	0	0
6	33	8118	1	462	0	0
6	34	8496	1	476	0	0
6	35	8892	1	490	0	0
6	36	9306	1	504	0	0
6	37	10224	1	518	0	0
6	38	10764	1	532	0	0
6	39	11340	1	546	0	0
6	40	11988	1	560	0	0
6	41	21000	1	574	0	0
6	42	22140	1	588	0	0
6	43	23640	1	602	0	0
6	44	25230	1	616	0	0
6	45	26910	1	630	0	0
6	46	28680	1	644	0	0
6	47	31080	1	658	0	0
6	48	33600	1	672	0	0
6	49	41040	1	686	0	0
6	50	51900	1	700	0	0
6	51	57900	1	714	0	0
6	52	64200	1	728	0	0
6	53	70800	1	742	0	0
6	54	77700	1	756	0	0
6	55	84900	1	770	0	0
6	56	92400	1	784	0	0
6	57	100200	1	798	0	0
6	58	108300	1	812	0	0
6	59	116700	1	826	0	0
6	60	150000	1	840	0	0
6	61	182400	1	854	0	0
6	62	217440	1	868	0	0
6	63	253980	1	882	0	0
6	64	292080	1	896	0	0
6	65	331800	1	910	0	0
6	66	373200	1	924	0	0
6	67	416340	1	938	0	0
6	68	461280	1	952	0	0
6	69	508080	1	966	0	0
6	70	556800	1	980	0	0
6	71	607500	1	994	0	0
6	72	660240	1	1008	0	0
6	73	715080	1	1022	0	0
6	74	772080	1	1036	0	0
6	75	831300	1	1050	0	0
6	76	892800	1	1064	0	0
6	77	956640	1	1078	0	0
6	78	1022880	1	1092	0	0
6	79	1091580	1	1106	0	0
6	80	1162800	1	1120	0	0
6	81	1282800	1	1134	0	0
6	82	1405440	1	1148	0	0
6	83	1534080	1	1162	0	0
6	84	1669920	1	1176	0	0
6	85	1814160	1	1190	0	0
6	86	1968000	1	1204	0	0
6	87	2132640	1	1218	0	0
6	88	2309280	1	1232	0	0
6	89	2499120	1	1246	0	0
6	90	2703360	1	1260	0	0
6	91	2923200	1	1274	0	0
6	92	3159840	1	1288	0	0
6	93	3414480	1	1302	0	0
6	94	3688320	1	1316	0	0
6	95	3982560	1	1330	0	0
6	96	4298400	1	1344	0	0
6	97	4637040	1	1358	0	0
6	98	4999680	1	1372	0	0
6	99	5387520	1	1386	0	0
6	100	5393520	1	1400	0	0
6	101	5399520	1	1414	0	0
6	102	5405520	1	1428	0	0
6	103	5411520	1	1442	0	0
6	104	5417520	1	1456	0	0
6	105	5423520	1	1470	0	0
6	106	5429520	1	1484	0	0
6	107	5435520	1	1498	0	0
6	108	5441520	1	1512	0	0
6	109	5447520	1	1526	0	0
6	110	5453520	1	1540	0	0
6	111	5459520	1	1554	0	0
6	112	5465520	1	1568	0	0
6	113	5471520	1	1582	0	0
6	114	5477520	1	1596	0	0
6	115	5483520	1	1610	0	0
6	116	5489520	1	1624	0	0
6	117	5495520	1	1638	0	0
6	118	5501520	1	1652	0	0
6	119	5507520	1	1666	0	0
6	120	5765520	1	1680	0	0
6	121	6023520	1	1694	0	0
6	122	6281520	1	1708	0	0
6	123	6539520	1	1722	0	0
6	124	6797520	1	1736	0	0
6	125	7055520	1	1750	0	0
6	126	7313520	1	1764	0	0
6	127	7571520	1	1778	0	0
6	128	7829520	1	1792	0	0
6	129	8087520	1	1806	0	0
6	130	8345520	1	1820	0	0
6	131	8603520	1	1834	0	0
6	132	8861520	1	1848	0	0
6	133	9119520	1	1862	0	0
6	134	9377520	1	1876	0	0
6	135	9635520	1	1890	0	0
6	136	9893520	1	1904	0	0
6	137	10151520	1	1918	0	0
6	138	10409520	1	1932	0	0
6	139	10667520	1	1946	0	0
6	140	10925520	1	1960	0	0
6	141	11183520	1	1974	0	0
6	142	11441520	1	1988	0	0
6	143	11699520	1	2002	0	0
6	144	11957520	1	2016	0	0
6	145	12215520	1	2030	0	0
6	146	12473520	1	2044	0	0
6	147	12731520	1	2058	0	0
6	148	12989520	1	2072	0	0
6	149	13247520	1	2086	0	0
6	150	13505520	1	2100	0	0
6	151	13763520	1	2114	0	0
6	152	14021520	1	2128	0	0
6	153	14279520	1	2142	0	0
6	154	14537520	1	2156	0	0
6	155	14795520	1	2170	0	0
6	156	15053520	1	2184	0	0
