roundId	opponentCnt	rewardItem	needReset
133	3	()	0
134	2	()	0
135	1	()	1
136	5	()	0
137	4	()	0
138	3	()	0
139	2	()	0
140	1	()	1
141	5	()	0
142	4	()	0
143	3	()	0
144	2	()	0
145	1	()	1
146	5	()	0
147	4	()	0
148	3	()	0
149	2	()	0
150	1	()	1
151	5	()	0
152	4	()	0
153	3	()	0
154	2	()	0
155	1	()	1
156	5	()	0
157	4	()	0
158	3	()	0
159	2	()	0
160	1	()	1
161	5	()	0
162	4	()	0
163	3	()	0
164	2	()	0
165	1	()	1
166	5	()	0
167	4	()	0
168	3	()	0
169	2	()	0
170	1	()	1
171	5	()	0
172	4	()	0
173	3	()	0
174	2	()	0
175	1	()	1
176	5	()	0
177	4	()	0
178	3	()	0
179	2	()	0
180	1	()	1
181	5	()	0
182	4	()	0
183	3	()	0
184	2	()	0
185	1	()	1
186	5	()	0
187	4	()	0
188	3	()	0
189	2	()	0
190	1	()	1
191	5	()	0
192	4	()	0
193	3	()	0
194	2	()	0
195	1	()	1
196	5	()	0
197	4	()	0
198	3	()	0
199	2	()	0
200	1	()	1
201	5	()	0
202	4	()	0
203	3	()	0
204	2	()	0
205	1	()	1
206	5	()	0
207	4	()	0
208	3	()	0
209	2	()	0
210	1	()	1
211	5	()	0
212	4	()	0
213	3	()	0
214	2	()	0
215	1	()	1
216	5	()	0
217	4	()	0
218	3	()	0
219	2	()	0
220	1	()	1
221	5	()	0
222	4	()	0
223	3	()	0
224	2	()	0
225	1	()	1
226	5	()	0
227	4	()	0
228	3	()	0
229	2	()	0
230	1	()	1
231	5	()	0
232	4	()	0
233	3	()	0
234	2	()	0
235	1	()	1
236	5	()	0
237	4	()	0
238	3	()	0
239	2	()	0
240	1	()	1
241	5	()	0
242	4	()	0
243	3	()	0
244	2	()	0
245	1	()	1
246	5	()	0
247	4	()	0
248	3	()	0
249	2	()	0
250	1	()	1
251	5	()	0
252	4	()	0
253	3	()	0
254	2	()	0
255	1	()	1
256	5	()	0
257	4	()	0
258	3	()	0
259	2	()	0
260	1	()	1
261	5	()	0
262	4	()	0
263	3	()	0
264	2	()	0
265	1	()	1
266	5	()	0
267	4	()	0
268	3	()	0
269	2	()	0
270	1	()	1
271	5	()	0
272	4	()	0
273	3	()	0
274	2	()	0
275	1	()	1
276	5	()	0
277	4	()	0
278	3	()	0
279	2	()	0
280	1	()	1
281	5	()	0
282	4	()	0
283	3	()	0
284	2	()	0
285	1	()	1
286	5	()	0
287	4	()	0
288	3	()	0
289	2	()	0
290	1	()	1
291	5	()	0
292	4	()	0
293	3	()	0
294	2	()	0
295	1	()	1
296	5	()	0
297	4	()	0
298	3	()	0
299	2	()	0
300	1	()	1
301	5	()	0
302	4	()	0
303	3	()	0
304	2	()	0
305	1	()	1
306	5	()	0
307	4	()	0
308	3	()	0
309	2	()	0
310	1	()	1
311	5	()	0
312	4	()	0
313	3	()	0
314	2	()	0
315	1	()	1
316	5	()	0
317	4	()	0
318	3	()	0
319	2	()	0
320	1	()	1
321	5	()	0
322	4	()	0
323	3	()	0
324	2	()	0
325	1	()	1
326	5	()	0
327	4	()	0
328	3	()	0
329	2	()	0
330	1	()	1
331	5	()	0
332	4	()	0
333	3	()	0
334	2	()	0
335	1	()	1
336	5	()	0
337	4	()	0
338	3	()	0
339	2	()	0
340	1	()	1
341	5	()	0
342	4	()	0
343	3	()	0
344	2	()	0
345	1	()	1
346	5	()	0
347	4	()	0
348	3	()	0
349	2	()	0
350	1	()	1
351	5	()	0
352	4	()	0
353	3	()	0
354	2	()	0
355	1	()	1
356	5	()	0
357	4	()	0
358	3	()	0
359	2	()	0
360	1	()	1
361	5	()	0
362	4	()	0
363	3	()	0
364	2	()	0
365	1	()	1
366	5	()	0
367	4	()	0
368	3	()	0
369	2	()	0
370	1	()	1
371	5	()	0
372	4	()	0
373	3	()	0
374	2	()	0
375	1	()	1
376	5	()	0
377	4	()	0
378	3	()	0
379	2	()	0
380	1	()	1
381	5	()	0
382	4	()	0
383	3	()	0
384	2	()	0
385	1	()	1
386	5	()	0
387	4	()	0
388	3	()	0
389	2	()	0
390	1	()	1
391	5	()	0
392	4	()	0
393	3	()	0
394	2	()	0
395	1	()	1
396	5	()	0
397	4	()	0
398	3	()	0
399	2	()	0
400	1	()	1
401	5	()	0
402	4	()	0
403	3	()	0
404	2	()	0
405	1	()	1
406	5	()	0
407	4	()	0
408	3	()	0
409	2	()	0
410	1	()	1
411	5	()	0
412	4	()	0
413	3	()	0
414	2	()	0
415	1	()	1
416	5	()	0
417	4	()	0
418	3	()	0
419	2	()	0
420	1	()	1
421	5	()	0
422	4	()	0
423	3	()	0
424	2	()	0
425	1	()	1
426	5	()	0
427	4	()	0
428	3	()	0
429	2	()	0
430	1	()	1
431	5	()	0
432	4	()	0
433	3	()	0
434	2	()	0
435	1	()	1
436	5	()	0
437	4	()	0
438	3	()	0
439	2	()	0
440	1	()	1
441	5	()	0
442	4	()	0
443	3	()	0
444	2	()	0
445	1	()	1
446	5	()	0
447	4	()	0
448	3	()	0
449	2	()	0
450	1	()	1
451	5	()	0
452	4	()	0
453	3	()	0
454	2	()	0
455	1	()	1
456	5	()	0
457	4	()	0
458	3	()	0
459	2	()	0
460	1	()	1
461	5	()	0
462	4	()	0
463	3	()	0
464	2	()	0
465	1	()	1
466	5	()	0
467	4	()	0
468	3	()	0
469	2	()	0
470	1	()	1
471	5	()	0
472	4	()	0
473	3	()	0
474	2	()	0
475	1	()	1
476	5	()	0
477	4	()	0
478	3	()	0
479	2	()	0
480	1	()	1
481	5	()	0
482	4	()	0
483	3	()	0
484	2	()	0
485	1	()	1
486	5	()	0
487	4	()	0
488	3	()	0
489	2	()	0
490	1	()	1
491	5	()	0
492	4	()	0
493	3	()	0
494	2	()	0
495	1	()	1
496	5	()	0
497	4	()	0
498	3	()	0
499	2	()	0
500	1	()	1
501	5	()	0
502	4	()	0
503	3	()	0
504	2	()	0
505	1	()	1
506	5	()	0
507	4	()	0
508	3	()	0
509	2	()	0
510	1	()	1
511	5	()	0
512	4	()	0
513	3	()	0
514	2	()	0
515	1	()	1
516	5	()	0
517	4	()	0
518	3	()	0
519	2	()	0
520	1	()	1
521	5	()	0
522	4	()	0
523	3	()	0
524	2	()	0
525	1	()	1
526	5	()	0
527	4	()	0
528	3	()	0
529	2	()	0
530	1	()	1
531	5	()	0
532	4	()	0
533	3	()	0
534	2	()	0
535	1	()	1
536	5	()	0
537	4	()	0
538	3	()	0
539	2	()	0
540	1	()	1
541	5	()	0
542	4	()	0
543	3	()	0
544	2	()	0
545	1	()	1
546	5	()	0
547	4	()	0
548	3	()	0
549	2	()	0
550	1	()	1
551	5	()	0
552	4	()	0
553	3	()	0
554	2	()	0
555	1	()	1
556	5	()	0
557	4	()	0
558	3	()	0
559	2	()	0
560	1	()	1
561	5	()	0
562	4	()	0
563	3	()	0
564	2	()	0
565	1	()	1
566	5	()	0
567	4	()	0
568	3	()	0
569	2	()	0
570	1	()	1
571	5	()	0
572	4	()	0
573	3	()	0
574	2	()	0
575	1	()	1
576	5	()	0
577	4	()	0
578	3	()	0
579	2	()	0
580	1	()	1
581	5	()	0
582	4	()	0
583	3	()	0
584	2	()	0
585	1	()	1
586	5	()	0
587	4	()	0
588	3	()	0
589	2	()	0
590	1	()	1
591	5	()	0
592	4	()	0
593	3	()	0
594	2	()	0
595	1	()	1
596	5	()	0
597	4	()	0
598	3	()	0
599	2	()	0
600	1	()	1
601	5	()	0
602	4	()	0
603	3	()	0
604	2	()	0
605	1	()	1
606	5	()	0
607	4	()	0
608	3	()	0
609	2	()	0
610	1	()	1
611	5	()	0
612	4	()	0
613	3	()	0
614	2	()	0
615	1	()	1
616	5	()	0
617	4	()	0
618	3	()	0
619	2	()	0
620	1	()	1
621	5	()	0
622	4	()	0
623	3	()	0
624	2	()	0
625	1	()	1
626	5	()	0
627	4	()	0
628	3	()	0
629	2	()	0
630	1	()	1
631	5	()	0
632	4	()	0
633	3	()	0
634	2	()	0
635	1	()	1
636	5	()	0
637	4	()	0
638	3	()	0
639	2	()	0
640	1	()	1
641	5	()	0
642	4	()	0
643	3	()	0
644	2	()	0
645	1	()	1
646	5	()	0
647	4	()	0
648	3	()	0
649	2	()	0
650	1	()	1
651	5	()	0
652	4	()	0
653	3	()	0
654	2	()	0
655	1	()	1
656	5	()	0
657	4	()	0
658	3	()	0
659	2	()	0
660	1	()	1
661	5	()	0
662	4	()	0
663	3	()	0
664	2	()	0
665	1	()	1
666	5	()	0
667	4	()	0
668	3	()	0
669	2	()	0
670	1	()	1
671	5	()	0
672	4	()	0
673	3	()	0
674	2	()	0
675	1	()	1
676	5	()	0
677	4	()	0
678	3	()	0
679	2	()	0
680	1	()	1
681	5	()	0
682	4	()	0
683	3	()	0
684	2	()	0
685	1	()	1
686	5	()	0
687	4	()	0
688	3	()	0
689	2	()	0
690	1	()	1
691	5	()	0
692	4	()	0
693	3	()	0
694	2	()	0
695	1	()	1
696	5	()	0
697	4	()	0
698	3	()	0
699	2	()	0
700	1	()	1
701	5	()	0
702	4	()	0
703	3	()	0
704	2	()	0
705	1	()	1
706	5	()	0
707	4	()	0
708	3	()	0
709	2	()	0
710	1	()	1
711	5	()	0
712	4	()	0
713	3	()	0
714	2	()	0
715	1	()	1
716	5	()	0
717	4	()	0
718	3	()	0
719	2	()	0
720	1	()	1
721	5	()	0
722	4	()	0
723	3	()	0
724	2	()	0
725	1	()	1
726	5	()	0
727	4	()	0
728	3	()	0
729	2	()	0
730	1	()	1
731	5	()	0
732	4	()	0
733	3	()	0
734	2	()	0
735	1	()	1
736	5	()	0
737	4	()	0
738	3	()	0
739	2	()	0
740	1	()	1
741	5	()	0
742	4	()	0
743	3	()	0
744	2	()	0
745	1	()	1
746	5	()	0
747	4	()	0
748	3	()	0
749	2	()	0
750	1	()	1
751	5	()	0
752	4	()	0
753	3	()	0
754	2	()	0
755	1	()	1
756	5	()	0
757	4	()	0
758	3	()	0
759	2	()	0
760	1	()	1
761	5	()	0
762	4	()	0
763	3	()	0
764	2	()	0
765	1	()	1
766	5	()	0
767	4	()	0
768	3	()	0
769	2	()	0
770	1	()	1
771	5	()	0
772	4	()	0
773	3	()	0
774	2	()	0
775	1	()	1
776	5	()	0
777	4	()	0
778	3	()	0
779	2	()	0
780	1	()	1
781	5	()	0
782	4	()	0
783	3	()	0
784	2	()	0
785	1	()	1
786	5	()	0
787	4	()	0
788	3	()	0
789	2	()	0
790	1	()	1
791	5	()	0
792	4	()	0
793	3	()	0
794	2	()	0
795	1	()	1
796	5	()	0
797	4	()	0
798	3	()	0
799	2	()	0
800	1	()	1
801	5	()	0
802	4	()	0
803	3	()	0
804	2	()	0
805	1	()	1
806	5	()	0
807	4	()	0
808	3	()	0
809	2	()	0
810	1	()	1
811	5	()	0
812	4	()	0
813	3	()	0
814	2	()	0
815	1	()	1
816	5	()	0
817	4	()	0
818	3	()	0
819	2	()	0
820	1	()	1
821	5	()	0
822	4	()	0
823	3	()	0
824	2	()	0
825	1	()	1
826	5	()	0
827	4	()	0
828	3	()	0
829	2	()	0
830	1	()	1
831	5	()	0
832	4	()	0
833	3	()	0
834	2	()	0
835	1	()	1
836	5	()	0
837	4	()	0
838	3	()	0
839	2	()	0
840	1	()	1
841	5	()	0
842	4	()	0
843	3	()	0
844	2	()	0
845	1	()	1
846	5	()	0
847	4	()	0
848	3	()	0
849	2	()	0
850	1	()	1
851	5	()	0
852	4	()	0
853	3	()	0
854	2	()	0
855	1	()	1
856	5	()	0
857	4	()	0
858	3	()	0
859	2	()	0
860	1	()	1
861	5	()	0
862	4	()	0
863	3	()	0
864	2	()	0
865	1	()	1
866	5	()	0
867	4	()	0
868	3	()	0
869	2	()	0
870	1	()	1
871	5	()	0
872	4	()	0
873	3	()	0
874	2	()	0
875	1	()	1
876	5	()	0
877	4	()	0
878	3	()	0
879	2	()	0
880	1	()	1
881	5	()	0
882	4	()	0
883	3	()	0
884	2	()	0
885	1	()	1
886	5	()	0
887	4	()	0
888	3	()	0
889	2	()	0
890	1	()	1
891	5	()	0
892	4	()	0
893	3	()	0
894	2	()	0
895	1	()	1
896	5	()	0
897	4	()	0
898	3	()	0
899	2	()	0
900	1	()	1
901	5	()	0
902	4	()	0
903	3	()	0
904	2	()	0
905	1	()	1
906	5	()	0
907	4	()	0
908	3	()	0
909	2	()	0
910	1	()	1
911	5	()	0
912	4	()	0
913	3	()	0
914	2	()	0
915	1	()	1
916	5	()	0
917	4	()	0
918	3	()	0
919	2	()	0
920	1	()	1
921	5	()	0
922	4	()	0
923	3	()	0
924	2	()	0
925	1	()	1
926	5	()	0
927	4	()	0
928	3	()	0
929	2	()	0
930	1	()	1
931	5	()	0
932	4	()	0
933	3	()	0
934	2	()	0
935	1	()	1
936	5	()	0
937	4	()	0
938	3	()	0
939	2	()	0
940	1	()	1
941	5	()	0
942	4	()	0
943	3	()	0
944	2	()	0
945	1	()	1
946	5	()	0
947	4	()	0
948	3	()	0
949	2	()	0
950	1	()	1
951	5	()	0
952	4	()	0
953	3	()	0
954	2	()	0
955	1	()	1
956	5	()	0
957	4	()	0
958	3	()	0
959	2	()	0
960	1	()	1
961	5	()	0
962	4	()	0
963	3	()	0
964	2	()	0
965	1	()	1
966	5	()	0
967	4	()	0
968	3	()	0
969	2	()	0
970	1	()	1
971	5	()	0
972	4	()	0
973	3	()	0
974	2	()	0
975	1	()	1
976	5	()	0
977	4	()	0
978	3	()	0
979	2	()	0
980	1	()	1
981	5	()	0
982	4	()	0
983	3	()	0
984	2	()	0
985	1	()	1
986	5	()	0
987	4	()	0
988	3	()	0
989	2	()	0
990	1	()	1
991	5	()	0
992	4	()	0
993	3	()	0
994	2	()	0
995	1	()	1
996	5	()	0
997	4	()	0
998	3	()	0
999	2	()	0
1000	1	()	1
1001	5	()	0
1002	4	()	0
1003	3	()	0
1004	2	()	0
1005	1	()	1
1006	5	()	0
1007	4	()	0
1008	3	()	0
1009	2	()	0
1010	1	()	1
1011	5	()	0
1012	4	()	0
1013	3	()	0
1014	2	()	0
1015	1	()	1
1016	5	()	0
1017	4	()	0
1018	3	()	0
1019	2	()	0
1020	1	()	1
1021	5	()	0
1022	4	()	0
1023	3	()	0
1024	2	()	0
1025	1	()	1
1026	5	()	0
1027	4	()	0
1028	3	()	0
1029	2	()	0
1030	1	()	1
1031	5	()	0
1032	4	()	0
1033	3	()	0
1034	2	()	0
1035	1	()	1
1036	5	()	0
1037	4	()	0
1038	3	()	0
1039	2	()	0
1040	1	()	1
1041	5	()	0
1042	4	()	0
1043	3	()	0
1044	2	()	0
1045	1	()	1
1046	5	()	0
1047	4	()	0
1048	3	()	0
1049	2	()	0
1050	1	()	1
1051	5	()	0
1052	4	()	0
1053	3	()	0
1054	2	()	0
1055	1	()	1
1056	5	()	0
1057	4	()	0
1058	3	()	0
1059	2	()	0
1060	1	()	1
1061	5	()	0
1062	4	()	0
1063	3	()	0
1064	2	()	0
1065	1	()	1
1066	5	()	0
1067	4	()	0
1068	3	()	0
1069	2	()	0
1070	1	()	1
1071	5	()	0
1072	4	()	0
1073	3	()	0
1074	2	()	0
1075	1	()	1
1076	5	()	0
1077	4	()	0
1078	3	()	0
1079	2	()	0
1080	1	()	1
1081	5	()	0
1082	4	()	0
1083	3	()	0
1084	2	()	0
1085	1	()	1
1086	5	()	0
1087	4	()	0
1088	3	()	0
1089	2	()	0
1090	1	()	1
1091	5	()	0
1092	4	()	0
1093	3	()	0
1094	2	()	0
1095	1	()	1
1096	5	()	0
1097	4	()	0
1098	3	()	0
1099	2	()	0
1100	1	()	1
1101	5	()	0
1102	4	()	0
1103	3	()	0
1104	2	()	0
1105	1	()	1
1106	5	()	0
1107	4	()	0
1108	3	()	0
1109	2	()	0
1110	1	()	1
1111	5	()	0
1112	4	()	0
1113	3	()	0
1114	2	()	0
1115	1	()	1
1116	5	()	0
1117	4	()	0
1118	3	()	0
1119	2	()	0
1120	1	()	1
1121	5	()	0
1122	4	()	0
1123	3	()	0
1124	2	()	0
1125	1	()	1
1126	5	()	0
1127	4	()	0
1128	3	()	0
1129	2	()	0
1130	1	()	1
1131	5	()	0
1132	4	()	0
1133	3	()	0
1134	2	()	0
1135	1	()	1
1136	5	()	0
1137	4	()	0
1138	3	()	0
1139	2	()	0
1140	1	()	1
1141	5	()	0
1142	4	()	0
1143	3	()	0
1144	2	()	0
1145	1	()	1
1146	5	()	0
1147	4	()	0
1148	3	()	0
1149	2	()	0
1150	1	()	1
1151	5	()	0
1152	4	()	0
1153	3	()	0
1154	2	()	0
1155	1	()	1
1156	5	()	0
1157	4	()	0
1158	3	()	0
1159	2	()	0
1160	1	()	1
1161	5	()	0
1162	4	()	0
1163	3	()	0
1164	2	()	0
1165	1	()	1
1166	5	()	0
1167	4	()	0
1168	3	()	0
1169	2	()	0
1170	1	()	1
1171	5	()	0
1172	4	()	0
1173	3	()	0
1174	2	()	0
1175	1	()	1
1176	5	()	0
1177	4	()	0
1178	3	()	0
1179	2	()	0
1180	1	()	1
1181	5	()	0
1182	4	()	0
1183	3	()	0
1184	2	()	0
1185	1	()	1
1186	5	()	0
1187	4	()	0
1188	3	()	0
1189	2	()	0
1190	1	()	1
1191	5	()	0
1192	4	()	0
1193	3	()	0
1194	2	()	0
1195	1	()	1
1196	5	()	0
1197	4	()	0
1198	3	()	0
1199	2	()	0
1200	1	()	1
1201	5	()	0
1202	4	()	0
1203	3	()	0
1204	2	()	0
1205	1	()	1
1206	5	()	0
1207	4	()	0
1208	3	()	0
1209	2	()	0
1210	1	()	1
1211	5	()	0
1212	4	()	0
1213	3	()	0
1214	2	()	0
1215	1	()	1
1216	5	()	0
1217	4	()	0
1218	3	()	0
1219	2	()	0
1220	1	()	1
1221	5	()	0
1222	4	()	0
1223	3	()	0
1224	2	()	0
1225	1	()	1
1226	5	()	0
1227	4	()	0
1228	3	()	0
1229	2	()	0
1230	1	()	1
1231	5	()	0
1232	4	()	0
1233	3	()	0
1234	2	()	0
1235	1	()	1
1236	5	()	0
1237	4	()	0
1238	3	()	0
1239	2	()	0
1240	1	()	1
1241	5	()	0
1242	4	()	0
1243	3	()	0
1244	2	()	0
1245	1	()	1
1246	5	()	0
1247	4	()	0
1248	3	()	0
1249	2	()	0
1250	1	()	1
1251	5	()	0
1252	4	()	0
1253	3	()	0
1254	2	()	0
1255	1	()	1
1256	5	()	0
1257	4	()	0
1258	3	()	0
1259	2	()	0
1260	1	()	1
1261	5	()	0
1262	4	()	0
1263	3	()	0
1264	2	()	0
1265	1	()	1
1266	5	()	0
1267	4	()	0
1268	3	()	0
1269	2	()	0
1270	1	()	1
1271	5	()	0
1272	4	()	0
1273	3	()	0
1274	2	()	0
1275	1	()	1
1276	5	()	0
1277	4	()	0
1278	3	()	0
1279	2	()	0
1280	1	()	1
1281	5	()	0
1282	4	()	0
1283	3	()	0
1284	2	()	0
1285	1	()	1
1286	5	()	0
1287	4	()	0
1288	3	()	0
1289	2	()	0
1290	1	()	1
1291	5	()	0
1292	4	()	0
1293	3	()	0
1294	2	()	0
1295	1	()	1
1296	5	()	0
1297	4	()	0
1298	3	()	0
1299	2	()	0
1300	1	()	1
1301	5	()	0
1302	4	()	0
1303	3	()	0
1304	2	()	0
1305	1	()	1
1306	5	()	0
1307	4	()	0
1308	3	()	0
1309	2	()	0
1310	1	()	1
1311	5	()	0
1312	4	()	0
1313	3	()	0
1314	2	()	0
1315	1	()	1
1316	5	()	0
1317	4	()	0
1318	3	()	0
1319	2	()	0
1320	1	()	1
1321	5	()	0
1322	4	()	0
1323	3	()	0
1324	2	()	0
1325	1	()	1
1326	5	()	0
1327	4	()	0
1328	3	()	0
1329	2	()	0
1330	1	()	1
1331	5	()	0
1332	4	()	0
1333	3	()	0
1334	2	()	0
1335	1	()	1
1336	5	()	0
1337	4	()	0
1338	3	()	0
1339	2	()	0
1340	1	()	1
1341	5	()	0
1342	4	()	0
1343	3	()	0
1344	2	()	0
1345	1	()	1
1346	5	()	0
1347	4	()	0
1348	3	()	0
1349	2	()	0
1350	1	()	1
1351	5	()	0
1352	4	()	0
1353	3	()	0
1354	2	()	0
1355	1	()	1
1356	5	()	0
1357	4	()	0
1358	3	()	0
1359	2	()	0
1360	1	()	1
1361	5	()	0
1362	4	()	0
1363	3	()	0
1364	2	()	0
1365	1	()	1
1366	5	()	0
1367	4	()	0
1368	3	()	0
1369	2	()	0
1370	1	()	1
1371	5	()	0
1372	4	()	0
1373	3	()	0
1374	2	()	0
1375	1	()	1
1376	5	()	0
1377	4	()	0
1378	3	()	0
1379	2	()	0
1380	1	()	1
1381	5	()	0
1382	4	()	0
1383	3	()	0
1384	2	()	0
1385	1	()	1
1386	5	()	0
1387	4	()	0
1388	3	()	0
1389	2	()	0
1390	1	()	1
1391	5	()	0
1392	4	()	0
1393	3	()	0
1394	2	()	0
1395	1	()	1
1396	5	()	0
1397	4	()	0
1398	3	()	0
1399	2	()	0
1400	1	()	1
1401	5	()	0
1402	4	()	0
1403	3	()	0
1404	2	()	0
1405	1	()	1
1406	5	()	0
1407	4	()	0
1408	3	()	0
1409	2	()	0
1410	1	()	1
1411	5	()	0
1412	4	()	0
1413	3	()	0
1414	2	()	0
1415	1	()	1
1416	5	()	0
1417	4	()	0
1418	3	()	0
1419	2	()	0
1420	1	()	1
1421	5	()	0
1422	4	()	0
1423	3	()	0
1424	2	()	0
1425	1	()	1
1426	5	()	0
1427	4	()	0
1428	3	()	0
1429	2	()	0
1430	1	()	1
1431	5	()	0
1432	4	()	0
1433	3	()	0
1434	2	()	0
1435	1	()	1
1436	5	()	0
1437	4	()	0
1438	3	()	0
1439	2	()	0
1440	1	()	1
1441	5	()	0
1442	4	()	0
1443	3	()	0
1444	2	()	0
1445	1	()	1
1446	5	()	0
1447	4	()	0
1448	3	()	0
1449	2	()	0
1450	1	()	1
1451	5	()	0
1452	4	()	0
1453	3	()	0
1454	2	()	0
1455	1	()	1
1456	5	()	0
1457	4	()	0
1458	3	()	0
1459	2	()	0
1460	1	()	1
1461	5	()	0
1462	4	()	0
1463	3	()	0
1464	2	()	0
1465	1	()	1
1466	5	()	0
1467	4	()	0
1468	3	()	0
1469	2	()	0
1470	1	()	1
1471	5	()	0
1472	4	()	0
1473	3	()	0
1474	2	()	0
1475	1	()	1
1476	5	()	0
1477	4	()	0
1478	3	()	0
1479	2	()	0
1480	1	()	1
1481	5	()	0
1482	4	()	0
1483	3	()	0
1484	2	()	0
1485	1	()	1
1486	5	()	0
1487	4	()	0
1488	3	()	0
1489	2	()	0
1490	1	()	1
1491	5	()	0
1492	4	()	0
1493	3	()	0
1494	2	()	0
1495	1	()	1
1496	5	()	0
1497	4	()	0
1498	3	()	0
1499	2	()	0
1500	1	()	1
1501	5	()	0
1502	4	()	0
1503	3	()	0
1504	2	()	0
1505	1	()	1
1506	5	()	0
1507	4	()	0
1508	3	()	0
1509	2	()	0
1510	1	()	1
1511	5	()	0
1512	4	()	0
1513	3	()	0
1514	2	()	0
1515	1	()	1
1516	5	()	0
1517	4	()	0
1518	3	()	0
1519	2	()	0
1520	1	()	1
1521	5	()	0
1522	4	()	0
1523	3	()	0
1524	2	()	0
1525	1	()	1
1526	5	()	0
1527	4	()	0
1528	3	()	0
1529	2	()	0
1530	1	()	1
1531	5	()	0
1532	4	()	0
1533	3	()	0
1534	2	()	0
1535	1	()	1
1536	5	()	0
1537	4	()	0
1538	3	()	0
1539	2	()	0
1540	1	()	1
1541	5	()	0
1542	4	()	0
1543	3	()	0
1544	2	()	0
1545	1	()	1
1546	5	()	0
1547	4	()	0
1548	3	()	0
1549	2	()	0
1550	1	()	1
1551	5	()	0
1552	4	()	0
1553	3	()	0
1554	2	()	0
1555	1	()	1
1556	5	()	0
1557	4	()	0
1558	3	()	0
1559	2	()	0
1560	1	()	1
1561	5	()	0
1562	4	()	0
1563	3	()	0
1564	2	()	0
1565	1	()	1
1566	5	()	0
1567	4	()	0
1568	3	()	0
1569	2	()	0
1570	1	()	1
1571	5	()	0
1572	4	()	0
1573	3	()	0
1574	2	()	0
1575	1	()	1
1576	5	()	0
1577	4	()	0
1578	3	()	0
1579	2	()	0
1580	1	()	1
1581	5	()	0
1582	4	()	0
1583	3	()	0
1584	2	()	0
1585	1	()	1
1586	5	()	0
1587	4	()	0
1588	3	()	0
1589	2	()	0
1590	1	()	1
1591	5	()	0
1592	4	()	0
1593	3	()	0
1594	2	()	0
1595	1	()	1
1596	5	()	0
1597	4	()	0
1598	3	()	0
1599	2	()	0
1600	1	()	1
1601	5	()	0
1602	4	()	0
1603	3	()	0
1604	2	()	0
1605	1	()	1
1606	5	()	0
1607	4	()	0
1608	3	()	0
1609	2	()	0
1610	1	()	1
1611	5	()	0
1612	4	()	0
1613	3	()	0
1614	2	()	0
1615	1	()	1
1616	5	()	0
1617	4	()	0
1618	3	()	0
1619	2	()	0
1620	1	()	1
1621	5	()	0
1622	4	()	0
1623	3	()	0
1624	2	()	0
1625	1	()	1
1626	5	()	0
1627	4	()	0
1628	3	()	0
1629	2	()	0
1630	1	()	1
1631	5	()	0
1632	4	()	0
1633	3	()	0
1634	2	()	0
1635	1	()	1
1636	5	()	0
1637	4	()	0
1638	3	()	0
1639	2	()	0
1640	1	()	1
1641	5	()	0
1642	4	()	0
1643	3	()	0
1644	2	()	0
1645	1	()	1
1646	5	()	0
1647	4	()	0
1648	3	()	0
1649	2	()	0
1650	1	()	1
1651	5	()	0
1652	4	()	0
1653	3	()	0
1654	2	()	0
1655	1	()	1
1656	5	()	0
1657	4	()	0
1658	3	()	0
