wingId	level	levelUpExp	maxLevel	trainNeedRMB	trainNeedItemCoding	trainAddExp	trainCritOdds	trainCrit	maxhp	attackspeed	anger	attack_p	defense_p	attack_m	defense_m	crit	critpress	antibroken	notbroken	parry	puncture	damageupgrade	damagereduce	resId	name	nameImg	icon
2	1	2400	20	10	25837	100	1000	3	1480	0	0	500	0	500	0	100	100	0	0	100	100	0	0	92003	红粉佳人	YuYi_YY_TextHFJR	hongfenjiaren
2	2	2560	20	10	25837	100	1000	3	1630	0	0	550	0	550	0	110	110	0	0	110	110	0	0	92003	红粉佳人	YuYi_YY_TextHFJR	hongfenjiaren
2	3	4800	20	10	25837	100	1000	3	1790	0	0	600	0	600	0	120	120	0	0	120	120	0	0	92003	红粉佳人	YuYi_YY_TextHFJR	hongfenjiaren
2	4	7520	20	10	25837	100	1000	3	2030	0	0	680	0	680	0	130	130	0	0	130	130	0	0	92003	红粉佳人	YuYi_YY_TextHFJR	hongfenjiaren
2	5	8540	20	10	25837	100	1000	3	2350	0	0	790	0	790	0	150	150	0	0	150	150	0	0	92003	红粉佳人	YuYi_YY_TextHFJR	hongfenjiaren
2	6	10780	20	10	25837	100	1000	3	2740	0	0	920	0	920	0	170	170	0	0	170	170	0	0	92003	红粉佳人	YuYi_YY_TextHFJR	hongfenjiaren
2	7	13020	20	10	25837	100	1000	3	3220	0	0	1080	0	1080	0	190	190	0	0	190	190	0	0	92003	红粉佳人	YuYi_YY_TextHFJR	hongfenjiaren
2	8	14980	20	10	25837	100	1000	3	3780	0	0	1260	0	1260	0	210	210	0	0	210	210	0	0	92003	红粉佳人	YuYi_YY_TextHFJR	hongfenjiaren
2	9	17220	20	10	25837	100	1000	3	4420	0	0	1480	0	1480	0	240	240	0	0	240	240	0	0	92003	红粉佳人	YuYi_YY_TextHFJR	hongfenjiaren
2	10	20944	20	10	25837	100	1000	3	5140	0	0	1720	0	1720	0	270	270	0	0	270	270	0	0	92003	红粉佳人	YuYi_YY_TextHFJR	hongfenjiaren
2	11	25160	20	10	25837	100	1000	3	5580	0	0	1860	0	1860	0	300	300	0	0	300	300	0	0	92003	红粉佳人	YuYi_YY_TextHFJR	hongfenjiaren
2	12	29376	20	10	25837	100	1000	3	6100	0	0	2040	0	2040	0	340	340	0	0	340	340	0	0	92003	红粉佳人	YuYi_YY_TextHFJR	hongfenjiaren
2	13	33456	20	10	25837	100	1000	3	6670	0	0	2230	0	2230	0	380	380	0	0	380	380	0	0	92003	红粉佳人	YuYi_YY_TextHFJR	hongfenjiaren
2	14	37672	20	10	25837	100	1000	3	7310	0	0	2440	0	2440	0	420	420	0	0	420	420	0	0	92003	红粉佳人	YuYi_YY_TextHFJR	hongfenjiaren
2	15	40656	20	10	25837	100	1000	3	8010	0	0	2670	0	2670	0	460	460	0	0	460	460	0	0	92003	红粉佳人	YuYi_YY_TextHFJR	hongfenjiaren
2	16	121968	20	10	25837	100	1000	3	8790	0	0	2930	0	2930	0	500	500	0	0	500	500	0	0	92003	红粉佳人	YuYi_YY_TextHFJR	hongfenjiaren
2	17	162492	20	10	25837	100	1000	3	9650	0	0	3220	0	3220	0	540	540	0	0	540	540	0	0	92003	红粉佳人	YuYi_YY_TextHFJR	hongfenjiaren
2	18	203280	20	10	25837	100	1000	3	10600	0	0	3540	0	3540	0	580	580	0	0	580	580	0	0	92003	红粉佳人	YuYi_YY_TextHFJR	hongfenjiaren
2	19	235884	20	10	25837	100	1000	3	11620	0	0	3880	0	3880	0	620	620	0	0	620	620	0	0	92003	红粉佳人	YuYi_YY_TextHFJR	hongfenjiaren
2	20	0	20	10	25837	100	1000	3	11820	0	0	4300	0	4300	0	680	680	0	0	680	680	0	0	92003	红粉佳人	YuYi_YY_TextHFJR	hongfenjiaren
3	1	2400	20	10	25837	100	1000	3	1480	0	0	500	0	500	0	100	100	0	0	100	100	0	0	92004	青衣之恋	YuYi_YY_TextQYZL	qingyizhilian
3	2	2560	20	10	25837	100	1000	3	1630	0	0	550	0	550	0	110	110	0	0	110	110	0	0	92004	青衣之恋	YuYi_YY_TextQYZL	qingyizhilian
3	3	4800	20	10	25837	100	1000	3	1790	0	0	600	0	600	0	120	120	0	0	120	120	0	0	92004	青衣之恋	YuYi_YY_TextQYZL	qingyizhilian
3	4	7520	20	10	25837	100	1000	3	2030	0	0	680	0	680	0	130	130	0	0	130	130	0	0	92004	青衣之恋	YuYi_YY_TextQYZL	qingyizhilian
3	5	8540	20	10	25837	100	1000	3	2350	0	0	790	0	790	0	150	150	0	0	150	150	0	0	92004	青衣之恋	YuYi_YY_TextQYZL	qingyizhilian
3	6	10780	20	10	25837	100	1000	3	2740	0	0	920	0	920	0	170	170	0	0	170	170	0	0	92004	青衣之恋	YuYi_YY_TextQYZL	qingyizhilian
3	7	13020	20	10	25837	100	1000	3	3220	0	0	1080	0	1080	0	190	190	0	0	190	190	0	0	92004	青衣之恋	YuYi_YY_TextQYZL	qingyizhilian
3	8	14980	20	10	25837	100	1000	3	3780	0	0	1260	0	1260	0	210	210	0	0	210	210	0	0	92004	青衣之恋	YuYi_YY_TextQYZL	qingyizhilian
3	9	17220	20	10	25837	100	1000	3	4420	0	0	1480	0	1480	0	240	240	0	0	240	240	0	0	92004	青衣之恋	YuYi_YY_TextQYZL	qingyizhilian
3	10	20944	20	10	25837	100	1000	3	5140	0	0	1720	0	1720	0	270	270	0	0	270	270	0	0	92004	青衣之恋	YuYi_YY_TextQYZL	qingyizhilian
3	11	25160	20	10	25837	100	1000	3	5580	0	0	1860	0	1860	0	300	300	0	0	300	300	0	0	92004	青衣之恋	YuYi_YY_TextQYZL	qingyizhilian
3	12	29376	20	10	25837	100	1000	3	6100	0	0	2040	0	2040	0	340	340	0	0	340	340	0	0	92004	青衣之恋	YuYi_YY_TextQYZL	qingyizhilian
3	13	33456	20	10	25837	100	1000	3	6670	0	0	2230	0	2230	0	380	380	0	0	380	380	0	0	92004	青衣之恋	YuYi_YY_TextQYZL	qingyizhilian
3	14	37672	20	10	25837	100	1000	3	7310	0	0	2440	0	2440	0	420	420	0	0	420	420	0	0	92004	青衣之恋	YuYi_YY_TextQYZL	qingyizhilian
3	15	40656	20	10	25837	100	1000	3	8010	0	0	2670	0	2670	0	460	460	0	0	460	460	0	0	92004	青衣之恋	YuYi_YY_TextQYZL	qingyizhilian
3	16	121968	20	10	25837	100	1000	3	8790	0	0	2930	0	2930	0	500	500	0	0	500	500	0	0	92004	青衣之恋	YuYi_YY_TextQYZL	qingyizhilian
3	17	162492	20	10	25837	100	1000	3	9650	0	0	3220	0	3220	0	540	540	0	0	540	540	0	0	92004	青衣之恋	YuYi_YY_TextQYZL	qingyizhilian
3	18	203280	20	10	25837	100	1000	3	10600	0	0	3540	0	3540	0	580	580	0	0	580	580	0	0	92004	青衣之恋	YuYi_YY_TextQYZL	qingyizhilian
3	19	235884	20	10	25837	100	1000	3	11620	0	0	3880	0	3880	0	620	620	0	0	620	620	0	0	92004	青衣之恋	YuYi_YY_TextQYZL	qingyizhilian
3	20	0	20	10	25837	100	1000	3	11820	0	0	4300	0	4300	0	680	680	0	0	680	680	0	0	92004	青衣之恋	YuYi_YY_TextQYZL	qingyizhilian
4	1	2400	20	10	25837	100	1000	3	1480	0	0	500	0	500	0	100	100	0	0	100	100	0	0	92005	蓝色妖姬	YuYi_YY_TextLSYJ	lanseyaoji
4	2	2560	20	10	25837	100	1000	3	1630	0	0	550	0	550	0	110	110	0	0	110	110	0	0	92005	蓝色妖姬	YuYi_YY_TextLSYJ	lanseyaoji
4	3	4800	20	10	25837	100	1000	3	1790	0	0	600	0	600	0	120	120	0	0	120	120	0	0	92005	蓝色妖姬	YuYi_YY_TextLSYJ	lanseyaoji
4	4	7520	20	10	25837	100	1000	3	2030	0	0	680	0	680	0	130	130	0	0	130	130	0	0	92005	蓝色妖姬	YuYi_YY_TextLSYJ	lanseyaoji
4	5	8540	20	10	25837	100	1000	3	2350	0	0	790	0	790	0	150	150	0	0	150	150	0	0	92005	蓝色妖姬	YuYi_YY_TextLSYJ	lanseyaoji
4	6	10780	20	10	25837	100	1000	3	2740	0	0	920	0	920	0	170	170	0	0	170	170	0	0	92005	蓝色妖姬	YuYi_YY_TextLSYJ	lanseyaoji
4	7	13020	20	10	25837	100	1000	3	3220	0	0	1080	0	1080	0	190	190	0	0	190	190	0	0	92005	蓝色妖姬	YuYi_YY_TextLSYJ	lanseyaoji
4	8	14980	20	10	25837	100	1000	3	3780	0	0	1260	0	1260	0	210	210	0	0	210	210	0	0	92005	蓝色妖姬	YuYi_YY_TextLSYJ	lanseyaoji
4	9	17220	20	10	25837	100	1000	3	4420	0	0	1480	0	1480	0	240	240	0	0	240	240	0	0	92005	蓝色妖姬	YuYi_YY_TextLSYJ	lanseyaoji
4	10	20944	20	10	25837	100	1000	3	5140	0	0	1720	0	1720	0	270	270	0	0	270	270	0	0	92005	蓝色妖姬	YuYi_YY_TextLSYJ	lanseyaoji
4	11	25160	20	10	25837	100	1000	3	5580	0	0	1860	0	1860	0	300	300	0	0	300	300	0	0	92005	蓝色妖姬	YuYi_YY_TextLSYJ	lanseyaoji
4	12	29376	20	10	25837	100	1000	3	6100	0	0	2040	0	2040	0	340	340	0	0	340	340	0	0	92005	蓝色妖姬	YuYi_YY_TextLSYJ	lanseyaoji
4	13	33456	20	10	25837	100	1000	3	6670	0	0	2230	0	2230	0	380	380	0	0	380	380	0	0	92005	蓝色妖姬	YuYi_YY_TextLSYJ	lanseyaoji
4	14	37672	20	10	25837	100	1000	3	7310	0	0	2440	0	2440	0	420	420	0	0	420	420	0	0	92005	蓝色妖姬	YuYi_YY_TextLSYJ	lanseyaoji
4	15	40656	20	10	25837	100	1000	3	8010	0	0	2670	0	2670	0	460	460	0	0	460	460	0	0	92005	蓝色妖姬	YuYi_YY_TextLSYJ	lanseyaoji
4	16	121968	20	10	25837	100	1000	3	8790	0	0	2930	0	2930	0	500	500	0	0	500	500	0	0	92005	蓝色妖姬	YuYi_YY_TextLSYJ	lanseyaoji
4	17	162492	20	10	25837	100	1000	3	9650	0	0	3220	0	3220	0	540	540	0	0	540	540	0	0	92005	蓝色妖姬	YuYi_YY_TextLSYJ	lanseyaoji
4	18	203280	20	10	25837	100	1000	3	10600	0	0	3540	0	3540	0	580	580	0	0	580	580	0	0	92005	蓝色妖姬	YuYi_YY_TextLSYJ	lanseyaoji
4	19	235884	20	10	25837	100	1000	3	11620	0	0	3880	0	3880	0	620	620	0	0	620	620	0	0	92005	蓝色妖姬	YuYi_YY_TextLSYJ	lanseyaoji
4	20	0	20	10	25837	100	1000	3	11820	0	0	4300	0	4300	0	680	680	0	0	680	680	0	0	92005	蓝色妖姬	YuYi_YY_TextLSYJ	lanseyaoji
5	1	2400	20	10	25837	100	1000	3	1480	0	0	500	0	500	0	100	100	0	0	100	100	0	0	92006	紫陌倾城	YuYi_YY_TextZMQC	zimoqingcheng
5	2	2560	20	10	25837	100	1000	3	1630	0	0	550	0	550	0	110	110	0	0	110	110	0	0	92006	紫陌倾城	YuYi_YY_TextZMQC	zimoqingcheng
5	3	4800	20	10	25837	100	1000	3	1790	0	0	600	0	600	0	120	120	0	0	120	120	0	0	92006	紫陌倾城	YuYi_YY_TextZMQC	zimoqingcheng
5	4	7520	20	10	25837	100	1000	3	2030	0	0	680	0	680	0	130	130	0	0	130	130	0	0	92006	紫陌倾城	YuYi_YY_TextZMQC	zimoqingcheng
5	5	8540	20	10	25837	100	1000	3	2350	0	0	790	0	790	0	150	150	0	0	150	150	0	0	92006	紫陌倾城	YuYi_YY_TextZMQC	zimoqingcheng
5	6	10780	20	10	25837	100	1000	3	2740	0	0	920	0	920	0	170	170	0	0	170	170	0	0	92006	紫陌倾城	YuYi_YY_TextZMQC	zimoqingcheng
5	7	13020	20	10	25837	100	1000	3	3220	0	0	1080	0	1080	0	190	190	0	0	190	190	0	0	92006	紫陌倾城	YuYi_YY_TextZMQC	zimoqingcheng
5	8	14980	20	10	25837	100	1000	3	3780	0	0	1260	0	1260	0	210	210	0	0	210	210	0	0	92006	紫陌倾城	YuYi_YY_TextZMQC	zimoqingcheng
5	9	17220	20	10	25837	100	1000	3	4420	0	0	1480	0	1480	0	240	240	0	0	240	240	0	0	92006	紫陌倾城	YuYi_YY_TextZMQC	zimoqingcheng
5	10	20944	20	10	25837	100	1000	3	5140	0	0	1720	0	1720	0	270	270	0	0	270	270	0	0	92006	紫陌倾城	YuYi_YY_TextZMQC	zimoqingcheng
5	11	25160	20	10	25837	100	1000	3	5580	0	0	1860	0	1860	0	300	300	0	0	300	300	0	0	92006	紫陌倾城	YuYi_YY_TextZMQC	zimoqingcheng
5	12	29376	20	10	25837	100	1000	3	6100	0	0	2040	0	2040	0	340	340	0	0	340	340	0	0	92006	紫陌倾城	YuYi_YY_TextZMQC	zimoqingcheng
5	13	33456	20	10	25837	100	1000	3	6670	0	0	2230	0	2230	0	380	380	0	0	380	380	0	0	92006	紫陌倾城	YuYi_YY_TextZMQC	zimoqingcheng
5	14	37672	20	10	25837	100	1000	3	7310	0	0	2440	0	2440	0	420	420	0	0	420	420	0	0	92006	紫陌倾城	YuYi_YY_TextZMQC	zimoqingcheng
5	15	40656	20	10	25837	100	1000	3	8010	0	0	2670	0	2670	0	460	460	0	0	460	460	0	0	92006	紫陌倾城	YuYi_YY_TextZMQC	zimoqingcheng
5	16	121968	20	10	25837	100	1000	3	8790	0	0	2930	0	2930	0	500	500	0	0	500	500	0	0	92006	紫陌倾城	YuYi_YY_TextZMQC	zimoqingcheng
5	17	162492	20	10	25837	100	1000	3	9650	0	0	3220	0	3220	0	540	540	0	0	540	540	0	0	92006	紫陌倾城	YuYi_YY_TextZMQC	zimoqingcheng
5	18	203280	20	10	25837	100	1000	3	10600	0	0	3540	0	3540	0	580	580	0	0	580	580	0	0	92006	紫陌倾城	YuYi_YY_TextZMQC	zimoqingcheng
5	19	235884	20	10	25837	100	1000	3	11620	0	0	3880	0	3880	0	620	620	0	0	620	620	0	0	92006	紫陌倾城	YuYi_YY_TextZMQC	zimoqingcheng
5	20	0	20	10	25837	100	1000	3	11820	0	0	4300	0	4300	0	680	680	0	0	680	680	0	0	92006	紫陌倾城	YuYi_YY_TextZMQC	zimoqingcheng
6	1	2400	20	10	25837	100	1000	3	1480	0	0	500	0	500	0	100	100	0	0	100	100	0	0	92007	血舞一生	YuYi_YY_TextXWYS	xuewuyisheng
6	2	2560	20	10	25837	100	1000	3	1630	0	0	550	0	550	0	110	110	0	0	110	110	0	0	92007	血舞一生	YuYi_YY_TextXWYS	xuewuyisheng
6	3	4800	20	10	25837	100	1000	3	1790	0	0	600	0	600	0	120	120	0	0	120	120	0	0	92007	血舞一生	YuYi_YY_TextXWYS	xuewuyisheng
6	4	7520	20	10	25837	100	1000	3	2030	0	0	680	0	680	0	130	130	0	0	130	130	0	0	92007	血舞一生	YuYi_YY_TextXWYS	xuewuyisheng
6	5	8540	20	10	25837	100	1000	3	2350	0	0	790	0	790	0	150	150	0	0	150	150	0	0	92007	血舞一生	YuYi_YY_TextXWYS	xuewuyisheng
6	6	10780	20	10	25837	100	1000	3	2740	0	0	920	0	920	0	170	170	0	0	170	170	0	0	92007	血舞一生	YuYi_YY_TextXWYS	xuewuyisheng
6	7	13020	20	10	25837	100	1000	3	3220	0	0	1080	0	1080	0	190	190	0	0	190	190	0	0	92007	血舞一生	YuYi_YY_TextXWYS	xuewuyisheng
6	8	14980	20	10	25837	100	1000	3	3780	0	0	1260	0	1260	0	210	210	0	0	210	210	0	0	92007	血舞一生	YuYi_YY_TextXWYS	xuewuyisheng
6	9	17220	20	10	25837	100	1000	3	4420	0	0	1480	0	1480	0	240	240	0	0	240	240	0	0	92007	血舞一生	YuYi_YY_TextXWYS	xuewuyisheng
6	10	20944	20	10	25837	100	1000	3	5140	0	0	1720	0	1720	0	270	270	0	0	270	270	0	0	92007	血舞一生	YuYi_YY_TextXWYS	xuewuyisheng
6	11	25160	20	10	25837	100	1000	3	5580	0	0	1860	0	1860	0	300	300	0	0	300	300	0	0	92007	血舞一生	YuYi_YY_TextXWYS	xuewuyisheng
6	12	29376	20	10	25837	100	1000	3	6100	0	0	2040	0	2040	0	340	340	0	0	340	340	0	0	92007	血舞一生	YuYi_YY_TextXWYS	xuewuyisheng
6	13	33456	20	10	25837	100	1000	3	6670	0	0	2230	0	2230	0	380	380	0	0	380	380	0	0	92007	血舞一生	YuYi_YY_TextXWYS	xuewuyisheng
6	14	37672	20	10	25837	100	1000	3	7310	0	0	2440	0	2440	0	420	420	0	0	420	420	0	0	92007	血舞一生	YuYi_YY_TextXWYS	xuewuyisheng
6	15	40656	20	10	25837	100	1000	3	8010	0	0	2670	0	2670	0	460	460	0	0	460	460	0	0	92007	血舞一生	YuYi_YY_TextXWYS	xuewuyisheng
6	16	121968	20	10	25837	100	1000	3	8790	0	0	2930	0	2930	0	500	500	0	0	500	500	0	0	92007	血舞一生	YuYi_YY_TextXWYS	xuewuyisheng
6	17	162492	20	10	25837	100	1000	3	9650	0	0	3220	0	3220	0	540	540	0	0	540	540	0	0	92007	血舞一生	YuYi_YY_TextXWYS	xuewuyisheng
6	18	203280	20	10	25837	100	1000	3	10600	0	0	3540	0	3540	0	580	580	0	0	580	580	0	0	92007	血舞一生	YuYi_YY_TextXWYS	xuewuyisheng
6	19	235884	20	10	25837	100	1000	3	11620	0	0	3880	0	3880	0	620	620	0	0	620	620	0	0	92007	血舞一生	YuYi_YY_TextXWYS	xuewuyisheng
6	20	0	20	10	25837	100	1000	3	11820	0	0	4300	0	4300	0	680	680	0	0	680	680	0	0	92007	血舞一生	YuYi_YY_TextXWYS	xuewuyisheng
7	1	2400	20	10	25837	100	1000	3	1480	0	0	500	0	500	0	100	100	0	0	100	100	0	0	92008	璀璨人生	YuYi_YY_TextCCRS	cuicanrensheng
7	2	2560	20	10	25837	100	1000	3	1630	0	0	550	0	550	0	110	110	0	0	110	110	0	0	92008	璀璨人生	YuYi_YY_TextCCRS	cuicanrensheng
7	3	4800	20	10	25837	100	1000	3	1790	0	0	600	0	600	0	120	120	0	0	120	120	0	0	92008	璀璨人生	YuYi_YY_TextCCRS	cuicanrensheng
7	4	7520	20	10	25837	100	1000	3	2030	0	0	680	0	680	0	130	130	0	0	130	130	0	0	92008	璀璨人生	YuYi_YY_TextCCRS	cuicanrensheng
7	5	8540	20	10	25837	100	1000	3	2350	0	0	790	0	790	0	150	150	0	0	150	150	0	0	92008	璀璨人生	YuYi_YY_TextCCRS	cuicanrensheng
7	6	10780	20	10	25837	100	1000	3	2740	0	0	920	0	920	0	170	170	0	0	170	170	0	0	92008	璀璨人生	YuYi_YY_TextCCRS	cuicanrensheng
7	7	13020	20	10	25837	100	1000	3	3220	0	0	1080	0	1080	0	190	190	0	0	190	190	0	0	92008	璀璨人生	YuYi_YY_TextCCRS	cuicanrensheng
7	8	14980	20	10	25837	100	1000	3	3780	0	0	1260	0	1260	0	210	210	0	0	210	210	0	0	92008	璀璨人生	YuYi_YY_TextCCRS	cuicanrensheng
7	9	17220	20	10	25837	100	1000	3	4420	0	0	1480	0	1480	0	240	240	0	0	240	240	0	0	92008	璀璨人生	YuYi_YY_TextCCRS	cuicanrensheng
7	10	20944	20	10	25837	100	1000	3	5140	0	0	1720	0	1720	0	270	270	0	0	270	270	0	0	92008	璀璨人生	YuYi_YY_TextCCRS	cuicanrensheng
7	11	25160	20	10	25837	100	1000	3	5580	0	0	1860	0	1860	0	300	300	0	0	300	300	0	0	92008	璀璨人生	YuYi_YY_TextCCRS	cuicanrensheng
7	12	29376	20	10	25837	100	1000	3	6100	0	0	2040	0	2040	0	340	340	0	0	340	340	0	0	92008	璀璨人生	YuYi_YY_TextCCRS	cuicanrensheng
7	13	33456	20	10	25837	100	1000	3	6670	0	0	2230	0	2230	0	380	380	0	0	380	380	0	0	92008	璀璨人生	YuYi_YY_TextCCRS	cuicanrensheng
7	14	37672	20	10	25837	100	1000	3	7310	0	0	2440	0	2440	0	420	420	0	0	420	420	0	0	92008	璀璨人生	YuYi_YY_TextCCRS	cuicanrensheng
7	15	40656	20	10	25837	100	1000	3	8010	0	0	2670	0	2670	0	460	460	0	0	460	460	0	0	92008	璀璨人生	YuYi_YY_TextCCRS	cuicanrensheng
7	16	121968	20	10	25837	100	1000	3	8790	0	0	2930	0	2930	0	500	500	0	0	500	500	0	0	92008	璀璨人生	YuYi_YY_TextCCRS	cuicanrensheng
7	17	162492	20	10	25837	100	1000	3	9650	0	0	3220	0	3220	0	540	540	0	0	540	540	0	0	92008	璀璨人生	YuYi_YY_TextCCRS	cuicanrensheng
7	18	203280	20	10	25837	100	1000	3	10600	0	0	3540	0	3540	0	580	580	0	0	580	580	0	0	92008	璀璨人生	YuYi_YY_TextCCRS	cuicanrensheng
7	19	235884	20	10	25837	100	1000	3	11620	0	0	3880	0	3880	0	620	620	0	0	620	620	0	0	92008	璀璨人生	YuYi_YY_TextCCRS	cuicanrensheng
7	20	0	20	10	25837	100	1000	3	11820	0	0	4300	0	4300	0	680	680	0	0	680	680	0	0	92008	璀璨人生	YuYi_YY_TextCCRS	cuicanrensheng
8	1	2400	20	10	25837	100	1000	3	1480	0	0	500	0	500	0	100	100	0	0	100	100	0	0	92009	蓝色魅力	YuYi_YY_TextLSML	lanshemeili
8	2	2560	20	10	25837	100	1000	3	1630	0	0	550	0	550	0	110	110	0	0	110	110	0	0	92009	蓝色魅力	YuYi_YY_TextLSML	lanshemeili
8	3	4800	20	10	25837	100	1000	3	1790	0	0	600	0	600	0	120	120	0	0	120	120	0	0	92009	蓝色魅力	YuYi_YY_TextLSML	lanshemeili
8	4	7520	20	10	25837	100	1000	3	2030	0	0	680	0	680	0	130	130	0	0	130	130	0	0	92009	蓝色魅力	YuYi_YY_TextLSML	lanshemeili
8	5	8540	20	10	25837	100	1000	3	2350	0	0	790	0	790	0	150	150	0	0	150	150	0	0	92009	蓝色魅力	YuYi_YY_TextLSML	lanshemeili
8	6	10780	20	10	25837	100	1000	3	2740	0	0	920	0	920	0	170	170	0	0	170	170	0	0	92009	蓝色魅力	YuYi_YY_TextLSML	lanshemeili
8	7	13020	20	10	25837	100	1000	3	3220	0	0	1080	0	1080	0	190	190	0	0	190	190	0	0	92009	蓝色魅力	YuYi_YY_TextLSML	lanshemeili
8	8	14980	20	10	25837	100	1000	3	3780	0	0	1260	0	1260	0	210	210	0	0	210	210	0	0	92009	蓝色魅力	YuYi_YY_TextLSML	lanshemeili
8	9	17220	20	10	25837	100	1000	3	4420	0	0	1480	0	1480	0	240	240	0	0	240	240	0	0	92009	蓝色魅力	YuYi_YY_TextLSML	lanshemeili
8	10	20944	20	10	25837	100	1000	3	5140	0	0	1720	0	1720	0	270	270	0	0	270	270	0	0	92009	蓝色魅力	YuYi_YY_TextLSML	lanshemeili
8	11	25160	20	10	25837	100	1000	3	5580	0	0	1860	0	1860	0	300	300	0	0	300	300	0	0	92009	蓝色魅力	YuYi_YY_TextLSML	lanshemeili
8	12	29376	20	10	25837	100	1000	3	6100	0	0	2040	0	2040	0	340	340	0	0	340	340	0	0	92009	蓝色魅力	YuYi_YY_TextLSML	lanshemeili
8	13	33456	20	10	25837	100	1000	3	6670	0	0	2230	0	2230	0	380	380	0	0	380	380	0	0	92009	蓝色魅力	YuYi_YY_TextLSML	lanshemeili
8	14	37672	20	10	25837	100	1000	3	7310	0	0	2440	0	2440	0	420	420	0	0	420	420	0	0	92009	蓝色魅力	YuYi_YY_TextLSML	lanshemeili
8	15	40656	20	10	25837	100	1000	3	8010	0	0	2670	0	2670	0	460	460	0	0	460	460	0	0	92009	蓝色魅力	YuYi_YY_TextLSML	lanshemeili
8	16	121968	20	10	25837	100	1000	3	8790	0	0	2930	0	2930	0	500	500	0	0	500	500	0	0	92009	蓝色魅力	YuYi_YY_TextLSML	lanshemeili
