monster_id	npcType	npcRes	npcName	bossImg	isBoss	hpCount	level	AttackType	career	max_hp	speed	attack_p	attack_m	defence_p	defence_m	crit	crit_press	puncture	parry	anti_broken	not_broken	damage_upgrade	damage_reduce	normal_skill	active_skill	passive_skills
10018	3505	20044	剑狂学徒				80	1	1	289639	100	36848	36848	0	0	9500	9500	9500	9500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10019	3503	5007	精英·幻术妖姬	5007	1	2	80	2	1	2129623	100	65847	65847	0	0	10000	10000	10000	10000	0	0	0	0	("MonsterNormalSkill",264)	("FourStarAuxiliaryHero", 2)	[]
1002	4122	20006	城管守卫	20006	1	3	118	1	1	1800000	100	92000	92000	0	0	48000	48000	48000	48000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10020	3505	20044	剑狂学徒				80	1	1	311854	100	39530	39530	0	0	10000	10000	10000	10000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10021	3507	30003	精英·守卫者	30003	1	2	80	2	1	2309599	100	83627	83627	0	0	10500	10500	10500	10500	0	0	0	0	("MonsterNormalSkill",102)	("NoneSkill", 0)	[]
10022	3508	30003	守卫者				80	2	1	338000	100	42303	42303	0	0	10500	10500	10500	10500	0	0	0	0	("MonsterNormalSkill",102)	("NoneSkill", 0)	[]
10023	3507	30003	精英·守卫者	30003	1	2	80	2	1	2494096	100	89684	89684	0	0	11000	11000	11000	11000	0	0	0	0	("MonsterNormalSkill",102)	("NoneSkill", 0)	[]
10024	3508	30003	守卫者				80	2	1	355267	100	45340	45340	0	0	11000	11000	11000	11000	0	0	0	0	("MonsterNormalSkill",102)	("NoneSkill", 0)	[]
10025	3507	30003	精英·守卫者	30003	1	2	80	2	1	2667493	100	96396	96396	0	0	11500	11500	11500	11500	0	0	0	0	("MonsterNormalSkill",102)	("NoneSkill", 0)	[]
10026	3508	30003	守卫者				80	2	1	392178	100	49078	49078	0	0	11500	11500	11500	11500	0	0	0	0	("MonsterNormalSkill",102)	("NoneSkill", 0)	[]
10027	3507	30003	精英·守卫者	30003	1	2	80	2	1	2958193	100	104862	104862	0	0	12000	12000	12000	12000	0	0	0	0	("MonsterNormalSkill",102)	("NoneSkill", 0)	[]
10028	3508	30003	守卫者				80	2	1	405673	100	50931	50931	0	0	12000	12000	12000	12000	0	0	0	0	("MonsterNormalSkill",102)	("NoneSkill", 0)	[]
10029	3506	5002	精英·战争之王	5002	1	2	80	1	1	3001210	100	108248	108248	0	0	12500	12500	12500	12500	0	0	0	0	("MonsterNormalSkill",263)	("FourStarDefendHero", 2)	[]
1003	4012	20015	骷髅守卫				118	1	1	460000	100	62000	62000	0	0	48000	48000	48000	48000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10030	3508	30003	守卫者				80	2	1	435461	100	55756	55756	0	0	12500	12500	12500	12500	0	0	0	0	("MonsterNormalSkill",102)	("NoneSkill", 0)	[]
10031	3510	30001	精英·龙人卫士	30001	1	2	80	1	1	3199391	100	113912	113912	0	0	13000	13000	13000	13000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10032	3511	30001	龙人卫士				80	1	1	453662	100	57488	57488	0	0	13000	13000	13000	13000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10033	3510	30001	精英·龙人卫士	30001	1	2	80	1	1	3361230	100	119969	119969	0	0	13500	13500	13500	13500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10034	3511	30001	龙人卫士				80	1	1	490992	100	60525	60525	0	0	13500	13500	13500	13500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10035	3510	30001	精英·龙人卫士	30001	1	2	80	1	1	3540627	100	126026	126026	0	0	14000	14000	14000	14000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10036	3511	30001	龙人卫士				80	1	1	530906	100	63562	63562	0	0	14000	14000	14000	14000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10037	3510	30001	精英·龙人卫士	30001	1	2	80	1	1	3719013	100	132083	132083	0	0	14500	14500	14500	14500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10038	3511	30001	龙人卫士				80	1	1	529611	100	66599	66599	0	0	14500	14500	14500	14500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10039	3509	5003	精英·大法师	5003	1	2	80	2	1	3858091	100	141154	141154	0	0	15500	15500	15500	15500	0	0	0	0	("MonsterNormalSkill",262)	("FourStarAttackHeroB", 2)	[]
1004	4012	20015	骷髅守卫				118	1	1	460000	100	62000	62000	0	0	48000	48000	48000	48000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10040	3511	30001	龙人卫士				80	1	1	554571	100	70430	70430	0	0	15500	15500	15500	15500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10041	3513	20006	精英·护卫兵	20006	1	2	80	1	1	4025426	100	143371	143371	0	0	16500	16500	16500	16500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10042	3514	20006	护卫兵				80	1	1	570490	100	73260	73260	0	0	16500	16500	16500	16500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10043	3513	20006	精英·护卫兵	20006	1	2	80	1	1	4344247	100	151340	151340	0	0	17500	17500	17500	17500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10044	3514	20006	护卫兵				80	1	1	606056	100	75438	75438	0	0	17500	17500	17500	17500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10045	3513	20006	精英·护卫兵	20006	1	2	80	1	1	4407857	100	157316	157316	0	0	18500	18500	18500	18500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10046	3514	20006	护卫兵				80	1	1	639888	100	78868	78868	0	0	18500	18500	18500	18500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10047	3513	20006	精英·护卫兵	20006	1	2	80	1	1	4573960	100	163880	163880	0	0	19500	19500	19500	19500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10048	3514	20006	护卫兵				80	1	1	658015	100	80192	80192	0	0	19500	19500	19500	19500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10049	3512	5008	神·众神之王	5008	1	2	80	2	1	4759225	100	169594	169594	0	0	20000	20000	20000	20000	0	0	0	0	("MonsterNormalSkill",261)	("FourStarAttackHeroA", 2)	[]
1005	4122	20006	城管守卫				118	1	1	460000	100	62000	62000	0	0	0	0	0	0	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10050	3514	20006	护卫兵				80	1	1	683857	100	84865	84865	0	0	20000	20000	20000	20000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10051	3516	30001	精英·龙人卫士	30001	1	2	80	1	1	4926031	100	174482	174482	0	0	21000	21000	21000	21000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10052	3517	30001	龙人卫士				80	1	1	722330	100	87858	87858	0	0	21000	21000	21000	21000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10053	3516	30001	精英·龙人卫士	30001	1	2	80	1	1	5108172	100	180539	180539	0	0	22000	22000	22000	22000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10054	3517	30001	龙人卫士				80	1	1	734914	100	90895	90895	0	0	22000	22000	22000	22000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10055	3516	30001	精英·龙人卫士	30001	1	2	80	1	1	5277852	100	187653	187653	0	0	23000	23000	23000	23000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10056	3517	30001	龙人卫士				80	1	1	746698	100	94327	94327	0	0	23000	23000	23000	23000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10057	3516	30001	精英·龙人卫士	30001	1	2	80	1	1	5457028	100	190783	190783	0	0	24000	24000	24000	24000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10058	3517	30001	龙人卫士				80	1	1	775733	100	97356	97356	0	0	24000	24000	24000	24000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10059	3515	5003	神·大法师	5003	1	2	80	2	1	5618873	100	194815	194815	0	0	25000	25000	25000	25000	0	0	0	0	("MonsterNormalSkill",262)	("FourStarAttackHeroB", 2)	[]
10060	3517	30001	龙人卫士				80	1	1	800756	100	98775	98775	0	0	25000	25000	25000	25000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10061	3519	20006	精英·前锋护卫	20006	1	2	80	1	1	3993823	100	204767	204767	0	0	25500	25500	25500	25500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10062	3520	20006	前锋护卫				80	1	1	646882	100	103043	103043	0	0	25500	25500	25500	25500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10063	3519	20006	精英·前锋护卫	20006	1	2	80	1	1	4126333	100	210057	210057	0	0	26000	26000	26000	26000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10064	3520	20006	前锋护卫				80	1	1	668151	100	106080	106080	0	0	26000	26000	26000	26000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10065	3519	20006	精英·前锋护卫	20006	1	2	80	1	1	4292741	100	212813	212813	0	0	26500	26500	26500	26500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10066	3520	20006	前锋护卫				80	1	1	726199	100	108879	108879	0	0	26500	26500	26500	26500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10067	3519	20006	精英·前锋护卫	20006	1	2	80	1	1	4471825	100	222938	222938	0	0	27000	27000	27000	27000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10068	3520	20006	前锋护卫				80	1	1	705173	100	110662	110662	0	0	27000	27000	27000	27000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10069	3518	5011	烈焰女神	5011	1	2	80	1	1	5330860	100	228126	228126	0	0	27500	27500	27500	27500	0	0	0	0	("MonsterNormalSkill",265)	("FiveStarAttackHero", 2)	[]
10070	3520	20006	前锋护卫				80	1	1	857457	100	116126	116126	0	0	27500	27500	27500	27500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10071	3522	20044	精英·狂剑士	20044	1	2	80	1	1	5122894	100	235052	235052	0	0	28000	28000	28000	28000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10072	3523	20044	狂剑士				80	1	1	816754	100	118228	118228	0	0	28000	28000	28000	28000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10073	3522	20044	精英·狂剑士	20044	1	2	80	1	1	5245646	100	241109	241109	0	0	28500	28500	28500	28500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10074	3523	20044	狂剑士				80	1	1	822520	100	121265	121265	0	0	28500	28500	28500	28500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10075	3522	20044	精英·狂剑士	20044	1	2	80	1	1	5380272	100	251007	251007	0	0	29000	29000	29000	29000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10076	3523	20044	狂剑士				80	1	1	864552	100	124983	124983	0	0	29000	29000	29000	29000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10077	3522	20044	精英·狂剑士	20044	1	2	80	1	1	5493280	100	257945	257945	0	0	29500	29500	29500	29500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10078	3523	20044	狂剑士				80	1	1	881886	100	126479	126479	0	0	29500	29500	29500	29500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10079	3521	5009	地狱斧王	5009	1	2	80	1	1	5592826	100	259553	259553	0	0	30000	30000	30000	30000	0	0	0	0	("MonsterNormalSkill",266)	("FiveStarDefendHero", 2)	[]
10080	3523	20044	狂剑士				80	1	1	918300	100	130063	130063	0	0	30000	30000	30000	30000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10081	3525	30003	精英·龙人射手	30003	1	2	100	2	1	5349339	100	265337	265337	0	0	30500	30500	30500	30500	0	0	0	0	("MonsterNormalSkill",102)	("NoneSkill", 0)	[]
10082	3526	30003	龙人射手				100	2	1	870581	100	133413	133413	0	0	30500	30500	30500	30500	0	0	0	0	("MonsterNormalSkill",102)	("NoneSkill", 0)	[]
10083	3525	30003	精英·龙人射手	30003	1	2	100	2	1	5480142	100	271394	271394	0	0	31000	31000	31000	31000	0	0	0	0	("MonsterNormalSkill",102)	("NoneSkill", 0)	[]
10084	3526	30003	龙人射手				100	2	1	904553	100	136450	136450	0	0	31000	31000	31000	31000	0	0	0	0	("MonsterNormalSkill",102)	("NoneSkill", 0)	[]
10085	3525	30003	精英·龙人射手	30003	1	2	100	2	1	5631614	100	279595	279595	0	0	31500	31500	31500	31500	0	0	0	0	("MonsterNormalSkill",102)	("NoneSkill", 0)	[]
10086	3526	30003	龙人射手				100	2	1	877884	100	139313	139313	0	0	31500	31500	31500	31500	0	0	0	0	("MonsterNormalSkill",102)	("NoneSkill", 0)	[]
10087	3525	30003	精英·龙人射手	30003	1	2	100	2	1	5698582	100	288192	288192	0	0	32000	32000	32000	32000	0	0	0	0	("MonsterNormalSkill",102)	("NoneSkill", 0)	[]
10088	3526	30003	龙人射手				100	2	1	922363	100	140659	140659	0	0	32000	32000	32000	32000	0	0	0	0	("MonsterNormalSkill",102)	("NoneSkill", 0)	[]
10089	3524	5010	寒冰女巫	5010	1	2	100	2	1	6054707	100	278010	278010	0	0	32500	32500	32500	32500	0	0	0	0	("MonsterNormalSkill",267)	("FiveStarAuxiliaryHero", 2)	[]
10090	3526	30003	龙人射手				100	2	1	1003256	100	144793	144793	0	0	32500	32500	32500	32500	0	0	0	0	("MonsterNormalSkill",102)	("NoneSkill", 0)	[]
10091	3528	20006	精英·前锋护卫	20006	1	2	100	1	1	5717408	100	295622	295622	0	0	33000	33000	33000	33000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10092	3529	20006	前锋护卫				100	1	1	916834	100	148598	148598	0	0	33000	33000	33000	33000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10093	3528	20006	精英·前锋护卫	20006	1	2	100	1	1	5825789	100	301679	301679	0	0	33500	33500	33500	33500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10094	3529	20006	前锋护卫				100	1	1	940993	100	151635	151635	0	0	33500	33500	33500	33500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10095	3528	20006	精英·前锋护卫	20006	1	2	100	1	1	5957681	100	304780	304780	0	0	34000	34000	34000	34000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10096	3529	20006	前锋护卫				100	1	1	982047	100	153231	153231	0	0	34000	34000	34000	34000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10097	3528	20006	精英·前锋护卫	20006	1	2	100	1	1	6044493	100	317172	317172	0	0	34500	34500	34500	34500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10098	3529	20006	前锋护卫				100	1	1	946537	100	155204	155204	0	0	34500	34500	34500	34500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10099	3527	5011	神·烈焰女神	5011	1	2	100	1	1	6148922	100	321072	321072	0	0	35000	35000	35000	35000	0	0	0	0	("MonsterNormalSkill",265)	("FiveStarAttackHero", 2)	[]
101	4010	20044	剑狂学徒				28	1	1	6700	100	500	500	0	0	0	0	0	0	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10100	3529	20006	前锋护卫				100	1	1	1040818	100	159041	159041	0	0	35000	35000	35000	35000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10101	3531	20006	精英·护卫兵	20006	1	2	120	1	1	5063692	100	255749	255749	0	0	35500	35500	35500	35500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10102	3532	20006	护卫兵				120	1	1	900212	100	129842	129842	0	0	35500	35500	35500	35500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10103	3531	20006	精英·护卫兵	20006	1	2	120	1	1	5071297	100	256116	256116	0	0	36000	36000	36000	36000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10104	3532	20006	护卫兵				120	1	1	901564	100	130028	130028	0	0	36000	36000	36000	36000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10105	3531	20006	精英·护卫兵	20006	1	2	120	1	1	5079060	100	256490	256490	0	0	36500	36500	36500	36500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10106	3532	20006	护卫兵				120	1	1	902944	100	130218	130218	0	0	36500	36500	36500	36500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10107	3531	20006	精英·护卫兵	20006	1	2	120	1	1	5095057	100	257264	257264	0	0	37000	37000	37000	37000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10108	3532	20006	护卫兵				120	1	1	905788	100	130611	130611	0	0	37000	37000	37000	37000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10109	3530	5013	卡牌女王	5013	1	2	120	1	1	5249070	100	264680	264680	0	0	37500	37500	37500	37500	0	0	0	0	("MonsterNormalSkill",271)	("SixStarAuxiliaryHero", 2)	[]
1011	4013	20036	食人魔				119	1	1	480000	100	64000	64000	0	0	49000	49000	49000	49000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10110	3532	20006	护卫兵				120	1	1	933168	100	134376	134376	0	0	37500	37500	37500	37500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10111	3534	20044	精英·剑狂学徒	20044	1	2	120	1	1	5355067	100	269591	269591	0	0	38000	38000	38000	38000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10112	3535	20044	剑狂学徒				120	1	1	952012	100	136869	136869	0	0	38000	38000	38000	38000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10113	3534	20044	精英·剑狂学徒	20044	1	2	120	1	1	5363752	100	270010	270010	0	0	38500	38500	38500	38500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10114	3535	20044	剑狂学徒				120	1	1	953556	100	137082	137082	0	0	38500	38500	38500	38500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10115	3534	20044	精英·剑狂学徒	20044	1	2	120	1	1	5372595	100	270436	270436	0	0	39000	39000	39000	39000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10116	3535	20044	剑狂学徒				120	1	1	955128	100	137298	137298	0	0	39000	39000	39000	39000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10117	3534	20044	精英·剑狂学徒	20044	1	2	120	1	1	5390752	100	271313	271313	0	0	39500	39500	39500	39500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10118	3535	20044	剑狂学徒				120	1	1	958356	100	137744	137744	0	0	39500	39500	39500	39500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10119	3533	5012	神·深渊蛮王	5012	1	2	120	1	1	5409540	100	272220	272220	0	0	40000	40000	40000	40000	0	0	0	0	("MonsterNormalSkill",270)	("SixStarDefendHero", 2)	[]
1012	4123	20006	钢铁守卫	20006	1	3	119	1	1	1800000	100	96000	96000	0	0	49000	49000	49000	49000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10120	3535	20044	剑狂学徒				120	1	1	961696	100	138204	138204	0	0	40000	40000	40000	40000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10121	3537	30003	精英·守卫者	30003	1	2	120	2	1	6537780	100	336294	336294	0	0	40500	40500	40500	40500	0	0	0	0	("MonsterNormalSkill",102)	("NoneSkill", 0)	[]
10122	3538	30003	守卫者				120	2	1	1162272	100	170734	170734	0	0	40500	40500	40500	40500	0	0	0	0	("MonsterNormalSkill",102)	("NoneSkill", 0)	[]
10123	3537	30003	精英·守卫者	30003	1	2	120	2	1	6679777	100	343327	343327	0	0	41000	41000	41000	41000	0	0	0	0	("MonsterNormalSkill",102)	("NoneSkill", 0)	[]
10124	3538	30003	守卫者				120	2	1	1187516	100	174304	174304	0	0	41000	41000	41000	41000	0	0	0	0	("MonsterNormalSkill",102)	("NoneSkill", 0)	[]
10125	3537	30003	精英·守卫者	30003	1	2	120	2	1	6717105	100	345127	345127	0	0	41500	41500	41500	41500	0	0	0	0	("MonsterNormalSkill",102)	("NoneSkill", 0)	[]
10126	3538	30003	守卫者				120	2	1	1194152	100	175218	175218	0	0	41500	41500	41500	41500	0	0	0	0	("MonsterNormalSkill",102)	("NoneSkill", 0)	[]
10127	3537	30003	精英·守卫者	30003	1	2	120	2	1	6744510	100	346447	346447	0	0	42000	42000	42000	42000	0	0	0	0	("MonsterNormalSkill",102)	("NoneSkill", 0)	[]
10128	3538	30003	守卫者				120	2	1	1199024	100	175888	175888	0	0	42000	42000	42000	42000	0	0	0	0	("MonsterNormalSkill",102)	("NoneSkill", 0)	[]
10129	3536	5014	神·屠龙剑圣	5014	1	2	120	1	1	6782782	100	348293	348293	0	0	42500	42500	42500	42500	0	0	0	0	("MonsterNormalSkill",268)	("SixStarAttackHeroA", 2)	[]
1013	4013	20036	食人魔				119	1	1	500000	100	66000	66000	0	0	49000	49000	49000	49000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10130	3538	30003	守卫者				120	2	1	1205828	100	176826	176826	0	0	42500	42500	42500	42500	0	0	0	0	("MonsterNormalSkill",102)	("NoneSkill", 0)	[]
10131	3540	30001	精英·龙人卫士	30001	1	2	120	1	1	6821685	100	350168	350168	0	0	43000	43000	43000	43000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10132	3541	30001	龙人卫士				120	1	1	1212744	100	177778	177778	0	0	43000	43000	43000	43000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10133	3540	30001	精英·龙人卫士	30001	1	2	120	1	1	6872670	100	352625	352625	0	0	43500	43500	43500	43500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10134	3541	30001	龙人卫士				120	1	1	1221808	100	179025	179025	0	0	43500	43500	43500	43500	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10135	3540	30001	精英·龙人卫士	30001	1	2	120	1	1	7028527	100	360133	360133	0	0	44000	44000	44000	44000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10136	3541	30001	龙人卫士				120	1	1	1249516	100	182837	182837	0	0	44000	44000	44000	44000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
