bossId	bbb	aaa	killRound	desc	knightFailDes	masterFailDes
5418		心魔炼狱9	3	#C(#FFFFFF)3回合内击败我,可以跳到第12关,还剩{0}回合#n		
5419		心魔炼狱12	3	#C(#FFFFFF)3回合内击败我,可以跳到第15关,还剩{0}回合#n		
5516		心魔炼狱3	3	#C(#FFFFFF)3回合内击败我,可以跳到第6关,还剩{0}回合#n		
5517		心魔炼狱6	3	#C(#FFFFFF)3回合内击败我,可以跳到第9关,还剩{0}回合#n		
5518		心魔炼狱9	3	#C(#FFFFFF)3回合内击败我,可以跳到第12关,还剩{0}回合#n		
5519		心魔炼狱12	3	#C(#FFFFFF)3回合内击败我,可以跳到第15关,还剩{0}回合#n		
5617		心魔炼狱3	3	#C(#FFFFFF)3回合内击败我,可以跳到第6关,还剩{0}回合#n		
5618		心魔炼狱6	3	#C(#FFFFFF)3回合内击败我,可以跳到第9关,还剩{0}回合#n		
5619		心魔炼狱9	3	#C(#FFFFFF)3回合内击败我,可以跳到第12关,还剩{0}回合#n		
5620		心魔炼狱12	3	#C(#FFFFFF)3回合内击败我,可以跳到第15关,还剩{0}回合#n		
5717		心魔炼狱3	3	#C(#FFFFFF)3回合内击败我,可以跳到第6关,还剩{0}回合#n		
5718		心魔炼狱6	3	#C(#FFFFFF)3回合内击败我,可以跳到第9关,还剩{0}回合#n		
5719		心魔炼狱9	3	#C(#FFFFFF)3回合内击败我,可以跳到第12关,还剩{0}回合#n		
5720		心魔炼狱12	3	#C(#FFFFFF)3回合内击败我,可以跳到第15关,还剩{0}回合#n		
15003		一组队爬塔1	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15008		一组队爬塔2	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15013		一组队爬塔3	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15023		一组队爬塔5	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15028		一组队爬塔6	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15033		一组队爬塔7	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15038		一组队爬塔8	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15048		一组队爬塔10	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15053		一组队爬塔11	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15058		一组队爬塔12	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15063		一组队爬塔13	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15073		一组队爬塔15	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15078		一组队爬塔16	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15083		一组队爬塔17	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15088		一组队爬塔18	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15098		一组队爬塔20	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15103		一组队爬塔21	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15108		一组队爬塔22	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15113		一组队爬塔23	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15123		一组队爬塔25	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15128		一组队爬塔26	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15133		一组队爬塔27	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15138		一组队爬塔28	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15153		二组队爬塔1	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15158		二组队爬塔2	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15163		二组队爬塔3	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15173		二组队爬塔5	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15178		二组队爬塔6	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15183		二组队爬塔7	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15188		二组队爬塔8	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15198		二组队爬塔10	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15203		二组队爬塔11	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15208		二组队爬塔12	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15213		二组队爬塔13	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15223		二组队爬塔15	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15228		二组队爬塔16	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15233		二组队爬塔17	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15238		二组队爬塔18	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15248		二组队爬塔20	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15253		二组队爬塔21	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15258		二组队爬塔22	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15263		二组队爬塔23	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15273		二组队爬塔25	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15278		二组队爬塔26	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15283		二组队爬塔27	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15288		二组队爬塔28	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15303		三组队爬塔1	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15308		三组队爬塔2	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15313		三组队爬塔3	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15323		三组队爬塔5	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15328		三组队爬塔6	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15333		三组队爬塔7	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15338		三组队爬塔8	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15348		三组队爬塔10	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15353		三组队爬塔11	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15358		三组队爬塔12	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15363		三组队爬塔13	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15373		三组队爬塔15	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15378		三组队爬塔16	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15383		三组队爬塔17	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15388		三组队爬塔18	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15398		三组队爬塔20	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15403		三组队爬塔21	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15408		三组队爬塔22	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15413		三组队爬塔23	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15423		三组队爬塔25	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15428		三组队爬塔26	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15433		三组队爬塔27	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15438		三组队爬塔28	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15453		四组队爬塔1	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15458		四组队爬塔2	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15463		四组队爬塔3	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15473		四组队爬塔5	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15478		四组队爬塔6	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15483		四组队爬塔7	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15488		四组队爬塔8	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15498		四组队爬塔10	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15503		四组队爬塔11	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15508		四组队爬塔12	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15513		四组队爬塔13	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15523		四组队爬塔15	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15528		四组队爬塔16	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15533		四组队爬塔17	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15538		四组队爬塔18	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15548		四组队爬塔20	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15553		四组队爬塔21	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15558		四组队爬塔22	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15563		四组队爬塔23	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15573		四组队爬塔25	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15578		四组队爬塔26	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15583		四组队爬塔27	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15588		四组队爬塔28	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15603		五组队爬塔1	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15608		五组队爬塔2	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15613		五组队爬塔3	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15623		五组队爬塔5	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15628		五组队爬塔6	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15633		五组队爬塔7	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15638		五组队爬塔8	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15648		五组队爬塔10	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15653		五组队爬塔11	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15658		五组队爬塔12	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15663		五组队爬塔13	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15673		五组队爬塔15	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15678		五组队爬塔16	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15683		五组队爬塔17	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15688		五组队爬塔18	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15698		五组队爬塔20	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15703		五组队爬塔21	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15708		五组队爬塔22	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15713		五组队爬塔23	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15723		五组队爬塔25	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15728		五组队爬塔26	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15733		五组队爬塔27	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15738		五组队爬塔28	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15753		序章组队爬塔1	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15758		序章组队爬塔2	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15763		序章组队爬塔3	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15773		序章组队爬塔5	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15778		序章组队爬塔6	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15783		序章组队爬塔7	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15788		序章组队爬塔8	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15798		序章组队爬塔10	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15803		序章组队爬塔11	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15808		序章组队爬塔12	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15813		序章组队爬塔13	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15823		序章组队爬塔15	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15828		序章组队爬塔16	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15833		序章组队爬塔17	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15838		序章组队爬塔18	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15848		序章组队爬塔20	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15853		序章组队爬塔21	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15858		序章组队爬塔22	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15863		序章组队爬塔23	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15873		序章组队爬塔25	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15878		序章组队爬塔26	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15883		序章组队爬塔27	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
15888		序章组队爬塔28	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
21003		虚空幻境1	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
21008		虚空幻境2	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
21013		虚空幻境3	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
21023		虚空幻境5	5	#C(#FFFFFF)5回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
21028		虚空幻境6	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
21033		虚空幻境7	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
21038		虚空幻境8	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
21048		虚空幻境10	5	#C(#FFFFFF)5回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
21053		虚空幻境11	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
21058		虚空幻境12	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
21063		虚空幻境13	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
21073		虚空幻境15	5	#C(#FFFFFF)5回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
21078		虚空幻境16	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
21083		虚空幻境17	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
21088		虚空幻境18	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
21098		虚空幻境20	5	#C(#FFFFFF)5回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
21103		虚空幻境21	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
21108		虚空幻境22	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
21113		虚空幻境23	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
21123		虚空幻境25	5	#C(#FFFFFF)5回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
21128		虚空幻境26	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
21133		虚空幻境27	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
21138		虚空幻境28	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
21148		虚空幻境30	5	#C(#FFFFFF)5回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
21153		虚空幻境31	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
21158		虚空幻境32	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
21163		虚空幻境33	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
21173		虚空幻境35	5	#C(#FFFFFF)5回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
21178		虚空幻境36	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
21183		虚空幻境37	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
21188		虚空幻境38	3	#C(#FFFFFF)3回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
21198		虚空幻境40	5	#C(#FFFFFF)5回合内击败我,下一层点击前两个怪物无需战斗，可直接获得奖励,还剩{0}回合#n		
