idx	level	leveMax	name	roleLevel	maxProcess	needMagicTowerLevel	processPerHour	continueTime	needContriLearn	needMoney	needContriActive	needResorcePerHour	maxhp	attackspeed	anger	attack_p	defense_p	attack_m	defense_m	crit	critpress	antibroken	notbroken	parry	puncture	damageupgrade	damagereduce	icon
1	16	50	生命(16级)	30	170	16	10	172800	3370	8425000	800	722	2640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ghshengming
1	17	50	生命(17级)	30	180	17	10	172800	3570	8925000	850	718	2880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ghshengming
1	18	50	生命(18级)	30	190	18	10	172800	3760	9400000	900	714	3120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ghshengming
1	19	50	生命(19级)	30	200	19	10	172800	3950	9875000	950	710	3360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ghshengming
1	20	50	生命(20级)	30	210	20	10	172800	4140	10350000	1000	707	3600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ghshengming
1	21	50	生命(21级)	30	220	21	10	172800	4660	13980000	1050	704	3960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ghshengming
1	22	50	生命(22级)	30	230	22	10	172800	4870	14610000	1100	701	4320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ghshengming
1	23	50	生命(23级)	30	240	23	10	172800	5080	15240000	1150	699	4680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ghshengming
1	24	50	生命(24级)	30	250	24	10	172800	5290	15870000	1200	696	5040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ghshengming
1	25	50	生命(25级)	30	260	25	10	172800	5490	16470000	1250	694	5400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ghshengming
1	26	50	生命(26级)	30	270	26	10	172800	5700	19950000	1300	692	5760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ghshengming
1	27	50	生命(27级)	30	280	27	10	172800	5910	20685000	1350	690	6120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ghshengming
1	28	50	生命(28级)	30	290	28	10	172800	6120	21420000	1400	689	6480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ghshengming
1	29	50	生命(29级)	30	300	29	10	172800	6330	22155000	1450	687	6840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ghshengming
1	30	50	生命(30级)	30	310	30	10	172800	6540	22890000	1500	686	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ghshengming
1	31	50	生命(31级)	30	320	31	10	172800	7230	28920000	1550	684	7680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ghshengming
1	32	50	生命(32级)	30	330	32	10	172800	7450	29800000	1600	683	8160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ghshengming
1	33	50	生命(33级)	30	340	33	10	172800	7680	30720000	1650	682	8640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ghshengming
1	34	50	生命(34级)	30	350	34	10	172800	7900	31600000	1700	681	9120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ghshengming
1	35	50	生命(35级)	30	360	35	10	172800	8130	32520000	1750	680	9600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ghshengming
1	36	50	生命(36级)	30	370	36	10	172800	8350	37575000	1800	679	10080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ghshengming
1	37	50	生命(37级)	30	380	37	10	172800	8580	38610000	1850	678	10560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ghshengming
1	38	50	生命(38级)	30	390	38	10	172800	8800	39600000	1900	677	11040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ghshengming
1	39	50	生命(39级)	30	400	39	10	172800	9030	40635000	1950	676	11520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ghshengming
1	40	50	生命(40级)	30	410	40	10	172800	9250	41625000	2000	675	12000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ghshengming
1	41	50	生命(41级)	30	420	41	10	172800	10120	50600000	2050	674	12600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ghshengming
1	42	50	生命(42级)	30	430	42	10	172800	10360	51800000	2100	673	13200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ghshengming
1	43	50	生命(43级)	30	440	43	10	172800	10600	53000000	2150	673	13800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ghshengming
1	44	50	生命(44级)	30	450	44	10	172800	10840	54200000	2200	672	14400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ghshengming
1	45	50	生命(45级)	30	460	45	10	172800	11080	55400000	2250	671	15000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ghshengming
1	46	50	生命(46级)	30	470	46	10	172800	11330	62315000	2300	671	15600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ghshengming
1	47	50	生命(47级)	30	480	47	10	172800	11570	63635000	2350	670	16200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ghshengming
1	48	50	生命(48级)	30	490	48	10	172800	11810	64955000	2400	669	16800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ghshengming
1	49	50	生命(49级)	30	500	49	10	172800	12050	66275000	2450	669	17400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ghshengming
1	50	50	生命(50级)	30	510	50	10	172800	12290	67595000	2500	668	18000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ghshengming
2	1	50	物攻(1级)	30	20	1	10	172800	240	240000	50	665	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	2	50	物攻(2级)	30	30	2	10	172800	330	330000	100	550	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	3	50	物攻(3级)	30	40	3	10	172800	420	420000	150	493	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	4	50	物攻(4级)	30	50	4	10	172800	510	505000	200	458	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	5	50	物攻(5级)	30	60	5	10	172800	590	595000	250	435	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	6	50	物攻(6级)	30	70	6	10	172800	680	1027500	300	419	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	7	50	物攻(7级)	30	80	7	10	172800	770	1155000	350	407	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	8	50	物攻(8级)	30	90	8	10	172800	860	1290000	400	397	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	9	50	物攻(9级)	30	100	9	10	172800	950	1425000	450	389	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	10	50	物攻(10级)	30	110	10	10	172800	1040	1552500	500	383	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	11	50	物攻(11级)	30	120	11	10	172800	1200	2410000	550	378	0	0	0	360	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	12	50	物攻(12级)	30	130	12	10	172800	1300	2600000	600	374	0	0	0	420	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	13	50	物攻(13级)	30	140	13	10	172800	1400	2800000	650	370	0	0	0	480	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	14	50	物攻(14级)	30	150	14	10	172800	1490	2990000	700	367	0	0	0	540	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	15	50	物攻(15级)	30	160	15	10	172800	1590	3180000	750	364	0	0	0	600	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	16	50	物攻(16级)	30	170	16	10	172800	1690	4212500	800	362	0	0	0	660	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	17	50	物攻(17级)	30	180	17	10	172800	1780	4462500	850	359	0	0	0	720	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	18	50	物攻(18级)	30	190	18	10	172800	1880	4700000	900	357	0	0	0	780	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	19	50	物攻(19级)	30	200	19	10	172800	1980	4937500	950	355	0	0	0	840	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	20	50	物攻(20级)	30	210	20	10	172800	2070	5175000	1000	354	0	0	0	900	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	21	50	物攻(21级)	30	220	21	10	172800	2330	6990000	1050	352	0	0	0	990	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	22	50	物攻(22级)	30	230	22	10	172800	2430	7305000	1100	351	0	0	0	1080	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	23	50	物攻(23级)	30	240	23	10	172800	2540	7620000	1150	350	0	0	0	1170	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	24	50	物攻(24级)	30	250	24	10	172800	2640	7935000	1200	348	0	0	0	1260	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	25	50	物攻(25级)	30	260	25	10	172800	2750	8235000	1250	347	0	0	0	1350	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	26	50	物攻(26级)	30	270	26	10	172800	2850	9975000	1300	346	0	0	0	1440	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	27	50	物攻(27级)	30	280	27	10	172800	2960	10342500	1350	345	0	0	0	1530	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	28	50	物攻(28级)	30	290	28	10	172800	3060	10710000	1400	345	0	0	0	1620	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	29	50	物攻(29级)	30	300	29	10	172800	3160	11077500	1450	344	0	0	0	1710	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	30	50	物攻(30级)	30	310	30	10	172800	3270	11445000	1500	343	0	0	0	1800	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	31	50	物攻(31级)	30	320	31	10	172800	3610	14460000	1550	342	0	0	0	1920	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	32	50	物攻(32级)	30	330	32	10	172800	3730	14900000	1600	342	0	0	0	2040	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	33	50	物攻(33级)	30	340	33	10	172800	3840	15360000	1650	341	0	0	0	2160	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	34	50	物攻(34级)	30	350	34	10	172800	3950	15800000	1700	340	0	0	0	2280	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	35	50	物攻(35级)	30	360	35	10	172800	4060	16260000	1750	340	0	0	0	2400	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	36	50	物攻(36级)	30	370	36	10	172800	4180	18787500	1800	339	0	0	0	2520	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	37	50	物攻(37级)	30	380	37	10	172800	4290	19305000	1850	339	0	0	0	2640	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	38	50	物攻(38级)	30	390	38	10	172800	4400	19800000	1900	339	0	0	0	2760	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	39	50	物攻(39级)	30	400	39	10	172800	4510	20317500	1950	338	0	0	0	2880	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	40	50	物攻(40级)	30	410	40	10	172800	4630	20812500	2000	338	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	41	50	物攻(41级)	30	420	41	10	172800	5060	25300000	2050	337	0	0	0	3150	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	42	50	物攻(42级)	30	430	42	10	172800	5180	25900000	2100	337	0	0	0	3300	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	43	50	物攻(43级)	30	440	43	10	172800	5300	26500000	2150	337	0	0	0	3450	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	44	50	物攻(44级)	30	450	44	10	172800	5420	27100000	2200	336	0	0	0	3600	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	45	50	物攻(45级)	30	460	45	10	172800	5540	27700000	2250	336	0	0	0	3750	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	46	50	物攻(46级)	30	470	46	10	172800	5660	31157500	2300	336	0	0	0	3900	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	47	50	物攻(47级)	30	480	47	10	172800	5780	31817500	2350	335	0	0	0	4050	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	48	50	物攻(48级)	30	490	48	10	172800	5900	32477500	2400	335	0	0	0	4200	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	49	50	物攻(49级)	30	500	49	10	172800	6020	33137500	2450	335	0	0	0	4350	0	0	0	0	0	0	0	0	0	0	0	ghwugong
2	50	50	物攻(50级)	30	510	50	10	172800	6140	33797500	2500	334	0	0	0	4500	0	0	0	0	0	0	0	0	0	0	0	ghwugong
3	1	50	法攻(1级)	30	20	1	10	172800	240	240000	50	665	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	ghfagong
3	2	50	法攻(2级)	30	30	2	10	172800	330	330000	100	550	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	ghfagong
3	3	50	法攻(3级)	30	40	3	10	172800	420	420000	150	493	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	ghfagong
3	4	50	法攻(4级)	30	50	4	10	172800	510	505000	200	458	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	ghfagong
3	5	50	法攻(5级)	30	60	5	10	172800	590	595000	250	435	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	ghfagong
3	6	50	法攻(6级)	30	70	6	10	172800	680	1027500	300	419	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	ghfagong
3	7	50	法攻(7级)	30	80	7	10	172800	770	1155000	350	407	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	ghfagong
3	8	50	法攻(8级)	30	90	8	10	172800	860	1290000	400	397	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	ghfagong
3	9	50	法攻(9级)	30	100	9	10	172800	950	1425000	450	389	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	ghfagong
3	10	50	法攻(10级)	30	110	10	10	172800	1040	1552500	500	383	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	ghfagong
3	11	50	法攻(11级)	30	120	11	10	172800	1200	2410000	550	378	0	0	0	0	0	360	0	0	0	0	0	0	0	0	0	ghfagong
3	12	50	法攻(12级)	30	130	12	10	172800	1300	2600000	600	374	0	0	0	0	0	420	0	0	0	0	0	0	0	0	0	ghfagong
3	13	50	法攻(13级)	30	140	13	10	172800	1400	2800000	650	370	0	0	0	0	0	480	0	0	0	0	0	0	0	0	0	ghfagong
3	14	50	法攻(14级)	30	150	14	10	172800	1490	2990000	700	367	0	0	0	0	0	540	0	0	0	0	0	0	0	0	0	ghfagong
3	15	50	法攻(15级)	30	160	15	10	172800	1590	3180000	750	364	0	0	0	0	0	600	0	0	0	0	0	0	0	0	0	ghfagong
3	16	50	法攻(16级)	30	170	16	10	172800	1690	4212500	800	362	0	0	0	0	0	660	0	0	0	0	0	0	0	0	0	ghfagong
3	17	50	法攻(17级)	30	180	17	10	172800	1780	4462500	850	359	0	0	0	0	0	720	0	0	0	0	0	0	0	0	0	ghfagong
3	18	50	法攻(18级)	30	190	18	10	172800	1880	4700000	900	357	0	0	0	0	0	780	0	0	0	0	0	0	0	0	0	ghfagong
3	19	50	法攻(19级)	30	200	19	10	172800	1980	4937500	950	355	0	0	0	0	0	840	0	0	0	0	0	0	0	0	0	ghfagong
3	20	50	法攻(20级)	30	210	20	10	172800	2070	5175000	1000	354	0	0	0	0	0	900	0	0	0	0	0	0	0	0	0	ghfagong
3	21	50	法攻(21级)	30	220	21	10	172800	2330	6990000	1050	352	0	0	0	0	0	990	0	0	0	0	0	0	0	0	0	ghfagong
3	22	50	法攻(22级)	30	230	22	10	172800	2430	7305000	1100	351	0	0	0	0	0	1080	0	0	0	0	0	0	0	0	0	ghfagong
3	23	50	法攻(23级)	30	240	23	10	172800	2540	7620000	1150	350	0	0	0	0	0	1170	0	0	0	0	0	0	0	0	0	ghfagong
3	24	50	法攻(24级)	30	250	24	10	172800	2640	7935000	1200	348	0	0	0	0	0	1260	0	0	0	0	0	0	0	0	0	ghfagong
3	25	50	法攻(25级)	30	260	25	10	172800	2750	8235000	1250	347	0	0	0	0	0	1350	0	0	0	0	0	0	0	0	0	ghfagong
3	26	50	法攻(26级)	30	270	26	10	172800	2850	9975000	1300	346	0	0	0	0	0	1440	0	0	0	0	0	0	0	0	0	ghfagong
3	27	50	法攻(27级)	30	280	27	10	172800	2960	10342500	1350	345	0	0	0	0	0	1530	0	0	0	0	0	0	0	0	0	ghfagong
3	28	50	法攻(28级)	30	290	28	10	172800	3060	10710000	1400	345	0	0	0	0	0	1620	0	0	0	0	0	0	0	0	0	ghfagong
3	29	50	法攻(29级)	30	300	29	10	172800	3160	11077500	1450	344	0	0	0	0	0	1710	0	0	0	0	0	0	0	0	0	ghfagong
3	30	50	法攻(30级)	30	310	30	10	172800	3270	11445000	1500	343	0	0	0	0	0	1800	0	0	0	0	0	0	0	0	0	ghfagong
3	31	50	法攻(31级)	30	320	31	10	172800	3610	14460000	1550	342	0	0	0	0	0	1920	0	0	0	0	0	0	0	0	0	ghfagong
3	32	50	法攻(32级)	30	330	32	10	172800	3730	14900000	1600	342	0	0	0	0	0	2040	0	0	0	0	0	0	0	0	0	ghfagong
3	33	50	法攻(33级)	30	340	33	10	172800	3840	15360000	1650	341	0	0	0	0	0	2160	0	0	0	0	0	0	0	0	0	ghfagong
3	34	50	法攻(34级)	30	350	34	10	172800	3950	15800000	1700	340	0	0	0	0	0	2280	0	0	0	0	0	0	0	0	0	ghfagong
3	35	50	法攻(35级)	30	360	35	10	172800	4060	16260000	1750	340	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	ghfagong
3	36	50	法攻(36级)	30	370	36	10	172800	4180	18787500	1800	339	0	0	0	0	0	2520	0	0	0	0	0	0	0	0	0	ghfagong
3	37	50	法攻(37级)	30	380	37	10	172800	4290	19305000	1850	339	0	0	0	0	0	2640	0	0	0	0	0	0	0	0	0	ghfagong
3	38	50	法攻(38级)	30	390	38	10	172800	4400	19800000	1900	339	0	0	0	0	0	2760	0	0	0	0	0	0	0	0	0	ghfagong
3	39	50	法攻(39级)	30	400	39	10	172800	4510	20317500	1950	338	0	0	0	0	0	2880	0	0	0	0	0	0	0	0	0	ghfagong
3	40	50	法攻(40级)	30	410	40	10	172800	4630	20812500	2000	338	0	0	0	0	0	3000	0	0	0	0	0	0	0	0	0	ghfagong
3	41	50	法攻(41级)	30	420	41	10	172800	5060	25300000	2050	337	0	0	0	0	0	3150	0	0	0	0	0	0	0	0	0	ghfagong
3	42	50	法攻(42级)	30	430	42	10	172800	5180	25900000	2100	337	0	0	0	0	0	3300	0	0	0	0	0	0	0	0	0	ghfagong
3	43	50	法攻(43级)	30	440	43	10	172800	5300	26500000	2150	337	0	0	0	0	0	3450	0	0	0	0	0	0	0	0	0	ghfagong
3	44	50	法攻(44级)	30	450	44	10	172800	5420	27100000	2200	336	0	0	0	0	0	3600	0	0	0	0	0	0	0	0	0	ghfagong
3	45	50	法攻(45级)	30	460	45	10	172800	5540	27700000	2250	336	0	0	0	0	0	3750	0	0	0	0	0	0	0	0	0	ghfagong
3	46	50	法攻(46级)	30	470	46	10	172800	5660	31157500	2300	336	0	0	0	0	0	3900	0	0	0	0	0	0	0	0	0	ghfagong
3	47	50	法攻(47级)	30	480	47	10	172800	5780	31817500	2350	335	0	0	0	0	0	4050	0	0	0	0	0	0	0	0	0	ghfagong
3	48	50	法攻(48级)	30	490	48	10	172800	5900	32477500	2400	335	0	0	0	0	0	4200	0	0	0	0	0	0	0	0	0	ghfagong
3	49	50	法攻(49级)	30	500	49	10	172800	6020	33137500	2450	335	0	0	0	0	0	4350	0	0	0	0	0	0	0	0	0	ghfagong
3	50	50	法攻(50级)	30	510	50	10	172800	6140	33797500	2500	334	0	0	0	0	0	4500	0	0	0	0	0	0	0	0	0	ghfagong
4	1	50	物防(1级)	30	20	1	10	172800	240	240000	50	665	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	ghwufang
4	2	50	物防(2级)	30	30	2	10	172800	330	330000	100	550	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	ghwufang
4	3	50	物防(3级)	30	40	3	10	172800	420	420000	150	493	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	ghwufang
4	4	50	物防(4级)	30	50	4	10	172800	510	505000	200	458	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	ghwufang
4	5	50	物防(5级)	30	60	5	10	172800	590	595000	250	435	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	ghwufang
4	6	50	物防(6级)	30	70	6	10	172800	680	1027500	300	419	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	ghwufang
4	7	50	物防(7级)	30	80	7	10	172800	770	1155000	350	407	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	ghwufang
4	8	50	物防(8级)	30	90	8	10	172800	860	1290000	400	397	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	ghwufang
4	9	50	物防(9级)	30	100	9	10	172800	950	1425000	450	389	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	ghwufang
4	10	50	物防(10级)	30	110	10	10	172800	1040	1552500	500	383	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	ghwufang
4	11	50	物防(11级)	30	120	11	10	172800	1200	2410000	550	378	0	0	0	0	360	0	0	0	0	0	0	0	0	0	0	ghwufang
4	12	50	物防(12级)	30	130	12	10	172800	1300	2600000	600	374	0	0	0	0	420	0	0	0	0	0	0	0	0	0	0	ghwufang
4	13	50	物防(13级)	30	140	13	10	172800	1400	2800000	650	370	0	0	0	0	480	0	0	0	0	0	0	0	0	0	0	ghwufang
4	14	50	物防(14级)	30	150	14	10	172800	1490	2990000	700	367	0	0	0	0	540	0	0	0	0	0	0	0	0	0	0	ghwufang
4	15	50	物防(15级)	30	160	15	10	172800	1590	3180000	750	364	0	0	0	0	600	0	0	0	0	0	0	0	0	0	0	ghwufang
4	16	50	物防(16级)	30	170	16	10	172800	1690	4212500	800	362	0	0	0	0	660	0	0	0	0	0	0	0	0	0	0	ghwufang
4	17	50	物防(17级)	30	180	17	10	172800	1780	4462500	850	359	0	0	0	0	720	0	0	0	0	0	0	0	0	0	0	ghwufang
4	18	50	物防(18级)	30	190	18	10	172800	1880	4700000	900	357	0	0	0	0	780	0	0	0	0	0	0	0	0	0	0	ghwufang
4	19	50	物防(19级)	30	200	19	10	172800	1980	4937500	950	355	0	0	0	0	840	0	0	0	0	0	0	0	0	0	0	ghwufang
4	20	50	物防(20级)	30	210	20	10	172800	2070	5175000	1000	354	0	0	0	0	900	0	0	0	0	0	0	0	0	0	0	ghwufang
4	21	50	物防(21级)	30	220	21	10	172800	2330	6990000	1050	352	0	0	0	0	990	0	0	0	0	0	0	0	0	0	0	ghwufang
4	22	50	物防(22级)	30	230	22	10	172800	2430	7305000	1100	351	0	0	0	0	1080	0	0	0	0	0	0	0	0	0	0	ghwufang
4	23	50	物防(23级)	30	240	23	10	172800	2540	7620000	1150	350	0	0	0	0	1170	0	0	0	0	0	0	0	0	0	0	ghwufang
4	24	50	物防(24级)	30	250	24	10	172800	2640	7935000	1200	348	0	0	0	0	1260	0	0	0	0	0	0	0	0	0	0	ghwufang
4	25	50	物防(25级)	30	260	25	10	172800	2750	8235000	1250	347	0	0	0	0	1350	0	0	0	0	0	0	0	0	0	0	ghwufang
4	26	50	物防(26级)	30	270	26	10	172800	2850	9975000	1300	346	0	0	0	0	1440	0	0	0	0	0	0	0	0	0	0	ghwufang
4	27	50	物防(27级)	30	280	27	10	172800	2960	10342500	1350	345	0	0	0	0	1530	0	0	0	0	0	0	0	0	0	0	ghwufang
4	28	50	物防(28级)	30	290	28	10	172800	3060	10710000	1400	345	0	0	0	0	1620	0	0	0	0	0	0	0	0	0	0	ghwufang
4	29	50	物防(29级)	30	300	29	10	172800	3160	11077500	1450	344	0	0	0	0	1710	0	0	0	0	0	0	0	0	0	0	ghwufang
4	30	50	物防(30级)	30	310	30	10	172800	3270	11445000	1500	343	0	0	0	0	1800	0	0	0	0	0	0	0	0	0	0	ghwufang
4	31	50	物防(31级)	30	320	31	10	172800	3610	14460000	1550	342	0	0	0	0	1920	0	0	0	0	0	0	0	0	0	0	ghwufang
4	32	50	物防(32级)	30	330	32	10	172800	3730	14900000	1600	342	0	0	0	0	2040	0	0	0	0	0	0	0	0	0	0	ghwufang
4	33	50	物防(33级)	30	340	33	10	172800	3840	15360000	1650	341	0	0	0	0	2160	0	0	0	0	0	0	0	0	0	0	ghwufang
4	34	50	物防(34级)	30	350	34	10	172800	3950	15800000	1700	340	0	0	0	0	2280	0	0	0	0	0	0	0	0	0	0	ghwufang
4	35	50	物防(35级)	30	360	35	10	172800	4060	16260000	1750	340	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	0	ghwufang
4	36	50	物防(36级)	30	370	36	10	172800	4180	18787500	1800	339	0	0	0	0	2520	0	0	0	0	0	0	0	0	0	0	ghwufang
