value	name	zs
3486	ChaosDivinity_RequestWorldCall	请求混沌神域世界邀请
3519	ChaosDivinity_RewardStar	混沌神域星级评价
3578	ChaosDivinity_RoleReward	混沌神域已领取奖励记录
3528	ChaosDivinity_SelectPassiveSkillForSub	请求为替身选择被动技能
3521	ChaosDivinity_ShowSubStitute	显示混沌神域替身数据
3522	ChaosDivinity_Substitute_Team	混沌神域替身组队信息
3527	ChaosDivinity_Substitute_Team_Change_Pos	请求混沌神域交换替身位置
3482	ChaosDivinity_TeamInfo	混沌神域组队信息
3341	ChongZhiAward	充值天数累计奖励
3339	ChongZhiState	充值天数状态
3423	ChrestmasExchageData	圣诞大兑换数据
2336	ChristmasFashionShow_BuyRecord_S	圣诞时装秀_购买记录同步
2338	ChristmasFashionShow_OnBuyGoods	圣诞时装秀_请求购买商品
2339	ChristmasFashionShow_OnDonateGoods	圣诞时装秀_请求赠送商品
2337	ChristmasFashionShow_OnOpenPanel	圣诞时装秀_请求打开面板
2328	ChristmasHaoExpData	有钱就是任性今日积分
2326	ChristmasHaoKuafuTodayRank	有钱就是任性今日跨服排行榜
2327	ChristmasHaoKuafuYesterdayRank	有钱就是任性昨日跨服排行榜
2325	ChristmasHaoOpen	有钱就是任性活动开启
2329	ChristmasHao_OpenPanel	请求打开面板
2332	ChristmasHao_Reward	请求领取今日积分奖励
2330	ChristmasHao_WatchToday	请求查看今日排名
2331	ChristmasHao_WatchYesterday	请求查看昨日排名
2313	ChristmasMountLottery_LotteryResult_SB	圣诞坐骑转转乐_抽奖结果同步回调
2324	ChristmasMountLottery_OnBatchLottery	圣诞坐骑转转乐_请求批量抽奖
2322	ChristmasMountLottery_OnClosePanel	圣诞坐骑转转乐_请求关闭面板
2321	ChristmasMountLottery_OnOpenPanel	圣诞坐骑转转乐_请求打开面板
2323	ChristmasMountLottery_OnSingleLottery	圣诞坐骑转转乐_请求单次抽奖
2320	ChristmasMountLottery_PreciousRecord_S	圣诞坐骑转转乐_大奖记录同步
2333	ChristmasShopData	圣诞狂欢兑不停兑换数据
2334	ChristmasShop_Exchange	请求圣诞狂欢兑不停兑换
2335	ChristmasShop_Open	请求打开圣诞狂欢兑不停商店
2315	ChristmasWingLottery_LotteryResult_SB	圣诞羽翼转转乐_抽奖结果同步回调
2319	ChristmasWingLottery_OnBatchLottery	圣诞羽翼转转乐_请求批量抽奖
2317	ChristmasWingLottery_OnClosePanel	圣诞羽翼转转乐_请求关闭面板
2316	ChristmasWingLottery_OnOpenPanel	圣诞羽翼转转乐_请求打开面板
2318	ChristmasWingLottery_OnSingleLottery	圣诞羽翼转转乐_请求单次抽奖
2314	ChristmasWingLottery_PreciousRecord_S	圣诞羽翼转转乐_大奖记录同步
2309	ChristmasWishTree_GoodsShelf_Sync	圣诞许愿树_同步货架商品
2312	ChristmasWishTree_OnBuyGoods	圣诞许愿树_请求购买商品
2310	ChristmasWishTree_OnOpenPanel	圣诞许愿树_请求打开面板
2311	ChristmasWishTree_OnRefreshShelf	圣诞许愿树_请求刷新货架
3555	ChunJieActiveToday	激情活动春节活跃有礼第几天
1509	CircularActive_AllData	同步循环活动所有数据
1511	CircularActive_EndActive	同步结束一个循环活动
1510	CircularActive_StartActive	同步开启一个循环活动
1074	Client_ALLlevelUp_Gem	一键合成宝石
1367	Client_Artifact_ALLlevelUp_Gem	符石一键合成
1365	Client_Artifact_GemLevelUp_Gem	符石升级
1366	Client_Artifact_Gemgetoff_Gem	符石卸下
1362	Client_Artifact_Mosaic_Gem	符石镶嵌
1364	Client_Artifact_Sealing_spirit_Gem	符石封印
1363	Client_Artifact_Synthetic_Gem	符石合成
1506	Client_ChangeName_req	客户端请求改名
2974	Client_CostRMB_Get_VIP_Reward	客户端请求领取付费VIP礼盒奖励
1599	Client_Dec_Card	玩家分解天赋卡
1608	Client_Exchange_Card	兑换天赋卡
1919	Client_Fashion_Active	客户端请求时装激活
2306	Client_Fashion_Hole	客户端请求升级时装光环
1918	Client_Fashion_Ide	客户端请求时装鉴定
1917	Client_Fashion_Uporder	客户端请求时装升阶
1916	Client_Fashion_Upstar	客户端请求时装升星
3016	Client_Fashion_Upwardrobe	客户端请求升级衣柜
1117	Client_GemLevelUp_Gem	宝石升级
1073	Client_Gemgetoff_Gem	宝石卸下
1513	Client_Get_LiBaoReward	客户端请求领取礼包奖励
2676	Client_Hallows_ALLlevelUp_Gem	雕纹一键合成
2674	Client_Hallows_GemLevelUp_Gem	雕纹升级
2675	Client_Hallows_Gemgetoff_Gem	雕纹卸下
2671	Client_Hallows_Mosaic_Gem	雕纹镶嵌
2673	Client_Hallows_Sealing_spirit_Gem	雕纹封印
2672	Client_Hallows_Synthetic_Gem	雕纹合成
1597	Client_Hero_PutOn_Card	英雄装备天赋卡
1616	Client_Hero_Takeoff_Card	英雄下天赋卡
1598	Client_LevelUp_Card	玩家升级天赋卡
1062	Client_Mosaic_Gem	镶嵌宝石
1596	Client_PutOn_Card	玩家装备天赋卡
2496	Client_Request_Active_SuperVIP_Title	客户端请求领取超级VIP称号
2684	Client_Request_Buy_GodWarChest	客户端请求购买战神宝箱
2681	Client_Request_Buy_RMBComing	客户端请求购买超级理财
2528	Client_Request_Buy_RedEnvelope	客户端请求购买红包
2152	Client_Request_Buy_TimeLimitGoods	客户端请求购买限时商品
2689	Client_Request_Get_CodingReward	客户端请求领取超级理财道具奖励
2685	Client_Request_Get_GodWarChest	客户端请求领取战神宝箱
2682	Client_Request_Get_RMBComingReward	客户端请求领取超级理财奖励
2596	Client_Request_Get_RedCodingReward	客户端请求领取购买红包道具奖励
2589	Client_Request_Get_RedEnvelopeReward	客户端请求领取红包奖励
2494	Client_Request_Get_Super_VIP_Reward	客户端请求领取超级VIP奖励
2495	Client_Request_Get_Super_VIP_ShopExchange	客户端请求使用超级vip积分兑换奖励
2176	Client_Request_Get_VIP_LIBAO	客户端请求领取VIP礼包
2492	Client_Request_Open_VIPLevel_Panel	打开超级vip等级界面
2493	Client_Request_Open_VIPPoint_Panel	打开超级vip积分界面
2278	Client_Request_Opne_TimeLimitGoods	客户端请求打开限时商品界面
3270	Client_Resolve	宝石分解
1115	Client_Sealing_spirit_Gem	宝石封灵
1211	Client_SetCI8	请求设置CI8
1114	Client_Synthetic_Gem	宝石合成
1615	Client_Takeoff_Card	玩家下天赋卡
1609	Client_UnLock_Card	玩家请求解锁卡槽
1956	Client_Wing_Active	客户端请求羽翼激活
1575	Client_request_Draw	客户端请求摇奖
1501	Client_request_OnekeyHarvest	客户端请求宠物灵树一键收获
2304	Client_request_OpenPanel	客户端请求打开天降神石
1508	Client_request_OpenPetFarm	客户端请求宠物灵树打开面板
1503	Client_request_QuickerMachine	客户端请求宠物灵树快速种植
1192	Client_request_Recruiting_gold	客户端请求招募炼金术士
1499	Client_request_RequestHarvest	客户端请求宠物灵树收获
1498	Client_request_RequestMachine	客户端请求宠物灵树进入种植状态
1178	Client_request_get_gold	客户端请求收获
1173	Client_request_gold	客户端请求炼金
1174	Client_request_help_gold	客户端请求协助炼金
1242	Client_request_open_panel	客户端打开炼金界面
1243	Client_request_ten_gold	客户端请求10次完美炼金
3404	CloseCatchingFish	捕鱼达人关闭面板
2024	CollectLongyinData	每日集龙印数据
2025	CollectLongyinOpen	每日集龙印活动开启
2027	CollectLongyin_BuQian	请求补签
2029	CollectLongyin_LongyinReward	请求收集龙印奖励
2043	CollectLongyin_OpenPanel	请求每日集龙印面板
2026	CollectLongyin_QianDao	请求签到
2028	CollectLongyin_RmbReward	请求累计充值神石奖励
1693	CouplesFB_Buy_Times	客户端请求购买副本次数
1684	CouplesFB_Create_Team	客户端请求创建情缘队伍
1713	CouplesFB_Exit_Team	客户端请求退出情缘队伍
1687	CouplesFB_Invite_Team	客户端请求邀请玩家加入情缘队伍
1686	CouplesFB_Join_Team	客户端请求加入情缘队伍
1690	CouplesFB_Move_Index	客户端请求移动
1691	CouplesFB_Request_Exit	客户端请求退出情缘副本
2738	CouplesFB_Request_FastThrough	客户端请求情缘副本一键收益
1688	CouplesFB_Request_OpenPanel	客户端打开情缘副本界面
1694	CouplesFB_Request_QuickCD	客户端请求加速CD
1689	CouplesFB_Request_Start	客户端请求开始情缘副本
1703	CouplesFB_Request_useBuff	客户端请求使用buff
2559	CouplesFashion_BuyRecord_S	情侣炫酷时装_购买记录同步
2561	CouplesFashion_OnBuyGoods	情侣炫酷时装_请求购买商品
2562	CouplesFashion_OnDonateGoods	情侣炫酷时装_请求赠送商品
2560	CouplesFashion_OnOpenPanel	情侣炫酷时装_请求打开面板
2563	CouplesGoal_GoalData_S	情人目标_同步目标完成及领奖记录数据
2567	CouplesGoal_OnGetGoalReward	情人目标_请求领取目标奖励
2647	CrazyShoppingIsStart	疯狂抢购乐活动点开启情况
3066	CuiLian_Dict	同步淬炼数据字典
2189	CutTurkeyData	切火鸡数据
2193	CutTurkeyQA	切火鸡答题
2202	CutTurkey_Answer	切火鸡答题
2201	CutTurkey_Cut	切火鸡切
2203	CutTurkey_Finish	切火鸡完成
2200	CutTurkey_Open	切火鸡打开面板
3393	D12GroupBuyRoleData	超值团购数据
3390	D12ShopData	双十二自选商城数据
1329	DD_End	通知客户端魔兽入侵结束
1330	DD_Enter_Scene	客户端请求进入魔兽入侵场景
1331	DD_Leave_Scene	客户端请求离开魔兽入侵场景
1332	DD_Lucky_Draw	客户端请求魔兽入侵抽奖
1327	DD_Show_Rank	通知客户端展示魔兽入侵排行榜
1328	DD_Show_Role_Data	通知客户端展示魔兽入侵玩家数据
1326	DD_Start	通知客户端魔兽入侵开始
3264	DEGroupBuy_ActiveState_S	团购送神石_活动状态同步
3266	DEGroupBuy_DayIndex_S	团购送神石_开启天数同步
3268	DEGroupBuy_OnBuyGoods	团购送神石_请求购买商品
3267	DEGroupBuy_OnOpenPanel	团购送神石_请求打开操作面板
3265	DEGroupBuy_SalesCnt_S	团购送神石_整点销量同步
3245	DELoginReward_ActiveState_S	登录有礼_活动状态同步
3278	DELoginReward_DayIndex_S	登录有礼_活动天数同步
3255	DELoginReward_OnGetReward	登陆有礼_请求领取奖励
3246	DELoginReward_RewardRecord_S	登录有礼_奖励状态同步
3271	DEQiangHongBaoMgr	双十一抢红包_活动状态同步
3274	DEQiangHongBao_AnyHongBao_S	双十一抢红包_是否剩余红包同步
3273	DEQiangHongBao_BuyRecord_S	双十一抢红包_购买记录同步
3286	DEQiangHongBao_OnClosePanel	双十一抢红包_请求关闭操作面板
3275	DEQiangHongBao_OnOpenPanel	双十一抢红包_请求打开操作面板
3277	DEQiangHongBao_OnQiangGou	双十一抢红包_请求抢购
3276	DEQiangHongBao_OnQiangHongBao	双十一抢红包_请求抢红包
3272	DEQiangHongBao_RoundIndex_S	双十一抢红包_当前回合同步
3256	DETopic_ActiveState_S	专题转盘_活动状态同步
3258	DETopic_LotteryResult_SB	专题转盘_抽奖结果同步回调
3287	DETopic_OnClosePanel	专题转盘_请求关闭操作面板
3261	DETopic_OnLotteryShiCi	专题转盘_请求抽奖十次
3260	DETopic_OnLotteryYiCi	专题转盘_请求抽奖一次
3259	DETopic_OnOpenPanel	专题转盘_请求打开操作面板
3257	DETopic_PreciousRecord_S	专题转盘_珍稀中奖纪录同步
3022	DKCNew_OnChallenge	新龙骑试炼_请求挑战试练
3023	DKCNew_OnGetReward	新龙骑试炼_请求领取试练奖励
3234	DKCNew_OnOneKeyAll	新龙骑试炼_请求一键全部收益
3233	DKCNew_OnOneKeyFree	新龙骑试炼_请求一键免费收益
3021	DKCNew_RewardData_S	新龙骑试炼_同步试练奖励数据
2486	DKC_ChallengeRecord_S	龙骑试炼_同步最新试练记录
2488	DKC_OnChallenge	龙骑试炼_试炼挑战
2487	DKC_OnOpenPanel	龙骑试炼_打开试炼面板
1386	DailyDoData	每日必做数据
1389	DailyDo_Award	请求领取每日必做积分奖励
2429	DailyFB_DailyFBData_S	勇者试炼场_同步试炼场数据
2430	DailyFB_DailyFBPass_SB	勇者试炼场_通关
2434	DailyFB_OnEnterFB	勇者试炼场_请求进入试炼场
2436	DailyFB_OnFightMonster	勇者试炼场_请求挑战怪物
2435	DailyFB_OnLeaveFB	勇者试炼场_请求离开试炼场
2438	DailyFB_OnOneKeyFinish	勇者试炼场_一键完成
2433	DailyFB_OnOpenPanel	勇者试炼场_请求打开面板
2076	DailyMountLottry_OnDMLLottery	请求天马行空抽奖
1866	DailySeckillStatu	通知客户端当日天天秒杀开始结束情况
1319	DayTask_AttackDayTaskMonster	请求攻击一个日常任务怪物
1322	DayTask_AttackTiLiTaskMonster	请求攻击一个体力任务的怪物
1333	DayTask_DoDayTask	请求做日常任务(接任务，完成任务)
1334	DayTask_DoTiLiTask	请求做体力任务(接任务，完成任务)
1344	DayTask_FaskFinishDayTask	请求快速完成日常任务
1345	DayTask_FaskFinishTiLiTask	请求快速完成体力任务
1316	DayTask_S_DayTaskData	同步日常任务数据
1317	DayTask_S_TiLiTaskData	同步体力任务数据
1723	Day_First_Pay_Reward	客户端请求领取每日首充奖励
3377	DeepHellCross_ActiveState_S	深渊炼狱跨服_活动状态_同步
3369	DeepHellCross_AfterPVPFailWait_SB	深渊炼狱跨服_战败等待复活选项
3366	DeepHellCross_DHRoleData_S	深渊炼狱跨服_炼狱者数据同步
3386	DeepHellCross_EndTimeStamp_S	深渊炼狱跨服_活动结束时间戳_同步
3365	DeepHellCross_OnChanllenge	深渊炼狱跨服_请求挑战玩家
3364	DeepHellCross_OnRequestBack	深渊炼狱跨服_请求离开跨服回到本服
3375	DeepHellCross_RealTimeStamp_S	深渊炼狱跨服_正式开始时间戳同步
3363	DeepHellCross_ScoreRank_S	深渊炼狱跨服_积分排行榜同步
3376	DeepHellCross_ShowRank_S	深渊炼狱跨服_展示排行榜同步
3360	DeepHell_ActiveState_S	深渊炼狱_活动状态_同步
3387	DeepHell_CanInTimeStamp_S	深渊炼狱_可进入时间戳_同步
3362	DeepHell_OnEnterDeepHell	深渊炼狱_请求进入战场
3361	DeepHell_OnOpenPanel	深渊炼狱_请求打开面板
1246	Dig_CallBack_For_client	巨龙宝藏挖宝回调
2149	DoubleElevenShopData	狂欢兑不停兑换数据
2150	DoubleElevenShop_Exchange	请求狂欢兑不停兑换
2151	DoubleElevenShop_Open	请求打开狂欢兑不停商店
2173	DragonStele_OnNomalPray	龙魂石碑普通祈祷请求
2174	DragonStele_OnSpecialPray	龙魂石碑高级祈祷请求
2282	DragonTreasure_Buy_DigTimes	客户端请求购买寻宝次数
2283	DragonTreasure_Buy_LuckyDigTimes	客户端请求购买幸运寻宝次数
1252	DragonTreasure_Dig	客户端请求挖宝
1254	DragonTreasure_LuckDig	客户端请求幸运寻宝
1251	DragonTreasure_Open_Win	客户端打开巨龙宝藏界面
1250	DragonTreasure_Start_Search	客户端请求寻宝
1940	Dragon_Ball_Upgrade	客户端请求提升龙珠
1568	Dragon_Change_Career	客户端请求神龙职业转换
1613	Dragon_Egg_Break	客户端请求砸龙蛋
1629	Dragon_Egg_Open_Panel	客户端请求打开砸龙蛋面板
1628	Dragon_Egg_Show_Panel	通知客户端显示砸龙蛋面板
1932	Dragon_Equipment_Activate	客户端请求激活龙潭装备
1928	Dragon_Equipment_Off	客户端请求卸下驯龙装备
1927	Dragon_Equipment_On	客户端请求装备驯龙装备
1926	Dragon_Equipment_Open_Panel	客户端请求打开龙潭面板
1925	Dragon_Equipment_Sync_All	通知客户端所有驯龙装备信息
2206	Dragon_Equipment_Upgrade	客户端请求提升龙骸
1569	Dragon_Level_Up	客户端请求神龙升级
1566	Dragon_Open_Main_Panel	客户端请求打开神龙主面板
1565	Dragon_Show_Main_Panel	通知客户端显示神龙主面板
1567	Dragon_Study_Skill	客户端请求学习神龙技能
2953	Dragon_Sync_TempValue_Data	同步客户端临时进化进度
1924	Dragon_Train_Awaken	客户端请求驯龙唤醒
1938	Dragon_Train_Collect_Soul	客户端请求驯龙聚灵
1959	Dragon_Train_Evolve	客户端请求驯龙进化
1963	Dragon_Train_Open_Evolve_Panel	客户端请求打开驯龙进化面板
1923	Dragon_Train_Open_Main_Panel	客户端请求打开驯龙主面板
1962	Dragon_Train_Show_Evolve_Panel	通知客户端显示驯龙进化面板
1939	Dragon_Train_Sync_Main_Panel_Data	通知客户端同步驯龙主面板数据
1340	Dragon_Treasure_Fight	挖宝触发战斗
1570	Dragon_Upgrade	客户端请求神龙进阶
2051	Dragon_Vein_Activate	客户端请求龙脉激活
2053	Dragon_Vein_Evolve	客户端请求龙脉进化
2052	Dragon_Vein_Level_Up	客户端请求龙脉升级
2068	Dragon_Vein_Onekey_Evolve	客户端请求龙脉一键进化
2067	Dragon_Vein_Onekey_Level_Up	客户端请求龙脉一键升级
2050	Dragon_Vein_Open_Main_Panel	客户端请求打开龙脉主面板
1419	Duty_After_Duty_Fight_Result	轮值战斗结果
1418	Duty_After_Fight_Data	城主雕像被灭
1530	Duty_Click_OK_Btn	客户端点击确认
1525	Duty_Fresh_War_Panel	客户端请求刷新战场界面
1335	Duty_On_Show_Rank	通知客户端工会排行
1495	Duty_Role_Add_Buff_Scene	客户端请求进入升级buff
1338	Duty_Role_After_Fight	玩家战斗后数据通知
1523	Duty_Role_Attack_Role	客户端请求攻击玩家
1500	Duty_Role_Attack_Statue	客户端请求攻击雕像
1502	Duty_Role_Close_Panel	客户端请求关闭战场界面
1443	Duty_Role_Exit_Duke_Scene	客户端请求退出城主轮值
1426	Duty_Role_Join_Duke_Scene	客户端请求进入城主轮值
1497	Duty_Role_Quick_CD_Scene	客户端请求加速CD
1350	Duty_Send_Buff_Data	同步buff数据
1421	Duty_Send_Close_War	通知客户端关闭战场界面
1391	Duty_Send_Data_Role	玩家进场景发送血量和工会排名
1422	Duty_Send_Statu_HP	通知客户端雕像半血
1351	Duty_Send_Union_Total_Point	同步工会总积分
1339	Duty_Send_player_data	发送匹配玩家的数据
1423	Duty_Send_role_HP	通知客户端玩家血量
1336	Duty_Union_Member_Point_Rank	工会成员积分排行榜更新
3631	EBRank_ActiveState_S	印记排行榜_活动状态同步
3633	EBRank_OnViewRank	印记排行_请求查看排行榜
3632	EBRank_RankData_S	印记排行榜_印记排行榜单数据同步
1189	EH_CancelSaoDang	请求取消恶魔深渊扫荡扫荡
1188	EH_FastSaoDang	恶魔深渊快速扫荡
1187	EH_GetBoxRewrad	恶魔深渊领取3星宝箱奖励
1190	EH_GetSaoDangReward	请求领取恶魔深渊扫荡奖励
1186	EH_Join	请求进入恶魔深渊
1175	EH_S_SaoDangData	同步当前恶魔深渊扫荡数据
1179	EH_S_StarData	同步当前恶魔深渊通关星级数据
1184	EH_S_StarRewardData	同步当前恶魔深渊已经领取3星宝箱的数据
1191	EH_SaoDang	请求恶魔深渊扫荡挂机
3422	ElementBrand_AllData_S	元素印记_所有数据_同步
3472	ElementBrand_EquipBrand_S	元素印记_镶嵌一个印记_同步
3466	ElementBrand_OnEquip	元素印记_请求印记镶嵌
3469	ElementBrand_OnFenJie	元素印记_请求印记分解
3592	ElementBrand_OnSavePro	元素印记_请求保存属性
3465	ElementBrand_OnSculpture	元素印记_请求印记雕刻
