source_text	target_text	need_translate
     #C(#EE0000)105级可接取#C(#4876FF)好久不见#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Seviye 105 gereklidir#C(#4876FF) Aradan yıllar geçti #H#n     #C(#EE0000) Tecrübe almak için Mahzende mücadele et #n	0
     #C(#EE0000)105级可接取#C(#4876FF)怜悯的心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Seviye 105 gereklidir #C(#4876FF) Sempati #H#n     #C(#EE0000) Tecrübe almak için Mahzende mücadele et #n	0
     #C(#EE0000)105级可接取#C(#4876FF)杀戮的心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Seviye 105 gereklidir #C(#4876FF) Katliamın kalbi #H#n     #C(#EE0000) Tecrübe almak için Mahzende mücadele et #n	0
     #C(#EE0000)105级可接取#C(#4876FF)炼心之路#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Seviye 105 gereklidir #C(#4876FF) Bileme yöntemi #H#n     #C(#EE0000) Tecrübe almak için Mahzende mücadele et #n	0
     #C(#EE0000)105级可接取#C(#4876FF)荣誉的心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Seviye 105 gereklidir #C(#4876FF) Şöhretin kalbi #H#n     #C(#EE0000) Tecrübe almak için Mahzende mücadele et #n	0
     #C(#EE0000)105级可接取#C(#4876FF)龙心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Seviye 105 gereklidir #C(#4876FF) Ejder kalbi #H#n  #C(#EE0000) Tecrübe almak için Mahzende mücadele et #n	0
     #C(#EE0000)10级可接取#C(#4876FF)好友指点#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Seviye 10 gereklidir #C(#4876FF) Arkadaş tavsiyesi  #H#n  #C(#EE0000) Tecrübe almak için Mahzende mücadele et #n	0
     #C(#EE0000)110级可接取#C(#4876FF)圣龙之心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Seviye 110 gereklidir #C(#4876FF) Ejderha kalbi #H#n     #C(#EE0000) Tecrübe almak için Mahzende mücadele et #n	0
     #C(#EE0000)110级可接取#C(#4876FF)天罚之心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Seviye 110 gereklidir #C(#4876FF) Kutsal lanetin kalbi #H#n     #C(#EE0000) Tecrübe almak için Mahzende mücadele et #n	0
     #C(#EE0000)110级可接取#C(#4876FF)最美的梦#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Seviye 110 gereklidir #C(#4876FF) Güzel düş #H#n     #C(#EE0000) Tecrübe almak için Mahzende mücadele et #n	0
     #C(#EE0000)110级可接取#C(#4876FF)梦幻的心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Seviye 110 gereklidir #C(#4876FF) Düşsel kalp #H#n     #C(#EE0000) Tecrübe almak için Mahzende mücadele et #n	0
     #C(#EE0000)110级可接取#C(#4876FF)灵性的心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Seviye 110 gereklidir #C(#4876FF) Ölümsüz kalp #H#n     #C(#EE0000) Tecrübe almak için Mahzende mücadele et #n	0
     #C(#EE0000)110级可接取#C(#4876FF)霍乱七心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Seviye 110 gereklidir #C(#4876FF) Kolera #H#n     #C(#EE0000) Tecrübe almak için Mahzende mücadele et #n	0
     #C(#EE0000)115级可接取#C(#4876FF)不再念想#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Seviye 115 gereklidir #C(#4876FF) Artık hasret yok #H#n     #C(#EE0000) Tecrübe almak için Mahzende mücadele et #n	0
     #C(#EE0000)115级可接取#C(#4876FF)为梦想战#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Seviye 115 gereklidir #C(#4876FF) Düşler için savaş #H#n     #C(#EE0000) Tecrübe almak için Mahzende mücadele et #n	0
     #C(#EE0000)115级可接取#C(#4876FF)勇往直前#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Seviye 115 gereklidir #C(#4876FF) Cesurca gelişim #H#n     #C(#EE0000) Tecrübe almak için Mahzende mücadele et #n	0
     #C(#EE0000)115级可接取#C(#4876FF)漂泊#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Seviye 115 gereklidir #C(#4876FF) Gezinme #H#n     #C(#EE0000) Tecrübe almak için Mahzende mücadele et #n	0
     #C(#EE0000)115级可接取#C(#4876FF)还活着#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Seviye 115 gereklidir #C(#4876FF) daha hayatta #H#n     #C(#EE0000) Tecrübe almak için Mahzende mücadele et #n	0
     #C(#EE0000)115级可接取#C(#4876FF)飞舞羽翼#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Seviye 115 gereklidir #C(#4876FF) Uçan kanatlar #H#n     #C(#EE0000) Tecrübe almak için Mahzende mücadele et #n	0
     #C(#EE0000)115级可接取#C(#4876FF)龙骑的未来#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Seviye 115 gereklidir #C(#4876FF) Oyunun geleceği #H#n     #C(#EE0000) Tecrübe almak için Mahzende mücadele et #n	0
     #C(#EE0000)11级可接取#C(#4876FF)再遇故人#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Seviye 11 gereklidir #C(#4876FF) Tekrar buluşma  #H#n  #C(#EE0000) Tecrübe almak için Mahzende mücadele et #n	0
     #C(#EE0000)11级可接取#C(#4876FF)升级技能#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Seviye 11 gereklidir #C(#4876FF) Yetenek yükseltme #H#n  #C(#EE0000) Tecrübe almak için Mahzende mücadele et #n	0
     #C(#EE0000)120级可接取#C(#4876FF)不朽战役#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Seviye 120 gereklidir#C(#4876FF)Sonsuzluk savaşı#H#n     #C(#EE0000)Tecrübe almak için Mahzende mücadele et#n	0
     #C(#EE0000)120级可接取#C(#4876FF)我要力量#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Seviye 120 gereklidir#C(#4876FF) Güç istiyorum #H#n     #C(#EE0000)Tecrübe almak için Mahzende mücadele et.#n	0
     #C(#EE0000)120级可接取#C(#4876FF)新的挑战#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Seviye 120 gereklidir#C(#4876FF)Yeni mücadele#H#n     #C(#EE0000)Tecrübe almak için Mahzende mücadele et#n	0
     #C(#EE0000)120级可接取#C(#4876FF)新的篇章#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Seviye 120 gereklidir #C(#4876FF) Yeni bölüm #H#n     #C(#EE0000) Tecrübe almak için Mahzende mücadele et #n	0
     #C(#EE0000)120级可接取#C(#4876FF)渴望阳光#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Seviye 120 gereklidir#C(#4876FF) Günışığı arzusu#H#n     #C(#EE0000)Tecrübe almak için Mahzende mücadele et#n	0
     #C(#EE0000)125级可接取#C(#4876FF)休憩#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Seviye 125 gereklidir#C(#4876FF)Dinlenme#H#n     #C(#EE0000)Tecrübe almak için Mahzende mücadele et#n	0
     #C(#EE0000)125级可接取#C(#4876FF)战争噩梦#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Seviye 125 gereklidir#C(#4876FF)Savaş kabusu #H#n     #C(#EE0000)Tecrübe almak için Mahzende mücadele et#n	0
     #C(#EE0000)125级可接取#C(#4876FF)梦幻旅途#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Seviye 125 gereklidir#C(#4876FF) Düşlere yolculuk#H#n     #C(#EE0000)Tecrübe almak için Mahzende mücadele et#n	0
     #C(#EE0000)125级可接取#C(#4876FF)踏上杀路#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Seviye 125 gereklidir#C(#4876FF) Yola çıkış #H#n     #C(#EE0000)Tecrübe almak için Mahzende mücadele et#n	0
     #C(#EE0000)125级可接取#C(#4876FF)风雪归人#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Seviye 125 gereklidir#C(#4876FF) Karlı dönüş #H#n     #C(#EE0000)Tecrübe almak için Mahzende mücadele et#n	0
     #C(#EE0000)12级可接取#C(#4876FF)爱丽丝求救#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Seviye 12 gereklidir #C(#4876FF) Alice'in yardım çağrısı #H#n  #C(#EE0000) Tecrübe almak için Mahzende mücadele et #n	0
     #C(#EE0000)12级可接取#C(#4876FF)遇刺#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Seviye 12 gereklidir #C(#4876FF) Saldırı alma #H#n  #C(#EE0000) Tecrübe almak için Mahzende mücadele et #n	0
     #C(#EE0000)130级可接取#C(#4876FF)不再磨灭#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Seviye 130 gereklidir#C(#4876FF) Hatırlama #H#n     #C(#EE0000)Tecrübe almak için Mahzende mücadele et#n	0
     #C(#EE0000)130级可接取#C(#4876FF)心魔又现#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Seviye 130 gereklidir#C(#4876FF) Ruhtaki canavar #H#n     #C(#EE0000)Tecrübe almak için Mahzende mücadele et#n	0
     #C(#EE0000)130级可接取#C(#4876FF)情关难渡#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Seviye 130 gereklidir#C(#4876FF) Zor aşk #H#n     #C(#EE0000)Tecrübe almak için Mahzende mücadele et#n	0
     #C(#EE0000)130级可接取#C(#4876FF)战争机器#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Seviye 130 gereklidir#C(#4876FF) Savaş makinası #H#n     #C(#EE0000)Tecrübe almak için Mahzende mücadele et#n	0
     #C(#EE0000)130级可接取#C(#4876FF)灭口#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Seviye 130 gereklidir#C(#4876FF) İmha #H#n     #C(#EE0000)Tecrübe almak için Mahzende mücadele et#n	0
     #C(#EE0000)135级可接取#C(#4876FF)天赋#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Seviye 135 gereklidir#C(#4876FF) Kabiliyetli #H#n     #C(#EE0000)Tecrübe almak için Mahzende mücadele et#n	0
     #C(#EE0000)135级可接取#C(#4876FF)潜力无穷#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Seviye 135 gereklidir#C(#4876FF) Sınırsız potansiyel#H#n     #C(#EE0000)Tecrübe almak için Mahzende mücadele et.#n	0
     #C(#EE0000)135级可接取#C(#4876FF)相信自己#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Seviye 135 gereklidir#C(#4876FF) Özgüven #H#n     #C(#EE0000)Tecrübe almak için Mahzende mücadele et#n	0
     #C(#EE0000)135级可接取#C(#4876FF)磨刀石#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Seviye 135 gereklidir#C(#4876FF) Ustura taşı #H#n     #C(#EE0000)Tecrübe almak için Mahzende mücadele et#n	0
     #C(#EE0000)135级可接取#C(#4876FF)魔途#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Seviye 135 gereklidir#C(#4876FF)Şeytanla yolculuk #H#n     #C(#EE0000)Tecrübe almak için Mahzende mücadele et#n	0
     #C(#EE0000)13级可接取#C(#4876FF)升级技能#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Seviye 13 gereklidir #C(#4876FF) Yetenek yükseltme #H#n  #C(#EE0000) Tecrübe almak için Mahzende mücadele et #n	0
     #C(#EE0000)13级可接取#C(#4876FF)森林法则#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Seviye 13 gereklidir #C(#4876FF) Ormanın kanunu  #H#n  #C(#EE0000) Tecrübe almak için Mahzende mücadele et #n	0
     #C(#EE0000)140级可接取#C(#4876FF)传奇#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)140 lvde alınabilir #C(#4876FF) Masal #H#n     #C(#EE0000)Şeytan Uçurumunda mücadele edilerek TEC kazanılır#n	0
     #C(#EE0000)140级可接取#C(#4876FF)勇敢的心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)140 lvde alınabilir #C(#4876FF) Cesur Yürek #H#n     #C(#EE0000)Şeytan Uçurumunda mücadele edilerek TEC kazanılır#n	0
     #C(#EE0000)140级可接取#C(#4876FF)女神来临#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Seviye 135 gereklidir#C(#4876FF)Tanrıçanın gelişi#H#n     #C(#EE0000)Tecrübe almak için Mahzende mücadele et#n	0
     #C(#EE0000)140级可接取#C(#4876FF)末日天灾#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)140 lvde alınabilir #C(#4876FF) Kıyamet Günü #H#n     #C(#EE0000)Şeytan Uçurumunda mücadele edilerek TEC kazanılır#n	0
     #C(#EE0000)140级可接取#C(#4876FF)魔物降临#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)140 lvde alınabilir #C(#4876FF) Canavar Gelişi #H#n     #C(#EE0000)Şeytan Uçurumunda mücadele edilerek TEC kazanılır#n	0
     #C(#EE0000)145级可接取#C(#4876FF)小人行径#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)145 lvde alınabilir #C(#4876FF) Zalimin Aksiyonu #H#n     #C(#EE0000)Şeytan Uçurumunda mücadele edilerek TEC kazanılır#n	0
     #C(#EE0000)145级可接取#C(#4876FF)无惧之心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)145 lvde alınabilir #C(#4876FF) Korkusuz Yürek #H#n     #C(#EE0000)Şeytan Uçurumunda mücadele edilerek TEC kazanılır#n	0
     #C(#EE0000)145级可接取#C(#4876FF)疯狂报复#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)145 lvde alınabilir #C(#4876FF) İntikam #H#n     #C(#EE0000)Şeytan Uçurumunda mücadele edilerek TEC kazanılır#n	0
     #C(#EE0000)145级可接取#C(#4876FF)自我修行#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)145 lvde alınabilir #C(#4876FF) Pratik #H#n     #C(#EE0000)Şeytan Uçurumunda mücadele edilerek TEC kazanılır#n	0
     #C(#EE0000)145级可接取#C(#4876FF)陷害#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)145 lvde alınabilir #C(#4876FF) İskelet #H#n     #C(#EE0000)Şeytan Uçurumunda mücadele edilerek TEC kazanılır#n	0
     #C(#EE0000)14级可接取#C(#4876FF)大战圣辉护卫#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Seviye 14 gereklidir #C(#4876FF) Parlak muhafız ile savaş  #H#n  #C(#EE0000) Tecrübe almak için Mahzende mücadele et #n	0
     #C(#EE0000)14级可接取#C(#4876FF)考验#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Seviye 14 gereklidir #C(#4876FF) Deneme  #H#n  #C(#EE0000) Tecrübe almak için Mahzende mücadele et #n	0
     #C(#EE0000)150级可接取#C(#4876FF)万人抢夺#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)150 lvde alınabilir #C(#4876FF) Yağma #H#n     #C(#EE0000)Şeytan Uçurumunda mücadele edilerek TEC kazanılır#n	0
     #C(#EE0000)150级可接取#C(#4876FF)勇者无敌#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)150 lvde alınabilir #C(#4876FF) Yenilmez Cesurluk #H#n     #C(#EE0000)Şeytan Uçurumunda mücadele edilerek TEC kazanılır#n	0
     #C(#EE0000)150级可接取#C(#4876FF)夺取#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)150 lvde alınabilir #C(#4876FF) Yağma #H#n     #C(#EE0000)Şeytan Uçurumunda mücadele edilerek TEC kazanılır#n	0
     #C(#EE0000)150级可接取#C(#4876FF)星球元气#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)150 lvde alınabilir #C(#4876FF) Gezegen Kuvveti #H#n     #C(#EE0000)Şeytan Uçurumunda mücadele edilerek TEC kazanılır#n	0
     #C(#EE0000)150级可接取#C(#4876FF)精灵水晶#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)150 lvde alınabilir #C(#4876FF) Peri Kristali #H#n     #C(#EE0000)Şeytan Uçurumunda mücadele edilerek TEC kazanılır#n	0
     #C(#EE0000)155级可接取#C(#4876FF)争相出战#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)155 lvde alınabilir #C(#4876FF) Mücadele Etmek #H#n     #C(#EE0000)Şeytan Uçurumunda mücadele edilerek TEC kazanılır#n	0
     #C(#EE0000)155级可接取#C(#4876FF)战争风暴#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)155 lvde alınabilir #C(#4876FF) Savaş Fırtınası #H#n     #C(#EE0000)Şeytan Uçurumunda mücadele edilerek TEC kazanılır#n	0
     #C(#EE0000)155级可接取#C(#4876FF)灭绝#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)155 lvde alınabilir #C(#4876FF) Yok Etme #H#n     #C(#EE0000)Şeytan Uçurumunda mücadele edilerek TEC kazanılır#n	0
     #C(#EE0000)155级可接取#C(#4876FF)真假水晶#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)155 lvde alınabilir #C(#4876FF) Doğru Yanlış Kristali #H#n     #C(#EE0000)Şeytan Uçurumunda mücadele edilerek TEC kazanılır#n	0
     #C(#EE0000)155级可接取#C(#4876FF)绝杀#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)155 lvde alınabilir #C(#4876FF) Son Vuruş #H#n     #C(#EE0000)Şeytan Uçurumunda mücadele edilerek TEC kazanılır#n	0
     #C(#EE0000)155级可接取#C(#4876FF)黯然灭亡#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)155 lvde alınabilir #C(#4876FF) Öldürücü #H#n     #C(#EE0000)Şeytan Uçurumunda mücadele edilerek TEC kazanılır#n	0
     #C(#EE0000)15级可接取#C(#4876FF)上阵#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Seviye 15 gereklidir #C(#4876FF) Dizilim  #H#n  #C(#EE0000) Tecrübe almak için Mahzende mücadele et #n	0
     #C(#EE0000)15级可接取#C(#4876FF)升级英雄#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Seviye 15 gereklidir #C(#4876FF) Kahraman yüseltme  #H#n  #C(#EE0000) Tecrübe almak için Mahzende mücadele et #n	0
     #C(#EE0000)15级可接取#C(#4876FF)招募#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Seviye 15 gereklidir #C(#4876FF) Atama #H#n  #C(#EE0000) Tecrübe almak için Mahzende mücadele et #n	0
     #C(#EE0000)15级可接取#C(#4876FF)机会来了#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Seviye 15 gereklidir #C(#4876FF) İşte size şans #H#n  #C(#EE0000) Tecrübe almak için Mahzende mücadele et #n	0
     #C(#EE0000)15级可接取#C(#4876FF)见女魔法师#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Seviye 15 gereklidir #C(#4876FF) Büyücüyü ziyaret  #H#n  #C(#EE0000) Tecrübe almak için Mahzende mücadele et #n	0
     #C(#EE0000)160级可接取#C(#4876FF)亡灵力量#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Seviye 160 gereklidir #C(#4876FF)Ölüm Gücü#H#n        #C(#EE0000)TEC almak için Mahzende mücadele et#n	0
     #C(#EE0000)160级可接取#C(#4876FF)圣域风眼#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Seviye 160 gereklidir #C(#4876FF)Hortlak Rüzgar Gözü#H#n      #C(#EE0000)TEC almak için Mahzende mücadele et#n	0
     #C(#EE0000)160级可接取#C(#4876FF)无情离去#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)160 lvde alınabilir #C(#4876FF) Acımasız Terketme #H#n     #C(#EE0000)Şeytan Uçurumunda mücadele edilerek TEC kazanılır#n	0
     #C(#EE0000)160级可接取#C(#4876FF)梦在何方#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Seviye 160 gereklidir #C(#4876FF)Rüya Mevkisi#H#n        #C(#EE0000)TEC almak için Mahzende mücadele et#n	0
