source_text	target_text	need_translate
     #C(#EE0000)110级可接取#C(#4876FF)霍乱七心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 110 Required#C(#4876FF) Cholera #H#n #C(#EE0000)Challenge the Crypt to receive EXP #n	0
     #C(#EE0000)115级可接取#C(#4876FF)不再念想#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 115 Required#C(#4876FF) No more yearning #H#n #C(#EE0000)Challenge the Crypt to receive EXP #n	0
     #C(#EE0000)115级可接取#C(#4876FF)为梦想战#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 115 Required#C(#4876FF) Fight for a dream #H#n #C(#EE0000)Challenge the Crypt to receive EXP #n	0
     #C(#EE0000)115级可接取#C(#4876FF)勇往直前#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 115 Required#C(#4876FF) Advance with courage #H#n #C(#EE0000)Challenge the Crypt to receive EXP #n	0
     #C(#EE0000)115级可接取#C(#4876FF)漂泊#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 115 Required#C(#4876FF) Drifting #H#n #C(#EE0000)Challenge the Crypt to receive EXP #n	0
     #C(#EE0000)115级可接取#C(#4876FF)还活着#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 115 Required#C(#4876FF) Still alive #H#n #C(#EE0000)Challenge the Crypt to receive EXP #n	0
     #C(#EE0000)115级可接取#C(#4876FF)飞舞羽翼#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 115 Required#C(#4876FF) Fluttering wings #H#n #C(#EE0000)Challenge the Crypt to receive EXP #n	0
     #C(#EE0000)115级可接取#C(#4876FF)龙骑的未来#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 115 Required#C(#4876FF) The destiny of a Dragon Knight #H#n #C(#EE0000)Challenge the Crypt to receive EXP #n	0
     #C(#EE0000)11级可接取#C(#4876FF)再遇故人#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 11 Required#C(#4876FF) We meet again #H#n #C(#EE0000)Challenge the Crypt to receive EXP #n	0
     #C(#EE0000)11级可接取#C(#4876FF)升级技能#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 11 Required#C(#4876FF) Upgrade Skill #H#n #C(#EE0000)Challenge the Crypt to receive EXP #n	0
     #C(#EE0000)120级可接取#C(#4876FF)不朽战役#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 120 Required#C(#4876FF) War of Eternity #H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)120级可接取#C(#4876FF)我要力量#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 120 Required#C(#4876FF) The quest for power #H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)120级可接取#C(#4876FF)新的挑战#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 120 Required#C(#4876FF) A new challenge #H#n #C(#EE0000 )Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)120级可接取#C(#4876FF)新的篇章#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 120 Required#C(#4876FF) A new chapter #H#n #C(#EE0000)Challenge the Crypt to receive EXP #n	0
     #C(#EE0000)120级可接取#C(#4876FF)渴望阳光#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 120 Required#C(#4876FF) Sunshine #H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)125级可接取#C(#4876FF)休憩#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 125 Required#C(#4876FF) Rest #H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)125级可接取#C(#4876FF)战争噩梦#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 125 Required#C(#4876FF) Warfare nightmare #H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)125级可接取#C(#4876FF)梦幻旅途#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 125 Required#C(#4876FF) Dream journey#H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)125级可接取#C(#4876FF)踏上杀路#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 125 Required#C(#4876FF) Hit the road#H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)125级可接取#C(#4876FF)风雪归人#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 125 Required#C(#4876FF) Snowy returns#H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)12级可接取#C(#4876FF)爱丽丝求救#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 12 Required#C(#4876FF) Alice calls for help #H#n #C(#EE0000)Challenge the Crypt to receive EXP #n	0
     #C(#EE0000)12级可接取#C(#4876FF)遇刺#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 12 Required#C(#4876FF) Ambush #H#n #C(#EE0000)Challenge the Crypt to receive EXP #n	0
     #C(#EE0000)130级可接取#C(#4876FF)不再磨灭#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 130 Required#C(#4876FF) Remembering#H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)130级可接取#C(#4876FF)心魔又现#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 130 Required#C(#4876FF) Darkness inside#H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)130级可接取#C(#4876FF)情关难渡#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 130 Required#C(#4876FF) Hard to love#H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)130级可接取#C(#4876FF)战争机器#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 130 Required#C(#4876FF) War machine #H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)130级可接取#C(#4876FF)灭口#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 130 Required#C(#4876FF) Destruction #H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)135级可接取#C(#4876FF)天赋#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 135 Required#C(#4876FF) Gifted #H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)135级可接取#C(#4876FF)潜力无穷#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 135 Required#C(#4876FF) Great Potential #H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)135级可接取#C(#4876FF)相信自己#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 135 Required#C(#4876FF) Believe in yourself #H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)135级可接取#C(#4876FF)磨刀石#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 135 Required#C(#4876FF) Whetstone #H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)135级可接取#C(#4876FF)魔途#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 135 Required#C(#4876FF) Journey to the Underworld #H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)13级可接取#C(#4876FF)升级技能#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 13 Required#C(#4876FF) Upgrade Skill #H#n #C(#EE0000)Challenge the Crypt to receive EXP #n	0
     #C(#EE0000)13级可接取#C(#4876FF)森林法则#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 13 Required#C(#4876FF) Forest Law #H#n #C(#EE0000)Challenge the Crypt to receive EXP #n	0
     #C(#EE0000)140级可接取#C(#4876FF)传奇#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 140 Required#C(#4876FF) Legend #H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)140级可接取#C(#4876FF)勇敢的心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 140 Required#C(#4876FF) Brave Heart #H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)140级可接取#C(#4876FF)女神来临#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 140 Required#C(#4876FF) The Goddess arrival #H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)140级可接取#C(#4876FF)末日天灾#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 140 Required#C(#4876FF) Doomsday #H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)140级可接取#C(#4876FF)魔物降临#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 140 Required#C(#4876FF) Monster arrival #H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)145级可接取#C(#4876FF)小人行径#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 145 Required#C(#4876FF) Evil schemes #H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)145级可接取#C(#4876FF)无惧之心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 145 Required#C(#4876FF) Fearless Heart #H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)145级可接取#C(#4876FF)疯狂报复#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 145 Required#C(#4876FF) Revenge #H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)145级可接取#C(#4876FF)自我修行#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 145 Required#C(#4876FF) Practice #H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)145级可接取#C(#4876FF)陷害#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 145 Required#C(#4876FF) Framing #H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)14级可接取#C(#4876FF)大战圣辉护卫#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 14 Required#C(#4876FF) Defeat Glory Guard #H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)14级可接取#C(#4876FF)考验#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 14 Required#C(#4876FF) Test #H#n #C(#EE0000) Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)150级可接取#C(#4876FF)万人抢夺#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 150 Required#C(#4876FF) Looting #H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)150级可接取#C(#4876FF)勇者无敌#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 150 Required#C(#4876FF) Invincible warrior#H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)150级可接取#C(#4876FF)夺取#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 150 Required#C(#4876FF) Plunder #H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)150级可接取#C(#4876FF)星球元气#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 150 Required#C(#4876FF) Planet energy#H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)150级可接取#C(#4876FF)精灵水晶#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 150 Required#C(#4876FF) Elven Crystals #H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)155级可接取#C(#4876FF)争相出战#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 155 Required#C(#4876FF) Eager to fight#H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)155级可接取#C(#4876FF)战争风暴#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 155 Required#C(#4876FF) War Storm#H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)155级可接取#C(#4876FF)灭绝#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 155 Required#C(#4876FF) Extinction#H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)155级可接取#C(#4876FF)真假水晶#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 155 Required#C(#4876FF) The crystals of truth#H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)155级可接取#C(#4876FF)绝杀#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 155 Required#C(#4876FF) Final Hit#H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)155级可接取#C(#4876FF)黯然灭亡#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 155 Required#C(#4876FF) Perishing#H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)15级可接取#C(#4876FF)上阵#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 15 Required#C(#4876FF) To battle #H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)15级可接取#C(#4876FF)升级英雄#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 15 Required#C(#4876FF) Level up #H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)15级可接取#C(#4876FF)招募#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 15 Required#C(#4876FF) Recruit #H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)15级可接取#C(#4876FF)机会来了#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 15 Required#C(#4876FF) Here's your chance #H#n #C(#EE0000)Challenge the Crypt to receive EXP #n	0
     #C(#EE0000)15级可接取#C(#4876FF)见女魔法师#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 15 Required#C(#4876FF) Visit the Sorceress #H#n #C(#EE0000)Challenge the Crypt to receive EXP #n	0
     #C(#EE0000)160级可接取#C(#4876FF)亡灵力量#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 160 Required#C(#4876FF) Undead army#H#n #C(#EE0000)Challenge the Crypt to receive EXP#	0
     #C(#EE0000)160级可接取#C(#4876FF)圣域风眼#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 160 Required#C(#4876FF) Sanctuary Eye#H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)160级可接取#C(#4876FF)无情离去#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 160 Required#C(#4876FF) Cruel departure#H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)160级可接取#C(#4876FF)梦在何方#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 160 Required#C(#4876FF) Follow your dreams#H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)160级可接取#C(#4876FF)魔物作怪#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 160 Required#C(#4876FF) Monster hunting#H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)165级可接取#C(#4876FF)争夺力量#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 165 Required#C(#4876FF) Fight for the Power#H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)165级可接取#C(#4876FF)圣域震动#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 165 Required#C(#4876FF) Earthquake in the Sanctuary#H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)165级可接取#C(#4876FF)大战之后#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 165 Required#C(#4876FF) After the War#H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)165级可接取#C(#4876FF)夺取#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 165 Required#C(#4876FF) Plunder #H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)165级可接取#C(#4876FF)风的力量#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 165 Required#C(#4876FF) Wind power#H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
     #C(#EE0000)16级可接取#C(#4876FF)不是一个人#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 16 Required#C(#4876FF) Not alone #H#n #C(#EE0000)Challenge the Crypt to receive EXP #n	0
     #C(#EE0000)16级可接取#C(#4876FF)掠夺者#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 16 Required #C(#4876FF) Marauders #H#n #C(#EE0000)Challenge the Crypt to receive EXP #n	0
     #C(#EE0000)170级可接取#C(#4876FF)临时起意#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Lvl 170 Required#C(#4876FF) Improvising #H#n #C(#EE0000)Challenge the Crypt to receive EXP#n	0
