module_variable_name	source_text	target_text	need_translate
Common.Other.GlobalPrompt.CD_WorldCall_Tips_3	#C(#E87D22)【混沌神域-第三章·混沌之地】#C(#FFFF00)%s#n队伍向全世界发出召唤，他们尚缺#C(#FFFF00)%s#n人，等待您的加入！#C(#00ff00)#U#T(#K(YQZD,%s,立即加入,))	#C(#E87D22)【Область Хаоса - 3 глава - Земля хаоса】Отряд #C(#FFFF00)%s#n обращается с призывом ко всему миру, у них все еще не хватает #C(#FFFF00)%s#n игрока (-ов) и ждут вашего вступления! #C(#00ff00)#U#T(#K(YQZD,%s,Вступить,))	0
Common.Other.GlobalPrompt.CD_WorldCall_Tips_4	#C(#E87D22)【混沌神域-第四章·诸神黄昏】#C(#FFFF00)%s#n队伍向全世界发出召唤，他们尚缺#C(#FFFF00)%s#n人，等待您的加入！#C(#00ff00)#U#T(#K(YQZD,%s,立即加入,))	#C(#E87D22)【Область Хаоса - 4 глава - Судьба богов】Отряд #C(#FFFF00)%s#n обращается с призывом ко всему миру, у них все еще не хватает #C(#FFFF00)%s#n игрока (-ов) и ждут вашего вступления! #C(#00ff00)#U#T(#K(YQZD,%s,Вступить,))	0
Common.Other.GlobalPrompt.CD_WorldCall_Tips_5	#C(#E87D22)【混沌神域-第五章·审判神域】#C(#FFFF00)%s#n队伍向全世界发出召唤，他们尚缺#C(#FFFF00)%s#n人，等待您的加入！#C(#00ff00)#U#T(#K(YQZD,%s,立即加入,))	#C(#E87D22)【Область Хаоса - 5 глава - Великий суд】Отряд #C(#FFFF00)%s#n обращается с призывом ко всему миру, у них все еще не хватает #C(#FFFF00)%s#n игрока (-ов) и ждут вашего вступления! #C(#00ff00)#U#T(#K(YQZD,%s,Вступить,))	0
Common.Other.GlobalPrompt.CHANGE_MOUNT_TIME_FAILT	须事先激活过该坐骑外形	Необходимо предварительно активировать моду этого маунта	0
Common.Other.GlobalPrompt.CHANGE_MOUNT_TIME_FAILT_2	该坐骑已经是永久坐骑！	Этот маунт уже стал постоянным!	0
Common.Other.GlobalPrompt.CHANGE_MOUNT_TIME_SUC	使用成功，您的坐骑#C(#ffff37)%s#n变为永久性坐骑	Удача, ваш маунт#C(#ffff37)%s#n стал постоянным	0
Common.Other.GlobalPrompt.CHANGE_NAME_SUC_MSG	龙骑士#C(#E87D22)%s#n使用角色改名卡将名字改为#C(#E87D22)%s#n,闻名天下。	#C(#E87D22)%s#nИспользована карта переименования, имя персонажа - #C(#E87D22)%s#n.	0
Common.Other.GlobalPrompt.CHANGE_NAME_SUC_MSG2	龙骑士#C(#E87D22)%s#n合服后将名字改为#C(#E87D22)%s#n。	Легендарный рыцарь #C(#E87D22)%s#n будет изменен на #C(#E87D22)%s#n после слияния серверов.	0
Common.Other.GlobalPrompt.COUPLES_ADDCD_MSG	立即增加%s秒行动CD	Добавить сразу %s сек. Кд	0
Common.Other.GlobalPrompt.COUPLES_ADDPASS_MSG	立即增加%s秒总通关时间	Сразу добавить %s сек. на зачистку подземелья.	0
Common.Other.GlobalPrompt.COUPLES_ADD_BUFF	成功获得Buff	Бафф успешно получен.	0
Common.Other.GlobalPrompt.COUPLES_DELCD_MSG	立即减少%s秒行动CD	Сбросить сразу %s сек. Кд	0
Common.Other.GlobalPrompt.COUPLES_DELPASS_MSG	立即减少%s秒总通关时间	Сразу сбросить %s сек. на зачистку подземелья.	0
Common.Other.GlobalPrompt.COUPLES_FB_FAILED	本次通关已结束，您的挑战失败！	Подземелье закрылось. Задание провалено!	0
Common.Other.GlobalPrompt.COUPLES_INVETE_MSG2	您的爱人奖励还未领取，快提醒他领取通关奖励吧	Ваш партнер не подтвердил награды. Поспешите сообщить ему об этом!	0
Common.Other.GlobalPrompt.COUPLES_INVITE_MSG	您的爱人不在，一个人也可以去闯关哟	Вашего партнера сейчас нет в сети. Вы можете бросить вызов самостоятельно.	0
Common.Other.GlobalPrompt.COUPLES_INVITE_SUC	邀请成功，恋人正在换衣服，稍等下哟	Успешно. Ваш партнер переодевается. Пожалуйста, подождите!	0
Common.Other.GlobalPrompt.COUPLES_LEVEL_MSG	您或您的恋人等级达不到该副本的等级，你可以挑选等级低点的哟	Вы или ваш партнер не прошли отбор в подземелье. Пожалуйста, выберите подземелье согласно своему уровню.	0
Common.Other.GlobalPrompt.COUPLES_NO_BUY_TIMES	今日已没有剩余的购买次数了	У вас не осталось покупок на сегодня.	0
Common.Other.GlobalPrompt.COUPLES_NO_TIMES	您或您的爱人已经没有闯关次数了！	Вы или ваш партнер ни разу не заглядывали в подземелье.	0
Common.Other.GlobalPrompt.CTT_APPLY_PLAYER	该玩家已经加入其他队伍或不在神界	Этот игрок уже вступил в другой отряд или находится вне царства духов	0
Common.Other.GlobalPrompt.CTT_APPLY_SUC	请求成功，请耐心等待！	Заявка выслана, ждите!	0
Common.Other.GlobalPrompt.CTT_CROSS_END_MSG	#C(#E87D22)【神界】神界入口已关闭，请尽快离开神界，神界将会在#C(#FFFF00)23:59#n分将全部玩家驱逐出神界地图.	#C(#E87D22)【Царство духов】Вход в «Царство духов» уже закрыт, быстрее покиньте это событие, в противном случае в #C(#FFFF00)23:59#n все игроки будут изгнаны.	0
Common.Other.GlobalPrompt.CTT_CROSS_END_MSG2	#C(#E87D22)【神界】神界入口已关闭，请尽快离开神界，神界将会在#C(#FFFF00)30#n分后将全部玩家驱逐出神界地图。	#C(#E87D22)【Царство духов】Вход в «Царство духов» уже закрыт, быстрее покиньте это событие, в противном случае через #C(#FFFF00)30#n минут все игроки будут изгнаны.	0
Common.Other.GlobalPrompt.CTT_CROSS_END_MSG3	#C(#E87D22)【神界】神界入口已关闭，请尽快离开神界，神界将会在#C(#FFFF00)10#n分后将全部玩家驱逐出神界地图。	#C(#E87D22)【Царство духов】Вход в «Царство духов» уже закрыт, быстрее покиньте это событие, в противном случае через #C(#FFFF00)10#n минут все игроки будут изгнаны.	0
Common.Other.GlobalPrompt.CTT_CROSS_END_MSG4	#C(#E87D22)【神界】神界入口已关闭，请尽快离开神界，神界将会在#C(#FFFF00)1#n分后将全部玩家驱逐出神界地图。	#C(#E87D22)【Царство духов】Вход в «Царство духов» уже закрыт, быстрее покиньте это событие, в противном случае через #C(#FFFF00)1#n минут все игроки будут изгнаны.	0
Common.Other.GlobalPrompt.CTT_END_MSG	#C(#E87D22)【神界】神界入口已关闭，请诸位勇士明日再战！#n	#C(#E87D22)【Царство духов】Вход в «Царство духов» уже закрыт, господа воины, приходите завтра! #n	0
Common.Other.GlobalPrompt.CTT_LIMIT_LEVEL	160级才可参与该玩法！	Игроки 160 уровня могут участвовать в событии! 	0
Common.Other.GlobalPrompt.CTT_MAIL_CONTENT	亲爱的玩家：#H您在【虚空幻境】玩法中排名第#C(#00EE00)%s#n，达到了排名奖励标准，获得了丰厚奖励！前十名的玩家将会额外获得对应的炫酷称号奖励哟！	Уважаемый игрок! #H В ходе события "Сказочные пустоты" вы заняли #C(#00EE00)%s#n место в рейтинге и получаете щедрые награды! Первые 10 игроков дополнительно получают звание в награду!	0
Common.Other.GlobalPrompt.CTT_MAIL_SENDER	系统	Функция	0
Common.Other.GlobalPrompt.CTT_MAIL_TITLE	【虚空幻境】排行榜周结算奖励	【Сказочные пустоты】Еженедельная награда за рейтинг	0
Common.Other.GlobalPrompt.CTT_MIRROR_CLOSED	虚空幻境已关闭，请明日再来！	Сказочные пустоты закрыты, приходите завтра!	0
Common.Other.GlobalPrompt.CTT_POINT_Tips	幻境点+%s#H	Фантазии +%s#H	0
Common.Other.GlobalPrompt.CTT_SCENE_IS_FULL	当前神界人数已满，您可以排队等候！	В данный момент в "Царстве духов" максимальное количество участников, дождитесь своей очереди!	0
Common.Other.GlobalPrompt.CTT_START_MSG	#C(#E87D22)【神界】神界入口已开启，诸位勇士战个痛快！#n	#C(#E87D22) 【Царство духов】Вход в «Царство духов» открыт, господа воины, вперед!	0
Common.Other.GlobalPrompt.CTT_STATUE_DATA	虚空幻境第%s名-%s	%s место -%s в "Сказочных пустотах"	0
Common.Other.GlobalPrompt.CTT_STATUE_NO_DATA	虚空幻境第%s名	%s место в "Сказочных пустотах"	0
Common.Other.GlobalPrompt.CTT_WorldCall_Tips	#C(#E87D22)【虚空幻境】#C(#FFFF00)%s#n队伍向全世界发出召唤，他们尚缺#C(#FFFF00)%s#n人，等待您的加入！#C(#00ff00)#U#T(#K(YQZD,%s,立即加入,))	#C(#E87D22)【Сказочные пустоты】Отряд #C(#FFFF00)%s#n обратился ко всему миру с призывом, им не хватает #C(#FFFF00)%s#n, ждут вашего вступления! 队#C(#00ff00)#U#T(#K(YQZD,%s,Вступить,))	0
Common.Other.GlobalPrompt.CanFinalsContent	恭喜您在问答比赛的初赛中表现优异，获得参加决赛的资格，请于本周日14:00-16:00期间准时参加并完成决赛答题。	Поздравляем, в начальном этапе викторины вы показали отличные результаты и получили право участвовать в финальном этапе, которое состоится в воскресение с 14:00 до 16:00 часов. 	0
Common.Other.GlobalPrompt.CanFinalsTitle	问答比赛决赛参加资格	Право на участие в финальном этапе викторины	0
Common.Other.GlobalPrompt.Can_not_resolve	该宝石等级不足，不能分解	Нельзя расколоть, так как недостаточный уровень гема	0
Common.Other.GlobalPrompt.CannotSendHongBao	现在发红包的人太多了，请稍后再试。	Сейчас много игроков, которым выдали красные конверты, попробуйте позже.	0
Common.Other.GlobalPrompt.CardAtlasAct	恭喜获得新图鉴	Поздравляем, вы получили новый сборник	0
Common.Other.GlobalPrompt.CardAtlasChip	分解获得：#H卡牌碎片+%s	После раскола получено: #Hосколки карт+%s	0
Common.Other.GlobalPrompt.CardAtlasChip_Tips	卡牌碎片+%s#H	осколки карт +%s#H	0
Common.Other.GlobalPrompt.CardAtlasFull_Tips	卡牌图鉴卡牌背包空间不足	Недостаточно места в инвентаре карт	0
Common.Other.GlobalPrompt.CardAtlasGradeUp	图鉴进阶成功	Улучшение завершено	0
Common.Other.GlobalPrompt.CardAtlasLevelUp	图鉴强化成功	Усиление завершено	0
Common.Other.GlobalPrompt.CardHalfYear	半年卡	VIP-карта на полгода	0
Common.Other.GlobalPrompt.CardHalfYearBuy	#C(#E87D22)【月卡】#n #C(#00FF00)%s#n购买了半年卡，魔晶天天领，金币滚滚来，会当凌绝顶，一览众山小！	#C(#E87D22)【Духовный договор】#n #C(#00FF00)%s#n купил Духовный договор на пол года и будет получать сапфиры и золото каждый день!	0
Common.Other.GlobalPrompt.CardMonth	月卡	Духовный договор	0
Common.Other.GlobalPrompt.CardMonthBuy	#C(#E87D22)【月卡】#n #C(#00FF00)%s#n购买了月卡，魔晶不用愁，CD不用等，瞬间高富帅！	#C(#E87D22)【Духовный договор】#n #C(#00FF00)%s#n купил Духовный договор на месяц и будет получать сапфиры и золото каждый день!	0
Common.Other.GlobalPrompt.CardReviveMail_Sender	系统	Система	0
Common.Other.GlobalPrompt.CardReviveMail_Title	您收到赠送卡片	Вы получили подарочные карты.	0
Common.Other.GlobalPrompt.CardWeek	周卡	Духовный договор на одну неделю	0
Common.Other.GlobalPrompt.CardWeekBuy	#C(#E87D22)【月卡】#n #C(#00FF00)%s#n购买了周卡，魔晶每日领，轻松遨龙骑！	#C(#E87D22)【Духовный договор】#n #C(#00FF00)%s#n купил Духовный договор на неделю и будет получать сапфиры каждый день! 	0
Common.Other.GlobalPrompt.Card_Award	魔晶 + %s	Сапфиры +%s	0
Common.Other.GlobalPrompt.Card_Give	赠送成功	Выслано	0
Common.Other.GlobalPrompt.Card_GoldBuff_Tips	您是半年卡玩家, 您获得了额外10%的金币加成#H	У вас есть Духовный договор на полгода, поэтому вам полагается +10% к золоту #H	0
Common.Other.GlobalPrompt.Card_Revive	你收到来自#C(#00EE00)%s#n赠送的尊贵#C(#00EE00)%s	Вы получили дорогой #C(#00EE00)%s из #C(#00EE00)%s#n	0
Common.Other.GlobalPrompt.CarnivalOfTopup_Award_GlobalMsg_1	#C(#00FF00)%s#n幸运之极，在#C(#00FF00)狂欢充值#n礼盒中开出了	#C(#00FF00)%s#n Вам повезло! Разблокировав #C(#00FF00) Дико Наполненный #n Сундук, вы получаете	0
Common.Other.GlobalPrompt.CarnivalOfTopup_Award_GlobalMsg_2	，真是让人羡慕嫉妒啊！	. Отлично!	0
Common.Other.GlobalPrompt.CarnivalOfTopup_Awrad_Msg	您的人品太好了，获得：#H	Вам везет, вы получаете: #H	0
Common.Other.GlobalPrompt.CatchingFishAwardContent	您在捕鱼达人积分排行榜排名中位于第%s名，请领取奖励。	В событии "Рыбалка" в рейтинге очков вы заняли %s место, получите награду. 	0
Common.Other.GlobalPrompt.CatchingFishAwardTitle	捕鱼达人积分排行榜奖励	Награда в рейтинге по очкам	0
Common.Other.GlobalPrompt.CatchingFishItem	%s的%s在神石大转盘中获得了%s+%s。我要领奖	%s %s в рулетке баленов получил %s+%s. Я хочу получить награду	0
Common.Other.GlobalPrompt.CatchingFishOverTime	每天23:55-24:00为排行榜发奖时间，暂时不能捕鱼	Ежедневно с 23:55 до 24:00 происходит распределение мест, в это время нельзя рыбачить.	0
Common.Other.GlobalPrompt.CatchingFishRmb	%s的%s在神石大转盘中获得了%s神石。我要领奖	%s %s в рулетке баленов получил %s баленов. Я хочу получить награду	0
Common.Other.GlobalPrompt.ChangeCardUseLimit	最多同时使用5张变身卡	Одновременно можно использовать максимум 5 карт трансформации	0
Common.Other.GlobalPrompt.ChangeRoleGender_Tips1	有家室的人无法进行变性操作	Вы в браке, вы не можете сменить пол.	0
Common.Other.GlobalPrompt.ChristmasFashionShowMail_Content	你收到来自#C(#00EE00)%s#n赠送的#Z(%s,%s)	#C(#00EE00)%s#n дарит вам подарок: #Z(%s,%s)	0
Common.Other.GlobalPrompt.ChristmasFashionShowMail_Sender	系统	Система	0
Common.Other.GlobalPrompt.ChristmasFashionShowMail_Title	您收到赠送	Вы получили подарочные карты.	0
Common.Other.GlobalPrompt.ChristmasFashionShow_DonateTips_Head	赠送成功，获得返利：#H	- отправлен, вы получаете скидку: #H	0
Common.Other.GlobalPrompt.ChristmasFashionShow_Tips_Head	购买成功，获得：#H	- приобретен, вы получаете: #H	0
Common.Other.GlobalPrompt.ChristmasFashionShow_Tips_NotLocalServer	非本服好友，不能赠送	Друзья с другого сервера не могут преподнести подарок	0
Common.Other.GlobalPrompt.ChristmasHaoReward_Content	由于您的背包已满, 系统已将【圣诞嘉年华-有钱就是任性】充值奖励暂时保存于邮件附件中。请尽快整理您的背包，预留足够的背包格子，并且在7天内提取附件中的物品。	Ваш инвентарь переполнен, награды за перезарядку 【Рождественский карнавал】 отосланы по почте. Пожалуйста, освободите ваш инвентарь и в течение 7 дней заберите награду из почты.	0
Common.Other.GlobalPrompt.ChristmasHaoReward_Sender	系统	Система	0
Common.Other.GlobalPrompt.ChristmasHaoReward_Title	【圣诞嘉年华】跨服积分排名奖励	【Рождественский карнавал】 Награды межсерверного рейтинга	0
Common.Other.GlobalPrompt.ChristmasHao_Content	恭喜！您在#C(#E87D22)【圣诞嘉年华-有钱就是任性】#n活动中跨服排名第%s，达到了排名奖励标准，获得了丰厚奖励！	Поздравляем! В ходе события #C(#E87D22)【Рождественский карнавал - есть деньги, значит, можно себе позволить】#n занявшие определенные места в межсерверном рейтинге %s получают богатые награды!	0
Common.Other.GlobalPrompt.ChristmasHao_Sender	系统	Система	0
Common.Other.GlobalPrompt.ChristmasHao_Title	【圣诞嘉年华】跨服积分排名奖励	【Рождественский карнавал】 Награды межсерверного рейтинга	0
Common.Other.GlobalPrompt.ChristmasMountLottery_Precious_Msg	#C(#00FF00)%s#n在圣诞坐骑转转乐活动中抽奖获得：#Z(%s,%s)的奖励,真是羡慕妒忌恨啊!	#C(#00FF00)%s#n В ходе рождественского события Веселое колесо маунта можно получить: #Z(%s,%s) награды, всем на зависть!	0
Common.Other.GlobalPrompt.ChristmasMountLottery_Tips_Head	抽奖成功，获得：#H	В случае удачи вы получите: #H	0
Common.Other.GlobalPrompt.ChristmasWingLottery_Precious_Msg	#C(#00FF00)%s#n在圣诞羽翼转转乐活动中抽奖获得：#Z(%s,%s)的奖励,真是羡慕妒忌恨啊!	#C(#00FF00)%s#n В ходе рождественского мероприятия Веселое колесо маунта можно получить: #Z(%s,%s) награды, на зависть всем!	0
Common.Other.GlobalPrompt.ChristmasWingLottery_Tips_Head	抽奖成功，获得：#H	В случае удачи вы получите: #H	0
Common.Other.GlobalPrompt.ChristmasWishTree_Tips_Head	购买成功，获得：#H	В случае удачи вы получите: #H	0
Common.Other.GlobalPrompt.Christmas_Tips_ConsumeEXp	恭喜获得%s圣诞活动积分	Поздравляем вы получаете %s очков за рождественское событие	0
Common.Other.GlobalPrompt.ClashOfTitansBeKilledTips	#C(#EE7600)【诸神之战】#n#C(#FFFF00)%s#n成功终结了#C(#FFFF00)%s#n的%s连杀！地图坐标#C(#00ff00)#U#A(#K(MoveXY,%s,%s))(%s,%s)#n#n#n处出现了“#C(#0066CC)%s的英魂#n”，拾取后可获得%s的属性。	#C(#EE7600)【Битва бессмертных】#n#C(#FFFF00)%s#n Успешно завершена #C(#FFFF00)%s#n %s серия убийств! Координаты #C(#00ff00)#U#A(#K(MoveXY,%s,%s))(%s,%s)#n#n#n появилось #C(#0066CC)%s душ героев#n, после сбора можно получить характеристики %s.	0
Common.Other.GlobalPrompt.ClashOfTitansCanNotReborn	你的复活次数已经用完，请等待下次活动开启	Вы использовали все попытки воскрешения, пожалуйста, дождитесь начала следующего события	0
Common.Other.GlobalPrompt.ClashOfTitansDeadoutTips	本次诸神之战您的个人积分为#C(#ffff37)%s#n，奖励将在活动结束后发放 	В этой Битве бессмертных ваши персональные очки - #C(#ffff37)%s#n, выдача наград проводится после окончания события.	0
Common.Other.GlobalPrompt.ClashOfTitansEnd	本次活动已结束 	Это событие уже завершено	0
Common.Other.GlobalPrompt.ClashOfTitansEndWithOutTitan	#C(#EE7600)【诸神之战】#n活动已结束，仍有#C(#ffff37)%s#n位战神存活，下一次他们能分出胜负吗？	#C(#EE7600) 【Битва бессмертных】#nСобытие уже завершено, боги войны #C(#ffff37)%s#n выжили, в следующий раз они могут определить исход сражения?	0
Common.Other.GlobalPrompt.ClashOfTitansEntryClose	活动入口已关闭，下次活动请及时参与以免错过	Вход в событие уже закрыт, просим вас в следующий раз приходить вовремя	0
Common.Other.GlobalPrompt.ClashOfTitansFiveMiniutesReady	#C(#EE7600)【诸神之战】#n活动已开启，#C(#ffff37)5#n分钟后活动入口将关闭，请各位骑士及时进入	#C(#EE7600) 【Битва бессмертных】#nСобытие уже началось, через #C(#ffff37)5#n минут вход будет закрыт, уважаемые рыцари, просим вас поторопиться.	0
Common.Other.GlobalPrompt.ClashOfTitansKillTips1	#C(#EE7600)【诸神之战】#n#C(#FFFF00)%s#n气势如虹，完成%s连杀。	#C(#EE7600)【Битва бессмертных】#n#C(#FFFF00)%s#n повергает своих противников и совершает %s непрерывных убийств.	0
Common.Other.GlobalPrompt.ClashOfTitansKillTips2	#C(#EE7600)【诸神之战】#n#C(#FFFF00)%s#n完成了%s连杀，已经势不可挡了。	#C(#EE7600)【Битва бессмертных】#n#C(#FFFF00)%s#n совершает %s непрерывных убийств, его уже не сдержать.	0
Common.Other.GlobalPrompt.ClashOfTitansKillTips3	#C(#EE7600)【诸神之战】#n#C(#FFFF00)%s#n正在大杀特杀，达成%s连杀。	#C(#EE7600)【Битва бессмертных】#n#C(#FFFF00)%s#n в ходе боя выполняет %s непрерывных убийств.	0
Common.Other.GlobalPrompt.ClashOfTitansKillTips4	#C(#E87D22)【诸神之战】#n#C(#00FF00)%s#n连杀！#C(#FFFF00)%s：“还有谁？还有谁！ ”#n	#C(#E87D22)【Битва бессмертных】#n#C(#00FF00)%s#n убивает всех подряд! #C(#FFFF00)%s непобедим!#n	0
Common.Other.GlobalPrompt.ClashOfTitansNotInScene	该角色目前不在场景中 	Этот персонажа в данный момент нет в локации	0
Common.Other.GlobalPrompt.ClashOfTitansOneMiniutesReady	#C(#EE7600)【诸神之战】#n活动已开启，#C(#ffff37)1#n分钟后活动入口将关闭，请各位骑士及时进入。	#C(#EE7600) 【Битва бессмертных】#nСобытие уже началось, через #C(#ffff37)1#n минуту вход будет закрыт, уважаемые рыцари, просим вас поторопиться	0
Common.Other.GlobalPrompt.ClashOfTitansPerMinuteScore	您获得了系统发放的积分#C(#00FF00)+%s#n	Вы получили #C(#00FF00)+%s#n очков	0
Common.Other.GlobalPrompt.ClashOfTitansPickUpSoulGlobal	#C(#EE7600)【诸神之战】#n#C(#FFFF00)%s#n拾取了”#C(#0066CC)%s的英魂#n”，战斗力发生了翻天覆地的变化！	#C(#EE7600)【Битва бессмертных】#n#C(#FFFF00)%s#n собирает #C(#0066CC)%s душ героев #n и повышает боевой рейтинг!	0
Common.Other.GlobalPrompt.ClashOfTitansPickUpSoulSelf	你拾取了%s的英魂，获得附体效果，下一场战斗属性将临时变为%s的属性。	Вы собираете %s душ героев и получаете эффект одержимости, в следующем сражении ваши характеристики временно будут замещены характеристиками %s	0
Common.Other.GlobalPrompt.ClashOfTitansRoleDieWithoutFighting	由于你在60秒内没有进行战斗，复活次数-1	Вы не сразились в течение 60 секунд, кол-во попыток воскрешения - 1	0
Common.Other.GlobalPrompt.ClashOfTitansRoleInProtected	该角色正处于保护时间内！	Этот персонаж в данный момент в защитном периоде	0
Common.Other.GlobalPrompt.ClashOfTitansSoulNpcName	%s的英魂	%s душ героев	0
Common.Other.GlobalPrompt.ClashOfTitansStart	#C(#EE7600)【诸神之战】#n活动正式开启，这次谁又能战到最后成为新的王者？让我们拭目以待！	#C(#EE7600) 【Битва бессмертных】#nИтак, событие началось! Кто же на этот раз выстоит в схватке и станет новым правителем? Скоро увидим!	0
