module_variable_name	source_text	target_text	need_translate
Common.Other.GlobalPrompt.COUPLES_DELPASS_MSG	立即减少%s秒总通关时间	立即減少%s秒總通關時間	0
Common.Other.GlobalPrompt.COUPLES_FB_FAILED	本次通关已结束，您的挑战失败！	本次通關已結束，您的挑戰失敗！	0
Common.Other.GlobalPrompt.COUPLES_INVETE_MSG2	您的爱人奖励还未领取，快提醒他领取通关奖励吧	您的愛人獎勵還未領取，快提醒他領取通關獎勵吧	0
Common.Other.GlobalPrompt.COUPLES_INVITE_MSG	您的爱人不在，一个人也可以去闯关哟	您的愛人不在，一個人也可以去闖關喲	0
Common.Other.GlobalPrompt.COUPLES_INVITE_SUC	邀请成功，恋人正在换衣服，稍等下哟	邀請成功，戀人正在換衣服，稍等下喲	0
Common.Other.GlobalPrompt.COUPLES_LEVEL_MSG	您或您的恋人等级达不到该副本的等级，你可以挑选等级低点的哟	您或您的戀人等級達不到該副本的等級，你可以挑選等級低點的喲	0
Common.Other.GlobalPrompt.COUPLES_NO_BUY_TIMES	今日已没有剩余的购买次数了	今日已沒有剩餘的購買次數了	0
Common.Other.GlobalPrompt.COUPLES_NO_TIMES	您或您的爱人已经没有闯关次数了！	您或您的愛人已經沒有闖關次數了！	0
Common.Other.GlobalPrompt.CardHalfYear	半年卡	半年卡	0
Common.Other.GlobalPrompt.CardMonth	月卡	月卡	0
Common.Other.GlobalPrompt.CardReviveMail_Sender	系统	系統	0
Common.Other.GlobalPrompt.CardReviveMail_Title	您收到赠送卡片	您收到贈送卡片	0
Common.Other.GlobalPrompt.CardWeek	周卡	周卡	0
Common.Other.GlobalPrompt.Card_Award	魔晶 + %s	魔晶 + %s	0
Common.Other.GlobalPrompt.Card_Give	赠送成功	贈送成功	0
Common.Other.GlobalPrompt.Card_GoldBuff_Tips	您是半年卡玩家, 您获得了额外10%的金币加成#H	您是半年卡玩家, 您獲得了額外10%的金幣加成#H	0
Common.Other.GlobalPrompt.Card_Revive	你收到来自#C(#00EE00)%s#n赠送的尊贵#C(#00EE00)%s	你收到來自#C(#00EE00)%s#n贈送的尊貴#C(#00EE00)%s	0
Common.Other.GlobalPrompt.CarnivalOfTopup_Award_GlobalMsg_1	#C(#00FF00)%s#n幸运之极，在#C(#00FF00)狂欢充值#n礼盒中开出了	#C(#00FF00)%s#n幸運之極，在#C(#00FF00)狂歡儲值#n禮盒中開出了	0
Common.Other.GlobalPrompt.CarnivalOfTopup_Award_GlobalMsg_2	，真是让人羡慕嫉妒啊！	，真是讓人羡慕嫉妒啊！	0
Common.Other.GlobalPrompt.CarnivalOfTopup_Awrad_Msg	您的人品太好了，获得：#H	您的人品太好了，獲得：#H	0
Common.Other.GlobalPrompt.ChangeCardUseLimit	最多同时使用5张变身卡	最多同時使用5張變身卡	0
Common.Other.GlobalPrompt.ChangeRoleGender_Tips1	有家室的人无法进行变性操作	有家室的人無法進行變性操作	0
Common.Other.GlobalPrompt.ChristmasFashionShowMail_Content	你收到来自#C(#00EE00)%s#n赠送的#Z(%s,%s)	你收到来自#C(#00EE00)%s#n赠送的#Z(%s,%s)	0
Common.Other.GlobalPrompt.ChristmasFashionShowMail_Sender	系统	系统	0
Common.Other.GlobalPrompt.ChristmasFashionShowMail_Title	您收到赠送	您收到赠送	0
Common.Other.GlobalPrompt.ChristmasFashionShow_DonateTips_Head	赠送成功，获得返利：#H	赠送成功，获得返利：#H	0
Common.Other.GlobalPrompt.ChristmasFashionShow_Tips_Head	购买成功，获得：#H	购买成功，获得：#H	0
Common.Other.GlobalPrompt.ChristmasFashionShow_Tips_NotLocalServer	非本服好友，不能赠送	非本服好友，不能赠送	0
Common.Other.GlobalPrompt.ChristmasHaoReward_Content	由于您的背包已满, 系统已将【圣诞嘉年华-有钱就是任性】充值奖励暂时保存于邮件附件中。请尽快整理您的背包，预留足够的背包格子，并且在7天内提取附件中的物品。	由于您的背包已满, 系统已将【圣诞嘉年华-有钱就是任性】儲值奖励暂时保存于邮件附件中。请尽快整理您的背包，预留足够的背包格子，并且在7天内提取附件中的物品。	0
Common.Other.GlobalPrompt.ChristmasHaoReward_Sender	系统	系统	0
Common.Other.GlobalPrompt.ChristmasHaoReward_Title	【圣诞嘉年华】跨服积分排名奖励	【圣诞嘉年华】跨服积分排名奖励	0
Common.Other.GlobalPrompt.ChristmasHao_Content	恭喜！您在#C(#E87D22)【圣诞嘉年华-有钱就是任性】#n活动中跨服排名第%s，达到了排名奖励标准，获得了丰厚奖励！	恭喜！您在#C(#E87D22)【圣诞嘉年华-有钱就是任性】#n活动中跨服排名第%s，达到了排名奖励标准，获得了丰厚奖励！	0
Common.Other.GlobalPrompt.ChristmasHao_Sender	系统	系统	0
Common.Other.GlobalPrompt.ChristmasHao_Title	【圣诞嘉年华】跨服积分排名奖励	【圣诞嘉年华】跨服积分排名奖励	0
Common.Other.GlobalPrompt.ChristmasMountLottery_Precious_Msg	#C(#00FF00)%s#n在圣诞坐骑转转乐活动中抽奖获得：#Z(%s,%s)的奖励,真是羡慕妒忌恨啊!	#C(#00FF00)%s#n在圣诞坐骑转转乐活动中抽奖获得：#Z(%s,%s)的奖励,真是羡慕妒忌恨啊!	0
Common.Other.GlobalPrompt.ChristmasMountLottery_Tips_Head	抽奖成功，获得：#H	抽奖成功，获得：#H	0
Common.Other.GlobalPrompt.ChristmasWingLottery_Precious_Msg	#C(#00FF00)%s#n在圣诞羽翼转转乐活动中抽奖获得：#Z(%s,%s)的奖励,真是羡慕妒忌恨啊!	#C(#00FF00)%s#n在圣诞羽翼转转乐活动中抽奖获得：#Z(%s,%s)的奖励,真是羡慕妒忌恨啊!	0
Common.Other.GlobalPrompt.ChristmasWingLottery_Tips_Head	抽奖成功，获得：#H	抽奖成功，获得：#H	0
Common.Other.GlobalPrompt.ChristmasWishTree_Tips_Head	购买成功，获得：#H	购买成功，获得：#H	0
Common.Other.GlobalPrompt.Christmas_Tips_ConsumeEXp	恭喜获得%s圣诞活动积分	恭喜获得%s圣诞活动积分	0
Common.Other.GlobalPrompt.ClashOfTitansBeKilledTips	#C(#EE7600)【诸神之战】#n#C(#FFFF00)%s#n成功终结了#C(#FFFF00)%s#n的%s连杀！地图坐标#C(#00ff00)#U#A(#K(MoveXY,%s,%s))(%s,%s)#n#n#n处出现了“#C(#0066CC)%s的英魂#n”，拾取后可获得%s的属性。	#C(#EE7600)【諸神之戰】#n#C(#FFFF00)%s#n成功終結了#C(#FFFF00)%s#n的%s連殺！地圖座標#C(#00ff00)#U#A(#K(MoveXY,%s,%s))(%s,%s)#n#n#n處出現了“#C(#0066CC)%s的英魂#n”，拾取後可獲得%s的屬性。	0
Common.Other.GlobalPrompt.ClashOfTitansCanNotReborn	你的复活次数已经用完，请等待下次活动开启	你的復活次數已經用完，請等待下次活動開啟	0
Common.Other.GlobalPrompt.ClashOfTitansDeadoutTips	本次诸神之战您的个人积分为#C(#ffff37)%s#n，奖励将在活动结束后发放 	本次諸神之戰您的個人積分為#C(#ffff37)%s#n，獎勵將在活動結束後發放	0
Common.Other.GlobalPrompt.ClashOfTitansEnd	本次活动已结束 	本次活動已結束	0
Common.Other.GlobalPrompt.ClashOfTitansEndWithOutTitan	#C(#EE7600)【诸神之战】#n活动已结束，仍有#C(#ffff37)%s#n位战神存活，下一次他们能分出胜负吗？	#C(#EE7600)【諸神之戰】#n活動已結束，仍有#C(#ffff37)%s#n位戰神存活，下一次他們能分出勝負嗎？	0
Common.Other.GlobalPrompt.ClashOfTitansEntryClose	活动入口已关闭，下次活动请及时参与以免错过	活動入口已關閉，下次活動請及時參與以免錯過	0
Common.Other.GlobalPrompt.ClashOfTitansFiveMiniutesReady	#C(#EE7600)【诸神之战】#n活动已开启，#C(#ffff37)5#n分钟后活动入口将关闭，请各位骑士及时进入	#C(#EE7600)【諸神之戰】#n活動已開啟，#C(#ffff37)5#n分鐘後活動入口將關閉，請各位騎士及時進入	0
Common.Other.GlobalPrompt.ClashOfTitansKillTips1	#C(#EE7600)【诸神之战】#n#C(#FFFF00)%s#n气势如虹，完成%s连杀。	#C(#EE7600)【諸神之戰】#n#C(#FFFF00)%s#n氣勢如虹，完成%s連殺。	0
Common.Other.GlobalPrompt.ClashOfTitansKillTips2	#C(#EE7600)【诸神之战】#n#C(#FFFF00)%s#n完成了%s连杀，已经势不可挡了。	#C(#EE7600)【諸神之戰】#n#C(#FFFF00)%s#n完成了%s連殺，已經勢不可擋了。	0
Common.Other.GlobalPrompt.ClashOfTitansKillTips3	#C(#EE7600)【诸神之战】#n#C(#FFFF00)%s#n正在大杀特杀，达成%s连杀。	#C(#EE7600)【諸神之戰】#n#C(#FFFF00)%s#n正在大殺特殺，達成%s連殺。	0
Common.Other.GlobalPrompt.ClashOfTitansKillTips4	#C(#E87D22)【诸神之战】#n#C(#00FF00)%s#n连杀！#C(#FFFF00)%s：“还有谁？还有谁！ ”#n	#C(#E87D22)【諸神之戰】#n#C(#00FF00)%s#n連殺！#C(#FFFF00)%s：“還有誰？還有誰！ ”#n	0
Common.Other.GlobalPrompt.ClashOfTitansNotInScene	该角色目前不在场景中 	該角色目前不在場景中	0
Common.Other.GlobalPrompt.ClashOfTitansOneMiniutesReady	#C(#EE7600)【诸神之战】#n活动已开启，#C(#ffff37)1#n分钟后活动入口将关闭，请各位骑士及时进入。	#C(#EE7600)【諸神之戰】#n活動已開啟，#C(#ffff37)1#n分鐘後活動入口將關閉，請各位騎士及時進入。	0
Common.Other.GlobalPrompt.ClashOfTitansPerMinuteScore	您获得了系统发放的积分#C(#00FF00)+%s#n	您獲得了系統發放的積分#C(#00FF00)+%s#n	0
Common.Other.GlobalPrompt.ClashOfTitansPickUpSoulGlobal	#C(#EE7600)【诸神之战】#n#C(#FFFF00)%s#n拾取了”#C(#0066CC)%s的英魂#n”，战斗力发生了翻天覆地的变化！	#C(#EE7600)【諸神之戰】#n#C(#FFFF00)%s#n拾取了”#C(#0066CC)%s的英魂#n”，戰鬥力發生了翻天覆地的變化！	0
Common.Other.GlobalPrompt.ClashOfTitansPickUpSoulSelf	你拾取了%s的英魂，获得附体效果，下一场战斗属性将临时变为%s的属性。	你拾取了%s的英魂，獲得附體效果，下一場戰鬥屬性將臨時變為%s的屬性。	0
Common.Other.GlobalPrompt.ClashOfTitansRoleDieWithoutFighting	由于你在60秒内没有进行战斗，复活次数-1	由於你在60秒內沒有進行戰鬥，復活次數-1	0
Common.Other.GlobalPrompt.ClashOfTitansRoleInProtected	该角色正处于保护时间内！	該角色正處於保護時間內！	0
Common.Other.GlobalPrompt.ClashOfTitansSoulNpcName	%s的英魂	%s的英魂	0
Common.Other.GlobalPrompt.ClashOfTitansStart	#C(#EE7600)【诸神之战】#n活动正式开启，这次谁又能战到最后成为新的王者？让我们拭目以待！	#C(#EE7600)【諸神之戰】#n活動正式開啟，這次誰又能戰到最後成為新的王者？讓我們拭目以待！	0
Common.Other.GlobalPrompt.ClashOfTitansTimeOutTip	您由于战斗超时，复活次数-1。点击跳过战斗可避免战斗超时。	您由於戰鬥超時，復活次數-1。點擊跳過戰鬥可避免戰鬥超時。	0
Common.Other.GlobalPrompt.ClashOfTitansTitanStandOut	#C(#EE7600)【诸神之战】#n战神诞生，#C(#FFFF00)%s#n击败全部对手战到最后，下一次荣耀又将归属于谁？	#C(#EE7600)【諸神之戰】#n戰神誕生，#C(#FFFF00)%s#n擊敗全部對手戰到最後，下一次榮耀又將歸屬於誰？	0
Common.Other.GlobalPrompt.CollectLongyin_Add	龙印+%s	龍印+%s	0
Common.Other.GlobalPrompt.CollectLongyin_MailContent	由于您的背包已满, 签到奖励通过邮件发放	由於您的背包已滿, 簽到獎勵通過郵件發放	0
Common.Other.GlobalPrompt.CollectLongyin_MailSender	系统	系統	0
Common.Other.GlobalPrompt.CollectLongyin_MailTitle	每日集龙印	每日集龍印	0
Common.Other.GlobalPrompt.Content	你获得了新的物品，由于你当时的背包已满，系统已将物品暂时保存于邮件附件中。请尽快整理您的背包，预留足够的背包格子，并且在7天内提取附件中的物品。	你獲得了新的物品，由於你當時的背包已滿，系統已將物品暫時保存於郵件附件中。請儘快整理您的背包，預留足夠的背包格子，並且在7天內提取附件中的物品。	0
Common.Other.GlobalPrompt.CouplesFashion_DonateTips_Head	赠送成功，获得返利：#H	贈送成功，獲得返利：#H	0
Common.Other.GlobalPrompt.CouplesFashion_Mail_Content	你收到来自#C(#00EE00)%s#n赠送的#Z(%s,%s)	你收到來自#C(#00EE00)%s#n贈送的#Z(%s,%s)	0
Common.Other.GlobalPrompt.CouplesFashion_Mail_Sender	系统	系統	0
Common.Other.GlobalPrompt.CouplesFashion_Mail_Title	您收到赠送	您收到贈送	0
Common.Other.GlobalPrompt.CouplesFashion_Tips_Head	购买成功，获得：#H	購買成功，獲得：#H	0
Common.Other.GlobalPrompt.CouplesFashion_Tips_NotLocalServer	非本服好友，不能赠送	非本服好友，不能贈送	0
Common.Other.GlobalPrompt.CouplesGoal_Tips_Addinmi	使用成功，获得亲密值 + %s	使用成功，獲得親密值 + %s	0
Common.Other.GlobalPrompt.CouplesGoal_Tips_Head	成功领取目标奖励，获得：#H	成功領取目標獎勵，獲得：#H	0
Common.Other.GlobalPrompt.CrazyShoppingCD	抢购正在冷却中	搶購正在冷卻中	0
Common.Other.GlobalPrompt.CrazyShoppingGetReady1	#C(#FF0000)【疯狂抢购乐】#n本日的疯狂抢购将在#C(#00FF00)10分钟#n后开始，马上去参与抢购吧。	#C(#FF0000)【瘋狂搶購樂】#n本日的瘋狂搶購將在#C(#00FF00)10分鐘#n後開始，馬上去參與搶購吧。	0
Common.Other.GlobalPrompt.CrazyShoppingGetReady2	#C(#FF0000)【疯狂抢购乐】#n本日的疯狂抢购将在#C(#00FF00)5分钟#n后开始，马上去参与抢购吧。	#C(#FF0000)【瘋狂搶購樂】#n本日的瘋狂搶購將在#C(#00FF00)5分鐘#n後開始，馬上去參與搶購吧。	0
Common.Other.GlobalPrompt.CrazyShoppingGetReady3	#C(#FF0000)【疯狂抢购乐】#n本日的疯狂抢购将在#C(#00FF00)1分钟#n后开始，马上去参与抢购吧。	#C(#FF0000)【瘋狂搶購樂】#n本日的瘋狂搶購將在#C(#00FF00)1分鐘#n後開始，馬上去參與搶購吧。	0
Common.Other.GlobalPrompt.CrazyShoppingGlobalTell	#C(#FF0000)【疯狂抢购乐】#n#C(#00FF00)%s#n以迅雷不及掩耳之的速度抢到了#Z(%s,%s)，真是羡煞旁人啊!	#C(#FF0000)【瘋狂搶購樂】#n#C(#00FF00)%s#n以迅雷不及掩耳之的速度搶到了#Z(%s,%s)，真是羨煞旁人啊!	0
Common.Other.GlobalPrompt.CuiLian_Tips_1	使用成功，获属性加成：生命+%s 物攻+%s 物防+%s 法防+%s 暴击+%s 免爆+%s 格挡+%s 破挡+%s	使用成功，獲屬性加成：生命+%s 物攻+%s 物防+%s 法防+%s 暴擊+%s 免爆+%s 格擋+%s 破擋+%s	0
Common.Other.GlobalPrompt.CuiLian_Tips_2	使用成功，获属性加成：生命+%s 物攻 +%s 法攻 +%s 物防+%s 法防+%s 暴击+%s 免爆+%s 格挡+%s 破挡+%s	使用成功，獲屬性加成：生命+%s 物攻 +%s 法攻 +%s 物防+%s 法防+%s 暴擊+%s 免爆+%s 格擋+%s 破擋+%s	0
Common.Other.GlobalPrompt.CutTurkeyFail	切火鸡失败，获得参与奖励：#Z(%s,%s)	切火雞失敗，獲得參與獎勵：#Z(%s,%s)	0
Common.Other.GlobalPrompt.CutTurkeySuccess	感恩节快乐，获得：#Z(%s,%s)	感恩節快樂，獲得：#Z(%s,%s)	0
Common.Other.GlobalPrompt.DAY_FP_REWARD_HEARSAY	#C(#ffff37)%s#n成功完成了#C(#00EE00)五日首充#n活动，领取了丰富的奖励物品。	#C(#ffff37)%s#n成功完成了#C(#00EE00)五日首充#n活動，領取了豐富的獎勵物品。	0
Common.Other.GlobalPrompt.DD_END_HEARSAY	#C(#EE7600)【魔兽入侵】#n活动已经结束，经过勇士们的浴血奋战，圣辉城成功的抵挡住了魔兽的入侵	#C(#EE7600)【魔獸入侵】#n活動已經結束，經過勇士們的浴血奮戰，聖輝城成功的抵擋住了魔獸的入侵	0
Common.Other.GlobalPrompt.DD_HAS_GET_REWARD_PROMPT	您今天已经参与过1次魔兽入侵，每天只能参与1次。	您今天已經參與過1次魔獸入侵，每天只能參與1次。	0
Common.Other.GlobalPrompt.DD_RANK_FIRST_HEARSAY	#C(#EE7600)【魔兽入侵】#n当前伤害排名#C(#ffff37)第1#n：#C(#00EE00)%s#n, 公会：#C(#00EE00)%s#n。活动结束后与#C(#ffff37)第1名#n相同公会的玩家将会获得丰厚奖励	#C(#EE7600)【魔獸入侵】#n當前傷害排名#C(#ffff37)第1#n：#C(#00EE00)%s#n, 公會：#C(#00EE00)%s#n。活動結束後與#C(#ffff37)第1名#n相同公會的玩家將會獲得豐厚獎勵	0
Common.Other.GlobalPrompt.DD_RANK_FIRST_NO_UNION_HEARSAY	#C(#EE7600)【魔兽入侵】#n当前伤害排名#C(#ffff37)第1#n：#C(#00EE00)%s#n, 公会：#C(#00EE00)无#n。	#C(#EE7600)【魔獸入侵】#n當前傷害排名#C(#ffff37)第1#n：#C(#00EE00)%s#n, 公會：#C(#00EE00)無#n。	0
Common.Other.GlobalPrompt.DD_RANK_SECOND_HEARSAY	#C(#EE7600)【魔兽入侵】#n当前伤害排名#C(#ffff37)第2#n：#C(#00EE00)%s#n, 公会：#C(#00EE00)%s#n。活动结束后与#C(#ffff37)第2名#n相同公会的玩家将会获得丰厚奖励	#C(#EE7600)【魔獸入侵】#n當前傷害排名#C(#ffff37)第2#n：#C(#00EE00)%s#n, 公會：#C(#00EE00)%s#n。活動結束後與#C(#ffff37)第2名#n相同公會的玩家將會獲得豐厚獎勵	0
Common.Other.GlobalPrompt.DD_RANK_SECOND_NO_UNION_HEARSAY	#C(#EE7600)【魔兽入侵】#n当前伤害排名#C(#ffff37)第2#n：#C(#00EE00)%s#n, 公会：#C(#00EE00)无#n。	#C(#EE7600)【魔獸入侵】#n當前傷害排名#C(#ffff37)第2#n：#C(#00EE00)%s#n, 公會：#C(#00EE00)無#n。	0
Common.Other.GlobalPrompt.DD_RANK_THIRD_HEARSAY	#C(#EE7600)【魔兽入侵】#n当前伤害排名#C(#ffff37)第3#n：#C(#00EE00)%s#n, 公会：#C(#00EE00)%s#n。活动结束后与#C(#ffff37)第3名#n相同公会的玩家将会获得丰厚奖励	#C(#EE7600)【魔獸入侵】#n當前傷害排名#C(#ffff37)第3#n：#C(#00EE00)%s#n, 公會：#C(#00EE00)%s#n。活動結束後與#C(#ffff37)第3名#n相同公會的玩家將會獲得豐厚獎勵	0
Common.Other.GlobalPrompt.DD_RANK_THIRD_NO_UNION_HEARSAY	#C(#EE7600)【魔兽入侵】#n当前伤害排名#C(#ffff37)第3#n：#C(#00EE00)%s#n, 公会：#C(#00EE00)无#n。	#C(#EE7600)【魔獸入侵】#n當前傷害排名#C(#ffff37)第3#n：#C(#00EE00)%s#n, 公會：#C(#00EE00)無#n。	0
Common.Other.GlobalPrompt.DD_READY_HEARSAY_1	#C(#EE7600)【魔兽入侵】#n将于10分钟后开启，请各位勇士做好准备	#C(#EE7600)【魔獸入侵】#n將於10分鐘後開啟，請各位勇士做好準備	0
Common.Other.GlobalPrompt.DD_READY_HEARSAY_2	#C(#EE7600)【魔兽入侵】#n将于1分钟后开启，勇士们可以进场提前做好活动准备	#C(#EE7600)【魔獸入侵】#n將於1分鐘後開啟，勇士們可以進場提前做好活動準備	0
Common.Other.GlobalPrompt.DD_START_HEARSAY	#C(#EE7600)【魔兽入侵】#n已经开启，勇士们请速速进入战场	#C(#EE7600)【魔獸入侵】#n已經開啟，勇士們請速速進入戰場	0
Common.Other.GlobalPrompt.DIG_REWARD_MSG	#C(#E87D22)%s#n在巨龙宝藏探险中，寻得%s魔晶。	#C(#E87D22)%s#n在巨龍寶藏探險中，尋得%s魔晶。	0
Common.Other.GlobalPrompt.DKCNew_Msg_UnlockLevel	【龙骑试炼】玩家#C(#00FF00)%s#n经过不懈努力，终于成功通关#C(#FF0000)%s#n，称霸全服指日可待！	【龍騎試煉】玩家#C(#00FF00)%s#n經過不懈努力，終於成功通關#C(#FF0000)%s#n，稱霸全服指日可待！	0
Common.Other.GlobalPrompt.DKCNew_Tips_Head	抽奖成功，恭喜获得:	抽獎成功，恭喜獲得:	0
Common.Other.GlobalPrompt.DKC_Msg_Pass	玩家#C(#00EE00)%s#n成功通关#C(#ffff37)%s#n，激活称号#C(#F2FE5E)%s#n	玩家#C(#00EE00)%s#n成功通關#C(#ffff37)%s#n，啟動稱號#C(#F2FE5E)%s#n	0
Common.Other.GlobalPrompt.DKC_Tips_Head	试练成功通关，获得：#H	試練成功通關，獲得：#H	0
Common.Other.GlobalPrompt.DML_Broadcast_Mount	#C(#E87D22)【天马行空】#n#C(#00EE00)%s#n在天马行空活动运气爆棚，获得了#Z(%s,%s)，实在是太令人羡慕了！	#C(#E87D22)【天馬行空】#n#C(#00EE00)%s#n在天馬行空活動運氣爆棚，獲得了#Z(%s,%s)，實在是太令人羡慕了！	0
Common.Other.GlobalPrompt.DML_Tips_Head	恭喜你获得#H	恭喜你獲得#H	0
Common.Other.GlobalPrompt.DRAGON_ITEM_NOT_EVO	没有对应品质的神龙，无法使用！	沒有對應品質的神龍，無法使用！	0
Common.Other.GlobalPrompt.DRAGON_LUCKY_DIG_MSG	每次挖宝仅可使用一次幸运挖宝	每次挖寶僅可使用一次幸運挖寶	0
Common.Other.GlobalPrompt.DRAGON_REWARD_HEARSAY	#C(#EE7600)【砸龙蛋】#n#C(#00EE00)%s#n人品真是太好了，在#C(#00EE00)砸龙蛋#n活动中砸出了震惊全服的奖励：#Z(%s,%s)	#C(#EE7600)【砸龍蛋】#n#C(#00EE00)%s#n人品真是太好了，在#C(#00EE00)砸龍蛋#n活動中砸出了震驚全服的獎勵：#Z(%s,%s)	0
Common.Other.GlobalPrompt.DRAGON_REWARD_MSG1	恭喜你获得:魔晶+ %s	恭喜你獲得:魔晶+ %s	0
Common.Other.GlobalPrompt.DRAGON_REWARD_MSG2	恭喜你获得:经验+ %s	恭喜你獲得:經驗+ %s	0
Common.Other.GlobalPrompt.DRAGON_REWARD_MSG3	恭喜你获得:金币+ %s	恭喜你獲得:金幣+ %s	0
Common.Other.GlobalPrompt.DRAGON_REWARD_MSG4	恭喜你获得:金锄头+1	恭喜你獲得:金鋤頭+1	0
Common.Other.GlobalPrompt.DRAGON_REWARD_MSG5	恭喜你获得:幸运挖宝次数+1	恭喜你獲得:幸運挖寶次數+1	0
Common.Other.GlobalPrompt.DRAGON_REWARD_MSG6	恭喜你获得:#H#Z(%s,%s)	恭喜你獲得:#H#Z(%s,%s)	0
