source_text	target_text	need_translate
     #C(#00EE00)击败守卫[{0}/1]#H     击败凶残劫匪[{1}/1]#H	 #C(#00EE00)Pokonaj Ochronę[{0}/1]#H  Pokonaj  Dzikiego Złodzieja[{1}/1]#H	0
     #C(#00EE00)击败小四[{0}/1]#H     击败小五[{1}/1]#H     击败小六[{2}/1]#H     击败小七[{3}/1]#n	     #C(#00EE00)Pokonał Orell'a[{0}/1]#H     Pokonał Duncana[{1}/1]#H     Pokonał Morrisa[{2}/1]#H     Pokonał Archie[{3}/1]#n	0
     #C(#00EE00)击败强盗[{0}/1]	 #C(#00EE00)Pokonaj  Bandytów[{0}/1]	0
     #C(#00EE00)击败强盗头子[{0}/1]#H     击败强盗 [{1}/1]#H	 #C(#00EE00)Pokonaj  Łucznika Ciemności[{0}/1]#H  Pokonaj  Sługę[{1}/1]#H	0
     #C(#00EE00)击败暗射手[{0}/1]	 #C(#00EE00)Pokonaj  Łucznika Ciemności[{0}/1]	0
     #C(#00EE00)击败暗射手[{0}/1]#H     击败喽啰[{1}/1]#H	 #C(#00EE00)Pokonaj  Łucznika Ciemności[{0}/1]#H  Pokonaj  Sługę[{1}/1]#H	0
     #C(#00EE00)击败杀手[{0}/1]	 #C(#00EE00)Pokonaj  Morderców[{0}/1]	0
     #C(#00EE00)击败杀手[{0}/1]#H     击败女刺客 [{1}/1]#H	 #C(#00EE00)Pokonaj  Morderców[{0}/1]#H  Pokonaj Zabójczynie[{1}/1]#H	0
     #C(#00EE00)击败杀手[{0}/1]#H     击败女刺客[{1}/1]#H	 #C(#00EE00)Pokonaj  Morderców[{0}/1]#H  Pokonaj Zabójczynie[{1}/1]#H	0
     #C(#00EE00)击败艳后[{0}/1]	 #C(#00EE00)Pokonaj  Królową Piękności[{0}/1]	0
     #C(#00EE00)击败艳后[{0}/1]#H     击败刺客[{1}/1]#H	 #C(#00EE00)Pokonaj  Królową Piękności[{0}/1]#H  Pokonaj  Zabójców[{1}/1]#H	0
     #C(#00EE00)击败阿大[{0}/1]#H     击败阿二[{1}/1]#H     击败阿三[{2}/1]#H     击败阿末[{3}/1]#n	#C(#00EE00) Pokonał Artesta[{0}/1]#H  Pokonał Urmonta[{1}/1]#H  Pokonał Arsona[{2}/1]#H  Pokonał Tyrasa[{3}/1]#n	0
     #C(#EE0000)100级可接取#C(#4876FF)安然接受#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 100 #C(#4876FF) Idź z prądem #H#n  #C(#EE0000) Walcz w Krypcie, by zdobyć EXP #n	0
     #C(#EE0000)100级可接取#C(#4876FF)新的挑战#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 100 #C(#4876FF) Nowe wyzwanie  #H#n  #C(#EE0000) Walcz w Krypcie, by zdobyć EXP #n	0
     #C(#EE0000)100级可接取#C(#4876FF)破灭#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 100 #C(#4876FF) Rozczarowanie  #H#n  #C(#EE0000) Walcz w Krypcie, by zdobyć EXP #n	0
     #C(#EE0000)100级可接取#C(#4876FF)破灭之心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 100 #C(#4876FF) Idź naprzód  #H#n  #C(#EE0000) Walcz w Krypcie, by otrzymać EXP #n	0
     #C(#EE0000)100级可接取#C(#4876FF)破而心生#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 100 #C(#4876FF) Odrodzenie  #H#n  #C(#EE0000) Walcz w krypcie, by zdobyć EXP #n	0
     #C(#EE0000)100级可接取#C(#4876FF)镜·圣辉城#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 100 #C(#4876FF) Obraz·Miasto Chwały  #H#n  #C(#EE0000) Walcz w Krypcie, by zdobyć EXP #n	0
     #C(#EE0000)105级可接取#C(#4876FF)好久不见#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 105 #C(#4876FF) Kopę lat #H#n     #C(#EE0000) Wlacz w Krypcie, by zdobyć EXP #n	0
     #C(#EE0000)105级可接取#C(#4876FF)怜悯的心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 105 #C(#4876FF) Sympatia #H#n     #C(#EE0000) Walcz w Krypcie, by otrzymać EXP #n	0
     #C(#EE0000)105级可接取#C(#4876FF)杀戮的心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 105 #C(#4876FF) Serce masakry #H#n     #C(#EE0000) Walcz w Krypcie, by otrzymać EXP #n	0
     #C(#EE0000)105级可接取#C(#4876FF)炼心之路#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 105 #C(#4876FF) Sposób Szlifu #H#n     #C(#EE0000) Walcz w Krypcie, by otrzymać EXP #n	0
     #C(#EE0000)105级可接取#C(#4876FF)荣誉的心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Wymagany lvl 105 #C(#4876FF) Serce Chwały #H#n     #C(#EE0000) Walcz w Krypcie, by otrzymać EXP #n	0
     #C(#EE0000)105级可接取#C(#4876FF)龙心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 105 #C(#4876FF) Serce Smoka  #H#n  #C(#EE0000) Walcz w Krypcie, by zdobyć EXP #n	0
     #C(#EE0000)10级可接取#C(#4876FF)好友指点#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 110 #C(#4876FF) Przyjacielska rada  #H#n  #C(#EE0000) Walcz w Krypcie, by otrzymać EXP #n	0
     #C(#EE0000)110级可接取#C(#4876FF)圣龙之心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 110 #C(#4876FF) Serce Smoka #H#n     #C(#EE0000) Walcz w Krypcie, by otrzymać EXP #n	0
     #C(#EE0000)110级可接取#C(#4876FF)天罚之心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 110 #C(#4876FF) Serce Boskiego Gniewu #H#n     #C(#EE0000) Walcz w Krypcie, by otrzymać EXP #n	0
     #C(#EE0000)110级可接取#C(#4876FF)最美的梦#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 110 #C(#4876FF) Piękne Marzenie #H#n     #C(#EE0000) Walcz w Krypcie, by otrzymać EXP #n	0
     #C(#EE0000)110级可接取#C(#4876FF)梦幻的心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 110 #C(#4876FF) Serce jak ze snu  #H#n     #C(#EE0000) Walcz w Krypcie, by zdobyć EXP #n	0
     #C(#EE0000)110级可接取#C(#4876FF)灵性的心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 110 #C(#4876FF) Nieśmiertelne Serce #H#n     #C(#EE0000) Walcz w Krypcie, by zdobyć EXP #n	0
     #C(#EE0000)110级可接取#C(#4876FF)霍乱七心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 110 #C(#4876FF) Cholera #H#n     #C(#EE0000) Walcz w Krypcie, by zdobyć EXP #n	0
     #C(#EE0000)115级可接取#C(#4876FF)不再念想#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 115 #C(#4876FF) Koniec z tęsknotą #H#n     #C(#EE0000) Walcz w Krypcie, by zdobyć EXP #n	0
     #C(#EE0000)115级可接取#C(#4876FF)为梦想战#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 115 #C(#4876FF) Walcz za marzenia #H#n     #C(#EE0000) Walcz w Krypcie, by zdobyć EXP #n	0
     #C(#EE0000)115级可接取#C(#4876FF)勇往直前#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 115  #C(#4876FF) Odważne posunięcie #H#n     #C(#EE0000) Walcz w Krypcie, by zdobyć EXP #n	0
     #C(#EE0000)115级可接取#C(#4876FF)漂泊#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 115 #C(#4876FF) Błądzenie #H#n     #C(#EE0000) Walcz w Krypcie, by zdobyć EXP #n	0
     #C(#EE0000)115级可接取#C(#4876FF)还活着#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 115 #C(#4876FF) Wciąż żywy #H#n     #C(#EE0000) Walcz w Krypcie, by zdobyć EXP #n	0
     #C(#EE0000)115级可接取#C(#4876FF)飞舞羽翼#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 115 #C(#4876FF) Latające Skrzydła #H#n     #C(#EE0000) Walcz w Krypcie, by zdobyć EXP #n	0
     #C(#EE0000)115级可接取#C(#4876FF)龙骑的未来#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 115 #C(#4876FF) Przyszłość Dragon Knight #H#n     #C(#EE0000) Walcz w Krypcie, by zdobyć EXP #n	0
     #C(#EE0000)11级可接取#C(#4876FF)再遇故人#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 11 #C(#4876FF) Ponowne spotkanie  #H#n  #C(#EE0000) Walcz w Krypcie, by zdobyć EXP #n	0
     #C(#EE0000)11级可接取#C(#4876FF)升级技能#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 11 #C(#4876FF) Ulepsz umiejętności  #H#n  #C(#EE0000) Walcz w Krypcie, by zdobyć EXP #n	0
     #C(#EE0000)120级可接取#C(#4876FF)不朽战役#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 120 #C(#4876FF)Wieczna Wojna #H#n     #C(#EE0000) Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)120级可接取#C(#4876FF)我要力量#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Wymagany lvl 120#C(#4876FF)Chcę siły#H#n     #C(#EE0000)Walcz w Krypcie, by zdobyć EXP.#n	0
     #C(#EE0000)120级可接取#C(#4876FF)新的挑战#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Wymagany lvl 120#C(#4876FF)Nowe wyzwanie#H#n     #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)120级可接取#C(#4876FF)新的篇章#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 120 #C(#4876FF) Nowy etap #H#n     #C(#EE0000) Walcz w Krypcie, by zdobyć EXP #n	0
     #C(#EE0000)120级可接取#C(#4876FF)渴望阳光#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Wymagany lvl 120#C(#4876FF)Życzenie Słońca#H#n     #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)125级可接取#C(#4876FF)休憩#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Wymagany lvl 125#C(#4876FF)Odpoczynek#H#n     #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)125级可接取#C(#4876FF)战争噩梦#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Wymagany lvl 125#C(#4876FF)Koszmar wojny#H#n     #C(#EE0000)Walcz, by zdobyć EXP#n	0
     #C(#EE0000)125级可接取#C(#4876FF)梦幻旅途#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Wymagany lvl 125#C(#4876FF)Podróż marzeń#H#n     #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)125级可接取#C(#4876FF)踏上杀路#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Wymagany lvl 125#C(#4876FF)Ruszaj w drogę#H#n     #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)125级可接取#C(#4876FF)风雪归人#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Wymagany lvl 125#C(#4876FF)Śnieżny powrót#H#n     #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)12级可接取#C(#4876FF)爱丽丝求救#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 12 #C(#4876FF) Alice wzywa pomocy  #H#n  #C(#EE0000) Walcz w Krypcie, by zdobyć EXP #n	0
     #C(#EE0000)12级可接取#C(#4876FF)遇刺#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 12 #C(#4876FF) Pod atakiem  #H#n  #C(#EE0000) Walcz w Krypcie, by zdobyć EXP #n	0
     #C(#EE0000)130级可接取#C(#4876FF)不再磨灭#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Wymagany lvl 130#C(#4876FF)Pamiętanie#H#n     #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)130级可接取#C(#4876FF)心魔又现#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Wymagany lvl 130#C(#4876FF)Zło w Duszy#H#n     #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)130级可接取#C(#4876FF)情关难渡#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Wymagany lvl 130#C(#4876FF)Trudna miłość#H#n     #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)130级可接取#C(#4876FF)战争机器#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Wymagany lvl 130#C(#4876FF)Wojenna maszyna#H#n     #C(#EE0000)Walcz w Krypcie, byz dobyć EXP#n	0
     #C(#EE0000)130级可接取#C(#4876FF)灭口#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Wymaganu lvl 130#C(#4876FF)Wykonywać#H#n     #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)135级可接取#C(#4876FF)天赋#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Wymagany lvl 135#C(#4876FF)Uzdolniony#H#n     #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)135级可接取#C(#4876FF)潜力无穷#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Wymagany lvl 135#C(#4876FF)Nieskończony potencjał#H#n     #C(#EE0000)Walcz w Krypcie, by zdobyć EXP.#n	0
     #C(#EE0000)135级可接取#C(#4876FF)相信自己#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Wymagany lvl 135#C(#4876FF)Wiara w siebie #H#n     #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)135级可接取#C(#4876FF)磨刀石#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Wymagany lvl 135#C(#4876FF)Osełka#H#n     #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)135级可接取#C(#4876FF)魔途#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Wymagany lvl 135#C(#4876FF)Podróż do  Demonów#H#n     #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)13级可接取#C(#4876FF)升级技能#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 13 #C(#4876FF) Ulepsz umiejętności  #H#n  #C(#EE0000) Walcz w Kyrpcie, by zdobyć EXP #n	0
     #C(#EE0000)13级可接取#C(#4876FF)森林法则#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 13 #C(#4876FF) Prawo dżungli  #H#n  #C(#EE0000) Walcz w Krypcie, by zdobyć EXP #n	0
     #C(#EE0000)140级可接取#C(#4876FF)传奇#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	  #C(#EE0000)Wymagany Lv 140#C(#4876FF)Opowieść#H#n  #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)140级可接取#C(#4876FF)勇敢的心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	  #C(#EE0000)Wymagany Lv 140 #C(#4876FF)Waleczne Serce#H#n  #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)140级可接取#C(#4876FF)女神来临#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Wymagany lvl 135#C(#4876FF)Przybycie Bogini#H#n     #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)140级可接取#C(#4876FF)末日天灾#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	  #C(#EE0000)Wymagany Lv 140 #C(#4876FF)Dzień Sądu#H#n  #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)140级可接取#C(#4876FF)魔物降临#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	  #C(#EE0000)Wymagany Lv 140 #C(#4876FF)Przybycie Potworów#H#n  #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)145级可接取#C(#4876FF)小人行径#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	  #C(#EE0000)Wymagany Lv 145 #C(#4876FF)Akcja łotrów#H#n  #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)145级可接取#C(#4876FF)无惧之心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	  #C(#EE0000)Wymagany Lv 145 #C(#4876FF)Odważne Serce#H#n  #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)145级可接取#C(#4876FF)疯狂报复#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	  #C(#EE0000)Wymagany Lv 145 #C(#4876FF)Zemsta#H#n  #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)145级可接取#C(#4876FF)自我修行#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	  #C(#EE0000)Wymagany Lv 145 #C(#4876FF)Praktyka#H#n  #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)145级可接取#C(#4876FF)陷害#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	  #C(#EE0000)Wymagany Lv 145 #C(#4876FF)Postura#H#n  #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)14级可接取#C(#4876FF)大战圣辉护卫#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany Lvl 14 #C(#4876FF) Walcz przeciw Strażnikowi Blasku  #H#n  #C(#EE0000) Walcz w Krypcie, by zdobyć EXP #n	0
     #C(#EE0000)14级可接取#C(#4876FF)考验#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 14 #C(#4876FF) Próba  #H#n  #C(#EE0000) Walcz w Krypcie, by zdobyć EXP #n	0
     #C(#EE0000)150级可接取#C(#4876FF)万人抢夺#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	  #C(#EE0000)Wymagany Lv 150 #C(#4876FF)Grabież#H#n  #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)150级可接取#C(#4876FF)勇者无敌#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	  #C(#EE0000)Wymagany Lv 150 #C(#4876FF)Niezwyciężona Odwaga#H#n  #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)150级可接取#C(#4876FF)夺取#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	  #C(#EE0000)Wymagany Lv 150 #C(#4876FF)Grabież#H#n  #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)150级可接取#C(#4876FF)星球元气#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	  #C(#EE0000)Wymagany Lv 150 #C(#4876FF)Bieg Planet#H#n  #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)150级可接取#C(#4876FF)精灵水晶#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	  #C(#EE0000)Wymagany Lv 150 #C(#4876FF)Kryształ Elfów #H#n  #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)155级可接取#C(#4876FF)争相出战#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	  #C(#EE0000)Wymagany Lv 155 #C(#4876FF)Walka#H#n  #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)155级可接取#C(#4876FF)战争风暴#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	  #C(#EE0000)Wymagany Lv 155 #C(#4876FF)Wojenna Burza#H#n  #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)155级可接取#C(#4876FF)灭绝#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	  #C(#EE0000)Wymagany Lv 155 #C(#4876FF)Zagłada#H#n  #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)155级可接取#C(#4876FF)真假水晶#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	  #C(#EE0000)Wymagany Lv 155 #C(#4876FF)Kryształ Prawda czy Fałsz#H#n  #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)155级可接取#C(#4876FF)绝杀#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	  #C(#EE0000)Wymagany Lv 155 #C(#4876FF)Ostateczne Uderzenie#H#n  #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)155级可接取#C(#4876FF)黯然灭亡#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	  #C(#EE0000)Wymagany Lv 155 #C(#4876FF)Zaginięcie#H#n  #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)15级可接取#C(#4876FF)上阵#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 15 #C(#4876FF)W formacji  #H#n  #C(#EE0000) Walcz w Krypcie, by zdobyć EXP #n	0
     #C(#EE0000)15级可接取#C(#4876FF)升级英雄#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 15 #C(#4876FF)  Bohater- lvl wyżej  #H#n  #C(#EE0000) Walcz w Krypcie, by zdobyć EXP #n	0
     #C(#EE0000)15级可接取#C(#4876FF)招募#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 15 #C(#4876FF) Rekrutuj #H#n  #C(#EE0000) Walcz w Krypcie, by zdobyć EXP #n	0
     #C(#EE0000)15级可接取#C(#4876FF)机会来了#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 15 #C(#4876FF) Oto twoja szansa  #H#n  #C(#EE0000) Walcz w Krypcie, by zdobyć EXP #n	0
     #C(#EE0000)15级可接取#C(#4876FF)见女魔法师#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Wymagany lvl 15 #C(#4876FF) Odwiedź Czarodziejkę  #H#n  #C(#EE0000)Walcz w Krypcie, by zdobyć EXP #n	0
     #C(#EE0000)160级可接取#C(#4876FF)亡灵力量#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	  #C(#EE0000)Wymagany Lv 160#C(#4876FF)Nieustępliwe odejście#H#n  #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)160级可接取#C(#4876FF)圣域风眼#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	  #C(#EE0000)Wymagany Lv 160#C(#4876FF)Oko Wiatru Zombie#H#n  #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)160级可接取#C(#4876FF)无情离去#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	  #C(#EE0000)Wymagany Lv 160#C(#4876FF)Bezlitosne Porzucenie#H#n  #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
     #C(#EE0000)160级可接取#C(#4876FF)梦在何方#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	  #C(#EE0000)Wymagany Lv 160#C(#4876FF)W pogoni za marzeniami#H#n  #C(#EE0000)Walcz w Krypcie, by zdobyć EXP#n	0
