source_text	target_text	need_translate
     #C(#EE0000)100级可接取#C(#4876FF)安然接受#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 100 #C(#4876FF) Sigue a la corriente #H#n  #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)100级可接取#C(#4876FF)新的挑战#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 100 #C(#4876FF) Nuevo reto  #H#n  #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)100级可接取#C(#4876FF)破灭#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 100 #C(#4876FF) Desilusionamiento  #H#n  #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)100级可接取#C(#4876FF)破灭之心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 100 #C(#4876FF) Desfilar hacia delante  #H#n  #C(#EE0000)Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)100级可接取#C(#4876FF)破而心生#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 100 #C(#4876FF) Renacimiento  #H#n  #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)100级可接取#C(#4876FF)镜·圣辉城#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 100 #C(#4876FF) Imagen·Ciudad de Gloria  #H#n  #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)105级可接取#C(#4876FF)好久不见#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 105 #C(#4876FF) Mucho tiempo sin ver #H#n     #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)105级可接取#C(#4876FF)怜悯的心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 105 #C(#4876FF) Simpatía #H#n     #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)105级可接取#C(#4876FF)杀戮的心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 105 #C(#4876FF) Corazón de masacre #H#n     #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)105级可接取#C(#4876FF)炼心之路#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 105 #C(#4876FF) Camino de perfección #H#n     #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)105级可接取#C(#4876FF)荣誉的心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 105 #C(#4876FF)Corazón de gloria #H#n     #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)105级可接取#C(#4876FF)龙心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 105 #C(#4876FF) Corazón de dragón  #H#n  #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)10级可接取#C(#4876FF)好友指点#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 10 #C(#4876FF) Recomendación de amigo  #H#n  #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)110级可接取#C(#4876FF)圣龙之心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 110 #C(#4876FF) Corazón de dragón #H#n     #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)110级可接取#C(#4876FF)天罚之心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 110 #C(#4876FF) Corazón de ira divina #H#n     #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)110级可接取#C(#4876FF)最美的梦#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 110 #C(#4876FF) Sueño hermoso #H#n     #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)110级可接取#C(#4876FF)梦幻的心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 110 #C(#4876FF) Corazón de ensueño #H#n     #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)110级可接取#C(#4876FF)灵性的心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 110 #C(#4876FF) Corazón inmortal #H#n     #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)110级可接取#C(#4876FF)霍乱七心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 110 #C(#4876FF) Cólera #H#n     #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)115级可接取#C(#4876FF)不再念想#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 115 #C(#4876FF) No más deseos#H#n     #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)115级可接取#C(#4876FF)为梦想战#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 115 #C(#4876FF) Luchar por un sueño #H#n     #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)115级可接取#C(#4876FF)勇往直前#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 115 #C(#4876FF) Avance de valentía #H#n     #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)115级可接取#C(#4876FF)漂泊#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 115 #C(#4876FF) Vagar #H#n     #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)115级可接取#C(#4876FF)还活着#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 115 #C(#4876FF) Todavía vivo #H#n     #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)115级可接取#C(#4876FF)飞舞羽翼#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 115 #C(#4876FF) Alas voladoras #H#n     #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)115级可接取#C(#4876FF)龙骑的未来#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 115 #C(#4876FF) El futuro de los caballeros legendarios #H#n     #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)11级可接取#C(#4876FF)再遇故人#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 11 #C(#4876FF) De nuevo reunídos  #H#n  #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)11级可接取#C(#4876FF)升级技能#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 11 #C(#4876FF) Mejorar Habilidad  #H#n  #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)120级可接取#C(#4876FF)不朽战役#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Se necesita nivel 120#C(#4876FF)Guerra eterna#H#n     #C(#EE0000) Desafía la cripta para obtener EXP#n	0
     #C(#EE0000)120级可接取#C(#4876FF)我要力量#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Se necesita nivel 120#C(#4876FF) Quiero poder #H#n     #C(#EE0000)Desafía la cripta para obtener EXP#n	0
     #C(#EE0000)120级可接取#C(#4876FF)新的挑战#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Se necesita nivel 120#C(#4876FF)Nuevos retos#H#n     #C(#EE0000) Desafía la cripta para obtener EXP#n	0
     #C(#EE0000)120级可接取#C(#4876FF)新的篇章#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 120 #C(#4876FF) Nuevo capítulo #H#n     #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)120级可接取#C(#4876FF)渴望阳光#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Se necesita nivel 120#C(#4876FF)Necesidad de un nuevo día#H#n     #C(#EE0000) Desafía la cripta para obtener EXP#n	0
     #C(#EE0000)125级可接取#C(#4876FF)休憩#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Se necesita nivel 125#C(#4876FF)Descansar#H#n     #C(#EE0000) Desafía la cripta para obtener EXP#n	0
     #C(#EE0000)125级可接取#C(#4876FF)战争噩梦#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Se necesita nivel 125#C(#4876FF)Pesadilla#H#n     #C(#EE0000) Desafía la cripta para obtener EXP#n	0
     #C(#EE0000)125级可接取#C(#4876FF)梦幻旅途#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Se necesita nivel 125#C(#4876FF) Viaje de ensueño #H#n     #C(#EE0000) Desafía la cripta para obtener EXP#n	0
     #C(#EE0000)125级可接取#C(#4876FF)踏上杀路#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Se necesita nivel 125#C(#4876FF) Golpe en el camino#H#n     #C(#EE0000) Desafía la cripta para obtener EXP#n	0
     #C(#EE0000)125级可接取#C(#4876FF)风雪归人#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Se necesita nivel 125#C(#4876FF)Vuelve la nieve#H#n     #C(#EE0000) Desafía la cripta para obtener EXP#n	0
     #C(#EE0000)12级可接取#C(#4876FF)爱丽丝求救#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 12 #C(#4876FF) Alicia pide ayuda  #H#n  #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)12级可接取#C(#4876FF)遇刺#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 12 #C(#4876FF) Siendo atacados  #H#n  #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)130级可接取#C(#4876FF)不再磨灭#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Se necesita nivel 130#C(#4876FF)Recordyo#H#n     #C(#EE0000) Desafía la cripta para obtener EXP#n	0
     #C(#EE0000)130级可接取#C(#4876FF)心魔又现#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Se necesita nivel 130#C(#4876FF)Mal en las almas#H#n     #C(#EE0000) Desafía la cripta para obtener EXP#n	0
     #C(#EE0000)130级可接取#C(#4876FF)情关难渡#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Se necesita nivel 130#C(#4876FF)Difícil de querer#H#n     #C(#EE0000) Desafía la cripta para obtener EXP#n	0
     #C(#EE0000)130级可接取#C(#4876FF)战争机器#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Se necesita nivel 130#C(#4876FF)Máquina de guerra#H#n     #C(#EE0000) Desafía la cripta para obtener EXP#n	0
     #C(#EE0000)130级可接取#C(#4876FF)灭口#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Se necesita nivel 130#C(#4876FF)Ejecutar#H#n     #C(#EE0000) Desafía la cripta para obtener EXP#n	0
     #C(#EE0000)135级可接取#C(#4876FF)天赋#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Se necesita nivel 135#C(#4876FF)Regalado#H#n     #C(#EE0000) Desafía la cripta para obtener EXP#n	0
     #C(#EE0000)135级可接取#C(#4876FF)潜力无穷#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Se necesita nivel 135#C(#4876FF)Potencial infinito#H#n     #C(#EE0000) Desafía la cripta para obtener EXP.#n	0
     #C(#EE0000)135级可接取#C(#4876FF)相信自己#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Se necesita nivel 135#C(#4876FF)Creer en ti mismo #H#n     #C(#EE0000) Desafía la cripta para obtener EXP#n	0
     #C(#EE0000)135级可接取#C(#4876FF)磨刀石#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Se necesita nivel 135#C(#4876FF)Piedra de afilar #H#n     #C(#EE0000) Desafía la cripta para obtener EXP#n	0
     #C(#EE0000)135级可接取#C(#4876FF)魔途#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Se necesita nivel 135#C(#4876FF)Viaje hacia el Demonio#H#n     #C(#EE0000) Desafía la cripta para obtener EXP#n	0
     #C(#EE0000)13级可接取#C(#4876FF)升级技能#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 13 #C(#4876FF) Mejorar habilidad  #H#n  #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)13级可接取#C(#4876FF)森林法则#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 13 #C(#4876FF) Ley del bosque  #H#n  #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)140级可接取#C(#4876FF)传奇#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     "#C(#EE0000) nivel 140 accesible #C(#4876FF) Legendario #H#n     #C(#EE0000) Reta al Demonio abisal para ganar experiencia #n	0
     #C(#EE0000)140级可接取#C(#4876FF)勇敢的心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     "#C(#EE0000) nivel 140 accesible #C(#4876FF) Corazón valiente #H#n     #C(#EE0000) Reta al Demonio abisal para ganar experiencia #n	0
     #C(#EE0000)140级可接取#C(#4876FF)女神来临#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000)Se necesita nivel 135#C(#4876FF)Llegada divina#H#n     #C(#EE0000) Desafía la cripta para obtener EXP#n	0
     #C(#EE0000)140级可接取#C(#4876FF)末日天灾#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     "#C(#EE0000) nivel 140 accesible #C(#4876FF) Armagedón #H#n     #C(#EE0000) Reta al Demonio abisal para ganar experiencia #n	0
     #C(#EE0000)140级可接取#C(#4876FF)魔物降临#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     "#C(#EE0000) nivel 140 accesible #C(#4876FF) Reino demoníaco #H#n     #C(#EE0000) Reta al Demonio abisal para ganar experiencia #n	0
     #C(#EE0000)145级可接取#C(#4876FF)小人行径#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     "#C(#EE0000) nivel 145 accesible #C(#4876FF) Camino del villano #H#n     #C(#EE0000) Reta al Demonio abisal para ganar experiencia #n	0
     #C(#EE0000)145级可接取#C(#4876FF)无惧之心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     "#C(#EE0000) nivel 145 accesible#C(#4876FF) Tenacidad #H#n     #C(#EE0000) Reta al Demonio abisal para ganar experiencia #n	0
     #C(#EE0000)145级可接取#C(#4876FF)疯狂报复#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     "#C(#EE0000) nivel 145 accesible #C(#4876FF) Venganza delirante #H#n     #C(#EE0000) Reta al Demonio abisal para ganar experiencia #n	0
     #C(#EE0000)145级可接取#C(#4876FF)自我修行#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     "#C(#EE0000) nivel 145 accesible #C(#4876FF) Auto-entrenamiento #H#n     #C(#EE0000) Reta al Demonio abisal para ganar experiencia #n	0
     #C(#EE0000)145级可接取#C(#4876FF)陷害#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     "#C(#EE0000) nivel 145 accesible #C(#4876FF) Enmarcado #H#n     #C(#EE0000) Reta al Demonio abisal para ganar experiencia #n	0
     #C(#EE0000)14级可接取#C(#4876FF)大战圣辉护卫#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 14 #C(#4876FF) Luchar en contra el Guardián de la luz  #H#n  #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)14级可接取#C(#4876FF)考验#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 14 #C(#4876FF) Prueba  #H#n  #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)150级可接取#C(#4876FF)万人抢夺#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     "#C(#EE0000) nivel 150 accesible #C(#4876FF) Deseado por todos #H#n     #C(#EE0000) Reta al Demonio abisal para ganar experiencia #n	0
     #C(#EE0000)150级可接取#C(#4876FF)勇者无敌#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     "#C(#EE0000) nivel 150 accesible #C(#4876FF) El coraje poderoso #H#n     #C(#EE0000) Reta al Demonio abisal para ganar experiencia #n	0
     #C(#EE0000)150级可接取#C(#4876FF)夺取#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     "#C(#EE0000) nivel 150 accesible #C(#4876FF) El fragmento #H#n     #C(#EE0000) Reta al Demonio abisal para ganar experiencia #n	0
     #C(#EE0000)150级可接取#C(#4876FF)星球元气#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     "#C(#EE0000) nivel 150 accesible #C(#4876FF) Aura de estrella #H#n     #C(#EE0000) Reta al Demonio abisal para ganar experiencia #n	0
     #C(#EE0000)150级可接取#C(#4876FF)精灵水晶#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     "#C(#EE0000) nivel 150 accesible #C(#4876FF) Cristal de ENvenl #H#n     #C(#EE0000) Reta al Demonio abisal para ganar experiencia #n	0
     #C(#EE0000)155级可接取#C(#4876FF)争相出战#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     "#C(#EE0000) nivel 155 accesible #C(#4876FF) Lucha por la batalla #H#n     #C(#EE0000) Reta al Demonio abisal para ganar experiencia #n	0
     #C(#EE0000)155级可接取#C(#4876FF)战争风暴#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     "#C(#EE0000) nivel 155 accesible #C(#4876FF) Tormenta de guerra #H#n     #C(#EE0000) Reta al Demonio abisal para ganar experiencia #n	0
     #C(#EE0000)155级可接取#C(#4876FF)灭绝#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     "#C(#EE0000) nivel 155 accesible #C(#4876FF) Exterminio #H#n     #C(#EE0000) Reta al	0
     #C(#EE0000)155级可接取#C(#4876FF)真假水晶#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     "#C(#EE0000) nivel 155 accesible #C(#4876FF) Cristal misterioso #H#n     #C(#EE0000) Reta al Demonio abisal para ganar experiencia #n	0
     #C(#EE0000)155级可接取#C(#4876FF)绝杀#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     "#C(#EE0000) nivel 155 accesible #C(#4876FF) Matar #H#n     #C(#EE0000) Reta al Demonio abisal para ganar experiencia #n	0
     #C(#EE0000)155级可接取#C(#4876FF)黯然灭亡#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     "#C(#EE0000) nivel 155 accesible #C(#4876FF) Caída del oNvido #H#n     #C(#EE0000) Reta al Demonio abisal para ganar experiencia #n	0
     #C(#EE0000)15级可接取#C(#4876FF)上阵#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 15 #C(#4876FF) ¡En formación!  #H#n  #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)15级可接取#C(#4876FF)升级英雄#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 15 #C(#4876FF) Subida de nivel de héroe  #H#n  #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)15级可接取#C(#4876FF)招募#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 15 #C(#4876FF) Reclutamiento #H#n  #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)15级可接取#C(#4876FF)机会来了#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 15 #C(#4876FF) Aquí esta tu oportunidad  #H#n  #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)15级可接取#C(#4876FF)见女魔法师#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     #C(#EE0000) Se necesita nivel 15 #C(#4876FF) Visita a la Hechizera  #H#n  #C(#EE0000) Desafía la cripta para obtener EXP #n	0
     #C(#EE0000)160级可接取#C(#4876FF)亡灵力量#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     "#C(#EE0000) nivel 160 accesible #C(#4876FF) Poder de la muerte #H#n     #C(#EE0000) Reta al Demonio abisal para ganar experiencia #n	0
     #C(#EE0000)160级可接取#C(#4876FF)圣域风眼#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     "#C(#EE0000) nivel 160 accesible #C(#4876FF) Ojo divino de la tormenta #H#n     #C(#EE0000) Reta al Demonio abisal para ganar experiencia #n	0
     #C(#EE0000)160级可接取#C(#4876FF)无情离去#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     "#C(#EE0000) nivel 160 accesible #C(#4876FF) El sincorazón #H#n     #C(#EE0000) Reta al Demonio abisal para ganar experiencia #n	0
     #C(#EE0000)160级可接取#C(#4876FF)梦在何方#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     "#C(#EE0000) nivel 160 accesible #C(#4876FF) Buscador de sueños #H#n     #C(#EE0000) Reta al Demonio abisal para ganar experiencia #n	0
     #C(#EE0000)160级可接取#C(#4876FF)魔物作怪#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     "#C(#EE0000) nivel 160 accesible #C(#4876FF) Desorden monstruoso #H#n     #C(#EE0000) Reta al Demonio abisal para ganar experiencia #n	0
     #C(#EE0000)165级可接取#C(#4876FF)争夺力量#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     "#C(#EE0000) nivel 165 accesible #C(#4876FF) Luchar por el poder #H#n     #C(#EE0000) Reta al Demonio abisal para ganar experiencia #n	0
     #C(#EE0000)165级可接取#C(#4876FF)圣域震动#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     "#C(#EE0000) nivel 165 accesible #C(#4876FF) Temblor divino #H#n     #C(#EE0000) Reta al Demonio abisal para ganar experiencia #n	0
     #C(#EE0000)165级可接取#C(#4876FF)大战之后#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     "#C(#EE0000) nivel 165 accesible #C(#4876FF) La consecuencia #H#n     #C(#EE0000) Reta al Demonio abisal para ganar experiencia #n	0
     #C(#EE0000)165级可接取#C(#4876FF)夺取#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	     "#C(#EE0000) nivel 165 accesible #C(#4876FF) El fragmento #H#n     #C(#EE0000) Reta al Demonio abisal para ganar experiencia #n	0
