module_variable_name	source_text	target_text	need_translate
Common.Other.GlobalPrompt.CHANGE_MOUNT_TIME_SUC	使用成功，您的坐骑#C(#ffff37)%s#n变为永久性坐骑	Correcto. Tu montura #C(#ffff37)%s#n es ahora permanente.	0
Common.Other.GlobalPrompt.CHANGE_NAME_SUC_MSG	龙骑士#C(#E87D22)%s#n使用角色改名卡将名字改为#C(#E87D22)%s#n,闻名天下。	#C(#E87D22)%s#n ha utilizado una carta para cambiarse de nombre, su nombre actual es #C(#E87D22)%s#n.	0
Common.Other.GlobalPrompt.CHANGE_NAME_SUC_MSG2	龙骑士#C(#E87D22)%s#n合服后将名字改为#C(#E87D22)%s#n。	Leyenda del Caballero #C(#E87D22)%s#n será cambiado a  #C(#E87D22)%s#n después de la fusión del servidor.	0
Common.Other.GlobalPrompt.COUPLES_ADDCD_MSG	立即增加%s秒行动CD	Añade %s segundos de CD inmediatamente.	0
Common.Other.GlobalPrompt.COUPLES_ADDPASS_MSG	立即增加%s秒总通关时间	Añade %s segundos al tiempo para acabar con la mazmorra inmediatamente.	0
Common.Other.GlobalPrompt.COUPLES_ADD_BUFF	成功获得Buff	Mejora aplicada correctamente.	0
Common.Other.GlobalPrompt.COUPLES_DELCD_MSG	立即减少%s秒行动CD	Reduce %s segundos CD inmediatamente.	0
Common.Other.GlobalPrompt.COUPLES_DELPASS_MSG	立即减少%s秒总通关时间	Reduce %s segundos de tiempo para pasar a la mazmorra inmediatamente.	0
Common.Other.GlobalPrompt.COUPLES_FB_FAILED	本次通关已结束，您的挑战失败！	La mazmorra ha finalizado. El desafío ha sido fallido.	0
Common.Other.GlobalPrompt.COUPLES_INVETE_MSG2	您的爱人奖励还未领取，快提醒他领取通关奖励吧	Tu pareja no ha reicibido las recomensas. Corre! Avísale para recibirlas!	0
Common.Other.GlobalPrompt.COUPLES_INVITE_MSG	您的爱人不在，一个人也可以去闯关哟	Tu amor está offline. Puedes puedes desafiar por ti mismo.	0
Common.Other.GlobalPrompt.COUPLES_INVITE_SUC	邀请成功，恋人正在换衣服，稍等下哟	Invitado satisfactoriamente. Tu amor se está poniendo guapa/o para la ocasión. Por favor espera!	0
Common.Other.GlobalPrompt.COUPLES_LEVEL_MSG	您或您的恋人等级达不到该副本的等级，你可以挑选等级低点的哟	Tu o tu pareja no estais cualificados para la batalla de la mazmorra. Por favor elegid una mazmorra que requiera un Nv más bajo.	0
Common.Other.GlobalPrompt.COUPLES_NO_BUY_TIMES	今日已没有剩余的购买次数了	No dispones de intentos de compra por hoy.	0
Common.Other.GlobalPrompt.COUPLES_NO_TIMES	您或您的爱人已经没有闯关次数了！	Tu o tu pareja no dispone de tiempo para la batalla de las mazmorras.	0
Common.Other.GlobalPrompt.CTT_MAIL_SENDER	系统	Sistema	0
Common.Other.GlobalPrompt.CTT_MAIL_TITLE	【虚空幻境】排行榜周结算奖励	[] Recompensa semanal	0
Common.Other.GlobalPrompt.CTT_SCENE_IS_FULL	当前神界人数已满，您可以排队等候！	El área divina está llena de gente ahora. Por favor espera.	0
Common.Other.GlobalPrompt.CTT_WorldCall_Tips	#C(#E87D22)【虚空幻境】#C(#FFFF00)%s#n队伍向全世界发出召唤，他们尚缺#C(#FFFF00)%s#n人，等待您的加入！#C(#00ff00)#U#T(#K(YQZD,%s,立即加入,))	#C(#E87D22)[Tierra de cuento de hadas]#C(#FFFF00)%s#n el equipo está reclutando ahora. Siguen necesitando #C(#FFFF00)%s#n miembros.#C(#00ff00)#U#T(#K(YQZD,%s,Join now,))	0
Common.Other.GlobalPrompt.CardHalfYear	半年卡	Carta VIP semi anual.	0
Common.Other.GlobalPrompt.CardMonth	月卡	Pacto del espíritu	0
Common.Other.GlobalPrompt.CardReviveMail_Sender	系统	Sistema	0
Common.Other.GlobalPrompt.CardReviveMail_Title	您收到赠送卡片	Has recibido tarjetas regalo.	0
Common.Other.GlobalPrompt.CardWeek	周卡	Una semana Pacto del espíritu	0
Common.Other.GlobalPrompt.Card_Award	魔晶 + %s	Diamante +%s	0
Common.Other.GlobalPrompt.Card_Give	赠送成功	Enviado	0
Common.Other.GlobalPrompt.Card_GoldBuff_Tips	您是半年卡玩家, 您获得了额外10%的金币加成#H	Eres jugador con tarjeta VIP semi-anual. Has obtenido un 10% de oro como bonificación #H	0
Common.Other.GlobalPrompt.Card_Revive	你收到来自#C(#00EE00)%s#n赠送的尊贵#C(#00EE00)%s	Has recibido precioso #C(#00EE00)%s de #C(#00EE00)%s#n	0
Common.Other.GlobalPrompt.CarnivalOfTopup_Award_GlobalMsg_1	#C(#00FF00)%s#n幸运之极，在#C(#00FF00)狂欢充值#n礼盒中开出了	#C(#00FF00)%s#n ¡Estás de suerte! Has desbloqueado el #C(#00FF00) súper recarga #n el cofre que has obtenido	0
Common.Other.GlobalPrompt.CarnivalOfTopup_Award_GlobalMsg_2	，真是让人羡慕嫉妒啊！	. Eres envidiable!	0
Common.Other.GlobalPrompt.CarnivalOfTopup_Awrad_Msg	您的人品太好了，获得：#H	Estás de suerte has obtenido:#H	0
Common.Other.GlobalPrompt.ChangeCardUseLimit	最多同时使用5张变身卡	Puedes usar hasta 5 cartas de transformación al mismo tiempo.	0
Common.Other.GlobalPrompt.ChangeRoleGender_Tips1	有家室的人无法进行变性操作	Como hombre de familia, no puedes cambiar tu sexo.	0
Common.Other.GlobalPrompt.ChristmasFashionShowMail_Content	你收到来自#C(#00EE00)%s#n赠送的#Z(%s,%s)	Has recibido #Z(%s,%s) de #C(#00EE00)%s#n	0
Common.Other.GlobalPrompt.ChristmasFashionShowMail_Sender	系统	Sistema	0
Common.Other.GlobalPrompt.ChristmasFashionShowMail_Title	您收到赠送	Tu has recibido	0
Common.Other.GlobalPrompt.ChristmasFashionShow_DonateTips_Head	赠送成功，获得返利：#H	Regalo enviado, #H Descuentos recibidos	0
Common.Other.GlobalPrompt.ChristmasFashionShow_Tips_Head	购买成功，获得：#H	Comprado. #H Recibido	0
Common.Other.GlobalPrompt.ChristmasFashionShow_Tips_NotLocalServer	非本服好友，不能赠送	No puedes hacer regalos a jugadores de otros servidores.	0
Common.Other.GlobalPrompt.ChristmasHaoReward_Content	由于您的背包已满, 系统已将【圣诞嘉年华-有钱就是任性】充值奖励暂时保存于邮件附件中。请尽快整理您的背包，预留足够的背包格子，并且在7天内提取附件中的物品。	Tu mochila está llena. El sistema ha guardado tu "Carnaval de navidad: Besa mi hacha" las mejores recompensas están adjuntas en tu email temporalmente.Por favor haz espacio en tu mochila y recibe los objetos en 7 días.	0
Common.Other.GlobalPrompt.ChristmasHaoReward_Sender	系统	Sistema	0
Common.Other.GlobalPrompt.ChristmasHaoReward_Title	【圣诞嘉年华】跨服积分排名奖励	Recompensa de la fiesta navideña del servidor global.	0
Common.Other.GlobalPrompt.ChristmasHao_Content	恭喜！您在#C(#E87D22)【圣诞嘉年华-有钱就是任性】#n活动中跨服排名第%s，达到了排名奖励标准，获得了丰厚奖励！	Enhorabuena! Has clasificaco %s en el #C(#E87D22) "Fiesta Navideña: Besa mi hacha" #n, y recibe grandes recompensas por superar el standard!	0
Common.Other.GlobalPrompt.ChristmasHao_Sender	系统	Sistema	0
Common.Other.GlobalPrompt.ChristmasHao_Title	【圣诞嘉年华】跨服积分排名奖励	Calsificación de la Fiesta navideña del servidor global	0
Common.Other.GlobalPrompt.ChristmasMountLottery_Precious_Msg	#C(#00FF00)%s#n在圣诞坐骑转转乐活动中抽奖获得：#Z(%s,%s)的奖励,真是羡慕妒忌恨啊!	#C(#00FF00)%s#n has recibido monturas navideñas de la suerte recompensas: #Z(%s,%s), que envidia!	0
Common.Other.GlobalPrompt.ChristmasMountLottery_Tips_Head	抽奖成功，获得：#H	Dibujo ganador: #H	0
Common.Other.GlobalPrompt.ChristmasWingLottery_Precious_Msg	#C(#00FF00)%s#n在圣诞羽翼转转乐活动中抽奖获得：#Z(%s,%s)的奖励,真是羡慕妒忌恨啊!	#C(#00FF00)%s#n has recibido alas navideñas de la suerte recompensas: #Z(%s,%s), que envidia!	0
Common.Other.GlobalPrompt.ChristmasWingLottery_Tips_Head	抽奖成功，获得：#H	Dibujo ganador: #H	0
Common.Other.GlobalPrompt.ChristmasWishTree_Tips_Head	购买成功，获得：#H	Comprado. #H recibido	0
Common.Other.GlobalPrompt.Christmas_Tips_ConsumeEXp	恭喜获得%s圣诞活动积分	Enhorabuena has rcibido %s puntos navideños	0
Common.Other.GlobalPrompt.ClashOfTitansBeKilledTips	#C(#EE7600)【诸神之战】#n#C(#FFFF00)%s#n成功终结了#C(#FFFF00)%s#n的%s连杀！地图坐标#C(#00ff00)#U#A(#K(MoveXY,%s,%s))(%s,%s)#n#n#n处出现了“#C(#0066CC)%s的英魂#n”，拾取后可获得%s的属性。	#C(#EE7600)[Dios de la Guerra]#n#C(#FFFF00)%s#n parado #C(#FFFF00)%s#n's %s racha ganadora. Localización: #C(#00ff00)#U#A(#K(MoveXY,%s,%s))(%s,%s)#n#n#n aparece “#C(#0066CC)%s's alma. #n” Recógelo %s estadísticas	0
Common.Other.GlobalPrompt.ClashOfTitansCanNotReborn	你的复活次数已经用完，请等待下次活动开启	No dispones de más vidas. Por favor espera hasta en próximo evento.	0
Common.Other.GlobalPrompt.ClashOfTitansDeadoutTips	本次诸神之战您的个人积分为#C(#ffff37)%s#n，奖励将在活动结束后发放 	Tus puntos personales: #C(#ffff37)%s#n.La recomepnsa será recibida cuando finalice el evento.	0
Common.Other.GlobalPrompt.ClashOfTitansEnd	本次活动已结束 	El evento ha finalizado.	0
Common.Other.GlobalPrompt.ClashOfTitansEndWithOutTitan	#C(#EE7600)【诸神之战】#n活动已结束，仍有#C(#ffff37)%s#n位战神存活，下一次他们能分出胜负吗？	#C(#EE7600) [Dios de la Guerra]#n ha finalizado. Hay #C(#ffff37)%s#n dioses que siguen vivos. Esperemos al próximo evento!	0
Common.Other.GlobalPrompt.ClashOfTitansEntryClose	活动入口已关闭，下次活动请及时参与以免错过	El tiempo para entrar en el evento ha expirado. No te pierdas el próximo!	0
Common.Other.GlobalPrompt.ClashOfTitansFiveMiniutesReady	#C(#EE7600)【诸神之战】#n活动已开启，#C(#ffff37)5#n分钟后活动入口将关闭，请各位骑士及时进入	#C(#EE7600) [Dios de la Guerra]#n Ha comenzado. #C(#ffff37)5#n minutos después la entrada será cerrada. No te lo pierdas!	0
Common.Other.GlobalPrompt.ClashOfTitansKillTips1	#C(#EE7600)【诸神之战】#n#C(#FFFF00)%s#n气势如虹，完成%s连杀。	#C(#EE7600)[Dios de la Guerra]#n #C(#FFFF00)%s#n está teniendo %s una buena racha ganadora. Es un héroe!	0
Common.Other.GlobalPrompt.ClashOfTitansKillTips2	#C(#EE7600)【诸神之战】#n#C(#FFFF00)%s#n完成了%s连杀，已经势不可挡了。	#C(#EE7600)[Dios de la Guerra]#n #C(#FFFF00)%s#n está en %s racha ganadora, es imparable ahora.	0
Common.Other.GlobalPrompt.ClashOfTitansKillTips3	#C(#EE7600)【诸神之战】#n#C(#FFFF00)%s#n正在大杀特杀，达成%s连杀。	#C(#EE7600)[Dios de la Guerra]#n Increíble! #C(#FFFF00)%s#n está teniendo %s una gran racha ganadora!	0
Common.Other.GlobalPrompt.ClashOfTitansKillTips4	#C(#E87D22)【诸神之战】#n#C(#00FF00)%s#n连杀！#C(#FFFF00)%s：“还有谁？还有谁！ ”#n	#C(#E87D22)[Dios de la Guerra]#n#C(#00FF00)%s #n está en racha ganadora. #C(#FFFF00)%s 'Quien es el siguiente???'#n	0
Common.Other.GlobalPrompt.ClashOfTitansNotInScene	该角色目前不在场景中 	Este personaje no está en el mapa.	0
Common.Other.GlobalPrompt.ClashOfTitansOneMiniutesReady	#C(#EE7600)【诸神之战】#n活动已开启，#C(#ffff37)1#n分钟后活动入口将关闭，请各位骑士及时进入。	#C(#EE7600) [Dios de la Guerra]#n ha comenzado. #C(#ffff37)1#n minutos después del comeizno la entrada será cerrada.	0
Common.Other.GlobalPrompt.ClashOfTitansPerMinuteScore	您获得了系统发放的积分#C(#00FF00)+%s#n	Has recibido #C(#00FF00)+%s puntos.#n	0
Common.Other.GlobalPrompt.ClashOfTitansPickUpSoulGlobal	#C(#EE7600)【诸神之战】#n#C(#FFFF00)%s#n拾取了”#C(#0066CC)%s的英魂#n”，战斗力发生了翻天覆地的变化！	#C(#EE7600)[Dios de la Guerra]#n #C(#FFFF00)%s#n ha recogido ”#C(#0066CC)%s's alma.#n” Y ha ganado poder de batalla.	0
Common.Other.GlobalPrompt.ClashOfTitansPickUpSoulSelf	你拾取了%s的英魂，获得附体效果，下一场战斗属性将临时变为%s的属性。	Has recogido %s almas y en la próxima batalla, tus estadíticas serán de %s.	0
Common.Other.GlobalPrompt.ClashOfTitansRoleDieWithoutFighting	由于你在60秒内没有进行战斗，复活次数-1	No tienes ninguna batalla en 60 segundos, pierdes 1 vida.	0
Common.Other.GlobalPrompt.ClashOfTitansRoleInProtected	该角色正处于保护时间内！	El personaje está a ún bajo protección.	0
Common.Other.GlobalPrompt.ClashOfTitansSoulNpcName	%s的英魂	%s's alma	0
Common.Other.GlobalPrompt.ClashOfTitansStart	#C(#EE7600)【诸神之战】#n活动正式开启，这次谁又能战到最后成为新的王者？让我们拭目以待！	#C(#EE7600) [Dios de la guerra]#n ha finalizado. ¿Quién ganará el juego? Espera y verás!	0
Common.Other.GlobalPrompt.ClashOfTitansTimeOutTip	您由于战斗超时，复活次数-1。点击跳过战斗可避免战斗超时。	Estás fuera de tiempo., has perdido una vida. Haz click para evitar esto.	0
Common.Other.GlobalPrompt.ClashOfTitansTitanStandOut	#C(#EE7600)【诸神之战】#n战神诞生，#C(#FFFF00)%s#n击败全部对手战到最后，下一次荣耀又将归属于谁？	#C(#EE7600) [Dios de la Guerra]#n El ganador es #C(#FFFF00)%s#n! ¿Quién será el próximo ganador?	0
Common.Other.GlobalPrompt.CollectLongyin_Add	龙印+%s	Alma Dragón +%s	0
Common.Other.GlobalPrompt.CollectLongyin_MailContent	由于您的背包已满, 签到奖励通过邮件发放	Tu mochila está llena; comprueba las recompensas que han sido enviadas por mail.	0
Common.Other.GlobalPrompt.CollectLongyin_MailSender	系统	Sistema	0
Common.Other.GlobalPrompt.CollectLongyin_MailTitle	每日集龙印	Colección del alma de dragón	0
Common.Other.GlobalPrompt.Content	你获得了新的物品，由于你当时的背包已满，系统已将物品暂时保存于邮件附件中。请尽快整理您的背包，预留足够的背包格子，并且在7天内提取附件中的物品。	Has obtenido un objeto y tu inventario está lleno. Ha sido enviadoa tu email. Por favor limpia tu inventario y recibe tu premio antes de que caduque el email en los próximos 7 días.	0
Common.Other.GlobalPrompt.CouplesFashion_DonateTips_Head	赠送成功，获得返利：#H	Regalo enviado, #H descuentos recibidos	0
Common.Other.GlobalPrompt.CouplesFashion_Mail_Content	你收到来自#C(#00EE00)%s#n赠送的#Z(%s,%s)	Has recibido #Z(%s,%s) de #C(#00EE00)%s#n	0
Common.Other.GlobalPrompt.CouplesFashion_Mail_Sender	系统	Sistema	0
Common.Other.GlobalPrompt.CouplesFashion_Mail_Title	您收到赠送	Has recibido	0
Common.Other.GlobalPrompt.CouplesFashion_Tips_Head	购买成功，获得：#H	Comprado. #H recibido	0
Common.Other.GlobalPrompt.CouplesFashion_Tips_NotLocalServer	非本服好友，不能赠送	No puedes hacer regalos a jugadores de otros servidores.	0
Common.Other.GlobalPrompt.CouplesGoal_Tips_Addinmi	使用成功，获得亲密值 + %s	Utilizado. Intimidad+ %s recibida	0
Common.Other.GlobalPrompt.CouplesGoal_Tips_Head	成功领取目标奖励，获得：#H	Recompensa objetivo, recibida: #H	0
Common.Other.GlobalPrompt.CrazyShoppingCD	抢购正在冷却中	Sin esperas.	0
Common.Other.GlobalPrompt.CrazyShoppingGetReady1	#C(#FF0000)【疯狂抢购乐】#n本日的疯狂抢购将在#C(#00FF00)10分钟#n后开始，马上去参与抢购吧。	#C(#FF0000) "Tienda Manía" #n La tienda Manía de hoy comenzará en C(#00FF00)10 minutos. Ve y participa ya!	0
Common.Other.GlobalPrompt.CrazyShoppingGetReady2	#C(#FF0000)【疯狂抢购乐】#n本日的疯狂抢购将在#C(#00FF00)5分钟#n后开始，马上去参与抢购吧。	#C(#FF0000) "Tienda Manía" #n La tienda Manía de hoy comenzará en C(#00FF00)5 minutos. Ve y participa ya!	0
Common.Other.GlobalPrompt.CrazyShoppingGetReady3	#C(#FF0000)【疯狂抢购乐】#n本日的疯狂抢购将在#C(#00FF00)1分钟#n后开始，马上去参与抢购吧。	#C(#FF0000) "Tienda Manía" #n La tienda Manía de hoy comenzará en C(#00FF00)1 minuto. Ve y participa ya!	0
Common.Other.GlobalPrompt.CrazyShoppingGlobalTell	#C(#FF0000)【疯狂抢购乐】#n#C(#00FF00)%s#n以迅雷不及掩耳之的速度抢到了#Z(%s,%s)，真是羡煞旁人啊!	#C(#FF0000) "Tienda Manía" #n#C(#00FF00)%s#n ha comprado #Z(%s,%s) ha sido el primero en comprar !Que envidia!	0
Common.Other.GlobalPrompt.CuiLian_Tips_1	使用成功，获属性加成：生命+%s 物攻+%s 物防+%s 法防+%s 暴击+%s 免爆+%s 格挡+%s 破挡+%s	Has ganado estos puntos: PV+%s, ATQP+%s, DEFF+%s, DEFM+%s, Crit+%s, Anti-crit+%s, Bloq+%s, Anti-bloq+%s.	0
Common.Other.GlobalPrompt.CuiLian_Tips_2	使用成功，获属性加成：生命+%s 物攻 +%s 法攻 +%s 物防+%s 法防+%s 暴击+%s 免爆+%s 格挡+%s 破挡+%s	Has ganado estos puntos: PV+%s, ATQP+%s, ATQM+%s, DEFP+%s, DEFM+%s, Crit+%s, Anti-crit+%s, Bloq+%s, Romp-bloq+%s.	0
Common.Other.GlobalPrompt.CutTurkeyFail	切火鸡失败，获得参与奖励：#Z(%s,%s)	Rebanadora de pavo fallida. Recompensa de participación #Z(%s,%s) recibido.	0
Common.Other.GlobalPrompt.CutTurkeySuccess	感恩节快乐，获得：#Z(%s,%s)	Felíz acción de gracias. #Z(%s,%s) recibido	0
Common.Other.GlobalPrompt.DAY_FP_REWARD_HEARSAY	#C(#ffff37)%s#n成功完成了#C(#00EE00)五日首充#n活动，领取了丰富的奖励物品。	#C(#ffff37)%s#n ha completado la recarga diaría y recibido increibles recompensas.	0
Common.Other.GlobalPrompt.DD_END_HEARSAY	#C(#EE7600)【魔兽入侵】#n活动已经结束，经过勇士们的浴血奋战，圣辉城成功的抵挡住了魔兽的入侵	#C(#EE7600)【Invasores!】#n ha finalizado. Nuestros valientes guerreros han retenido valientemente a los invasores.	0
Common.Other.GlobalPrompt.DD_HAS_GET_REWARD_PROMPT	您今天已经参与过1次魔兽入侵，每天只能参与1次。	Hay invasores! No tendrán más intentos por el día de hoy.	0
Common.Other.GlobalPrompt.DD_RANK_FIRST_HEARSAY	#C(#EE7600)【魔兽入侵】#n当前伤害排名#C(#ffff37)第1#n：#C(#00EE00)%s#n, 公会：#C(#00EE00)%s#n。活动结束后与#C(#ffff37)第1名#n相同公会的玩家将会获得丰厚奖励	#C(#EE7600)【Invaders!】#n Damage Dealt No 1 Player: #C(#00EE00)%s#n, Guild: #C(#00EE00)%s#n. All #C(#ffff37)him/her#n guild members will receive magnificent rewards at the end of the event.	0
Common.Other.GlobalPrompt.DD_RANK_FIRST_NO_UNION_HEARSAY	#C(#EE7600)【魔兽入侵】#n当前伤害排名#C(#ffff37)第1#n：#C(#00EE00)%s#n, 公会：#C(#00EE00)无#n。	#C(#EE7600)【Invaders!】#n Damage Dealt No 1 Player: #C(#00EE00)%s#n, Guild: #C(#00EE00)N/A#n.	0
Common.Other.GlobalPrompt.DD_RANK_SECOND_HEARSAY	#C(#EE7600)【魔兽入侵】#n当前伤害排名#C(#ffff37)第2#n：#C(#00EE00)%s#n, 公会：#C(#00EE00)%s#n。活动结束后与#C(#ffff37)第2名#n相同公会的玩家将会获得丰厚奖励	#C(#EE7600)【Invasores!】#n Daño hecho jugador Nº 2: #C(#00EE00)%s#n, Clan: #C(#00EE00)%s#n. Todos #C(#ffff37)él/ella#n y los miembros del clan recibirán magníficas recompensas al finalizar el evento.	0
Common.Other.GlobalPrompt.DD_RANK_SECOND_NO_UNION_HEARSAY	#C(#EE7600)【魔兽入侵】#n当前伤害排名#C(#ffff37)第2#n：#C(#00EE00)%s#n, 公会：#C(#00EE00)无#n。	#C(#EE7600)【Invasores!】#n Daño hecho jugador Nº2: #C(#00EE00)%s#n, Clan: #C(#00EE00)N/A#n.	0
Common.Other.GlobalPrompt.DD_RANK_THIRD_HEARSAY	#C(#EE7600)【魔兽入侵】#n当前伤害排名#C(#ffff37)第3#n：#C(#00EE00)%s#n, 公会：#C(#00EE00)%s#n。活动结束后与#C(#ffff37)第3名#n相同公会的玩家将会获得丰厚奖励	#C(#EE7600)【Invasores!】#n Daño hecho jugador Nº 3: #C(#00EE00)%s#n, Clan: #C(#00EE00)%s#n. Todos #C(#ffff37)él/ella#n y los miembros del clan recibirán magníficas recompensas al finalizar el evento.	0
Common.Other.GlobalPrompt.DD_RANK_THIRD_NO_UNION_HEARSAY	#C(#EE7600)【魔兽入侵】#n当前伤害排名#C(#ffff37)第3#n：#C(#00EE00)%s#n, 公会：#C(#00EE00)无#n。	#C(#EE7600)【invasores!】#n Daño hecho jugador Nº 3 : #C(#00EE00)%s#n, Clan: #C(#00EE00)N/A#n.	0
Common.Other.GlobalPrompt.DD_READY_HEARSAY_1	#C(#EE7600)【魔兽入侵】#n将于10分钟后开启，请各位勇士做好准备	#C(#EE7600)【Invasores!】#n comenzará en 10 minutos. Estas preparado?	0
Common.Other.GlobalPrompt.DD_READY_HEARSAY_2	#C(#EE7600)【魔兽入侵】#n将于1分钟后开启，勇士们可以进场提前做好活动准备	#C(#EE7600)【Invasores!】#n Comienza en un minuto. La puerta a los invasores! Está abierta para ti! Adelante!	0
Common.Other.GlobalPrompt.DD_START_HEARSAY	#C(#EE7600)【魔兽入侵】#n已经开启，勇士们请速速进入战场	#C(#EE7600)【invasores!】#n ha comenzado. Recoged vuestras armas y aliaros con nosotros!	0
Common.Other.GlobalPrompt.DIG_REWARD_MSG	#C(#E87D22)%s#n在巨龙宝藏探险中，寻得%s魔晶。	#C(#E87D22)%s#n  has obtenido %s Diamantes en la caza del tesoro.	0
Common.Other.GlobalPrompt.DKCNew_Msg_UnlockLevel	【龙骑试炼】玩家#C(#00FF00)%s#n经过不懈努力，终于成功通关#C(#FF0000)%s#n，称霸全服指日可待！	[Prueba de dragón] #C(#00FF00)%s#n superada satisfactoriamente #C(#FF0000)%s#n! Enhorabuena!	0
Common.Other.GlobalPrompt.DKCNew_Tips_Head	抽奖成功，恭喜获得:	Has recibido:	0
Common.Other.GlobalPrompt.DKC_Msg_Pass	玩家#C(#00EE00)%s#n成功通关#C(#ffff37)%s#n，激活称号#C(#F2FE5E)%s#n	El jugador #C(#00EE00)%s#n ha pasado el nivel #C(#ffff37)%s#n, y ha activado el título #C(#F2FE5E)%s#n.	0
Common.Other.GlobalPrompt.DKC_Tips_Head	试练成功通关，获得：#H	Prueba superada, obtenido: #H	0
Common.Other.GlobalPrompt.DML_Broadcast_Mount	#C(#E87D22)【天马行空】#n#C(#00EE00)%s#n在天马行空活动运气爆棚，获得了#Z(%s,%s)，实在是太令人羡慕了！	#C(#E87D22) "Pegaso" #n#C(#00EE00)%s#n ha tenido suerte en el evento de pegaso, ganando un #Z(%s,%s), ¡Qué suerte!	0
Common.Other.GlobalPrompt.DML_Tips_Head	恭喜你获得#H	Has recibido #H	0
Common.Other.GlobalPrompt.DRAGON_ITEM_NOT_EVO	没有对应品质的神龙，无法使用！	No hay dragón para utilizarlo.	0
Common.Other.GlobalPrompt.DRAGON_LUCKY_DIG_MSG	每次挖宝仅可使用一次幸运挖宝	Sólo puedes usar una excavación de cofres en cada tesoro	0
