module_variable_name	source_text	target_text	need_translate
Common.Other.GlobalPrompt.BallFameCheersTips	喝彩成功, 奖励已发送, 获得: #Z(%s,%s)	Ödül gönderildi! #Z(%s,%s)  aldın.	0
Common.Other.GlobalPrompt.BallFameGoalsTips	哇! 射的真准, 获得: #Z(%s,%s)	#Z(%s,%s) aldın.	0
Common.Other.GlobalPrompt.BindRMB_Tips	魔晶 +%s#H	+%s#H bağlı kristal	0
Common.Other.GlobalPrompt.BlessRoulette_Tips_Reward_Head	恭喜你获得#H	Tebrikler #H kazanıldı	0
Common.Other.GlobalPrompt.BraveHero_BuyLimit	当前时间无法购买行动力	Şu an hak satın alınamaz	0
Common.Other.GlobalPrompt.BraveHero_Content	恭喜！您在【勇者英雄坛】活动中排名第%s，达到了排名奖励标准，获得了丰厚奖励！	Tebrikler! Kahraman Altar etkinliği sıralamanız  %s ve büyük ödüller kazandınız!	0
Common.Other.GlobalPrompt.BraveHero_Sender	系统	sistem	0
Common.Other.GlobalPrompt.BraveHero_TimeLimit	当前时间不可挑战	Şu an mücadeleye girilemez.	0
Common.Other.GlobalPrompt.BraveHero_Title	【勇者英雄坛】跨服排名奖励	Kahraman Altar etkinliği sunucular arası sıralama ödülü	0
Common.Other.GlobalPrompt.CAN_NOT_USE_MSG	该道具不可在%s阶及以上的坐骑上使用	Bu eşya %s veya daha düşük seviyede binek üzerinde kullanılamaz.	0
Common.Other.GlobalPrompt.CHANGE_MOUNT_TIME_FAILT	须事先激活过该坐骑外形	Önce binek görünüşü aktifleştirilmeli	0
Common.Other.GlobalPrompt.CHANGE_MOUNT_TIME_FAILT_2	该坐骑已经是永久坐骑！	Bu binek zaten süresiz binek!	0
Common.Other.GlobalPrompt.CHANGE_MOUNT_TIME_SUC	使用成功，您的坐骑#C(#ffff37)%s#n变为永久性坐骑	Başarıyla kullanıldı, bineğin #C(#ffff37)%s#n süresiz bineğe dönüştü	0
Common.Other.GlobalPrompt.CHANGE_NAME_SUC_MSG	龙骑士#C(#E87D22)%s#n使用角色改名卡将名字改为#C(#E87D22)%s#n,闻名天下。	#C(#E87D22)%s#n ad değiştirme kartı kullandı ve adını #C(#E87D22)%s#n yaptı.	0
Common.Other.GlobalPrompt.CHANGE_NAME_SUC_MSG2	龙骑士#C(#E87D22)%s#n合服后将名字改为#C(#E87D22)%s#n。	Ejder Yolu #C(#E87D22)%s#n sunucu birleşiminden sonra #C(#E87D22)%s#n olacak.	0
Common.Other.GlobalPrompt.COUPLES_ADDCD_MSG	立即增加%s秒行动CD	Anında %s saniye CD ekler. 	0
Common.Other.GlobalPrompt.COUPLES_ADDPASS_MSG	立即增加%s秒总通关时间	Zindan temizliğinde zamana anında %s saniye ekler.	0
Common.Other.GlobalPrompt.COUPLES_ADD_BUFF	成功获得Buff	ETKİ aldın.	0
Common.Other.GlobalPrompt.COUPLES_DELCD_MSG	立即减少%s秒行动CD	Anında %s saniye CD azaltır.	0
Common.Other.GlobalPrompt.COUPLES_DELPASS_MSG	立即减少%s秒总通关时间	Zindan temizliğinde zamandan anında %s saniye azaltır.	0
Common.Other.GlobalPrompt.COUPLES_FB_FAILED	本次通关已结束，您的挑战失败！	Zindan sona erdi. Görevi başaramadın!	0
Common.Other.GlobalPrompt.COUPLES_INVETE_MSG2	您的爱人奖励还未领取，快提醒他领取通关奖励吧	Eşin ödülünü almadı. Haber ver o da alsın!	0
Common.Other.GlobalPrompt.COUPLES_INVITE_MSG	您的爱人不在，一个人也可以去闯关哟	Eşin çevrimdışı. Tek başına mücadele et.	0
Common.Other.GlobalPrompt.COUPLES_INVITE_SUC	邀请成功，恋人正在换衣服，稍等下哟	Davet edildi. Eşin hazırlanıyor. Lütfen bekle!	0
Common.Other.GlobalPrompt.COUPLES_LEVEL_MSG	您或您的恋人等级达不到该副本的等级，你可以挑选等级低点的哟	Sen veya eşin zindan mücadelesi için uygun değilsiniz. Daha düşük seviye bir zindan seçiniz.	0
Common.Other.GlobalPrompt.COUPLES_NO_BUY_TIMES	今日已没有剩余的购买次数了	Bugün alışveriş hakkınız yok.	0
Common.Other.GlobalPrompt.COUPLES_NO_TIMES	您或您的爱人已经没有闯关次数了！	Senin veya eşinin zindana giriş hakkı yok.	0
Common.Other.GlobalPrompt.CTT_CROSS_END_MSG	#C(#E87D22)【神界】神界入口已关闭，请尽快离开神界，神界将会在#C(#FFFF00)23:59#n分将全部玩家驱逐出神界地图.	#C(#E87D22)[Tanrılar Dünyas]Tanrılar Dünyası Girişi Kapatılmıştır,lütfen çabuk bir şekilde ayrılın, tanrılar dünyası bütün oyuncuları dışarı çıkartacaktır. #C(#FFFF00)23:59 #n dakika.	0
Common.Other.GlobalPrompt.CTT_CROSS_END_MSG2	#C(#E87D22)【神界】神界入口已关闭，请尽快离开神界，神界将会在#C(#FFFF00)30#n分后将全部玩家驱逐出神界地图。	#C(#E87D22)[Tanrılar Dünyas]Tanrılar Dünyası Girişi Kapatılmıştır,lütfen çabuk bir şekilde ayrılın, tanrılar dünyası bütün oyuncuları dışarı çıkartacaktır. #C(#FFFF00)30 #n dakika.	0
Common.Other.GlobalPrompt.CTT_CROSS_END_MSG3	#C(#E87D22)【神界】神界入口已关闭，请尽快离开神界，神界将会在#C(#FFFF00)10#n分后将全部玩家驱逐出神界地图。	#C(#E87D22)[Tanrılar Dünyas]Tanrılar Dünyası Girişi Kapatılmıştır,lütfen çabuk bir şekilde ayrılın, tanrılar dünyası bütün oyuncuları dışarı çıkartacaktır. #C(#FFFF00)10 #n dakika.	0
Common.Other.GlobalPrompt.CTT_CROSS_END_MSG4	#C(#E87D22)【神界】神界入口已关闭，请尽快离开神界，神界将会在#C(#FFFF00)1#n分后将全部玩家驱逐出神界地图。	#C(#E87D22)[Tanrılar Dünyas]Tanrılar Dünyası Girişi Kapatılmıştır,lütfen çabuk bir şekilde ayrılın, tanrılar dünyası bütün oyuncuları dışarı çıkartacaktır. #C(#FFFF00)1 #n dakika.	0
Common.Other.GlobalPrompt.CTT_END_MSG	#C(#E87D22)【神界】神界入口已关闭，请诸位勇士明日再战！#n	#C(#E87D22)[Tanrılar Dünyas]Tanrılar Dünyası Girişi Kapatılmıştır,lütfen savaşmak için yarın tekrar gelin.#n	0
Common.Other.GlobalPrompt.CTT_MAIL_CONTENT	亲爱的玩家：#H您在【虚空幻境】玩法中排名第#C(#00EE00)%s#n，达到了排名奖励标准，获得了丰厚奖励！前十名的玩家将会额外获得对应的炫酷称号奖励哟！	Değerli oyuncumuz:#H Issız Periler Diyarı Etkinliği Sıralamanız#C(#00EE00)%s#n seviyesi,Bir çok ödül alabilirsiniz.İlk 10  a giren oyuncularımız ekstra değerli hediyeler kazanacaktır!	0
Common.Other.GlobalPrompt.CTT_MAIL_SENDER	系统	Sistem	0
Common.Other.GlobalPrompt.CTT_MAIL_TITLE	【虚空幻境】排行榜周结算奖励	[Issız Periler Diyarı) Haftalık Sıralama Ödülleri	0
Common.Other.GlobalPrompt.CTT_MIRROR_CLOSED	虚空幻境已关闭，请明日再来！	Issız Periler Diyarı kapandı,lütfen yarın tekrar gelin!	0
Common.Other.GlobalPrompt.CTT_POINT_Tips	幻境点+%s#H	Periler Diyarı Puanları +%s#H	0
Common.Other.GlobalPrompt.CTT_SCENE_IS_FULL	当前神界人数已满，您可以排队等候！	Tanrılar Dünyasındaki oyuncu sayısı çok, lütfen sıraya girin	0
Common.Other.GlobalPrompt.CTT_START_MSG	#C(#E87D22)【神界】神界入口已开启，诸位勇士战个痛快！#n	#C(#E87D22)[Tanrılar Dünyası]Girişi açıldı, iyi eğlenceler!#n	0
Common.Other.GlobalPrompt.CTT_STATUE_DATA	虚空幻境第%s名-%s	Issız Periler Diyarı %s Sıralaması-%s	0
Common.Other.GlobalPrompt.CTT_STATUE_NO_DATA	虚空幻境第%s名	Issız Periler Diyarı %s Sıralaması	0
Common.Other.GlobalPrompt.CTT_WorldCall_Tips	#C(#E87D22)【虚空幻境】#C(#FFFF00)%s#n队伍向全世界发出召唤，他们尚缺#C(#FFFF00)%s#n人，等待您的加入！#C(#00ff00)#U#T(#K(YQZD,%s,立即加入,))	#C(#E87D22)[Issız Periler Diyarı]#C(#FFFF00)%s#n Bütün oyunculara takım çağrısı, hala ihtiyacları olan #C(#FFFF00)%s#n oyuncular,senin katılımını beklıyorlar !#C(#00ff00)#U#T(#K(YQZD,%s,katılmak için acele et,))	0
Common.Other.GlobalPrompt.CardHalfYear	半年卡	Yarım yıllık VIP kart	0
Common.Other.GlobalPrompt.CardMonth	月卡	Ruh anlaşması	0
Common.Other.GlobalPrompt.CardReviveMail_Sender	系统	sistem	0
Common.Other.GlobalPrompt.CardReviveMail_Title	您收到赠送卡片	Hediye kartı aldın.	0
Common.Other.GlobalPrompt.CardWeek	周卡	Bir haftalık ruh anlaşması	0
Common.Other.GlobalPrompt.Card_Award	魔晶 + %s	+%s Bağlı kristal	0
Common.Other.GlobalPrompt.Card_Give	赠送成功	Gönderildi.	0
Common.Other.GlobalPrompt.Card_GoldBuff_Tips	您是半年卡玩家, 您获得了额外10%的金币加成#H	Yarın yıllık VIP kartı sahibi oyuncular için %10 altın arttırımı #H	0
Common.Other.GlobalPrompt.Card_Revive	你收到来自#C(#00EE00)%s#n赠送的尊贵#C(#00EE00)%s	 #C(#00EE00)%s#n size değerli  #C(#00EE00)%s verdi.	0
Common.Other.GlobalPrompt.CarnivalOfTopup_Award_GlobalMsg_1	#C(#00FF00)%s#n幸运之极，在#C(#00FF00)狂欢充值#n礼盒中开出了	#C(#00FF00)%s#n Ne şans!  #C(#00FF00) Karnaval ödülü #n sandık aldın.	0
Common.Other.GlobalPrompt.CarnivalOfTopup_Award_GlobalMsg_2	，真是让人羡慕嫉妒啊！	Başardın!	0
Common.Other.GlobalPrompt.CarnivalOfTopup_Awrad_Msg	您的人品太好了，获得：#H	Çok şanslısın #H aldın.	0
Common.Other.GlobalPrompt.ChangeCardUseLimit	最多同时使用5张变身卡	Aynı anda en fazla 5 adet mutasyon kartı kullanılabilir	0
Common.Other.GlobalPrompt.ChangeRoleGender_Tips1	有家室的人无法进行变性操作	Değiştirilemez.	0
Common.Other.GlobalPrompt.ChristmasFashionShowMail_Content	你收到来自#C(#00EE00)%s#n赠送的#Z(%s,%s)	#C(#00EE00)%s#n kişisinin gönderdiği #Z(%s,%s) hediyeyi aldın.	0
Common.Other.GlobalPrompt.ChristmasFashionShowMail_Sender	系统	Sistem	0
Common.Other.GlobalPrompt.ChristmasFashionShowMail_Title	您收到赠送	Hediye aldın	0
Common.Other.GlobalPrompt.ChristmasFashionShow_DonateTips_Head	赠送成功，获得返利：#H	Hediye gönderildi, senin kazancın: #H	0
Common.Other.GlobalPrompt.ChristmasFashionShow_Tips_Head	购买成功，获得：#H	Hediye satın alındı, kazanılan: #H	0
Common.Other.GlobalPrompt.ChristmasFashionShow_Tips_NotLocalServer	非本服好友，不能赠送	Arkadaşın bu sunucudan değil, hediye edilemez	0
Common.Other.GlobalPrompt.ChristmasHaoReward_Content	由于您的背包已满, 系统已将【圣诞嘉年华-有钱就是任性】充值奖励暂时保存于邮件附件中。请尽快整理您的背包，预留足够的背包格子，并且在7天内提取附件中的物品。	Çantan dolu olduğu için, sistem [Yeni Yıl Etkinliği-Zenginlik Etkinliği] ödeme hediyesini posta kutuna gönderdi. Hemen çantanı düzenleyip hediye paketi için bir yer aç ve hediyeni 7 gün içerisinde posta kutusundan teslim al.	0
Common.Other.GlobalPrompt.ChristmasHaoReward_Sender	系统	Sistem	0
Common.Other.GlobalPrompt.ChristmasHaoReward_Title	【圣诞嘉年华】跨服积分排名奖励	[Yeni Yıl Etkinliği] sunuculararası puan sıralaması hediyesi	0
Common.Other.GlobalPrompt.ChristmasHao_Content	恭喜！您在#C(#E87D22)【圣诞嘉年华-有钱就是任性】#n活动中跨服排名第%s，达到了排名奖励标准，获得了丰厚奖励！	Tebrikler! #C(#E87D22)[Yeni Yıl Etkinliği-Zenginlik Etkinliği] #n boyunca sunuculararası sıralamada %s. oldun, sıralamada belirtilen yerlere ulaşarak, zengin hediyeler kazan!	0
Common.Other.GlobalPrompt.ChristmasHao_Sender	系统	Sistem	0
Common.Other.GlobalPrompt.ChristmasHao_Title	【圣诞嘉年华】跨服积分排名奖励	[Yeni Yıl Etkinliği] sunuculararası puan sıralaması hediyesi	0
Common.Other.GlobalPrompt.ChristmasMountLottery_Precious_Msg	#C(#00FF00)%s#n在圣诞坐骑转转乐活动中抽奖获得：#Z(%s,%s)的奖励,真是羡慕妒忌恨啊!	#C(#00FF00)%s#n Yeni yıl binek çarkı etkinliğinden şunları kazandın: #Z(%s,%s) ödülü, gerçekten kıskanılacak bir durum!	0
Common.Other.GlobalPrompt.ChristmasMountLottery_Tips_Head	抽奖成功，获得：#H	Çekiliş başarılı, kazanılan: #H	0
Common.Other.GlobalPrompt.ChristmasWingLottery_Precious_Msg	#C(#00FF00)%s#n在圣诞羽翼转转乐活动中抽奖获得：#Z(%s,%s)的奖励,真是羡慕妒忌恨啊!	#C(#00FF00)%s#n Yeni yıl tüy çarkı etkinliğinden şunları kazandın: #Z(%s,%s) ödülü, gerçekten kıskanılacak bir durum!	0
Common.Other.GlobalPrompt.ChristmasWingLottery_Tips_Head	抽奖成功，获得：#H	Çekiliş başarılı, kazanılan: #H	0
Common.Other.GlobalPrompt.ChristmasWishTree_Tips_Head	购买成功，获得：#H	Hediye satın alındı, kazanılan: #H	0
Common.Other.GlobalPrompt.Christmas_Tips_ConsumeEXp	恭喜获得%s圣诞活动积分	Tebrikler %s yeni yıl etkinlik puanı kazandın	0
Common.Other.GlobalPrompt.ClashOfTitansBeKilledTips	#C(#EE7600)【诸神之战】#n#C(#FFFF00)%s#n成功终结了#C(#FFFF00)%s#n的%s连杀！地图坐标#C(#00ff00)#U#A(#K(MoveXY,%s,%s))(%s,%s)#n#n#n处出现了“#C(#0066CC)%s的英魂#n”，拾取后可获得%s的属性。	#C(#EE7600)[Büyük Tanrı Savaşı] #n#C(#FFFF00)%s#n başarıyla #C(#FFFF00)%s#n oyuncusunun %s seri öldürmesini sonlandırdı! Harita ikonunda #C(#00ff00)#U#A(#K(MoveXY,%s,%s))(%s,%s)#n#n#n bölgesinde “#C(#0066CC)%s kahraman ruhu#n” ortaya çıktı, alındıktan sonra %s özelliği kazanılır.	0
Common.Other.GlobalPrompt.ClashOfTitansCanNotReborn	你的复活次数已经用完，请等待下次活动开启	Canlanma hakları kullanıldı, sonraki etkinliği bekleyin	0
Common.Other.GlobalPrompt.ClashOfTitansDeadoutTips	本次诸神之战您的个人积分为#C(#ffff37)%s#n，奖励将在活动结束后发放 	Bu Büyük Tanrı Savaşındaki kişisel puanın #C(#ffff37)%s#n, ödüller etkinlik sonra erdikten sonra gönderilecek 	0
Common.Other.GlobalPrompt.ClashOfTitansEnd	本次活动已结束 	Bu etkinlik sona erdi 	0
Common.Other.GlobalPrompt.ClashOfTitansEndWithOutTitan	#C(#EE7600)【诸神之战】#n活动已结束，仍有#C(#ffff37)%s#n位战神存活，下一次他们能分出胜负吗？	#C(#EE7600)[Büyük Tanrı Savaşı]#n etkinliği sona erdi, hala #C(#ffff37)%s#n savaşçı yaşıyor, sonraki sefere kazanan belirlensin mi?	0
Common.Other.GlobalPrompt.ClashOfTitansEntryClose	活动入口已关闭，下次活动请及时参与以免错过	Etkinlik girişleri kapatıldı, sonraki etkinlik başladığı zaman katılmayı unutmayın	0
Common.Other.GlobalPrompt.ClashOfTitansFiveMiniutesReady	#C(#EE7600)【诸神之战】#n活动已开启，#C(#ffff37)5#n分钟后活动入口将关闭，请各位骑士及时进入	#C(#EE7600)[Büyük Tanrı Savaşı]#n etkinliği açıldı, #C(#ffff37)5#n dakika sonra girişler kapatılacak, tüm şövalyeler zamanında giriş yapsın.	0
Common.Other.GlobalPrompt.ClashOfTitansKillTips1	#C(#EE7600)【诸神之战】#n#C(#FFFF00)%s#n气势如虹，完成%s连杀。	#C(#EE7600)[Büyük Tanrı Savaşı] #n#C(#FFFF00)%s#n büyük bir hırsla, %s seri öldürmeyi tamamladı.	0
Common.Other.GlobalPrompt.ClashOfTitansKillTips2	#C(#EE7600)【诸神之战】#n#C(#FFFF00)%s#n完成了%s连杀，已经势不可挡了。	#C(#EE7600)[Büyük Tanrı Savaşı] #n#C(#FFFF00)%s#n %s seri öldürmeyi tamamladı, artık onu kimse durduramaz.	0
Common.Other.GlobalPrompt.ClashOfTitansKillTips3	#C(#EE7600)【诸神之战】#n#C(#FFFF00)%s#n正在大杀特杀，达成%s连杀。	#C(#EE7600)[Büyük Tanrı Savaşı] #n#C(#FFFF00)%s#n şuan en büyük katil modunda, %s seri öldürmeyi tamamladı.	0
Common.Other.GlobalPrompt.ClashOfTitansKillTips4	#C(#E87D22)【诸神之战】#n#C(#00FF00)%s#n连杀！#C(#FFFF00)%s：“还有谁？还有谁！ ”#n	#C(#E87D22)[Büyük Tanrı Savaşı] #n#C(#00FF00)%s#n seri öldürdü! C(#FFFF00)%s: “Başka kim kaldı? Başka kim var?  ”#n	0
Common.Other.GlobalPrompt.ClashOfTitansNotInScene	该角色目前不在场景中 	Bu karakter sahnede değil 	0
Common.Other.GlobalPrompt.ClashOfTitansOneMiniutesReady	#C(#EE7600)【诸神之战】#n活动已开启，#C(#ffff37)1#n分钟后活动入口将关闭，请各位骑士及时进入。	#C(#EE7600)[Büyük Tanrı Savaşı]#n etkinliği açıldı, #C(#ffff37)1#n dakika sonra girişler kapatılacak, tüm şövalyeler zamanında giriş yapsın.	0
Common.Other.GlobalPrompt.ClashOfTitansPerMinuteScore	您获得了系统发放的积分#C(#00FF00)+%s#n	Sistemin gönderdiği puanlardan kazandın#C(#00FF00)+%s#n	0
Common.Other.GlobalPrompt.ClashOfTitansPickUpSoulGlobal	#C(#EE7600)【诸神之战】#n#C(#FFFF00)%s#n拾取了”#C(#0066CC)%s的英魂#n”，战斗力发生了翻天覆地的变化！	#C(#EE7600)[Büyük Tanrı Savaşı] #n#C(#FFFF00)%s#”#C(#0066CC)%s kahraman ruhu#n” topladı, şimdi savaşın seyrini değiştirecek bir değişim yaşanabilir!	0
Common.Other.GlobalPrompt.ClashOfTitansPickUpSoulSelf	你拾取了%s的英魂，获得附体效果，下一场战斗属性将临时变为%s的属性。	%s kahraman ruhunu topladın, ek beden etkileri kazandın, bir sonraki savaşta özelliklerin geçici olarak %s özelliğine dönüşecek.	0
Common.Other.GlobalPrompt.ClashOfTitansRoleDieWithoutFighting	由于你在60秒内没有进行战斗，复活次数-1	60 saniye boyunca hiç savaşmadığınız için, canlanma sayısı-1 düştü	0
Common.Other.GlobalPrompt.ClashOfTitansRoleInProtected	该角色正处于保护时间内！	Bu karakter koruma sürecinde!	0
Common.Other.GlobalPrompt.ClashOfTitansSoulNpcName	%s的英魂	%s Kahraman Ruhu	0
Common.Other.GlobalPrompt.ClashOfTitansStart	#C(#EE7600)【诸神之战】#n活动正式开启，这次谁又能战到最后成为新的王者？让我们拭目以待！	#C(#EE7600)Büyük Tanrı Savaşı]#n etkinliği resmen açıldı, bakalım bu "Savaş" alanının yeni kralı kim olacak? İzleyip görelim!	0
Common.Other.GlobalPrompt.ClashOfTitansTimeOutTip	您由于战斗超时，复活次数-1。点击跳过战斗可避免战斗超时。	Savaş zaman aşımına uğradığı için, canlanma sayısı -1 düştü Savaş Geçe tıklayarak savaş zaman aşımından korunulabilir.	0
Common.Other.GlobalPrompt.ClashOfTitansTitanStandOut	#C(#EE7600)【诸神之战】#n战神诞生，#C(#FFFF00)%s#n击败全部对手战到最后，下一次荣耀又将归属于谁？	#C(#EE7600)[Büyük Tanrı Savaşı]#n Savaş Tanrısı geldi, #C(#FFFF00)%s#n "Savaş" alanında tüm rakiplerini yenerek sona kaldı, bakalım bir sonraki onur kimin olacak?	0
Common.Other.GlobalPrompt.CollectLongyin_Add	龙印+%s	Dragon damgası+%s	0
Common.Other.GlobalPrompt.CollectLongyin_MailContent	由于您的背包已满, 签到奖励通过邮件发放	Çantan dolu olduğu için, yoklama hediyeleri posta kutuna gönderildi	0
Common.Other.GlobalPrompt.CollectLongyin_MailSender	系统	Sistem	0
Common.Other.GlobalPrompt.CollectLongyin_MailTitle	每日集龙印	Günlük dragon damgası toplama	0
Common.Other.GlobalPrompt.Content	你获得了新的物品，由于你当时的背包已满，系统已将物品暂时保存于邮件附件中。请尽快整理您的背包，预留足够的背包格子，并且在7天内提取附件中的物品。	Eşya kazandın ama koyacak yer yok. Emailin geçerlilik süresi 7 gün dolmadan önce lütfen biraz yer boşalt ki emaille gönderilenleri alabilesin.	0
Common.Other.GlobalPrompt.CouplesFashion_DonateTips_Head	赠送成功，获得返利：#H	Hediye gönderildi, senin kazancın: #H	0
Common.Other.GlobalPrompt.CouplesFashion_Mail_Content	你收到来自#C(#00EE00)%s#n赠送的#Z(%s,%s)	#C(#00EE00)%s#n kişisinin gönderdiği #Z(%s,%s) hediyeyi aldın.	0
Common.Other.GlobalPrompt.CouplesFashion_Mail_Sender	系统	Sistem	0
Common.Other.GlobalPrompt.CouplesFashion_Mail_Title	您收到赠送	Hediye aldın	0
Common.Other.GlobalPrompt.CouplesFashion_Tips_Head	购买成功，获得：#H	Hediye satın alındı, kazanılan: #H	0
Common.Other.GlobalPrompt.CouplesFashion_Tips_NotLocalServer	非本服好友，不能赠送	Arkadaşın bu sunucudan değil, hediye edilemez	0
Common.Other.GlobalPrompt.CouplesGoal_Tips_Addinmi	使用成功，获得亲密值 + %s	Başarıyla kullanıldı, kazanılan yakınlık derecesi + %s	0
Common.Other.GlobalPrompt.CouplesGoal_Tips_Head	成功领取目标奖励，获得：#H	Hedef ödülleri başarıyla alındı, kazanılan: #H	0
Common.Other.GlobalPrompt.CrazyShoppingCD	抢购正在冷却中	Ürün kapma bekleme süresinde	0
Common.Other.GlobalPrompt.CrazyShoppingGetReady1	#C(#FF0000)【疯狂抢购乐】#n本日的疯狂抢购将在#C(#00FF00)10分钟#n后开始，马上去参与抢购吧。	[Alışveriş Çılgınlığı] Günün alışveriş çılgınlığı 10 dakika sonra başlayacak, hemen katılıp özel ürünleri kap!	0
Common.Other.GlobalPrompt.CrazyShoppingGetReady2	#C(#FF0000)【疯狂抢购乐】#n本日的疯狂抢购将在#C(#00FF00)5分钟#n后开始，马上去参与抢购吧。	[Alışveriş Çılgınlığı] Günün alışveriş çılgınlığı 5 dakika sonra başlayacak, hemen katılıp özel ürünleri kap!	0
Common.Other.GlobalPrompt.CrazyShoppingGetReady3	#C(#FF0000)【疯狂抢购乐】#n本日的疯狂抢购将在#C(#00FF00)1分钟#n后开始，马上去参与抢购吧。	[Alışveriş Çılgınlığı] Günün alışveriş çılgınlığı 1 dakika sonra başlayacak, hemen katılıp özel ürünleri kap!	0
Common.Other.GlobalPrompt.CrazyShoppingGlobalTell	#C(#FF0000)【疯狂抢购乐】#n#C(#00FF00)%s#n以迅雷不及掩耳之的速度抢到了#Z(%s,%s)，真是羡煞旁人啊!	[Alışveriş Çılgınlığı] Oyuncu %s yıldırımdan da hızlı bir şekilde #Z(%s,%s) satın almayı başardı, bu gerçekten inanılmaz bir başarı!	0
Common.Other.GlobalPrompt.CuiLian_Tips_1	使用成功，获属性加成：生命+%s 物攻+%s 物防+%s 法防+%s 暴击+%s 免爆+%s 格挡+%s 破挡+%s	Kazandığınız özellik: HP+%s, P-atk+%s, P-def+%s, M-def+%s, Crit+%s, Anti-kritik+%s, Blok+%s, Anti-blok+%s.	0
Common.Other.GlobalPrompt.CuiLian_Tips_2	使用成功，获属性加成：生命+%s 物攻 +%s 法攻 +%s 物防+%s 法防+%s 暴击+%s 免爆+%s 格挡+%s 破挡+%s	Kazandığınız özellik: HP+%s, P-atk+%s, M-atk+%s, P-def+%s, M-def+%s, Crit+%s, Anti-kritik+%s, Blok+%s, Anti-blok+%s.	0
Common.Other.GlobalPrompt.CutTurkeyFail	切火鸡失败，获得参与奖励：#Z(%s,%s)	Hindi kesme başarısız, katılımcıların kazandığı hediye: #Z(%s,%s)	0
Common.Other.GlobalPrompt.CutTurkeySuccess	感恩节快乐，获得：#Z(%s,%s)	Şükran günü kutlaması, kazanılan: #Z(%s,%s)	0
Common.Other.GlobalPrompt.DAY_FP_REWARD_HEARSAY	#C(#ffff37)%s#n成功完成了#C(#00EE00)五日首充#n活动，领取了丰富的奖励物品。	#C(#ffff37)%s#n günlük ödeme etkinliği tamamlandı ve ödül kazandınız. 	0
Common.Other.GlobalPrompt.DD_END_HEARSAY	#C(#EE7600)【魔兽入侵】#n活动已经结束，经过勇士们的浴血奋战，圣辉城成功的抵挡住了魔兽的入侵	#C(#EE7600)【İstilacılar!】#n yok edildi. Cesur savaşçılar istilacıları geri püskürttü.	0
Common.Other.GlobalPrompt.DD_HAS_GET_REWARD_PROMPT	您今天已经参与过1次魔兽入侵，每天只能参与1次。	İstilacılar! başladı. Bugün bir giriş hakkı.	0
