dragonId	position	grade	needDragonSoul	needPreBallData	maxhp	attackspeed	anger	attack_p	defense_p	attack_m	defense_m	crit	critpress	antibroken	notbroken	parry	puncture	damageupgrade	damagereduce
1	2	10	9500	(1,10)	0	0	0	605	0	0	0	0	0	0	0	0	0	0	0
1	2	11	11100	(1,11)	0	0	0	678	0	0	0	0	0	0	0	0	0	0	0
1	2	12	12700	(1,12)	0	0	0	754	0	0	0	0	0	0	0	0	0	0	0
1	2	13	14300	(1,13)	0	0	0	832	0	0	0	0	0	0	0	0	0	0	0
1	2	14	15900	(1,14)	0	0	0	912	0	0	0	0	0	0	0	0	0	0	0
1	2	15	18100	(1,15)	0	0	0	995	0	0	0	0	0	0	0	0	0	0	0
1	2	16	22100	(1,16)	0	0	0	1080	0	0	0	0	0	0	0	0	0	0	0
1	2	17	26100	(1,17)	0	0	0	1167	0	0	0	0	0	0	0	0	0	0	0
1	2	18	30100	(1,18)	0	0	0	1257	0	0	0	0	0	0	0	0	0	0	0
1	2	19	34100	(1,19)	0	0	0	1349	0	0	0	0	0	0	0	0	0	0	0
1	2	20	38100	(1,20)	0	0	0	1443	0	0	0	0	0	0	0	0	0	0	0
1	2	21	50500	(1,21)	0	0	0	1540	0	0	0	0	0	0	0	0	0	0	0
1	2	22	54500	(1,22)	0	0	0	1639	0	0	0	0	0	0	0	0	0	0	0
1	2	23	58500	(1,23)	0	0	0	1740	0	0	0	0	0	0	0	0	0	0	0
1	2	24	62500	(1,24)	0	0	0	1844	0	0	0	0	0	0	0	0	0	0	0
1	2	25	66500	(1,25)	0	0	0	1950	0	0	0	0	0	0	0	0	0	0	0
1	2	26	70500	(1,26)	0	0	0	2058	0	0	0	0	0	0	0	0	0	0	0
1	2	27	74500	(1,27)	0	0	0	2169	0	0	0	0	0	0	0	0	0	0	0
1	2	28	78500	(1,28)	0	0	0	2282	0	0	0	0	0	0	0	0	0	0	0
1	2	29	82500	(1,29)	0	0	0	2397	0	0	0	0	0	0	0	0	0	0	0
1	2	30	86500	(1,30)	0	0	0	2515	0	0	0	0	0	0	0	0	0	0	0
1	2	31	90500	(1,31)	0	0	0	2635	0	0	0	0	0	0	0	0	0	0	0
1	2	32	94500	(1,32)	0	0	0	2757	0	0	0	0	0	0	0	0	0	0	0
1	2	33	98500	(1,33)	0	0	0	2882	0	0	0	0	0	0	0	0	0	0	0
1	2	34	102500	(1,34)	0	0	0	3009	0	0	0	0	0	0	0	0	0	0	0
1	2	35	106500	(1,35)	0	0	0	3138	0	0	0	0	0	0	0	0	0	0	0
1	3	1	2200	(2,1)	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0
1	3	2	3000	(2,2)	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0
1	3	3	3800	(2,3)	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0
1	3	4	4600	(2,4)	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0
1	3	5	5400	(2,5)	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0
1	3	6	6200	(2,6)	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0
1	3	7	7000	(2,7)	0	0	0	0	399	0	0	0	0	0	0	0	0	0	0
1	3	8	7800	(2,8)	0	0	0	0	465	0	0	0	0	0	0	0	0	0	0
1	3	9	8600	(2,9)	0	0	0	0	534	0	0	0	0	0	0	0	0	0	0
1	3	10	9700	(2,10)	0	0	0	0	605	0	0	0	0	0	0	0	0	0	0
1	3	11	11300	(2,11)	0	0	0	0	678	0	0	0	0	0	0	0	0	0	0
1	3	12	12900	(2,12)	0	0	0	0	754	0	0	0	0	0	0	0	0	0	0
1	3	13	14500	(2,13)	0	0	0	0	832	0	0	0	0	0	0	0	0	0	0
1	3	14	16100	(2,14)	0	0	0	0	912	0	0	0	0	0	0	0	0	0	0
1	3	15	18600	(2,15)	0	0	0	0	995	0	0	0	0	0	0	0	0	0	0
1	3	16	22600	(2,16)	0	0	0	0	1080	0	0	0	0	0	0	0	0	0	0
1	3	17	26600	(2,17)	0	0	0	0	1167	0	0	0	0	0	0	0	0	0	0
1	3	18	30600	(2,18)	0	0	0	0	1257	0	0	0	0	0	0	0	0	0	0
1	3	19	34600	(2,19)	0	0	0	0	1349	0	0	0	0	0	0	0	0	0	0
1	3	20	38600	(2,20)	0	0	0	0	1443	0	0	0	0	0	0	0	0	0	0
1	3	21	51000	(2,21)	0	0	0	0	1540	0	0	0	0	0	0	0	0	0	0
1	3	22	55000	(2,22)	0	0	0	0	1639	0	0	0	0	0	0	0	0	0	0
1	3	23	59000	(2,23)	0	0	0	0	1740	0	0	0	0	0	0	0	0	0	0
1	3	24	63000	(2,24)	0	0	0	0	1844	0	0	0	0	0	0	0	0	0	0
1	3	25	67000	(2,25)	0	0	0	0	1950	0	0	0	0	0	0	0	0	0	0
1	3	26	71000	(2,26)	0	0	0	0	2058	0	0	0	0	0	0	0	0	0	0
1	3	27	75000	(2,27)	0	0	0	0	2169	0	0	0	0	0	0	0	0	0	0
1	3	28	79000	(2,28)	0	0	0	0	2282	0	0	0	0	0	0	0	0	0	0
1	3	29	83000	(2,29)	0	0	0	0	2397	0	0	0	0	0	0	0	0	0	0
1	3	30	87000	(2,30)	0	0	0	0	2515	0	0	0	0	0	0	0	0	0	0
1	3	31	91000	(2,31)	0	0	0	0	2635	0	0	0	0	0	0	0	0	0	0
1	3	32	95000	(2,32)	0	0	0	0	2757	0	0	0	0	0	0	0	0	0	0
1	3	33	99000	(2,33)	0	0	0	0	2882	0	0	0	0	0	0	0	0	0	0
1	3	34	103000	(2,34)	0	0	0	0	3009	0	0	0	0	0	0	0	0	0	0
1	3	35	107000	(2,35)	0	0	0	0	3138	0	0	0	0	0	0	0	0	0	0
1	4	1	2300	(3,1)	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0
1	4	2	3100	(3,2)	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
1	4	3	3900	(3,3)	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0
1	4	4	4700	(3,4)	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0
1	4	5	5500	(3,5)	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0
1	4	6	6300	(3,6)	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0
1	4	7	7100	(3,7)	0	0	0	0	0	0	399	0	0	0	0	0	0	0	0
1	4	8	7900	(3,8)	0	0	0	0	0	0	465	0	0	0	0	0	0	0	0
1	4	9	8700	(3,9)	0	0	0	0	0	0	534	0	0	0	0	0	0	0	0
1	4	10	9900	(3,10)	0	0	0	0	0	0	605	0	0	0	0	0	0	0	0
1	4	11	11500	(3,11)	0	0	0	0	0	0	678	0	0	0	0	0	0	0	0
1	4	12	13100	(3,12)	0	0	0	0	0	0	754	0	0	0	0	0	0	0	0
1	4	13	14700	(3,13)	0	0	0	0	0	0	832	0	0	0	0	0	0	0	0
1	4	14	16300	(3,14)	0	0	0	0	0	0	912	0	0	0	0	0	0	0	0
1	4	15	19100	(3,15)	0	0	0	0	0	0	995	0	0	0	0	0	0	0	0
1	4	16	23100	(3,16)	0	0	0	0	0	0	1080	0	0	0	0	0	0	0	0
1	4	17	27100	(3,17)	0	0	0	0	0	0	1167	0	0	0	0	0	0	0	0
1	4	18	31100	(3,18)	0	0	0	0	0	0	1257	0	0	0	0	0	0	0	0
1	4	19	35100	(3,19)	0	0	0	0	0	0	1349	0	0	0	0	0	0	0	0
1	4	20	39100	(3,20)	0	0	0	0	0	0	1443	0	0	0	0	0	0	0	0
1	4	21	51500	(3,21)	0	0	0	0	0	0	1540	0	0	0	0	0	0	0	0
1	4	22	55500	(3,22)	0	0	0	0	0	0	1639	0	0	0	0	0	0	0	0
1	4	23	59500	(3,23)	0	0	0	0	0	0	1740	0	0	0	0	0	0	0	0
1	4	24	63500	(3,24)	0	0	0	0	0	0	1844	0	0	0	0	0	0	0	0
1	4	25	67500	(3,25)	0	0	0	0	0	0	1950	0	0	0	0	0	0	0	0
1	4	26	71500	(3,26)	0	0	0	0	0	0	2058	0	0	0	0	0	0	0	0
1	4	27	75500	(3,27)	0	0	0	0	0	0	2169	0	0	0	0	0	0	0	0
1	4	28	79500	(3,28)	0	0	0	0	0	0	2282	0	0	0	0	0	0	0	0
1	4	29	83500	(3,29)	0	0	0	0	0	0	2397	0	0	0	0	0	0	0	0
1	4	30	87500	(3,30)	0	0	0	0	0	0	2515	0	0	0	0	0	0	0	0
1	4	31	91500	(3,31)	0	0	0	0	0	0	2635	0	0	0	0	0	0	0	0
1	4	32	95500	(3,32)	0	0	0	0	0	0	2757	0	0	0	0	0	0	0	0
1	4	33	99500	(3,33)	0	0	0	0	0	0	2882	0	0	0	0	0	0	0	0
1	4	34	103500	(3,34)	0	0	0	0	0	0	3009	0	0	0	0	0	0	0	0
1	4	35	107500	(3,35)	0	0	0	0	0	0	3138	0	0	0	0	0	0	0	0
1	5	1	2400	(4,1)	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0
1	5	2	3200	(4,2)	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0
1	5	3	4000	(4,3)	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0
1	5	4	4800	(4,4)	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0
1	5	5	5600	(4,5)	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0
1	5	6	6400	(4,6)	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0
1	5	7	7200	(4,7)	0	0	0	0	0	0	0	0	399	0	0	0	0	0	0
1	5	8	8000	(4,8)	0	0	0	0	0	0	0	0	465	0	0	0	0	0	0
1	5	9	8800	(4,9)	0	0	0	0	0	0	0	0	534	0	0	0	0	0	0
1	5	10	10100	(4,10)	0	0	0	0	0	0	0	0	605	0	0	0	0	0	0
1	5	11	11700	(4,11)	0	0	0	0	0	0	0	0	678	0	0	0	0	0	0
1	5	12	13300	(4,12)	0	0	0	0	0	0	0	0	754	0	0	0	0	0	0
1	5	13	14900	(4,13)	0	0	0	0	0	0	0	0	832	0	0	0	0	0	0
1	5	14	16500	(4,14)	0	0	0	0	0	0	0	0	912	0	0	0	0	0	0
1	5	15	19600	(4,15)	0	0	0	0	0	0	0	0	995	0	0	0	0	0	0
1	5	16	23600	(4,16)	0	0	0	0	0	0	0	0	1080	0	0	0	0	0	0
1	5	17	27600	(4,17)	0	0	0	0	0	0	0	0	1167	0	0	0	0	0	0
1	5	18	31600	(4,18)	0	0	0	0	0	0	0	0	1257	0	0	0	0	0	0
1	5	19	35600	(4,19)	0	0	0	0	0	0	0	0	1349	0	0	0	0	0	0
1	5	20	39600	(4,20)	0	0	0	0	0	0	0	0	1443	0	0	0	0	0	0
1	5	21	52000	(4,21)	0	0	0	0	0	0	0	0	1540	0	0	0	0	0	0
1	5	22	56000	(4,22)	0	0	0	0	0	0	0	0	1639	0	0	0	0	0	0
1	5	23	60000	(4,23)	0	0	0	0	0	0	0	0	1740	0	0	0	0	0	0
1	5	24	64000	(4,24)	0	0	0	0	0	0	0	0	1844	0	0	0	0	0	0
1	5	25	68000	(4,25)	0	0	0	0	0	0	0	0	1950	0	0	0	0	0	0
1	5	26	72000	(4,26)	0	0	0	0	0	0	0	0	2058	0	0	0	0	0	0
1	5	27	76000	(4,27)	0	0	0	0	0	0	0	0	2169	0	0	0	0	0	0
1	5	28	80000	(4,28)	0	0	0	0	0	0	0	0	2282	0	0	0	0	0	0
1	5	29	84000	(4,29)	0	0	0	0	0	0	0	0	2397	0	0	0	0	0	0
1	5	30	88000	(4,30)	0	0	0	0	0	0	0	0	2515	0	0	0	0	0	0
1	5	31	92000	(4,31)	0	0	0	0	0	0	0	0	2635	0	0	0	0	0	0
1	5	32	96000	(4,32)	0	0	0	0	0	0	0	0	2757	0	0	0	0	0	0
1	5	33	100000	(4,33)	0	0	0	0	0	0	0	0	2882	0	0	0	0	0	0
1	5	34	104000	(4,34)	0	0	0	0	0	0	0	0	3009	0	0	0	0	0	0
1	5	35	108000	(4,35)	0	0	0	0	0	0	0	0	3138	0	0	0	0	0	0
1	6	1	2500	(5,1)	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0
1	6	2	3300	(5,2)	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0
1	6	3	4100	(5,3)	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0
1	6	4	4900	(5,4)	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0
1	6	5	5700	(5,5)	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0
1	6	6	6500	(5,6)	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0
1	6	7	7300	(5,7)	0	0	0	0	0	0	0	399	0	0	0	0	0	0	0
1	6	8	8100	(5,8)	0	0	0	0	0	0	0	465	0	0	0	0	0	0	0
1	6	9	8900	(5,9)	0	0	0	0	0	0	0	534	0	0	0	0	0	0	0
1	6	10	10300	(5,10)	0	0	0	0	0	0	0	605	0	0	0	0	0	0	0
1	6	11	11900	(5,11)	0	0	0	0	0	0	0	678	0	0	0	0	0	0	0
1	6	12	13500	(5,12)	0	0	0	0	0	0	0	754	0	0	0	0	0	0	0
1	6	13	15100	(5,13)	0	0	0	0	0	0	0	832	0	0	0	0	0	0	0
1	6	14	16700	(5,14)	0	0	0	0	0	0	0	912	0	0	0	0	0	0	0
1	6	15	20100	(5,15)	0	0	0	0	0	0	0	995	0	0	0	0	0	0	0
1	6	16	24100	(5,16)	0	0	0	0	0	0	0	1080	0	0	0	0	0	0	0
1	6	17	28100	(5,17)	0	0	0	0	0	0	0	1167	0	0	0	0	0	0	0
1	6	18	32100	(5,18)	0	0	0	0	0	0	0	1257	0	0	0	0	0	0	0
1	6	19	36100	(5,19)	0	0	0	0	0	0	0	1349	0	0	0	0	0	0	0
1	6	20	40100	(5,20)	0	0	0	0	0	0	0	1443	0	0	0	0	0	0	0
1	6	21	52500	(5,21)	0	0	0	0	0	0	0	1540	0	0	0	0	0	0	0
1	6	22	56500	(5,22)	0	0	0	0	0	0	0	1639	0	0	0	0	0	0	0
1	6	23	60500	(5,23)	0	0	0	0	0	0	0	1740	0	0	0	0	0	0	0
1	6	24	64500	(5,24)	0	0	0	0	0	0	0	1844	0	0	0	0	0	0	0
1	6	25	68500	(5,25)	0	0	0	0	0	0	0	1950	0	0	0	0	0	0	0
1	6	26	72500	(5,26)	0	0	0	0	0	0	0	2058	0	0	0	0	0	0	0
1	6	27	76500	(5,27)	0	0	0	0	0	0	0	2169	0	0	0	0	0	0	0
1	6	28	80500	(5,28)	0	0	0	0	0	0	0	2282	0	0	0	0	0	0	0
1	6	29	84500	(5,29)	0	0	0	0	0	0	0	2397	0	0	0	0	0	0	0
1	6	30	88500	(5,30)	0	0	0	0	0	0	0	2515	0	0	0	0	0	0	0
1	6	31	92500	(5,31)	0	0	0	0	0	0	0	2635	0	0	0	0	0	0	0
1	6	32	96500	(5,32)	0	0	0	0	0	0	0	2757	0	0	0	0	0	0	0
1	6	33	100500	(5,33)	0	0	0	0	0	0	0	2882	0	0	0	0	0	0	0
1	6	34	104500	(5,34)	0	0	0	0	0	0	0	3009	0	0	0	0	0	0	0
1	6	35	108500	(5,35)	0	0	0	0	0	0	0	3138	0	0	0	0	0	0	0
1	7	1	2600	(6,1)	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0
1	7	2	3400	(6,2)	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0
1	7	3	4200	(6,3)	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0
1	7	4	5000	(6,4)	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0
1	7	5	5800	(6,5)	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0
1	7	6	6600	(6,6)	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0
1	7	7	7400	(6,7)	0	0	0	0	0	0	0	0	0	0	0	399	0	0	0
1	7	8	8200	(6,8)	0	0	0	0	0	0	0	0	0	0	0	465	0	0	0
1	7	9	9000	(6,9)	0	0	0	0	0	0	0	0	0	0	0	534	0	0	0
1	7	10	10500	(6,10)	0	0	0	0	0	0	0	0	0	0	0	605	0	0	0
1	7	11	12100	(6,11)	0	0	0	0	0	0	0	0	0	0	0	678	0	0	0
1	7	12	13700	(6,12)	0	0	0	0	0	0	0	0	0	0	0	754	0	0	0
1	7	13	15300	(6,13)	0	0	0	0	0	0	0	0	0	0	0	832	0	0	0
1	7	14	16900	(6,14)	0	0	0	0	0	0	0	0	0	0	0	912	0	0	0
1	7	15	20600	(6,15)	0	0	0	0	0	0	0	0	0	0	0	995	0	0	0
1	7	16	24600	(6,16)	0	0	0	0	0	0	0	0	0	0	0	1080	0	0	0
1	7	17	28600	(6,17)	0	0	0	0	0	0	0	0	0	0	0	1167	0	0	0
1	7	18	32600	(6,18)	0	0	0	0	0	0	0	0	0	0	0	1257	0	0	0
1	7	19	36600	(6,19)	0	0	0	0	0	0	0	0	0	0	0	1349	0	0	0
1	7	20	40600	(6,20)	0	0	0	0	0	0	0	0	0	0	0	1443	0	0	0
1	7	21	53000	(6,21)	0	0	0	0	0	0	0	0	0	0	0	1540	0	0	0
1	7	22	57000	(6,22)	0	0	0	0	0	0	0	0	0	0	0	1639	0	0	0
1	7	23	61000	(6,23)	0	0	0	0	0	0	0	0	0	0	0	1740	0	0	0
1	7	24	65000	(6,24)	0	0	0	0	0	0	0	0	0	0	0	1844	0	0	0
1	7	25	69000	(6,25)	0	0	0	0	0	0	0	0	0	0	0	1950	0	0	0
1	7	26	73000	(6,26)	0	0	0	0	0	0	0	0	0	0	0	2058	0	0	0
1	7	27	77000	(6,27)	0	0	0	0	0	0	0	0	0	0	0	2169	0	0	0
1	7	28	81000	(6,28)	0	0	0	0	0	0	0	0	0	0	0	2282	0	0	0
1	7	29	85000	(6,29)	0	0	0	0	0	0	0	0	0	0	0	2397	0	0	0
1	7	30	89000	(6,30)	0	0	0	0	0	0	0	0	0	0	0	2515	0	0	0
1	7	31	93000	(6,31)	0	0	0	0	0	0	0	0	0	0	0	2635	0	0	0
1	7	32	97000	(6,32)	0	0	0	0	0	0	0	0	0	0	0	2757	0	0	0
1	7	33	101000	(6,33)	0	0	0	0	0	0	0	0	0	0	0	2882	0	0	0
1	7	34	105000	(6,34)	0	0	0	0	0	0	0	0	0	0	0	3009	0	0	0
1	7	35	109000	(6,35)	0	0	0	0	0	0	0	0	0	0	0	3138	0	0	0
1	8	1	2700	(7,1)	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0
1	8	2	3500	(7,2)	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0
1	8	3	4300	(7,3)	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0
1	8	4	5100	(7,4)	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0
1	8	5	5900	(7,5)	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0
1	8	6	6700	(7,6)	0	0	0	0	0	0	0	0	0	0	0	0	335	0	0
1	8	7	7500	(7,7)	0	0	0	0	0	0	0	0	0	0	0	0	399	0	0
1	8	8	8300	(7,8)	0	0	0	0	0	0	0	0	0	0	0	0	465	0	0
1	8	9	9100	(7,9)	0	0	0	0	0	0	0	0	0	0	0	0	534	0	0
1	8	10	10700	(7,10)	0	0	0	0	0	0	0	0	0	0	0	0	605	0	0
1	8	11	12300	(7,11)	0	0	0	0	0	0	0	0	0	0	0	0	678	0	0
1	8	12	13900	(7,12)	0	0	0	0	0	0	0	0	0	0	0	0	754	0	0
1	8	13	15500	(7,13)	0	0	0	0	0	0	0	0	0	0	0	0	832	0	0
1	8	14	17100	(7,14)	0	0	0	0	0	0	0	0	0	0	0	0	912	0	0
1	8	15	21100	(7,15)	0	0	0	0	0	0	0	0	0	0	0	0	995	0	0
1	8	16	25100	(7,16)	0	0	0	0	0	0	0	0	0	0	0	0	1080	0	0
1	8	17	29100	(7,17)	0	0	0	0	0	0	0	0	0	0	0	0	1167	0	0
1	8	18	33100	(7,18)	0	0	0	0	0	0	0	0	0	0	0	0	1257	0	0
1	8	19	37100	(7,19)	0	0	0	0	0	0	0	0	0	0	0	0	1349	0	0
1	8	20	41100	(7,20)	0	0	0	0	0	0	0	0	0	0	0	0	1443	0	0
1	8	21	53500	(7,21)	0	0	0	0	0	0	0	0	0	0	0	0	1540	0	0
1	8	22	57500	(7,22)	0	0	0	0	0	0	0	0	0	0	0	0	1639	0	0
1	8	23	61500	(7,23)	0	0	0	0	0	0	0	0	0	0	0	0	1740	0	0
1	8	24	65500	(7,24)	0	0	0	0	0	0	0	0	0	0	0	0	1844	0	0
1	8	25	69500	(7,25)	0	0	0	0	0	0	0	0	0	0	0	0	1950	0	0
1	8	26	73500	(7,26)	0	0	0	0	0	0	0	0	0	0	0	0	2058	0	0
1	8	27	77500	(7,27)	0	0	0	0	0	0	0	0	0	0	0	0	2169	0	0
1	8	28	81500	(7,28)	0	0	0	0	0	0	0	0	0	0	0	0	2282	0	0
1	8	29	85500	(7,29)	0	0	0	0	0	0	0	0	0	0	0	0	2397	0	0
1	8	30	89500	(7,30)	0	0	0	0	0	0	0	0	0	0	0	0	2515	0	0
1	8	31	93500	(7,31)	0	0	0	0	0	0	0	0	0	0	0	0	2635	0	0
1	8	32	97500	(7,32)	0	0	0	0	0	0	0	0	0	0	0	0	2757	0	0
1	8	33	101500	(7,33)	0	0	0	0	0	0	0	0	0	0	0	0	2882	0	0
1	8	34	105500	(7,34)	0	0	0	0	0	0	0	0	0	0	0	0	3009	0	0
1	8	35	109500	(7,35)	0	0	0	0	0	0	0	0	0	0	0	0	3138	0	0
2	1	1	2300		150	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	2	3220	(8,1)	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	3	4140	(8,2)	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	4	5060	(8,3)	642	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	5	5980	(8,4)	819	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	6	6900	(8,5)	1005	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	7	7820	(8,6)	1197	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	8	8740	(8,7)	1395	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	9	9660	(8,8)	1602	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	10	10695	(8,9)	1815	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	11	12535	(8,10)	2034	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	12	14375	(8,11)	2262	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	13	16215	(8,12)	2496	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	14	18055	(8,13)	2736	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	15	20240	(8,14)	2985	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	16	24840	(8,15)	3240	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	17	29440	(8,16)	3501	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	18	34040	(8,17)	3771	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	19	38640	(8,18)	4047	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	20	43240	(8,19)	4329	0	0	0	0	0	0	0	0	0	0	0	0	0	0
