rank	level	rewardItem	rewardItem_fcm
2	104	(25685,20)	(25685,10)
2	105	(25685,20)	(25685,10)
2	106	(25685,20)	(25685,10)
2	107	(25685,20)	(25685,10)
2	108	(25685,20)	(25685,10)
2	109	(25685,20)	(25685,10)
2	110	(25685,20)	(25685,10)
2	111	(25685,20)	(25685,10)
2	112	(25685,20)	(25685,10)
2	113	(25685,20)	(25685,10)
2	114	(25685,20)	(25685,10)
2	115	(25685,20)	(25685,10)
2	116	(25685,20)	(25685,10)
2	117	(25685,20)	(25685,10)
2	118	(25685,20)	(25685,10)
2	119	(25685,20)	(25685,10)
2	120	(25686,20)	(25686,10)
2	121	(25686,20)	(25686,10)
2	122	(25686,20)	(25686,10)
2	123	(25686,20)	(25686,10)
2	124	(25686,20)	(25686,10)
2	125	(25686,20)	(25686,10)
2	126	(25686,20)	(25686,10)
2	127	(25686,20)	(25686,10)
2	128	(25686,20)	(25686,10)
2	129	(25686,20)	(25686,10)
2	130	(25686,20)	(25686,10)
2	131	(25686,20)	(25686,10)
2	132	(25686,20)	(25686,10)
2	133	(25686,20)	(25686,10)
2	134	(25686,20)	(25686,10)
2	135	(25686,20)	(25686,10)
2	136	(25686,20)	(25686,10)
2	137	(25686,20)	(25686,10)
2	138	(25686,20)	(25686,10)
2	139	(25686,20)	(25686,10)
2	140	(26607,20)	(26607,10)
2	141	(26607,20)	(26607,10)
2	142	(26607,20)	(26607,10)
2	143	(26607,20)	(26607,10)
2	144	(26607,20)	(26607,10)
2	145	(26607,20)	(26607,10)
2	146	(26607,20)	(26607,10)
2	147	(26607,20)	(26607,10)
2	148	(26607,20)	(26607,10)
2	149	(26607,20)	(26607,10)
2	150	(26607,20)	(26607,10)
2	151	(26607,20)	(26607,10)
2	152	(26607,20)	(26607,10)
2	153	(26607,20)	(26607,10)
2	154	(26607,20)	(26607,10)
2	155	(26607,20)	(26607,10)
2	156	(26607,20)	(26607,10)
2	157	(26607,20)	(26607,10)
2	158	(26607,20)	(26607,10)
2	159	(26607,20)	(26607,10)
2	160	(27066,20)	(27066,10)
2	161	(27066,20)	(27066,10)
2	162	(27066,20)	(27066,10)
2	163	(27066,20)	(27066,10)
2	164	(27066,20)	(27066,10)
2	165	(27066,20)	(27066,10)
2	166	(27066,20)	(27066,10)
2	167	(27066,20)	(27066,10)
2	168	(27066,20)	(27066,10)
2	169	(27066,20)	(27066,10)
2	170	(27066,20)	(27066,10)
2	171	(27066,20)	(27066,10)
2	172	(27066,20)	(27066,10)
2	173	(27066,20)	(27066,10)
2	174	(27066,20)	(27066,10)
2	175	(27066,20)	(27066,10)
2	176	(27066,20)	(27066,10)
2	177	(27066,20)	(27066,10)
2	178	(27066,20)	(27066,10)
2	179	(27066,20)	(27066,10)
3	30	(25681,10)	(25681,5)
3	31	(25681,10)	(25681,5)
3	32	(25681,10)	(25681,5)
3	33	(25681,10)	(25681,5)
3	34	(25681,10)	(25681,5)
3	35	(25681,10)	(25681,5)
3	36	(25681,10)	(25681,5)
3	37	(25681,10)	(25681,5)
3	38	(25681,10)	(25681,5)
3	39	(25681,10)	(25681,5)
3	40	(25682,10)	(25682,5)
3	41	(25682,10)	(25682,5)
3	42	(25682,10)	(25682,5)
3	43	(25682,10)	(25682,5)
3	44	(25682,10)	(25682,5)
3	45	(25682,10)	(25682,5)
3	46	(25682,10)	(25682,5)
3	47	(25682,10)	(25682,5)
3	48	(25682,10)	(25682,5)
3	49	(25682,10)	(25682,5)
3	50	(25682,10)	(25682,5)
3	51	(25682,10)	(25682,5)
3	52	(25682,10)	(25682,5)
3	53	(25682,10)	(25682,5)
3	54	(25682,10)	(25682,5)
3	55	(25682,10)	(25682,5)
3	56	(25682,10)	(25682,5)
3	57	(25682,10)	(25682,5)
3	58	(25682,10)	(25682,5)
3	59	(25682,10)	(25682,5)
3	60	(25683,10)	(25683,5)
3	61	(25683,10)	(25683,5)
3	62	(25683,10)	(25683,5)
3	63	(25683,10)	(25683,5)
3	64	(25683,10)	(25683,5)
3	65	(25683,10)	(25683,5)
3	66	(25683,10)	(25683,5)
3	67	(25683,10)	(25683,5)
3	68	(25683,10)	(25683,5)
3	69	(25683,10)	(25683,5)
3	70	(25683,10)	(25683,5)
3	71	(25683,10)	(25683,5)
3	72	(25683,10)	(25683,5)
3	73	(25683,10)	(25683,5)
3	74	(25683,10)	(25683,5)
3	75	(25683,10)	(25683,5)
3	76	(25683,10)	(25683,5)
3	77	(25683,10)	(25683,5)
3	78	(25683,10)	(25683,5)
3	79	(25683,10)	(25683,5)
3	80	(25684,10)	(25684,5)
3	81	(25684,10)	(25684,5)
3	82	(25684,10)	(25684,5)
3	83	(25684,10)	(25684,5)
3	84	(25684,10)	(25684,5)
3	85	(25684,10)	(25684,5)
3	86	(25684,10)	(25684,5)
3	87	(25684,10)	(25684,5)
3	88	(25684,10)	(25684,5)
3	89	(25684,10)	(25684,5)
3	90	(25684,10)	(25684,5)
3	91	(25684,10)	(25684,5)
3	92	(25684,10)	(25684,5)
3	93	(25684,10)	(25684,5)
3	94	(25684,10)	(25684,5)
3	95	(25684,10)	(25684,5)
3	96	(25684,10)	(25684,5)
3	97	(25684,10)	(25684,5)
3	98	(25684,10)	(25684,5)
3	99	(25684,10)	(25684,5)
3	100	(25685,10)	(25685,5)
3	101	(25685,10)	(25685,5)
3	102	(25685,10)	(25685,5)
3	103	(25685,10)	(25685,5)
3	104	(25685,10)	(25685,5)
3	105	(25685,10)	(25685,5)
3	106	(25685,10)	(25685,5)
3	107	(25685,10)	(25685,5)
3	108	(25685,10)	(25685,5)
3	109	(25685,10)	(25685,5)
3	110	(25685,10)	(25685,5)
3	111	(25685,10)	(25685,5)
3	112	(25685,10)	(25685,5)
3	113	(25685,10)	(25685,5)
3	114	(25685,10)	(25685,5)
3	115	(25685,10)	(25685,5)
3	116	(25685,10)	(25685,5)
3	117	(25685,10)	(25685,5)
3	118	(25685,10)	(25685,5)
3	119	(25685,10)	(25685,5)
3	120	(25686,10)	(25686,5)
3	121	(25686,10)	(25686,5)
3	122	(25686,10)	(25686,5)
3	123	(25686,10)	(25686,5)
3	124	(25686,10)	(25686,5)
3	125	(25686,10)	(25686,5)
3	126	(25686,10)	(25686,5)
3	127	(25686,10)	(25686,5)
3	128	(25686,10)	(25686,5)
3	129	(25686,10)	(25686,5)
3	130	(25686,10)	(25686,5)
3	131	(25686,10)	(25686,5)
3	132	(25686,10)	(25686,5)
3	133	(25686,10)	(25686,5)
3	134	(25686,10)	(25686,5)
3	135	(25686,10)	(25686,5)
3	136	(25686,10)	(25686,5)
3	137	(25686,10)	(25686,5)
3	138	(25686,10)	(25686,5)
3	139	(25686,10)	(25686,5)
3	140	(26607,10)	(26607,5)
3	141	(26607,10)	(26607,5)
3	142	(26607,10)	(26607,5)
3	143	(26607,10)	(26607,5)
3	144	(26607,10)	(26607,5)
3	145	(26607,10)	(26607,5)
3	146	(26607,10)	(26607,5)
3	147	(26607,10)	(26607,5)
3	148	(26607,10)	(26607,5)
3	149	(26607,10)	(26607,5)
3	150	(26607,10)	(26607,5)
3	151	(26607,10)	(26607,5)
3	152	(26607,10)	(26607,5)
3	153	(26607,10)	(26607,5)
3	154	(26607,10)	(26607,5)
3	155	(26607,10)	(26607,5)
3	156	(26607,10)	(26607,5)
3	157	(26607,10)	(26607,5)
3	158	(26607,10)	(26607,5)
3	159	(26607,10)	(26607,5)
3	160	(27066,10)	(27066,5)
3	161	(27066,10)	(27066,5)
3	162	(27066,10)	(27066,5)
3	163	(27066,10)	(27066,5)
3	164	(27066,10)	(27066,5)
3	165	(27066,10)	(27066,5)
3	166	(27066,10)	(27066,5)
3	167	(27066,10)	(27066,5)
3	168	(27066,10)	(27066,5)
3	169	(27066,10)	(27066,5)
3	170	(27066,10)	(27066,5)
3	171	(27066,10)	(27066,5)
3	172	(27066,10)	(27066,5)
3	173	(27066,10)	(27066,5)
3	174	(27066,10)	(27066,5)
3	175	(27066,10)	(27066,5)
3	176	(27066,10)	(27066,5)
3	177	(27066,10)	(27066,5)
3	178	(27066,10)	(27066,5)
3	179	(27066,10)	(27066,5)
