kfDays	wave	bossCampId	monsterCampId	bossHP	monsterHP
(0,30)	172	5	6	23460000	11730000
(0,30)	173	5	6	23580000	11790000
(0,30)	174	5	6	23700000	11850000
(0,30)	175	5	6	23820000	11910000
(0,30)	176	5	6	23940000	11970000
(0,30)	177	5	6	24060000	12030000
(0,30)	178	5	6	24180000	12090000
(0,30)	179	5	6	24300000	12150000
(0,30)	180	5	6	24420000	12210000
(0,30)	181	5	6	24540000	12270000
(0,30)	182	5	6	24660000	12330000
(0,30)	183	5	6	24780000	12390000
(0,30)	184	5	6	24900000	12450000
(0,30)	185	5	6	25020000	12510000
(0,30)	186	5	6	25140000	12570000
(0,30)	187	5	6	25260000	12630000
(0,30)	188	5	6	25380000	12690000
(0,30)	189	5	6	25500000	12750000
(0,30)	190	5	6	25620000	12810000
(0,30)	191	5	6	25740000	12870000
(0,30)	192	5	6	25860000	12930000
(0,30)	193	5	6	25980000	12990000
(0,30)	194	5	6	26100000	13050000
(0,30)	195	5	6	26220000	13110000
(0,30)	196	5	6	26340000	13170000
(0,30)	197	5	6	26460000	13230000
(0,30)	198	5	6	26580000	13290000
(0,30)	199	5	6	26700000	13350000
(0,30)	200	5	6	26820000	13410000
(0,30)	201	5	6	26940000	13470000
(0,30)	202	5	6	27060000	13530000
(0,30)	203	5	6	27180000	13590000
(0,30)	204	5	6	27300000	13650000
(0,30)	205	5	6	27420000	13710000
(0,30)	206	5	6	27540000	13770000
(0,30)	207	5	6	27660000	13830000
(0,30)	208	5	6	27780000	13890000
(0,30)	209	5	6	27900000	13950000
(0,30)	210	5	6	28020000	14010000
(0,30)	211	5	6	28140000	14070000
(0,30)	212	5	6	28260000	14130000
(0,30)	213	5	6	28380000	14190000
(0,30)	214	5	6	28500000	14250000
(0,30)	215	5	6	28620000	14310000
(0,30)	216	5	6	28740000	14370000
(0,30)	217	5	6	28860000	14430000
(0,30)	218	5	6	28980000	14490000
(0,30)	219	5	6	29100000	14550000
(0,30)	220	5	6	29220000	14610000
(0,30)	221	5	6	29340000	14670000
(0,30)	222	5	6	29460000	14730000
(0,30)	223	5	6	29580000	14790000
(0,30)	224	5	6	29700000	14850000
(0,30)	225	5	6	29820000	14910000
(0,30)	226	5	6	29940000	14970000
(0,30)	227	5	6	30060000	15030000
(0,30)	228	5	6	30180000	15090000
(0,30)	229	5	6	30300000	15150000
(0,30)	230	5	6	30420000	15210000
(0,30)	231	5	6	30540000	15270000
(0,30)	232	5	6	30660000	15330000
(0,30)	233	5	6	30780000	15390000
(0,30)	234	5	6	30900000	15450000
(0,30)	235	5	6	31020000	15510000
(0,30)	236	5	6	31140000	15570000
(0,30)	237	5	6	31260000	15630000
(0,30)	238	5	6	31380000	15690000
(0,30)	239	5	6	31500000	15750000
(0,30)	240	5	6	31620000	15810000
(0,30)	241	5	6	31740000	15870000
(0,30)	242	5	6	31860000	15930000
(0,30)	243	5	6	31980000	15990000
(0,30)	244	5	6	32100000	16050000
(0,30)	245	5	6	32220000	16110000
(0,30)	246	5	6	32340000	16170000
(0,30)	247	5	6	32460000	16230000
(0,30)	248	5	6	32580000	16290000
(0,30)	249	5	6	32700000	16350000
(0,30)	250	5	6	32820000	16410000
(0,30)	251	5	6	32940000	16470000
(0,30)	252	5	6	33060000	16530000
(0,30)	253	5	6	33180000	16590000
(0,30)	254	5	6	33300000	16650000
(0,30)	255	5	6	33420000	16710000
(0,30)	256	5	6	33540000	16770000
(0,30)	257	5	6	33660000	16830000
(0,30)	258	5	6	33780000	16890000
(0,30)	259	5	6	33900000	16950000
(0,30)	260	5	6	34020000	17010000
(0,30)	261	5	6	34140000	17070000
(0,30)	262	5	6	34260000	17130000
(0,30)	263	5	6	34380000	17190000
(0,30)	264	5	6	34500000	17250000
(0,30)	265	5	6	34620000	17310000
(0,30)	266	5	6	34740000	17370000
(0,30)	267	5	6	34860000	17430000
(0,30)	268	5	6	34980000	17490000
(0,30)	269	5	6	35100000	17550000
(0,30)	270	5	6	35220000	17610000
(0,30)	271	5	6	35340000	17670000
(0,30)	272	5	6	35460000	17730000
(0,30)	273	5	6	35580000	17790000
(0,30)	274	5	6	35700000	17850000
(0,30)	275	5	6	35820000	17910000
(0,30)	276	5	6	35940000	17970000
(0,30)	277	5	6	36060000	18030000
(0,30)	278	5	6	36180000	18090000
(0,30)	279	5	6	36300000	18150000
(0,30)	280	5	6	36420000	18210000
(0,30)	281	5	6	36540000	18270000
(0,30)	282	5	6	36660000	18330000
(0,30)	283	5	6	36780000	18390000
(0,30)	284	5	6	36900000	18450000
(0,30)	285	5	6	37020000	18510000
(0,30)	286	5	6	37140000	18570000
(0,30)	287	5	6	37260000	18630000
(0,30)	288	5	6	37380000	18690000
(0,30)	289	5	6	37500000	18750000
(0,30)	290	5	6	37620000	18810000
(0,30)	291	5	6	37740000	18870000
(0,30)	292	5	6	37860000	18930000
(0,30)	293	5	6	37980000	18990000
(0,30)	294	5	6	38100000	19050000
(0,30)	295	5	6	38220000	19110000
(0,30)	296	5	6	38340000	19170000
(0,30)	297	5	6	38460000	19230000
(0,30)	298	5	6	38580000	19290000
(0,30)	299	5	6	38700000	19350000
(0,30)	300	5	6	38820000	19410000
(31,69)	1	5	6	4000000	2000000
(31,69)	2	5	6	4080000	2040000
(31,69)	3	5	6	4240000	2120000
(31,69)	4	5	6	4400000	2200000
(31,69)	5	5	6	4560000	2280000
(31,69)	6	5	6	4720000	2360000
(31,69)	7	5	6	4880000	2440000
(31,69)	8	5	6	5040000	2520000
(31,69)	9	5	6	5200000	2600000
(31,69)	10	5	6	5360000	2680000
(31,69)	11	5	6	5520000	2760000
(31,69)	12	5	6	5680000	2840000
(31,69)	13	5	6	5840000	2920000
(31,69)	14	5	6	6000000	3000000
(31,69)	15	5	6	6160000	3080000
(31,69)	16	5	6	6320000	3160000
(31,69)	17	5	6	6480000	3240000
(31,69)	18	5	6	6640000	3320000
(31,69)	19	5	6	6800000	3400000
(31,69)	20	5	6	6960000	3480000
(31,69)	21	5	6	7120000	3560000
(31,69)	22	5	6	7280000	3640000
(31,69)	23	5	6	7440000	3720000
(31,69)	24	5	6	7600000	3800000
(31,69)	25	5	6	7760000	3880000
(31,69)	26	5	6	7920000	3960000
(31,69)	27	5	6	8080000	4040000
(31,69)	28	5	6	8240000	4120000
(31,69)	29	5	6	8400000	4200000
(31,69)	30	5	6	8560000	4280000
(31,69)	31	5	6	8720000	4360000
(31,69)	32	5	6	8880000	4440000
(31,69)	33	5	6	9040000	4520000
(31,69)	34	5	6	9200000	4600000
(31,69)	35	5	6	9360000	4680000
(31,69)	36	5	6	9520000	4760000
(31,69)	37	5	6	9680000	4840000
(31,69)	38	5	6	9840000	4920000
(31,69)	39	5	6	10000000	5000000
(31,69)	40	5	6	10160000	5080000
(31,69)	41	5	6	10320000	5160000
(31,69)	42	5	6	10480000	5240000
(31,69)	43	5	6	10640000	5320000
(31,69)	44	5	6	10800000	5400000
(31,69)	45	5	6	10960000	5480000
(31,69)	46	5	6	11120000	5560000
(31,69)	47	5	6	11280000	5640000
(31,69)	48	5	6	11440000	5720000
(31,69)	49	5	6	11600000	5800000
(31,69)	50	5	6	11760000	5880000
(31,69)	51	5	6	11920000	5960000
(31,69)	52	5	6	12080000	6040000
(31,69)	53	5	6	12240000	6120000
(31,69)	54	5	6	12400000	6200000
(31,69)	55	5	6	12560000	6280000
(31,69)	56	5	6	12720000	6360000
(31,69)	57	5	6	12880000	6440000
(31,69)	58	5	6	13040000	6520000
(31,69)	59	5	6	13200000	6600000
(31,69)	60	5	6	13360000	6680000
(31,69)	61	5	6	13520000	6760000
(31,69)	62	5	6	13680000	6840000
(31,69)	63	5	6	13840000	6920000
(31,69)	64	5	6	14000000	7000000
(31,69)	65	5	6	14160000	7080000
(31,69)	66	5	6	14320000	7160000
(31,69)	67	5	6	14480000	7240000
(31,69)	68	5	6	14640000	7320000
(31,69)	69	5	6	14800000	7400000
(31,69)	70	5	6	14960000	7480000
(31,69)	71	5	6	15120000	7560000
(31,69)	72	5	6	15280000	7640000
(31,69)	73	5	6	15440000	7720000
(31,69)	74	5	6	15600000	7800000
(31,69)	75	5	6	15760000	7880000
(31,69)	76	5	6	15920000	7960000
(31,69)	77	5	6	16080000	8040000
(31,69)	78	5	6	16240000	8120000
(31,69)	79	5	6	16400000	8200000
(31,69)	80	5	6	16560000	8280000
(31,69)	81	5	6	16720000	8360000
(31,69)	82	5	6	16880000	8440000
(31,69)	83	5	6	17040000	8520000
(31,69)	84	5	6	17200000	8600000
(31,69)	85	5	6	17360000	8680000
(31,69)	86	5	6	17520000	8760000
(31,69)	87	5	6	17680000	8840000
(31,69)	88	5	6	17840000	8920000
(31,69)	89	5	6	18000000	9000000
(31,69)	90	5	6	18160000	9080000
(31,69)	91	5	6	18320000	9160000
(31,69)	92	5	6	18480000	9240000
(31,69)	93	5	6	18640000	9320000
(31,69)	94	5	6	18800000	9400000
(31,69)	95	5	6	18960000	9480000
(31,69)	96	5	6	19120000	9560000
(31,69)	97	5	6	19280000	9640000
(31,69)	98	5	6	19440000	9720000
(31,69)	99	5	6	19600000	9800000
(31,69)	100	5	6	19760000	9880000
(31,69)	101	5	6	19920000	9960000
(31,69)	102	5	6	20080000	10040000
(31,69)	103	5	6	20240000	10120000
(31,69)	104	5	6	20400000	10200000
(31,69)	105	5	6	20560000	10280000
(31,69)	106	5	6	20720000	10360000
(31,69)	107	5	6	20880000	10440000
(31,69)	108	5	6	21040000	10520000
(31,69)	109	5	6	21200000	10600000
(31,69)	110	5	6	21360000	10680000
(31,69)	111	5	6	21520000	10760000
(31,69)	112	5	6	21680000	10840000
(31,69)	113	5	6	21840000	10920000
(31,69)	114	5	6	22000000	11000000
(31,69)	115	5	6	22160000	11080000
(31,69)	116	5	6	22320000	11160000
(31,69)	117	5	6	22480000	11240000
(31,69)	118	5	6	22640000	11320000
(31,69)	119	5	6	22800000	11400000
(31,69)	120	5	6	22960000	11480000
(31,69)	121	5	6	23120000	11560000
(31,69)	122	5	6	23280000	11640000
(31,69)	123	5	6	23440000	11720000
(31,69)	124	5	6	23600000	11800000
(31,69)	125	5	6	23760000	11880000
(31,69)	126	5	6	23920000	11960000
(31,69)	127	5	6	24080000	12040000
(31,69)	128	5	6	24240000	12120000
(31,69)	129	5	6	24400000	12200000
(31,69)	130	5	6	24560000	12280000
(31,69)	131	5	6	24720000	12360000
(31,69)	132	5	6	24880000	12440000
(31,69)	133	5	6	25040000	12520000
(31,69)	134	5	6	25200000	12600000
(31,69)	135	5	6	25360000	12680000
(31,69)	136	5	6	25520000	12760000
(31,69)	137	5	6	25680000	12840000
(31,69)	138	5	6	25840000	12920000
(31,69)	139	5	6	26000000	13000000
(31,69)	140	5	6	26160000	13080000
(31,69)	141	5	6	26320000	13160000
(31,69)	142	5	6	26480000	13240000
(31,69)	143	5	6	26640000	13320000
(31,69)	144	5	6	26800000	13400000
(31,69)	145	5	6	26960000	13480000
(31,69)	146	5	6	27120000	13560000
(31,69)	147	5	6	27280000	13640000
(31,69)	148	5	6	27440000	13720000
(31,69)	149	5	6	27600000	13800000
(31,69)	150	5	6	27760000	13880000
(31,69)	151	5	6	27920000	13960000
(31,69)	152	5	6	28080000	14040000
(31,69)	153	5	6	28240000	14120000
(31,69)	154	5	6	28400000	14200000
(31,69)	155	5	6	28560000	14280000
(31,69)	156	5	6	28720000	14360000
(31,69)	157	5	6	28880000	14440000
(31,69)	158	5	6	29040000	14520000
(31,69)	159	5	6	29200000	14600000
(31,69)	160	5	6	29360000	14680000
(31,69)	161	5	6	29520000	14760000
(31,69)	162	5	6	29680000	14840000
(31,69)	163	5	6	29840000	14920000
(31,69)	164	5	6	30000000	15000000
(31,69)	165	5	6	30160000	15080000
(31,69)	166	5	6	30320000	15160000
(31,69)	167	5	6	30480000	15240000
(31,69)	168	5	6	30640000	15320000
(31,69)	169	5	6	30800000	15400000
(31,69)	170	5	6	30960000	15480000
(31,69)	171	5	6	31120000	15560000
(31,69)	172	5	6	31280000	15640000
(31,69)	173	5	6	31440000	15720000
(31,69)	174	5	6	31600000	15800000
(31,69)	175	5	6	31760000	15880000
(31,69)	176	5	6	31920000	15960000
(31,69)	177	5	6	32080000	16040000
(31,69)	178	5	6	32240000	16120000
(31,69)	179	5	6	32400000	16200000
(31,69)	180	5	6	32560000	16280000
(31,69)	181	5	6	32720000	16360000
(31,69)	182	5	6	32880000	16440000
(31,69)	183	5	6	33040000	16520000
(31,69)	184	5	6	33200000	16600000
(31,69)	185	5	6	33360000	16680000
(31,69)	186	5	6	33520000	16760000
(31,69)	187	5	6	33680000	16840000
(31,69)	188	5	6	33840000	16920000
(31,69)	189	5	6	34000000	17000000
(31,69)	190	5	6	34160000	17080000
(31,69)	191	5	6	34320000	17160000
(31,69)	192	5	6	34480000	17240000
(31,69)	193	5	6	34640000	17320000
(31,69)	194	5	6	34800000	17400000
(31,69)	195	5	6	34960000	17480000
(31,69)	196	5	6	35120000	17560000
(31,69)	197	5	6	35280000	17640000
(31,69)	198	5	6	35440000	17720000
(31,69)	199	5	6	35600000	17800000
(31,69)	200	5	6	35760000	17880000
(31,69)	201	5	6	35920000	17960000
(31,69)	202	5	6	36080000	18040000
(31,69)	203	5	6	36240000	18120000
(31,69)	204	5	6	36400000	18200000
(31,69)	205	5	6	36560000	18280000
(31,69)	206	5	6	36720000	18360000
(31,69)	207	5	6	36880000	18440000
(31,69)	208	5	6	37040000	18520000
(31,69)	209	5	6	37200000	18600000
(31,69)	210	5	6	37360000	18680000
(31,69)	211	5	6	37520000	18760000
(31,69)	212	5	6	37680000	18840000
(31,69)	213	5	6	37840000	18920000
(31,69)	214	5	6	38000000	19000000
(31,69)	215	5	6	38160000	19080000
(31,69)	216	5	6	38320000	19160000
(31,69)	217	5	6	38480000	19240000
(31,69)	218	5	6	38640000	19320000
(31,69)	219	5	6	38800000	19400000
(31,69)	220	5	6	38960000	19480000
(31,69)	221	5	6	39120000	19560000
(31,69)	222	5	6	39280000	19640000
(31,69)	223	5	6	39440000	19720000
(31,69)	224	5	6	39600000	19800000
(31,69)	225	5	6	39760000	19880000
(31,69)	226	5	6	39920000	19960000
(31,69)	227	5	6	40080000	20040000
(31,69)	228	5	6	40240000	20120000
(31,69)	229	5	6	40400000	20200000
(31,69)	230	5	6	40560000	20280000
(31,69)	231	5	6	40720000	20360000
(31,69)	232	5	6	40880000	20440000
(31,69)	233	5	6	41040000	20520000
(31,69)	234	5	6	41200000	20600000
(31,69)	235	5	6	41360000	20680000
(31,69)	236	5	6	41520000	20760000
(31,69)	237	5	6	41680000	20840000
(31,69)	238	5	6	41840000	20920000
(31,69)	239	5	6	42000000	21000000
(31,69)	240	5	6	42160000	21080000
(31,69)	241	5	6	42320000	21160000
(31,69)	242	5	6	42480000	21240000
(31,69)	243	5	6	42640000	21320000
(31,69)	244	5	6	42800000	21400000
(31,69)	245	5	6	42960000	21480000
(31,69)	246	5	6	43120000	21560000
(31,69)	247	5	6	43280000	21640000
(31,69)	248	5	6	43440000	21720000
(31,69)	249	5	6	43600000	21800000
(31,69)	250	5	6	43760000	21880000
(31,69)	251	5	6	43920000	21960000
(31,69)	252	5	6	44080000	22040000
(31,69)	253	5	6	44240000	22120000
(31,69)	254	5	6	44400000	22200000
(31,69)	255	5	6	44560000	22280000
(31,69)	256	5	6	44720000	22360000
(31,69)	257	5	6	44880000	22440000
(31,69)	258	5	6	45040000	22520000
(31,69)	259	5	6	45200000	22600000
(31,69)	260	5	6	45360000	22680000
(31,69)	261	5	6	45520000	22760000
(31,69)	262	5	6	45680000	22840000
(31,69)	263	5	6	45840000	22920000
(31,69)	264	5	6	46000000	23000000
(31,69)	265	5	6	46160000	23080000
(31,69)	266	5	6	46320000	23160000
(31,69)	267	5	6	46480000	23240000
(31,69)	268	5	6	46640000	23320000
(31,69)	269	5	6	46800000	23400000
(31,69)	270	5	6	46960000	23480000
(31,69)	271	5	6	47120000	23560000
(31,69)	272	5	6	47280000	23640000
(31,69)	273	5	6	47440000	23720000
(31,69)	274	5	6	47600000	23800000
(31,69)	275	5	6	47760000	23880000
(31,69)	276	5	6	47920000	23960000
(31,69)	277	5	6	48080000	24040000
(31,69)	278	5	6	48240000	24120000
(31,69)	279	5	6	48400000	24200000
(31,69)	280	5	6	48560000	24280000
(31,69)	281	5	6	48720000	24360000
(31,69)	282	5	6	48880000	24440000
(31,69)	283	5	6	49040000	24520000
(31,69)	284	5	6	49200000	24600000
(31,69)	285	5	6	49360000	24680000
(31,69)	286	5	6	49520000	24760000
(31,69)	287	5	6	49680000	24840000
(31,69)	288	5	6	49840000	24920000
(31,69)	289	5	6	50000000	25000000
(31,69)	290	5	6	50160000	25080000
(31,69)	291	5	6	50320000	25160000
(31,69)	292	5	6	50480000	25240000
(31,69)	293	5	6	50640000	25320000
(31,69)	294	5	6	50800000	25400000
(31,69)	295	5	6	50960000	25480000
(31,69)	296	5	6	51120000	25560000
(31,69)	297	5	6	51280000	25640000
(31,69)	298	5	6	51440000	25720000
(31,69)	299	5	6	51600000	25800000
(31,69)	300	5	6	51760000	25880000
(70,119)	1	5	6	5000000	2500000
(70,119)	2	5	6	5100000	2550000
(70,119)	3	5	6	5300000	2650000
(70,119)	4	5	6	5500000	2750000
(70,119)	5	5	6	5700000	2850000
(70,119)	6	5	6	5900000	2950000
(70,119)	7	5	6	6100000	3050000
(70,119)	8	5	6	6300000	3150000
(70,119)	9	5	6	6500000	3250000
(70,119)	10	5	6	6700000	3350000
(70,119)	11	5	6	6900000	3450000
(70,119)	12	5	6	7100000	3550000
(70,119)	13	5	6	7300000	3650000
(70,119)	14	5	6	7500000	3750000
(70,119)	15	5	6	7700000	3850000
(70,119)	16	5	6	7900000	3950000
(70,119)	17	5	6	8100000	4050000
(70,119)	18	5	6	8300000	4150000
(70,119)	19	5	6	8500000	4250000
(70,119)	20	5	6	8700000	4350000
(70,119)	21	5	6	8900000	4450000
(70,119)	22	5	6	9100000	4550000
(70,119)	23	5	6	9300000	4650000
(70,119)	24	5	6	9500000	4750000
(70,119)	25	5	6	9700000	4850000
(70,119)	26	5	6	9900000	4950000
(70,119)	27	5	6	10100000	5050000
(70,119)	28	5	6	10300000	5150000
(70,119)	29	5	6	10500000	5250000
(70,119)	30	5	6	10700000	5350000
(70,119)	31	5	6	10900000	5450000
(70,119)	32	5	6	11100000	5550000
(70,119)	33	5	6	11300000	5650000
(70,119)	34	5	6	11500000	5750000
(70,119)	35	5	6	11700000	5850000
(70,119)	36	5	6	11900000	5950000
(70,119)	37	5	6	12100000	6050000
(70,119)	38	5	6	12300000	6150000
(70,119)	39	5	6	12500000	6250000
(70,119)	40	5	6	12700000	6350000
(70,119)	41	5	6	12900000	6450000
(70,119)	42	5	6	13100000	6550000
(70,119)	43	5	6	13300000	6650000
(70,119)	44	5	6	13500000	6750000
(70,119)	45	5	6	13700000	6850000
(70,119)	46	5	6	13900000	6950000
(70,119)	47	5	6	14100000	7050000
(70,119)	48	5	6	14300000	7150000
(70,119)	49	5	6	14500000	7250000
(70,119)	50	5	6	14700000	7350000
(70,119)	51	5	6	14900000	7450000
(70,119)	52	5	6	15100000	7550000
(70,119)	53	5	6	15300000	7650000
(70,119)	54	5	6	15500000	7750000
(70,119)	55	5	6	15700000	7850000
(70,119)	56	5	6	15900000	7950000
(70,119)	57	5	6	16100000	8050000
(70,119)	58	5	6	16300000	8150000
(70,119)	59	5	6	16500000	8250000
(70,119)	60	5	6	16700000	8350000
(70,119)	61	5	6	16900000	8450000
(70,119)	62	5	6	17100000	8550000
(70,119)	63	5	6	17300000	8650000
(70,119)	64	5	6	17500000	8750000
(70,119)	65	5	6	17700000	8850000
(70,119)	66	5	6	17900000	8950000
(70,119)	67	5	6	18100000	9050000
(70,119)	68	5	6	18300000	9150000
(70,119)	69	5	6	18500000	9250000
(70,119)	70	5	6	18700000	9350000
(70,119)	71	5	6	18900000	9450000
(70,119)	72	5	6	19100000	9550000
(70,119)	73	5	6	19300000	9650000
(70,119)	74	5	6	19500000	9750000
(70,119)	75	5	6	19700000	9850000
(70,119)	76	5	6	19900000	9950000
(70,119)	77	5	6	20100000	10050000
(70,119)	78	5	6	20300000	10150000
(70,119)	79	5	6	20500000	10250000
(70,119)	80	5	6	20700000	10350000
(70,119)	81	5	6	20900000	10450000
(70,119)	82	5	6	21100000	10550000
(70,119)	83	5	6	21300000	10650000
(70,119)	84	5	6	21500000	10750000
(70,119)	85	5	6	21700000	10850000
(70,119)	86	5	6	21900000	10950000
(70,119)	87	5	6	22100000	11050000
(70,119)	88	5	6	22300000	11150000
(70,119)	89	5	6	22500000	11250000
(70,119)	90	5	6	22700000	11350000
(70,119)	91	5	6	22900000	11450000
(70,119)	92	5	6	23100000	11550000
(70,119)	93	5	6	23300000	11650000
(70,119)	94	5	6	23500000	11750000
(70,119)	95	5	6	23700000	11850000
