名称	别名	版本
Resources/fightMap/20.jpg	lucky/0.748252809	1
Resources/fightMap/21.jpg	lucky/0.792840362	3
Resources/fightMap/22.jpg	lucky/0.786797702	1
Resources/fightMap/23.jpg	lucky/0.675771356	1
Resources/fightMap/24.jpg	lucky/0.461226225	1
Resources/fightMap/25.jpg	lucky/0.700918615	1
Resources/fightMap/26.jpg	lucky/0.387829214	1
Resources/fightMap/27.jpg	lucky/0.159764394	1
Resources/fightMap/28.jpg	lucky/0.647480726	1
Resources/fightMap/29.jpg	lucky/0.687490463	1
Resources/fightMap/3.jpg	lucky/0.900418103	1
Resources/fightMap/30.jpg	lucky/0.90786463	1
Resources/fightMap/31.jpg	lucky/0.162358478	1
Resources/fightMap/32.jpg	lucky/0.26532793	0
Resources/fightMap/4.jpg	lucky/0.0670491681	1
Resources/fightMap/5.jpg	lucky/0.318613231	1
Resources/fightMap/59.jpg	lucky/0.727958024	0
Resources/fightMap/6.jpg	lucky/0.810785234	1
Resources/fightMap/7.jpg	lucky/0.589373469	1
Resources/fightMap/8.jpg	lucky/0.00170903653	1
Resources/fightMap/9.jpg	lucky/0.480788589	1
Resources/halfbody/1001.png	lucky/0.563798964	0
Resources/halfbody/1002.png	lucky/0.613055825	1
Resources/halfbody/1003.png	lucky/0.420239866	1
Resources/halfbody/1004.png	lucky/0.742789984	2
Resources/halfbody/1005.png	lucky/0.216101572	0
Resources/halfbody/1006.png	lucky/0.953306675	1
Resources/halfbody/1007.png	lucky/0.330332339	0
Resources/halfbody/1008.png	lucky/0.362193674	0
Resources/halfbody/1009.png	lucky/0.780266702	1
Resources/halfbody/1010.png	lucky/0.657307684	0
Resources/halfbody/1011.png	lucky/0.538193941	1
Resources/halfbody/1012.png	lucky/0.142063662	1
Resources/halfbody/1030.png	lucky/0.478225052	0
Resources/halfbody/1031.png	lucky/0.0478530228	0
Resources/halfbody/1032.png	lucky/0.671529293	0
Resources/halfbody/1033.png	lucky/0.164372697	0
Resources/halfbody/1034.png	lucky/0.822382271	0
Resources/halfbody/1035.png	lucky/0.874172211	0
Resources/halfbody/1036.png	lucky/0.406811744	0
Resources/halfbody/1037.png	lucky/0.98428297	0
Resources/halfbody/1038.png	lucky/0.74849695	0
Resources/halfbody/1039.png	lucky/0.183874026	0
Resources/halfbody/1040.png	lucky/0.512649894	0
Resources/halfbody/1041.png	lucky/0.391460925	0
Resources/halfbody/1042.png	lucky/0.270210892	0
Resources/halfbody/1043.png	lucky/0.821619332	0
Resources/halfbody/1044.png	lucky/0.839564204	0
Resources/halfbody/1045.png	lucky/0.497115999	0
Resources/halfbody/1046.png	lucky/0.618671238	0
Resources/halfbody/1047.png	lucky/0.860377848	0
Resources/halfbody/1048.png	lucky/0.459700316	0
Resources/halfbody/1049.png	lucky/0.0529801324	0
Resources/halfbody/1050.png	lucky/0.0422376171	0
Resources/halfbody/1051.png	lucky/0.341868341	0
Resources/halfbody/1052.png	lucky/0.950682104	0
Resources/halfbody/1053.png	lucky/0.986358225	0
Resources/halfbody/1054.png	lucky/0.445722818	0
Resources/halfbody/1055.png	lucky/0.239143044	0
Resources/halfbody/1056.png	lucky/0.937864304	0
Resources/halfbody/1057.png	lucky/0.136143073	0
Resources/halfbody/1058.png	lucky/0.744499028	0
Resources/halfbody/1059.png	lucky/0.749778748	0
Resources/halfbody/1060.png	lucky/0.480178237	0
Resources/halfbody/1061.png	lucky/0.824488044	0
Resources/halfbody/1062.png	lucky/0.650563061	0
Resources/halfbody/1063.png	lucky/0.995757937	0
Resources/halfbody/1064.png	lucky/0.443159282	0
Resources/halfbody/1067.png	lucky/0.840571284	1
Resources/halfbody/1068.png	lucky/0.995025456	1
Resources/halfbody/1069.png	lucky/0.804315329	1
Resources/halfbody/1070.png	lucky/0.0998870805	1
Resources/halfbody/1095.png	lucky/0.0045167394	0
Resources/halfbody/1115.png	lucky/0.759361565	0
Resources/halfbody/2039.png	lucky/0.534196019	0
Resources/halfbody/2040.png	lucky/0.936002672	2
Resources/halfbody/2041.png	lucky/0.192602307	0
Resources/halfbody/2042.png	lucky/0.989104867	0
Resources/halfbody/2043.png	lucky/0.691061139	0
Resources/halfbody/2044.png	lucky/0.570329905	0
Resources/halfbody/2045.png	lucky/0.680257559	0
Resources/halfbody/2046.png	lucky/0.0669576079	0
Resources/halfbody/2047.png	lucky/0.0713217556	0
Resources/halfbody/2048.png	lucky/0.0418408774	0
Resources/halfbody/2049.png	lucky/0.850856066	0
Resources/halfbody/2050.png	lucky/0.956999421	0
Resources/halfbody/2051.png	lucky/0.270973831	0
Resources/halfbody/2052.png	lucky/0.744621098	0
Resources/halfbody/2053.png	lucky/0.614520729	0
Resources/halfbody/2054.png	lucky/0.129703671	0
Resources/halfbody/2055.png	lucky/0.325632483	0
Resources/halfbody/2056.png	lucky/0.146885589	0
Resources/halfbody/2057.png	lucky/0.893429339	0
Resources/halfbody/2058.png	lucky/0.618518651	0
Resources/halfbody/2059.png	lucky/0.455732912	0
Resources/halfbody/2060.png	lucky/0.454054385	0
Resources/halfbody/2061.png	lucky/0.495986819	0
Resources/halfbody/2062.png	lucky/0.265541553	0
Resources/halfbody/2063.png	lucky/0.907315314	0
Resources/halfbody/2064.png	lucky/0.513351858	0
Resources/halfbody/2065.png	lucky/0.770653427	0
Resources/halfbody/2066.png	lucky/0.116336562	0
Resources/halfbody/2067.png	lucky/0.456160158	0
Resources/halfbody/2068.png	lucky/0.432416767	0
Resources/halfbody/2069.png	lucky/0.250526458	0
Resources/halfbody/2070.png	lucky/0.219855338	0
Resources/halfbody/2071.png	lucky/0.837305844	0
Resources/halfbody/2072.png	lucky/0.819391489	0
Resources/halfbody/2074.png	lucky/0.853053391	0
Resources/halfbody/2075.png	lucky/0.298806727	0
Resources/halfbody/2076.png	lucky/0.310647905	0
Resources/halfbody/2077.png	lucky/0.978789628	0
Resources/halfbody/2079.png	lucky/0.500778198	0
Resources/halfbody/2080.png	lucky/0.63737905	0
Resources/halfbody/2081.png	lucky/0.365672767	0
Resources/halfbody/2082.png	lucky/0.882534266	0
Resources/halfbody/2083.png	lucky/0.0838343427	0
Resources/halfbody/2084.png	lucky/0.929746389	0
Resources/halfbody/2087.png	lucky/0.395001054	0
Resources/halfbody/2090.png	lucky/0.807580769	0
Resources/halfbody/2092.png	lucky/0.140507221	0
Resources/halfbody/2093.png	lucky/0.0847804174	0
Resources/halfbody/2095.png	lucky/0.708548248	0
Resources/halfbody/2096.png	lucky/0.918057799	0
Resources/halfbody/2097.png	lucky/0.741996527	0
Resources/halfbody/2098.png	lucky/0.102206491	0
Resources/halfbody/2099.png	lucky/0.462630093	0
Resources/halfbody/2100.png	lucky/0.245551929	0
Resources/halfbody/2101.png	lucky/0.0607013144	0
Resources/halfbody/2102.png	lucky/0.689138472	0
Resources/halfbody/2103.png	lucky/0.0578630939	0
Resources/halfbody/2104.png	lucky/0.750602722	0
Resources/halfbody/2105.png	lucky/0.817041516	0
Resources/halfbody/2108.png	lucky/0.984130383	0
Resources/halfbody/2109.png	lucky/0.106479079	0
Resources/halfbody/2116.png	lucky/0.580858767	0
Resources/halfbody/3023.png	lucky/0.70650351	0
Resources/halfbody/3024.png	lucky/0.377849668	0
Resources/halfbody/3027.png	lucky/0.829035282	0
Resources/header/chongwu1.png	lucky/0.328318119	0
Resources/header/h_0.png	lucky/0.315378278	0
Resources/header/h_1.png	lucky/0.107058935	0
Resources/header/h_10.png	lucky/0.339548945	0
Resources/header/h_101.png	lucky/0.597216725	0
Resources/header/h_102.png	lucky/0.137424842	0
Resources/header/h_103.png	lucky/0.822351754	0
Resources/header/h_104.png	lucky/0.563341141	0
Resources/header/h_105.png	lucky/0.316080213	0
Resources/header/h_106.png	lucky/0.675801873	0
Resources/header/h_108.png	lucky/0.543595672	0
Resources/header/h_109.png	lucky/0.520950973	0
Resources/header/h_11.png	lucky/0.0919217542	0
Resources/header/h_110.png	lucky/0.18784143	0
Resources/header/h_111.png	lucky/0.86638999	0
Resources/header/h_112.png	lucky/0.864986122	0
Resources/header/h_115.png	lucky/0.591174066	0
Resources/header/h_119.png	lucky/0.320719004	0
Resources/header/h_12.png	lucky/0.08484146	0
Resources/header/h_121.png	lucky/0.0652180538	0
Resources/header/h_123.png	lucky/0.166295364	0
Resources/header/h_13.png	lucky/0.0929593816	0
Resources/header/h_14.png	lucky/0.0174871068	0
Resources/header/h_15.png	lucky/0.928159416	0
Resources/header/h_16.png	lucky/0.346873373	0
Resources/header/h_17.png	lucky/0.180364385	0
Resources/header/h_18.png	lucky/0.757347345	0
Resources/header/h_19.png	lucky/0.0862758234	0
Resources/header/h_2.png	lucky/0.584032714	0
Resources/header/h_20.png	lucky/0.828211308	0
Resources/header/h_21.png	lucky/0.570848703	0
Resources/header/h_22.png	lucky/0.305581838	0
Resources/header/h_23.png	lucky/0.976409197	0
Resources/header/h_24.png	lucky/0.77941221	0
Resources/header/h_25.png	lucky/0.701040685	0
Resources/header/h_26.png	lucky/0.225440234	0
Resources/header/h_27.png	lucky/0.299417108	0
Resources/header/h_28.png	lucky/0.0903958231	0
Resources/header/h_29.png	lucky/0.315073103	0
Resources/header/h_3.png	lucky/0.402233958	0
Resources/header/h_30.png	lucky/0.439436018	0
Resources/header/h_31.png	lucky/0.397198409	0
Resources/header/h_32.png	lucky/0.853205979	0
Resources/header/h_33.png	lucky/0.0320139155	0
Resources/header/h_34.png	lucky/0.904812753	0
Resources/header/h_35.png	lucky/0.468123406	0
Resources/header/h_36.png	lucky/0.981994092	0
Resources/header/h_37.png	lucky/0.94897306	0
Resources/header/h_38.png	lucky/0.133976251	0
Resources/header/h_39.png	lucky/0.860652506	0
Resources/header/h_4.png	lucky/0.697408974	0
Resources/header/h_40.png	lucky/0.948393226	0
Resources/header/h_401.png	lucky/0.124546036	0
Resources/header/h_402.png	lucky/0.812189102	0
Resources/header/h_403.png	lucky/0.169774473	0
Resources/header/h_404.png	lucky/0.0356761366	0
Resources/header/h_41.png	lucky/0.354838699	0
Resources/header/h_42.png	lucky/0.175878167	0
Resources/header/h_43.png	lucky/0.825647771	0
Resources/header/h_44.png	lucky/0.47071749	0
Resources/header/h_45.png	lucky/0.906857491	0
Resources/header/h_46.png	lucky/0.0641499087	0
Resources/header/h_47.png	lucky/0.0286568813	0
Resources/header/h_48.png	lucky/0.867030859	0
Resources/header/h_49.png	lucky/0.442854077	0
Resources/header/h_5.png	lucky/0.449873358	0
Resources/header/h_50.png	lucky/0.626850188	0
Resources/header/h_505.png	lucky/0.494674534	0
Resources/header/h_51.png	lucky/0.340983301	0
Resources/header/h_52.png	lucky/0.410321355	0
Resources/header/h_53.png	lucky/0.732688367	0
Resources/header/h_54.png	lucky/0.331431001	0
Resources/header/h_55.png	lucky/0.626270354	0
Resources/header/h_56.png	lucky/0.385235131	0
Resources/header/h_57.png	lucky/0.0941190869	0
Resources/header/h_58.png	lucky/0.142338336	0
Resources/header/h_59.png	lucky/0.576097906	0
Resources/header/h_6.png	lucky/0.0610980578	0
Resources/header/h_7.png	lucky/0.773461103	0
Resources/header/h_71.png	lucky/0.628437161	0
Resources/header/h_72.png	lucky/0.189336836	0
Resources/header/h_8.png	lucky/0.383220911	0
Resources/header/h_80.png	lucky/0.3098239	0
Resources/header/h_81.png	lucky/0.201971501	0
Resources/header/h_9.png	lucky/0.31711784	0
Resources/headersmall/chongwu1.png	lucky/0.856349349	0
Resources/headersmall/ckRoleSIcon111.png	lucky/0.697225869	0
Resources/headersmall/ckRoleSIcon112.png	lucky/0.970488608	0
Resources/headersmall/ckRoleSIcon121.png	lucky/0.929898977	0
Resources/headersmall/ckRoleSIcon122.png	lucky/0.570299387	0
Resources/headersmall/ckRoleSIcon131.png	lucky/0.604296982	0
Resources/headersmall/ckRoleSIcon132.png	lucky/0.520187974	0
Resources/headersmall/ckRoleSIcon241.png	lucky/0.61311686	0
Resources/headersmall/ckRoleSIcon242.png	lucky/0.155613884	0
Resources/headersmall/ckRoleSIcon251.png	lucky/0.984649181	0
Resources/headersmall/ckRoleSIcon252.png	lucky/0.0545976125	0
Resources/headersmall/ckRoleSIcon261.png	lucky/0.686117113	0
Resources/headersmall/ckRoleSIcon262.png	lucky/0.517807543	0
Resources/headersmall/h_0.png	lucky/0.59288311	0
Resources/headersmall/h_1.png	lucky/0.641956866	0
Resources/headersmall/h_10.png	lucky/0.417645812	0
Resources/headersmall/h_101.png	lucky/0.798150599	0
Resources/headersmall/h_102.png	lucky/0.725821733	0
Resources/headersmall/h_103.png	lucky/0.31485945	0
Resources/headersmall/h_104.png	lucky/0.81963563	0
Resources/headersmall/h_105.png	lucky/0.825067878	0
Resources/headersmall/h_106.png	lucky/0.204199344	0
Resources/headersmall/h_108.png	lucky/0.617633581	0
Resources/headersmall/h_109.png	lucky/0.159916997	0
Resources/headersmall/h_11.png	lucky/0.602526903	0
Resources/headersmall/h_110.png	lucky/0.764915943	0
Resources/headersmall/h_111.png	lucky/0.973509908	0
Resources/headersmall/h_112.png	lucky/0.261604667	0
Resources/headersmall/h_115.png	lucky/0.508713007	0
Resources/headersmall/h_119.png	lucky/0.374004334	0
Resources/headersmall/h_12.png	lucky/0.106692709	0
Resources/headersmall/h_121.png	lucky/0.635517418	0
Resources/headersmall/h_123.png	lucky/0.747123659	0
Resources/headersmall/h_13.png	lucky/0.0777001232	0
Resources/headersmall/h_14.png	lucky/0.21121861	0
Resources/headersmall/h_15.png	lucky/0.958037078	0
Resources/headersmall/h_16.png	lucky/0.619769871	0
Resources/headersmall/h_17.png	lucky/0.292062134	0
Resources/headersmall/h_18.png	lucky/0.539536715	0
Resources/headersmall/h_19.png	lucky/0.709494293	0
Resources/headersmall/h_2.png	lucky/0.167241439	0
Resources/headersmall/h_20.png	lucky/0.654835641	0
Resources/headersmall/h_2040.png	lucky/0.460188597	0
Resources/headersmall/h_2041.png	lucky/0.163243502	0
Resources/headersmall/h_2043.png	lucky/0.991729498	0
Resources/headersmall/h_2045.png	lucky/0.593676567	0
Resources/headersmall/h_2047.png	lucky/0.399365216	0
Resources/headersmall/h_2048.png	lucky/0.272133559	0
Resources/headersmall/h_2052.png	lucky/0.944975138	0
Resources/headersmall/h_2054.png	lucky/0.897701979	0
Resources/headersmall/h_2055.png	lucky/0.954344332	0
Resources/headersmall/h_2056.png	lucky/0.503006101	0
Resources/headersmall/h_2069.png	lucky/0.142490923	0
Resources/headersmall/h_2076.png	lucky/0.236884668	0
Resources/headersmall/h_2079.png	lucky/0.544145048	0
Resources/headersmall/h_21.png	lucky/0.961851835	0
Resources/headersmall/h_22.png	lucky/0.850642443	0
Resources/headersmall/h_23.png	lucky/0.912564456	0
Resources/headersmall/h_24.png	lucky/0.266853839	0
Resources/headersmall/h_25.png	lucky/0.906155586	0
Resources/headersmall/h_26.png	lucky/0.801110864	0
Resources/headersmall/h_27.png	lucky/0.97775203	0
Resources/headersmall/h_28.png	lucky/0.66188544	0
Resources/headersmall/h_29.png	lucky/0.0465102084	0
Resources/headersmall/h_3.png	lucky/0.863582253	0
Resources/headersmall/h_30.png	lucky/0.641285419	0
Resources/headersmall/h_31.png	lucky/0.144383073	0
Resources/headersmall/h_32.png	lucky/0.403637797	0
Resources/headersmall/h_33.png	lucky/0.195867792	0
Resources/headersmall/h_34.png	lucky/0.774040937	0
Resources/headersmall/h_35.png	lucky/0.0714133158	0
Resources/headersmall/h_36.png	lucky/0.299295008	0
Resources/headersmall/h_37.png	lucky/0.763756216	0
Resources/headersmall/h_38.png	lucky/0.967741907	0
Resources/headersmall/h_39.png	lucky/0.0157170333	0
Resources/headersmall/h_4.png	lucky/0.748069704	0
Resources/headersmall/h_40.png	lucky/0.524948895	0
Resources/headersmall/h_401.png	lucky/0.588732541	0
Resources/headersmall/h_402.png	lucky/0.99584949	0
Resources/headersmall/h_403.png	lucky/0.461195707	0
Resources/headersmall/h_404.png	lucky/0.167149872	0
Resources/headersmall/h_41.png	lucky/0.433790088	0
Resources/headersmall/h_42.png	lucky/0.528855264	0
Resources/headersmall/h_43.png	lucky/0.634479821	0
Resources/headersmall/h_44.png	lucky/0.597857594	0
Resources/headersmall/h_45.png	lucky/0.907437384	0
Resources/headersmall/h_46.png	lucky/0.373485506	0
Resources/headersmall/h_47.png	lucky/0.183965579	0
Resources/headersmall/h_48.png	lucky/0.00704977568	0
Resources/headersmall/h_49.png	lucky/0.315775007	0
Resources/headersmall/h_5.png	lucky/0.486892313	0
Resources/headersmall/h_50.png	lucky/0.326761693	0
Resources/headersmall/h_505.png	lucky/0.266518146	0
Resources/headersmall/h_51.png	lucky/0.0312814713	0
Resources/headersmall/h_6.png	lucky/0.823511481	0
Resources/headersmall/h_7.png	lucky/0.844080925	0
Resources/headersmall/h_71.png	lucky/0.658040106	0
Resources/headersmall/h_72.png	lucky/0.49195838	0
Resources/headersmall/h_8.png	lucky/0.0705282763	0
Resources/headersmall/h_80.png	lucky/0.00909451582	0
Resources/headersmall/h_81.png	lucky/0.740256965	0
Resources/headersmall/h_9.png	lucky/0.14120914	0
Resources/headersmall/roleSIcon111.png	lucky/0.23020111	0
Resources/headersmall/roleSIcon112.png	lucky/0.251991332	0
Resources/headersmall/roleSIcon121.png	lucky/0.0631733164	1
Resources/headersmall/roleSIcon122.png	lucky/0.497848451	0
Resources/headersmall/roleSIcon131.png	lucky/0.765434742	1
Resources/headersmall/roleSIcon132.png	lucky/0.952604771	0
Resources/headersmall/roleSIcon241.png	lucky/0.660451055	0
Resources/headersmall/roleSIcon242.png	lucky/0.707876801	0
Resources/headersmall/roleSIcon251.png	lucky/0.386669517	0
Resources/headersmall/roleSIcon252.png	lucky/0.740745246	0
Resources/headersmall/roleSIcon261.png	lucky/0.334543914	0
Resources/headersmall/roleSIcon262.png	lucky/0.0711691678	0
Resources/headersmall/wenhao.png	lucky/0.0846278295	0
Resources/headersmall/zhujiao1.png	lucky/0.754539609	0
Resources/headersmall/zhujiao10.png	lucky/0.758232355	0
Resources/headersmall/zhujiao11.png	lucky/0.491866827	0
Resources/headersmall/zhujiao12.png	lucky/0.0538041331	0
Resources/headersmall/zhujiao2.png	lucky/0.284371465	1
Resources/headersmall/zhujiao3.png	lucky/0.707968354	1
Resources/headersmall/zhujiao4.png	lucky/0.185064241	0
Resources/headersmall/zhujiao5.png	lucky/0.344462425	0
Resources/headersmall/zhujiao6.png	lucky/0.83886224	0
Resources/headersmall/zhujiao7.png	lucky/0.849696338	0
Resources/headersmall/zhujiao8.png	lucky/0.134159371	0
Resources/headersmall/zhujiao9.png	lucky/0.597674489	0
Resources/item/2039.png	lucky/0.435682237	0
Resources/item/2040.png	lucky/0.875209808	0
Resources/item/2041.png	lucky/0.787926853	0
Resources/item/2042.png	lucky/0.479354233	0
Resources/item/2043.png	lucky/0.294564664	0
Resources/item/2045.png	lucky/0.668752074	0
Resources/item/2046.png	lucky/0.779076517	0
Resources/item/2047.png	lucky/0.592150629	0
Resources/item/2048.png	lucky/0.462508023	0
Resources/item/2050.png	lucky/0.62569046	0
Resources/item/2051.png	lucky/0.170842618	0
Resources/item/2052.png	lucky/0.864314735	0
Resources/item/2053.png	lucky/0.363811165	0
Resources/item/2054.png	lucky/0.144444108	0
Resources/item/2055.png	lucky/0.632160425	0
Resources/item/2056.png	lucky/0.217688531	0
Resources/item/2057.png	lucky/0.115787223	0
Resources/item/2058.png	lucky/0.890713215	0
Resources/item/2062.png	lucky/0.193823054	0
Resources/item/2063.png	lucky/0.363017678	0
Resources/item/2066.png	lucky/0.62367624	0
Resources/item/2067.png	lucky/0.594286919	0
Resources/item/2068.png	lucky/0.298348963	0
Resources/item/2069.png	lucky/0.980376601	0
Resources/item/2070.png	lucky/0.447859138	0
Resources/item/2071.png	lucky/0.711020231	0
Resources/item/2072.png	lucky/0.900082409	0
Resources/item/2075.png	lucky/0.112338632	0
Resources/item/2076.png	lucky/0.743125677	0
Resources/item/2077.png	lucky/0.985900462	0
Resources/item/2079.png	lucky/0.918118834	0
Resources/item/2080.png	lucky/0.648304701	0
Resources/item/2084.png	lucky/0.666249573	0
Resources/item/2087.png	lucky/0.741874456	0
Resources/item/2093.png	lucky/0.277718425	0
Resources/item/2100.png	lucky/0.853267014	0
Resources/item/40x40ybx10000.png	lucky/0.907101631	1
Resources/item/40x40ybx2000.png	lucky/0.0197759941	1
Resources/item/40x40ybx5000.png	lucky/0.133091226	1
Resources/item/65x65ybx10000.png	lucky/0.280098885	1
Resources/item/65x65ybx2000.png	lucky/0.655934334	1
Resources/item/65x65ybx5000.png	lucky/0.991210639	1
Resources/item/Babybaohu1.png	lucky/0.0693380535	0
Resources/item/Babybaohu2.png	lucky/0.712271512	0
Resources/item/Babybaohu3.png	lucky/0.349772632	0
Resources/item/Babybaohu4.png	lucky/0.729331315	0
Resources/item/Babybaohu5.png	lucky/0.470137626	0
Resources/item/Babybudao1.png	lucky/0.634846032	0
Resources/item/Babybudao2.png	lucky/0.207373276	0
Resources/item/Babybudao3.png	lucky/0.647267044	0
Resources/item/Babybudao4.png	lucky/0.931608021	0
Resources/item/Babybudao5.png	lucky/0.509750664	0
Resources/item/Babydantigongji1.png	lucky/0.395733505	0
Resources/item/Babydantigongji2.png	lucky/0.39228493	0
Resources/item/Babydantigongji3.png	lucky/0.309152514	0
Resources/item/Babydantigongji4.png	lucky/0.985534251	0
Resources/item/Babydantigongji5.png	lucky/0.684957445	0
Resources/item/Babyhunluandiren1.png	lucky/0.557390034	0
Resources/item/Babyhunluandiren2.png	lucky/0.634144127	0
Resources/item/Babyhunluandiren3.png	lucky/0.73805964	0
Resources/item/Babyhunluandiren4.png	lucky/0.268196672	0
Resources/item/Babyhunluandiren5.png	lucky/0.0551774651	0
Resources/item/Babyjiaduoshan1.png	lucky/0.650135815	0
Resources/item/Babyjiaduoshan2.png	lucky/0.341135889	0
Resources/item/Babyjiaduoshan3.png	lucky/0.824884772	0
Resources/item/Babyjiaduoshan4.png	lucky/0.411969364	0
Resources/item/Babyjiaduoshan5.png	lucky/0.301370293	0
Resources/item/Babyjiafagong1.png	lucky/0.207251191	0
Resources/item/Babyjiafagong2.png	lucky/0.0994598195	0
Resources/item/Babyjiafagong3.png	lucky/0.246406451	0
Resources/item/Babyjiafagong4.png	lucky/0.986815989	0
Resources/item/Babyjiafagong5.png	lucky/0.703604221	0
Resources/item/Babyjiafakang1.png	lucky/0.305154562	0
Resources/item/Babyjiafakang2.png	lucky/0.167516097	0
Resources/item/Babyjiafakang3.png	lucky/0.87783438	0
Resources/item/Babyjiafakang4.png	lucky/0.830225527	0
Resources/item/Babyjiafakang5.png	lucky/0.203985721	0
Resources/item/Babyjiamingzhong1.png	lucky/0.622516572	0
Resources/item/Babyjiamingzhong2.png	lucky/0.593737602	0
Resources/item/Babyjiamingzhong3.png	lucky/0.0461745039	0
Resources/item/Babyjiamingzhong4.png	lucky/0.872219026	0
Resources/item/Babyjiamingzhong5.png	lucky/0.811120927	0
Resources/item/Babyjiangdiduoshan1.png	lucky/0.531540871	0
Resources/item/Babyjiangdiduoshan2.png	lucky/0.686330736	0
Resources/item/Babyjiangdiduoshan3.png	lucky/0.319345683	0
Resources/item/Babyjiangdiduoshan4.png	lucky/0.676168084	0
Resources/item/Babyjiangdiduoshan5.png	lucky/0.171575055	0
Resources/item/Babyjiangdifali1.png	lucky/0.728263199	0
Resources/item/Babyjiangdifali2.png	lucky/0.399792463	0
Resources/item/Babyjiangdifali3.png	lucky/0.875881195	0
Resources/item/Babyjiangdifali4.png	lucky/0.579393923	0
Resources/item/Babyjiangdifali5.png	lucky/0.475783557	0
Resources/item/Babyjiangdiminghzong1.png	lucky/0.726706743	0
Resources/item/Babyjiangdiminghzong2.png	lucky/0.481063277	0
Resources/item/Babyjiangdiminghzong3.png	lucky/0.0506302081	0
Resources/item/Babyjiangdiminghzong4.png	lucky/0.798699915	0
Resources/item/Babyjiangdiminghzong5.png	lucky/0.00900296029	0
Resources/item/Babyjiangdishuanggong1.png	lucky/0.738669991	0
Resources/item/Babyjiangdishuanggong2.png	lucky/0.700552404	0
Resources/item/Babyjiangdishuanggong3.png	lucky/0.304849386	0
Resources/item/Babyjiangdishuanggong4.png	lucky/0.283852667	0
Resources/item/Babyjiangdishuanggong5.png	lucky/0.580462039	0
Resources/item/Babyjiangdishuangkuang1.png	lucky/0.535355687	0
Resources/item/Babyjiangdishuangkuang2.png	lucky/0.893246233	0
Resources/item/Babyjiangdishuangkuang3.png	lucky/0.165959656	0
Resources/item/Babyjiangdishuangkuang4.png	lucky/0.809869707	0
Resources/item/Babyjiangdishuangkuang5.png	lucky/0.675984979	0
Resources/item/Babyjiashuanggong1.png	lucky/0.495864749	0
Resources/item/Babyjiashuanggong2.png	lucky/0.349223316	0
Resources/item/Babyjiashuanggong3.png	lucky/0.720328391	0
Resources/item/Babyjiashuanggong4.png	lucky/0.774559796	0
Resources/item/Babyjiashuanggong5.png	lucky/0.0784325674	0
Resources/item/Babyjiashuangkang1.png	lucky/0.926786125	0
Resources/item/Babyjiashuangkang2.png	lucky/0.904934824	0
Resources/item/Babyjiashuangkang3.png	lucky/0.823419929	0
Resources/item/Babyjiashuangkang4.png	lucky/0.180150762	0
Resources/item/Babyjiashuangkang5.png	lucky/0.955778658	0
Resources/item/Babyjiawugong1.png	lucky/0.169835508	0
Resources/item/Babyjiawugong2.png	lucky/0.848200917	0
Resources/item/Babyjiawugong3.png	lucky/0.445539713	0
Resources/item/Babyjiawugong4.png	lucky/0.914242983	0
Resources/item/Babyjiawugong5.png	lucky/0.339335293	0
Resources/item/Babyjiawukang1.png	lucky/0.362651438	0
Resources/item/Babyjiawukang2.png	lucky/0.68941313	0
Resources/item/Babyjiawukang3.png	lucky/0.460585356	0
Resources/item/Babyjiawukang4.png	lucky/0.411908329	0
Resources/item/Babyjiawukang5.png	lucky/0.964751124	0
