lv	index1	index2	index3	index4	index5	index6	index7	index8	index9	index10	index11	index12	index13
50	27460	4460	54000	24000	4720	0	0	0	0	12450	0	17488	1350
51	27520	4750	54800	24000	9450	0	0	0	0	12650	0	17488	1350
52	27580	4750	55600	24000	9450	0	0	0	0	18710	0	17488	1350
53	27630	5040	56400	24000	9450	0	0	0	0	18710	0	17488	1350
54	27690	5040	57200	36000	14170	0	0	0	0	19010	0	17488	1350
55	27750	5400	58000	36000	14170	0	0	0	0	19010	0	17488	1350
56	27800	5400	58800	36000	14170	0	0	0	0	19310	0	17488	1350
57	27860	5760	59600	36000	18900	0	0	0	0	19310	0	17488	1350
58	27910	5760	60400	36000	18900	0	0	0	0	19610	0	17488	1350
59	27970	6120	61200	36000	18900	0	0	0	0	19910	0	17488	1350
60	47200	6120	86000	48600	31500	4690	6720	0	0	19910	0	37380	2700
61	47280	6120	87100	48600	31500	4690	6720	0	0	20200	0	37380	2700
62	47350	6480	88200	48600	31500	4690	6720	0	0	20200	0	37380	2700
63	47430	6480	89300	48600	31500	4940	13440	0	0	20500	0	37380	2700
64	47510	6840	90400	48600	31500	4940	13440	0	0	20800	0	37380	2700
65	47590	61560	91500	48600	37800	5230	26880	36020	0	20800	0	37380	28508
66	47670	64800	92600	48600	37800	5950	26880	36020	0	21100	0	37380	28508
67	47750	64800	93700	64800	37800	6380	26880	36020	0	21400	0	37380	28508
68	47830	64800	94800	64800	37800	6840	26880	36020	0	27560	0	37380	28508
69	47910	68040	95900	64800	37800	7360	26880	36020	0	27560	0	37380	28508
70	47980	68040	97000	89380	68900	7360	26880	39440	24640	27960	0	37380	28508
71	48060	71280	98100	92130	71660	8530	40320	39440	24640	28360	0	37380	28508
72	48140	71280	99200	92130	71660	9180	40320	39440	24640	28760	0	37380	28508
73	48220	71280	100300	92130	71660	9180	40320	42950	24640	29160	0	37380	28508
74	48300	74520	101400	92130	71660	9880	40320	42950	24640	29160	0	37380	28508
75	48380	74520	102500	94500	81900	9880	40320	42950	24640	29560	0	37380	28508
76	48460	77760	103600	94500	81900	9880	40320	42950	24640	29960	0	37380	28508
77	48540	77760	104700	94500	81900	10620	40320	42950	24640	30360	0	37380	28508
78	48610	77760	105800	94500	81900	11400	40320	42950	24640	30760	0	37380	28508
79	48690	77760	106900	94500	81900	11400	40320	47990	24640	31150	0	37380	28508
80	69650	77760	150000	118800	140400	16730	60480	47990	24640	31150	46080	60004	28508
81	69780	77760	150000	124200	145800	17610	60480	47990	24640	40530	46080	60004	28508
82	69900	77760	150000	145800	145800	18530	60480	47990	24640	40530	46080	60004	28508
83	70020	77760	150000	145800	145800	19500	60480	47990	24640	40530	46080	60004	28508
84	70150	77760	150000	145800	145800	20510	60480	47990	24640	41430	46080	60004	28508
85	70270	77760	150000	145800	145800	21570	60480	57280	24640	41430	46080	60004	55118
86	70390	84240	150000	145800	145800	22660	60480	57280	24640	42330	46080	60004	55118
87	70520	84240	150000	145800	145800	22660	80640	57280	24640	42330	46080	60004	55118
88	70640	84240	150000	145800	145800	23810	80640	57280	24640	43230	46080	60004	55118
89	70770	84240	150000	145800	145800	25000	80640	57280	24640	43230	46080	60004	55118
90	70890	84240	150000	166320	187920	26240	80640	65740	74690	44130	46080	60004	56414
91	71010	84240	150000	166320	187920	26240	80640	65740	74690	44130	46080	60004	56414
92	71140	84240	150000	166320	187920	27520	80640	65740	74690	45030	46080	60004	56414
93	71260	84240	150000	166320	187920	28850	80640	65740	74690	45030	46080	60004	56414
94	71380	84240	150000	166320	187920	30210	80640	65740	74690	45930	46080	60004	56414
95	71510	90720	150000	187920	187920	31630	80640	75820	74690	46830	46080	60004	56414
96	71630	90720	150000	187920	187920	33090	80640	75820	74690	46830	46080	60004	56414
97	71760	90720	150000	187920	187920	33090	80640	75820	74690	47730	46080	60004	56414
98	71880	90720	150000	187920	187920	34600	80640	75820	74690	47730	46080	60004	56414
99	72000	90720	150000	194400	194400	36150	80640	75820	74690	48620	46080	60004	56414
100	92850	90720	192000	194400	194400	42250	107520	75820	74690	48620	92160	85324	84388
101	92990	90720	192000	229060	293860	45570	107520	87160	74690	56900	92160	85324	84388
102	93130	90720	192000	229060	293860	47300	107520	87160	74690	56900	92160	85324	84388
103	93270	90720	192000	229060	293860	49080	107520	87160	74690	57980	92160	85324	84388
104	93410	90720	192000	229060	293860	50900	107520	87160	74690	57980	92160	85324	84388
105	93550	97200	192000	229060	293860	52770	107520	87160	74690	59060	92160	85324	84388
106	93690	97200	192000	229060	293860	54680	107520	87160	74690	60140	92160	85324	84388
107	93830	97200	192000	229060	293860	56640	107520	101020	74690	60140	92160	85324	84388
108	93970	97200	192000	229060	293860	58630	194880	101020	74690	61220	92160	85324	84388
109	94110	97200	192000	229060	293860	60680	194880	101020	74690	61220	92160	85324	84388
110	94260	97200	192000	239110	303910	64910	201600	101020	175530	62300	92160	85324	86656
111	94400	97200	192000	239110	303910	67090	201600	101020	175530	62300	92160	85324	86656
112	94540	97200	192000	239110	303910	69320	201600	101020	175530	63380	92160	85324	86656
113	94680	97200	192000	239110	303910	73900	201600	120940	175530	64450	92160	85324	86656
114	94820	97200	192000	260710	303910	76260	201600	120940	175530	64450	92160	85324	86656
115	94960	97200	192000	260710	303910	81120	201600	120940	175530	65530	92160	85324	86656
116	95100	103680	192000	260710	303910	83620	201600	120940	175530	65530	92160	85324	86656
117	95240	103680	192000	260710	303910	86160	201600	120940	175530	66610	92160	85324	86656
118	95380	103680	192000	260710	303910	91370	201600	120940	175530	66610	92160	85324	86656
119	95520	103680	192000	260710	303910	96770	201600	130840	175530	75790	92160	85324	86656
120	120400	103680	453240	325200	378000	103023	241920	130840	365217	75790	138240	113887	115642
121	120600	103680	458280	325200	378000	108276	241920	143260	365217	77050	138240	113887	115642
122	120800	103680	463320	325200	378000	113703	241920	143260	365217	77050	138240	113887	115642
123	120900	103680	468360	325200	378000	116475	241920	143260	365217	78310	138240	113887	115642
124	121100	103680	473400	325200	378000	122154	241920	143260	365217	79570	138240	113887	115642
125	121300	110160	478440	325200	378000	127998	241920	143260	365217	79570	138240	113887	115642
126	121500	110160	483480	325200	378000	137064	241920	143260	365217	80830	138240	113887	115642
127	121600	110160	488520	325200	378000	143319	241920	156400	365217	80830	138240	113887	115642
128	121800	110160	493560	325200	378000	149739	241920	156400	365217	82080	138240	113887	115642
129	122000	110160	498600	325200	378000	159684	291648	156400	365217	83340	138240	113887	115642
130	122100	110160	503640	333600	487458	166518	301056	156400	660440	83340	138240	113887	118882
131	122300	110160	508680	333600	487458	169992	301056	156400	660440	84600	138240	113887	118882
132	122500	110160	513720	333600	487458	169992	301056	170710	660440	85860	138240	113887	118882
133	122600	110160	518760	333600	487458	169992	301056	170710	660440	87120	138240	113887	118882
134	122800	116640	523800	333600	487458	169992	301056	170710	660440	87120	138240	113887	118882
135	123000	116640	528840	333600	487458	169992	301056	170710	660440	88560	138240	113887	118882
136	123100	116640	533880	333600	487458	169992	301056	170710	660440	90000	138240	113887	118882
137	123300	116640	538920	333600	487458	169992	301056	191300	660440	91430	138240	113887	118882
138	123500	116640	543960	333600	487458	169992	301056	191300	660440	91430	138240	113887	118882
139	123600	116640	549000	333600	487458	169992	301056	191300	660440	92870	138240	113887	118882
140	151300	129600	559040	429240	590220	169992	388416	250300	990660	102870	184320	144925	186127
141	151500	129600	564080	429240	590220	169992	388416	250300	990660	104370	184320	144925	186127
142	151700	129600	569120	429240	590220	169992	388416	250300	990660	105870	184320	144925	186127
143	151900	129600	574160	429240	590220	169992	388416	250300	990660	107370	184320	144925	186127
144	152100	129600	579200	429240	590220	169992	388416	250300	990660	108870	184320	144925	186127
145	152300	129600	584240	429240	590220	169992	388416	250300	990660	110370	184320	144925	186127
146	152500	129600	589280	429240	590220	169992	388416	250300	990660	111870	184320	144925	186127
147	152700	129600	594320	429240	590220	169992	388416	250300	990660	113370	184320	144925	186127
148	152900	129600	599360	429240	590220	169992	388416	250300	990660	114870	184320	144925	186127
149	153100	129600	604400	429240	590220	169992	388416	250300	990660	116370	184320	144925	186127
150	153300	129600	609440	429240	590220	169992	388416	250300	990660	117870	184320	144925	186127
151	153500	129600	614480	429240	590220	169992	388416	250300	990660	119370	184320	144925	186127
152	153700	129600	619520	429240	590220	169992	388416	250300	990660	120870	184320	144925	186127
153	153900	129600	624560	429240	590220	169992	388416	250300	990660	122370	184320	144925	186127
154	154100	129600	629600	429240	590220	169992	388416	250300	990660	123870	184320	144925	186127
155	154200	129600	634640	429240	590220	169992	388416	250300	990660	125370	184320	144925	186127
156	154400	129600	639680	429240	590220	169992	388416	250300	990660	126870	184320	144925	186127
157	154600	129600	644720	429240	590220	169992	388416	250300	990660	128370	184320	144925	186127
158	154800	129600	649760	429240	590220	169992	388416	250300	990660	129870	184320	144925	186127
159	155000	129600	654800	429240	590220	169992	388416	250300	990660	131370	184320	144925	186127
160	161560	129600	876000	429240	590220	321882	388416	250300	990660	132870	368640	144925	186127
161	161960	129600	879200	429240	590220	323232	388416	250300	990660	134370	368640	144925	186127
162	162360	129600	882400	429240	590220	324579	388416	250300	990660	135870	368640	144925	186127
163	162760	129600	885600	429240	590220	325926	388416	250300	990660	137370	368640	144925	186127
164	162880	129600	888800	429240	590220	327276	388416	250300	990660	138870	368640	144925	186127
165	163000	129600	892000	429240	590220	328623	388416	250300	990660	140370	368640	144925	186127
166	169960	129600	895200	429240	590220	329973	388416	250300	990660	141870	368640	144925	186127
167	170095	129600	898400	429240	590220	331320	388416	250300	990660	143370	368640	144925	186127
168	170230	129600	901600	429240	590220	332667	388416	250300	990660	144870	368640	144925	186127
169	170360	129600	904800	429240	590220	334017	388416	250300	990660	146370	368640	144925	186127
170	170500	129600	979480	429240	590220	335364	388416	250300	990660	147870	368640	144925	186127
171	170580	129600	982936	429240	590220	336714	388416	250300	990660	149370	368640	144925	186127
172	170760	129600	986392	429240	590220	338061	388416	250300	990660	150870	368640	144925	186127
173	170940	129600	989848	429240	590220	339408	388416	250300	990660	152370	368640	144925	186127
174	171120	129600	993304	429240	590220	340758	388416	250300	990660	153870	368640	144925	186127
175	171400	129600	996760	429240	590220	342105	388416	250300	990660	155370	368640	144925	186127
176	177479	129600	1000216	429240	590220	343455	388416	250300	990660	156870	368640	144925	186127
177	177929	129600	1003672	429240	590220	344811	388416	250300	990660	158370	368640	144925	186127
178	178379	129600	1007128	429240	590220	346158	388416	250300	990660	159870	368640	144925	186127
179	178829	129600	1010584	429240	590220	347508	388416	250300	990660	161370	368640	144925	186127
