coding	name	wingCoding	wingId	needlevel	grade	posType	nameColor	suitId	canSell	salePrice	Idepro	FaileIdepro	needItem	idegorgeous	gorgeous	Basept1	Basepv1	Basept2	Basepv2	Starpt1	Starpv1	Starpt2	Starpv2	Uppt1	Uppv1	Uppt2	Uppv2	Jdpt1	Jdpv1	Jdpt2	Jdpv2	Jdpt3	Jdpv3	needLog	kinds	propsType	icon	sortLevel	miaoshu	doubleclick	jiaMi
37007	恶魔之翼	26981	11	45	1	4	[蓝色,紫色,黄色,橙色,红色]	2	1	500	4500	500	[26676,1]	20	5	9	1000	12	1000	9	[0,30,66,108,156,210,270,336,408,486,570,660,756,858,966,1080,1200,1326,1458,1596]	12	[0,30,66,108,156,210,270,336,408,486,570,660,756,858,966,1080,1200,1326,1458,1596]	9	[0,30,60,90,120]	12	[0,30,60,90,120]	9	[400,800,1200,1600,2000]	12	[400,800,1200,1600,2000]	0	0	1	12	14	szyuyi2	706	<font color="#E6DFBB">恶魔套装-羽翼部件,图鉴中选择并保存获得恶魔羽翼形象；所有时装的基础属性（主角）可以叠加生效。<br>获取：</font>龙骑神殿许愿池<br><font color="#cc6633">各时装套装属性可叠加同时生效。</font>	ACTIVE_CLOTHES	1
37008	恶魔·邪恶之角		0	45	1	3	[蓝色,紫色,黄色,橙色,红色]	2	1	500	4500	500	[26676,1]	20	5	8	1000	13	1000	8	[0,30,66,108,156,210,270,336,408,486,570,660,756,858,966,1080,1200,1326,1458,1596]	13	[0,30,66,108,156,210,270,336,408,486,570,660,756,858,966,1080,1200,1326,1458,1596]	8	[0,30,60,90,120]	13	[0,30,60,90,120]	8	[400,800,1200,1600,2000]	13	[400,800,1200,1600,2000]	0	0	1	12	14	szmaozi2	707	<font color="#E6DFBB">恶魔套装-帽子部件,图鉴中选择并保存获得恶魔帽子形象；所有时装的基础属性（主角）可以叠加生效。<br>获取：</font>商城购买。<br><font color="#cc6633">各时装套装属性可叠加同时生效。</font>	ACTIVE_CLOTHES	1
37009	白色恋人	26110	1	1	1	4	[蓝色,紫色,黄色,橙色,红色]	0	1	500	4500	500	[26676,1]	20	5	9	500	12	500	9	[0,30,66,108,156,210,270,336,408,486,570,660,756,858,966,1080,1200,1326,1458,1596]	12	[0,30,66,108,156,210,270,336,408,486,570,660,756,858,966,1080,1200,1326,1458,1596]	9	[0,30,60,90,120]	12	[0,30,60,90,120]	9	[400,800,1200,1600,2000]	12	[400,800,1200,1600,2000]	0	0	1	12	14	baiselianren	708	<font color="#E6DFBB">白色恋人羽翼部件，图鉴中选择并保存获得白色恋人羽翼形象。所有时装的基础属性（主角）可以叠加生效。<br>获取：</font>首充获得	ACTIVE_CLOTHES	1
37010	红粉佳人	26111	2	45	1	4	[蓝色,紫色,黄色,橙色,红色]	0	1	500	4500	500	[26676,1]	20	5	9	500	12	500	9	[0,30,66,108,156,210,270,336,408,486,570,660,756,858,966,1080,1200,1326,1458,1596]	12	[0,30,66,108,156,210,270,336,408,486,570,660,756,858,966,1080,1200,1326,1458,1596]	9	[0,30,60,90,120]	12	[0,30,60,90,120]	9	[400,800,1200,1600,2000]	12	[400,800,1200,1600,2000]	0	0	1	12	14	hongfenjiaren	709	<font color="#E6DFBB">红粉佳人羽翼部件，图鉴中选择并保存获得红粉佳人羽翼形象。所有时装的基础属性（主角）可以叠加生效。<br>获取：</font>商城购买	ACTIVE_CLOTHES	1
37011	青衣之恋	26112	3	45	1	4	[蓝色,紫色,黄色,橙色,红色]	0	1	500	4500	500	[26676,1]	20	5	9	500	12	500	9	[0,30,66,108,156,210,270,336,408,486,570,660,756,858,966,1080,1200,1326,1458,1596]	12	[0,30,66,108,156,210,270,336,408,486,570,660,756,858,966,1080,1200,1326,1458,1596]	9	[0,30,60,90,120]	12	[0,30,60,90,120]	9	[400,800,1200,1600,2000]	12	[400,800,1200,1600,2000]	0	0	1	12	14	qingyizhilian	710	<font color="#E6DFBB">青衣之恋羽翼部件，图鉴中选择并保存获得青衣之恋羽翼形象。所有时装的基础属性（主角）可以叠加生效。<br>获取：</font>商城购买	ACTIVE_CLOTHES	1
37012	蓝色妖姬	26113	4	45	1	4	[蓝色,紫色,黄色,橙色,红色]	0	1	500	4500	500	[26676,1]	20	5	9	500	12	500	9	[0,30,66,108,156,210,270,336,408,486,570,660,756,858,966,1080,1200,1326,1458,1596]	12	[0,30,66,108,156,210,270,336,408,486,570,660,756,858,966,1080,1200,1326,1458,1596]	9	[0,30,60,90,120]	12	[0,30,60,90,120]	9	[400,800,1200,1600,2000]	12	[400,800,1200,1600,2000]	0	0	1	12	14	lanseyaoji	711	<font color="#E6DFBB">蓝色妖姬羽翼部件，图鉴中选择并保存获得蓝色妖姬羽翼形象。所有时装的基础属性（主角）可以叠加生效。<br>获取：</font>商城购买	ACTIVE_CLOTHES	1
37013	紫陌倾城	26114	5	45	1	4	[蓝色,紫色,黄色,橙色,红色]	0	1	500	4500	500	[26676,1]	20	5	9	500	12	500	9	[0,30,66,108,156,210,270,336,408,486,570,660,756,858,966,1080,1200,1326,1458,1596]	12	[0,30,66,108,156,210,270,336,408,486,570,660,756,858,966,1080,1200,1326,1458,1596]	9	[0,30,60,90,120]	12	[0,30,60,90,120]	9	[400,800,1200,1600,2000]	12	[400,800,1200,1600,2000]	0	0	1	12	14	zimoqingcheng	712	<font color="#E6DFBB">紫陌倾城羽翼部件，图鉴中选择并保存获得紫陌倾城羽翼形象。所有时装的基础属性（主角）可以叠加生效。<br>获取：</font>商城购买	ACTIVE_CLOTHES	1
37014	血舞一生	26115	6	45	1	4	[蓝色,紫色,黄色,橙色,红色]	0	1	500	4500	500	[26676,1]	20	5	9	500	12	500	9	[0,30,66,108,156,210,270,336,408,486,570,660,756,858,966,1080,1200,1326,1458,1596]	12	[0,30,66,108,156,210,270,336,408,486,570,660,756,858,966,1080,1200,1326,1458,1596]	9	[0,30,60,90,120]	12	[0,30,60,90,120]	9	[400,800,1200,1600,2000]	12	[400,800,1200,1600,2000]	0	0	1	12	14	xuewuyisheng	713	<font color="#E6DFBB">血舞一生羽翼部件，图鉴中选择并保存获得血舞一生羽翼形象。所有时装的基础属性（主角）可以叠加生效。<br>获取：</font>商城购买	ACTIVE_CLOTHES	1
37015	璀璨人生	26116	7	45	1	4	[蓝色,紫色,黄色,橙色,红色]	0	1	500	4500	500	[26676,1]	20	5	9	500	12	500	9	[0,30,66,108,156,210,270,336,408,486,570,660,756,858,966,1080,1200,1326,1458,1596]	12	[0,30,66,108,156,210,270,336,408,486,570,660,756,858,966,1080,1200,1326,1458,1596]	9	[0,30,60,90,120]	12	[0,30,60,90,120]	9	[400,800,1200,1600,2000]	12	[400,800,1200,1600,2000]	0	0	1	12	14	cuicanrensheng	714	<font color="#E6DFBB">璀璨人生羽翼部件，图鉴中选择并保存获得璀璨人生羽翼形象。所有时装的基础属性（主角）可以叠加生效。<br>获取：</font>商城购买	ACTIVE_CLOTHES	1
37016	蓝色魅力	26117	8	45	1	4	[蓝色,紫色,黄色,橙色,红色]	0	1	500	4500	500	[26676,1]	20	5	9	500	12	500	9	[0,30,66,108,156,210,270,336,408,486,570,660,756,858,966,1080,1200,1326,1458,1596]	12	[0,30,66,108,156,210,270,336,408,486,570,660,756,858,966,1080,1200,1326,1458,1596]	9	[0,30,60,90,120]	12	[0,30,60,90,120]	9	[400,800,1200,1600,2000]	12	[400,800,1200,1600,2000]	0	0	1	12	14	lanshemeili	715	<font color="#E6DFBB">蓝色魅力羽翼部件，图鉴中选择并保存获得蓝色魅力羽翼形象。所有时装的基础属性（主角）可以叠加生效。<br>获取：</font>商城购买	ACTIVE_CLOTHES	1
37017	倾城之恋	26118	9	45	1	4	[蓝色,紫色,黄色,橙色,红色]	0	1	500	4500	500	[26676,1]	20	5	9	500	12	500	9	[0,30,66,108,156,210,270,336,408,486,570,660,756,858,966,1080,1200,1326,1458,1596]	12	[0,30,66,108,156,210,270,336,408,486,570,660,756,858,966,1080,1200,1326,1458,1596]	9	[0,30,60,90,120]	12	[0,30,60,90,120]	9	[400,800,1200,1600,2000]	12	[400,800,1200,1600,2000]	0	0	1	12	14	qingchengzhilian	716	<font color="#E6DFBB">倾城之恋羽翼部件，图鉴中选择并保存获得倾城之恋羽翼形象。所有时装的基础属性（主角）可以叠加生效。<br>获取：</font>精彩活动	ACTIVE_CLOTHES	1
