stepIndex	nextStep	needLv	needReward	Exp	AwardNMoney	awardBindRMB	awardItems	taskType	taskParam	taskWhat	YuJiaZai	TaskName	TaskNo	Answer	AnswerType	talkType	Talk	npc	scene	desc	descNo	ChuFa	SpeialAc	trapIndex	loadingText	AnswerIcon	TaskGuide	Auto	Pos	FangKuiBiaoTi	FangKuiMiaoShu
2320	2330	34	0	4000	4000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】训练场一处#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】训练场一处#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)训练场一处#n	2	0	10232001	101	16	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U训练场一处#n	     #C(#EE0000)34级可接取#C(#4876FF)训练场一处#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,16,101)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1			
2330	2340	34	1	4000	4000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】训练场一处#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】训练场一处#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)训练场一处#n	3	0	10233001	101	16	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U训练场一处#n	     #C(#EE0000)34级可接取#C(#4876FF)训练场一处#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,16,101)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1			
2340	2350	34	0	4000	4000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】神王#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】神王#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)神王#n	1	0	10234001	101	16	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U消灭神王#n	     #C(#EE0000)34级可接取#C(#4876FF)神王#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,16,101)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1			
2350	2360	34	0	4000	4000	0		0		战斗		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】神王#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】神王#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)神王#n	2	0	10235001	102	16	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U消灭神王#n	     #C(#EE0000)34级可接取#C(#4876FF)神王#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,16,102)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1			
2360	2370	34	1	4000	4000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】神王#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】神王#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)神王#n	3	0	10236001	101	16	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U消灭神王#n	     #C(#EE0000)34级可接取#C(#4876FF)神王#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,16,101)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1			
2370	2380	34	0	4000	4000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】支援来了#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】支援来了#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)支援来了#n	1	0	10237001	101	16	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U不怕！战士们来了#n	     #C(#EE0000)34级可接取#C(#4876FF)支援来了#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,16,101)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1			
2380	2390	34	0	4000	4000	0		0		战斗		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】支援来了#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】支援来了#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)支援来了#n	2	0	10238001	111	16	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U不怕！战士们来了#n	     #C(#EE0000)34级可接取#C(#4876FF)支援来了#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,16,111)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1			
2390	2400	34	1	4000	4000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】支援来了#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】支援来了#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)支援来了#n	3	0	10239001	103	16	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U不怕！战士们来了#n	     #C(#EE0000)34级可接取#C(#4876FF)支援来了#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,16,103)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1			
2400	2410	34	0	4000	4000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】离开训练场#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】离开训练场#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)离开训练场#n	1	0	10240001	103	16	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U离开训练场#n	     #C(#EE0000)34级可接取#C(#4876FF)离开训练场#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,16,103)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1			
2410	2420	34	0	4000	4000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】离开训练场#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】离开训练场#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)离开训练场#n	2	0	10241001	103	16	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U离开训练场#n	     #C(#EE0000)34级可接取#C(#4876FF)离开训练场#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,16,103)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1			
2420	2430	34	1	8000	4000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】离开训练场#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】离开训练场#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)离开训练场#n	3	0	10242001	103	16	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U离开训练场#n	     #C(#EE0000)34级可接取#C(#4876FF)离开训练场#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,16,103)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1			
2430	2440	34	0	4000	4000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】码头危机#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】码头危机#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)码头危机#n	1	0	10243001	103	16	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U危机出现#n	     #C(#EE0000)34级可接取#C(#4876FF)码头危机#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,16,103)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1			
2440	2450	34	0	4000	4000	0		0		战斗		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】码头危机#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】码头危机#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)码头危机#n	2	0	10244001	108	16	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U危机出现#n	     #C(#EE0000)34级可接取#C(#4876FF)码头危机#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,16,108)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1			
2450	2460	34	1	8000	4000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】码头危机#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】码头危机#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)码头危机#n	3	0	10245001	104	16	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U危机出现#n	     #C(#EE0000)34级可接取#C(#4876FF)码头危机#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,16,104)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1			
2460	2470	34	0	4000	4000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】空中激战#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】空中激战#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)空中激战#n	1	0	10246001	104	16	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U保护圣辉城#n	     #C(#EE0000)34级可接取#C(#4876FF)空中激战#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,16,104)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1			
2470	2480	34	0	4000	4000	0		0		战斗		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】空中激战#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】空中激战#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)空中激战#n	2	0	10247001	109	16	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U保护圣辉城#n	     #C(#EE0000)34级可接取#C(#4876FF)空中激战#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,16,109)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1			
2480	2490	34	1	8000	4000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】空中激战#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】空中激战#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)空中激战#n	3	0	10248001	104	16	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U保护圣辉城#n	     #C(#EE0000)34级可接取#C(#4876FF)空中激战#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,16,104)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1			
2490	2500	34	0	4000	4000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】龙枪被毁#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】龙枪被毁#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)龙枪被毁#n	1	0	10249001	104	16	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U龙枪被毁了#n	     #C(#EE0000)34级可接取#C(#4876FF)龙枪被毁#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,16,104)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1			
2500	2510	34	0	4000	4000	0		0		战斗		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】龙枪被毁#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】龙枪被毁#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)龙枪被毁#n	2	0	10250001	110	16	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U龙枪被毁了#n	     #C(#EE0000)34级可接取#C(#4876FF)龙枪被毁#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,16,110)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1			
2510	2520	34	1	8000	4000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】龙枪被毁#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】龙枪被毁#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)龙枪被毁#n	3	0	10251001	105	16	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U龙枪被毁了#n	     #C(#EE0000)34级可接取#C(#4876FF)龙枪被毁#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,16,105)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1			
2520	2530	34	0	4000	4000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】新的启程#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】新的启程#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)新的启程#n	1	0	10252001	105	16	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U光明到来，启程#n	     #C(#EE0000)34级可接取#C(#4876FF)新的启程#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,16,105)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1			
2530	2540	34	0	4000	4000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】新的启程#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】新的启程#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)新的启程#n	2	0	10253001	105	16	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U光明到来，启程#n	     #C(#EE0000)34级可接取#C(#4876FF)新的启程#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,16,105)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1			
2540	2550	34	1	8000	4000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】新的启程#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【34级】新的启程#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)新的启程#n	3	0	10254001	105	16	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U光明到来，启程#n	     #C(#EE0000)34级可接取#C(#4876FF)新的启程#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,16,105)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1			
2550	2560	34	0	4000	5000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【36级】前往龙骑神殿#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【36级】前往龙骑神殿#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)前往龙骑神殿#n	1	0	10255001	105	16	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U前往龙骑神殿#n	     #C(#EE0000)36级可接取#C(#4876FF)前往龙骑神殿#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,16,105)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1			
2560	2570	36	0	4000	5000	0		0		战斗		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【36级】前往龙骑神殿#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【36级】前往龙骑神殿#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)前往龙骑神殿#n	2	0	10256001	120	17	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U前往龙骑神殿#n	     #C(#EE0000)36级可接取#C(#4876FF)前往龙骑神殿#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,17,120)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1			
2570	2580	36	1	4000	5000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【36级】前往龙骑神殿#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【36级】前往龙骑神殿#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)前往龙骑神殿#n	3	0	10257001	132	17	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U前往龙骑神殿#n	     #C(#EE0000)36级可接取#C(#4876FF)前往龙骑神殿#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,17,132)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1			
2580	2590	36	0	4000	5000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【36级】前路艰难#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【36级】前路艰难#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)前路艰难#n	1	0	10258001	132	17	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U解决拦路兵#n	     #C(#EE0000)36级可接取#C(#4876FF)前路艰难#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,17,132)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1			
2590	2600	36	0	4000	5000	0		0		战斗		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【36级】前路艰难#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【36级】前路艰难#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)前路艰难#n	2	0	10259001	121	17	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U解决拦路兵#n	     #C(#EE0000)36级可接取#C(#4876FF)前路艰难#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,17,121)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1			
2600	2610	36	1	4000	5000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【36级】前路艰难#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【36级】前路艰难#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)前路艰难#n	3	0	10260001	132	17	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U解决拦路兵#n	     #C(#EE0000)36级可接取#C(#4876FF)前路艰难#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,17,132)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1			
2610	2620	36	0	4000	5000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【36级】危机四伏#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【36级】危机四伏#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)危机四伏#n	1	0	10261001	132	17	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U危机不断#n	     #C(#EE0000)36级可接取#C(#4876FF)危机四伏#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,17,132)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1			
2620	2630	36	0	4000	5000	0		0		战斗		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【36级】危机四伏#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【36级】危机四伏#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)危机四伏#n	2	0	10262001	122	17	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U危机不断#n	     #C(#EE0000)36级可接取#C(#4876FF)危机四伏#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,17,122)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1			
2630	2640	36	1	4000	5000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【36级】危机四伏#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【36级】危机四伏#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)危机四伏#n	3	0	10263001	132	17	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U危机不断#n	     #C(#EE0000)36级可接取#C(#4876FF)危机四伏#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,17,132)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1			
2640	2650	36	0	4000	5000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【36级】另辟他径#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【36级】另辟他径#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)另辟他径#n	1	0	10264001	132	17	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U寻找出路#n	     #C(#EE0000)36级可接取#C(#4876FF)另辟他径#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,17,132)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1			
2650	2660	36	0	4000	5000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【36级】另辟他径#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【36级】另辟他径#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)另辟他径#n	2	0	10265001	133	17	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U寻找出路#n	     #C(#EE0000)36级可接取#C(#4876FF)另辟他径#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,17,133)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1			
