titleId	des	star	maxStar	needTitleLevel	needItems	maxhp	attackspeed	anger	attack_p	defense_p	attack_m	defense_m	crit	critpress	antibroken	notbroken	parry	puncture	damageupgrade	damagereduce	maxhp_2	attackspeed_2	anger_2	attack_p_2	defense_p_2	attack_m_2	defense_m_2	crit_2	critpress_2	antibroken_2	notbroken_2	parry_2	puncture_2	damageupgrade_2	damagereduce_2	incPercentPt_1	incPercentPv_1	incPercentPt_2	incPercentPv_2
15	挥金如土	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	富甲天下·真土豪	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	财源滚滚·土豪	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	富甲一方·豪	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	绿龙骑士	1	6	3	[(28234,5)]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	绿龙骑士	2	6	5	[(28234,16)]	1000	0	0	250	0	250	0	100	100	0	0	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	绿龙骑士	3	6	8	[(28234,33)]	2000	0	0	500	0	500	0	200	200	0	0	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	绿龙骑士	4	6	10	[(28234,100)]	3500	0	0	875	0	875	0	350	350	0	0	350	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	绿龙骑士	5	6	14	[(28234,330)]	5000	0	0	1250	0	1250	0	500	500	0	0	500	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	绿龙骑士	6	6	0	[]	8000	0	0	2000	0	2000	0	800	800	0	0	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	冰龙骑士	1	6	3	[(28234,5)]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	冰龙骑士	2	6	5	[(28234,16)]	1000	0	0	250	0	250	0	100	100	0	0	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	冰龙骑士	3	6	8	[(28234,33)]	2000	0	0	500	0	500	0	200	200	0	0	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	冰龙骑士	4	6	10	[(28234,100)]	3500	0	0	875	0	875	0	350	350	0	0	350	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	冰龙骑士	5	6	14	[(28234,330)]	5000	0	0	1250	0	1250	0	500	500	0	0	500	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	冰龙骑士	6	6	0	[]	8000	0	0	2000	0	2000	0	800	800	0	0	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	蓝龙骑士	1	6	3	[(28234,5)]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	蓝龙骑士	2	6	5	[(28234,16)]	1000	0	0	250	0	250	0	100	100	0	0	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	蓝龙骑士	3	6	8	[(28234,33)]	2000	0	0	500	0	500	0	200	200	0	0	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	蓝龙骑士	4	6	10	[(28234,100)]	3500	0	0	875	0	875	0	350	350	0	0	350	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	蓝龙骑士	5	6	14	[(28234,330)]	5000	0	0	1250	0	1250	0	500	500	0	0	500	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	蓝龙骑士	6	6	0	[]	8000	0	0	2000	0	2000	0	800	800	0	0	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	黑龙骑士	1	6	3	[(28234,5)]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	黑龙骑士	2	6	5	[(28234,16)]	1000	0	0	250	0	250	0	100	100	0	0	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	黑龙骑士	3	6	8	[(28234,33)]	2000	0	0	500	0	500	0	200	200	0	0	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	黑龙骑士	4	6	10	[(28234,100)]	3500	0	0	875	0	875	0	350	350	0	0	350	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	黑龙骑士	5	6	14	[(28234,330)]	5000	0	0	1250	0	1250	0	500	500	0	0	500	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	黑龙骑士	6	6	0	[]	8000	0	0	2000	0	2000	0	800	800	0	0	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	红龙骑士	1	6	3	[(28234,5)]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	红龙骑士	2	6	5	[(28234,16)]	1000	0	0	250	0	250	0	100	100	0	0	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	红龙骑士	3	6	8	[(28234,33)]	2000	0	0	500	0	500	0	200	200	0	0	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	红龙骑士	4	6	10	[(28234,100)]	3500	0	0	875	0	875	0	350	350	0	0	350	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	红龙骑士	5	6	14	[(28234,330)]	5000	0	0	1250	0	1250	0	500	500	0	0	500	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	红龙骑士	6	6	0	[]	8000	0	0	2000	0	2000	0	800	800	0	0	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	金龙骑士	1	6	3	[(28234,5)]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	金龙骑士	2	6	5	[(28234,16)]	1000	0	0	250	0	250	0	100	100	0	0	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	金龙骑士	3	6	8	[(28234,33)]	2000	0	0	500	0	500	0	200	200	0	0	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	金龙骑士	4	6	10	[(28234,100)]	3500	0	0	875	0	875	0	350	350	0	0	350	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	金龙骑士	5	6	14	[(28234,330)]	5000	0	0	1250	0	1250	0	500	500	0	0	500	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	金龙骑士	6	6	0	[]	8000	0	0	2000	0	2000	0	800	800	0	0	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	白金龙骑士	1	6	3	[(28234,5)]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	白金龙骑士	2	6	5	[(28234,16)]	1000	0	0	250	0	250	0	100	100	0	0	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	白金龙骑士	3	6	8	[(28234,33)]	2000	0	0	500	0	500	0	200	200	0	0	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	白金龙骑士	4	6	10	[(28234,100)]	3500	0	0	875	0	875	0	350	350	0	0	350	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	白金龙骑士	5	6	14	[(28234,330)]	5000	0	0	1250	0	1250	0	500	500	0	0	500	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	白金龙骑士	6	6	0	[]	8000	0	0	2000	0	2000	0	800	800	0	0	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	双足飞龙骑士	1	6	3	[(28234,5)]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	双足飞龙骑士	2	6	5	[(28234,16)]	1000	0	0	250	0	250	0	100	100	0	0	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	双足飞龙骑士	3	6	8	[(28234,33)]	2000	0	0	500	0	500	0	200	200	0	0	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	双足飞龙骑士	4	6	10	[(28234,100)]	3500	0	0	875	0	875	0	350	350	0	0	350	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	双足飞龙骑士	5	6	14	[(28234,330)]	5000	0	0	1250	0	1250	0	500	500	0	0	500	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	双足飞龙骑士	6	6	0	[]	8000	0	0	2000	0	2000	0	800	800	0	0	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	彩虹龙骑士	1	6	3	[(28234,5)]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	彩虹龙骑士	2	6	5	[(28234,16)]	1000	0	0	250	0	250	0	100	100	0	0	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	彩虹龙骑士	3	6	8	[(28234,33)]	2000	0	0	500	0	500	0	200	200	0	0	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	彩虹龙骑士	4	6	10	[(28234,100)]	3500	0	0	875	0	875	0	350	350	0	0	350	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	彩虹龙骑士	5	6	14	[(28234,330)]	5000	0	0	1250	0	1250	0	500	500	0	0	500	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	彩虹龙骑士	6	6	0	[]	8000	0	0	2000	0	2000	0	800	800	0	0	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	骨龙骑士	1	6	3	[(28234,5)]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	骨龙骑士	2	6	5	[(28234,16)]	1000	0	0	250	0	250	0	100	100	0	0	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	骨龙骑士	3	6	8	[(28234,33)]	2000	0	0	500	0	500	0	200	200	0	0	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	骨龙骑士	4	6	10	[(28234,100)]	3500	0	0	875	0	875	0	350	350	0	0	350	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	骨龙骑士	5	6	14	[(28234,330)]	5000	0	0	1250	0	1250	0	500	500	0	0	500	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	骨龙骑士	6	6	0	[]	8000	0	0	2000	0	2000	0	800	800	0	0	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	超级绿石贵族	1	6	3	[(28234,10)]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	超级绿石贵族	2	6	5	[(28234,30)]	1200	0	0	300	0	300	0	120	120	0	0	120	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	超级绿石贵族	3	6	8	[(28234,60)]	2400	0	0	600	0	600	0	240	240	0	0	240	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	超级绿石贵族	4	6	10	[(28234,180)]	4200	0	0	1050	0	1050	0	420	420	0	0	420	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	超级绿石贵族	5	6	14	[(28234,600)]	6000	0	0	1500	0	1500	0	600	600	0	0	600	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	超级绿石贵族	6	6	0	[]	9600	0	0	2400	0	2400	0	960	960	0	0	960	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	超级青铜贵族	1	6	3	[(28234,10)]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	超级青铜贵族	2	6	5	[(28234,30)]	1200	0	0	300	0	300	0	120	120	0	0	120	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	超级青铜贵族	3	6	8	[(28234,60)]	2400	0	0	600	0	600	0	240	240	0	0	240	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	超级青铜贵族	4	6	10	[(28234,180)]	4200	0	0	1050	0	1050	0	420	420	0	0	420	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	超级青铜贵族	5	6	14	[(28234,600)]	6000	0	0	1500	0	1500	0	600	600	0	0	600	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	超级青铜贵族	6	6	0	[]	9600	0	0	2400	0	2400	0	960	960	0	0	960	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	喜气洋洋	1	6	3	[(28234,10)]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	喜气洋洋	2	6	5	[(28234,30)]	1200	0	0	300	0	300	0	120	120	0	0	120	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	喜气洋洋	3	6	8	[(28234,60)]	2400	0	0	600	0	600	0	240	240	0	0	240	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	喜气洋洋	4	6	10	[(28234,180)]	4200	0	0	1050	0	1050	0	420	420	0	0	420	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	喜气洋洋	5	6	14	[(28234,600)]	6000	0	0	1500	0	1500	0	600	600	0	0	600	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	喜气洋洋	6	6	0	[]	9600	0	0	2400	0	2400	0	960	960	0	0	960	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	诸神毁灭者	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	至尊神王	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	不败天神	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	黄钻达人	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	豪爵夫妻	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	天作之合	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	缘定三生	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	相濡以沫	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	白头偕老	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	不离不弃	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	圣域独裁者	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	圣域勇士	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	青铜一段	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45	青铜二段	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	青铜三段	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	青铜四段	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	青铜五段	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	白银一段	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	白银二段	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	白银三段	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	白银四段	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	白银五段	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	黄金一段	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55	黄金二段	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	黄金三段	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57	黄金四段	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58	黄金五段	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59	铂金一段	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60	铂金二段	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61	铂金三段	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
62	铂金四段	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63	铂金五段	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64	钻石一段	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65	钻石二段	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66	钻石三段	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67	钻石四段	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68	钻石五段	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69	虚空使者	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70	虚空战将	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71	虚空主宰	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72	至尊情圣	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73	至尊宝贝	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74	龙骑第一帅哥	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75	龙骑第一美女	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76	万圣节	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100	GM Master	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101	Dragon Moderator	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	Сенсей	1	1	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120	壕无止境	1	1	0	[]	0	0	0	500	0	500	0	500	500	0	0	500	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77	龙巫妖骑士	1	6	3	[(28234,5)]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77	龙巫妖骑士	2	6	5	[(28234,16)]	1000	0	0	250	0	250	0	100	100	0	0	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77	龙巫妖骑士	3	6	8	[(28234,33)]	2000	0	0	500	0	500	0	200	200	0	0	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77	龙巫妖骑士	4	6	10	[(28234,100)]	3500	0	0	875	0	875	0	350	350	0	0	350	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77	龙巫妖骑士	5	6	14	[(28234,330)]	5000	0	0	1250	0	1250	0	500	500	0	0	500	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77	龙巫妖骑士	6	6	0	[]	8000	0	0	2000	0	2000	0	800	800	0	0	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
