SceneId	MapId	SceneName	des	showStar	SceneType	isShowExitBtn	fireLimit	AreaSize	IsSaveData	CanSeeOther	IsCross	Effect	EffectPos	HasFog	Dest	AttackType	FlyScale	isStage	WorldIndex	isAutoFindMon	openTeamtower	showStarGirl	showPet
74	7009	镜·龙骑神殿	副本地图	1	4	1	0	10	0	0						1		1		1	0	1	1
75	703	镜·龙骑神殿	副本地图	1	4	1	0	10	0	0						1		1		1	0	1	1
76	1016	镜·精灵大陆	副本地图	1	4	1	0	10	0	0						1		1		1	0	1	1
77	2006	镜·精灵大陆	副本地图	1	4	1	0	10	0	0						1		1		1	0	1	1
78	7007	镜·亡灵大陆	副本地图	1	4	1	0	10	0	0						1		1		1	0	1	1
79	7008	镜·亡灵大陆	副本地图	1	4	1	0	10	0	0						1		1		1	0	1	1
80	7022	初级战区-1	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
81	7022	初级战区-2	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
82	7022	初级战区-3	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
83	7022	初级战区-4	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
84	7022	初级战区-5	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
85	4038	跨服准备间	跨服准备		2	1	0	6	0	0	1					2					0	1	1
86	7022	初级战区-6	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
87	7022	初级战区-7	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
88	7022	初级战区-8	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
89	7022	初级战区-9	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
90	7022	初级战区-10	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
91	7022	初级战区-11	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
92	7022	初级战区-12	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
93	7022	初级战区-13	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
94	7022	初级战区-14	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
95	7022	初级战区-15	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
96	7022	初级战区-16	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
97	7022	初级战区-17	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
98	7022	初级战区-18	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
99	7022	初级战区-19	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
100	7022	初级战区-20	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
101	7022	初级战区-21	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
102	7022	中级战区-1	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
103	7022	中级战区-2	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
104	7022	中级战区-3	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
105	7022	中级战区-4	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
106	7022	中级战区-5	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
107	7022	中级战区-6	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
108	7022	中级战区-7	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
109	7022	中级战区-8	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
110	7022	中级战区-9	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
111	7022	中级战区-10	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
112	7022	中级战区-11	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
113	7022	中级战区-12	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
114	7022	中级战区-13	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
115	7022	中级战区-14	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
116	7022	中级战区-15	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
117	7022	中级战区-16	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
118	7022	中级战区-17	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
119	7022	中级战区-18	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
120	7022	中级战区-19	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
121	7022	中级战区-20	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
122	7022	高级战区-1	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
123	7022	高级战区-2	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
124	7022	高级战区-3	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
125	7022	高级战区-4	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
126	7022	高级战区-5	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
127	7022	高级战区-6	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
128	7022	高级战区-7	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
129	7022	高级战区-8	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
130	7022	高级战区-9	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
131	7022	高级战区-10	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
132	7022	高级战区-11	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
133	7022	高级战区-12	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
134	7022	高级战区-13	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
135	7022	高级战区-14	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
136	7022	高级战区-15	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
137	7022	高级战区-16	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
138	7022	高级战区-17	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
139	7022	高级战区-18	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
140	7022	高级战区-19	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
141	7022	高级战区-20	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
142	7022	顶级战区-1	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
143	7022	顶级战区-2	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
144	7022	顶级战区-3	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
145	7022	顶级战区-4	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
146	7022	顶级战区-5	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
147	7022	顶级战区-6	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
148	7022	顶级战区-7	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
149	7022	顶级战区-8	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
150	7022	顶级战区-9	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
151	7022	顶级战区-10	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
152	7022	顶级战区-11	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
153	7022	顶级战区-12	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
154	7022	顶级战区-13	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
155	7022	顶级战区-14	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
156	7022	顶级战区-15	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
157	7022	顶级战区-16	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
158	7022	顶级战区-17	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
159	7022	顶级战区-18	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
160	7022	顶级战区-19	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
161	7022	顶级战区-20	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
162	1010	寂灭之塔1层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
163	1011	寂灭之塔2层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
164	1012	寂灭之塔3层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
165	1010	寂灭之塔4层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
166	1011	寂灭之塔5层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
167	1012	寂灭之塔6层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
168	1010	寂灭之塔7层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
169	1011	寂灭之塔8层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
170	1012	寂灭之塔9层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
171	1010	寂灭之塔10层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
172	1011	寂灭之塔11层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
173	1012	寂灭之塔12层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
174	1010	寂灭之塔13层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
175	1011	寂灭之塔14层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
176	1012	寂灭之塔15层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
177	1010	寂灭之塔16层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
178	1011	寂灭之塔17层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
179	1012	寂灭之塔18层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
180	1010	寂灭之塔19层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
181	1011	寂灭之塔20层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
182	1012	寂灭之塔21层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
183	1010	寂灭之塔22层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
184	1011	寂灭之塔23层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
185	1012	寂灭之塔24层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
186	1010	寂灭之塔25层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
187	1011	寂灭之塔26层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
188	1012	寂灭之塔27层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
189	1010	寂灭之塔28层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
190	1011	寂灭之塔29层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
191	1012	寂灭之塔30层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
192	4038	爬塔准备间	爬塔准备		2	1	0	10	0	0						2					0	1	1
193	999	天空之塔1层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
194	999	天空之塔2层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
195	999	天空之塔3层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
196	999	天空之塔4层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
197	999	天空之塔5层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
198	999	天空之塔6层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
199	999	天空之塔7层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
200	999	天空之塔8层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
201	999	天空之塔9层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
202	999	天空之塔10层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
203	999	天空之塔11层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
204	999	天空之塔12层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
205	999	天空之塔13层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
206	999	天空之塔14层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
207	999	天空之塔15层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
208	999	天空之塔16层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
209	999	天空之塔17层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
210	999	天空之塔18层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
211	999	天空之塔19层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
212	999	天空之塔20层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
213	999	天空之塔21层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
214	999	天空之塔22层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
215	999	天空之塔23层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
216	999	天空之塔24层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
217	999	天空之塔25层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
218	999	天空之塔26层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
219	999	天空之塔27层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
220	999	天空之塔28层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
221	999	天空之塔29层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
222	999	天空之塔30层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
223	1000	失落之塔1层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
224	1000	失落之塔2层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
225	1000	失落之塔3层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
226	1000	失落之塔4层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
227	1000	失落之塔5层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
228	1000	失落之塔6层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
229	1000	失落之塔7层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
230	1000	失落之塔8层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
231	1000	失落之塔9层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
232	1000	失落之塔10层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
233	1000	失落之塔11层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
234	1000	失落之塔12层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
235	1000	失落之塔13层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
236	1000	失落之塔14层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
237	1000	失落之塔15层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
238	1000	失落之塔16层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
239	1000	失落之塔17层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
240	1000	失落之塔18层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
241	1000	失落之塔19层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
242	1000	失落之塔20层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
243	1000	失落之塔21层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
244	1000	失落之塔22层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
245	1000	失落之塔23层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
246	1000	失落之塔24层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
247	1000	失落之塔25层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
248	1000	失落之塔26层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
249	1000	失落之塔27层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
250	1000	失落之塔28层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
251	1000	失落之塔29层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
252	1000	失落之塔30层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
253	1001	梦魇之塔1层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
254	1001	梦魇之塔2层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
255	1001	梦魇之塔3层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
256	1001	梦魇之塔4层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
257	1001	梦魇之塔5层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
258	1001	梦魇之塔6层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
259	1001	梦魇之塔7层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
260	1001	梦魇之塔8层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
261	1001	梦魇之塔9层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
262	1001	梦魇之塔10层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
263	1001	梦魇之塔11层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
264	1001	梦魇之塔12层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
265	1001	梦魇之塔13层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
266	1001	梦魇之塔14层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
267	1001	梦魇之塔15层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
268	1001	梦魇之塔16层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
269	1001	梦魇之塔17层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
270	1001	梦魇之塔18层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
271	1001	梦魇之塔19层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
272	1001	梦魇之塔20层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
273	1001	梦魇之塔21层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
274	1001	梦魇之塔22层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
275	1001	梦魇之塔23层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
276	1001	梦魇之塔24层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
277	1001	梦魇之塔25层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
278	1001	梦魇之塔26层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
279	1001	梦魇之塔27层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
280	1001	梦魇之塔28层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
281	1001	梦魇之塔29层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
282	1001	梦魇之塔30层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
300	7003	天天挂机	天天挂机地图1		2	1	0	10	0	1						1				1	0	1	1
301	7003	天天挂机	天天挂机地图2		2	1	0	10	0	1						1				1	0	1	1
302	7003	天天挂机	天天挂机地图3		2	1	0	10	0	1						1				1	0	1	1
303	7003	天天挂机	天天挂机地图4		2	1	0	10	0	1						1				1	0	1	1
304	7003	天天挂机	天天挂机地图5		2	1	0	10	0	1						1				1	0	1	1
305	7003	天天挂机	天天挂机地图6		2	1	0	10	0	1						1				1	0	1	1
306	7003	天天挂机	天天挂机地图7		2	1	0	10	0	1						1				1	0	1	1
307	7003	天天挂机	天天挂机地图8		2	1	0	10	0	1						1				1	0	1	1
308	7003	天天挂机	天天挂机地图9		2	1	0	10	0	1						1				1	0	1	1
309	7003	天天挂机	天天挂机地图10		2	1	0	10	0	1						1				1	0	1	1
310	7003	天天挂机	天天挂机地图11		2	1	0	10	0	1						1				1	0	1	1
311	7003	天天挂机	天天挂机地图12		2	1	0	10	0	1						1				1	0	1	1
312	7003	天天挂机	天天挂机地图13		2	1	0	10	0	1						1				1	0	1	1
313	7003	天天挂机	天天挂机地图14		2	1	0	10	0	1						1				1	0	1	1
314	7003	天天挂机	天天挂机地图15		2	1	0	10	0	1						1				1	0	1	1
315	553	万圣节宴会	万圣节宴会		2	1	0	10	0	1											0	1	1
316	7013	群魔乱舞1层	混乱时空地图		2	1	0	10	0	1						2				1	0	1	1
317	7013	群魔乱舞2层	混乱时空地图		2	1	0	10	0	1						2				1	0	1	1
318	7013	群魔乱舞3层	混乱时空地图		2	1	0	10	0	1						2				1	0	1	1
319	7013	群魔乱舞4层	混乱时空地图		2	1	0	10	0	1						2				1	0	1	1
320	7013	群魔乱舞5层	混乱时空地图		2	1	0	10	0	1						2				1	0	1	1
321	7013	群魔乱舞6层	混乱时空地图		2	1	0	10	0	1						2				1	0	1	1
322	7013	群魔乱舞7层	混乱时空地图		2	1	0	10	0	1						2				1	0	1	1
323	7013	群魔乱舞8层	混乱时空地图		2	1	0	10	0	1						2				1	0	1	1
324	7013	群魔乱舞9层	混乱时空地图		2	1	0	10	0	1						2				1	0	1	1
