rewardId	desc	level	needZDL	oneFlyNum	mountLevel	PetNum	GemNum	mountCulNum	wishTimes	tarotTimes	wingTimes	FuWenNum	PetTimes	RingTimes	StarGirlStar	rewardItem	rewardItemShow	rewardTiLi	rewardTarot	rewardHero	bindRMB	money	UnbindRMB_S	Reputation	TaortHP	TempBless	request	requestNum
56	合成4个7级宝石	0	0		0		(7,4)	0	0	0	0		0	0	0	[(25831,20),(26031,1)]	[(25831,20),(26031,1),(25828,2000000)]	0	0	0	0	2000000	0	0	0		合成个数：	4
57	每日许愿30次	0	0		0			0	30	0	0		0	0	0	[(25641,10)]	[(25641,10),(25828,500000)]	0	0	0	0	500000	0	0	0		许愿次数：	200
58	每日许愿80次	0	0		0			0	80	0	0		0	0	0	[(25642,10)]	[(25642,10),(25828,1000000)]	0	0	0	0	1000000	0	0	0		许愿次数：	200
59	每日许愿200次	0	0		0			0	200	0	0		0	0	0	[(25644,10)]	[(25644,10),(25828,2000000)]	0	0	0	0	2000000	0	0	0		许愿次数：	200
60	每日获得紫色或以上命魂5个	0	0		0			0	0	(4,5)	0		0	0	0	[(26043,10),(26364,1)]	[(26043,10),(26364,1),(25828,1000000)]	0	0	0	0	1000000	0	0	0		达标数量：	10
61	每日获得紫色或以上命魂10个	0	0		0			0	0	(4,10)	0		0	0	0	[(26043,10)]	[(26043,10),(25828,1000000)]	0	49	0	0	1000000	0	0	0		达标数量：	10
62	每日获得金色或以上命魂2个	0	0		0			0	0	(5,2)	0		0	0	0	[(26043,20)]	[(26043,20),(25828,2000000)]	0	2	0	0	2000000	0	0	0		达标数量：	2
63	羽翼培养100次	0	0		0			0	0	0	100		0	0	0	[(26492,1)]	[(26492,1),(25828,1000000)]	0	48	0	0	1000000	0	0	0		培养次数：	500
64	羽翼培养250次	0	0		0			0	0	0	250		0	0	0		[(25828,1000000)]	0	48	0	0	1000000	0	0	0		培养次数：	500
65	羽翼培养500次	0	0		0			0	0	0	500		0	0	0		[(25828,2000000)]	0	49	0	0	2000000	0	0	0		培养次数：	500
66	合成8个5级符文	0	0		0			0	0	0	0	(5,8)	0	0	0	[(25970,10),(26365,1)]	[(25970,10),(26365,1),(25828,1000000)]	0	0	0	0	1000000	0	0	0		合成个数：	8
67	合成6个6级符文	0	0		0			0	0	0	0	(6,6)	0	0	0	[(25970,20),(26450,1)]	[(25970,20),(26450,1),(25828,1000000)]	0	0	0	0	1000000	0	0	0		合成个数：	6
68	合成4个7级符文	0	0		0			0	0	0	0	(7,4)	0	0	0	[(25970,30),(26485,1)]	[(25970,30),(26485,1),(25828,2000000)]	0	0	0	0	2000000	0	0	0		合成个数：	4
69	宠物培养100次	0	0		0			0	0	0	0	0	100	0	0	[(26491,1)]	[(26491,1),(25828,1000000)]	0	48	0	0	1000000	0	0	0		培养次数：	500
70	宠物培养250次	0	0		0			0	0	0	0	0	250	0	0		[(25828,1000000)]	0	48	0	0	1000000	0	0	0		培养次数：	500
71	宠物培养500次	0	0		0			0	0	0	0	0	500	0	0		[(25828,2000000)]	0	49	0	0	2000000	0	0	0		培养次数：	500
72	婚戒锻造200次	0	0		0			0	0	0	0		0	200	0	[(26342,10),(26362,1)]	[(26342,10),(26362,1),(25828,500000)]	0	0	0	0	500000	0	0	0		锻造次数：	1000
73	婚戒锻造500次	0	0		0			0	0	0	0		0	500	0	[(26342,20)]	[(26342,20),(25828,1000000)]	0	0	0	0	1000000	0	0	0		锻造次数：	1000
74	婚戒锻造1000次	0	0		0			0	0	0	0		0	1000	0	[(26342,20),(26343,10)]	[(26342,20),(26343,10),(25828,1500000)]	0	0	0	0	1500000	0	0	0		锻造次数：	1000
75	星灵升星达到1星	0	0		0			0	0	0	0		0	0	1			0	0	0	0	0	0	0	0			
76	星灵升星达到2星	0	0		0			0	0	0	0		0	0	2		[(27476,12)]	0	0	0	0	0	0	0	0	(12,86400)		
77	星灵升星达到3星	0	0		0			0	0	0	0		0	0	3		[(27476,24)]	0	0	0	0	0	0	0	0	(24,86400)		
78	星灵升星达到4星	0	0		0			0	0	0	0		0	0	4		[(27476,35)]	0	0	0	0	0	0	0	0	(35,86400)		
79	星灵升星达到5星	0	0		0			0	0	0	0		0	0	5		[(27476,60)]	0	0	0	0	0	0	0	0	(60,86400)		
80	星灵升星达到6星	0	0		0			0	0	0	0		0	0	6		[(27476,134)]	0	0	0	0	0	0	0	0	(134,86400)		
81	星灵升星达到7星	0	0		0			0	0	0	0		0	0	7		[(27476,184)]	0	0	0	0	0	0	0	0	(184,86400)		
82	星灵升星达到8星	0	0		0			0	0	0	0		0	0	8		[(27476,220)]	0	0	0	0	0	0	0	0	(220,86400)		
83	星灵升星达到9星	0	0		0			0	0	0	0		0	0	9		[(27476,283)]	0	0	0	0	0	0	0	0	(283,86400)		
84	星灵升星达到10星	0	0		0			0	0	0	0		0	0	10		[(27476,427)]	0	0	0	0	0	0	0	0	(427,86400)		
85	星灵升星达到11星	0	0		0			0	0	0	0		0	0	11		[(27476,628)]	0	0	0	0	0	0	0	0	(628,86400)		
86	星灵升星达到12星	0	0		0			0	0	0	0		0	0	12		[(27476,860)]	0	0	0	0	0	0	0	0	(860,86400)		
87	星灵升星达到13星	0	0		0			0	0	0	0		0	0	13		[(27476,1160)]	0	0	0	0	0	0	0	0	(1160,86400)		
88	星灵升星达到14星	0	0		0			0	0	0	0		0	0	14		[(27476,1520)]	0	0	0	0	0	0	0	0	(1520,86400)		
89	星灵升星达到15星	0	0		0			0	0	0	0		0	0	15		[(27476,1962)]	0	0	0	0	0	0	0	0	(1962,86400)		
90	星灵升星达到16星	0	0		0			0	0	0	0		0	0	16		[(27476,2539)]	0	0	0	0	0	0	0	0	(2539,86400)		
91	星灵升星达到17星	0	0		0			0	0	0	0		0	0	17		[(27476,3131)]	0	0	0	0	0	0	0	0	(3131,86400)		
92	星灵升星达到18星	0	0		0			0	0	0	0		0	0	18		[(27476,3936)]	0	0	0	0	0	0	0	0	(3936,86400)		
93	星灵升星达到19星	0	0		0			0	0	0	0		0	0	19		[(27476,4743)]	0	0	0	0	0	0	0	0	(4743,86400)		
94	星灵升星达到20星	0	0		0			0	0	0	0		0	0	20			0	55	0	0	0	0	0	0			
