rewardId	desc	needVIP	level	needZDL	needFill	bugCard	fillNum	cardNum	oneFlyNum	VIPNum	mountNumber	orangeHeroNum	needGemNum	needGemNumDay	TarotNum	TarotNumDay	mountLevel	singleFill	equipNum	TotalGem	totalTaro	MallWing	TotalFill	UnionTreNum	TotalRMB	PetNum	MarryCnt	RingLevel	HefuDay	WingTimes	TogWingTimes	PetTimes	TogPetTimes	needFeedTimes	unionGod	unionFill	petEvoTimes	totalPetTimes	upstartimes	totalUpstar	upordertimes	totalUpOrder	StarGirlLevel	totalStarGirlLevel	StarGirlStar	totalStarGirlStar	dragonLevel	totaldragonLevel	dragonEvo	totaldragonEvo	titleLevel	totaltitleLevel	maxNum	rewardItem	rewardItemShow	rewardTiLi	rewardTarot	rewardHero	bindRMB	money	UnbindRMB_S	Reputation	TaortHP	request	requestNum
10	坐骑2-20名	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25829,200),(25828,880000)]	0	0	0	200	880000	0	0	0		
11	坐骑达到1阶	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26034,2),(25832,10)]	[(26034,2),(25832,10),(25828,100000)]	0	0	0	0	100000	0	0	0		
12	竞技第1名	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25681,500),(35623,1)]	[(25681,500),(35623,1)]	0	0	0	0	0	0	0	0		
13	竞技第2名	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25681,300)]	[(25681,300)]	0	0	0	0	0	0	0	0		
14	竞技3-10名	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25681,100)]	[(25681,100)]	0	0	0	0	0	0	0	0		
15	竞技前200名	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26034,1)]	[(26034,1),(25828,100000)]	0	0	0	0	100000	0	0	0		
16	竞技第1名	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25682,500),(35620,1)]	[(25682,500),(35620,1)]	0	0	0	0	0	0	0	0		
17	竞技第2名	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25682,300)]	[(25682,300)]	0	0	0	0	0	0	0	0		
18	竞技3-10名	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25682,100)]	[(25682,100)]	0	0	0	0	0	0	0	0		
19	竞技前200名	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26035,1)]	[(26035,1),(25828,150000)]	0	0	0	0	150000	0	0	0		
20	圣城争霸	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25639,15)]	[(25639,15),(25829,200),(25828,200000)]	0	0	0	200	200000	0	0	0		
21	第一公会会长奖励	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25829,200)]	0	22	0	200	0	0	0	0		
22	第一公会会员奖励	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25829,200)]	0	0	0	200	0	0	0	0		
23	战力达到三万	0	0	30000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26034,1),(25832,10)]	[(26034,1),(25832,10),(25828,100000)]	0	0	0	0	100000	0	0	0		
24	战力第1名	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25829,200)]	0	0	92	200	0	0	0	0		
25	战力2-20名	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25829,200),(25828,880000)]	0	0	0	200	880000	0	0	0		
26	战力达到三万五	0	0	35000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26034,1),(26035,2)]	[(26034,1),(26035,2)]	0	0	0	0	0	0	0	0		
27	首充100人	0	0	0	1	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(35615,1),(25638,15),(25681,30)]	[(35615,1),(25638,15),(25681,30),(25828,300000)]	0	0	0	0	300000	0	0	0		
28	首充60人	0	0	0	1	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(35614,1),(25638,5)]	[(35614,1),(25638,5),(25828,300000)]	0	0	0	0	300000	0	0	0		
29	首充30人	0	0	0	1	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(35613,1)]	[(35613,1)]	0	0	0	0	0	0	0	0		
30	 周卡购买活动	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25681,15)]	[(25681,15)]	0	0	0	0	0	0	0	0		
31	月卡/半年卡购买活动	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25681,30),(25600,30)]	[(25681,30),(25600,30)]	0	0	0	0	0	0	0	0		
32	月卡团购活动15人<br>贵族2可领	2	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(35616,1),(25600,10)]	[(35616,1),(25600,10)]	0	0	0	0	0	0	0	0	达标人数:	30
33	月卡团购活动30人<br>贵族2可领	2	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(35617,1),(25600,20),(25681,20)]	[(35617,1),(25600,20),(25681,20)]	0	0	0	0	0	0	0	0	达标人数:	30
34	贵族8每每达标1人	1	0	0	0	0	0	0	0	(8,1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26048,1)]	[(26048,1)]	0	0	0	0	0	0	0	0	达标人数：	
35	贵族8每达标1人	2	0	0	0	0	0	0	0	(8,1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26058,1)]	[(26058,1)]	0	0	0	0	0	0	0	0	达标人数：	
36	贵族8每达标1人	3	0	0	0	0	0	0	0	(8,1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26059,1)]	[(26059,1)]	0	0	0	0	0	0	0	0	达标人数：	
37	贵族9每达标1人	1	0	0	0	0	0	0	0	(9,1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26060,1)]	[(26060,1)]	0	0	0	0	0	0	0	0	达标人数：	
38	贵族9每达标1人	2	0	0	0	0	0	0	0	(9,1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26070,1)]	[(26070,1)]	0	0	0	0	0	0	0	0	达标人数：	
39	贵族9每达标1人	3	0	0	0	0	0	0	0	(9,1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26071,1)]	[(26071,1)]	0	0	0	0	0	0	0	0	达标人数：	
40	贵族9每达标1人	4	0	0	0	0	0	0	0	(9,1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26072,1)]	[(26072,1)]	0	0	0	0	0	0	0	0	达标人数：	
41	贵族10每达标1人	1	0	0	0	0	0	0	0	(10,1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26073,1)]	[(26073,1)]	0	0	0	0	0	0	0	0	达标人数：	
42	贵族10每达标1人	2	0	0	0	0	0	0	0	(10,1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26083,1)]	[(26083,1)]	0	0	0	0	0	0	0	0	达标人数：	
43	贵族10每达标1人	3	0	0	0	0	0	0	0	(10,1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26084,1)]	[(26084,1)]	0	0	0	0	0	0	0	0	达标人数：	
44	贵族10每达标1人	4	0	0	0	0	0	0	0	(10,1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26085,1)]	[(26085,1)]	0	0	0	0	0	0	0	0	达标人数：	
45	贵族4达标20人	1	0	0	0	0	0	0	0	(4,20)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26086,1)]	[(26086,1)]	0	0	0	0	0	0	0	0	达标数量：	20
46	贵族5达标10人	1	0	0	0	0	0	0	0	(5,10)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26087,1)]	[(26087,1)]	0	0	0	0	0	0	0	0	达标数量：	10
47	贵族5达标10人	2	0	0	0	0	0	0	0	(5,10)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26088,1)]	[(26088,1)]	0	0	0	0	0	0	0	0	达标数量：	10
48	贵族6达标5人	1	0	0	0	0	0	0	0	(6,5)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26089,1)]	[(26089,1)]	0	0	0	0	0	0	0	0	达标数量：	5
49	贵族6达标5人	2	0	0	0	0	0	0	0	(6,5)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26090,1)]	[(26090,1)]	0	0	0	0	0	0	0	0	达标数量：	5
50	贵族6达标5人	3	0	0	0	0	0	0	0	(6,5)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26092,1)]	[(26092,1)]	0	0	0	0	0	0	0	0	达标数量：	5
51	贵族7达标3人	1	0	0	0	0	0	0	0	(7,3)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26095,1)]	[(26095,1)]	0	0	0	0	0	0	0	0	达标数量：	3
52	贵族7达标3人	2	0	0	0	0	0	0	0	(7,3)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26096,1)]	[(26096,1)]	0	0	0	0	0	0	0	0	达标数量：	3
53	贵族7达标3人	3	0	0	0	0	0	0	0	(7,3)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26098,1)]	[(26098,1)]	0	0	0	0	0	0	0	0	达标数量：	3
54	贵族7达标3人	4	0	0	0	0	0	0	0	(7,3)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26101,1)]	[(26101,1)]	0	0	0	0	0	0	0	0	达标数量：	3
55	贵族等级达到1	1	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25600,10),(25681,5)]	[(25600,10),(25681,5),(25829,10),(25828,100000)]	0	0	0	10	100000	0	0	0		
56	贵族等级达到2	2	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25600,20),(25681,10)]	[(25600,20),(25681,10),(25829,30),(25828,200000)]	0	0	0	30	200000	0	0	0		
57	贵族等级达到3	3	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25656,1),(25681,10),(25666,10)]	[(25656,1),(25681,10),(25829,50),(25666,10),(25828,300000)]	0	0	0	50	300000	0	0	0		
58	贵族等级达到4	4	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25656,1),(25682,30),(25666,20)]	[(25656,1),(25682,30),(25829,80),(25666,20),(25828,400000)]	0	0	0	80	400000	0	0	0		
59	贵族等级达到5	5	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26033,5),(25682,30),(25666,50)]	[(26033,5),(25682,30),(25829,150),(25666,50),(25828,500000)]	0	0	0	150	500000	0	0	0		
60	贵族等级达到6	6	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25682,50),(25671,20)]	[(25682,50),(25829,200),(25671,20),(25828,600000)]	0	0	14	200	600000	0	0	0		
61	贵族等级达到7	7	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26044,5),(25682,50),(25671,50)]	[(26044,5),(25682,50),(25829,300),(25671,50),(25828,800000)]	0	0	0	300	800000	0	0	0		
62	贵族等级达到8	8	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26026,5),(25682,100),(25671,100)]	[(26026,5),(25682,100),(25829,400),(25671,100),(25828,1000000)]	0	0	0	400	1000000	0	0	0		
63	贵族等级达到9	9	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(35621,1),(25683,100),(25672,150)]	[(35621,1),(25683,100),(25829,500),(25672,150),(25828,3000000)]	0	0	0	500	3000000	0	0	0		
64	贵族等级达到10	10	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(35618,1),(25683,200),(25672,300)]	[(35618,1),(25683,200),(25829,1000),(25672,300),(25828,5000000)]	0	0	0	1000	5000000	0	0	0		
65	贵族等级达到7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26046,100)]	100	0	0	0	0	0	0	0		
66	贵族等级达到8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26046,200)]	200	0	0	0	0	0	0	0		
67	贵族等级达到9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26046,300)]	300	0	0	0	0	0	0	0		
68	贵族等级达到10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26046,400)]	400	0	0	0	0	0	0	0		
69	进化获得橙色<br>天空射手20个<br>贵族1可领	1	0	0	0	0	0	0	0	0	0	(15,20)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26034,1),(26035,1),(25638,5)]	[(26034,1),(26035,1),(25638,5)]	0	0	0	0	0	0	0	0	收集个数:	80
70	进化获得橙色<br>天空射手40个<br>贵族1可领	1	0	0	0	0	0	0	0	0	0	(15,40)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26034,1),(26035,1),(25638,10),(25656,1)]	[(26034,1),(26035,1),(25638,10),(25656,1)]	0	0	0	0	0	0	0	0	收集个数:	80
71	进化获得橙色<br>天空射手80个<br>贵族2可领	2	0	0	0	0	0	0	0	0	0	(15,80)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26034,1),(26035,1),(25638,15),(25656,2)]	[(26034,1),(26035,1),(25638,15),(25656,2)]	0	0	0	0	0	0	0	0	收集个数:	80
72	坐骑2阶20人<br>贵族1可领	1	0	0	0	0	0	0	0	0	(20,20)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26032,4),(26034,1)]	[(26032,4),(26034,1),(25828,100000)]	0	0	0	0	100000	0	0	0	达标人数:	20
73	坐骑3阶5人<br>贵族2可领	2	0	0	0	0	0	0	0	0	(30,5)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26033,4),(26034,1)]	[(26033,4),(26034,1),(25828,100000)]	0	0	0	0	100000	0	0	0	达标人数:	5
74	坐骑4阶3人<br>贵族2可领	2	0	0	0	0	0	0	0	0	(40,3)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26033,4),(26034,1)]	[(26033,4),(26034,1),(25828,100000)]	0	0	0	0	100000	0	0	0	达标人数:	3
