sceneID	npcID	des	show	npcType	npcPosX	npcPosY	direct	transportSceneId	tpPosX	tpPosY	showCondition	circularCondition	phycalCondition	unionCondition
16	81	城门守卫	1	335	2397	1819	0				step<2560	0	0	0
16	82	剑十三	0	336	2847	2151	0				step>=1620&&step<1640	0	0	0
16	83	圣光祭司	0	337	2110	1985	0				step<2560	0	0	0
16	84	众神之王	0	338	2231	2559	0				step>=1740&&step<1760	0	0	0
16	85	红袍女巫	0	339	2955	3092	0				step<2560	0	0	0
16	86	毒刃女巫	1	341	3290	2387	0				step<2560	0	0	0
16	87	雇佣枪兵	0	342	2697	3304	0				step>=1860&&step<1880	0	0	0
16	88	众神之王	0	319	3479	1599	0				step<2560	0	0	0
16	89	女神	0	345	3491	1422	0				step<2560	0	0	0
16	90	爱丽丝	0	346	4650	727	0				step<2560	0	0	0
16	91	众神之王	0	347	4159	1195	0				step>=2040&&step<2060	0	0	0
16	92	众神之王	0	348	4699	1293	0				step>=2070&&step<2090	0	0	0
15	93	传至圣辉城	1	3	3124	2804	7	16	290	4150	step>=1390	0	0	0
16	95	毒刃女巫	0	382	5569	1473	0				step<2560	0	0	0
16	96	剑狂	0	152	4819	1383	0				step>=2220&&step<2240	0	0	0
16	97	剑狂	0	153	4435	1230	0				step>=2280&&step<2300	0	0	0
16	98	死神	0	383	4294	957	0				step<2560	0	0	0
16	101	圣光祭司	0	384	5599	2226	0				step<2560	0	0	0
16	102	神王	0	154	5820	1958	0				step>=2340&&step<2360	0	0	0
16	103	天空射手	0	380	5523	1288	0				step<2560	0	0	0
16	104	烈火战神	0	381	5951	2762	0				step<2560	0	0	0
16	105	雷神	0	386	5010	4205	0				step<2560	0	0	0
16	106	剑舞者	0	150	4883	1601	0				step>=2130&&step<2150	0	0	0
16	107	死神	0	151	4565	1936	0				step>=2160&&step<2180	0	0	0
16	108	龙族士兵	0	156	5781	3423	0				step>=2430&&step<2450	0	0	0
16	109	刀锋蝙蝠	0	157	5203	4242	0				step>=2460&&step<2480	0	0	0
16	110	绝美艳后	0	158	5979	4020	0				step>=2490&&step<2510	0	0	0
16	111	众神之王	0	155	5177	1689	0				step>=2370&&step<2390	0	0	0
16	113	传至龙骑神殿	1	16	2820	1754	2	17	332	1753		0	0	0
16	114	传至梦幻森林	1	14	4779	632	7	15	1568	761		0	0	0
17	120	剑十	0	159	970	1049	0				step>=2550&&step<2570	0	0	0
17	121	红袍女巫	0	160	1200	1303	0				step>=2580&&step<2600	0	0	0
17	122	众神之王	0	161	1657	1176	0				step>=2610&&step<2630	0	0	0
17	123	死神	0	162	1421	855	0				step>=2670&&step<2690	0	0	0
17	124	致命玫瑰	0	163	2281	1808	0				step>=2730&&step<2750	0	0	0
17	125	众神之王	0	164	2525	1740	0				step>=2790&&step<2810	0	0	0
17	126	中级法师	0	165	2790	829	0				step>=2820&&step<2840	0	0	0
17	127	红袍女巫	0	166	774	1694	0				step>=2880&&step<2900	0	0	0
17	128	龙族士兵	0	167	3784	1050	0				step>=2910&&step<2930	0	0	0
17	129	骷髅守卫	0	168	3313	554	0				step>=2940&&step<2960	0	0	0
17	130	众神之王	0	169	3110	737	0				step>=3000&&step<3020	0	0	0
17	131	剑十一郎	0	170	4000	927	0				step>=3120&&step<3140	0	0	0
17	132	矮人战机	0	387	498	1643	0					0	0	0
17	133	毒刃女巫	0	388	1918	1580	0					0	0	0
17	134	红袍女巫	0	389	2784	1426	0					0	0	0
17	135	天空射手	0	390	1965	1713	0					0	0	0
17	136	红袍女巫	0	391	2553	1325	0					0	0	0
17	137	战争之王	0	392	2333	1856	0					0	0	0
17	138	传至精灵大陆	1	5	2664	285	7	18	1586	2322		0	0	0
17	139	传至圣辉城	1	17	2548	1725	3	16	2643	2562		0	0	0
18	150	恶魔猎手	0	400	1273	2302	0					0	0	0
18	151	战争之王	0	401	640	1401	0					0	0	0
18	152	大法师	0	402	712	736	0					0	0	0
18	153	圣光祭司	0	403	2342	880	0					0	0	0
18	154	红袍女巫	0	404	1640	459	0					0	0	0
18	155	绝美艳后	0	405	3342	1888	0					0	0	0
18	156	烈火战神	0	171	2690	2047	0				step>=3210&&step<3230	0	0	0
18	157	重甲兵	0	172	2378	2046	0				step>=3240&&step<3260	0	0	0
18	158	审判天后	0	173	2582	2405	0				step>=3330&&step<3350	0	0	0
18	159	死神	0	174	2130	2511	0				step>=3390&&step<3410	0	0	0
18	160	骷髅守卫	0	175	1655	956	0				step>=3450&&step<3470	0	0	0
18	161	审判天后	0	176	1014	320	0				step>=3480&&step<3500	0	0	0
18	162	龙族射手	0	177	1267	999	0				step>=3570&&step<3590	0	0	0
18	163	恶魔护卫	0	178	2711	1176	0				step>=3600&&step<3620	0	0	0
18	164	雷斯	0	179	3253	1186	0				step>=3660&&step<3680	0	0	0
18	165	兵甲守卫	0	180	3396	1360	0				step>=3720&&step<3740	0	0	0
18	166	死神	0	181	3574	986	0				step>=3780&&step<3800	0	0	0
18	167	众神之王	0	184	2073	326	0				step>=4050&&step<4070	0	0	0
18	168	刀手	0	185	2246	434	0				step>=4080&&step<4100	0	0	0
18	169	众神之王	0	183	3023	1455	0				step>=3900&&step<3920	0	0	0
18	170	守卫战士	0	182	3644	1234	0				step>=3870&&step<3890	0	0	0
18	171	传至亡灵圣域	1	6	1031	237	7	19	617	429		0	0	0
18	172	传至龙骑神殿	1	4	3627	1122	7	17	332	1753		0	0	0
16	500	阿大	0	1100	2738	3277	0					1	0	0
16	501	小四	0	1101	3931	1905	0					2	0	0
16	502	女射手	0	1102	3933	853	0					3	0	0
16	503	剑姬	0	1103	1370	3016	0					100	0	0
16	504	阿二	0	1104	3997	1218	0					1	0	0
16	505	小五	0	1105	2180	1611	0					2	0	0
16	506	神射手	0	1106	5335	1471	0					3	0	0
16	507	剑女	0	1107	1454	2007	0					100	0	0
16	508	阿三	0	1108	1846	2303	0					1	0	0
16	509	小六	0	1109	2806	3297	0					2	0	0
16	510	弓箭手	0	1110	2550	1980	0					3	0	0
16	511	妖姬	0	1111	2537	2108	0					100	0	0
16	512	阿末	0	1112	2162	3097	0					1	0	0
16	513	小七	0	1113	1955	2940	0					2	0	0
16	514	媚射手	0	1114	861	2635	0					3	0	0
16	515	媚姬	0	1115	2653	3317	0					100	0	0
17	516	阿大	0	1100	358	1653	0					4	0	0
17	517	小四	0	1101	970	1033	0					5	0	0
17	518	女射手	0	1102	3748	942	0					6	0	0
17	519	剑姬	0	1103	941	950	0					100	0	0
17	520	阿二	0	1104	2622	1476	0					4	0	0
17	521	小五	0	1105	2915	337	0					5	0	0
17	522	神射手	0	1106	1783	1199	0					6	0	0
17	523	剑女	0	1107	1783	1621	0					100	0	0
17	524	阿三	0	1108	4011	770	0					4	0	0
17	525	小六	0	1109	3857	870	0					5	0	0
17	526	弓箭手	0	1110	3489	483	0					6	0	0
17	527	妖姬	0	1111	3174	1164	0					100	0	0
17	528	阿末	0	1112	1739	970	0					4	0	0
17	529	小七	0	1113	701	1559	0					5	0	0
17	530	媚射手	0	1114	715	1585	0					6	0	0
17	531	媚姬	0	1115	3556	1223	0					100	0	0
18	532	阿大	0	1100	466	775	0					7	0	0
18	533	小四	0	1101	765	2453	0					8	0	0
18	534	女射手	0	1102	870	2176	0					9	0	0
18	535	剑姬	0	1103	1547	1937	0					100	0	0
18	536	阿二	0	1104	1192	1935	0					7	0	0
18	537	小五	0	1105	388	1264	0					8	0	0
18	538	神射手	0	1106	2514	2128	0					9	0	0
18	539	剑女	0	1107	1851	1859	0					100	0	0
18	540	阿三	0	1108	2904	1883	0					7	0	0
18	541	小六	0	1109	3187	2037	0					8	0	0
18	542	弓箭手	0	1110	1717	368	0					9	0	0
18	543	妖姬	0	1111	2261	1975	0					100	0	0
18	544	阿末	0	1112	2150	837	0					7	0	0
18	545	小七	0	1113	2637	1185	0					8	0	0
18	546	媚射手	0	1114	1246	1053	0					9	0	0
18	547	媚姬	0	1115	2405	2542	0					100	0	0
19	548	阿大	0	1100	2560	1687	0					10	0	0
19	549	小四	0	1101	2294	2044	0					11	0	0
19	550	女射手	0	1102	2804	1941	0					12	0	0
19	551	剑姬	0	1103	3817	2335	0					100	0	0
19	552	阿二	0	1104	3750	2052	0					10	0	0
19	553	小五	0	1105	3380	2340	0					11	0	0
19	554	神射手	0	1106	779	1142	0					12	0	0
19	555	剑女	0	1107	2780	1171	0					100	0	0
19	556	阿三	0	1108	648	1151	0					10	0	0
19	557	小六	0	1109	1273	2006	0					11	0	0
19	558	弓箭手	0	1110	2029	2076	0					12	0	0
19	559	妖姬	0	1111	1816	1941	0					100	0	0
19	560	阿末	0	1112	1797	2169	0					10	0	0
19	561	小七	0	1113	2067	485	0					11	0	0
19	562	媚射手	0	1114	3361	508	0					12	0	0
19	563	媚姬	0	1115	3202	592	0					100	0	0
16	564	圣光祭司	1	1116	3066	2581	0					0	0	0
17	565	红袍女巫	1	1117	2081	1789	0					0	0	0
18	566	绝美艳后	1	1118	1714	2514	0					0	0	0
19	567	女魔法师	1	1119	554	599	0					0	0	0
19	568	传至精灵大陆	1	5	436	325	7	18	1586	2322		0	0	0
20	569	阿大	0	1100	3520	1445	0					13	0	0
20	570	小四	0	1101	749	2924	0					14	0	0
20	571	女射手	0	1102	2779	1474	0					15	0	0
20	572	剑姬	0	1103	2619	2904	0					100	0	0
20	573	阿二	0	1104	1507	2047	0					13	0	0
20	574	小五	0	1105	546	1354	0					14	0	0
20	575	神射手	0	1106	1192	1829	0					15	0	0
20	576	剑女	0	1107	1278	3053	0					100	0	0
20	577	阿三	0	1108	989	2084	0					13	0	0
20	578	小六	0	1109	2132	1972	0					14	0	0
20	579	弓箭手	0	1110	1149	3208	0					15	0	0
20	580	妖姬	0	1111	688	1564	0					100	0	0
20	581	阿末	0	1112	439	2589	0					13	0	0
20	582	小七	0	1113	2900	1151	0					14	0	0
20	583	媚射手	0	1114	1993	3470	0					15	0	0
20	584	媚姬	0	1115	2824	1173	0					100	0	0
20	585	圣光祭司	1	1116	1935	822	0					0	0	0
21	586	阿大	0	1100	2738	3277	0					16	0	0
21	587	小四	0	1101	4050	1761	0					17	0	0
21	588	女射手	0	1102	3933	853	0					18	0	0
21	589	剑姬	0	1103	1370	3016	0					100	0	0
21	590	阿二	0	1104	3997	1218	0					16	0	0
21	591	小五	0	1105	4829	1736	0					17	0	0
21	592	神射手	0	1106	5335	1471	0					18	0	0
21	593	剑女	0	1107	1454	2007	0					100	0	0
21	594	阿三	0	1108	1846	2303	0					16	0	0
21	595	小六	0	1109	2806	3297	0					17	0	0
21	596	弓箭手	0	1110	2550	1980	0					18	0	0
21	597	妖姬	0	1111	2537	2108	0					100	0	0
21	598	阿末	0	1112	2162	3097	0					16	0	0
21	599	小七	0	1113	1955	2940	0					17	0	0
21	3	媚射手	0	1114	861	2635	0					18	0	0
21	1	媚姬	0	1115	2653	3317	0					100	0	0
21	2	圣光祭司	1	1116	3066	2581	0					0	0	0
22	4	阿大	0	1100	4060	955	0					19	0	0
22	5	小四	0	1101	2160	1478	0					20	0	0
22	6	女射手	0	1102	2722	797	0					21	0	0
22	7	剑姬	0	1103	1913	1410	0					100	0	0
22	8	阿二	0	1104	4147	665	0					19	0	0
22	9	小五	0	1105	1154	775	0					20	0	0
22	10	神射手	0	1106	766	1633	0					21	0	0
22	11	剑女	0	1107	3515	1121	0					100	0	0
22	12	阿三	0	1108	2566	1291	0					19	0	0
22	13	小六	0	1109	3393	851	0					20	0	0
22	14	弓箭手	0	1110	2954	1027	0					21	0	0
22	15	妖姬	0	1111	1755	918	0					100	0	0
22	16	阿末	0	1112	4238	801	0					19	0	0
22	17	小七	0	1113	2975	345	0					20	0	0
22	18	媚射手	0	1114	1094	1277	0					21	0	0
22	19	媚姬	0	1115	1878	1549	0					100	0	0
22	20	女魔法师	1	1119	3954	853	0					0	0	0
23	21	阿大	0	1100	466	775	0					22	0	0
23	22	小四	0	1101	765	2453	0					23	0	0
23	23	女射手	0	1102	870	2176	0					24	0	0
23	24	剑姬	0	1103	1547	1937	0					103	0	0
23	25	阿二	0	1104	1192	1935	0					22	0	0
23	26	小五	0	1105	388	1264	0					23	0	0
23	27	神射手	0	1106	2514	2128	0					24	0	0
23	28	剑女	0	1107	1851	1859	0					103	0	0
23	29	阿三	0	1108	2904	1883	0					22	0	0
23	30	小六	0	1109	3187	2037	0					23	0	0
23	31	弓箭手	0	1110	1717	368	0					24	0	0
23	32	妖姬	0	1111	2261	1975	0					103	0	0
23	33	阿末	0	1112	2150	837	0					22	0	0
23	34	小七	0	1113	2637	1185	0					23	0	0
23	35	媚射手	0	1114	1246	1053	0					24	0	0
23	36	媚姬	0	1115	2405	2542	0					103	0	0
23	37	女魔法师	1	1119	1714	2514	0					0	0	0
16	600	阿大	0	1100	2759	3315	0					0	1	0
16	601	小四	0	1101	4069	1908	0					0	2	0
16	602	女射手	0	1102	3969	883	0					0	3	0
16	603	剑姬	0	1103	1390	2986	0					0	100	0
16	604	阿二	0	1104	4034	1257	0					0	1	0
16	605	小五	0	1105	2203	1636	0					0	2	0
16	606	神射手	0	1106	5374	1491	0					0	3	0
16	607	剑女	0	1107	1474	1977	0					0	100	0
16	608	阿三	0	1108	1874	2334	0					0	1	0
16	609	小六	0	1109	2831	3325	0					0	2	0
16	610	弓箭手	0	1110	2581	2013	0					0	3	0
16	611	妖姬	0	1111	2557	2078	0					0	100	0
16	612	阿末	0	1112	2103	3058	0					0	1	0
16	613	小七	0	1113	1994	2975	0					0	2	0
16	614	媚射手	0	1114	885	2670	0					0	3	0
16	615	媚姬	0	1115	2673	3287	0					0	100	0
17	616	阿大	0	1100	386	1676	0					0	4	0
17	617	小四	0	1101	999	1059	0					0	5	0
17	618	女射手	0	1102	3771	981	0					0	6	0
17	619	剑姬	0	1103	961	920	0					0	100	0
17	620	阿二	0	1104	2643	1499	0					0	4	0
17	621	小五	0	1105	2947	357	0					0	5	0
17	622	神射手	0	1106	1809	1238	0					0	6	0
17	623	剑女	0	1107	1803	1591	0					0	100	0
17	624	阿三	0	1108	4040	795	0					0	4	0
17	625	小六	0	1109	3890	896	0					0	5	0
17	626	弓箭手	0	1110	3513	510	0					0	6	0
17	627	妖姬	0	1111	3194	1134	0					0	100	0
17	628	阿末	0	1112	1760	993	0					0	4	0
17	629	小七	0	1113	721	1595	0					0	5	0
17	630	媚射手	0	1114	754	1610	0					0	6	0
17	631	媚姬	0	1115	3576	1193	0					0	100	0
18	632	阿大	0	1100	488	812	0					0	7	0
18	633	小四	0	1101	796	2475	0					0	8	0
18	634	女射手	0	1102	900	2214	0					0	9	0
18	635	剑姬	0	1103	1567	1907	0					0	100	0
18	636	阿二	0	1104	1225	1963	0					0	7	0
18	637	小五	0	1105	426	1290	0					0	8	0
18	638	神射手	0	1106	2548	2151	0					0	9	0
18	639	剑女	0	1107	1871	1829	0					0	100	0
18	640	阿三	0	1108	2926	1916	0					0	7	0
18	641	小六	0	1109	3209	2067	0					0	8	0
18	642	弓箭手	0	1110	1743	402	0					0	9	0
18	643	妖姬	0	1111	2281	1945	0					0	100	0
18	644	阿末	0	1112	2170	870	0					0	7	0
18	645	小七	0	1113	2657	1213	0					0	8	0
18	646	媚射手	0	1114	1281	1077	0					0	9	0
18	647	媚姬	0	1115	2425	2512	0					0	100	0
19	648	阿大	0	1100	2581	1713	0					0	10	0
19	649	小四	0	1101	2330	2069	0					0	11	0
19	650	女射手	0	1102	2839	1969	0					0	12	0
19	651	剑姬	0	1103	3837	2305	0					0	100	0
19	652	阿二	0	1104	3778	2081	0					0	10	0
19	653	小五	0	1105	3402	2369	0					0	11	0
19	654	神射手	0	1106	800	1168	0					0	12	0
19	655	剑女	0	1107	2800	1141	0					0	100	0
19	656	阿三	0	1108	678	1172	0					0	10	0
19	657	小六	0	1109	1303	2030	0					0	11	0
19	658	弓箭手	0	1110	2055	2096	0					0	12	0
19	659	妖姬	0	1111	1836	1911	0					0	100	0
19	660	阿末	0	1112	1692	2149	0					0	10	0
19	661	小七	0	1113	2091	512	0					0	11	0
19	662	媚射手	0	1114	3391	538	0					0	12	0
19	663	媚姬	0	1115	3222	562	0					0	100	0
16	664	圣光祭司	1	1116	829	2317	0					0	0	0
17	665	红袍女巫	1	1117	818	1042	0					0	0	0
18	666	绝美艳后	1	1118	2247	390	0					0	0	0
19	667	女魔法师	1	1119	1001	375	0					0	0	0
20	668	阿大	0	1100	3500	1435	0					0	13	0
20	669	小四	0	1101	729	2914	0					0	14	0
20	670	女射手	0	1102	2759	1464	0					0	15	0
20	671	剑姬	0	1103	2599	2894	0					0	100	0
20	672	阿二	0	1104	1487	2037	0					0	13	0
20	673	小五	0	1105	526	1344	0					0	14	0
20	674	神射手	0	1106	1172	1819	0					0	15	0
20	675	剑女	0	1107	1258	3043	0					0	100	0
20	676	阿三	0	1108	969	2074	0					0	13	0
20	677	小六	0	1109	2112	1962	0					0	14	0
20	678	弓箭手	0	1110	1129	3198	0					0	15	0
20	679	妖姬	0	1111	668	1554	0					0	100	0
20	680	阿末	0	1112	419	2579	0					0	13	0
20	681	小七	0	1113	2880	1141	0					0	14	0
20	682	媚射手	0	1114	1973	3460	0					0	15	0
20	683	媚姬	0	1115	2804	1163	0					0	100	0
20	684	红袍女巫	1	1117	2823	2967	0					0	0	0
21	685	阿大	0	1100	2759	3315	0					0	16	0
21	686	小四	0	1101	3676	1668	0					0	17	0
21	687	女射手	0	1102	3969	883	0					0	18	0
21	688	剑姬	0	1103	1390	2986	0					0	100	0
21	689	阿二	0	1104	4034	1257	0					0	16	0
21	690	小五	0	1105	2203	1636	0					0	17	0
21	691	神射手	0	1106	5374	1491	0					0	18	0
21	692	剑女	0	1107	1474	1977	0					0	100	0
21	693	阿三	0	1108	1874	2334	0					0	16	0
21	694	小六	0	1109	2831	3325	0					0	17	0
21	695	弓箭手	0	1110	2581	2013	0					0	18	0
21	696	妖姬	0	1111	2557	2078	0					0	100	0
21	697	阿末	0	1112	2103	3058	0					0	16	0
21	698	小七	0	1113	1994	2975	0					0	17	0
21	699	媚射手	0	1114	885	2670	0					0	18	0
21	700	媚姬	0	1115	2673	3287	0					0	100	0
21	701	女魔法师	1	1119	829	2317	0					0	0	0
22	702	阿大	0	1100	4059	953	0					0	19	0
22	703	小四	0	1101	2155	1473	0					0	20	0
22	704	女射手	0	1102	2720	787	0					0	21	0
22	705	剑姬	0	1103	1913	1400	0					0	100	0
22	706	阿二	0	1104	4137	645	0					0	19	0
22	707	小五	0	1105	1194	772	0					0	20	0
22	708	神射手	0	1106	771	1622	0					0	21	0
22	709	剑女	0	1107	3510	1104	0					0	100	0
22	710	阿三	0	1108	2563	1298	0					0	19	0
22	711	小六	0	1109	3394	859	0					0	20	0
22	712	弓箭手	0	1110	2955	1047	0					0	21	0
22	713	妖姬	0	1111	1750	913	0					0	100	0
22	714	阿末	0	1112	4228	799	0					0	19	0
22	715	小七	0	1113	2974	340	0					0	20	0
22	716	媚射手	0	1114	1095	1271	0					0	21	0
22	717	媚姬	0	1115	1867	1544	0					0	100	0
22	718	红袍女巫	1	1117	3478	557	0					0	0	0
23	719	阿大	0	1100	488	812	0					0	22	0
23	720	小四	0	1101	796	2475	0					0	23	0
23	721	女射手	0	1102	900	2214	0					0	24	0
23	722	剑姬	0	1103	1567	1907	0					0	103	0
23	723	阿二	 	1104	1225	1963	0					0	22	0
23	724	小五	0	1105	426	1290	0					0	23	0
23	725	神射手	0	1106	2548	2151	0					0	24	0
23	726	剑女	0	1107	1871	1829	0					0	103	0
23	727	阿三	0	1108	2926	1916	0					0	22	0
23	728	小六	0	1109	3209	2067	0					0	23	0
23	729	弓箭手	0	1110	1743	402	0					0	24	0
23	730	妖姬	0	1111	2281	1945	0					0	103	0
23	731	阿末	0	1112	2170	870	0					0	22	0
23	732	小七	0	1113	2657	1213	0					0	23	0
23	733	媚射手	0	1114	1281	1077	0					0	24	0
23	734	媚姬	0	1115	2425	2512	0					0	103	0
23	735	红袍女巫	1	1117	2247	390	0					0	0	0
16	1000	近卫兵	0	3901	5131	707	2					0	0	0
16	1001	近卫兵	0	3901	5393	822	1					0	0	0
16	1002	莫瑟雷德	0	3900	5288	711	1					0	0	0
16	1003	圣辉城骑士	0	3902	5253	909	3					0	0	0
16	1004	圣辉城骑士	0	3902	5189	996	3					0	0	0
16	1005	圣辉城骑士	0	3902	5126	1076	3					0	0	0
16	1006	圣辉城骑士	0	3902	5048	1178	3					0	0	0
16	1007	圣辉城骑士	0	3902	4972	1263	3					0	0	0
16	1008	圣辉城骑士	0	3902	4974	889	7					0	0	0
16	1009	圣辉城骑士	0	3902	4902	973	7					0	0	0
16	1010	圣辉城骑士	0	3902	5048	815	7					0	0	0
16	1011	圣辉城骑士	0	3902	4788	1045	7					0	0	0
16	1012	圣辉城骑士	0	3902	4686	1108	7					0	0	0
16	1013	圣辉城骑士	0	3902	5253	909	3					0	0	0
16	1014	圣辉城骑士	0	3902	5189	996	3					0	0	0
16	1015	圣辉城骑士	0	3902	5126	1076	3					0	0	0
16	1016	圣辉城骑士	0	3902	5048	1178	3					0	0	0
16	1017	圣辉城骑士	0	3902	4972	1263	3					0	0	0
16	1018	圣辉城骑士	0	3902	4974	889	7					0	0	0
16	1019	圣辉城骑士	0	3902	4902	973	7					0	0	0
16	1020	圣辉城骑士	0	3902	5048	815	7					0	0	0
16	1021	圣辉城骑士	0	3902	4788	1045	7					0	0	0
16	1022	圣辉城骑士	0	3902	4686	1108	7					0	0	0
17	1083	神父	1	1083	3894	604	1					0	0	0
17	1084	牧师	1	1084	3333	484	1					0	0	0
19	1100	死神	0	421	2056	569	1				step>=4170&&step<4190	0	0	0
19	1101	亡灵弓手	0	422	1516	1170	1				step>=4200&&step<4220	0	0	0
19	1102	亡灵枪兵	0	423	1592	2184	1				step>=4260&&step<4280	0	0	0
19	1103	龙人队长	0	424	1945	1830	1				step>=4320&&step<4340	0	0	0
19	1104	龙人法师	0	425	2737	1282	1				step>=4350&&step<4370	0	0	0
19	1105	亡灵日神	0	426	2876	796	1				step>=4380&&step<4400	0	0	0
19	1106	亡灵剑王	0	427	2464	1388	1				step>=4470&&step<4490	0	0	0
19	1107	亡灵飞马	0	428	2256	1743	1				step>=4500&&step<4520	0	0	0
19	1108	亡灵雷神	0	429	3319	1981	1				step>=4560&&step<4580	0	0	0
19	1109	亡灵射手	0	430	1155	2181	1				step>=4620&&step<4640	0	0	0
19	1110	亡灵枪兵	0	431	1773	1913	1				step>=4650&&step<4670	0	0	0
19	1111	龙人队长	0	432	1507	1969	1				step>=4680&&step<4700	0	0	0
19	1112	亡灵骑士	0	433	1737	870	1				step>=4770&&step<4790	0	0	0
19	1113	死神	0	434	1567	633	1				step>=4860&&step<4880	0	0	0
19	1114	亡灵弓手	0	435	2613	640	1				step>=4950&&step<4970	0	0	0
19	1115	亡灵枪兵	0	436	2489	954	1				step>=4980&&step<5000	0	0	0
19	1116	亡灵射手	0	437	3359	2381	1				step>=5040&&step<5060	0	0	0
19	1117	亡灵枪兵	0	438	3337	795	1				step>=5070&&step<5090	0	0	0
19	1119	吸血鬼猎手	0	460	1214	727	1					0	0	0
19	1120	战争之王	0	461	579	1374	1					0	0	0
19	1121	大法师	0	462	1007	1850	1					0	0	0
19	1122	圣光祭司	0	463	2624	1890	1					0	0	0
19	1123	红袍女巫	0	464	3359	575	1					0	0	0
19	1124	绝美艳后	0	465	3064	2196	1					0	0	0
19	1125	女魔法师	0	466	3628	2006	1					0	0	0
19	1126	众神之王	0	467	3721	2367	1					0	0	0
19	1127	女魔法师	0	468	2109	2154	1					0	0	0
19	1128	镜·梦幻森林	1	18	3837	428	7	20	1832	841		0	0	0
20	1150	女魔法师	0	466	2365	923	1				step<5340	0	0	0
20	1151	圣光祭司	0	469	3085	1593	1				step<5340	0	0	0
20	1152	红袍女巫	0	464	2384	1804	1				step<5340	0	0	0
20	1153	吸血鬼猎手	0	460	956	1672	1				step<5340	0	0	0
20	1118	龙人队长	0	439	2699	1487	7				step>=5160&&step<5180	0	0	0
20	1154	亡灵日神	0	440	2951	1243	1				step>=5190&&step<5210	0	0	0
20	1155	龙人队长	0	441	3637	1360	1				step>=5250&&step<5270	0	0	0
20	1156	龙人法师	0	442	1504	2024	1				step>=5280&&step<5300	0	0	0
20	1200	传至亡灵圣域	1	6	1557	772	7	19	617	429		0	0	0
20	1201	圣光祭司	0	490	367	1675	7					0	0	0
20	1202	红袍女巫	0	491	627	2123	7					0	0	0
20	1203	绝美艳后	0	492	1011	2800	7					0	0	0
20	1204	女魔法师	0	493	1707	3503	7					0	0	0
20	1205	众神之王	0	494	2528	3153	7					0	0	0
20	1206	众神之王	0	480	399	2628	7				step>=5340&&step<5360	0	0	0
