girlId	level	girlName	inheritGrade	maxLevel	maxGrade	levelUpMaxExp	levelUpNeedItem	maxhp	attackspeed	anger	attack_p	defense_p	attack_m	defense_m	crit	critpress	antibroken	notbroken	parry	puncture	damageupgrade	damagereduce
1	24	金牛座星灵	3	50	5	8610	(26933,1)	34710	0	0	11570	0	11570	0	100	0	0	0	0	100	0	0
1	25	金牛座星灵	3	50	5	9810	(26933,1)	35790	0	0	11930	0	11930	0	100	0	0	0	0	100	0	0
1	26	金牛座星灵	3	50	5	11010	(26933,1)	36870	0	0	12290	0	12290	0	100	0	0	0	0	100	0	0
1	27	金牛座星灵	3	50	5	12210	(26933,1)	37950	0	0	12650	0	12650	0	100	0	0	0	0	100	0	0
1	28	金牛座星灵	3	50	5	13410	(26933,1)	39030	0	0	13010	0	13010	0	100	0	0	0	0	100	0	0
1	29	金牛座星灵	3	50	5	14610	(26933,1)	40110	0	0	13370	0	13370	0	100	0	0	0	0	100	0	0
1	30	金牛座星灵	3	50	5	15810	(26933,1)	40725	0	0	13575	0	13575	0	100	0	0	0	0	100	0	0
1	31	金牛座星灵	4	50	5	15850	(26933,1)	41805	0	0	13935	0	13935	0	100	0	0	0	0	100	0	0
1	32	金牛座星灵	4	50	5	15890	(26933,1)	42885	0	0	14295	0	14295	0	100	0	0	0	0	100	0	0
1	33	金牛座星灵	4	50	5	15930	(26933,1)	43965	0	0	14655	0	14655	0	100	0	0	0	0	100	0	0
1	34	金牛座星灵	4	50	5	15970	(26933,1)	45045	0	0	15015	0	15015	0	100	0	0	0	0	100	0	0
1	35	金牛座星灵	4	50	5	16010	(26933,1)	46125	0	0	15375	0	15375	0	100	0	0	0	0	100	0	0
1	36	金牛座星灵	4	50	5	16050	(26933,1)	47205	0	0	15735	0	15735	0	100	0	0	0	0	100	0	0
1	37	金牛座星灵	4	50	5	16090	(26933,1)	48285	0	0	16095	0	16095	0	100	0	0	0	0	100	0	0
1	38	金牛座星灵	4	50	5	16130	(26933,1)	49365	0	0	16455	0	16455	0	100	0	0	0	0	100	0	0
1	39	金牛座星灵	4	50	5	16170	(26933,1)	50445	0	0	16815	0	16815	0	100	0	0	0	0	100	0	0
1	40	金牛座星灵	4	50	5	16210	(26933,1)	51060	0	0	17020	0	17020	0	100	0	0	0	0	100	0	0
1	41	金牛座星灵	5	50	5	18810	(26933,1)	52140	0	0	17380	0	17380	0	100	0	0	0	0	100	0	0
1	42	金牛座星灵	5	50	5	21410	(26933,1)	53220	0	0	17740	0	17740	0	100	0	0	0	0	100	0	0
1	43	金牛座星灵	5	50	5	24010	(26933,1)	54300	0	0	18100	0	18100	0	100	0	0	0	0	100	0	0
1	44	金牛座星灵	5	50	5	26610	(26933,1)	55380	0	0	18460	0	18460	0	100	0	0	0	0	100	0	0
1	45	金牛座星灵	5	50	5	29210	(26933,1)	56460	0	0	18820	0	18820	0	100	0	0	0	0	100	0	0
1	46	金牛座星灵	5	50	5	31810	(26933,1)	57540	0	0	19180	0	19180	0	100	0	0	0	0	100	0	0
1	47	金牛座星灵	5	50	5	34410	(26933,1)	58620	0	0	19540	0	19540	0	100	0	0	0	0	100	0	0
1	48	金牛座星灵	5	50	5	37010	(26933,1)	59700	0	0	19900	0	19900	0	100	0	0	0	0	100	0	0
1	49	金牛座星灵	5	50	5	39610	(26933,1)	60780	0	0	20260	0	20260	0	100	0	0	0	0	100	0	0
1	50	金牛座星灵	5	50	5	42210	(26933,1)	61395	0	0	20465	0	20465	0	100	0	0	0	0	100	0	0
2	1	处女座星灵	1	60	6	200	(26933,1)	10800	0	0	3600	0	3600	0	100	0	0	0	0	100	0	0
2	2	处女座星灵	1	60	6	390	(26933,1)	11880	0	0	3960	0	3960	0	100	0	0	0	0	100	0	0
2	3	处女座星灵	1	60	6	580	(26933,1)	12960	0	0	4320	0	4320	0	100	0	0	0	0	100	0	0
2	4	处女座星灵	1	60	6	770	(26933,1)	14040	0	0	4680	0	4680	0	100	0	0	0	0	100	0	0
2	5	处女座星灵	1	60	6	960	(26933,1)	15120	0	0	5040	0	5040	0	100	0	0	0	0	100	0	0
2	6	处女座星灵	1	60	6	1150	(26933,1)	16200	0	0	5400	0	5400	0	100	0	0	0	0	100	0	0
2	7	处女座星灵	1	60	6	1340	(26933,1)	17280	0	0	5760	0	5760	0	100	0	0	0	0	100	0	0
2	8	处女座星灵	1	60	6	1530	(26933,1)	18360	0	0	6120	0	6120	0	100	0	0	0	0	100	0	0
2	9	处女座星灵	1	60	6	1720	(26933,1)	19440	0	0	6480	0	6480	0	100	0	0	0	0	100	0	0
2	10	处女座星灵	1	60	6	1910	(26933,1)	20055	0	0	6685	0	6685	0	100	0	0	0	0	100	0	0
2	11	处女座星灵	2	60	6	2100	(26933,1)	21135	0	0	7045	0	7045	0	100	0	0	0	0	100	0	0
2	12	处女座星灵	2	60	6	2290	(26933,1)	22215	0	0	7405	0	7405	0	100	0	0	0	0	100	0	0
2	13	处女座星灵	2	60	6	2480	(26933,1)	23295	0	0	7765	0	7765	0	100	0	0	0	0	100	0	0
2	14	处女座星灵	2	60	6	2670	(26933,1)	24375	0	0	8125	0	8125	0	100	0	0	0	0	100	0	0
2	15	处女座星灵	2	60	6	2860	(26933,1)	25455	0	0	8485	0	8485	0	100	0	0	0	0	100	0	0
2	16	处女座星灵	2	60	6	3050	(26933,1)	26535	0	0	8845	0	8845	0	100	0	0	0	0	100	0	0
2	17	处女座星灵	2	60	6	3240	(26933,1)	27615	0	0	9205	0	9205	0	100	0	0	0	0	100	0	0
2	18	处女座星灵	2	60	6	3430	(26933,1)	28695	0	0	9565	0	9565	0	100	0	0	0	0	100	0	0
2	19	处女座星灵	2	60	6	3620	(26933,1)	29775	0	0	9925	0	9925	0	100	0	0	0	0	100	0	0
2	20	处女座星灵	2	60	6	3810	(26933,1)	30390	0	0	10130	0	10130	0	100	0	0	0	0	100	0	0
2	21	处女座星灵	3	60	6	5010	(26933,1)	31470	0	0	10490	0	10490	0	100	0	0	0	0	100	0	0
2	22	处女座星灵	3	60	6	6210	(26933,1)	32550	0	0	10850	0	10850	0	100	0	0	0	0	100	0	0
2	23	处女座星灵	3	60	6	7410	(26933,1)	33630	0	0	11210	0	11210	0	100	0	0	0	0	100	0	0
2	24	处女座星灵	3	60	6	8610	(26933,1)	34710	0	0	11570	0	11570	0	100	0	0	0	0	100	0	0
2	25	处女座星灵	3	60	6	9810	(26933,1)	35790	0	0	11930	0	11930	0	100	0	0	0	0	100	0	0
2	26	处女座星灵	3	60	6	11010	(26933,1)	36870	0	0	12290	0	12290	0	100	0	0	0	0	100	0	0
2	27	处女座星灵	3	60	6	12210	(26933,1)	37950	0	0	12650	0	12650	0	100	0	0	0	0	100	0	0
2	28	处女座星灵	3	60	6	13410	(26933,1)	39030	0	0	13010	0	13010	0	100	0	0	0	0	100	0	0
2	29	处女座星灵	3	60	6	14610	(26933,1)	40110	0	0	13370	0	13370	0	100	0	0	0	0	100	0	0
2	30	处女座星灵	3	60	6	15810	(26933,1)	40725	0	0	13575	0	13575	0	100	0	0	0	0	100	0	0
2	31	处女座星灵	4	60	6	15850	(26933,1)	41805	0	0	13935	0	13935	0	100	0	0	0	0	100	0	0
2	32	处女座星灵	4	60	6	15890	(26933,1)	42885	0	0	14295	0	14295	0	100	0	0	0	0	100	0	0
2	33	处女座星灵	4	60	6	15930	(26933,1)	43965	0	0	14655	0	14655	0	100	0	0	0	0	100	0	0
2	34	处女座星灵	4	60	6	15970	(26933,1)	45045	0	0	15015	0	15015	0	100	0	0	0	0	100	0	0
2	35	处女座星灵	4	60	6	16010	(26933,1)	46125	0	0	15375	0	15375	0	100	0	0	0	0	100	0	0
2	36	处女座星灵	4	60	6	16050	(26933,1)	47205	0	0	15735	0	15735	0	100	0	0	0	0	100	0	0
2	37	处女座星灵	4	60	6	16090	(26933,1)	48285	0	0	16095	0	16095	0	100	0	0	0	0	100	0	0
2	38	处女座星灵	4	60	6	16130	(26933,1)	49365	0	0	16455	0	16455	0	100	0	0	0	0	100	0	0
2	39	处女座星灵	4	60	6	16170	(26933,1)	50445	0	0	16815	0	16815	0	100	0	0	0	0	100	0	0
2	40	处女座星灵	4	60	6	16210	(26933,1)	51060	0	0	17020	0	17020	0	100	0	0	0	0	100	0	0
2	41	处女座星灵	5	60	6	18810	(26933,1)	52140	0	0	17380	0	17380	0	100	0	0	0	0	100	0	0
2	42	处女座星灵	5	60	6	21410	(26933,1)	53220	0	0	17740	0	17740	0	100	0	0	0	0	100	0	0
2	43	处女座星灵	5	60	6	24010	(26933,1)	54300	0	0	18100	0	18100	0	100	0	0	0	0	100	0	0
2	44	处女座星灵	5	60	6	26610	(26933,1)	55380	0	0	18460	0	18460	0	100	0	0	0	0	100	0	0
2	45	处女座星灵	5	60	6	29210	(26933,1)	56460	0	0	18820	0	18820	0	100	0	0	0	0	100	0	0
2	46	处女座星灵	5	60	6	31810	(26933,1)	57540	0	0	19180	0	19180	0	100	0	0	0	0	100	0	0
2	47	处女座星灵	5	60	6	34410	(26933,1)	58620	0	0	19540	0	19540	0	100	0	0	0	0	100	0	0
2	48	处女座星灵	5	60	6	37010	(26933,1)	59700	0	0	19900	0	19900	0	100	0	0	0	0	100	0	0
2	49	处女座星灵	5	60	6	39610	(26933,1)	60780	0	0	20260	0	20260	0	100	0	0	0	0	100	0	0
2	50	处女座星灵	5	60	6	42210	(26933,1)	61395	0	0	20465	0	20465	0	100	0	0	0	0	100	0	0
2	51	处女座星灵	6	60	6	45510	(26933,1)	62475	0	0	20825	0	20825	0	100	0	0	0	0	100	0	0
2	52	处女座星灵	6	60	6	48810	(26933,1)	63555	0	0	21185	0	21185	0	100	0	0	0	0	100	0	0
2	53	处女座星灵	6	60	6	52110	(26933,1)	64635	0	0	21545	0	21545	0	100	0	0	0	0	100	0	0
2	54	处女座星灵	6	60	6	55410	(26933,1)	65715	0	0	21905	0	21905	0	100	0	0	0	0	100	0	0
2	55	处女座星灵	6	60	6	58710	(26933,1)	66795	0	0	22265	0	22265	0	100	0	0	0	0	100	0	0
2	56	处女座星灵	6	60	6	62010	(26933,1)	67875	0	0	22625	0	22625	0	100	0	0	0	0	100	0	0
2	57	处女座星灵	6	60	6	65310	(26933,1)	68955	0	0	22985	0	22985	0	100	0	0	0	0	100	0	0
2	58	处女座星灵	6	60	6	68610	(26933,1)	70035	0	0	23345	0	23345	0	100	0	0	0	0	100	0	0
2	59	处女座星灵	6	60	6	71910	(26933,1)	71115	0	0	23705	0	23705	0	100	0	0	0	0	100	0	0
2	60	处女座星灵	6	60	6	75210	(26933,1)	71730	0	0	23910	0	23910	0	100	0	0	0	0	100	0	0
3	1	巨蟹座星灵	1	70	7	200	(26933,1)	11148	0	0	3716	0	3716	0	100	0	0	0	0	100	0	0
3	2	巨蟹座星灵	1	70	7	390	(26933,1)	12264	0	0	4088	0	4088	0	100	0	0	0	0	100	0	0
3	3	巨蟹座星灵	1	70	7	580	(26933,1)	13377	0	0	4459	0	4459	0	100	0	0	0	0	100	0	0
3	4	巨蟹座星灵	1	70	7	770	(26933,1)	14493	0	0	4831	0	4831	0	100	0	0	0	0	100	0	0
3	5	巨蟹座星灵	1	70	7	960	(26933,1)	15606	0	0	5202	0	5202	0	100	0	0	0	0	100	0	0
3	6	巨蟹座星灵	1	70	7	1150	(26933,1)	16722	0	0	5574	0	5574	0	100	0	0	0	0	100	0	0
3	7	巨蟹座星灵	1	70	7	1340	(26933,1)	17838	0	0	5946	0	5946	0	100	0	0	0	0	100	0	0
3	8	巨蟹座星灵	1	70	7	1530	(26933,1)	18951	0	0	6317	0	6317	0	100	0	0	0	0	100	0	0
3	9	巨蟹座星灵	1	70	7	1720	(26933,1)	20067	0	0	6689	0	6689	0	100	0	0	0	0	100	0	0
3	10	巨蟹座星灵	1	70	7	1910	(26933,1)	20703	0	0	6901	0	6901	0	100	0	0	0	0	100	0	0
3	11	巨蟹座星灵	2	70	7	2100	(26933,1)	21819	0	0	7273	0	7273	0	100	0	0	0	0	100	0	0
3	12	巨蟹座星灵	2	70	7	2290	(26933,1)	22932	0	0	7644	0	7644	0	100	0	0	0	0	100	0	0
3	13	巨蟹座星灵	2	70	7	2480	(26933,1)	24048	0	0	8016	0	8016	0	100	0	0	0	0	100	0	0
3	14	巨蟹座星灵	2	70	7	2670	(26933,1)	25164	0	0	8388	0	8388	0	100	0	0	0	0	100	0	0
3	15	巨蟹座星灵	2	70	7	2860	(26933,1)	26277	0	0	8759	0	8759	0	100	0	0	0	0	100	0	0
3	16	巨蟹座星灵	2	70	7	3050	(26933,1)	27393	0	0	9131	0	9131	0	100	0	0	0	0	100	0	0
3	17	巨蟹座星灵	2	70	7	3240	(26933,1)	28506	0	0	9502	0	9502	0	100	0	0	0	0	100	0	0
3	18	巨蟹座星灵	2	70	7	3430	(26933,1)	29622	0	0	9874	0	9874	0	100	0	0	0	0	100	0	0
3	19	巨蟹座星灵	2	70	7	3620	(26933,1)	30738	0	0	10246	0	10246	0	100	0	0	0	0	100	0	0
3	20	巨蟹座星灵	2	70	7	3810	(26933,1)	31374	0	0	10458	0	10458	0	100	0	0	0	0	100	0	0
3	21	巨蟹座星灵	3	70	7	5010	(26933,1)	32490	0	0	10830	0	10830	0	100	0	0	0	0	100	0	0
3	22	巨蟹座星灵	3	70	7	6210	(26933,1)	33603	0	0	11201	0	11201	0	100	0	0	0	0	100	0	0
3	23	巨蟹座星灵	3	70	7	7410	(26933,1)	34719	0	0	11573	0	11573	0	100	0	0	0	0	100	0	0
3	24	巨蟹座星灵	3	70	7	8610	(26933,1)	35835	0	0	11945	0	11945	0	100	0	0	0	0	100	0	0
3	25	巨蟹座星灵	3	70	7	9810	(26933,1)	36948	0	0	12316	0	12316	0	100	0	0	0	0	100	0	0
3	26	巨蟹座星灵	3	70	7	11010	(26933,1)	38064	0	0	12688	0	12688	0	100	0	0	0	0	100	0	0
3	27	巨蟹座星灵	3	70	7	12210	(26933,1)	39177	0	0	13059	0	13059	0	100	0	0	0	0	100	0	0
3	28	巨蟹座星灵	3	70	7	13410	(26933,1)	40293	0	0	13431	0	13431	0	100	0	0	0	0	100	0	0
3	29	巨蟹座星灵	3	70	7	14610	(26933,1)	41409	0	0	13803	0	13803	0	100	0	0	0	0	100	0	0
3	30	巨蟹座星灵	3	70	7	15810	(26933,1)	42045	0	0	14015	0	14015	0	100	0	0	0	0	100	0	0
3	31	巨蟹座星灵	4	70	7	15850	(26933,1)	43161	0	0	14387	0	14387	0	100	0	0	0	0	100	0	0
3	32	巨蟹座星灵	4	70	7	15890	(26933,1)	44274	0	0	14758	0	14758	0	100	0	0	0	0	100	0	0
3	33	巨蟹座星灵	4	70	7	15930	(26933,1)	45390	0	0	15130	0	15130	0	100	0	0	0	0	100	0	0
3	34	巨蟹座星灵	4	70	7	15970	(26933,1)	46503	0	0	15501	0	15501	0	100	0	0	0	0	100	0	0
3	35	巨蟹座星灵	4	70	7	16010	(26933,1)	47619	0	0	15873	0	15873	0	100	0	0	0	0	100	0	0
3	36	巨蟹座星灵	4	70	7	16050	(26933,1)	48735	0	0	16245	0	16245	0	100	0	0	0	0	100	0	0
3	37	巨蟹座星灵	4	70	7	16090	(26933,1)	49848	0	0	16616	0	16616	0	100	0	0	0	0	100	0	0
3	38	巨蟹座星灵	4	70	7	16130	(26933,1)	50964	0	0	16988	0	16988	0	100	0	0	0	0	100	0	0
3	39	巨蟹座星灵	4	70	7	16170	(26933,1)	52077	0	0	17359	0	17359	0	100	0	0	0	0	100	0	0
3	40	巨蟹座星灵	4	70	7	16210	(26933,1)	52716	0	0	17572	0	17572	0	100	0	0	0	0	100	0	0
3	41	巨蟹座星灵	5	70	7	18810	(26933,1)	53829	0	0	17943	0	17943	0	100	0	0	0	0	100	0	0
3	42	巨蟹座星灵	5	70	7	21410	(26933,1)	54945	0	0	18315	0	18315	0	100	0	0	0	0	100	0	0
3	43	巨蟹座星灵	5	70	7	24010	(26933,1)	56061	0	0	18687	0	18687	0	100	0	0	0	0	100	0	0
3	44	巨蟹座星灵	5	70	7	26610	(26933,1)	57174	0	0	19058	0	19058	0	100	0	0	0	0	100	0	0
3	45	巨蟹座星灵	5	70	7	29210	(26933,1)	58290	0	0	19430	0	19430	0	100	0	0	0	0	100	0	0
3	46	巨蟹座星灵	5	70	7	31810	(26933,1)	59403	0	0	19801	0	19801	0	100	0	0	0	0	100	0	0
3	47	巨蟹座星灵	5	70	7	34410	(26933,1)	60519	0	0	20173	0	20173	0	100	0	0	0	0	100	0	0
3	48	巨蟹座星灵	5	70	7	37010	(26933,1)	61635	0	0	20545	0	20545	0	100	0	0	0	0	100	0	0
3	49	巨蟹座星灵	5	70	7	39610	(26933,1)	62748	0	0	20916	0	20916	0	100	0	0	0	0	100	0	0
3	50	巨蟹座星灵	5	70	7	42210	(26933,1)	63387	0	0	21129	0	21129	0	100	0	0	0	0	100	0	0
3	51	巨蟹座星灵	6	70	7	45510	(26933,1)	64500	0	0	21500	0	21500	0	100	0	0	0	0	100	0	0
3	52	巨蟹座星灵	6	70	7	48810	(26933,1)	65616	0	0	21872	0	21872	0	100	0	0	0	0	100	0	0
3	53	巨蟹座星灵	6	70	7	52110	(26933,1)	66729	0	0	22243	0	22243	0	100	0	0	0	0	100	0	0
3	54	巨蟹座星灵	6	70	7	55410	(26933,1)	67845	0	0	22615	0	22615	0	100	0	0	0	0	100	0	0
3	55	巨蟹座星灵	6	70	7	58710	(26933,1)	68961	0	0	22987	0	22987	0	100	0	0	0	0	100	0	0
3	56	巨蟹座星灵	6	70	7	62010	(26933,1)	70074	0	0	23358	0	23358	0	100	0	0	0	0	100	0	0
3	57	巨蟹座星灵	6	70	7	65310	(26933,1)	71190	0	0	23730	0	23730	0	100	0	0	0	0	100	0	0
3	58	巨蟹座星灵	6	70	7	68610	(26933,1)	72303	0	0	24101	0	24101	0	100	0	0	0	0	100	0	0
3	59	巨蟹座星灵	6	70	7	71910	(26933,1)	73419	0	0	24473	0	24473	0	100	0	0	0	0	100	0	0
3	60	巨蟹座星灵	6	70	7	75210	(26933,1)	74055	0	0	24685	0	24685	0	100	0	0	0	0	100	0	0
3	61	巨蟹座星灵	7	70	7	76110	(26933,1)	75168	0	0	25056	0	25056	0	100	0	0	0	0	100	0	0
3	62	巨蟹座星灵	7	70	7	77010	(26933,1)	76284	0	0	25428	0	25428	0	100	0	0	0	0	100	0	0
3	63	巨蟹座星灵	7	70	7	77910	(26933,1)	77397	0	0	25799	0	25799	0	100	0	0	0	0	100	0	0
3	64	巨蟹座星灵	7	70	7	78810	(26933,1)	78513	0	0	26171	0	26171	0	100	0	0	0	0	100	0	0
3	65	巨蟹座星灵	7	70	7	79710	(26933,1)	79629	0	0	26543	0	26543	0	100	0	0	0	0	100	0	0
3	66	巨蟹座星灵	7	70	7	80610	(26933,1)	80742	0	0	26914	0	26914	0	100	0	0	0	0	100	0	0
3	67	巨蟹座星灵	7	70	7	81510	(26933,1)	81858	0	0	27286	0	27286	0	100	0	0	0	0	100	0	0
3	68	巨蟹座星灵	7	70	7	82410	(26933,1)	82971	0	0	27657	0	27657	0	100	0	0	0	0	100	0	0
3	69	巨蟹座星灵	7	70	7	83310	(26933,1)	84087	0	0	28029	0	28029	0	100	0	0	0	0	100	0	0
3	70	巨蟹座星灵	7	70	7	84210	(26933,1)	84723	0	0	28241	0	28241	0	100	0	0	0	0	100	0	0
4	1	白羊座星灵 	1	70	7	200	(26933,1)	11631	0	0	3877	0	3877	0	100	0	0	0	0	100	0	0
4	2	白羊座星灵 	1	70	7	390	(26933,1)	12795	0	0	4265	0	4265	0	100	0	0	0	0	100	0	0
4	3	白羊座星灵 	1	70	7	580	(26933,1)	13956	0	0	4652	0	4652	0	100	0	0	0	0	100	0	0
4	4	白羊座星灵 	1	70	7	770	(26933,1)	15120	0	0	5040	0	5040	0	100	0	0	0	0	100	0	0
4	5	白羊座星灵 	1	70	7	960	(26933,1)	16284	0	0	5428	0	5428	0	100	0	0	0	0	100	0	0
4	6	白羊座星灵 	1	70	7	1150	(26933,1)	17448	0	0	5816	0	5816	0	100	0	0	0	0	100	0	0
4	7	白羊座星灵 	1	70	7	1340	(26933,1)	18609	0	0	6203	0	6203	0	100	0	0	0	0	100	0	0
4	8	白羊座星灵 	1	70	7	1530	(26933,1)	19773	0	0	6591	0	6591	0	100	0	0	0	0	100	0	0
4	9	白羊座星灵 	1	70	7	1720	(26933,1)	20937	0	0	6979	0	6979	0	100	0	0	0	0	100	0	0
4	10	白羊座星灵 	1	70	7	1910	(26933,1)	21600	0	0	7200	0	7200	0	100	0	0	0	0	100	0	0
4	11	白羊座星灵 	2	70	7	2100	(26933,1)	22764	0	0	7588	0	7588	0	100	0	0	0	0	100	0	0
4	12	白羊座星灵 	2	70	7	2290	(26933,1)	23928	0	0	7976	0	7976	0	100	0	0	0	0	100	0	0
4	13	白羊座星灵 	2	70	7	2480	(26933,1)	25089	0	0	8363	0	8363	0	100	0	0	0	0	100	0	0
4	14	白羊座星灵 	2	70	7	2670	(26933,1)	26253	0	0	8751	0	8751	0	100	0	0	0	0	100	0	0
4	15	白羊座星灵 	2	70	7	2860	(26933,1)	27417	0	0	9139	0	9139	0	100	0	0	0	0	100	0	0
4	16	白羊座星灵 	2	70	7	3050	(26933,1)	28578	0	0	9526	0	9526	0	100	0	0	0	0	100	0	0
4	17	白羊座星灵 	2	70	7	3240	(26933,1)	29742	0	0	9914	0	9914	0	100	0	0	0	0	100	0	0
4	18	白羊座星灵 	2	70	7	3430	(26933,1)	30906	0	0	10302	0	10302	0	100	0	0	0	0	100	0	0
4	19	白羊座星灵 	2	70	7	3620	(26933,1)	32067	0	0	10689	0	10689	0	100	0	0	0	0	100	0	0
4	20	白羊座星灵 	2	70	7	3810	(26933,1)	32733	0	0	10911	0	10911	0	100	0	0	0	0	100	0	0
4	21	白羊座星灵 	3	70	7	5010	(26933,1)	33897	0	0	11299	0	11299	0	100	0	0	0	0	100	0	0
4	22	白羊座星灵 	3	70	7	6210	(26933,1)	35058	0	0	11686	0	11686	0	100	0	0	0	0	100	0	0
4	23	白羊座星灵 	3	70	7	7410	(26933,1)	36222	0	0	12074	0	12074	0	100	0	0	0	0	100	0	0
4	24	白羊座星灵 	3	70	7	8610	(26933,1)	37386	0	0	12462	0	12462	0	100	0	0	0	0	100	0	0
4	25	白羊座星灵 	3	70	7	9810	(26933,1)	38550	0	0	12850	0	12850	0	100	0	0	0	0	100	0	0
4	26	白羊座星灵 	3	70	7	11010	(26933,1)	39711	0	0	13237	0	13237	0	100	0	0	0	0	100	0	0
4	27	白羊座星灵 	3	70	7	12210	(26933,1)	40875	0	0	13625	0	13625	0	100	0	0	0	0	100	0	0
4	28	白羊座星灵 	3	70	7	13410	(26933,1)	42039	0	0	14013	0	14013	0	100	0	0	0	0	100	0	0
4	29	白羊座星灵 	3	70	7	14610	(26933,1)	43200	0	0	14400	0	14400	0	100	0	0	0	0	100	0	0
4	30	白羊座星灵 	3	70	7	15810	(26933,1)	43866	0	0	14622	0	14622	0	100	0	0	0	0	100	0	0
4	31	白羊座星灵 	4	70	7	15850	(26933,1)	45030	0	0	15010	0	15010	0	100	0	0	0	0	100	0	0
4	32	白羊座星灵 	4	70	7	15890	(26933,1)	46191	0	0	15397	0	15397	0	100	0	0	0	0	100	0	0
4	33	白羊座星灵 	4	70	7	15930	(26933,1)	47355	0	0	15785	0	15785	0	100	0	0	0	0	100	0	0
4	34	白羊座星灵 	4	70	7	15970	(26933,1)	48519	0	0	16173	0	16173	0	100	0	0	0	0	100	0	0
4	35	白羊座星灵 	4	70	7	16010	(26933,1)	49680	0	0	16560	0	16560	0	100	0	0	0	0	100	0	0
4	36	白羊座星灵 	4	70	7	16050	(26933,1)	50844	0	0	16948	0	16948	0	100	0	0	0	0	100	0	0
4	37	白羊座星灵 	4	70	7	16090	(26933,1)	52008	0	0	17336	0	17336	0	100	0	0	0	0	100	0	0
4	38	白羊座星灵 	4	70	7	16130	(26933,1)	53169	0	0	17723	0	17723	0	100	0	0	0	0	100	0	0
4	39	白羊座星灵 	4	70	7	16170	(26933,1)	54333	0	0	18111	0	18111	0	100	0	0	0	0	100	0	0
4	40	白羊座星灵 	4	70	7	16210	(26933,1)	54999	0	0	18333	0	18333	0	100	0	0	0	0	100	0	0
4	41	白羊座星灵 	5	70	7	18810	(26933,1)	56160	0	0	18720	0	18720	0	100	0	0	0	0	100	0	0
