sealId	sealLevel	sealName	maxLevel	levelUpNeedExp	levelUpNeedItem	itemAddExp	luckyCoding	maxhp	attackspeed	anger	attack_p	defense_p	attack_m	defense_m	crit	critpress	antibroken	notbroken	parry	puncture	damageupgrade	damagereduce
3	5	天火刻印	20	197	(26936,1)	1	28937	5646	0	0	1882	0	1882	0	800	0	0	0	0	800	0	0
3	6	天火刻印	20	296	(26936,1)	1	28937	6132	0	0	2044	0	2044	0	1000	0	0	0	0	1000	0	0
3	7	天火刻印	20	427	(26936,1)	1	28937	6762	0	0	2254	0	2254	0	1200	0	0	0	0	1200	0	0
3	8	天火刻印	20	600	(26936,1)	1	28937	7578	0	0	2526	0	2526	0	1400	0	0	0	0	1400	0	0
3	9	天火刻印	20	829	(26936,1)	1	28937	8634	0	0	2878	0	2878	0	1600	0	0	0	0	1600	0	0
3	10	天火刻印	20	1132	(26936,1)	1	28937	9918	0	0	3306	0	3306	0	1800	0	0	0	0	1800	0	0
3	11	天火刻印	20	1534	(26936,1)	1	28937	11544	0	0	3848	0	3848	0	2000	0	0	0	0	2000	0	0
3	12	天火刻印	20	2066	(26936,1)	1	28937	13602	0	0	4534	0	4534	0	2300	0	0	0	0	2300	0	0
3	13	天火刻印	20	2771	(26936,1)	1	28937	16203	0	0	5401	0	5401	0	2600	0	0	0	0	2600	0	0
3	14	天火刻印	20	3705	(26936,1)	1	28937	19017	0	0	6339	0	6339	0	2900	0	0	0	0	2900	0	0
3	15	天火刻印	20	4942	(26936,1)	1	28937	22365	0	0	7455	0	7455	0	3300	0	0	0	0	3300	0	0
3	16	天火刻印	20	6581	(26936,1)	1	28937	26310	0	0	8770	0	8770	0	3700	0	0	0	0	3700	0	0
3	17	天火刻印	20	8752	(26936,1)	1	28937	30873	0	0	10291	0	10291	0	4000	0	0	0	0	4000	0	0
3	18	天火刻印	20	11628	(26936,1)	1	28937	36048	0	0	12016	0	12016	0	4500	0	0	0	0	4500	0	0
3	19	天火刻印	20	15439	(26936,1)	1	28937	41745	0	0	13915	0	13915	0	5000	0	0	0	0	5000	0	0
3	20	天火刻印	20	26382	(26936,1)	1	28937	48006	0	0	16002	0	16002	0	5500	0	0	0	0	5500	0	0
4	1	魔心刻印	20	10	(26936,1)	1	28937	4500	0	0	1500	0	1500	0	100	0	0	0	0	100	0	0
4	2	魔心刻印	20	32	(26936,1)	1	28937	4773	0	0	1591	0	1591	0	200	0	0	0	0	200	0	0
4	3	魔心刻印	20	72	(26936,1)	1	28937	5184	0	0	1728	0	1728	0	400	0	0	0	0	400	0	0
4	4	魔心刻印	20	134	(26936,1)	1	28937	5646	0	0	1882	0	1882	0	600	0	0	0	0	600	0	0
4	5	魔心刻印	20	216	(26936,1)	1	28937	6048	0	0	2016	0	2016	0	800	0	0	0	0	800	0	0
4	6	魔心刻印	20	325	(26936,1)	1	28937	6570	0	0	2190	0	2190	0	1000	0	0	0	0	1000	0	0
4	7	魔心刻印	20	469	(26936,1)	1	28937	7245	0	0	2415	0	2415	0	1200	0	0	0	0	1200	0	0
4	8	魔心刻印	20	659	(26936,1)	1	28937	8118	0	0	2706	0	2706	0	1400	0	0	0	0	1400	0	0
4	9	魔心刻印	20	911	(26936,1)	1	28937	9249	0	0	3083	0	3083	0	1600	0	0	0	0	1600	0	0
4	10	魔心刻印	20	1244	(26936,1)	1	28937	10623	0	0	3541	0	3541	0	1800	0	0	0	0	1800	0	0
4	11	魔心刻印	20	1686	(26936,1)	1	28937	12366	0	0	4122	0	4122	0	2000	0	0	0	0	2000	0	0
4	12	魔心刻印	20	2271	(26936,1)	1	28937	14571	0	0	4857	0	4857	0	2300	0	0	0	0	2300	0	0
4	13	魔心刻印	20	3046	(26936,1)	1	28937	17358	0	0	5786	0	5786	0	2600	0	0	0	0	2600	0	0
4	14	魔心刻印	20	4073	(26936,1)	1	28937	20373	0	0	6791	0	6791	0	2900	0	0	0	0	2900	0	0
4	15	魔心刻印	20	5433	(26936,1)	1	28937	23961	0	0	7987	0	7987	0	3300	0	0	0	0	3300	0	0
4	16	魔心刻印	20	7235	(26936,1)	1	28937	28185	0	0	9395	0	9395	0	3700	0	0	0	0	3700	0	0
4	17	魔心刻印	20	9623	(26936,1)	1	28937	33075	0	0	11025	0	11025	0	4000	0	0	0	0	4000	0	0
4	18	魔心刻印	20	12787	(26936,1)	1	28937	38619	0	0	12873	0	12873	0	4500	0	0	0	0	4500	0	0
4	19	魔心刻印	20	16979	(26936,1)	1	28937	44724	0	0	14908	0	14908	0	5000	0	0	0	0	5000	0	0
4	20	魔心刻印	20	26382	(26936,1)	1	28937	51432	0	0	17144	0	17144	0	5500	0	0	0	0	5500	0	0
5	1	狂野刻印	20	11	(26936,1)	1	28937	4800	0	0	1600	0	1600	0	100	0	0	0	0	100	0	0
5	2	狂野刻印	20	35	(26936,1)	1	28937	5091	0	0	1697	0	1697	0	200	0	0	0	0	200	0	0
5	3	狂野刻印	20	79	(26936,1)	1	28937	5529	0	0	1843	0	1843	0	400	0	0	0	0	400	0	0
5	4	狂野刻印	20	147	(26936,1)	1	28937	6021	0	0	2007	0	2007	0	600	0	0	0	0	600	0	0
5	5	狂野刻印	20	237	(26936,1)	1	28937	6450	0	0	2150	0	2150	0	800	0	0	0	0	800	0	0
5	6	狂野刻印	20	356	(26936,1)	1	28937	7008	0	0	2336	0	2336	0	1000	0	0	0	0	1000	0	0
5	7	狂野刻印	20	514	(26936,1)	1	28937	7728	0	0	2576	0	2576	0	1200	0	0	0	0	1200	0	0
5	8	狂野刻印	20	723	(26936,1)	1	28937	8658	0	0	2886	0	2886	0	1400	0	0	0	0	1400	0	0
5	9	狂野刻印	20	1000	(26936,1)	1	28937	9864	0	0	3288	0	3288	0	1600	0	0	0	0	1600	0	0
5	10	狂野刻印	20	1367	(26936,1)	1	28937	11328	0	0	3776	0	3776	0	1800	0	0	0	0	1800	0	0
5	11	狂野刻印	20	1853	(26936,1)	1	28937	13185	0	0	4395	0	4395	0	2000	0	0	0	0	2000	0	0
5	12	狂野刻印	20	2497	(26936,1)	1	28937	15534	0	0	5178	0	5178	0	2300	0	0	0	0	2300	0	0
5	13	狂野刻印	20	3350	(26936,1)	1	28937	18504	0	0	6168	0	6168	0	2600	0	0	0	0	2600	0	0
5	14	狂野刻印	20	4479	(26936,1)	1	28937	21717	0	0	7239	0	7239	0	2900	0	0	0	0	2900	0	0
5	15	狂野刻印	20	5975	(26936,1)	1	28937	25542	0	0	8514	0	8514	0	3300	0	0	0	0	3300	0	0
5	16	狂野刻印	20	7958	(26936,1)	1	28937	30045	0	0	10015	0	10015	0	3700	0	0	0	0	3700	0	0
5	17	狂野刻印	20	10585	(26936,1)	1	28937	35256	0	0	11752	0	11752	0	4000	0	0	0	0	4000	0	0
5	18	狂野刻印	20	14065	(26936,1)	1	28937	41166	0	0	13722	0	13722	0	4500	0	0	0	0	4500	0	0
5	19	狂野刻印	20	18676	(26936,1)	1	28937	47673	0	0	15891	0	15891	0	5000	0	0	0	0	5000	0	0
5	20	狂野刻印	20	26382	(26936,1)	1	28937	54825	0	0	18275	0	18275	0	5500	0	0	0	0	5500	0	0
6	1	堕落刻印	20	12	(26936,1)	1	28937	5100	0	0	1700	0	1700	0	100	0	0	0	0	100	0	0
6	2	堕落刻印	20	38	(26936,1)	1	28937	5412	0	0	1804	0	1804	0	200	0	0	0	0	200	0	0
6	3	堕落刻印	20	87	(26936,1)	1	28937	5877	0	0	1959	0	1959	0	400	0	0	0	0	400	0	0
6	4	堕落刻印	20	162	(26936,1)	1	28937	6402	0	0	2134	0	2134	0	600	0	0	0	0	600	0	0
6	5	堕落刻印	20	261	(26936,1)	1	28937	6858	0	0	2286	0	2286	0	800	0	0	0	0	800	0	0
6	6	堕落刻印	20	392	(26936,1)	1	28937	7449	0	0	2483	0	2483	0	1000	0	0	0	0	1000	0	0
6	7	堕落刻印	20	566	(26936,1)	1	28937	8217	0	0	2739	0	2739	0	1200	0	0	0	0	1200	0	0
6	8	堕落刻印	20	796	(26936,1)	1	28937	9207	0	0	3069	0	3069	0	1400	0	0	0	0	1400	0	0
6	9	堕落刻印	20	1101	(26936,1)	1	28937	10488	0	0	3496	0	3496	0	1600	0	0	0	0	1600	0	0
6	10	堕落刻印	20	1504	(26936,1)	1	28937	12045	0	0	4015	0	4015	0	1800	0	0	0	0	1800	0	0
6	11	堕落刻印	20	2038	(26936,1)	1	28937	14019	0	0	4673	0	4673	0	2000	0	0	0	0	2000	0	0
6	12	堕落刻印	20	2746	(26936,1)	1	28937	16518	0	0	5506	0	5506	0	2300	0	0	0	0	2300	0	0
6	13	堕落刻印	20	3684	(26936,1)	1	28937	19677	0	0	6559	0	6559	0	2600	0	0	0	0	2600	0	0
6	14	堕落刻印	20	4926	(26936,1)	1	28937	23094	0	0	7698	0	7698	0	2900	0	0	0	0	2900	0	0
6	15	堕落刻印	20	6572	(26936,1)	1	28937	27162	0	0	9054	0	9054	0	3300	0	0	0	0	3300	0	0
6	16	堕落刻印	20	8753	(26936,1)	1	28937	31953	0	0	10651	0	10651	0	3700	0	0	0	0	3700	0	0
6	17	堕落刻印	20	11642	(26936,1)	1	28937	37494	0	0	12498	0	12498	0	4000	0	0	0	0	4000	0	0
6	18	堕落刻印	20	15470	(26936,1)	1	28937	43779	0	0	14593	0	14593	0	4500	0	0	0	0	4500	0	0
6	19	堕落刻印	20	20542	(26936,1)	1	28937	50700	0	0	16900	0	16900	0	5000	0	0	0	0	5000	0	0
6	20	堕落刻印	20	26382	(26936,1)	1	28937	58305	0	0	19435	0	19435	0	5500	0	0	0	0	5500	0	0
7	1	神光刻印	20	13	(26936,1)	1	28937	5400	0	0	1800	0	1800	0	100	0	0	0	0	100	0	0
7	2	神光刻印	20	42	(26936,1)	1	28937	5730	0	0	1910	0	1910	0	200	0	0	0	0	200	0	0
7	3	神光刻印	20	96	(26936,1)	1	28937	6222	0	0	2074	0	2074	0	400	0	0	0	0	400	0	0
7	4	神光刻印	20	178	(26936,1)	1	28937	6777	0	0	2259	0	2259	0	600	0	0	0	0	600	0	0
7	5	神光刻印	20	287	(26936,1)	1	28937	7260	0	0	2420	0	2420	0	800	0	0	0	0	800	0	0
7	6	神光刻印	20	431	(26936,1)	1	28937	7887	0	0	2629	0	2629	0	1000	0	0	0	0	1000	0	0
7	7	神光刻印	20	622	(26936,1)	1	28937	8700	0	0	2900	0	2900	0	1200	0	0	0	0	1200	0	0
7	8	神光刻印	20	875	(26936,1)	1	28937	9747	0	0	3249	0	3249	0	1400	0	0	0	0	1400	0	0
7	9	神光刻印	20	1210	(26936,1)	1	28937	11103	0	0	3701	0	3701	0	1600	0	0	0	0	1600	0	0
7	10	神光刻印	20	1654	(26936,1)	1	28937	12753	0	0	4251	0	4251	0	1800	0	0	0	0	1800	0	0
7	11	神光刻印	20	2242	(26936,1)	1	28937	14844	0	0	4948	0	4948	0	2000	0	0	0	0	2000	0	0
7	12	神光刻印	20	3021	(26936,1)	1	28937	17490	0	0	5830	0	5830	0	2300	0	0	0	0	2300	0	0
7	13	神光刻印	20	4052	(26936,1)	1	28937	20835	0	0	6945	0	6945	0	2600	0	0	0	0	2600	0	0
7	14	神光刻印	20	5418	(26936,1)	1	28937	24453	0	0	8151	0	8151	0	2900	0	0	0	0	2900	0	0
7	15	神光刻印	20	7228	(26936,1)	1	28937	28758	0	0	9586	0	9586	0	3300	0	0	0	0	3300	0	0
7	16	神光刻印	20	9627	(26936,1)	1	28937	33828	0	0	11276	0	11276	0	3700	0	0	0	0	3700	0	0
7	17	神光刻印	20	12805	(26936,1)	1	28937	39696	0	0	13232	0	13232	0	4000	0	0	0	0	4000	0	0
7	18	神光刻印	20	17016	(26936,1)	1	28937	46350	0	0	15450	0	15450	0	4500	0	0	0	0	4500	0	0
7	19	神光刻印	20	22595	(26936,1)	1	28937	53676	0	0	17892	0	17892	0	5000	0	0	0	0	5000	0	0
7	20	神光刻印	20	26382	(26936,1)	1	28937	61728	0	0	20576	0	20576	0	5500	0	0	0	0	5500	0	0
8	1	圣魂刻印	20	14	(26936,1)	1	28937	5700	0	0	1900	0	1900	0	100	0	0	0	0	100	0	0
8	2	圣魂刻印	20	46	(26936,1)	1	28937	6048	0	0	2016	0	2016	0	200	0	0	0	0	200	0	0
8	3	圣魂刻印	20	105	(26936,1)	1	28937	6570	0	0	2190	0	2190	0	400	0	0	0	0	400	0	0
8	4	圣魂刻印	20	196	(26936,1)	1	28937	7155	0	0	2385	0	2385	0	600	0	0	0	0	600	0	0
8	5	圣魂刻印	20	316	(26936,1)	1	28937	7665	0	0	2555	0	2555	0	800	0	0	0	0	800	0	0
8	6	圣魂刻印	20	475	(26936,1)	1	28937	8328	0	0	2776	0	2776	0	1000	0	0	0	0	1000	0	0
8	7	圣魂刻印	20	685	(26936,1)	1	28937	9186	0	0	3062	0	3062	0	1200	0	0	0	0	1200	0	0
8	8	圣魂刻印	20	963	(26936,1)	1	28937	10293	0	0	3431	0	3431	0	1400	0	0	0	0	1400	0	0
8	9	圣魂刻印	20	1331	(26936,1)	1	28937	11724	0	0	3908	0	3908	0	1600	0	0	0	0	1600	0	0
8	10	圣魂刻印	20	1819	(26936,1)	1	28937	13467	0	0	4489	0	4489	0	1800	0	0	0	0	1800	0	0
8	11	圣魂刻印	20	2465	(26936,1)	1	28937	15675	0	0	5225	0	5225	0	2000	0	0	0	0	2000	0	0
8	12	圣魂刻印	20	3321	(26936,1)	1	28937	18468	0	0	6156	0	6156	0	2300	0	0	0	0	2300	0	0
8	13	圣魂刻印	20	4456	(26936,1)	1	28937	21999	0	0	7333	0	7333	0	2600	0	0	0	0	2600	0	0
8	14	圣魂刻印	20	5959	(26936,1)	1	28937	25818	0	0	8606	0	8606	0	2900	0	0	0	0	2900	0	0
8	15	圣魂刻印	20	7950	(26936,1)	1	28937	30363	0	0	10121	0	10121	0	3300	0	0	0	0	3300	0	0
8	16	圣魂刻印	20	10588	(26936,1)	1	28937	35718	0	0	11906	0	11906	0	3700	0	0	0	0	3700	0	0
8	17	圣魂刻印	20	14084	(26936,1)	1	28937	41913	0	0	13971	0	13971	0	4000	0	0	0	0	4000	0	0
8	18	圣魂刻印	20	18716	(26936,1)	1	28937	48939	0	0	16313	0	16313	0	4500	0	0	0	0	4500	0	0
8	19	圣魂刻印	20	24853	(26936,1)	1	28937	56676	0	0	18892	0	18892	0	5000	0	0	0	0	5000	0	0
8	20	圣魂刻印	20	26382	(26936,1)	1	28937	65178	0	0	21726	0	21726	0	5500	0	0	0	0	5500	0	0
